,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province
2093,las_hormazas,las_hormazas,burgos,burgos,castilla_y_leon,castilla_y_leon,las_hormazas/burgos
2096,la_horra,la_horra,burgos,burgos,castilla_y_leon,castilla_y_leon,la_horra/burgos
2102,huerta_de_rey,huerta_de_rey,burgos,burgos,castilla_y_leon,castilla_y_leon,huerta_de_rey/burgos
2104,humada,humada,burgos,burgos,castilla_y_leon,castilla_y_leon,humada/burgos
2106,hurones,hurones,burgos,burgos,castilla_y_leon,castilla_y_leon,hurones/burgos
2115,isar,isar,burgos,burgos,castilla_y_leon,castilla_y_leon,isar/burgos
2120,junta_de_traslaloma,junta_de_traslaloma,burgos,burgos,castilla_y_leon,castilla_y_leon,junta_de_traslaloma/burgos
2123,jurisdiccion_de_lara,jurisdiccion_de_lara,burgos,burgos,castilla_y_leon,castilla_y_leon,jurisdiccion_de_lara/burgos
2126,lerma,lerma,burgos,burgos,castilla_y_leon,castilla_y_leon,lerma/burgos
2133,madrigalejo_del_monte,madrigalejo_del_monte,burgos,burgos,castilla_y_leon,castilla_y_leon,madrigalejo_del_monte/burgos
2136,mambrilla_de_castrejon,mambrilla_de_castrejon,burgos,burgos,castilla_y_leon,castilla_y_leon,mambrilla_de_castrejon/burgos
2143,medina_de_pomar,medina_de_pomar,burgos,burgos,castilla_y_leon,castilla_y_leon,medina_de_pomar/burgos
2148,melgar_de_fernamental,melgar_de_fernamental,burgos,burgos,castilla_y_leon,castilla_y_leon,melgar_de_fernamental/burgos
2151,merindad_de_cuesta_urria,merindad_de_cuesta_urria,burgos,burgos,castilla_y_leon,castilla_y_leon,merindad_de_cuesta_urria/burgos
2157,merindad_de_sotoscueva,merindad_de_sotoscueva,burgos,burgos,castilla_y_leon,castilla_y_leon,merindad_de_sotoscueva/burgos
2161,merindad_de_valdeporres,merindad_de_valdeporres,burgos,burgos,castilla_y_leon,castilla_y_leon,merindad_de_valdeporres/burgos
2164,milagros,milagros,burgos,burgos,castilla_y_leon,castilla_y_leon,milagros/burgos
2165,miranda_de_ebro,miranda_de_ebro,burgos,burgos,castilla_y_leon,castilla_y_leon,miranda_de_ebro/burgos
2170,miranda_de_ebro,miranda_de_ebro,la_rioja,la_rioja,la_rioja,la_rioja,miranda_de_ebro/la_rioja
2171,miraveche,miraveche,burgos,burgos,castilla_y_leon,castilla_y_leon,miraveche/burgos
2172,modubar_de_la_emparedada,modubar_de_la_emparedada,burgos,burgos,castilla_y_leon,castilla_y_leon,modubar_de_la_emparedada/burgos
2182,neila,neila,burgos,burgos,castilla_y_leon,castilla_y_leon,neila/burgos
2188,ona,ona,burgos,burgos,castilla_y_leon,castilla_y_leon,ona/burgos
2197,palacios_de_la_sierra,palacios_de_la_sierra,burgos,burgos,castilla_y_leon,castilla_y_leon,palacios_de_la_sierra/burgos
2199,palazuelos_de_la_sierra,palazuelos_de_la_sierra,burgos,burgos,castilla_y_leon,castilla_y_leon,palazuelos_de_la_sierra/burgos
2201,pampliega,pampliega,burgos,burgos,castilla_y_leon,castilla_y_leon,pampliega/burgos
2207,pedrosa_de_duero,pedrosa_de_duero,burgos,burgos,castilla_y_leon,castilla_y_leon,pedrosa_de_duero/burgos
2211,pedrosa_de_rio_urbel,pedrosa_de_rio_urbel,burgos,burgos,castilla_y_leon,castilla_y_leon,pedrosa_de_rio_urbel/burgos
2214,peral_de_arlanza,peral_de_arlanza,burgos,burgos,castilla_y_leon,castilla_y_leon,peral_de_arlanza/burgos
2220,pinilla_trasmonte,pinilla_trasmonte,burgos,burgos,castilla_y_leon,castilla_y_leon,pinilla_trasmonte/burgos
2224,pradoluengo,pradoluengo,burgos,burgos,castilla_y_leon,castilla_y_leon,pradoluengo/burgos
2233,quintanaortuno,quintanaortuno,burgos,burgos,castilla_y_leon,castilla_y_leon,quintanaortuno/burgos
2235,quintanar_de_la_sierra,quintanar_de_la_sierra,burgos,burgos,castilla_y_leon,castilla_y_leon,quintanar_de_la_sierra/burgos
2240,quintanilla_san_garcia,quintanilla_san_garcia,burgos,burgos,castilla_y_leon,castilla_y_leon,quintanilla_san_garcia/burgos
2245,rabanos,rabanos,burgos,burgos,castilla_y_leon,castilla_y_leon,rabanos/burgos
2246,rabe_de_las_calzadas,rabe_de_las_calzadas,burgos,burgos,castilla_y_leon,castilla_y_leon,rabe_de_las_calzadas/burgos
2247,rebolledo_de_la_torre,rebolledo_de_la_torre,burgos,burgos,castilla_y_leon,castilla_y_leon,rebolledo_de_la_torre/burgos
2248,rebolledo_de_la_torre,rebolledo_de_la_torre,palencia,palencia,castilla_y_leon,castilla_y_leon,rebolledo_de_la_torre/palencia
2252,regumiel_de_la_sierra,regumiel_de_la_sierra,burgos,burgos,castilla_y_leon,castilla_y_leon,regumiel_de_la_sierra/burgos
2257,revilla_del_campo,revilla_del_campo,burgos,burgos,castilla_y_leon,castilla_y_leon,revilla_del_campo/burgos
2259,revilla_vallejera,revilla_vallejera,burgos,burgos,castilla_y_leon,castilla_y_leon,revilla_vallejera/burgos
2262,roa,roa,burgos,burgos,castilla_y_leon,castilla_y_leon,roa/burgos
2265,royuela_de_rio_franco,royuela_de_rio_franco,burgos,burgos,castilla_y_leon,castilla_y_leon,royuela_de_rio_franco/burgos
2270,salas_de_los_infantes,salas_de_los_infantes,burgos,burgos,castilla_y_leon,castilla_y_leon,salas_de_los_infantes/burgos
2287,santa_maria_del_mercadillo,santa_maria_del_mercadillo,burgos,burgos,castilla_y_leon,castilla_y_leon,santa_maria_del_mercadillo/burgos
2291,santibanez_del_val,santibanez_del_val,burgos,burgos,castilla_y_leon,castilla_y_leon,santibanez_del_val/burgos
2295,sargentes_de_la_lora,sargentes_de_la_lora,burgos,burgos,castilla_y_leon,castilla_y_leon,sargentes_de_la_lora/burgos
2300,sasamon,sasamon,burgos,burgos,castilla_y_leon,castilla_y_leon,sasamon/burgos
2304,sotillo_de_la_ribera,sotillo_de_la_ribera,burgos,burgos,castilla_y_leon,castilla_y_leon,sotillo_de_la_ribera/burgos
2307,sotragero,sotragero,burgos,burgos,castilla_y_leon,castilla_y_leon,sotragero/burgos
2308,sotresgudo,sotresgudo,burgos,burgos,castilla_y_leon,castilla_y_leon,sotresgudo/burgos
2315,tejada,tejada,burgos,burgos,castilla_y_leon,castilla_y_leon,tejada/burgos
2316,terradillos_de_esgueva,terradillos_de_esgueva,burgos,burgos,castilla_y_leon,castilla_y_leon,terradillos_de_esgueva/burgos
2323,torrelara,torrelara,burgos,burgos,castilla_y_leon,castilla_y_leon,torrelara/burgos
2326,torresandino,torresandino,burgos,burgos,castilla_y_leon,castilla_y_leon,torresandino/burgos
2330,trespaderne,trespaderne,burgos,burgos,castilla_y_leon,castilla_y_leon,trespaderne/burgos
2335,tubilla_del_lago,tubilla_del_lago,burgos,burgos,castilla_y_leon,castilla_y_leon,tubilla_del_lago/burgos
2343,valle_de_manzanedo,valle_de_manzanedo,burgos,burgos,castilla_y_leon,castilla_y_leon,valle_de_manzanedo/burgos
2345,valle_de_mena,valle_de_mena,burgos,burgos,castilla_y_leon,castilla_y_leon,valle_de_mena/burgos
2355,valle_de_tobalina,valle_de_tobalina,burgos,burgos,castilla_y_leon,castilla_y_leon,valle_de_tobalina/burgos
2366,valles_de_palenzuela,valles_de_palenzuela,burgos,burgos,castilla_y_leon,castilla_y_leon,valles_de_palenzuela/burgos
2373,vilviestre_del_pinar,vilviestre_del_pinar,burgos,burgos,castilla_y_leon,castilla_y_leon,vilviestre_del_pinar/burgos
2374,villadiego,villadiego,burgos,burgos,castilla_y_leon,castilla_y_leon,villadiego/burgos
2385,villafranca_montes_de_oca,villafranca_montes_de_oca,burgos,burgos,castilla_y_leon,castilla_y_leon,villafranca_montes_de_oca/burgos
2390,villahoz,villahoz,burgos,burgos,castilla_y_leon,castilla_y_leon,villahoz/burgos
2397,villamayor_de_los_montes,villamayor_de_los_montes,burgos,burgos,castilla_y_leon,castilla_y_leon,villamayor_de_los_montes/burgos
2403,villanueva_de_argano,villanueva_de_argano,burgos,burgos,castilla_y_leon,castilla_y_leon,villanueva_de_argano/burgos
2419,villoruebo,villoruebo,burgos,burgos,castilla_y_leon,castilla_y_leon,villoruebo/burgos
2429,valle_de_santibanez,valle_de_santibanez,burgos,burgos,castilla_y_leon,castilla_y_leon,valle_de_santibanez/burgos
2430,villarcayo_de_merindad_de_castilla_la_vieja,villarcayo_de_merindad_de_castilla_la_vieja,burgos,burgos,castilla_y_leon,castilla_y_leon,villarcayo_de_merindad_de_castilla_la_vieja/burgos
2440,valle_de_las_navas,valle_de_las_navas,burgos,burgos,castilla_y_leon,castilla_y_leon,valle_de_las_navas/burgos
2441,valle_de_sedano,valle_de_sedano,burgos,burgos,castilla_y_leon,castilla_y_leon,valle_de_sedano/burgos
2455,abadia,abadia,caceres,caceres,extremadura,extremadura,abadia/caceres
2456,abertura,abertura,caceres,caceres,extremadura,extremadura,abertura/caceres
2457,acebo,acebo,caceres,caceres,extremadura,extremadura,acebo/caceres
2458,acehuche,acehuche,caceres,caceres,extremadura,extremadura,acehuche/caceres
2459,aceituna,aceituna,caceres,caceres,extremadura,extremadura,aceituna/caceres
2460,ahigal,ahigal,caceres,caceres,extremadura,extremadura,ahigal/caceres
2461,albala,albala,caceres,caceres,extremadura,extremadura,albala/caceres
2463,alcantara,alcantara,caceres,caceres,extremadura,extremadura,alcantara/caceres
2466,alcollarin,alcollarin,caceres,caceres,extremadura,extremadura,alcollarin/caceres
2467,alcuescar,alcuescar,caceres,caceres,extremadura,extremadura,alcuescar/caceres
2468,aldeacentenera,aldeacentenera,caceres,caceres,extremadura,extremadura,aldeacentenera/caceres
2469,aldea_del_cano,aldea_del_cano,caceres,caceres,extremadura,extremadura,aldea_del_cano/caceres
2470,la_aldea_del_obispo,la_aldea_del_obispo,caceres,caceres,extremadura,extremadura,la_aldea_del_obispo/caceres
2471,aldeanueva_de_la_vera,aldeanueva_de_la_vera,caceres,caceres,extremadura,extremadura,aldeanueva_de_la_vera/caceres
2472,aldeanueva_del_camino,aldeanueva_del_camino,caceres,caceres,extremadura,extremadura,aldeanueva_del_camino/caceres
2473,aldehuela_de_jerte,aldehuela_de_jerte,caceres,caceres,extremadura,extremadura,aldehuela_de_jerte/caceres
2474,alia,alia,caceres,caceres,extremadura,extremadura,alia/caceres
2475,aliseda,aliseda,caceres,caceres,extremadura,extremadura,aliseda/caceres
2476,almaraz,almaraz,caceres,caceres,extremadura,extremadura,almaraz/caceres
2477,almoharin,almoharin,caceres,caceres,extremadura,extremadura,almoharin/caceres
2478,arroyo_de_la_luz,arroyo_de_la_luz,caceres,caceres,extremadura,extremadura,arroyo_de_la_luz/caceres
2479,arroyomolinos_de_la_vera,arroyomolinos_de_la_vera,caceres,caceres,extremadura,extremadura,arroyomolinos_de_la_vera/caceres
2480,banos_de_montemayor,banos_de_montemayor,caceres,caceres,extremadura,extremadura,banos_de_montemayor/caceres
2481,barrado,barrado,caceres,caceres,extremadura,extremadura,barrado/caceres
2482,belvis_de_monroy,belvis_de_monroy,caceres,caceres,extremadura,extremadura,belvis_de_monroy/caceres
2483,benquerencia,benquerencia,caceres,caceres,extremadura,extremadura,benquerencia/caceres
2484,berrocalejo,berrocalejo,caceres,caceres,extremadura,extremadura,berrocalejo/caceres
2485,berzocana,berzocana,caceres,caceres,extremadura,extremadura,berzocana/caceres
2486,bohonal_de_ibor,bohonal_de_ibor,caceres,caceres,extremadura,extremadura,bohonal_de_ibor/caceres
2488,brozas,brozas,caceres,caceres,extremadura,extremadura,brozas/caceres
2489,cabanas_del_castillo,cabanas_del_castillo,caceres,caceres,extremadura,extremadura,cabanas_del_castillo/caceres
2491,cabezabellosa,cabezabellosa,caceres,caceres,extremadura,extremadura,cabezabellosa/caceres
2492,cabezuela_del_valle,cabezuela_del_valle,caceres,caceres,extremadura,extremadura,cabezuela_del_valle/caceres
2493,cabrero,cabrero,caceres,caceres,extremadura,extremadura,cabrero/caceres
2494,caceres,caceres,caceres,caceres,extremadura,extremadura,caceres/caceres
2504,cachorrilla,cachorrilla,caceres,caceres,extremadura,extremadura,cachorrilla/caceres
2505,cadalso,cadalso,caceres,caceres,extremadura,extremadura,cadalso/caceres
2506,calzadilla,calzadilla,caceres,caceres,extremadura,extremadura,calzadilla/caceres
2507,caminomorisco,caminomorisco,caceres,caceres,extremadura,extremadura,caminomorisco/caceres
2512,campillo_de_deleitosa,campillo_de_deleitosa,caceres,caceres,extremadura,extremadura,campillo_de_deleitosa/caceres
2513,campo_lugar,campo_lugar,caceres,caceres,extremadura,extremadura,campo_lugar/caceres
2514,canamero,canamero,caceres,caceres,extremadura,extremadura,canamero/caceres
2515,canaveral,canaveral,caceres,caceres,extremadura,extremadura,canaveral/caceres
2518,carbajo,carbajo,caceres,caceres,extremadura,extremadura,carbajo/caceres
2520,carcaboso,carcaboso,caceres,caceres,extremadura,extremadura,carcaboso/caceres
2521,carrascalejo,carrascalejo,caceres,caceres,extremadura,extremadura,carrascalejo/caceres
2523,casar_de_caceres,casar_de_caceres,caceres,caceres,extremadura,extremadura,casar_de_caceres/caceres
2525,casar_de_palomero,casar_de_palomero,caceres,caceres,extremadura,extremadura,casar_de_palomero/caceres
2527,casares_de_las_hurdes,casares_de_las_hurdes,caceres,caceres,extremadura,extremadura,casares_de_las_hurdes/caceres
2528,casas_de_don_antonio,casas_de_don_antonio,caceres,caceres,extremadura,extremadura,casas_de_don_antonio/caceres
2529,casas_de_don_gomez,casas_de_don_gomez,caceres,caceres,extremadura,extremadura,casas_de_don_gomez/caceres
2532,casas_del_monte,casas_del_monte,caceres,caceres,extremadura,extremadura,casas_del_monte/caceres
2533,casas_de_millan,casas_de_millan,caceres,caceres,extremadura,extremadura,casas_de_millan/caceres
2534,casas_de_miravete,casas_de_miravete,caceres,caceres,extremadura,extremadura,casas_de_miravete/caceres
2535,casatejada,casatejada,caceres,caceres,extremadura,extremadura,casatejada/caceres
2537,castanar_de_ibor,castanar_de_ibor,caceres,caceres,extremadura,extremadura,castanar_de_ibor/caceres
2538,ceclavin,ceclavin,caceres,caceres,extremadura,extremadura,ceclavin/caceres
2539,cedillo,cedillo,caceres,caceres,extremadura,extremadura,cedillo/caceres
2540,cerezo,cerezo,caceres,caceres,extremadura,extremadura,cerezo/caceres
2541,cilleros,cilleros,caceres,caceres,extremadura,extremadura,cilleros/caceres
2542,collado_de_la_vera,collado_de_la_vera,caceres,caceres,extremadura,extremadura,collado_de_la_vera/caceres
2544,conquista_de_la_sierra,conquista_de_la_sierra,caceres,caceres,extremadura,extremadura,conquista_de_la_sierra/caceres
2545,coria,coria,caceres,caceres,extremadura,extremadura,coria/caceres
2547,cuacos_de_yuste,cuacos_de_yuste,caceres,caceres,extremadura,extremadura,cuacos_de_yuste/caceres
2548,la_cumbre,la_cumbre,caceres,caceres,extremadura,extremadura,la_cumbre/caceres
2549,deleitosa,deleitosa,caceres,caceres,extremadura,extremadura,deleitosa/caceres
2550,descargamaria,descargamaria,caceres,caceres,extremadura,extremadura,descargamaria/caceres
2551,eljas,eljas,caceres,caceres,extremadura,extremadura,eljas/caceres
2552,escurial,escurial,caceres,caceres,extremadura,extremadura,escurial/caceres
2553,fresnedoso_de_ibor,fresnedoso_de_ibor,caceres,caceres,extremadura,extremadura,fresnedoso_de_ibor/caceres
2554,galisteo,galisteo,caceres,caceres,extremadura,extremadura,galisteo/caceres
2556,garciaz,garciaz,caceres,caceres,extremadura,extremadura,garciaz/caceres
2557,la_garganta,la_garganta,caceres,caceres,extremadura,extremadura,la_garganta/caceres
2558,garganta_la_olla,garganta_la_olla,caceres,caceres,extremadura,extremadura,garganta_la_olla/caceres
2559,gargantilla,gargantilla,caceres,caceres,extremadura,extremadura,gargantilla/caceres
2561,garrovillas_de_alconetar,garrovillas_de_alconetar,caceres,caceres,extremadura,extremadura,garrovillas_de_alconetar/caceres
2562,garvin,garvin,caceres,caceres,extremadura,extremadura,garvin/caceres
2563,gata,gata,caceres,caceres,extremadura,extremadura,gata/caceres
2566,la_granja,la_granja,caceres,caceres,extremadura,extremadura,la_granja/caceres
2567,guadalupe,guadalupe,caceres,caceres,extremadura,extremadura,guadalupe/caceres
2568,guijo_de_coria,guijo_de_coria,caceres,caceres,extremadura,extremadura,guijo_de_coria/caceres
2570,guijo_de_galisteo,guijo_de_galisteo,caceres,caceres,extremadura,extremadura,guijo_de_galisteo/caceres
2572,guijo_de_granadilla,guijo_de_granadilla,caceres,caceres,extremadura,extremadura,guijo_de_granadilla/caceres
2575,guijo_de_santa_barbara,guijo_de_santa_barbara,caceres,caceres,extremadura,extremadura,guijo_de_santa_barbara/caceres
2576,herguijuela,herguijuela,caceres,caceres,extremadura,extremadura,herguijuela/caceres
2579,hernan_perez,hernan_perez,caceres,caceres,extremadura,extremadura,hernan_perez/caceres
2580,herrera_de_alcantara,herrera_de_alcantara,caceres,caceres,extremadura,extremadura,herrera_de_alcantara/caceres
2581,herreruela,herreruela,caceres,caceres,extremadura,extremadura,herreruela/caceres
2582,hervas,hervas,caceres,caceres,extremadura,extremadura,hervas/caceres
2583,higuera,higuera,caceres,caceres,extremadura,extremadura,higuera/caceres
2584,hinojal,hinojal,caceres,caceres,extremadura,extremadura,hinojal/caceres
2587,hoyos,hoyos,caceres,caceres,extremadura,extremadura,hoyos/caceres
2589,ibahernando,ibahernando,caceres,caceres,extremadura,extremadura,ibahernando/caceres
2590,jaraicejo,jaraicejo,caceres,caceres,extremadura,extremadura,jaraicejo/caceres
2592,jaraiz_de_la_vera,jaraiz_de_la_vera,caceres,caceres,extremadura,extremadura,jaraiz_de_la_vera/caceres
2593,jarandilla_de_la_vera,jarandilla_de_la_vera,caceres,caceres,extremadura,extremadura,jarandilla_de_la_vera/caceres
2594,jarilla,jarilla,caceres,caceres,extremadura,extremadura,jarilla/caceres
2595,jerte,jerte,caceres,caceres,extremadura,extremadura,jerte/caceres
2596,ladrillar,ladrillar,caceres,caceres,extremadura,extremadura,ladrillar/caceres
2598,logrosan,logrosan,caceres,caceres,extremadura,extremadura,logrosan/caceres
2599,losar_de_la_vera,losar_de_la_vera,caceres,caceres,extremadura,extremadura,losar_de_la_vera/caceres
2601,madrigal_de_la_vera,madrigal_de_la_vera,caceres,caceres,extremadura,extremadura,madrigal_de_la_vera/caceres
2603,madronera,madronera,caceres,caceres,extremadura,extremadura,madronera/caceres
2604,majadas,majadas,caceres,caceres,extremadura,extremadura,majadas/caceres
2606,malpartida_de_caceres,malpartida_de_caceres,caceres,caceres,extremadura,extremadura,malpartida_de_caceres/caceres
2607,malpartida_de_plasencia,malpartida_de_plasencia,caceres,caceres,extremadura,extremadura,malpartida_de_plasencia/caceres
2611,marchagaz,marchagaz,caceres,caceres,extremadura,extremadura,marchagaz/caceres
2612,mata_de_alcantara,mata_de_alcantara,caceres,caceres,extremadura,extremadura,mata_de_alcantara/caceres
2613,membrio,membrio,caceres,caceres,extremadura,extremadura,membrio/caceres
2615,miajadas,miajadas,caceres,caceres,extremadura,extremadura,miajadas/caceres
2618,mirabel,mirabel,caceres,caceres,extremadura,extremadura,mirabel/caceres
2619,mohedas_de_granadilla,mohedas_de_granadilla,caceres,caceres,extremadura,extremadura,mohedas_de_granadilla/caceres
2620,monroy,monroy,caceres,caceres,extremadura,extremadura,monroy/caceres
2621,montanchez,montanchez,caceres,caceres,extremadura,extremadura,montanchez/caceres
2622,montehermoso,montehermoso,caceres,caceres,extremadura,extremadura,montehermoso/caceres
2623,moraleja,moraleja,caceres,caceres,extremadura,extremadura,moraleja/caceres
2625,navaconcejo,navaconcejo,caceres,caceres,extremadura,extremadura,navaconcejo/caceres
2626,navalmoral_de_la_mata,navalmoral_de_la_mata,caceres,caceres,extremadura,extremadura,navalmoral_de_la_mata/caceres
2627,navalvillar_de_ibor,navalvillar_de_ibor,caceres,caceres,extremadura,extremadura,navalvillar_de_ibor/caceres
2628,navas_del_madrono,navas_del_madrono,caceres,caceres,extremadura,extremadura,navas_del_madrono/caceres
2629,navezuelas,navezuelas,caceres,caceres,extremadura,extremadura,navezuelas/caceres
2631,nunomoral,nunomoral,caceres,caceres,extremadura,extremadura,nunomoral/caceres
2635,oliva_de_plasencia,oliva_de_plasencia,caceres,caceres,extremadura,extremadura,oliva_de_plasencia/caceres
2638,pasaron_de_la_vera,pasaron_de_la_vera,caceres,caceres,extremadura,extremadura,pasaron_de_la_vera/caceres
2640,peraleda_de_la_mata,peraleda_de_la_mata,caceres,caceres,extremadura,extremadura,peraleda_de_la_mata/caceres
2641,peraleda_de_san_roman,peraleda_de_san_roman,caceres,caceres,extremadura,extremadura,peraleda_de_san_roman/caceres
2642,perales_del_puerto,perales_del_puerto,caceres,caceres,extremadura,extremadura,perales_del_puerto/caceres
2643,pescueza,pescueza,caceres,caceres,extremadura,extremadura,pescueza/caceres
2645,piedras_albas,piedras_albas,caceres,caceres,extremadura,extremadura,piedras_albas/caceres
2646,pinofranqueado,pinofranqueado,caceres,caceres,extremadura,extremadura,pinofranqueado/caceres
2649,piornal,piornal,caceres,caceres,extremadura,extremadura,piornal/caceres
2652,plasencia,plasencia,caceres,caceres,extremadura,extremadura,plasencia/caceres
2653,plasenzuela,plasenzuela,caceres,caceres,extremadura,extremadura,plasenzuela/caceres
2654,portaje,portaje,caceres,caceres,extremadura,extremadura,portaje/caceres
2655,portezuelo,portezuelo,caceres,caceres,extremadura,extremadura,portezuelo/caceres
2656,pozuelo_de_zarzon,pozuelo_de_zarzon,caceres,caceres,extremadura,extremadura,pozuelo_de_zarzon/caceres
2657,puerto_de_santa_cruz,puerto_de_santa_cruz,caceres,caceres,extremadura,extremadura,puerto_de_santa_cruz/caceres
2658,rebollar,rebollar,caceres,caceres,extremadura,extremadura,rebollar/caceres
2660,riolobos,riolobos,caceres,caceres,extremadura,extremadura,riolobos/caceres
2662,robledillo_de_gata,robledillo_de_gata,caceres,caceres,extremadura,extremadura,robledillo_de_gata/caceres
2663,robledillo_de_la_vera,robledillo_de_la_vera,caceres,caceres,extremadura,extremadura,robledillo_de_la_vera/caceres
2664,robledillo_de_trujillo,robledillo_de_trujillo,caceres,caceres,extremadura,extremadura,robledillo_de_trujillo/caceres
2666,robledollano,robledollano,caceres,caceres,extremadura,extremadura,robledollano/caceres
2668,ruanes,ruanes,caceres,caceres,extremadura,extremadura,ruanes/caceres
2669,salorino,salorino,caceres,caceres,extremadura,extremadura,salorino/caceres
2671,san_martin_de_trevejo,san_martin_de_trevejo,caceres,caceres,extremadura,extremadura,san_martin_de_trevejo/caceres
2673,santa_cruz_de_la_sierra,santa_cruz_de_la_sierra,caceres,caceres,extremadura,extremadura,santa_cruz_de_la_sierra/caceres
2675,santa_cruz_de_paniagua,santa_cruz_de_paniagua,caceres,caceres,extremadura,extremadura,santa_cruz_de_paniagua/caceres
2676,santa_marta_de_magasca,santa_marta_de_magasca,caceres,caceres,extremadura,extremadura,santa_marta_de_magasca/caceres
2678,santiago_de_alcantara,santiago_de_alcantara,caceres,caceres,extremadura,extremadura,santiago_de_alcantara/caceres
2679,santiago_del_campo,santiago_del_campo,caceres,caceres,extremadura,extremadura,santiago_del_campo/caceres
2680,santibanez_el_alto,santibanez_el_alto,caceres,caceres,extremadura,extremadura,santibanez_el_alto/caceres
2682,saucedilla,saucedilla,caceres,caceres,extremadura,extremadura,saucedilla/caceres
2683,segura_de_toro,segura_de_toro,caceres,caceres,extremadura,extremadura,segura_de_toro/caceres
2684,serradilla,serradilla,caceres,caceres,extremadura,extremadura,serradilla/caceres
2686,serrejon,serrejon,caceres,caceres,extremadura,extremadura,serrejon/caceres
2687,sierra_de_fuentes,sierra_de_fuentes,caceres,caceres,extremadura,extremadura,sierra_de_fuentes/caceres
2688,talavan,talavan,caceres,caceres,extremadura,extremadura,talavan/caceres
2689,talaveruela_de_la_vera,talaveruela_de_la_vera,caceres,caceres,extremadura,extremadura,talaveruela_de_la_vera/caceres
2690,talayuela,talayuela,caceres,caceres,extremadura,extremadura,talayuela/caceres
2693,tejeda_de_tietar,tejeda_de_tietar,caceres,caceres,extremadura,extremadura,tejeda_de_tietar/caceres
2697,toril,toril,caceres,caceres,extremadura,extremadura,toril/caceres
2699,tornavacas,tornavacas,caceres,caceres,extremadura,extremadura,tornavacas/caceres
2701,torrecilla_de_los_angeles,torrecilla_de_los_angeles,caceres,caceres,extremadura,extremadura,torrecilla_de_los_angeles/caceres
2702,torrecillas_de_la_tiesa,torrecillas_de_la_tiesa,caceres,caceres,extremadura,extremadura,torrecillas_de_la_tiesa/caceres
2703,torre_de_don_miguel,torre_de_don_miguel,caceres,caceres,extremadura,extremadura,torre_de_don_miguel/caceres
2704,torre_de_santa_maria,torre_de_santa_maria,caceres,caceres,extremadura,extremadura,torre_de_santa_maria/caceres
2705,torrejoncillo,torrejoncillo,caceres,caceres,extremadura,extremadura,torrejoncillo/caceres
2708,torremenga,torremenga,caceres,caceres,extremadura,extremadura,torremenga/caceres
2709,torremocha,torremocha,caceres,caceres,extremadura,extremadura,torremocha/caceres
2710,torreorgaz,torreorgaz,caceres,caceres,extremadura,extremadura,torreorgaz/caceres
2711,torrequemada,torrequemada,caceres,caceres,extremadura,extremadura,torrequemada/caceres
2713,trujillo,trujillo,caceres,caceres,extremadura,extremadura,trujillo/caceres
2717,valdastillas,valdastillas,caceres,caceres,extremadura,extremadura,valdastillas/caceres
2719,valdecanas_de_tajo,valdecanas_de_tajo,caceres,caceres,extremadura,extremadura,valdecanas_de_tajo/caceres
2721,valdefuentes,valdefuentes,caceres,caceres,extremadura,extremadura,valdefuentes/caceres
2722,valdehuncar,valdehuncar,caceres,caceres,extremadura,extremadura,valdehuncar/caceres
2724,valdemorales,valdemorales,caceres,caceres,extremadura,extremadura,valdemorales/caceres
2725,valdeobispo,valdeobispo,caceres,caceres,extremadura,extremadura,valdeobispo/caceres
2726,valencia_de_alcantara,valencia_de_alcantara,caceres,caceres,extremadura,extremadura,valencia_de_alcantara/caceres
2733,valverde_de_la_vera,valverde_de_la_vera,caceres,caceres,extremadura,extremadura,valverde_de_la_vera/caceres
2734,valverde_del_fresno,valverde_del_fresno,caceres,caceres,extremadura,extremadura,valverde_del_fresno/caceres
2735,viandar_de_la_vera,viandar_de_la_vera,caceres,caceres,extremadura,extremadura,viandar_de_la_vera/caceres
2736,villa_del_campo,villa_del_campo,caceres,caceres,extremadura,extremadura,villa_del_campo/caceres
2737,villa_del_rey,villa_del_rey,caceres,caceres,extremadura,extremadura,villa_del_rey/caceres
2738,villamesias,villamesias,caceres,caceres,extremadura,extremadura,villamesias/caceres
2739,villamiel,villamiel,caceres,caceres,extremadura,extremadura,villamiel/caceres
2742,villanueva_de_la_sierra,villanueva_de_la_sierra,caceres,caceres,extremadura,extremadura,villanueva_de_la_sierra/caceres
2743,villanueva_de_la_vera,villanueva_de_la_vera,caceres,caceres,extremadura,extremadura,villanueva_de_la_vera/caceres
2745,villar_del_pedroso,villar_del_pedroso,caceres,caceres,extremadura,extremadura,villar_del_pedroso/caceres
2747,villar_de_plasencia,villar_de_plasencia,caceres,caceres,extremadura,extremadura,villar_de_plasencia/caceres
2748,villasbuenas_de_gata,villasbuenas_de_gata,caceres,caceres,extremadura,extremadura,villasbuenas_de_gata/caceres
2750,zarza_de_granadilla,zarza_de_granadilla,caceres,caceres,extremadura,extremadura,zarza_de_granadilla/caceres
2753,zarza_la_mayor,zarza_la_mayor,caceres,caceres,extremadura,extremadura,zarza_la_mayor/caceres
2754,zorita,zorita,caceres,caceres,extremadura,extremadura,zorita/caceres
2755,rosalejo,rosalejo,caceres,caceres,extremadura,extremadura,rosalejo/caceres
2757,vegaviana,vegaviana,caceres,caceres,extremadura,extremadura,vegaviana/caceres
