,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province
12541,la_secuita,la_secuita,tarragona,tarragona,cataluna,cataluna,la_secuita/tarragona
12543,la_selva_del_camp,la_selva_del_camp,tarragona,tarragona,cataluna,cataluna,la_selva_del_camp/tarragona
12544,senan,senan,tarragona,tarragona,cataluna,cataluna,senan/tarragona
12545,solivella,solivella,tarragona,tarragona,cataluna,cataluna,solivella/tarragona
12546,tarragona,tarragona,tarragona,tarragona,cataluna,cataluna,tarragona/tarragona
12556,tivenys,tivenys,tarragona,tarragona,cataluna,cataluna,tivenys/tarragona
12558,tivissa,tivissa,tarragona,tarragona,cataluna,cataluna,tivissa/tarragona
12560,la_torre_de_l'espanyol,la_torre_de_l'espanyol,tarragona,tarragona,cataluna,cataluna,la_torre_de_l'espanyol/tarragona
12561,torredembarra,torredembarra,tarragona,tarragona,cataluna,cataluna,torredembarra/tarragona
12563,tortosa,tortosa,tarragona,tarragona,cataluna,cataluna,tortosa/tarragona
12569,ulldecona,ulldecona,tarragona,tarragona,cataluna,cataluna,ulldecona/tarragona
12572,ulldemolins,ulldemolins,tarragona,tarragona,cataluna,cataluna,ulldemolins/tarragona
12573,vallclara,vallclara,tarragona,tarragona,cataluna,cataluna,vallclara/tarragona
12575,vallmoll,vallmoll,tarragona,tarragona,cataluna,cataluna,vallmoll/tarragona
12576,valls,valls,tarragona,tarragona,cataluna,cataluna,valls/tarragona
12579,vandellos_i_l'hospitalet_de_l'infant,vandellos_i_l'hospitalet_de_l'infant,tarragona,tarragona,cataluna,cataluna,vandellos_i_l'hospitalet_de_l'infant/tarragona
12581,el_vendrell,el_vendrell,tarragona,tarragona,cataluna,cataluna,el_vendrell/tarragona
12585,vilallonga_del_camp,vilallonga_del_camp,tarragona,tarragona,cataluna,cataluna,vilallonga_del_camp/tarragona
12586,vilanova_d'escornalbou,vilanova_d'escornalbou,tarragona,tarragona,cataluna,cataluna,vilanova_d'escornalbou/tarragona
12589,vilaplana,vilaplana,tarragona,tarragona,cataluna,cataluna,vilaplana/tarragona
12590,vila_rodona,vila_rodona,tarragona,tarragona,cataluna,cataluna,vila_rodona/tarragona
12592,vila_seca,vila_seca,tarragona,tarragona,cataluna,cataluna,vila_seca/tarragona
12594,vilaverd,vilaverd,tarragona,tarragona,cataluna,cataluna,vilaverd/tarragona
12595,la_vilella_alta,la_vilella_alta,tarragona,tarragona,cataluna,cataluna,la_vilella_alta/tarragona
12596,la_vilella_baixa,la_vilella_baixa,tarragona,tarragona,cataluna,cataluna,la_vilella_baixa/tarragona
12597,vilalba_dels_arcs,vilalba_dels_arcs,tarragona,tarragona,cataluna,cataluna,vilalba_dels_arcs/tarragona
12598,vimbodi_i_poblet,vimbodi_i_poblet,tarragona,tarragona,cataluna,cataluna,vimbodi_i_poblet/tarragona
12602,vinyols_i_els_arcs,vinyols_i_els_arcs,tarragona,tarragona,cataluna,cataluna,vinyols_i_els_arcs/tarragona
12603,deltebre,deltebre,tarragona,tarragona,cataluna,cataluna,deltebre/tarragona
12604,sant_jaume_d'enveja,sant_jaume_d'enveja,tarragona,tarragona,cataluna,cataluna,sant_jaume_d'enveja/tarragona
12606,camarles,camarles,tarragona,tarragona,cataluna,cataluna,camarles/tarragona
12607,l'aldea,l'aldea,tarragona,tarragona,cataluna,cataluna,l'aldea/tarragona
12608,salou,salou,tarragona,tarragona,cataluna,cataluna,salou/tarragona
12609,l'ampolla,l'ampolla,tarragona,tarragona,cataluna,cataluna,l'ampolla/tarragona
12611,la_canonja,la_canonja,tarragona,tarragona,cataluna,cataluna,la_canonja/tarragona
12612,ababuj,ababuj,teruel,teruel,aragon,aragon,ababuj/teruel
12613,abejuela,abejuela,teruel,teruel,aragon,aragon,abejuela/teruel
12614,aguaton,aguaton,teruel,teruel,aragon,aragon,aguaton/teruel
12615,aguaviva,aguaviva,teruel,teruel,aragon,aragon,aguaviva/teruel
12616,aguilar_del_alfambra,aguilar_del_alfambra,teruel,teruel,aragon,aragon,aguilar_del_alfambra/teruel
12617,alacon,alacon,teruel,teruel,aragon,aragon,alacon/teruel
12618,alba,alba,teruel,teruel,aragon,aragon,alba/teruel
12619,albalate_del_arzobispo,albalate_del_arzobispo,teruel,teruel,aragon,aragon,albalate_del_arzobispo/teruel
12620,albarracin,albarracin,teruel,teruel,aragon,aragon,albarracin/teruel
12623,albentosa,albentosa,teruel,teruel,aragon,aragon,albentosa/teruel
12625,alcaine,alcaine,teruel,teruel,aragon,aragon,alcaine/teruel
12626,alcala_de_la_selva,alcala_de_la_selva,teruel,teruel,aragon,aragon,alcala_de_la_selva/teruel
12628,alcaniz,alcaniz,teruel,teruel,aragon,aragon,alcaniz/teruel
12631,alcorisa,alcorisa,teruel,teruel,aragon,aragon,alcorisa/teruel
12632,alfambra,alfambra,teruel,teruel,aragon,aragon,alfambra/teruel
12633,aliaga,aliaga,teruel,teruel,aragon,aragon,aliaga/teruel
12636,almohaja,almohaja,teruel,teruel,aragon,aragon,almohaja/teruel
12637,alobras,alobras,teruel,teruel,aragon,aragon,alobras/teruel
12638,alpenes,alpenes,teruel,teruel,aragon,aragon,alpenes/teruel
12639,allepuz,allepuz,teruel,teruel,aragon,aragon,allepuz/teruel
12640,alloza,alloza,teruel,teruel,aragon,aragon,alloza/teruel
12641,allueva,allueva,teruel,teruel,aragon,aragon,allueva/teruel
12642,anadon,anadon,teruel,teruel,aragon,aragon,anadon/teruel
12643,andorra,andorra,teruel,teruel,aragon,aragon,andorra/teruel
12644,arcos_de_las_salinas,arcos_de_las_salinas,teruel,teruel,aragon,aragon,arcos_de_las_salinas/teruel
12645,arens_de_lledo,arens_de_lledo,teruel,teruel,aragon,aragon,arens_de_lledo/teruel
12646,argente,argente,teruel,teruel,aragon,aragon,argente/teruel
12647,arino,arino,teruel,teruel,aragon,aragon,arino/teruel
12648,azaila,azaila,teruel,teruel,aragon,aragon,azaila/teruel
12649,badenas,badenas,teruel,teruel,aragon,aragon,badenas/teruel
12650,baguena,baguena,teruel,teruel,aragon,aragon,baguena/teruel
12651,banon,banon,teruel,teruel,aragon,aragon,banon/teruel
12652,barrachina,barrachina,teruel,teruel,aragon,aragon,barrachina/teruel
12654,beceite,beceite,teruel,teruel,aragon,aragon,beceite/teruel
12655,belmonte_de_san_jose,belmonte_de_san_jose,teruel,teruel,aragon,aragon,belmonte_de_san_jose/teruel
12656,bello,bello,teruel,teruel,aragon,aragon,bello/teruel
12657,berge,berge,teruel,teruel,aragon,aragon,berge/teruel
12659,blancas,blancas,teruel,teruel,aragon,aragon,blancas/teruel
12660,blesa,blesa,teruel,teruel,aragon,aragon,blesa/teruel
12661,bordon,bordon,teruel,teruel,aragon,aragon,bordon/teruel
12662,bronchales,bronchales,teruel,teruel,aragon,aragon,bronchales/teruel
12663,buena,buena,teruel,teruel,aragon,aragon,buena/teruel
12664,burbaguena,burbaguena,teruel,teruel,aragon,aragon,burbaguena/teruel
12665,cabra_de_mora,cabra_de_mora,teruel,teruel,aragon,aragon,cabra_de_mora/teruel
12666,calaceite,calaceite,teruel,teruel,aragon,aragon,calaceite/teruel
12668,calamocha,calamocha,teruel,teruel,aragon,aragon,calamocha/teruel
12676,calanda,calanda,teruel,teruel,aragon,aragon,calanda/teruel
12677,calomarde,calomarde,teruel,teruel,aragon,aragon,calomarde/teruel
12678,camanas,camanas,teruel,teruel,aragon,aragon,camanas/teruel
12679,camarena_de_la_sierra,camarena_de_la_sierra,teruel,teruel,aragon,aragon,camarena_de_la_sierra/teruel
12682,caminreal,caminreal,teruel,teruel,aragon,aragon,caminreal/teruel
12684,cantavieja,cantavieja,teruel,teruel,aragon,aragon,cantavieja/teruel
12686,la_canada_de_verich,la_canada_de_verich,teruel,teruel,aragon,aragon,la_canada_de_verich/teruel
12687,canada_vellida,canada_vellida,teruel,teruel,aragon,aragon,canada_vellida/teruel
12688,canizar_del_olivar,canizar_del_olivar,teruel,teruel,aragon,aragon,canizar_del_olivar/teruel
12690,castejon_de_tornos,castejon_de_tornos,teruel,teruel,aragon,aragon,castejon_de_tornos/teruel
12691,castel_de_cabra,castel_de_cabra,teruel,teruel,aragon,aragon,castel_de_cabra/teruel
12692,castelnou,castelnou,teruel,teruel,aragon,aragon,castelnou/teruel
12693,castelseras,castelseras,teruel,teruel,aragon,aragon,castelseras/teruel
12696,castellote,castellote,teruel,teruel,aragon,aragon,castellote/teruel
12699,cedrillas,cedrillas,teruel,teruel,aragon,aragon,cedrillas/teruel
12700,celadas,celadas,teruel,teruel,aragon,aragon,celadas/teruel
12701,cella,cella,teruel,teruel,aragon,aragon,cella/teruel
12702,la_cerollera,la_cerollera,teruel,teruel,aragon,aragon,la_cerollera/teruel
12703,la_codonera,la_codonera,teruel,teruel,aragon,aragon,la_codonera/teruel
12704,corbalan,corbalan,teruel,teruel,aragon,aragon,corbalan/teruel
12705,cortes_de_aragon,cortes_de_aragon,teruel,teruel,aragon,aragon,cortes_de_aragon/teruel
12706,cosa,cosa,teruel,teruel,aragon,aragon,cosa/teruel
12708,cretas,cretas,teruel,teruel,aragon,aragon,cretas/teruel
12709,crivillen,crivillen,teruel,teruel,aragon,aragon,crivillen/teruel
12710,la_cuba,la_cuba,teruel,teruel,aragon,aragon,la_cuba/teruel
12714,cuevas_de_almuden,cuevas_de_almuden,teruel,teruel,aragon,aragon,cuevas_de_almuden/teruel
12715,cuevas_labradas,cuevas_labradas,teruel,teruel,aragon,aragon,cuevas_labradas/teruel
12716,ejulve,ejulve,teruel,teruel,aragon,aragon,ejulve/teruel
12717,escorihuela,escorihuela,teruel,teruel,aragon,aragon,escorihuela/teruel
12718,escucha,escucha,teruel,teruel,aragon,aragon,escucha/teruel
12720,estercuel,estercuel,teruel,teruel,aragon,aragon,estercuel/teruel
12721,ferreruela_de_huerva,ferreruela_de_huerva,teruel,teruel,aragon,aragon,ferreruela_de_huerva/teruel
12722,formiche_alto,formiche_alto,teruel,teruel,aragon,aragon,formiche_alto/teruel
12724,fornoles,fornoles,teruel,teruel,aragon,aragon,fornoles/teruel
12725,fortanete,fortanete,teruel,teruel,aragon,aragon,fortanete/teruel
12726,foz_calanda,foz_calanda,teruel,teruel,aragon,aragon,foz_calanda/teruel
12727,la_fresneda,la_fresneda,teruel,teruel,aragon,aragon,la_fresneda/teruel
12729,fuenferrada,fuenferrada,teruel,teruel,aragon,aragon,fuenferrada/teruel
12730,fuentes_calientes,fuentes_calientes,teruel,teruel,aragon,aragon,fuentes_calientes/teruel
12731,fuentes_claras,fuentes_claras,teruel,teruel,aragon,aragon,fuentes_claras/teruel
12732,fuentes_de_rubielos,fuentes_de_rubielos,teruel,teruel,aragon,aragon,fuentes_de_rubielos/teruel
12733,fuentespalda,fuentespalda,teruel,teruel,aragon,aragon,fuentespalda/teruel
12736,gea_de_albarracin,gea_de_albarracin,teruel,teruel,aragon,aragon,gea_de_albarracin/teruel
12738,griegos,griegos,teruel,teruel,aragon,aragon,griegos/teruel
12739,guadalaviar,guadalaviar,teruel,teruel,aragon,aragon,guadalaviar/teruel
12740,gudar,gudar,teruel,teruel,aragon,aragon,gudar/teruel
12741,hijar,hijar,teruel,teruel,aragon,aragon,hijar/teruel
12745,huesa_del_comun,huesa_del_comun,teruel,teruel,aragon,aragon,huesa_del_comun/teruel
12746,la_iglesuela_del_cid,la_iglesuela_del_cid,teruel,teruel,aragon,aragon,la_iglesuela_del_cid/teruel
12747,jabaloyas,jabaloyas,teruel,teruel,aragon,aragon,jabaloyas/teruel
12755,libros,libros,teruel,teruel,aragon,aragon,libros/teruel
12756,lidon,lidon,teruel,teruel,aragon,aragon,lidon/teruel
12757,linares_de_mora,linares_de_mora,teruel,teruel,aragon,aragon,linares_de_mora/teruel
12759,loscos,loscos,teruel,teruel,aragon,aragon,loscos/teruel
12760,lledo,lledo,teruel,teruel,aragon,aragon,lledo/teruel
12762,manzanera,manzanera,teruel,teruel,aragon,aragon,manzanera/teruel
12765,martin_del_rio,martin_del_rio,teruel,teruel,aragon,aragon,martin_del_rio/teruel
12767,mas_de_las_matas,mas_de_las_matas,teruel,teruel,aragon,aragon,mas_de_las_matas/teruel
12769,mazaleon,mazaleon,teruel,teruel,aragon,aragon,mazaleon/teruel
12772,miravete_de_la_sierra,miravete_de_la_sierra,teruel,teruel,aragon,aragon,miravete_de_la_sierra/teruel
12775,monreal_del_campo,monreal_del_campo,teruel,teruel,aragon,aragon,monreal_del_campo/teruel
12776,monroyo,monroyo,teruel,teruel,aragon,aragon,monroyo/teruel
12777,montalban,montalban,teruel,teruel,aragon,aragon,montalban/teruel
12779,monteagudo_del_castillo,monteagudo_del_castillo,teruel,teruel,aragon,aragon,monteagudo_del_castillo/teruel
12780,monterde_de_albarracin,monterde_de_albarracin,teruel,teruel,aragon,aragon,monterde_de_albarracin/teruel
12781,mora_de_rubielos,mora_de_rubielos,teruel,teruel,aragon,aragon,mora_de_rubielos/teruel
12782,moscardon,moscardon,teruel,teruel,aragon,aragon,moscardon/teruel
12783,mosqueruela,mosqueruela,teruel,teruel,aragon,aragon,mosqueruela/teruel
12784,muniesa,muniesa,teruel,teruel,aragon,aragon,muniesa/teruel
12785,noguera_de_albarracin,noguera_de_albarracin,teruel,teruel,aragon,aragon,noguera_de_albarracin/teruel
12787,nogueruelas,nogueruelas,teruel,teruel,aragon,aragon,nogueruelas/teruel
12789,odon,odon,teruel,teruel,aragon,aragon,odon/teruel
12791,ojos_negros,ojos_negros,teruel,teruel,aragon,aragon,ojos_negros/teruel
12792,olba,olba,teruel,teruel,aragon,aragon,olba/teruel
12794,oliete,oliete,teruel,teruel,aragon,aragon,oliete/teruel
12796,orihuela_del_tremedal,orihuela_del_tremedal,teruel,teruel,aragon,aragon,orihuela_del_tremedal/teruel
12798,palomar_de_arroyos,palomar_de_arroyos,teruel,teruel,aragon,aragon,palomar_de_arroyos/teruel
12800,pancrudo,pancrudo,teruel,teruel,aragon,aragon,pancrudo/teruel
12802,penarroya_de_tastavins,penarroya_de_tastavins,teruel,teruel,aragon,aragon,penarroya_de_tastavins/teruel
12806,perales_del_alfambra,perales_del_alfambra,teruel,teruel,aragon,aragon,perales_del_alfambra/teruel
12807,pitarque,pitarque,teruel,teruel,aragon,aragon,pitarque/teruel
12810,la_portellada,la_portellada,teruel,teruel,aragon,aragon,la_portellada/teruel
12812,pozuel_del_campo,pozuel_del_campo,teruel,teruel,aragon,aragon,pozuel_del_campo/teruel
12813,la_puebla_de_hijar,la_puebla_de_hijar,teruel,teruel,aragon,aragon,la_puebla_de_hijar/teruel
12815,la_puebla_de_valverde,la_puebla_de_valverde,teruel,teruel,aragon,aragon,la_puebla_de_valverde/teruel
12816,puertomingalvo,puertomingalvo,teruel,teruel,aragon,aragon,puertomingalvo/teruel
12818,rillo,rillo,teruel,teruel,aragon,aragon,rillo/teruel
12820,riodeva,riodeva,teruel,teruel,aragon,aragon,riodeva/teruel
12821,rodenas,rodenas,teruel,teruel,aragon,aragon,rodenas/teruel
12822,royuela,royuela,teruel,teruel,aragon,aragon,royuela/teruel
12824,rubielos_de_la_cerida,rubielos_de_la_cerida,teruel,teruel,aragon,aragon,rubielos_de_la_cerida/teruel
12826,salcedillo,salcedillo,teruel,teruel,aragon,aragon,salcedillo/teruel
12828,samper_de_calanda,samper_de_calanda,teruel,teruel,aragon,aragon,samper_de_calanda/teruel
12829,san_agustin,san_agustin,teruel,teruel,aragon,aragon,san_agustin/teruel
12830,san_martin_del_rio,san_martin_del_rio,teruel,teruel,aragon,aragon,san_martin_del_rio/teruel
12831,santa_cruz_de_nogueras,santa_cruz_de_nogueras,teruel,teruel,aragon,aragon,santa_cruz_de_nogueras/teruel
12832,santa_eulalia,santa_eulalia,teruel,teruel,aragon,aragon,santa_eulalia/teruel
12833,sarrion,sarrion,teruel,teruel,aragon,aragon,sarrion/teruel
12836,seno,seno,teruel,teruel,aragon,aragon,seno/teruel
12838,terriente,terriente,teruel,teruel,aragon,aragon,terriente/teruel
12839,teruel,teruel,teruel,teruel,aragon,aragon,teruel/teruel
12852,tornos,tornos,teruel,teruel,aragon,aragon,tornos/teruel
12855,torrecilla_del_rebollar,torrecilla_del_rebollar,teruel,teruel,aragon,aragon,torrecilla_del_rebollar/teruel
12857,torre_de_arcas,torre_de_arcas,teruel,teruel,aragon,aragon,torre_de_arcas/teruel
12859,torre_del_compte,torre_del_compte,teruel,teruel,aragon,aragon,torre_del_compte/teruel
12862,torremocha_de_jiloca,torremocha_de_jiloca,teruel,teruel,aragon,aragon,torremocha_de_jiloca/teruel
12863,torres_de_albarracin,torres_de_albarracin,teruel,teruel,aragon,aragon,torres_de_albarracin/teruel
12864,torrevelilla,torrevelilla,teruel,teruel,aragon,aragon,torrevelilla/teruel
12866,torrijo_del_campo,torrijo_del_campo,teruel,teruel,aragon,aragon,torrijo_del_campo/teruel
12869,tramacastilla,tramacastilla,teruel,teruel,aragon,aragon,tramacastilla/teruel
12871,urrea_de_gaen,urrea_de_gaen,teruel,teruel,aragon,aragon,urrea_de_gaen/teruel
12872,utrillas,utrillas,teruel,teruel,aragon,aragon,utrillas/teruel
12876,valbona,valbona,teruel,teruel,aragon,aragon,valbona/teruel
12877,valdealgorfa,valdealgorfa,teruel,teruel,aragon,aragon,valdealgorfa/teruel
12879,valdelinares,valdelinares,teruel,teruel,aragon,aragon,valdelinares/teruel
12880,valdeltormo,valdeltormo,teruel,teruel,aragon,aragon,valdeltormo/teruel
12881,valderrobres,valderrobres,teruel,teruel,aragon,aragon,valderrobres/teruel
12882,valjunquera,valjunquera,teruel,teruel,aragon,aragon,valjunquera/teruel
12886,villahermosa_del_campo,villahermosa_del_campo,teruel,teruel,aragon,aragon,villahermosa_del_campo/teruel
12887,villanueva_del_rebollar_de_la_sierra,villanueva_del_rebollar_de_la_sierra,teruel,teruel,aragon,aragon,villanueva_del_rebollar_de_la_sierra/teruel
12889,villar_del_salz,villar_del_salz,teruel,teruel,aragon,aragon,villar_del_salz/teruel
12891,villarquemado,villarquemado,teruel,teruel,aragon,aragon,villarquemado/teruel
12892,villarroya_de_los_pinares,villarroya_de_los_pinares,teruel,teruel,aragon,aragon,villarroya_de_los_pinares/teruel
12893,villastar,villastar,teruel,teruel,aragon,aragon,villastar/teruel
12894,villel,villel,teruel,teruel,aragon,aragon,villel/teruel
12895,vinaceite,vinaceite,teruel,teruel,aragon,aragon,vinaceite/teruel
12897,vivel_del_rio_martin,vivel_del_rio_martin,teruel,teruel,aragon,aragon,vivel_del_rio_martin/teruel
12900,ajofrin,ajofrin,toledo,toledo,castilla_la_mancha,castilla_la_mancha,ajofrin/toledo
12901,alameda_de_la_sagra,alameda_de_la_sagra,toledo,toledo,castilla_la_mancha,castilla_la_mancha,alameda_de_la_sagra/toledo
12902,albarreal_de_tajo,albarreal_de_tajo,toledo,toledo,castilla_la_mancha,castilla_la_mancha,albarreal_de_tajo/toledo
12903,alcabon,alcabon,toledo,toledo,castilla_la_mancha,castilla_la_mancha,alcabon/toledo
12904,alcanizo,alcanizo,toledo,toledo,castilla_la_mancha,castilla_la_mancha,alcanizo/toledo
12905,alcaudete_de_la_jara,alcaudete_de_la_jara,toledo,toledo,castilla_la_mancha,castilla_la_mancha,alcaudete_de_la_jara/toledo
12906,alcolea_de_tajo,alcolea_de_tajo,toledo,toledo,castilla_la_mancha,castilla_la_mancha,alcolea_de_tajo/toledo
12907,aldea_en_cabo,aldea_en_cabo,toledo,toledo,castilla_la_mancha,castilla_la_mancha,aldea_en_cabo/toledo
12908,aldeanueva_de_barbarroya,aldeanueva_de_barbarroya,toledo,toledo,castilla_la_mancha,castilla_la_mancha,aldeanueva_de_barbarroya/toledo
12909,aldeanueva_de_san_bartolome,aldeanueva_de_san_bartolome,toledo,toledo,castilla_la_mancha,castilla_la_mancha,aldeanueva_de_san_bartolome/toledo
12910,almendral_de_la_canada,almendral_de_la_canada,toledo,toledo,castilla_la_mancha,castilla_la_mancha,almendral_de_la_canada/toledo
12911,almonacid_de_toledo,almonacid_de_toledo,toledo,toledo,castilla_la_mancha,castilla_la_mancha,almonacid_de_toledo/toledo
12912,almorox,almorox,toledo,toledo,castilla_la_mancha,castilla_la_mancha,almorox/toledo
12913,anover_de_tajo,anover_de_tajo,toledo,toledo,castilla_la_mancha,castilla_la_mancha,anover_de_tajo/toledo
12914,arcicollar,arcicollar,toledo,toledo,castilla_la_mancha,castilla_la_mancha,arcicollar/toledo
12915,arges,arges,toledo,toledo,castilla_la_mancha,castilla_la_mancha,arges/toledo
12918,barcience,barcience,toledo,toledo,castilla_la_mancha,castilla_la_mancha,barcience/toledo
12919,bargas,bargas,toledo,toledo,castilla_la_mancha,castilla_la_mancha,bargas/toledo
12920,belvis_de_la_jara,belvis_de_la_jara,toledo,toledo,castilla_la_mancha,castilla_la_mancha,belvis_de_la_jara/toledo
12921,borox,borox,toledo,toledo,castilla_la_mancha,castilla_la_mancha,borox/toledo
12922,buenaventura,buenaventura,toledo,toledo,castilla_la_mancha,castilla_la_mancha,buenaventura/toledo
12923,burguillos_de_toledo,burguillos_de_toledo,toledo,toledo,castilla_la_mancha,castilla_la_mancha,burguillos_de_toledo/toledo
12924,burujon,burujon,toledo,toledo,castilla_la_mancha,castilla_la_mancha,burujon/toledo
12925,cabanas_de_la_sagra,cabanas_de_la_sagra,toledo,toledo,castilla_la_mancha,castilla_la_mancha,cabanas_de_la_sagra/toledo
12926,cabanas_de_yepes,cabanas_de_yepes,toledo,toledo,castilla_la_mancha,castilla_la_mancha,cabanas_de_yepes/toledo
12928,cabezamesada,cabezamesada,toledo,toledo,castilla_la_mancha,castilla_la_mancha,cabezamesada/toledo
12929,calera_y_chozas,calera_y_chozas,toledo,toledo,castilla_la_mancha,castilla_la_mancha,calera_y_chozas/toledo
12931,caleruela,caleruela,toledo,toledo,castilla_la_mancha,castilla_la_mancha,caleruela/toledo
12932,calzada_de_oropesa,calzada_de_oropesa,toledo,toledo,castilla_la_mancha,castilla_la_mancha,calzada_de_oropesa/toledo
12933,camarena,camarena,toledo,toledo,castilla_la_mancha,castilla_la_mancha,camarena/toledo
12934,camarenilla,camarenilla,toledo,toledo,castilla_la_mancha,castilla_la_mancha,camarenilla/toledo
12935,el_campillo_de_la_jara,el_campillo_de_la_jara,toledo,toledo,castilla_la_mancha,castilla_la_mancha,el_campillo_de_la_jara/toledo
12936,camunas,camunas,toledo,toledo,castilla_la_mancha,castilla_la_mancha,camunas/toledo
12937,cardiel_de_los_montes,cardiel_de_los_montes,toledo,toledo,castilla_la_mancha,castilla_la_mancha,cardiel_de_los_montes/toledo
12938,carmena,carmena,toledo,toledo,castilla_la_mancha,castilla_la_mancha,carmena/toledo
12939,el_carpio_de_tajo,el_carpio_de_tajo,toledo,toledo,castilla_la_mancha,castilla_la_mancha,el_carpio_de_tajo/toledo
12940,carranque,carranque,toledo,toledo,castilla_la_mancha,castilla_la_mancha,carranque/toledo
12941,carriches,carriches,toledo,toledo,castilla_la_mancha,castilla_la_mancha,carriches/toledo
12942,el_casar_de_escalona,el_casar_de_escalona,toledo,toledo,castilla_la_mancha,castilla_la_mancha,el_casar_de_escalona/toledo
12943,casarrubios_del_monte,casarrubios_del_monte,toledo,toledo,castilla_la_mancha,castilla_la_mancha,casarrubios_del_monte/toledo
12944,casasbuenas,casasbuenas,toledo,toledo,castilla_la_mancha,castilla_la_mancha,casasbuenas/toledo
12945,castillo_de_bayuela,castillo_de_bayuela,toledo,toledo,castilla_la_mancha,castilla_la_mancha,castillo_de_bayuela/toledo
12946,cazalegas,cazalegas,toledo,toledo,castilla_la_mancha,castilla_la_mancha,cazalegas/toledo
12947,cebolla,cebolla,toledo,toledo,castilla_la_mancha,castilla_la_mancha,cebolla/toledo
12948,cedillo_del_condado,cedillo_del_condado,toledo,toledo,castilla_la_mancha,castilla_la_mancha,cedillo_del_condado/toledo
12949,los_cerralbos,los_cerralbos,toledo,toledo,castilla_la_mancha,castilla_la_mancha,los_cerralbos/toledo
12950,cervera_de_los_montes,cervera_de_los_montes,toledo,toledo,castilla_la_mancha,castilla_la_mancha,cervera_de_los_montes/toledo
12951,ciruelos,ciruelos,toledo,toledo,castilla_la_mancha,castilla_la_mancha,ciruelos/toledo
12952,cobeja,cobeja,toledo,toledo,castilla_la_mancha,castilla_la_mancha,cobeja/toledo
12953,cobisa,cobisa,toledo,toledo,castilla_la_mancha,castilla_la_mancha,cobisa/toledo
12954,consuegra,consuegra,toledo,toledo,castilla_la_mancha,castilla_la_mancha,consuegra/toledo
12955,corral_de_almaguer,corral_de_almaguer,toledo,toledo,castilla_la_mancha,castilla_la_mancha,corral_de_almaguer/toledo
12956,cuerva,cuerva,toledo,toledo,castilla_la_mancha,castilla_la_mancha,cuerva/toledo
12957,chozas_de_canales,chozas_de_canales,toledo,toledo,castilla_la_mancha,castilla_la_mancha,chozas_de_canales/toledo
12958,chueca,chueca,toledo,toledo,castilla_la_mancha,castilla_la_mancha,chueca/toledo
12959,domingo_perez,domingo_perez,toledo,toledo,castilla_la_mancha,castilla_la_mancha,domingo_perez/toledo
12960,dosbarrios,dosbarrios,toledo,toledo,castilla_la_mancha,castilla_la_mancha,dosbarrios/toledo
12961,erustes,erustes,toledo,toledo,castilla_la_mancha,castilla_la_mancha,erustes/toledo
12962,escalona,escalona,toledo,toledo,castilla_la_mancha,castilla_la_mancha,escalona/toledo
12963,escalonilla,escalonilla,toledo,toledo,castilla_la_mancha,castilla_la_mancha,escalonilla/toledo
12964,espinoso_del_rey,espinoso_del_rey,toledo,toledo,castilla_la_mancha,castilla_la_mancha,espinoso_del_rey/toledo
12965,esquivias,esquivias,toledo,toledo,castilla_la_mancha,castilla_la_mancha,esquivias/toledo
12966,la_estrella,la_estrella,toledo,toledo,castilla_la_mancha,castilla_la_mancha,la_estrella/toledo
12967,fuensalida,fuensalida,toledo,toledo,castilla_la_mancha,castilla_la_mancha,fuensalida/toledo
12969,galvez,galvez,toledo,toledo,castilla_la_mancha,castilla_la_mancha,galvez/toledo
12970,garciotum,garciotum,toledo,toledo,castilla_la_mancha,castilla_la_mancha,garciotum/toledo
12971,gerindote,gerindote,toledo,toledo,castilla_la_mancha,castilla_la_mancha,gerindote/toledo
12972,guadamur,guadamur,toledo,toledo,castilla_la_mancha,castilla_la_mancha,guadamur/toledo
12973,la_guardia,la_guardia,toledo,toledo,castilla_la_mancha,castilla_la_mancha,la_guardia/toledo
12974,las_herencias,las_herencias,toledo,toledo,castilla_la_mancha,castilla_la_mancha,las_herencias/toledo
12976,herreruela_de_oropesa,herreruela_de_oropesa,toledo,toledo,castilla_la_mancha,castilla_la_mancha,herreruela_de_oropesa/toledo
12977,hinojosa_de_san_vicente,hinojosa_de_san_vicente,toledo,toledo,castilla_la_mancha,castilla_la_mancha,hinojosa_de_san_vicente/toledo
12978,hontanar,hontanar,toledo,toledo,castilla_la_mancha,castilla_la_mancha,hontanar/toledo
12979,hormigos,hormigos,toledo,toledo,castilla_la_mancha,castilla_la_mancha,hormigos/toledo
12980,huecas,huecas,toledo,toledo,castilla_la_mancha,castilla_la_mancha,huecas/toledo
12982,la_iglesuela,la_iglesuela,toledo,toledo,castilla_la_mancha,castilla_la_mancha,la_iglesuela/toledo
12984,illescas,illescas,toledo,toledo,castilla_la_mancha,castilla_la_mancha,illescas/toledo
12985,lagartera,lagartera,toledo,toledo,castilla_la_mancha,castilla_la_mancha,lagartera/toledo
12986,layos,layos,toledo,toledo,castilla_la_mancha,castilla_la_mancha,layos/toledo
12987,lillo,lillo,toledo,toledo,castilla_la_mancha,castilla_la_mancha,lillo/toledo
12988,lominchar,lominchar,toledo,toledo,castilla_la_mancha,castilla_la_mancha,lominchar/toledo
12989,lucillos,lucillos,toledo,toledo,castilla_la_mancha,castilla_la_mancha,lucillos/toledo
