,cp,municipio,provincia,ccaa
2378,14140,la_victoria,cordoba,andalucia
2379,14150,san_sebastian_de_los_ballesteros,cordoba,andalucia
2380,14190,cordoba,cordoba,andalucia
2381,14191,la_carlota,cordoba,andalucia
2382,14192,cordoba,cordoba,andalucia
2383,14193,la_carlota,cordoba,andalucia
2384,14200,penarroya_pueblonuevo,cordoba,andalucia
2385,14206,valsequillo,cordoba,andalucia
2386,14207,la_granjuela,cordoba,andalucia
2387,14208,los_blazquez,cordoba,andalucia
2388,14209,belmez,cordoba,andalucia
2389,14210,espiel,cordoba,andalucia
2390,14220,espiel,cordoba,andalucia
2391,14230,villanueva_del_rey,cordoba,andalucia
2392,14240,belmez,cordoba,andalucia
2393,14249,belmez,cordoba,andalucia
2394,14250,villanueva_del_duque,cordoba,andalucia
2395,14260,fuente_la_lancha,cordoba,andalucia
2396,14270,hinojosa_del_duque,cordoba,andalucia
2397,14280,belalcazar,cordoba,andalucia
2398,14290,fuente_obejuna,cordoba,andalucia
2399,14297,fuente_obejuna,cordoba,andalucia
2400,14298,fuente_obejuna,cordoba,andalucia
2401,14299,fuente_obejuna,cordoba,andalucia
2402,14300,villaviciosa_de_cordoba,cordoba,andalucia
2403,14310,obejo,cordoba,andalucia
2404,14320,espiel,cordoba,andalucia
2405,14330,,cordoba,andalucia
2406,14350,cordoba,cordoba,andalucia
2407,14400,pozoblanco,cordoba,andalucia
2408,14410,torrecampo,cordoba,andalucia
2409,14412,pedroche,cordoba,andalucia
2410,14413,el_guijo,cordoba,andalucia
2411,14420,villafranca_de_cordoba,cordoba,andalucia
2412,14430,adamuz,cordoba,andalucia
2413,14439,adamuz,cordoba,andalucia
2414,14440,cardena,cordoba,andalucia
2415,14445,belmez,cordoba,andalucia
2416,14446,cardena,cordoba,andalucia
2417,14447,cardena,cordoba,andalucia
2418,14448,conquista,cordoba,andalucia
2419,14449,almodovar_del_campo,cordoba,andalucia
2420,14450,anora,cordoba,andalucia
2421,14460,dos_torres,cordoba,andalucia
2422,14470,villaviciosa_de_cordoba,cordoba,andalucia
2423,14480,alcaracejos,cordoba,andalucia
2424,14490,villaralto,cordoba,andalucia
2425,14491,santa_eufemia,cordoba,andalucia
2426,14500,puente_genil,cordoba,andalucia
2427,14510,moriles,cordoba,andalucia
2428,14511,lucena,cordoba,andalucia
2429,14512,puente_genil,cordoba,andalucia
2430,14520,fernan_nunez,cordoba,andalucia
2431,14530,montemayor,cordoba,andalucia
2432,14540,la_rambla,cordoba,andalucia
2433,14546,santaella,cordoba,andalucia
2434,14547,santaella,cordoba,andalucia
2435,14548,montalban_de_cordoba,cordoba,andalucia
2436,14549,santaella,cordoba,andalucia
2437,14550,anora,cordoba,andalucia
2438,14600,montoro,cordoba,andalucia
2439,14610,adamuz,cordoba,andalucia
2440,14620,el_carpio,cordoba,andalucia
2441,14630,pedro_abad,cordoba,andalucia
2442,14640,villa_del_rio,cordoba,andalucia
2443,14650,bujalance,cordoba,andalucia
2444,14659,bujalance,cordoba,andalucia
2445,14660,canete_de_las_torres,cordoba,andalucia
2446,14670,valenzuela,cordoba,andalucia
2447,14700,palma_del_rio,cordoba,andalucia
2448,14709,hornachuelos,cordoba,andalucia
2449,14710,cordoba,cordoba,andalucia
2450,14711,cordoba,cordoba,andalucia
2451,14719,cordoba,cordoba,andalucia
2452,14720,almodovar_del_rio,cordoba,andalucia
2453,14729,almodovar_del_rio,cordoba,andalucia
2454,14730,palma_del_rio,cordoba,andalucia
2455,14739,posadas,cordoba,andalucia
2456,14740,hornachuelos,cordoba,andalucia
2457,14749,palma_del_rio,cordoba,andalucia
2458,14800,luque,cordoba,andalucia
2459,14810,carcabuey,cordoba,andalucia
2460,14811,cabra,cordoba,andalucia
2461,14812,almedinilla,cordoba,andalucia
2462,14813,almedinilla,cordoba,andalucia
2463,14814,priego_de_cordoba,cordoba,andalucia
2464,14815,fuente_tojar,cordoba,andalucia
2465,14816,carcabuey,cordoba,andalucia
2466,14817,priego_de_cordoba,cordoba,andalucia
2467,14820,cordoba,cordoba,andalucia
2468,14830,espejo,cordoba,andalucia
2469,14840,castro_del_rio,cordoba,andalucia
2470,14850,baena,cordoba,andalucia
2471,14857,castro_del_rio,cordoba,andalucia
2472,14858,castro_del_rio,cordoba,andalucia
2473,14859,baena,cordoba,andalucia
2474,14860,dona_mencia,cordoba,andalucia
2475,14870,zuheros,cordoba,andalucia
2476,14880,luque,cordoba,andalucia
2477,14900,lucena,cordoba,andalucia
2478,14910,benameji,cordoba,andalucia
2479,14911,lucena,cordoba,andalucia
2480,14912,cordoba,cordoba,andalucia
2481,14913,encinas_reales,cordoba,andalucia
2482,14914,palenciana,cordoba,andalucia
2483,14915,benameji,cordoba,andalucia
2484,14920,aguilar_de_la_frontera,cordoba,andalucia
2485,14930,cabra,cordoba,andalucia
2486,14940,cabra,cordoba,andalucia
2487,14950,baena,cordoba,andalucia
2488,14960,rute,cordoba,andalucia
2489,14970,iznajar,cordoba,andalucia
2490,14978,iznajar,cordoba,andalucia
2491,14979,iznajar,cordoba,andalucia
2492,15001,a_coruna,coruna,galicia
2493,15002,a_coruna,coruna,galicia
2494,15003,a_coruna,coruna,galicia
2495,15004,a_coruna,coruna,galicia
2496,15005,a_coruna,coruna,galicia
2497,15006,a_coruna,coruna,galicia
2498,15007,a_coruna,coruna,galicia
2499,15008,a_coruna,coruna,galicia
2500,15009,a_coruna,coruna,galicia
2501,15010,a_coruna,coruna,galicia
2502,15011,a_coruna,coruna,galicia
2503,15100,carballo,coruna,galicia
2504,15102,carballo,coruna,galicia
2505,15105,carballo,coruna,galicia
2506,15106,carballo,coruna,galicia
2507,15107,carballo,coruna,galicia
2508,15108,carballo,coruna,galicia
2509,15109,carballo,coruna,galicia
2510,15110,cabana_de_bergantinos,coruna,galicia
2511,15111,malpica_de_bergantinos,coruna,galicia
2512,15112,malpica_de_bergantinos,coruna,galicia
2513,15113,malpica_de_bergantinos,coruna,galicia
2514,15114,ponteceso,coruna,galicia
2515,15115,cabana_de_bergantinos,coruna,galicia
2516,15116,cabana_de_bergantinos,coruna,galicia
2517,15117,laxe,coruna,galicia
2518,15118,laxe,coruna,galicia
2519,15119,cabana_de_bergantinos,coruna,galicia
2520,15121,camarinas,coruna,galicia
2521,15122,camarinas,coruna,galicia
2522,15123,camarinas,coruna,galicia
2523,15124,muxia,coruna,galicia
2524,15125,muxia,coruna,galicia
2525,15126,muxia,coruna,galicia
2526,15127,vimianzo,coruna,galicia
2527,15128,vimianzo,coruna,galicia
2528,15129,vimianzo,coruna,galicia
2529,15130,corcubion,coruna,galicia
2530,15137,corcubion,coruna,galicia
2531,15138,cee,coruna,galicia
2532,15139,culleredo,coruna,galicia
2533,15140,arteixo,coruna,galicia
2534,15141,arteixo,coruna,galicia
2535,15142,arteixo,coruna,galicia
2536,15143,,coruna,galicia
2537,15144,arteixo,coruna,galicia
2538,15145,a_laracha,coruna,galicia
2539,15146,a_laracha,coruna,galicia
2540,15147,coristanco,coruna,galicia
2541,15148,coristanco,coruna,galicia
2542,15149,cabana_de_bergantinos,coruna,galicia
2543,15150,vimianzo,coruna,galicia
2544,15151,dumbria,coruna,galicia
2545,15152,dumbria,coruna,galicia
2546,15153,fisterra,coruna,galicia
2547,15154,fisterra,coruna,galicia
2548,15155,fisterra,coruna,galicia
2549,15160,sada,coruna,galicia
2550,15165,bergondo,coruna,galicia
2551,15166,bergondo,coruna,galicia
2552,15167,bergondo,coruna,galicia
2553,15168,sada,coruna,galicia
2554,15169,sada,coruna,galicia
2555,15171,oleiros,coruna,galicia
2556,15172,oleiros,coruna,galicia
2557,15173,oleiros,coruna,galicia
2558,15174,culleredo,coruna,galicia
2559,15175,carral,coruna,galicia
2560,15176,oleiros,coruna,galicia
2561,15177,oleiros,coruna,galicia
2562,15178,oleiros,coruna,galicia
2563,15179,oleiros,coruna,galicia
2564,15180,culleredo,coruna,galicia
2565,15181,cambre,coruna,galicia
2566,15182,carral,coruna,galicia
2567,15183,carral,coruna,galicia
2568,15184,carral,coruna,galicia
2569,15185,cerceda,coruna,galicia
2570,15186,cerceda,coruna,galicia
2571,15187,cerceda,coruna,galicia
2572,15188,cerceda,coruna,galicia
2573,15189,culleredo,coruna,galicia
2574,15190,a_coruna,coruna,galicia
2575,15191,a_coruna,coruna,galicia
2576,15198,culleredo,coruna,galicia
2577,15199,culleredo,coruna,galicia
2578,15200,noia,coruna,galicia
2579,15210,noia,coruna,galicia
2580,15211,noia,coruna,galicia
2581,15212,lousame,coruna,galicia
2582,15213,noia,coruna,galicia
2583,15214,lousame,coruna,galicia
2584,15215,lousame,coruna,galicia
2585,15216,lousame,coruna,galicia
2586,15218,lousame,coruna,galicia
2587,15220,ames,coruna,galicia
2588,15228,ames,coruna,galicia
2589,15229,ames,coruna,galicia
2590,15230,outes,coruna,galicia
2591,15236,outes,coruna,galicia
2592,15237,outes,coruna,galicia
2593,15238,,coruna,galicia
2594,15239,outes,coruna,galicia
2595,15240,muros,coruna,galicia
2596,15250,muros,coruna,galicia
2597,15256,mazaricos,coruna,galicia
2598,15258,mazaricos,coruna,galicia
2599,15259,muros,coruna,galicia
2600,15270,cee,coruna,galicia
2601,15280,brion,coruna,galicia
2602,15281,rois,coruna,galicia
2603,15282,rois,coruna,galicia
2604,15284,muros,coruna,galicia
2605,15286,outes,coruna,galicia
2606,15287,outes,coruna,galicia
2607,15288,outes,coruna,galicia
2608,15290,muros,coruna,galicia
2609,15291,muros,coruna,galicia
2610,15292,carnota,coruna,galicia
2611,15293,carnota,coruna,galicia
2612,15295,carnota,coruna,galicia
2613,15296,carnota,coruna,galicia
2614,15297,dumbria,coruna,galicia
2615,15298,cee,coruna,galicia
2616,15299,cee,coruna,galicia
2617,15300,betanzos,coruna,galicia
2618,15310,curtis,coruna,galicia
2619,15313,irixoa,coruna,galicia
2620,15314,paderne,coruna,galicia
2621,15315,monfero,coruna,galicia
2622,15316,coiros,coruna,galicia
2623,15317,aranga,coruna,galicia
2624,15318,abegondo,coruna,galicia
2625,15319,bergondo,coruna,galicia
2626,15320,as_pontes_de_garcia_rodriguez,coruna,galicia
2627,15324,as_pontes_de_garcia_rodriguez,coruna,galicia
2628,15325,as_pontes_de_garcia_rodriguez,coruna,galicia
2629,15326,as_pontes_de_garcia_rodriguez,coruna,galicia
2630,15327,as_pontes_de_garcia_rodriguez,coruna,galicia
2631,15328,as_pontes_de_garcia_rodriguez,coruna,galicia
2632,15329,as_pontes_de_garcia_rodriguez,coruna,galicia
2633,15330,ortigueira,coruna,galicia
2634,15332,ortigueira,coruna,galicia
2635,15337,manon,coruna,galicia
2636,15338,ortigueira,coruna,galicia
2637,15339,manon,coruna,galicia
2638,15340,ortigueira,coruna,galicia
2639,15347,cedeira,coruna,galicia
2640,15349,ortigueira,coruna,galicia
2641,15350,cedeira,coruna,galicia
2642,15357,cedeira,coruna,galicia
2643,15358,cedeira,coruna,galicia
2644,15359,cedeira,coruna,galicia
2645,15360,carino,coruna,galicia
2646,15365,carino,coruna,galicia
2647,15366,carino,coruna,galicia
2648,15367,ortigueira,coruna,galicia
2649,15368,ortigueira,coruna,galicia
2650,15369,carino,coruna,galicia
2651,15379,curtis,coruna,galicia
2652,15380,oza_cesuras,coruna,galicia
2653,15386,oza_cesuras,coruna,galicia
2654,15387,oza_cesuras,coruna,galicia
2655,15388,oza_cesuras,coruna,galicia
2656,15389,oza_cesuras,coruna,galicia
2657,15390,oza_cesuras,coruna,galicia
2658,15391,oza_cesuras,coruna,galicia
2659,15401,ferrol,coruna,galicia
2660,15402,ferrol,coruna,galicia
2661,15403,ferrol,coruna,galicia
2662,15404,ferrol,coruna,galicia
2663,15405,ferrol,coruna,galicia
2664,15406,ferrol,coruna,galicia
2665,15482,,coruna,galicia
2666,15490,,coruna,galicia
2667,15500,fene,coruna,galicia
2668,15509,fene,coruna,galicia
2669,15510,neda,coruna,galicia
2670,15520,fene,coruna,galicia
2671,15528,fene,coruna,galicia
2672,15530,cerdido,coruna,galicia
2673,15540,naron,coruna,galicia
2674,15541,naron,coruna,galicia
2675,15542,valdovino,coruna,galicia
2676,15543,valdovino,coruna,galicia
2677,15550,valdovino,coruna,galicia
2678,15551,valdovino,coruna,galicia
2679,15552,valdovino,coruna,galicia
2680,15553,valdovino,coruna,galicia
2681,15554,valdovino,coruna,galicia
2682,15555,cedeira,coruna,galicia
2683,15560,san_sadurnino,coruna,galicia
2684,15561,san_sadurnino,coruna,galicia
2685,15562,san_sadurnino,coruna,galicia
2686,15563,moeche,coruna,galicia
2687,15564,moeche,coruna,galicia
2688,15565,as_somozas,coruna,galicia
2689,15566,as_somozas,coruna,galicia
2690,15567,as_somozas,coruna,galicia
2691,15568,as_somozas,coruna,galicia
2692,15569,cerdido,coruna,galicia
2693,15570,naron,coruna,galicia
2694,15572,naron,coruna,galicia
2695,15576,san_sadurnino,coruna,galicia
2696,15577,naron,coruna,galicia
2697,15578,naron,coruna,galicia
2698,15579,neda,coruna,galicia
2699,15580,san_sadurnino,coruna,galicia
2700,15582,boqueixon,coruna,galicia
2701,15590,ferrol,coruna,galicia
2702,15591,ferrol,coruna,galicia
2703,15592,ferrol,coruna,galicia
2704,15593,ferrol,coruna,galicia
2705,15594,ferrol,coruna,galicia
2706,15595,ferrol,coruna,galicia
2707,15596,naron,coruna,galicia
2708,15597,,coruna,galicia
2709,15598,san_sadurnino,coruna,galicia
2710,15600,pontedeume,coruna,galicia
2711,15607,pontedeume,coruna,galicia
2712,15608,mino,coruna,galicia
2713,15609,monfero,coruna,galicia
2714,15611,cabanas,coruna,galicia
2715,15612,cabanas,coruna,galicia
2716,15613,a_capela,coruna,galicia
2717,15614,pontedeume,coruna,galicia
2718,15615,vilarmaior,coruna,galicia
2719,15616,vilarmaior,coruna,galicia
2720,15617,monfero,coruna,galicia
2721,15619,monfero,coruna,galicia
2722,15620,mugardos,coruna,galicia
2723,15621,cabanas,coruna,galicia
2724,15622,cabanas,coruna,galicia
2725,15623,ares,coruna,galicia
2726,15624,ares,coruna,galicia
2727,15625,ares,coruna,galicia
2728,15626,mugardos,coruna,galicia
2729,15627,fene,coruna,galicia
2730,15630,mino,coruna,galicia
2731,15635,mino,coruna,galicia
2732,15637,vilarmaior,coruna,galicia
2733,15638,vilarmaior,coruna,galicia
2734,15639,mino,coruna,galicia
2735,15640,bergondo,coruna,galicia
2736,15650,cambre,coruna,galicia
2737,15656,zas,coruna,galicia
2738,15659,cambre,coruna,galicia
2739,15660,cambre,coruna,galicia
2740,15668,cambre,coruna,galicia
2741,15669,cambre,coruna,galicia
2742,15670,culleredo,coruna,galicia
2743,15679,cambre,coruna,galicia
2744,15680,ordes,coruna,galicia
2745,15683,tordoia,coruna,galicia
2746,15684,ordes,coruna,galicia
2747,15685,frades,coruna,galicia
2748,15686,frades,coruna,galicia
2749,15687,ordes,coruna,galicia
2750,15688,oroso,coruna,galicia
2751,15689,mesia,coruna,galicia
2752,15690,arteixo,coruna,galicia
2753,15701,santiago_de_compostela,coruna,galicia
2754,15702,santiago_de_compostela,coruna,galicia
2755,15703,santiago_de_compostela,coruna,galicia
2756,15704,santiago_de_compostela,coruna,galicia
2757,15705,santiago_de_compostela,coruna,galicia
2758,15706,santiago_de_compostela,coruna,galicia
2759,15707,santiago_de_compostela,coruna,galicia
2760,15781,,coruna,galicia
2761,15782,,coruna,galicia
2762,15800,melide,coruna,galicia
2763,15805,melide,coruna,galicia
2764,15806,toques,coruna,galicia
2765,15807,vilasantar,coruna,galicia
2766,15808,santiso,coruna,galicia
2767,15809,melide,coruna,galicia
2768,15810,arzua,coruna,galicia
2769,15813,sobrado,coruna,galicia
2770,15814,sobrado,coruna,galicia
2771,15815,sobrado,coruna,galicia
2772,15816,boimorto,coruna,galicia
2773,15817,boimorto,coruna,galicia
2774,15818,boimorto,coruna,galicia
2775,15819,arzua,coruna,galicia
2776,15820,santiago_de_compostela,coruna,galicia
2777,15821,o_pino,coruna,galicia
2778,15822,touro,coruna,galicia
2779,15823,o_pino,coruna,galicia
2780,15824,o_pino,coruna,galicia
2781,15825,o_pino,coruna,galicia
2782,15826,arzua,coruna,galicia
2783,15828,touro,coruna,galicia
2784,15830,negreira,coruna,galicia
2785,15837,santa_comba,coruna,galicia
2786,15838,negreira,coruna,galicia
2787,15839,a_bana,coruna,galicia
2788,15840,santa_comba,coruna,galicia
2789,15841,santa_comba,coruna,galicia
2790,15845,santa_comba,coruna,galicia
2791,15846,santa_comba,coruna,galicia
2792,15847,santa_comba,coruna,galicia
2793,15848,santa_comba,coruna,galicia
2794,15850,zas,coruna,galicia
2795,15851,zas,coruna,galicia
2796,15855,zas,coruna,galicia
2797,15856,zas,coruna,galicia
2798,15857,zas,coruna,galicia
2799,15858,zas,coruna,galicia
2800,15859,zas,coruna,galicia
2801,15860,santa_comba,coruna,galicia
2802,15861,santa_comba,coruna,galicia
2803,15862,a_bana,coruna,galicia
2804,15863,a_bana,coruna,galicia
2805,15864,ames,coruna,galicia
2806,15865,brion,coruna,galicia
2807,15866,teo,coruna,galicia
2808,15870,ames,coruna,galicia
2809,15871,val_do_dubra,coruna,galicia
2810,15872,val_do_dubra,coruna,galicia
2811,15873,val_do_dubra,coruna,galicia
2812,15874,val_do_dubra,coruna,galicia
2813,15880,vedra,coruna,galicia
2814,15881,boqueixon,coruna,galicia
2815,15882,boqueixon,coruna,galicia
2816,15883,teo,coruna,galicia
2817,15884,santiago_de_compostela,coruna,galicia
2818,15885,vedra,coruna,galicia
2819,15886,teo,coruna,galicia
2820,15887,o_pino,coruna,galicia
2821,15888,oroso,coruna,galicia
2822,15890,santiago_de_compostela,coruna,galicia
2823,15891,santiago_de_compostela,coruna,galicia
2824,15892,santiago_de_compostela,coruna,galicia
2825,15893,santiago_de_compostela,coruna,galicia
2826,15894,teo,coruna,galicia
2827,15895,ames,coruna,galicia
2828,15896,santiago_de_compostela,coruna,galicia
2829,15897,santiago_de_compostela,coruna,galicia
2830,15898,santiago_de_compostela,coruna,galicia
2831,15899,santiago_de_compostela,coruna,galicia
2832,15900,padron,coruna,galicia
2833,15910,padron,coruna,galicia
2834,15911,rois,coruna,galicia
2835,15912,rois,coruna,galicia
2836,15913,rois,coruna,galicia
2837,15914,padron,coruna,galicia
2838,15915,padron,coruna,galicia
2839,15916,dodro,coruna,galicia
2840,15917,padron,coruna,galicia
2841,15920,rianxo,coruna,galicia
2842,15928,rianxo,coruna,galicia
2843,15930,boiro,coruna,galicia
2844,15937,boiro,coruna,galicia
2845,15938,boiro,coruna,galicia
2846,15939,boiro,coruna,galicia
2847,15940,a_pobra_do_caraminal,coruna,galicia
2848,15948,a_pobra_do_caraminal,coruna,galicia
2849,15949,a_pobra_do_caraminal,coruna,galicia
2850,15950,ribeira,coruna,galicia
2851,15959,ribeira,coruna,galicia
2852,15960,ribeira,coruna,galicia
2853,15965,ribeira,coruna,galicia
2854,15966,ribeira,coruna,galicia
2855,15967,ribeira,coruna,galicia
2856,15968,ribeira,coruna,galicia
2857,15969,ribeira,coruna,galicia
2858,15970,porto_do_son,coruna,galicia
2859,15978,porto_do_son,coruna,galicia
2860,15979,porto_do_son,coruna,galicia
2861,15980,padron,coruna,galicia
2862,15981,dodro,coruna,galicia
2863,15982,dodro,coruna,galicia
2864,15983,rianxo,coruna,galicia
2865,15984,rianxo,coruna,galicia
2866,15985,rianxo,coruna,galicia
2867,15990,boiro,coruna,galicia
2868,15991,boiro,coruna,galicia
2869,15992,boiro,coruna,galicia
2870,15993,ribeira,coruna,galicia
2871,15994,porto_do_son,coruna,galicia
2872,15995,porto_do_son,coruna,galicia
2873,15996,porto_do_son,coruna,galicia
2874,15998,porto_do_son,coruna,galicia
2875,15999,porto_do_son,coruna,galicia
2876,16001,cuenca,cuenca,castilla_la_mancha
2877,16002,cuenca,cuenca,castilla_la_mancha
2878,16003,cuenca,cuenca,castilla_la_mancha
2879,16004,cuenca,cuenca,castilla_la_mancha
2880,16100,valverde_de_jucar,cuenca,castilla_la_mancha
2881,16111,albaladejo_del_cuende,cuenca,castilla_la_mancha
2882,16112,,cuenca,castilla_la_mancha
2883,16113,la_parra_de_las_vegas,cuenca,castilla_la_mancha
2884,16114,buenache_de_alarcon,cuenca,castilla_la_mancha
2885,16118,barchin_del_hoyo,cuenca,castilla_la_mancha
2886,16120,las_valeras,cuenca,castilla_la_mancha
2887,16122,fresneda_de_altarejos,cuenca,castilla_la_mancha
2888,16123,arcas,cuenca,castilla_la_mancha
2889,16140,villalba_de_la_sierra,cuenca,castilla_la_mancha
2890,16141,arcos_de_la_sierra,cuenca,castilla_la_mancha
2891,16142,las_majadas,cuenca,castilla_la_mancha
2892,16143,mariana,cuenca,castilla_la_mancha
2893,16144,la_frontera,cuenca,castilla_la_mancha
2894,16145,sotorribas,cuenca,castilla_la_mancha
2895,16146,cuenca,cuenca,castilla_la_mancha
2896,16147,mariana,cuenca,castilla_la_mancha
2897,16150,tragacete,cuenca,castilla_la_mancha
2898,16152,beamud,cuenca,castilla_la_mancha
2899,16160,palomares_del_campo,cuenca,castilla_la_mancha
2900,16161,torrejoncillo_del_rey,cuenca,castilla_la_mancha
2901,16162,torrejoncillo_del_rey,cuenca,castilla_la_mancha
2902,16190,chillaron_de_cuenca,cuenca,castilla_la_mancha
2903,16191,chillaron_de_cuenca,cuenca,castilla_la_mancha
2904,16192,buenache_de_la_sierra,cuenca,castilla_la_mancha
2905,16193,cuenca,cuenca,castilla_la_mancha
2906,16194,chillaron_de_cuenca,cuenca,castilla_la_mancha
2907,16195,abia_de_la_obispalia,cuenca,castilla_la_mancha
2908,16196,villar_de_olalla,cuenca,castilla_la_mancha
2909,16200,motilla_del_palancar,cuenca,castilla_la_mancha
2910,16210,campillo_de_altobuey,cuenca,castilla_la_mancha
2911,16211,el_picazo,cuenca,castilla_la_mancha
2912,16212,pozorrubielos_de_la_mancha,cuenca,castilla_la_mancha
2913,16214,alarcon,cuenca,castilla_la_mancha
2914,16215,almodovar_del_pinar,cuenca,castilla_la_mancha
2915,16216,chumillas,cuenca,castilla_la_mancha
2916,16220,quintanar_del_rey,cuenca,castilla_la_mancha
2917,16230,villanueva_de_la_jara,cuenca,castilla_la_mancha
2918,16234,,cuenca,castilla_la_mancha
2919,16235,iniesta,cuenca,castilla_la_mancha
2920,16236,iniesta,cuenca,castilla_la_mancha
2921,16237,ledana,cuenca,castilla_la_mancha
2922,16238,villagarcia_del_llano,cuenca,castilla_la_mancha
2923,16239,casasimarro,cuenca,castilla_la_mancha
2924,16240,el_peral,cuenca,castilla_la_mancha
2925,16250,castillejo_de_iniesta,cuenca,castilla_la_mancha
2926,16251,graja_de_iniesta,cuenca,castilla_la_mancha
2927,16260,minglanilla,cuenca,castilla_la_mancha
2928,16269,la_pesquera,cuenca,castilla_la_mancha
2929,16270,villalpardo,cuenca,castilla_la_mancha
2930,16280,villarta,cuenca,castilla_la_mancha
2931,16290,el_herrumblar,cuenca,castilla_la_mancha
2932,16300,canete,cuenca,castilla_la_mancha
2933,16311,boniches,cuenca,castilla_la_mancha
2934,16312,garaballa,cuenca,castilla_la_mancha
2935,16313,aliaguilla,cuenca,castilla_la_mancha
2936,16315,alcala_de_la_vega,cuenca,castilla_la_mancha
2937,16316,campillos_sierra,cuenca,castilla_la_mancha
2938,16317,salinas_del_manzano,cuenca,castilla_la_mancha
2939,16318,salvacanete,cuenca,castilla_la_mancha
2940,16320,talayuelas,cuenca,castilla_la_mancha
2941,16321,talayuelas,cuenca,castilla_la_mancha
2942,16330,landete,cuenca,castilla_la_mancha
2943,16336,santa_cruz_de_moya,cuenca,castilla_la_mancha
2944,16337,,cuenca,castilla_la_mancha
2945,16338,algarra,cuenca,castilla_la_mancha
2946,16339,graja_de_campalbo,cuenca,castilla_la_mancha
2947,16340,canada_del_hoyo,cuenca,castilla_la_mancha
2948,16350,carboneras_de_guadazaon,cuenca,castilla_la_mancha
2949,16360,arguisuelas,cuenca,castilla_la_mancha
2950,16370,san_martin_de_boniches,cuenca,castilla_la_mancha
2951,16371,narboneta,cuenca,castilla_la_mancha
2952,16372,enguidanos,cuenca,castilla_la_mancha
2953,16373,cardenete,cuenca,castilla_la_mancha
2954,16390,pajaron,cuenca,castilla_la_mancha
2955,16393,mira,cuenca,castilla_la_mancha
2956,16400,tarancon,cuenca,castilla_la_mancha
2957,16410,horcajo_de_santiago,cuenca,castilla_la_mancha
2958,16411,fuente_de_pedro_naharro,cuenca,castilla_la_mancha
2959,16412,el_acebron,cuenca,castilla_la_mancha
2960,16413,torrubia_del_campo,cuenca,castilla_la_mancha
2961,16414,pozorrubio_de_santiago,cuenca,castilla_la_mancha
2962,16415,villamayor_de_santiago,cuenca,castilla_la_mancha
2963,16417,los_hinojosos,cuenca,castilla_la_mancha
2964,16420,almendros,cuenca,castilla_la_mancha
2965,16421,hontanaya,cuenca,castilla_la_mancha
2966,16422,tresjuncos,cuenca,castilla_la_mancha
2967,16423,osa_de_la_vega,cuenca,castilla_la_mancha
2968,16430,saelices,cuenca,castilla_la_mancha
2969,16431,almonacid_del_marquesado,cuenca,castilla_la_mancha
2970,16432,rozalen_del_monte,cuenca,castilla_la_mancha
2971,16433,alconchel_de_la_estrella,cuenca,castilla_la_mancha
2972,16434,montalbanejo,cuenca,castilla_la_mancha
2973,16435,la_hinojosa,cuenca,castilla_la_mancha
2974,16440,montalbo,cuenca,castilla_la_mancha
2975,16441,el_hito,cuenca,castilla_la_mancha
2976,16442,villares_del_saz,cuenca,castilla_la_mancha
2977,16444,cervera_del_llano,cuenca,castilla_la_mancha
2978,16452,rozalen_del_monte,cuenca,castilla_la_mancha
2979,16460,barajas_de_melo,cuenca,castilla_la_mancha
2980,16461,leganiel,cuenca,castilla_la_mancha
2981,16463,saceda_trasierra,cuenca,castilla_la_mancha
2982,16464,alcazar_del_rey,cuenca,castilla_la_mancha
2983,16465,huelves,cuenca,castilla_la_mancha
2984,16470,barajas_de_melo,cuenca,castilla_la_mancha
2985,16500,huete,cuenca,castilla_la_mancha
2986,16510,el_valle_de_altomira,cuenca,castilla_la_mancha
2987,16512,buendia,cuenca,castilla_la_mancha
2988,16520,huete,cuenca,castilla_la_mancha
2989,16521,huete,cuenca,castilla_la_mancha
2990,16522,portalrubio_de_guadamejud,cuenca,castilla_la_mancha
2991,16531,,cuenca,castilla_la_mancha
2992,16532,gascuena,cuenca,castilla_la_mancha
2993,16535,villalba_del_rey,cuenca,castilla_la_mancha
2994,16537,alcohujate,cuenca,castilla_la_mancha
2995,16540,huete,cuenca,castilla_la_mancha
2996,16541,huete,cuenca,castilla_la_mancha
2997,16542,villar_y_velasco,cuenca,castilla_la_mancha
2998,16550,huete,cuenca,castilla_la_mancha
2999,16555,campos_del_paraiso,cuenca,castilla_la_mancha
3000,16600,san_clemente,cuenca,castilla_la_mancha
3001,16610,casas_de_fernando_alonso,cuenca,castilla_la_mancha
3002,16611,casas_de_haro,cuenca,castilla_la_mancha
3003,16612,casas_de_los_pinos,cuenca,castilla_la_mancha
3004,16620,la_alberca_de_zancara,cuenca,castilla_la_mancha
3005,16621,santa_maria_del_campo_rus,cuenca,castilla_la_mancha
3006,16622,pinarejo,cuenca,castilla_la_mancha
3007,16623,castillo_de_garcimunoz,cuenca,castilla_la_mancha
3008,16630,mota_del_cuervo,cuenca,castilla_la_mancha
3009,16638,el_pedernoso,cuenca,castilla_la_mancha
3010,16639,santa_maria_de_los_llanos,cuenca,castilla_la_mancha
3011,16640,belmonte,cuenca,castilla_la_mancha
3012,16646,villalgordo_del_marquesado,cuenca,castilla_la_mancha
3013,16647,fuentelespino_de_haro,cuenca,castilla_la_mancha
3014,16648,villar_de_la_encina,cuenca,castilla_la_mancha
3015,16649,carrascosa_de_haro,cuenca,castilla_la_mancha
