 Cód. Tipo Entidad ; Tipo Entidad ; Cód. Entidad ; Entidad ; Cód. País ; País ; Cód. Provincia ; Provincia ; Cód. Municipio ; Municipio ; Poblacion ; Nº de oficinas ;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;029;ESCALANTE ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;030;GURIEZO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;035;LAREDO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;038;LIMPIAS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;040;MARINA DE CUDEYO ;PEDREÑA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;040;MARINA DE CUDEYO ;PONTEJOS;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;041;MAZCUERRAS ;VILLANUEVA DE LA PEÑA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;042;MEDIO CUDEYO ;SOLARES;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;043;MERUELO ;SAN MIGUEL DE MERUELO;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;044;MIENGO ;MOGRO;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;047;NOJA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;052;PIELAGOS ;RENEDO;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;052;PIELAGOS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;054;POLANCO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;055;POTES ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;057;RAMALES DE LA VICTORIA ;RAMALES VICTORIA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;059;REINOSA ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;060;REOCIN ;PUENTE SAN MIGUEL;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;061;RIBAMONTAN AL MAR ;GALIZANO;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;061;RIBAMONTAN AL MAR ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;063;RIONANSA ;PUENTENANSA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;064;RIOTUERTO ;LA CAVADA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;073;SANTA CRUZ DE BEZANA ;SOTO DE LA MARINA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;073;SANTA CRUZ DE BEZANA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;074;SANTA MARIA DE CAYON ;SARON;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;075;SANTANDER ;SANTANDER;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;075;SANTANDER ; ;23;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;076;SANTILLANA DEL MAR ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;078;SANTIURDE DE TORANZO ;SOTO IRUZ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;079;SANTOÑA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;080;SAN VICENTE DE LA BARQUERA ;S VICENTE BARQUERA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;082;SELAYA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;085;SUANCES ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;087;TORRELAVEGA ;BARREDA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;087;TORRELAVEGA ;TORRELAVEGA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;087;TORRELAVEGA ; ;4;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;092;VALDEOLEA ;MATAPORQUERA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;095;VAL DE SAN VICENTE ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;096;VEGA DE LIEBANA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;097;VEGA DE PAS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;098;VILLACARRIEDO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;39;Cantabria;102;VOTO ;BADAMES;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;40;Segovia;024;AYLLON ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;40;Segovia;040;CANTALEJO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;40;Segovia;043;CARBONERO EL MAYOR ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;40;Segovia;063;CUELLAR ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;40;Segovia;076;ESPINAR (EL) ;EL ESPINAR;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;40;Segovia;138;NAVA DE LA ASUNCION ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;40;Segovia;170;RIAZA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;40;Segovia;181;SAN ILDEFONSO (LA GRANJA) ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;40;Segovia;194;SEGOVIA ; ;6;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;40;Segovia;225;VILLACASTIN ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;002;ALANIS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;004;ALCALA DE GUADAIRA ;ALCALA DE GUADARIA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;004;ALCALA DE GUADAIRA ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;005;ALCALA DEL RIO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;006;ALCOLEA DEL RIO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;007;ALGABA (LA) ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;011;ARAHAL ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;016;BOLLULLOS DE LA MITACION ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;017;BORMUJOS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;018;BRENES ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;020;CABEZAS DE SAN JUAN (LAS) ;CABEZAS DE SAN JUAN;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;021;CAMAS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;022;CAMPANA (LA) ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;024;CARMONA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;029;CASTILLEJA DE LA CUESTA ;CASTILLEJA CUESTA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;032;CAZALLA DE LA SIERRA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;033;CONSTANTINA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;034;CORIA DEL RIO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;036;CORONIL (EL) ;EL CORONIL;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;038;DOS HERMANAS ;DOS HERMANAS;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;038;DOS HERMANAS ; ;8;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;039;ECIJA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;040;ESPARTINAS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;041;ESTEPA ;ESTEPA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;045;GERENA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;047;GINES ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;048;GUADALCANAL ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;053;LEBRIJA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;055;LORA DEL RIO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;058;MAIRENA DEL ALCOR ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;059;MAIRENA DEL ALJARAFE ;MAIRENA DE ALJARAFE;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;059;MAIRENA DEL ALJARAFE ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;060;MARCHENA ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;064;MONTELLANO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;065;MORON DE LA FRONTERA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;068;OSUNA ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;069;PALACIOS Y VILLAFRANCA(LOS) ;PALACIOS VILLAFRANCA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;069;PALACIOS Y VILLAFRANCA(LOS) ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;071;PARADAS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;075;PILAS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;077;PUEBLA DE CAZALLA (LA) ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;079;PUEBLA DEL RIO (LA) ;LA PUEBLA DEL RIO;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;081;RINCONADA (LA) ;RINCONADA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;081;RINCONADA (LA) ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;086;SAN JUAN DE AZNALFARACHE ;SAN JUAN AZNALFARACHE;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;087;SANLUCAR LA MAYOR ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;089;SANTIPONCE ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;091;SEVILLA ; ;67;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;093;TOMARES ;TOMARES;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;093;TOMARES ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;094;UMBRETE ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;095;UTRERA ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;099;VILLANUEVA DEL RIO Y MINAS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;101;VILLAVERDE DEL RIO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;102;VISO DEL ALCOR (EL) ;EL VISO DEL ALCOR;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;902;VILLAFRANCO DEL GUADALQUIVIR ;ISLA MAYOR;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;41;Sevilla;903;CUERVO DE SEVILLA (EL) ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;42;Soria;004;AGREDA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;42;Soria;020;ALMAZAN ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;42;Soria;035;BERLANGA DE DUERO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;42;Soria;043;BURGO DE OSMA-CIUDAD DE OSMA ;BURGO DE OSMA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;42;Soria;134;OLVEGA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;42;Soria;162;SAN ESTEBAN DE GORMAZ ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;42;Soria;164;SAN LEONARDO DE YAGÜE ;SAN LEONARDO DE YAGUE;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;42;Soria;173;SORIA ; ;3;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;004;ALCANAR ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;014;AMPOSTA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;037;CALAFELL ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;038;CAMBRILS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;060;FLIX ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;086;MONTBLANCH ;MONTBLANC;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;092;MONTROIG DEL CAMP ;MONT-ROIG DEL CAMP;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;092;MONTROIG DEL CAMP ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;123;REUS ; ;4;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;136;SANT CARLES DE LA RAPITA ;S.CARLES DE LA RAPITA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;148;TARRAGONA ; ;8;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;153;TORREDEMBARRA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;155;TORTOSA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;156;ULLDECONA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;161;VALLS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;162;VANDELLOS I HOSPITALET DE L'INFANT ;HOSPITALET DEL INFANT;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;163;VENDRELL (EL) ;EL VENDRELL;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;163;VENDRELL (EL) ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;171;VILASECA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;901;DELTEBRE ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;905;SALOU ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;43;Tarragona;906;AMPOLLA (L') ;L'AMPOLLA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;44;Teruel;008;ALBALATE DEL ARZOBISPO ;ALBALATE ARZOBISPO;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;44;Teruel;013;ALCAÑIZ ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;44;Teruel;014;ALCORISA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;44;Teruel;025;ANDORRA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;44;Teruel;050;CALAMOCHA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;44;Teruel;158;MORA DE RUBIELOS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;44;Teruel;216;TERUEL ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;019;BARGAS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;047;CEDILLO DEL CONDADO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;053;CONSUEGRA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;064;ESQUIVIAS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;066;FUENSALIDA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;067;GALVEZ ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;081;ILLESCAS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;087;MADRIDEJOS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;102;MOCEJON ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;106;MORA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;109;NAVAHERMOSA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;112;NAVALMORALES (LOS) ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;115;NOBLEJAS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;121;OCAÑA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;124;ORGAZ ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;133;POLAN ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;136;PUEBLA DE MONTALBAN (LA) ;LA PUEBLA DE MONTALBA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;137;PUEBLANUEVA (LA) ;LA PUEBLANUEVA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;142;QUINTANAR DE LA ORDEN ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;156;SANTA CRUZ DE LA ZARZA ;SANTA CRUZ DE LA ZARZ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;157;SANTA CRUZ DEL RETAMAR ;SANTA CRUZ DE RETAMAR;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;158;SANTA OLALLA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;161;SESEÑA ;SESEÑA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;163;SONSECA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;165;TALAVERA DE LA REINA ; ;5;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;168;TOLEDO ; ;13;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;173;TORRIJOS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;180;VALMOJADO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;185;VILLACAÑAS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;186;VILLA DE DON FADRIQUE (LA) ;VILLA DE DON FADRIQUE;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;188;VILLALUENGA DE LA SAGRA ;VILLALUENGA SAGRA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;192;VILLANUEVA DE ALCARDETE ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;195;VILLARRUBIA DE SANTIAGO ;VILLARRUBIA SANTIAGO;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;45;Toledo;205;YUNCOS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;005;ALAQUAS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;006;ALBAIDA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;007;ALBAL ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;011;ALBERIQUE/ALBERIC ;ALBERIC;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;013;ALBORAYA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;017;ALCIRA/ALZIRA ;ALZIRA;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;019;ALCUDIA (L') ;L'ALCUDIA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;021;ALDAYA/ALDAIA ;ALDAIA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;021;ALDAYA/ALDAIA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;022;ALFAFAR ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;025;ALFARA DEL PATRIARCA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;029;ALGEMESI ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;031;ALGINET ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;046;BARX(BARIG) ;RIBA-ROJA DE TURIA;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;048;BELLREGUARD ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;051;BENAGUASIL ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;054;BENETUSSER ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;060;BENIFAIO ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;065;BENIPARRELL ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;070;BETERA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;077;BUÑOL ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;078;BURJASSOT ; ;3;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;081;CANALS ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;083;CARCAIXENT ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;085;CARLET ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;094;CATARROJA ; ;2;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;102;QUART DE POBLET ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;105;CULLERA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;110;XIRIVELLA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;111;CHIVA ; ;1;
BP;BANCOS;0049;BANCO SANTANDER,SA;ES;ESPAÑA;46;Valencia;116;ELIANA (L') ;L'ELIANA;1;
