,cp,num_centros_salud
1870,12570,1
1871,12578,1
1872,12579,2
1873,12580,1
1874,12589,1
1875,12590,2
1876,12592,2
1877,12593,2
1878,12594,4
1879,12595,1
1880,12596,2
1881,12597,1
1882,12598,3
1883,12599,4
1884,12600,2
1885,12609,1
1886,12951,1
1887,13001,1
1888,13002,1
1889,13005,1
1890,13100,1
1891,13107,1
1892,13108,1
1893,13109,1
1894,13110,1
1895,13114,1
1896,13116,1
1897,13117,3
1898,13118,1
1899,13120,1
1900,13129,2
1901,13130,1
1902,13140,1
1903,13150,1
1904,13160,1
1905,13170,1
1906,13179,1
1907,13180,1
1908,13189,1
1909,13190,1
1910,13191,1
1911,13192,2
1912,13193,4
1913,13194,4
1914,13195,2
1915,13196,2
1916,13200,2
1917,13210,1
1918,13220,1
1919,13230,1
1920,13240,1
1921,13247,1
1922,13248,1
1923,13249,1
1924,13250,2
1925,13260,1
1926,13270,1
1927,13279,1
1928,13300,2
1929,13310,1
1930,13320,1
1931,13326,1
1932,13327,1
1933,13328,1
1934,13329,1
1935,13330,1
1936,13332,1
1937,13333,1
1938,13340,1
1939,13341,1
1940,13342,1
1941,13343,1
1942,13344,1
1943,13345,1
1944,13350,1
1945,13360,1
1946,13370,1
1947,13379,1
1948,13380,1
1949,13390,1
1950,13391,1
1951,13400,1
1952,13410,1
1953,13411,1
1954,13412,1
1955,13413,1
1956,13414,2
1957,13415,1
1958,13420,2
1959,13427,1
1960,13428,2
1961,13429,2
1962,13430,1
1963,13431,1
1964,13432,1
1965,13433,1
1966,13440,1
1967,13450,1
1968,13459,2
1969,13460,1
1970,13470,1
1971,13473,1
1972,13480,1
1973,13490,1
1974,13500,4
1975,13580,1
1976,13590,1
1977,13591,1
1978,13592,1
1979,13593,1
1980,13594,2
1981,13595,1
1982,13596,1
1983,13597,1
1984,13598,1
1985,13600,2
1986,13610,1
1987,13619,1
1988,13620,1
1989,13630,1
1990,13640,1
1991,13650,1
1992,13660,1
1993,13670,1
1994,13679,1
1995,13680,1
1996,13700,2
1997,13710,1
1998,13720,1
1999,13730,1
2000,13740,1
2001,13750,1
2002,13760,1
2003,13770,1
2004,13779,2
2005,14001,1
2006,14003,1
2007,14004,1
2008,14005,2
2009,14006,2
2010,14007,1
2011,14009,1
2012,14010,1
2013,14011,3
2014,14012,1
2015,14013,2
2016,14014,1
2017,14015,1
2018,14100,1
2019,14110,1
2020,14113,1
2021,14120,2
2022,14129,1
2023,14130,1
2024,14140,1
2025,14150,1
2026,14191,1
2027,14193,1
2028,14200,1
2029,14206,1
2030,14207,1
2031,14208,1
2032,14209,2
2033,14210,1
2034,14220,1
2035,14230,1
2036,14240,1
2037,14248,2
2038,14249,3
2039,14250,1
2040,14260,1
2041,14270,1
2042,14280,1
2043,14290,1
2044,14297,1
2045,14298,3
2046,14299,5
2047,14300,1
2048,14310,1
2049,14320,1
2050,14350,1
2051,14400,1
2052,14410,1
2053,14412,1
2054,14413,1
2055,14420,1
2056,14430,1
2057,14439,1
2058,14440,1
2059,14445,1
2060,14446,1
2061,14447,1
2062,14448,1
2063,14450,1
2064,14460,1
2065,14470,1
2066,14480,1
2067,14490,1
2068,14491,1
2069,14500,2
2070,14510,1
2071,14511,1
2072,14520,1
2073,14530,1
2074,14540,1
2075,14546,1
2076,14547,1
2077,14548,1
2078,14549,1
2079,14550,1
2080,14600,1
2081,14610,1
2082,14620,2
2083,14630,1
2084,14640,1
2085,14650,1
2086,14660,1
2087,14670,1
2088,14700,1
2089,14710,1
2090,14711,1
2091,14720,1
2092,14729,1
2093,14730,1
2094,14740,1
2095,14800,1
2096,14810,1
2097,14812,1
2098,14814,1
2099,14815,3
2100,14816,3
2101,14817,1
2102,14830,1
2103,14840,1
2104,14850,1
2105,14857,1
2106,14858,1
2107,14859,1
2108,14860,1
2109,14870,1
2110,14880,1
2111,14900,2
2112,14910,1
2113,14911,1
2114,14913,1
2115,14914,1
2116,14920,1
2117,14930,1
2118,14940,1
2119,14950,2
2120,14960,1
2121,14970,1
2122,14979,1
2123,15001,1
2124,15002,2
2125,15003,1
2126,15005,1
2127,15006,1
2128,15007,1
2129,15008,2
2130,15009,2
2131,15010,1
2132,15011,2
2133,15100,1
2134,15105,1
2135,15110,1
2136,15111,1
2137,15113,1
2138,15114,1
2139,15115,1
2140,15117,1
2141,15121,2
2142,15123,1
2143,15124,1
2144,15129,1
2145,15130,1
2146,15140,1
2147,15141,1
2148,15145,1
2149,15147,1
2150,15148,1
2151,15149,1
2152,15150,1
2153,15151,1
2154,15155,1
2155,15160,1
2156,15165,1
2157,15172,1
2158,15173,1
2159,15174,1
2160,15175,1
2161,15177,1
2162,15179,1
2163,15185,1
2164,15186,1
2165,15189,1
2166,15190,1
2167,15200,1
2168,15214,1
2169,15220,1
2170,15230,1
2171,15240,1
2172,15256,1
2173,15259,1
2174,15270,1
2175,15292,1
2176,15293,1
2177,15296,1
2178,15297,1
2179,15300,1
2180,15310,2
2181,15313,1
2182,15314,1
2183,15316,1
2184,15317,2
2185,15318,1
2186,15320,1
2187,15330,1
2188,15337,1
2189,15338,1
2190,15339,3
2191,15350,1
2192,15360,1
2193,15380,1
2194,15390,1
2195,15401,1
2196,15403,1
2197,15405,1
2198,15406,1
2199,15500,1
2200,15510,1
2201,15520,1
2202,15541,1
2203,15552,1
2204,15560,1
2205,15563,1
2206,15565,1
2207,15569,1
2208,15570,1
2209,15587,1
2210,15600,1
2211,15613,1
2212,15619,1
2213,15620,1
2214,15622,1
2215,15624,1
2216,15630,1
2217,15637,1
2218,15640,1
2219,15660,1
2220,15670,1
2221,15679,1
2222,15680,1
2223,15683,1
2224,15685,2
2225,15686,2
2226,15687,1
2227,15689,1
2228,15701,1
2229,15704,1
2230,15705,1
2231,15706,1
2232,15707,1
2233,15800,1
2234,15806,1
2235,15807,1
2236,15808,2
2237,15810,1
2238,15813,1
2239,15818,1
2240,15821,1
2241,15822,1
2242,15830,1
2243,15840,1
2244,15850,1
2245,15863,1
2246,15865,1
2247,15866,1
2248,15873,1
2249,15881,2
2250,15883,2
2251,15885,1
2252,15888,1
2253,15894,1
2254,15895,1
2255,15900,1
2256,15911,2
2257,15916,1
2258,15920,1
2259,15930,1
2260,15938,1
2261,15940,1
2262,15959,1
2263,15960,2
2264,15965,1
2265,15970,2
2266,15985,1
2267,15999,1
2268,16001,1
2269,16002,2
2270,16003,1
2271,16004,2
2272,16100,1
2273,16110,1
2274,16111,1
2275,16113,1
2276,16114,1
2277,16116,1
2278,16117,1
2279,16118,2
2280,16120,1
2281,16121,1
2282,16122,2
2283,16123,2
2284,16131,2
2285,16132,1
2286,16140,1
2287,16141,4
2288,16142,1
2289,16143,3
2290,16144,3
2291,16145,4
2292,16146,2
2293,16150,3
2294,16151,2
2295,16152,2
2296,16160,1
2297,16161,2
2298,16162,2
2299,16190,4
2300,16191,3
2301,16192,3
2302,16193,3
2303,16194,3
2304,16195,3
2305,16196,3
2306,16200,1
2307,16205,1
2308,16210,1
2309,16211,1
2310,16212,3
2311,16214,3
2312,16216,1
2313,16220,1
2314,16230,1
2315,16234,1
2316,16235,1
2317,16236,1
2318,16237,1
2319,16238,1
2320,16239,1
2321,16240,1
2322,16250,1
2323,16251,1
2324,16260,1
2325,16269,2
2326,16270,1
2327,16280,1
2328,16290,1
2329,16300,1
2330,16310,1
2331,16311,2
2332,16312,2
2333,16313,1
2334,16315,2
2335,16316,4
2336,16317,3
2337,16318,1
2338,16320,1
2339,16321,1
2340,16330,1
2341,16331,1
2342,16336,3
2343,16337,2
2344,16338,3
2345,16339,2
2346,16340,1
2347,16342,1
2348,16343,1
2349,16350,1
2350,16359,1
2351,16360,1
2352,16369,1
2353,16370,3
2354,16371,1
2355,16372,1
2356,16373,3
2357,16390,1
2358,16391,1
2359,16392,1
2360,16393,2
2361,16400,1
2362,16410,1
2363,16411,1
2364,16412,1
2365,16413,1
2366,16414,1
2367,16415,1
2368,16416,2
2369,16417,1
2370,16420,2
2371,16421,1
2372,16422,1
2373,16423,1
2374,16430,1
2375,16431,1
2376,16432,1
2377,16433,2
2378,16434,1
2379,16440,1
2380,16441,1
2381,16442,1
2382,16443,2
2383,16444,1
2384,16450,1
2385,16451,1
2386,16452,1
2387,16460,2
2388,16461,1
2389,16463,1
2390,16470,1
2391,16471,1
2392,16500,1
2393,16510,2
2394,16512,2
2395,16520,1
2396,16521,1
2397,16522,2
2398,16531,1
2399,16532,1
2400,16533,1
2401,16535,1
2402,16536,1
2403,16537,1
2404,16540,4
2405,16541,3
2406,16542,1
2407,16543,1
2408,16550,3
2409,16552,1
2410,16553,1
2411,16600,1
2412,16610,1
2413,16611,1
2414,16612,2
2415,16620,1
2416,16621,1
2417,16622,1
2418,16623,1
2419,16630,1
2420,16638,1
2421,16639,1
2422,16640,1
2423,16646,1
2424,16647,2
2425,16648,1
2426,16649,3
2427,16650,1
2428,16660,1
2429,16670,1
2430,16700,1
2431,16707,1
2432,16708,2
2433,16709,1
2434,16710,2
2435,16720,1
2436,16730,1
2437,16738,1
2438,16739,1
2439,16740,1
2440,16750,1
2441,16760,1
2442,16770,1
2443,16779,1
2444,16780,1
2445,16781,1
2446,16782,1
2447,16800,1
2448,16810,1
2449,16811,1
2450,16812,4
2451,16813,4
2452,16820,1
2453,16821,1
2454,16822,1
2455,16830,1
2456,16840,1
2457,16841,1
2458,16842,1
2459,16843,5
2460,16844,1
2461,16847,2
2462,16850,1
2463,16851,1
2464,16852,1
2465,16853,1
2466,16854,1
2467,16855,1
2468,16856,1
2469,16857,1
2470,16860,1
2471,16870,1
2472,16878,4
2473,16879,4
2474,16890,2
2475,16891,1
2476,16892,1
2477,17001,1
2478,17003,1
2479,17004,2
2480,17005,1
2481,17007,1
2482,17100,1
2483,17110,1
2484,17111,1
2485,17113,1
2486,17114,1
2487,17116,1
2488,17118,1
2489,17120,1
2490,17121,2
2491,17123,1
2492,17130,1
2493,17131,1
2494,17132,1
2495,17133,3
2496,17134,1
2497,17136,1
2498,17137,1
2499,17141,1
2500,17142,1
2501,17143,1
2502,17144,1
2503,17150,1
2504,17154,1
2505,17160,1
2506,17161,1
2507,17162,3
2508,17164,1
2509,17165,1
2510,17170,1
2511,17172,1
2512,17174,1
2513,17176,1
2514,17178,2
2515,17179,1
2516,17180,1
2517,17181,1
2518,17182,1
2519,17185,1
2520,17190,2
2521,17199,1
2522,17200,1
2523,17220,1
2524,17230,1
2525,17240,1
2526,17242,1
2527,17243,1
2528,17244,1
2529,17246,1
2530,17249,1
2531,17250,1
2532,17251,1
2533,17252,1
2534,17253,2
2535,17254,1
2536,17255,2
2537,17256,2
2538,17257,2
2539,17258,1
2540,17300,2
2541,17310,2
2542,17320,1
2543,17400,1
2544,17401,1
2545,17403,1
2546,17404,1
2547,17405,1
2548,17406,1
2549,17410,1
2550,17411,1
2551,17412,1
2552,17421,1
2553,17430,1
2554,17450,1
2555,17452,1
2556,17455,1
2557,17457,1
2558,17458,1
2559,17459,1
2560,17460,1
2561,17462,4
2562,17463,2
2563,17464,3
2564,17465,1
2565,17469,5
2566,17470,1
2567,17472,1
2568,17473,1
2569,17474,1
2570,17475,1
2571,17476,2
2572,17480,1
2573,17482,1
2574,17483,1
2575,17484,1
2576,17485,1
2577,17486,1
2578,17487,1
2579,17488,1
2580,17489,2
2581,17490,1
2582,17491,1
2583,17492,1
2584,17493,2
2585,17494,1
2586,17495,1
2587,17496,1
2588,17497,1
2589,17500,1
2590,17515,1
2591,17520,1
2592,17527,1
2593,17528,1
2594,17530,1
2595,17531,1
2596,17534,4
2597,17535,1
2598,17536,1
2599,17538,2
2600,17539,4
2601,17600,3
2602,17700,1
2603,17706,1
2604,17707,2
2605,17708,1
2606,17720,1
2607,17722,1
2608,17723,3
2609,17730,1
2610,17731,1
2611,17732,1
2612,17733,1
2613,17740,2
2614,17741,1
2615,17742,1
2616,17743,1
2617,17744,1
2618,17745,1
2619,17750,1
2620,17751,1
2621,17752,1
2622,17753,1
2623,17754,1
2624,17760,1
2625,17761,1
2626,17762,1
2627,17763,1
2628,17770,1
2629,17771,1
2630,17772,1
2631,17773,1
2632,17780,1
2633,17781,1
2634,17800,2
2635,17811,2
2636,17820,2
2637,17830,1
2638,17832,2
2639,17833,1
2640,17834,1
2641,17840,1
2642,17843,1
2643,17844,1
2644,17850,1
2645,17851,1
2646,17852,1
2647,17853,2
2648,17854,1
2649,17855,2
2650,17856,1
2651,17857,1
2652,17858,1
2653,17860,1
2654,17861,1
2655,17862,1
2656,17864,1
2657,17867,1
2658,17868,1
2659,17869,3
2660,18002,1
2661,18004,2
2662,18006,2
2663,18007,1
2664,18008,2
2665,18009,1
2666,18010,2
2667,18011,1
2668,18012,1
2669,18013,3
2670,18014,2
2671,18015,1
2672,18100,1
2673,18101,1
2674,18102,2
2675,18110,3
2676,18120,2
2677,18125,1
2678,18126,1
2679,18127,3
2680,18128,2
2681,18129,5
2682,18130,2
2683,18131,2
2684,18132,1
2685,18140,1
2686,18150,1
2687,18151,1
2688,18152,1
2689,18160,1
2690,18170,1
2691,18179,1
2692,18180,1
2693,18181,3
2694,18182,1
2695,18183,1
2696,18184,1
2697,18190,1
2698,18191,1
2699,18192,2
2700,18193,2
2701,18194,1
2702,18195,1
2703,18196,1
2704,18197,1
2705,18198,1
2706,18199,2
2707,18200,2
2708,18210,1
2709,18211,1
2710,18212,1
2711,18213,1
2712,18214,1
2713,18220,1
2714,18230,1
2715,18240,1
2716,18247,2
2717,18248,1
2718,18249,3
2719,18250,1
2720,18260,2
2721,18270,2
2722,18280,1
2723,18290,2
2724,18291,2
2725,18293,1
2726,18295,1
2727,18300,1
2728,18310,1
2729,18311,3
2730,18312,2
2731,18313,1
2732,18314,2
2733,18320,1
2734,18327,1
2735,18328,3
2736,18329,3
2737,18330,3
2738,18339,3
2739,18340,1
2740,18350,1
2741,18360,3
2742,18369,1
2743,18370,3
2744,18380,2
2745,18381,1
2746,18400,1
2747,18410,2
2748,18411,1
2749,18412,1
2750,18413,1
2751,18414,3
2752,18415,1
2753,18417,1
2754,18418,2
2755,18420,1
2756,18430,1
2757,18438,2
2758,18439,2
2759,18440,2
2760,18448,1
2761,18449,2
2762,18450,1
2763,18452,1
2764,18460,1
2765,18470,3
2766,18480,1
2767,18490,1
2768,18491,1
2769,18492,2
2770,18494,4
2771,18500,4
2772,18510,1
2773,18511,3
2774,18512,4
2775,18513,1
2776,18514,1
2777,18515,3
2778,18516,4
2779,18517,5
2780,18518,5
2781,18519,2
2782,18520,1
2783,18530,1
2784,18538,2
2785,18539,1
2786,18540,3
2787,18550,1
2788,18560,1
2789,18561,1
2790,18562,1
2791,18563,2
2792,18564,2
2793,18565,1
2794,18566,2
2795,18567,2
2796,18568,1
2797,18569,1
2798,18570,1
2799,18600,4
2800,18610,1
2801,18611,1
2802,18612,1
2803,18613,1
2804,18614,3
2805,18615,3
2806,18620,1
2807,18630,1
2808,18640,1
2809,18650,1
2810,18656,5
2811,18657,1
2812,18658,4
2813,18659,3
2814,18660,2
2815,18670,1
2816,18680,2
2817,18690,3
2818,18697,1
2819,18698,1
2820,18699,3
2821,18700,2
2822,18708,1
2823,18710,3
2824,18711,1
2825,18713,2
2826,18720,1
2827,18730,2
2828,18740,1
2829,18750,1
2830,18760,1
2831,18770,1
2832,18800,1
2833,18810,1
2834,18811,1
2835,18812,1
2836,18813,2
2837,18814,6
2838,18815,1
2839,18816,3
2840,18817,1
2841,18818,3
2842,18820,2
2843,18830,1
2844,18840,2
2845,18850,1
2846,18858,1
2847,18859,2
2848,18860,2
2849,18870,4
2850,18880,1
2851,18890,1
2852,18891,2
2853,19001,2
2854,19002,1
2855,19004,1
2856,19005,1
2857,19100,1
2858,19110,1
2859,19111,1
2860,19112,2
2861,19113,1
2862,19114,1
2863,19115,1
2864,19116,1
2865,19117,1
2866,19118,1
2867,19119,7
2868,19120,1
2869,19125,1
2870,19126,1
2871,19127,4
2872,19128,3
2873,19129,4
2874,19130,1
2875,19132,2
2876,19133,4
2877,19134,2
2878,19135,2
2879,19139,1
2880,19140,1
2881,19141,4
2882,19142,2
2883,19143,6
2884,19144,3
2885,19145,1
2886,19150,1
2887,19151,1
2888,19152,1
2889,19153,1
2890,19160,1
2891,19161,1
2892,19162,1
2893,19170,1
2894,19171,1
2895,19173,1
2896,19174,2
2897,19175,1
2898,19180,1
2899,19181,1
2900,19182,1
2901,19183,2
2902,19184,3
2903,19185,2
2904,19186,1
2905,19187,2
2906,19190,1
2907,19191,2
2908,19192,3
2909,19193,1
2910,19195,1
2911,19196,5
2912,19197,3
2913,19198,1
2914,19200,1
2915,19208,1
2916,19209,2
2917,19210,1
2918,19219,2
2919,19220,1
2920,19222,1
2921,19223,6
2922,19224,4
2923,19225,5
2924,19226,3
2925,19227,2
2926,19228,4
2927,19229,3
2928,19230,1
2929,19237,4
2930,19238,3
2931,19239,5
2932,19240,1
2933,19242,1
2934,19243,4
2935,19244,5
2936,19245,5
2937,19246,3
2938,19247,2
2939,19248,5
2940,19249,3
2941,19250,1
2942,19260,1
2943,19261,4
2944,19262,4
2945,19263,3
2946,19264,4
2947,19265,2
2948,19266,4
2949,19267,1
2950,19268,8
2951,19269,12
2952,19270,1
2953,19274,2
2954,19275,6
2955,19276,8
2956,19277,5
2957,19278,3
2958,19280,1
2959,19281,4
2960,19282,1
2961,19283,3
2962,19284,1
2963,19285,1
2964,19286,2
2965,19287,5
2966,19290,1
2967,19291,1
2968,19292,2
2969,19293,4
2970,19294,4
2971,19295,3
2972,19300,1
2973,19310,1
2974,19311,1
2975,19312,3
2976,19313,1
2977,19314,2
2978,19315,1
2979,19316,1
2980,19320,1
2981,19321,1
2982,19322,1
2983,19323,1
2984,19324,1
2985,19325,3
2986,19326,1
2987,19327,1
2988,19328,3
2989,19330,1
2990,19332,4
2991,19333,1
2992,19334,1
2993,19335,1
2994,19336,1
2995,19337,1
2996,19338,1
2997,19339,3
2998,19340,1
2999,19341,1
3000,19342,1
3001,19343,1
3002,19344,1
3003,19345,1
3004,19346,1
3005,19350,1
3006,19351,1
3007,19352,1
3008,19353,1
3009,19355,1
3010,19356,1
3011,19357,1
3012,19360,1
3013,19361,1
3014,19362,1
3015,19363,1
3016,19390,6
3017,19391,3
3018,19392,5
3019,19400,1
3020,19410,1
3021,19411,4
3022,19412,3
3023,19413,4
3024,19414,4
3025,19420,1
3026,19428,3
3027,19429,3
3028,19430,2
3029,19431,2
3030,19432,5
3031,19433,1
3032,19440,1
3033,19441,4
3034,19442,1
3035,19443,2
3036,19444,2
3037,19445,4
3038,19450,1
3039,19459,3
3040,19460,1
3041,19461,2
3042,19462,1
3043,19463,1
3044,19490,6
3045,19491,3
3046,19492,5
3047,19493,3
3048,19495,1
3049,20003,1
3050,20006,1
3051,20008,1
3052,20010,1
3053,20012,1
3054,20013,1
3055,20014,1
3056,20016,1
3057,20017,2
3058,20100,3
3059,20110,3
3060,20115,1
3061,20120,1
3062,20130,1
3063,20140,1
3064,20150,1
3065,20159,1
3066,20160,1
3067,20170,1
3068,20180,1
3069,20200,1
3070,20210,1
3071,20211,2
3072,20212,1
3073,20213,1
3074,20214,3
3075,20215,1
3076,20216,1
3077,20217,1
3078,20230,1
3079,20240,1
3080,20247,1
3081,20249,1
3082,20250,1
3083,20259,1
3084,20260,1
3085,20267,1
3086,20268,1
3087,20269,1
3088,20270,1
3089,20271,1
3090,20280,1
3091,20302,1
3092,20304,1
3093,20400,3
3094,20490,2
3095,20491,4
3096,20492,1
3097,20493,2
3098,20495,1
3099,20496,1
3100,20500,1
3101,20530,1
3102,20540,1
3103,20550,1
3104,20560,1
3105,20570,1
3106,20577,1
3107,20578,1
3108,20590,1
3109,20600,2
3110,20690,1
3111,20700,1
3112,20709,1
3113,20720,1
3114,20730,2
3115,20737,1
3116,20739,1
3117,20740,1
3118,20749,1
3119,20750,1
3120,20800,1
3121,20808,1
3122,20809,1
3123,20810,1
3124,20820,1
3125,20829,1
3126,20830,1
3127,20850,1
3128,20870,1
3129,21001,1
3130,21002,1
3131,21004,2
3132,21005,3
3133,21006,1
3134,21007,1
3135,21100,1
3136,21110,1
3137,21120,1
3138,21130,1
3139,21200,1
3140,21207,1
3141,21208,2
3142,21209,2
3143,21210,1
3144,21220,1
3145,21230,1
3146,21239,2
3147,21240,1
3148,21250,1
3149,21260,1
3150,21270,1
3151,21280,1
3152,21290,2
3153,21291,4
3154,21292,2
3155,21300,1
3156,21309,1
3157,21310,1
3158,21319,1
3159,21320,1
3160,21330,3
3161,21340,1
3162,21342,1
3163,21350,2
3164,21359,1
3165,21360,1
3166,21380,1
3167,21386,1
3168,21387,1
3169,21388,2
3170,21390,1
3171,21400,3
3172,21409,1
3173,21410,1
3174,21430,1
3175,21440,1
3176,21449,1
3177,21450,1
3178,21459,2
3179,21500,1
3180,21510,1
3181,21520,2
3182,21540,1
3183,21550,1
3184,21559,1
3185,21560,1
3186,21570,1
3187,21580,2
3188,21590,1
3189,21591,1
3190,21592,1
3191,21593,1
3192,21594,1
3193,21595,1
3194,21600,1
3195,21610,1
3196,21620,1
3197,21630,1
3198,21639,1
3199,21640,1
3200,21647,6
3201,21649,4
3202,21650,1
3203,21660,2
3204,21668,2
3205,21669,1
3206,21670,1
3207,21700,1
3208,21710,1
3209,21720,1
3210,21730,1
3211,21740,1
3212,21750,1
3213,21760,1
3214,21800,1
3215,21810,1
3216,21820,1
3217,21830,1
3218,21840,1
3219,21850,1
3220,21860,1
3221,21870,1
3222,21880,1
3223,21890,1
3224,21891,1
3225,22003,1
3226,22004,1
3227,22006,2
3228,22100,1
3229,22110,2
3230,22111,1
3231,22112,1
3232,22113,1
3233,22120,1
3234,22122,3
3235,22123,1
3236,22124,2
3237,22125,1
3238,22126,1
3239,22130,1
3240,22131,2
3241,22132,3
3242,22133,3
3243,22134,1
3244,22135,4
3245,22141,2
3246,22142,4
3247,22143,1
3248,22145,2
3249,22146,1
3250,22147,2
3251,22148,2
3252,22149,1
3253,22150,1
3254,22160,1
3255,22161,1
3256,22162,1
3257,22190,1
3258,22191,1
3259,22192,2
3260,22193,4
3261,22194,5
3262,22195,1
3263,22196,4
3264,22197,1
3265,22200,2
3266,22210,2
3267,22211,1
3268,22212,4
3269,22213,3
3270,22214,1
3271,22215,3
3272,22216,2
3273,22220,1
3274,22222,1
3275,22223,1
3276,22230,1
3277,22231,1
3278,22232,1
3279,22233,1
3280,22234,1
3281,22240,1
3282,22250,1
3283,22251,1
3284,22252,1
3285,22253,1
3286,22254,1
3287,22255,6
3288,22260,1
3289,22268,4
3290,22269,3
3291,22270,1
3292,22280,1
3293,22281,2
3294,22282,1
3295,22283,4
3296,22300,1
3297,22310,1
3298,22311,3
3299,22312,5
3300,22313,3
3301,22314,2
3302,22315,1
3303,22320,1
3304,22330,1
3305,22336,1
3306,22337,1
3307,22340,1
3308,22350,1
3309,22360,1
3310,22361,1
3311,22363,1
3312,22364,1
3313,22365,1
3314,22366,3
3315,22367,3
3316,22370,1
3317,22373,1
3318,22376,1
3319,22390,2
3320,22392,1
3321,22393,2
3322,22400,1
3323,22410,1
3324,22411,1
3325,22412,1
3326,22413,1
3327,22414,1
3328,22415,5
3329,22416,2
3330,22417,1
3331,22420,1
3332,22421,1
3333,22422,1
3334,22423,1
3335,22424,1
3336,22430,1
3337,22435,1
3338,22437,1
3339,22439,2
3340,22440,1
3341,22449,1
3342,22450,1
3343,22460,2
3344,22461,1
3345,22463,1
3346,22465,1
3347,22466,1
3348,22467,1
3349,22468,1
3350,22469,1
3351,22471,1
3352,22474,1
3353,22480,1
3354,22482,2
3355,22483,1
3356,22484,1
3357,22487,2
3358,22500,1
3359,22510,1
3360,22511,1
3361,22512,1
3362,22513,1
3363,22514,1
3364,22520,1
3365,22523,1
3366,22528,1
3367,22529,1
3368,22530,1
3369,22531,1
3370,22532,1
3371,22533,1
3372,22534,1
3373,22535,1
3374,22540,1
3375,22549,1
3376,22550,1
3377,22558,1
3378,22559,1
3379,22560,1
3380,22569,2
3381,22570,1
3382,22571,1
3383,22572,1
3384,22580,1
3385,22583,3
3386,22584,1
3387,22585,2
3388,22586,1
3389,22587,3
3390,22588,3
3391,22589,3
3392,22590,1
3393,22591,1
3394,22592,1
3395,22600,1
3396,22621,1
3397,22624,1
3398,22630,1
3399,22636,1
3400,22639,2
3401,22640,2
3402,22660,1
3403,22661,1
3404,22662,1
3405,22663,1
3406,22664,1
3407,22665,1
3408,22666,1
3409,22700,2
3410,22710,1
3411,22711,1
3412,22712,1
3413,22720,1
3414,22728,1
3415,22729,1
3416,22730,1
3417,22731,1
3418,22732,1
3419,22740,1
3420,22750,1
3421,22751,1
3422,22752,1
3423,22753,1
3424,22760,1
3425,22761,1
3426,22770,1
3427,22771,1
3428,22772,1
3429,22773,1
3430,22790,1
3431,22791,2
3432,22792,1
3433,22800,1
3434,22807,2
3435,22808,3
3436,22809,5
3437,22810,3
3438,22811,3
3439,22820,3
3440,22821,1
3441,22822,2
3442,22830,2
3443,22860,5
3444,22870,1
3445,22880,1
3446,22888,1
3447,22889,1
3448,23002,1
3449,23003,1
3450,23004,1
3451,23005,1
3452,23006,1
3453,23007,1
3454,23009,2
3455,23100,1
3456,23110,1
3457,23120,1
3458,23130,1
3459,23140,2
3460,23150,1
3461,23160,1
3462,23170,1
3463,23180,1
3464,23191,1
3465,23192,1
3466,23193,1
3467,23200,1
3468,23210,1
3469,23211,1
3470,23212,1
3471,23213,1
3472,23214,1
3473,23215,1
3474,23220,1
3475,23230,1
3476,23239,1
3477,23240,1
3478,23250,1
3479,23260,1
3480,23264,1
3481,23265,1
3482,23266,1
3483,23267,1
3484,23269,2
3485,23270,1
3486,23280,1
3487,23289,2
3488,23290,2
3489,23291,1
3490,23292,2
3491,23293,5
3492,23296,2
3493,23300,1
3494,23310,1
3495,23311,1
3496,23312,2
3497,23313,1
3498,23314,1
3499,23320,1
3500,23330,1
3501,23338,1
3502,23340,1
3503,23350,1
3504,23359,1
3505,23360,1
3506,23369,1
3507,23370,1
3508,23379,3
3509,23380,1
3510,23390,1
3511,23391,1
3512,23392,1
3513,23393,2
3514,23400,2
3515,23410,1
3516,23411,1
3517,23412,1
3518,23413,1
3519,23420,1
3520,23430,1
3521,23440,1
3522,23450,1
3523,23460,1
3524,23468,1
3525,23469,2
3526,23470,1
3527,23476,2
3528,23477,1
3529,23478,1
3530,23479,1
3531,23480,2
3532,23485,1
3533,23486,3
3534,23487,1
3535,23489,2
3536,23490,1
3537,23499,1
3538,23500,1
3539,23509,1
3540,23510,1
3541,23519,2
3542,23520,1
3543,23526,1
3544,23528,1
3545,23529,2
3546,23530,2
3547,23537,1
3548,23539,2
3549,23540,1
3550,23550,1
3551,23560,1
3552,23568,1
3553,23569,1
3554,23591,1
3555,23600,2
3556,23610,1
3557,23611,1
3558,23612,1
3559,23614,2
3560,23615,1
3561,23620,1
3562,23628,3
3563,23630,1
3564,23638,1
3565,23639,1
3566,23640,1
3567,23650,1
3568,23657,1
3569,23658,1
3570,23659,1
3571,23660,1
3572,23669,2
3573,23670,1
3574,23680,2
3575,23684,1
3576,23685,1
3577,23686,2
3578,23687,1
3579,23688,2
3580,23689,2
3581,23690,1
3582,23691,1
3583,23692,1
3584,23693,1
3585,23700,4
3586,23710,1
3587,23711,1
3588,23712,1
3589,23713,1
3590,23730,1
3591,23740,2
3592,23746,1
3593,23747,3
3594,23749,3
3595,23750,1
3596,23760,1
3597,23770,2
3598,23780,1
3599,23790,1
3600,24001,1
3601,24005,2
3602,24007,1
3603,24008,1
3604,24009,6
3605,24010,3
3606,24100,1
3607,24110,1
3608,24111,1
3609,24112,1
3610,24121,3
3611,24122,1
3612,24123,5
3613,24124,1
3614,24125,3
3615,24127,3
3616,24130,1
3617,24132,2
