,cp,num_centros_salud
3618,24133,4
3619,24140,1
3620,24141,1
3621,24142,1
3622,24144,1
3623,24145,3
3624,24146,4
3625,24148,2
3626,24149,3
3627,24150,2
3628,24151,1
3629,24152,2
3630,24153,3
3631,24154,2
3632,24155,5
3633,24160,1
3634,24161,1
3635,24162,1
3636,24163,4
3637,24166,2
3638,24170,4
3639,24171,4
3640,24172,4
3641,24174,1
3642,24175,2
3643,24191,1
3644,24192,2
3645,24193,3
3646,24195,1
3647,24196,1
3648,24197,3
3649,24198,1
3650,24199,4
3651,24200,1
3652,24206,5
3653,24207,4
3654,24208,1
3655,24209,4
3656,24210,1
3657,24217,3
3658,24218,1
3659,24219,6
3660,24220,1
3661,24221,1
3662,24222,2
3663,24223,2
3664,24224,5
3665,24225,7
3666,24226,10
3667,24227,1
3668,24230,1
3669,24231,3
3670,24232,3
3671,24233,3
3672,24234,5
3673,24235,1
3674,24236,1
3675,24237,3
3676,24238,3
3677,24239,2
3678,24240,1
3679,24248,4
3680,24249,7
3681,24250,7
3682,24251,4
3683,24252,4
3684,24253,2
3685,24270,2
3686,24271,4
3687,24272,2
3688,24273,6
3689,24274,1
3690,24275,2
3691,24276,1
3692,24280,1
3693,24281,3
3694,24282,2
3695,24283,1
3696,24284,1
3697,24285,5
3698,24286,1
3699,24287,1
3700,24288,3
3701,24290,2
3702,24291,1
3703,24292,1
3704,24293,3
3705,24294,1
3706,24300,1
3707,24310,2
3708,24311,1
3709,24312,2
3710,24313,1
3711,24314,3
3712,24315,4
3713,24316,3
3714,24317,2
3715,24318,3
3716,24319,5
3717,24320,1
3718,24323,2
3719,24324,5
3720,24325,2
3721,24326,1
3722,24327,5
3723,24328,3
3724,24329,3
3725,24330,2
3726,24339,5
3727,24340,1
3728,24341,1
3729,24342,2
3730,24343,6
3731,24344,8
3732,24345,1
3733,24346,2
3734,24347,1
3735,24350,1
3736,24356,5
3737,24357,5
3738,24358,2
3739,24359,7
3740,24360,1
3741,24367,1
3742,24368,3
3743,24369,2
3744,24370,1
3745,24374,2
3746,24375,1
3747,24376,1
3748,24377,1
3749,24378,3
3750,24379,3
3751,24380,1
3752,24383,1
3753,24384,1
3754,24385,1
3755,24387,1
3756,24388,3
3757,24389,3
3758,24390,3
3759,24391,9
3760,24392,6
3761,24393,7
3762,24394,2
3763,24395,2
3764,24396,5
3765,24397,12
3766,24398,5
3767,24401,1
3768,24402,1
3769,24403,1
3770,24404,1
3771,24410,5
3772,24411,1
3773,24412,2
3774,24413,2
3775,24414,1
3776,24415,3
3777,24420,1
3778,24428,2
3779,24429,2
3780,24430,1
3781,24433,1
3782,24434,1
3783,24435,1
3784,24436,1
3785,24437,1
3786,24438,3
3787,24439,1
3788,24440,1
3789,24441,2
3790,24442,2
3791,24443,2
3792,24444,1
3793,24448,2
3794,24450,1
3795,24458,1
3796,24460,1
3797,24469,1
3798,24470,2
3799,24478,2
3800,24480,1
3801,24488,1
3802,24489,1
3803,24490,1
3804,24492,3
3805,24494,1
3806,24495,4
3807,24496,1
3808,24497,1
3809,24498,1
3810,24500,1
3811,24512,1
3812,24514,1
3813,24520,1
3814,24521,2
3815,24523,1
3816,24525,1
3817,24530,1
3818,24540,1
3819,24544,1
3820,24545,2
3821,24546,1
3822,24548,2
3823,24549,1
3824,24550,1
3825,24560,1
3826,24565,1
3827,24566,1
3828,24567,3
3829,24569,2
3830,24600,1
3831,24607,1
3832,24608,5
3833,24609,5
3834,24610,1
3835,24620,2
3836,24630,2
3837,24640,1
3838,24648,4
3839,24649,5
3840,24660,1
3841,24670,2
3842,24680,1
3843,24687,1
3844,24688,2
3845,24690,1
3846,24700,2
3847,24710,2
3848,24711,4
3849,24712,1
3850,24713,1
3851,24714,3
3852,24715,4
3853,24716,1
3854,24717,8
3855,24718,5
3856,24719,3
3857,24721,4
3858,24722,2
3859,24723,3
3860,24724,2
3861,24730,5
3862,24731,3
3863,24732,3
3864,24733,2
3865,24734,3
3866,24735,1
3867,24736,2
3868,24740,2
3869,24742,2
3870,24743,1
3871,24744,2
3872,24745,3
3873,24746,3
3874,24750,2
3875,24760,5
3876,24761,1
3877,24762,3
3878,24763,5
3879,24764,2
3880,24765,5
3881,24766,2
3882,24767,5
3883,24768,4
3884,24769,3
3885,24790,1
3886,24791,2
3887,24792,4
3888,24793,3
3889,24794,2
3890,24795,5
3891,24796,7
3892,24797,1
3893,24800,1
3894,24810,1
3895,24811,1
3896,24813,1
3897,24815,1
3898,24820,1
3899,24830,2
3900,24836,1
3901,24837,1
3902,24838,1
3903,24840,1
3904,24843,1
3905,24847,1
3906,24848,1
3907,24850,1
3908,24855,1
3909,24857,1
3910,24870,1
3911,24879,1
3912,24880,1
3913,24882,1
3914,24884,1
3915,24885,3
3916,24890,1
3917,24891,2
3918,24892,1
3919,24893,1
3920,24900,1
3921,24911,3
3922,24912,1
3923,24913,4
3924,24915,3
3925,24916,4
3926,24917,2
3927,24918,2
3928,24920,1
3929,24930,7
3930,24940,1
3931,24950,1
3932,24980,1
3933,24994,2
3934,24995,2
3935,24996,3
3936,25001,3
3937,25002,1
3938,25005,2
3939,25006,1
3940,25007,1
3941,25100,1
3942,25110,1
3943,25111,1
3944,25112,1
3945,25113,1
3946,25114,1
3947,25120,1
3948,25122,1
3949,25123,1
3950,25124,1
3951,25125,1
3952,25126,1
3953,25130,1
3954,25131,1
3955,25132,1
3956,25133,1
3957,25134,1
3958,25136,2
3959,25137,1
3960,25138,1
3961,25139,1
3962,25140,1
3963,25141,1
3964,25142,1
3965,25143,1
3966,25144,1
3967,25150,1
3968,25151,1
3969,25152,1
3970,25153,1
3971,25154,1
3972,25155,1
3973,25160,1
3974,25161,1
3975,25162,1
3976,25163,2
3977,25164,1
3978,25165,1
3979,25170,1
3980,25171,1
3981,25172,1
3982,25173,1
3983,25174,1
3984,25175,1
3985,25176,1
3986,25177,1
3987,25178,1
3988,25179,2
3989,25180,1
3990,25181,1
3991,25182,1
3992,25183,1
3993,25184,1
3994,25185,1
3995,25187,1
3996,25200,1
3997,25210,1
3998,25211,3
3999,25212,7
4000,25213,2
4001,25214,3
4002,25215,1
4003,25216,1
4004,25217,5
4005,25218,1
4006,25220,1
4007,25221,1
4008,25222,1
4009,25230,1
4010,25240,1
4011,25241,1
4012,25242,1
4013,25243,1
4014,25244,1
4015,25245,1
4016,25250,1
4017,25260,1
4018,25261,1
4019,25262,2
4020,25263,1
4021,25264,1
4022,25265,1
4023,25266,2
4024,25267,1
4025,25268,1
4026,25269,1
4027,25270,1
4028,25280,1
4029,25282,1
4030,25283,1
4031,25284,1
4032,25286,1
4033,25287,1
4034,25289,1
4035,25300,1
4036,25310,1
4037,25316,3
4038,25317,3
4039,25318,5
4040,25320,1
4041,25330,1
4042,25331,3
4043,25332,1
4044,25334,1
4045,25335,1
4046,25336,1
4047,25337,1
4048,25340,3
4049,25341,3
4050,25344,2
4051,25350,1
4052,25351,1
4053,25353,1
4054,25354,1
4055,25360,1
4056,25400,1
4057,25410,1
4058,25411,1
4059,25412,1
4060,25413,1
4061,25420,1
4062,25430,1
4063,25440,1
4064,25450,1
4065,25457,1
4066,25460,1
4067,25471,1
4068,25480,1
4069,25500,1
4070,25513,1
4071,25514,1
4072,25515,1
4073,25520,2
4074,25526,1
4075,25527,2
4076,25528,3
4077,25530,1
4078,25540,1
4079,25548,1
4080,25549,1
4081,25550,1
4082,25551,3
4083,25552,1
4084,25553,1
4085,25560,1
4086,25570,1
4087,25573,2
4088,25574,1
4089,25575,1
4090,25576,1
4091,25577,1
4092,25580,1
4093,25587,1
4094,25590,2
4095,25591,1
4096,25594,1
4097,25595,2
4098,25597,2
4099,25598,1
4100,25599,1
4101,25600,1
4102,25610,1
4103,25611,2
4104,25612,3
4105,25613,2
4106,25614,1
4107,25615,1
4108,25616,1
4109,25617,2
4110,25620,2
4111,25630,1
4112,25632,1
4113,25633,2
4114,25638,1
4115,25639,1
4116,25650,2
4117,25654,1
4118,25655,1
4119,25656,2
4120,25660,1
4121,25670,1
4122,25680,1
4123,25690,1
4124,25691,2
4125,25692,1
4126,25693,1
4127,25700,1
4128,25710,1
4129,25711,1
4130,25713,1
4131,25714,1
4132,25716,2
4133,25717,1
4134,25718,1
4135,25719,2
4136,25720,1
4137,25721,1
4138,25722,1
4139,25724,1
4140,25726,1
4141,25727,1
4142,25730,1
4143,25735,1
4144,25737,2
4145,25740,1
4146,25747,1
4147,25748,1
4148,25749,1
4149,25750,1
4150,25752,1
4151,25753,1
4152,25790,3
4153,25793,1
4154,25794,3
4155,25795,1
4156,25796,2
4157,25797,1
4158,26001,1
4159,26003,1
4160,26004,1
4161,26005,2
4162,26006,5
4163,26007,1
4164,26008,1
4165,26100,1
4166,26110,1
4167,26111,1
4168,26120,1
4169,26121,2
4170,26122,2
4171,26123,1
4172,26124,3
4173,26125,1
4174,26126,2
4175,26130,1
4176,26131,5
4177,26132,3
4178,26133,3
4179,26134,2
4180,26135,2
4181,26140,1
4182,26141,1
4183,26142,1
4184,26143,1
4185,26144,3
4186,26145,2
4187,26146,1
4188,26147,1
4189,26148,2
4190,26151,1
4191,26160,1
4192,26190,1
4193,26191,1
4194,26200,1
4195,26210,3
4196,26211,4
4197,26212,3
4198,26213,4
4199,26214,1
4200,26215,1
4201,26216,1
4202,26220,1
4203,26221,1
4204,26222,1
4205,26223,2
4206,26224,2
4207,26225,2
4208,26226,2
4209,26241,1
4210,26250,1
4211,26256,1
4212,26257,2
4213,26258,4
4214,26259,6
4215,26260,1
4216,26261,1
4217,26270,1
4218,26280,1
4219,26288,2
4220,26290,1
4221,26291,3
4222,26292,1
4223,26300,1
4224,26310,2
4225,26311,4
4226,26312,2
4227,26313,1
4228,26314,1
4229,26315,4
4230,26321,6
4231,26322,2
4232,26323,1
4233,26325,5
4234,26326,1
4235,26327,1
4236,26328,1
4237,26329,2
4238,26330,2
4239,26338,1
4240,26339,1
4241,26340,1
4242,26350,1
4243,26360,1
4244,26370,1
4245,26371,2
4246,26372,1
4247,26373,1
4248,26374,1
4249,26375,1
4250,26376,1
4251,26500,1
4252,26509,1
4253,26510,1
4254,26511,1
4255,26512,1
4256,26513,1
4257,26520,2
4258,26525,1
4259,26526,1
4260,26528,1
4261,26529,1
4262,26530,2
4263,26540,1
4264,26550,1
4265,26559,1
4266,26560,1
4267,26570,1
4268,26580,1
4269,26584,1
4270,26585,2
4271,26586,2
4272,26587,2
4273,26588,1
4274,26589,2
4275,27001,1
4276,27002,2
4277,27003,2
4278,27004,1
4279,27100,1
4280,27113,1
4281,27120,1
4282,27130,1
4283,27150,1
4284,27160,1
4285,27163,1
4286,27166,1
4287,27170,1
4288,27185,1
4289,27200,1
4290,27211,1
4291,27220,1
4292,27240,1
4293,27242,1
4294,27250,1
4295,27269,1
4296,27270,1
4297,27286,1
4298,27287,1
4299,27300,1
4300,27310,1
4301,27320,1
4302,27324,1
4303,27325,1
4304,27330,1
4305,27340,1
4306,27346,1
4307,27350,1
4308,27360,1
4309,27370,2
4310,27373,1
4311,27377,2
4312,27380,1
4313,27400,1
4314,27430,1
4315,27460,1
4316,27500,1
4317,27520,1
4318,27540,2
4319,27550,1
4320,27560,1
4321,27570,1
4322,27600,1
4323,27611,1
4324,27620,1
4325,27630,1
4326,27640,1
4327,27650,1
4328,27664,1
4329,27666,1
4330,27670,1
4331,27677,1
4332,27680,1
4333,27700,1
4334,27720,1
4335,27730,1
4336,27740,1
4337,27744,1
4338,27760,1
4339,27765,1
4340,27770,1
4341,27776,1
4342,27780,1
4343,27790,1
4344,27800,1
4345,27833,1
4346,27836,1
4347,27850,1
4348,27860,1
4349,27865,1
4350,27870,1
4351,27880,1
4352,27890,1
4353,27891,1
4354,28001,1
4355,28002,5
4356,28003,3
4357,28004,1
4358,28005,4
4359,28006,2
4360,28007,2
4361,28008,3
4362,28009,2
4363,28010,1
4364,28011,2
4365,28012,2
4366,28013,1
4367,28014,1
4368,28015,3
4369,28016,1
4370,28017,3
4371,28018,6
4372,28019,3
4373,28020,3
4374,28021,4
4375,28022,3
4376,28023,1
4377,28024,2
4378,28025,2
4379,28026,3
4380,28027,3
4381,28028,2
4382,28029,2
4383,28030,3
4384,28031,2
4385,28032,4
4386,28033,3
4387,28034,3
4388,28035,4
4389,28036,1
4390,28037,1
4391,28038,6
4392,28039,2
4393,28040,1
4394,28041,5
4395,28042,2
4396,28043,3
4397,28044,3
4398,28045,4
4399,28047,5
4400,28048,2
4401,28050,2
4402,28051,1
4403,28054,1
4404,28100,4
4405,28108,1
4406,28110,2
4407,28130,2
4408,28140,1
4409,28150,1
4410,28160,1
4411,28170,1
4412,28180,1
4413,28189,3
4414,28190,8
4415,28191,3
4416,28192,1
4417,28193,1
4418,28194,2
4419,28195,1
4420,28196,1
4421,28200,1
4422,28210,1
4423,28212,1
4424,28213,1
4425,28214,1
4426,28220,2
4427,28223,2
4428,28224,1
4429,28229,1
4430,28231,2
4431,28232,1
4432,28240,1
4433,28250,1
4434,28260,1
4435,28270,1
4436,28280,1
4437,28290,1
4438,28292,1
4439,28293,2
4440,28294,1
4441,28295,1
4442,28296,3
4443,28297,1
4444,28300,2
4445,28320,2
4446,28330,1
4447,28341,1
4448,28342,1
4449,28350,1
4450,28359,1
4451,28360,1
4452,28370,1
4453,28380,1
4454,28390,1
4455,28391,1
4456,28400,3
4457,28410,1
4458,28411,1
4459,28412,1
4460,28413,1
4461,28430,1
4462,28440,1
4463,28450,1
4464,28460,1
4465,28470,1
4466,28490,1
4467,28491,1
4468,28492,1
4469,28500,3
4470,28510,1
4471,28511,1
4472,28512,1
4473,28514,1
4474,28515,1
4475,28521,1
4476,28522,1
4477,28523,1
4478,28530,1
4479,28540,1
4480,28550,1
4481,28560,1
4482,28570,1
4483,28580,1
4484,28590,1
4485,28594,1
4486,28595,1
4487,28596,1
4488,28597,1
4489,28598,1
4490,28600,1
4491,28607,1
4492,28609,3
4493,28610,1
4494,28620,1
4495,28630,1
4496,28640,1
4497,28649,1
4498,28650,1
4499,28660,2
4500,28670,1
4501,28680,1
4502,28690,1
4503,28691,1
4504,28692,1
4505,28693,1
4506,28694,1
4507,28695,1
4508,28696,1
4509,28701,1
4510,28702,1
4511,28703,1
4512,28710,1
4513,28720,1
4514,28721,2
4515,28722,2
4516,28723,1
4517,28729,4
4518,28730,1
4519,28737,5
4520,28739,5
4521,28740,1
4522,28742,1
4523,28743,1
4524,28749,5
4525,28750,1
4526,28751,1
4527,28752,1
4528,28753,1
4529,28754,3
4530,28755,5
4531,28756,1
4532,28760,2
4533,28770,2
4534,28791,1
4535,28792,1
4536,28794,1
4537,28801,1
4538,28802,1
4539,28803,2
4540,28804,2
4541,28805,3
4542,28806,1
4543,28810,3
4544,28811,1
4545,28812,2
4546,28813,2
4547,28814,1
4548,28815,2
4549,28816,2
4550,28817,1
4551,28818,2
4552,28821,2
4553,28822,2
4554,28823,2
4555,28830,2
4556,28840,1
4557,28850,6
4558,28860,1
4559,28862,1
4560,28863,1
4561,28864,1
4562,28880,1
4563,28890,1
4564,28891,1
4565,28902,1
4566,28903,4
4567,28904,1
4568,28905,2
4569,28909,1
4570,28911,1
4571,28912,1
4572,28913,1
4573,28914,1
4574,28915,1
4575,28916,2
4576,28917,1
4577,28919,1
4578,28921,2
4579,28922,1
4580,28923,1
4581,28924,1
4582,28925,2
4583,28931,1
4584,28932,1
4585,28933,1
4586,28934,2
4587,28935,1
4588,28936,1
4589,28937,1
4590,28938,1
4591,28939,1
4592,28942,3
4593,28943,1
4594,28944,1
4595,28945,3
4596,28950,1
4597,28970,2
4598,28971,1
4599,28976,1
4600,28977,1
4601,28978,1
4602,28979,1
4603,28981,1
4604,28982,2
4605,28983,1
4606,28990,1
4607,28991,1
4608,29001,1
4609,29002,1
4610,29003,2
4611,29004,2
4612,29006,2
4613,29007,3
4614,29009,1
4615,29010,5
4616,29011,2
4617,29013,1
4618,29014,2
4619,29016,1
4620,29018,1
4621,29100,1
4622,29108,1
4623,29109,1
4624,29110,1
4625,29120,1
4626,29130,1
4627,29140,1
4628,29150,1
4629,29160,1
4630,29170,1
4631,29180,1
4632,29194,2
4633,29195,1
4634,29197,2
4635,29200,3
4636,29210,1
4637,29220,1
4638,29230,1
4639,29240,1
4640,29250,1
4641,29300,1
4642,29310,1
4643,29312,1
4644,29313,1
4645,29314,1
4646,29315,2
4647,29320,1
4648,29327,1
4649,29328,1
4650,29329,1
4651,29330,1
4652,29340,2
4653,29350,1
4654,29360,1
4655,29370,1
4656,29380,1
4657,29391,1
4658,29392,1
4659,29394,1
4660,29400,2
4661,29410,1
4662,29420,1
4663,29430,1
4664,29440,1
4665,29450,1
4666,29451,1
4667,29452,1
4668,29460,1
4669,29461,1
4670,29462,1
4671,29470,1
4672,29471,1
4673,29480,1
4674,29490,2
4675,29491,2
4676,29492,2
4677,29493,1
4678,29494,1
4679,29500,1
4680,29520,1
4681,29530,1
4682,29531,1
4683,29532,1
4684,29533,1
4685,29540,3
4686,29550,1
4687,29551,1
4688,29560,1
4689,29566,1
4690,29567,1
4691,29570,1
4692,29580,1
4693,29590,1
4694,29591,1
4695,29601,2
4696,29603,1
4697,29610,1
4698,29611,1
4699,29620,2
4700,29630,2
4701,29639,1
4702,29640,2
4703,29649,1
4704,29650,2
4705,29660,1
4706,29670,1
4707,29679,1
4708,29680,2
4709,29688,1
4710,29690,1
4711,29691,1
4712,29692,1
4713,29700,2
4714,29710,2
4715,29711,1
4716,29712,1
4717,29713,1
4718,29714,1
4719,29715,1
4720,29716,1
4721,29718,5
4722,29719,1
4723,29720,1
4724,29730,1
4725,29738,4
4726,29740,1
4727,29749,1
4728,29750,2
4729,29751,1
4730,29752,1
4731,29753,3
4732,29754,1
4733,29755,1
4734,29770,1
4735,29780,1
4736,29787,1
4737,29788,1
4738,29790,2
4739,29791,2
4740,29792,2
4741,29793,1
4742,30002,2
4743,30003,2
4744,30005,1
4745,30006,1
4746,30007,3
4747,30009,2
4748,30010,2
4749,30011,2
4750,30012,2
4751,30100,2
4752,30107,1
4753,30108,1
4754,30110,2
4755,30120,1
4756,30130,1
4757,30139,1
4758,30140,1
4759,30150,1
4760,30151,1
4761,30152,1
4762,30153,2
4763,30154,1
4764,30155,1
4765,30156,1
4766,30157,1
4767,30158,1
4768,30160,1
4769,30161,1
4770,30162,1
4771,30163,3
4772,30164,1
4773,30165,1
4774,30166,1
4775,30167,1
4776,30168,1
4777,30169,1
4778,30170,1
4779,30176,1
4780,30177,1
4781,30178,1
4782,30179,1
4783,30180,1
4784,30189,2
4785,30190,1
4786,30191,1
4787,30193,2
4788,30195,1
4789,30201,1
4790,30202,2
4791,30203,1
4792,30205,2
4793,30300,1
4794,30310,2
4795,30319,3
4796,30320,1
4797,30330,2
4798,30331,1
4799,30332,2
4800,30333,3
4801,30334,1
4802,30335,1
4803,30338,1
4804,30351,1
4805,30360,1
4806,30364,1
4807,30366,1
4808,30368,1
4809,30369,1
4810,30370,1
4811,30380,2
4812,30381,1
4813,30383,1
4814,30384,1
4815,30385,3
4816,30390,1
4817,30393,1
4818,30394,2
4819,30395,2
4820,30396,3
4821,30397,2
4822,30398,1
4823,30399,1
4824,30400,1
4825,30410,8
4826,30411,1
4827,30412,2
4828,30413,1
4829,30414,1
4830,30420,2
4831,30430,1
4832,30439,3
4833,30440,1
4834,30441,1
4835,30442,1
4836,30500,3
4837,30508,1
4838,30509,2
4839,30510,2
4840,30520,2
4841,30530,2
4842,30540,2
4843,30550,2
4844,30559,1
4845,30560,3
4846,30562,1
4847,30563,1
4848,30564,1
4849,30565,2
4850,30570,2
4851,30579,1
4852,30580,1
4853,30588,1
4854,30589,1
4855,30590,3
4856,30591,1
4857,30592,2
4858,30593,1
4859,30594,1
4860,30600,1
4861,30609,1
4862,30610,1
4863,30611,1
4864,30612,1
4865,30613,1
4866,30620,1
4867,30627,4
4868,30629,2
4869,30640,1
4870,30648,4
4871,30657,1
4872,30659,1
4873,30700,2
4874,30708,1
4875,30709,1
4876,30710,2
4877,30720,1
4878,30730,1
4879,30739,2
4880,30740,2
4881,30800,6
4882,30810,1
4883,30811,2
4884,30812,5
4885,30813,3
4886,30814,1
4887,30815,5
4888,30816,1
4889,30817,1
4890,30820,2
4891,30830,1
4892,30832,1
4893,30833,1
4894,30835,1
4895,30836,1
4896,30840,1
4897,30848,1
4898,30849,2
4899,30850,2
4900,30858,1
4901,30859,1
4902,30860,1
4903,30868,2
4904,30870,1
4905,30875,1
4906,30876,2
4907,30878,2
4908,30880,2
4909,30889,1
4910,30890,2
4911,30891,1
4912,30892,1
4913,30893,1
4914,31001,1
4915,31003,1
4916,31005,1
4917,31006,1
4918,31007,1
4919,31008,1
4920,31009,1
4921,31010,2
4922,31011,1
4923,31012,1
4924,31013,1
4925,31014,2
4926,31015,1
4927,31100,1
4928,31109,1
4929,31110,1
4930,31119,1
4931,31130,1
4932,31131,1
4933,31132,1
4934,31133,2
4935,31140,1
4936,31150,1
4937,31151,1
4938,31152,1
4939,31153,2
4940,31154,2
4941,31160,1
4942,31171,1
4943,31172,8
4944,31173,1
4945,31174,1
4946,31175,1
4947,31177,2
4948,31178,1
4949,31180,1
4950,31190,1
4951,31191,6
4952,31192,1
4953,31193,1
4954,31194,1
4955,31195,2
4956,31200,1
4957,31210,2
4958,31219,2
4959,31220,1
4960,31227,5
4961,31228,6
4962,31229,3
4963,31230,1
4964,31239,1
4965,31240,1
4966,31241,4
4967,31242,1
4968,31243,3
4969,31250,1
4970,31251,1
4971,31252,1
4972,31253,1
4973,31260,1
4974,31261,1
4975,31262,1
4976,31263,2
4977,31264,1
4978,31270,1
4979,31271,1
4980,31272,2
4981,31280,1
4982,31281,1
4983,31282,2
4984,31283,1
4985,31284,1
4986,31290,1
4987,31291,1
4988,31293,1
4989,31300,1
4990,31310,1
4991,31311,1
4992,31313,1
4993,31314,1
4994,31320,1
4995,31330,1
4996,31340,1
4997,31350,1
4998,31360,1
4999,31370,1
5000,31380,1
5001,31382,1
5002,31383,1
5003,31390,1
5004,31392,1
5005,31393,1
5006,31394,1
5007,31395,1
5008,31396,1
5009,31398,3
5010,31400,1
5011,31409,1
5012,31410,1
5013,31411,1
5014,31412,1
5015,31413,1
5016,31414,1
5017,31415,1
5018,31416,1
5019,31417,1
5020,31418,1
5021,31420,1
5022,31430,1
5023,31439,1
5024,31440,1
5025,31448,1
5026,31450,1
5027,31451,8
5028,31452,2
5029,31453,1
5030,31454,1
5031,31460,2
5032,31471,1
5033,31480,1
5034,31487,1
5035,31490,1
5036,31491,1
5037,31492,1
5038,31493,1
5039,31494,2
5040,31495,1
5041,31496,1
5042,31500,2
5043,31510,1
5044,31511,1
5045,31512,1
5046,31513,1
5047,31514,1
5048,31515,1
5049,31520,1
5050,31521,1
5051,31522,2
5052,31523,2
5053,31530,1
5054,31540,1
5055,31550,1
5056,31560,1
5057,31579,1
5058,31580,1
5059,31587,1
5060,31588,1
5061,31589,1
5062,31590,1
5063,31591,1
5064,31592,1
5065,31593,1
5066,31600,1
5067,31610,1
5068,31620,2
5069,31621,2
5070,31630,1
5071,31638,1
5072,31639,1
5073,31640,1
5074,31650,1
5075,31660,1
5076,31670,1
5077,31671,3
5078,31680,1
5079,31689,1
5080,31690,1
5081,31691,1
5082,31692,3
5083,31693,1
5084,31694,1
5085,31695,2
5086,31696,1
5087,31697,2
5088,31698,1
5089,31700,1
5090,31710,1
5091,31711,1
5092,31713,1
5093,31714,1
5094,31715,1
5095,31720,1
5096,31730,1
5097,31740,1
5098,31744,1
5099,31745,1
5100,31746,1
5101,31747,1
5102,31748,1
5103,31749,1
5104,31752,1
5105,31753,1
5106,31754,2
5107,31760,1
5108,31770,1
5109,31780,1
5110,31787,1
5111,31790,2
5112,31791,1
5113,31796,2
5114,31798,1
5115,31800,1
5116,31809,2
5117,31810,2
5118,31820,1
5119,31829,3
5120,31830,2
5121,31839,1
5122,31840,2
5123,31849,1
5124,31850,2
5125,31860,1
5126,31866,1
5127,31868,2
5128,31870,1
5129,31876,1
5130,31880,1
5131,31890,1
5132,31891,1
5133,31892,1
5134,32000,1
5135,32001,1
5136,32002,3
5137,32003,1
5138,32004,1
5139,32005,1
5140,32101,1
5141,32110,1
5142,32130,1
5143,32137,1
5144,32150,1
5145,32152,1
5146,32160,1
5147,32170,1
5148,32200,1
5149,32212,1
5150,32226,1
5151,32230,1
5152,32236,1
5153,32300,1
5154,32310,1
5155,32330,1
5156,32337,1
5157,32340,1
5158,32350,1
5159,32356,1
5160,32358,1
5161,32360,1
5162,32373,1
5163,32400,1
5164,32411,2
5165,32412,1
5166,32417,1
5167,32420,1
5168,32431,2
5169,32432,1
5170,32440,1
5171,32450,1
5172,32454,1
5173,32455,1
5174,32456,1
5175,32500,1
5176,32514,1
5177,32520,2
5178,32530,1
5179,32540,1
5180,32549,1
5181,32550,1
5182,32557,1
5183,32570,1
5184,32572,1
5185,32600,1
5186,32611,1
5187,32613,1
5188,32616,1
5189,32618,2
5190,32620,1
5191,32625,1
5192,32630,1
5193,32631,1
5194,32632,1
5195,32634,1
5196,32643,1
5197,32644,1
5198,32650,1
5199,32652,1
5200,32660,1
5201,32670,1
5202,32689,1
5203,32690,1
5204,32692,1
5205,32695,1
5206,32700,1
5207,32701,1
5208,32702,1
5209,32710,1
5210,32720,1
5211,32730,1
5212,32740,1
5213,32750,1
5214,32760,1
5215,32765,1
5216,32770,1
5217,32780,1
5218,32781,1
5219,32786,1
5220,32800,1
5221,32811,1
5222,32812,1
5223,32813,1
5224,32814,1
5225,32820,1
5226,32824,1
5227,32830,1
5228,32840,1
5229,32858,1
5230,32860,1
5231,32870,1
5232,32880,1
5233,32890,1
5234,32911,1
5235,32915,1
5236,32930,1
5237,33002,1
5238,33006,1
5239,33008,1
5240,33009,1
5241,33010,2
5242,33011,3
5243,33012,3
5244,33013,1
5245,33100,1
5246,33110,1
5247,33114,1
5248,33117,1
5249,33119,2
5250,33120,1
5251,33125,1
5252,33126,1
5253,33130,1
5254,33138,1
5255,33150,1
5256,33155,1
5257,33156,1
5258,33160,1
5259,33161,1
5260,33162,1
5261,33170,1
5262,33172,1
5263,33174,1
5264,33180,1
5265,33186,1
5266,33190,1
5267,33191,1
5268,33203,1
5269,33204,1
5270,33205,1
5271,33206,1
5272,33207,1
5273,33208,1
5274,33209,1
5275,33210,1
5276,33211,3
5277,33212,1
5278,33213,2
5279,33300,1
5280,33310,1
5281,33314,1
5282,33320,1
5283,33330,1
5284,33344,1
5285,33391,1
5286,33400,1
5287,33401,3
5288,33402,2
5289,33403,1
5290,33411,1
5291,33416,1
5292,33418,1
5293,33420,1
5294,33422,1
5295,33424,1
5296,33427,1
5297,33429,1
5298,33430,1
5299,33440,1
5300,33449,1
5301,33450,1
5302,33460,1
5303,33468,1
5304,33470,1
5305,33490,1
5306,33492,1
5307,33500,1
5308,33510,1
5309,33518,1
5310,33520,1
5311,33527,1
5312,33530,1
5313,33540,1
5314,33550,1
5315,33554,2
5316,33555,1
5317,33556,1
5318,33557,1
5319,33558,1
5320,33560,1
5321,33570,1
5322,33578,1
5323,33580,1
5324,33582,1
5325,33583,1
5326,33590,1
5327,33592,1
5328,33594,1
5329,33598,1
5330,33600,2
5331,33610,2
5332,33612,1
5333,33613,1
5334,33614,1
5335,33618,1
5336,33619,1
5337,33620,1
5338,33630,1
5339,33640,1
5340,33660,1
5341,33670,1
5342,33675,1
5343,33677,1
5344,33680,1
5345,33681,1
5346,33682,2
5347,33683,1
5348,33684,1
5349,33685,1
5350,33686,1
5351,33688,1
5352,33690,1
5353,33693,1
5354,33695,1
5355,33700,1
5356,33707,1
5357,33710,2
5358,33717,1
5359,33718,1
5360,33720,1
5361,33730,1
5362,33734,1
5363,33735,1
5364,33740,1
5365,33750,1
