,cp,municipio_limpio,provincia,uds_guardia_civil
881,28022,barajas,madrid,1
882,28027,madrid,madrid,1
883,28033,madrid,madrid,1
884,28035,el_pardo,madrid,1
885,28037,madrid,madrid,1
886,28038,madrid,madrid,1
887,28042,barajas,madrid,1
888,28042,madrid,madrid,1
889,28045,madrid,madrid,1
890,28046,madrid,madrid,1
891,28048,el_pardo,madrid,1
892,28071,el_pardo,madrid,1
893,28071,madrid,madrid,1
894,28100,alcobendas,madrid,1
895,28110,algete,madrid,1
896,28150,valdetorres_del_jarama,madrid,1
897,28160,caraba_a,madrid,1
898,28180,torrelaguna,madrid,1
899,28200,san_lorenzo_de_el_escorial,madrid,1
900,28210,valdemorillo,madrid,1
901,28220,majadahonda,madrid,1
902,28222,majadahonda,madrid,1
903,28223,pozuelo_de_alarcon,madrid,1
904,28231,las_rozas,madrid,1
905,28240,hoyo_de_manzanares,madrid,1
906,28250,torrelodones,madrid,1
907,28260,galapagar,madrid,1
908,28280,san_lorenzo_de_el_escorial,madrid,1
909,28294,robledo_de_chavela,madrid,1
910,28300,aranjuez,madrid,1
911,28320,pinto,madrid,1
912,28330,san_martin_de_la_vega,madrid,1
913,28340,valdemoro,madrid,1
914,28341,valdemoro,madrid,1
915,28342,valdemoro,madrid,1
916,28350,ciempozuelos,madrid,1
917,28370,chinchon,madrid,1
918,28380,colmenar_de_oreja,madrid,1
919,28400,collado_villalba,madrid,1
920,28410,manzanares_el_real,madrid,1
921,28412,cerceda_el_boalo,madrid,1
922,28440,guadarrama,madrid,1
923,28460,los_molinos,madrid,1
924,28470,cercedilla,madrid,1
925,28470,navacerrada,madrid,1
926,28490,becerril_de_la_sierra,madrid,1
927,28500,arganda_del_rey,madrid,1
928,28510,campo_real,madrid,1
929,28529,rivas_vaciamadrid,madrid,1
930,28530,morata_de_taju_a,madrid,1
931,28540,perales_de_tajuna,madrid,1
932,28590,villarejo_de_salvanes,madrid,1
933,28595,estremera,madrid,1
934,28597,fuentidue_a_de_tajo,madrid,1
935,28600,navalcarnero,madrid,1
936,28610,villamanta,madrid,1
937,28620,aldea_del_fresno,madrid,1
938,28630,villa_del_prado,madrid,1
939,28650,cenicientos,madrid,1
940,28660,boadilla_del_monte,madrid,1
941,28670,villaviciosa_de_odon,madrid,1
942,28680,san_martin_de_valdeiglesias,madrid,1
943,28690,brunete,madrid,1
944,28691,villanueva_de_la_ca_ada,madrid,1
945,28695,navas_del_rey,madrid,1
946,28710,el_molar,madrid,1
947,28730,buitrago_de_lozoya,madrid,1
948,28740,rascafria,madrid,1
949,28750,san_agustin_del_guadalix,madrid,1
950,28752,lozoyuela,madrid,1
951,28760,tres_cantos,madrid,1
952,28770,colmenar_viejo,madrid,1
953,28791,soto_del_real,madrid,1
954,28792,miraflores_de_la_sierra,madrid,1
955,28804,alcala_de_henares,madrid,1
956,28805,alcala_de_henares,madrid,1
957,28814,daganzo,madrid,1
958,28814,daganzo_de_arriba,madrid,1
959,28818,anchuelo,madrid,1
960,28840,mejorada_del_campo,madrid,1
961,28850,torrejn_de_ardoz,madrid,1
962,28850,torrejon_de_ardoz,madrid,1
963,28860,paracuellos_de_jarama,madrid,1
964,28880,meco,madrid,1
965,28890,loeches,madrid,1
966,28901,getafe,madrid,1
967,28914,leganes,madrid,1
968,28932,mostoles,madrid,1
969,28939,arroyomolinos,madrid,1
970,28943,fuenlabrada,madrid,1
971,28971,grinon,madrid,1
972,28981,parla,madrid,1
973,29002,malaga,malaga,1
974,29004,malaga,malaga,1
975,29009,malaga,malaga,1
976,29011,malaga,malaga,1
977,29049,benalmadena,malaga,1
978,29100,coin,malaga,1
979,29109,guaro,malaga,1
980,29120,alhaurin,malaga,1
981,29130,alhaurin_de_la_torre,malaga,1
982,29150,almogia,malaga,1
983,29160,casabermeja,malaga,1
984,29170,colmenar,malaga,1
985,29180,riogordo,malaga,1
986,29195,comare,malaga,1
987,29200,antequera,malaga,1
988,29210,cuevas_de_san_marco,malaga,1
989,29220,cuevas_bajas,malaga,1
990,29240,valle_de_abdalajis,malaga,1
991,29300,archidona,malaga,1
992,29310,villanueva_de_algaidas,malaga,1
993,29313,villanueva_del_trabuco,malaga,1
994,29315,villanueva_de_tapia,malaga,1
995,29320,campillos,malaga,1
996,29327,teba,malaga,1
997,29328,sierra_de_yeguas,malaga,1
998,29360,montejaque,malaga,1
999,29370,benaojan,malaga,1
1000,29380,cortes_de_la_frontera,malaga,1
1001,29400,ronda,malaga,1
1002,29411,yunquera,malaga,1
1003,29420,el_burgo,malaga,1
1004,29440,igualeja,malaga,1
1005,29480,gaucin,malaga,1
1006,29500,alora,malaga,1
1007,29520,fuente_de_piedra,malaga,1
1008,29530,alameda,malaga,1
1009,29532,mollina,malaga,1
1010,29550,ardales,malaga,1
1011,29560,pizarra,malaga,1
1012,29566,casarabonela,malaga,1
1013,29570,cartama,malaga,1
1014,29600,marbella,malaga,1
1015,29610,ojen,malaga,1
1016,29639,benalmadena,malaga,1
1017,29640,fuengirola,malaga,1
1018,29679,benahavis,malaga,1
1019,29680,estepona,malaga,1
1020,29690,casares,malaga,1
1021,29691,manilva,malaga,1
1022,29700,velez_malaga,malaga,1
1023,29710,periana,malaga,1
1024,29716,canillas_de_aceituno,malaga,1
1025,29718,almachar,malaga,1
1026,29730,rincon_de_la_victoria,malaga,1
1027,29750,algarrobo,malaga,1
1028,29754,competa,malaga,1
1029,29770,torrox,malaga,1
1030,29780,nerja,malaga,1
1031,30007,murcia,murcia,1
1032,3001,alicante,alicante,1
1033,3004,alicante,alicante,1
1034,30110,cabezo_torres,murcia,1
1035,3012,alicante,alicante,1
1036,30120,el_palmar,murcia,1
1037,30130,beniel,murcia,1
1038,30140,santomera,murcia,1
1039,30166,nomduermas,murcia,1
1040,30169,san_gines,murcia,1
1041,30170,mula,murcia,1
1042,30176,pliego,murcia,1
1043,30180,bullas,murcia,1
1044,30195,archivel,murcia,1
1045,30203,cartagena,murcia,1
1046,30320,fuente_alamo,murcia,1
1047,30330,albujon,murcia,1
1048,30360,la_union,murcia,1
1049,30366,el_algar,murcia,1
1050,30370,cabo_de_palos,murcia,1
1051,30400,caravaca_de_la_cruz,murcia,1
1052,30420,calasparra,murcia,1
1053,30430,cehegin,murcia,1
1054,30440,moratalla,murcia,1
1055,30500,molina_de_segura,murcia,1
1056,30510,yecla,murcia,1
1057,30520,jumilla,murcia,1
1058,30530,cieza,murcia,1
1059,30540,blanca,murcia,1
1060,30550,abaran,murcia,1
1061,30565,las_torres_de_cotillas,murcia,1
1062,30579,torreaguera,murcia,1
1063,30600,archena,murcia,1
1064,30620,fortuna,murcia,1
1065,30640,abanilla,murcia,1
1066,30700,torre_pacheco,murcia,1
1067,3071,alicante,alicante,1
1068,30710,los_alcazares,murcia,1
1069,30720,santiago_de_la_ribera_san_javier,murcia,1
1070,30740,san_pedro_del_pinatar,murcia,1
1071,30800,lorca,murcia,1
1072,30810,zarzilla_de_ramos,murcia,1
1073,30820,alcantarilla,murcia,1
1074,30840,alhama_de_murcia,murcia,1
1075,30850,totana,murcia,1
1076,30870,mazarron,murcia,1
1077,30880,aguilas,murcia,1
1078,30890,puerto_lumbreras,murcia,1
1079,3100,jijona,alicante,1
1080,31003,navarra,navarra,1
1081,31003,pamplona,navarra,1
1082,31003,tajonar,navarra,1
1083,31100,puente_la_reina,navarra,1
1084,31110,noain,navarra,1
1085,31140,artajona,navarra,1
1086,31191,beriain,navarra,1
1087,31200,estella,navarra,1
1088,31210,los_arcos,navarra,1
1089,31230,viana,navarra,1
1090,31253,miranda_de_arga,navarra,1
1091,31260,lerin,navarra,1
1092,31261,andosilla,navarra,1
1093,31271,eulate,navarra,1
1094,3130,santa_pola,alicante,1
1095,31300,tafalla,navarra,1
1096,31310,carcastillo,navarra,1
1097,31320,milagro,navarra,1
1098,31330,villafranca,navarra,1
1099,31340,marcilla,navarra,1
1100,31350,peralta,navarra,1
1101,31380,caparroso,navarra,1
1102,31390,olite,navarra,1
1103,3140,guardamar_del_segura,alicante,1
1104,31400,sanguesa,navarra,1
1105,31410,yesa,navarra,1
1106,31415,roncal,navarra,1
1107,31417,isaba,navarra,1
1108,31430,aoiz,navarra,1
1109,31440,lumbier,navarra,1
1110,31490,caseda,navarra,1
1111,3150,dolores,alicante,1
1112,31500,cascante,navarra,1
1113,31500,tudela,navarra,1
1114,31510,fustinana,navarra,1
1115,31514,valtierra,navarra,1
1116,31520,cascante,navarra,1
1117,31530,cortes,navarra,1
1118,31540,bunuel,navarra,1
1119,31560,azagra,navarra,1
1120,31570,san_adrian,navarra,1
1121,31580,lodosa,navarra,1
1122,31587,mendavia,navarra,1
1123,31590,castejon,navarra,1
1124,31591,corella,navarra,1
1125,31592,cintruenigo,navarra,1
1126,31593,fitero,navarra,1
1127,3160,almoradi,alicante,1
1128,31630,zubiri,navarra,1
1129,31640,auritz,navarra,1
1130,31680,ochagavia,navarra,1
1131,31700,baztan,navarra,1
1132,31711,urdazubi,navarra,1
1133,31720,mugairi,navarra,1
1134,31760,etxalar,navarra,1
1135,31780,bera,navarra,1
1136,31798,olague,navarra,1
1137,3180,torrevieja,alicante,1
1138,31800,altsasu,navarra,1
1139,31860,irurzun,navarra,1
1140,31870,lecumberri,navarra,1
1141,31880,leitza,navarra,1
1142,3191,el_pilar_de_la_horadada,alicante,1
1143,3193,san_miguel,alicante,1
1144,32005,orense,orense,1
1145,3203,elche,alicante,1
1146,32102,tamallancos,orense,1
1147,32130,san_cristovo_de_cea,orense,1
1148,32160,luintra,orense,1
1149,32200,cortegada,orense,1
1150,32220,puente_barjas_padrenda,orense,1
1151,32300,o_barco_de_valdeorras,orense,1
1152,32350,a_rua,orense,1
1153,32360,a_veiga,orense,1
1154,32373,beariz,orense,1
1155,32400,ribadavia,orense,1
1156,32420,a_gudi_a,orense,1
1157,32420,leiro,orense,1
1158,32500,calvos_de_randin,orense,1
1159,32500,carballino,orense,1
1160,32549,a_mezquita,orense,1
1161,32550,viana_do_bolo,orense,1
1162,32600,verin,orense,1
1163,32611,rios,orense,1
1164,32630,xinzo_de_limia,orense,1
1165,32633,baltar,orense,1
1166,32660,allariz,orense,1
1167,32689,cualedro,orense,1
1168,32695,trasmiras,orense,1
1169,32700,maceda,orense,1
1170,32702,vilar_de_barrio,orense,1
1171,32720,esgos,orense,1
1172,32760,castrocaldelas,orense,1
1173,32780,puebla_de_trives,orense,1
1174,32800,celanova,orense,1
1175,32810,freas_de_eiras,orense,1
1176,32840,bande,orense,1
1177,32850,lobeira,orense,1
1178,32860,entrimo,orense,1
1179,32870,lobios,orense,1
1180,32971,orense,orense,1
1181,3300,orihuela,alicante,1
1182,33011,oviedo,asturias,1
1183,3310,jacarilla,alicante,1
1184,33100,trubia,asturias,1
1185,33111,entrago_teverga,asturias,1
1186,33117,barzana,asturias,1
1187,33126,soto_del_barco,asturias,1
1188,33129,pravia,asturias,1
1189,33138,muros_de_nalon,asturias,1
1190,33154,el_pito,asturias,1
1191,33156,soto_de_lui_a,asturias,1
1192,33160,riosa,asturias,1
1193,33172,soto_de_la_ribera,asturias,1
1194,33180,nore_a,asturias,1
1195,33210,gijon,asturias,1
1196,33290,gijon,asturias,1
1197,3330,crevillente,alicante,1
1198,33300,villaviciosa,asturias,1
1199,33320,lastres,asturias,1
1200,33400,salinas,asturias,1
1201,33424,llanera,asturias,1
1202,33424,posada,asturias,1
1203,33430,candas_carre_o,asturias,1
1204,33440,luanco,asturias,1
1205,33450,piedras_blancas,asturias,1
1206,33459,ranon,asturias,1
1207,33462,aviles,asturias,1
1208,33470,cancienes,asturias,1
1209,33500,llanes,asturias,1
1210,33510,pola_de_siero,asturias,1
1211,33529,nava,asturias,1
1212,33530,infiesto,asturias,1
1213,33540,arriondas,asturias,1
1214,33550,cangas_de_onis,asturias,1
1215,33555,carre_a,asturias,1
1216,33560,ribadesella,asturias,1
1217,33570,panes,asturias,1
1218,33582,ceceda,asturias,1
1219,33589,covadonga,asturias,1
1220,33590,colombres,asturias,1
1221,3360,callosa_de_segura,alicante,1
1222,33600,mieres_del_camino,asturias,1
1223,33630,pola_lena,asturias,1
1224,33640,ujo_turon,asturias,1
1225,33670,moreda,asturias,1
1226,33686,cabanaquinta,asturias,1
1227,33690,lugo_de_llanera,asturias,1
1228,33700,luarca,asturias,1
1229,33710,navia,asturias,1
1230,33720,boal,asturias,1
1231,33730,grandas_de_salime,asturias,1
1232,33740,tapia_de_casariego,asturias,1
1233,33750,la_caridad,asturias,1
1234,33760,castropol,asturias,1
1235,33770,vegadeo,asturias,1
1236,33776,santa_eulalia_de_oscos,asturias,1
1237,33780,trevias,asturias,1
1238,33800,cangas_de_narcea,asturias,1
1239,33810,san_antolin_de_ibias,asturias,1
1240,33812,dega_a,asturias,1
1241,33820,grado,asturias,1
1242,33830,belmonte,asturias,1
1243,33840,somiedo,asturias,1
1244,33860,salas,asturias,1
1245,33870,tineo,asturias,1
1246,33873,navelgas,asturias,1
1247,33880,pola_de_allande,asturias,1
1248,33900,sama_de_langreo,asturias,1
1249,33919,anieves,asturias,1
1250,33930,sama_de_langreo,asturias,1
1251,33980,pola_de_laviana,asturias,1
1252,3400,villena,alicante,1
1253,34003,palencia,palencia,1
1254,34100,salda_a,palencia,1
1255,34120,carrion_de_los_condes,palencia,1
1256,34131,villoldo,palencia,1
1257,34140,villarramiel,palencia,1
1258,34148,meneses_de_campos,palencia,1
1259,34160,ampudia,palencia,1
1260,3420,castalla,alicante,1
1261,34200,venta_de_ba_os,palencia,1
1262,34210,due_as,palencia,1
1263,34218,cevico_de_la_torre,palencia,1
1264,34230,torquemada,palencia,1
1265,34240,baltanas,palencia,1
1266,34247,cevico_navero,palencia,1
1267,34248,antig_edad,palencia,1
1268,34250,quintana_del_puente,palencia,1
1269,3430,onil,alicante,1
1270,34300,paredes_de_nava,palencia,1
1271,34310,becerril_de_campos,palencia,1
1272,34330,frechilla,palencia,1
1273,34337,fuente_de_nava,palencia,1
1274,34340,villada,palencia,1
1275,3440,ibi,alicante,1
1276,34400,herrera_de_pisuerga,palencia,1
1277,34420,amusco,palencia,1
1278,34440,fromista,palencia,1
1279,34440,herrera_de_pisuerga,palencia,1
1280,34450,astudillo,palencia,1
1281,34460,osorno,palencia,1
1282,34472,buenavista,palencia,1
1283,34478,castrillo_de_villavega,palencia,1
1284,34480,alar_del_rey,palencia,1
1285,3450,ba_eres,alicante,1
1286,34800,aguilar_de_campoo,palencia,1
1287,34820,barruelo_de_santullan,palencia,1
1288,34830,salinas_de_pisuerga,palencia,1
1289,34840,cervera_de_pisuerga,palencia,1
1290,34847,san_salvador,palencia,1
1291,34870,santiba_ez_de_la_pe_a,palencia,1
1292,34880,guardo,palencia,1
1293,34886,velilla_del_rio_carrion,palencia,1
1294,3500,benidorm,alicante,1
1295,35016,las_palmas_de_gran_canaria,las_palmas,1
1296,3509,finestrat,alicante,1
1297,3510,callosa_de_ensarria,alicante,1
1298,35100,maspalomas,las_palmas,1
1299,35110,santa_lucia,las_palmas,1
1300,35120,arguineguin_mogan,las_palmas,1
1301,35130,puerto_rico,las_palmas,1
1302,35260,aguimes,las_palmas,1
1303,35328,vega_de_san_mateo,las_palmas,1
1304,35330,teror,las_palmas,1
1305,35360,tejeda,las_palmas,1
1306,35400,arucas,las_palmas,1
1307,35450,santa_maria_de_guia,las_palmas,1
1308,35470,san_nicolas_de_tolentino,las_palmas,1
1309,35480,agaete,las_palmas,1
1310,3550,san_juan_de_alicante,alicante,1
1311,35500,arrecife,las_palmas,1
1312,35509,costa_teguise,las_palmas,1
1313,35509,san_bartolome_de_lanzarote,las_palmas,1
1314,35510,tias,las_palmas,1
1315,35550,san_bartolome_de_lanzarote,las_palmas,1
1316,35570,yaiza,las_palmas,1
1317,3560,campello,alicante,1
1318,35600,puerto_del_rosario,las_palmas,1
1319,35620,gran_tarajal,las_palmas,1
1320,35620,gran_tarajal_tuineje,las_palmas,1
1321,35625,pajara,las_palmas,1
1322,35660,corralejo_oliva_la,las_palmas,1
1323,3570,villajoyosa,alicante,1
1324,3590,altea,alicante,1
1325,36004,marin,pontevedra,1
1326,36004,pontevedra_poio,pontevedra,1
1327,36005,pontevedra_poio,pontevedra,1
1328,36130,cerdedo,pontevedra,1
1329,36141,vilaboa,pontevedra,1
1330,36164,pontevedra,pontevedra,1
1331,36201,vigo,pontevedra,1
1332,36203,vigo,pontevedra,1
1333,3630,sax,alicante,1
1334,36300,baiona,pontevedra,1
1335,36318,vigo,pontevedra,1
1336,36380,gondomar,pontevedra,1
1337,3640,monovar,alicante,1
1338,36410,porri_o,pontevedra,1
1339,36416,mos,pontevedra,1
1340,36430,arbo,pontevedra,1
1341,36459,salvatierra_de_mi_o,pontevedra,1
1342,3650,pinoso,alicante,1
1343,36500,lalin,pontevedra,1
1344,36530,rodeiro,pontevedra,1
1345,36540,silleda,pontevedra,1
1346,36559,forcarei,pontevedra,1
1347,36590,cruces,pontevedra,1
1348,3660,novelda,alicante,1
1349,36600,vilagarcia_de_arousa,pontevedra,1
1350,36630,cambados,pontevedra,1
1351,36645,valga,pontevedra,1
1352,36650,caldas_de_reis,pontevedra,1
1353,36670,cuntis,pontevedra,1
1354,36680,a_estrada,pontevedra,1
1355,36690,arcade_sotomaior,pontevedra,1
1356,36700,tui,pontevedra,1
1357,36740,tomi_o,pontevedra,1
1358,36780,a_guarda,pontevedra,1
1359,3680,aspe,alicante,1
1360,36820,ponte_caldelas,pontevedra,1
1361,36847,fornelos_de_montes,pontevedra,1
1362,36860,ponteareas,pontevedra,1
1363,36872,o_covelo,pontevedra,1
1364,36885,a_ca_iza,pontevedra,1
1365,3690,san_vicente_del_raspeig,alicante,1
1366,36900,marin,pontevedra,1
1367,36940,cangas,pontevedra,1
1368,36950,moa_a,pontevedra,1
1369,36960,sanxenxo,pontevedra,1
1370,36989,o_grove,pontevedra,1
1371,3700,denia,alicante,1
1372,37008,salamanca,salamanca,1
1373,3710,calpe,alicante,1
1374,37100,ledesma,salamanca,1
1375,37160,villarino,salamanca,1
1376,37171,monleras,salamanca,1
1377,37183,san_pedro_de_rozados,salamanca,1
1378,37184,villares_de_la_reina,salamanca,1
1379,3720,benissa,alicante,1
1380,37200,la_fuente_de_san_esteban,salamanca,1
1381,37210,vitigudino,salamanca,1
1382,37240,lumbrales,salamanca,1
1383,3725,teulada,alicante,1
1384,37250,aldeadavila_de_la_ribera,salamanca,1
1385,37255,barrueco_pardo,salamanca,1
1386,37260,villavieja_de_yeltes,salamanca,1
1387,3727,jalon,alicante,1
1388,3730,javea,alicante,1
1389,37300,penaranda_de_bracamonte,salamanca,1
1390,37310,macotera,salamanca,1
1391,37339,villoria,salamanca,1
1392,3740,gata_de_gorgos,alicante,1
1393,37400,cantalapiedra,salamanca,1
1394,37447,rollan,salamanca,1
1395,37470,sancti_spiritus,salamanca,1
1396,37480,fuentes_de_onoro,salamanca,1
1397,3750,pedreguer,alicante,1
1398,37500,ciudad_rodrigo,salamanca,1
1399,37510,fuenteguinaldo,salamanca,1
1400,37524,el_payo,salamanca,1
1401,37542,navasfrias,salamanca,1
1402,37600,tamames,salamanca,1
1403,37624,la_alberca,salamanca,1
1404,3770,vergel,alicante,1
1405,37700,bejar,salamanca,1
1406,37724,lagunilla,salamanca,1
1407,37730,ledrada,salamanca,1
1408,37760,linares_de_riofrio,salamanca,1
1409,37770,guijuelo,salamanca,1
1410,37785,galinduste,salamanca,1
1411,3780,pego,alicante,1
1412,37800,alba_de_tormes,salamanca,1
1413,37900,santa_marta_de_tormes,salamanca,1
1414,3800,alcoy,alicante,1
1415,38001,santa_cruz_de_tenerife,santa_cruz_de_tenerife,1
1416,38010,santa_cruz_de_tenerife,santa_cruz_de_tenerife,1
1417,38010,tenerife,santa_cruz_de_tenerife,1
1418,3820,cocentaina,alicante,1
1419,38206,san_cristobal_de_la_laguna,santa_cruz_de_tenerife,1
1420,38206,tenerife,santa_cruz_de_tenerife,1
1421,3830,muro_del_alcoy,alicante,1
1422,38300,la_orotava,santa_cruz_de_tenerife,1
1423,38350,tacoronte,santa_cruz_de_tenerife,1
1424,38380,la_victoria_de_acentejo,santa_cruz_de_tenerife,1
1425,38400,puerto_de_la_cruz,santa_cruz_de_tenerife,1
1426,38430,icod_de_los_vinos,santa_cruz_de_tenerife,1
1427,38450,garachico,santa_cruz_de_tenerife,1
1428,38480,buenavista_del_norte,santa_cruz_de_tenerife,1
1429,38500,guimar,santa_cruz_de_tenerife,1
1430,38530,candelaria,santa_cruz_de_tenerife,1
1431,38570,fasnia,santa_cruz_de_tenerife,1
1432,38588,arico,santa_cruz_de_tenerife,1
1433,38600,granadilla_de_abona,santa_cruz_de_tenerife,1
1434,38660,arona,santa_cruz_de_tenerife,1
1435,38670,adeje,santa_cruz_de_tenerife,1
1436,38680,guiadeisora,santa_cruz_de_tenerife,1
1437,38687,playa_san_juan,santa_cruz_de_tenerife,1
1438,38700,santa_cruz_de_la_palma,santa_cruz_de_tenerife,1
1439,38720,san_andres_y_sauces,santa_cruz_de_tenerife,1
1440,38750,el_paso,santa_cruz_de_tenerife,1
1441,38760,los_llanos_de_aridane,santa_cruz_de_tenerife,1
1442,38780,tijarafe,santa_cruz_de_tenerife,1
1443,38800,alajero,santa_cruz_de_tenerife,1
1444,38800,san_sebastian_de_la_gomera,santa_cruz_de_tenerife,1
1445,38820,hermigua,santa_cruz_de_tenerife,1
1446,38840,vallehermoso,santa_cruz_de_tenerife,1
1447,38870,valle_gran_rey,santa_cruz_de_tenerife,1
1448,38900,valverde_del_hierro,santa_cruz_de_tenerife,1
1449,39009,santander,cantabria,1
1450,39011,santander,cantabria,1
1451,39071,santander,cantabria,1
1452,39130,pedrena,cantabria,1
1453,39160,galizano,cantabria,1
1454,39180,noja,cantabria,1
1455,39200,reinosa,cantabria,1
1456,39211,espinilla,cantabria,1
1457,39220,polientes,cantabria,1
1458,39312,villanueva_del_rosario,malaga,1
1459,39313,polanco,cantabria,1
1460,39317,torrelavega,cantabria,1
1461,39330,santillana_del_mar,cantabria,1
1462,39340,suances,cantabria,1
1463,39400,los_corrales_de_buelna,cantabria,1
1464,39430,molledo,cantabria,1
1465,39470,renedo,cantabria,1
1466,39500,cabezon_de_la_sal,cantabria,1
1467,39510,cabuerniga,cantabria,1
1468,39520,comillas,cantabria,1
1469,39540,san_vicente_de_la_barquera,cantabria,1
1470,39548,pesues,cantabria,1
1471,39554,puentemansa,cantabria,1
1472,39570,potes,cantabria,1
1473,39600,camargo,cantabria,1
1474,39600,maliano,cantabria,1
1475,39610,el_astillero,cantabria,1
1476,39680,ontaneda,cantabria,1
1477,39685,vega_de_pas,cantabria,1
1478,39694,santa_maria_de_cayon,cantabria,1
1479,39696,selaya,cantabria,1
1480,39700,castro_urdiales,cantabria,1
1481,39724,valdecilla,cantabria,1
1482,39730,beranga,cantabria,1
1483,39740,santo_a,cantabria,1
1484,39740,santona,cantabria,1
1485,39764,badames,cantabria,1
1486,39770,laredo,cantabria,1
1487,39776,liendo,cantabria,1
1488,39780,guriezo,cantabria,1
1489,39800,ramales_de_la_victoria,cantabria,1
1490,39840,ampuero,cantabria,1
1491,40006,segovia,segovia,1
1492,4002,almeria,almeria,1
1493,4004,almeria,almeria,1
1494,4006,almeria,almeria,1
1495,40100,san_ildefonso_o_la_granja,segovia,1
1496,40134,sangarcia,segovia,1
1497,40150,villacastin,segovia,1
1498,40161,navafria,segovia,1
1499,40165,pradena,segovia,1
1500,40172,pedraza,segovia,1
1501,40200,cuellar,segovia,1
1502,40237,sacramenia,segovia,1
1503,40270,carbonero_el_mayor,segovia,1
1504,40280,navalmanzano,segovia,1
1505,40300,sepulveda,segovia,1
1506,40320,cantalejo,segovia,1
1507,40340,aguilafuente,segovia,1
1508,40352,lastras_de_cuellar,segovia,1
1509,40355,fuente_sauco_de_fuentidue_a,segovia,1
1510,40360,cantimpalos,segovia,1
1511,40370,turegano,segovia,1
1512,40400,el_espinar,segovia,1
1513,40410,san_rafael,segovia,1
1514,40420,la_losa,segovia,1
1515,40422,otero_de_herreros,segovia,1
1516,40430,bernardos,segovia,1
1517,40440,santa_maria_la_real_de_nieva,segovia,1
1518,40446,martin_mu_oz,segovia,1
1519,40450,nava_de_asuncion,segovia,1
1520,40468,montejo_de_arevalo,segovia,1
1521,40480,coca,segovia,1
1522,40500,riaza,segovia,1
1523,40520,ayllon,segovia,1
1524,40560,boceguillas,segovia,1
1525,4100,nijar,almeria,1
1526,41012,sevilla,sevilla,1
1527,41013,sevilla,sevilla,1
1528,41019,sevilla,sevilla,1
1529,41089,sevilla,sevilla,1
1530,41110,bollullos_de_la_mitacion,sevilla,1
1531,41130,la_puebla_del_rio,sevilla,1
1532,41140,islamayor,sevilla,1
1533,4118,san_jose,almeria,1
1534,41200,alcala_del_rio,sevilla,1
1535,41210,guillena,sevilla,1
1536,41230,castilblanco_de_los_arroyos,sevilla,1
1537,41240,almaden_de_la_plata,sevilla,1
1538,41250,real_de_la_jara,sevilla,1
1539,41300,la_rinconada,sevilla,1
1540,41309,la_rinconada,sevilla,1
1541,41310,brenes,sevilla,1
1542,41318,villaverde_del_rio,sevilla,1
1543,41320,cantillana,sevilla,1
1544,41340,tocina,sevilla,1
1545,41360,el_pedroso,sevilla,1
1546,41370,cazalla_de_la_sierra,sevilla,1
1547,41380,alanis_de_la_sierra,sevilla,1
1548,41390,guadalcanal,sevilla,1
1549,4140,carboneras,almeria,1
1550,41400,ecija,sevilla,1
1551,41410,carmona,sevilla,1
1552,41420,fuentes_de_andalucia,sevilla,1
1553,41429,la_campana,sevilla,1
1554,41430,la_luisiana,sevilla,1
1555,41439,canada_rosal,sevilla,1
1556,41440,lora_del_rio,sevilla,1
1557,41450,constantina,sevilla,1
1558,41460,navas_de_la_concepcion,sevilla,1
1559,41470,penaflor,sevilla,1
1560,41479,puebla_de_los_infantes,sevilla,1
1561,4150,el_cabo_de_gata,almeria,1
1562,41500,alcala_de_guadaira,sevilla,1
1563,41510,mairena_del_alcor,sevilla,1
1564,41530,moron_de_la_frontera,sevilla,1
1565,41540,puebla_de_cazalla,sevilla,1
1566,41560,estepa,sevilla,1
1567,41567,herrera,sevilla,1
1568,41570,badolatosa,sevilla,1
1569,41580,casariche,sevilla,1
1570,41590,la_roda_de_andalucia,sevilla,1
1571,41600,arahal,sevilla,1
1572,41610,paradas,sevilla,1
1573,41620,marchena,sevilla,1
1574,41630,la_lantejuela,sevilla,1
1575,41640,osuna,sevilla,1
1576,41657,los_corrales,sevilla,1
1577,41660,villanueva_de_san_juan,sevilla,1
1578,41670,pruna,sevilla,1
1579,41700,dos_hermanas,sevilla,1
1580,41710,utrera,sevilla,1
1581,41720,los_palacios,sevilla,1
1582,41740,lebrija,sevilla,1
1583,41749,el_cuervo,sevilla,1
1584,41760,el_coronil,sevilla,1
1585,41770,montellano,sevilla,1
1586,41800,sanlucar_la_mayor,sevilla,1
1587,41804,olivares,sevilla,1
1588,41840,pilas,sevilla,1
1589,41849,aznalcazar,sevilla,1
1590,41850,villamanrique_de_la_condesa,sevilla,1
1591,41860,gerena,sevilla,1
1592,41870,aznalcollar,sevilla,1
1593,41880,el_ronquillo,sevilla,1
1594,41890,el_castillo_de_las_guardas,sevilla,1
1595,41909,salteras,sevilla,1
1596,41920,san_juan_de_aznalfarache,sevilla,1
1597,41927,mairena_del_aljarafe,sevilla,1
1598,41950,castilleja_de_la_cuesta,sevilla,1
1599,41960,gines,sevilla,1
1600,41970,santiponce,sevilla,1
1601,41980,la_algaba,sevilla,1
1602,4200,tabernas,almeria,1
1603,42004,soria,soria,1
1604,42100,agreda,soria,1
1605,42110,olvega,soria,1
1606,42120,gomara,soria,1
1607,42125,deza,soria,1
1608,42140,san_leonardo_de_yague,soria,1
