,codigo_postal,municipio_limpio,provincia,num_colegios_privados,num_colegios_publicos
0,00000,a_coruna,a_coruna,6.0,
1,00000,a_pontenova,lugo,,1.0
2,00000,abad,pontevedra,1.0,
3,00000,alivia,a_coruna,,1.0
4,00000,aranda_de_duero,burgos,,1.0
5,00000,arroyo_de_la_encomienda,valladolid,,1.0
6,00000,betanzos,a_coruna,1.0,
7,00000,biduido_de_arriba,a_coruna,1.0,
8,00000,boecillo,valladolid,,1.0
9,00000,caceres,caceres,,1.0
10,00000,cambados,pontevedra,,1.0
11,00000,ceo,pontevedra,,1.0
12,00000,ciudad_real,ciudad_real,1.0,
13,00000,doninos_de_salamanca,salamanca,,1.0
14,00000,el_barraco,avila,,1.0
15,00000,fisterra,a_coruna,1.0,
16,00000,fontan,a_coruna,,1.0
17,00000,garrida,pontevedra,1.0,
18,00000,guadalajara,guadalajara,1.0,
19,00000,laguna_de_duero,valladolid,,1.0
20,00000,lugo,lugo,4.0,
21,00000,o_barco,ourense,,1.0
22,00000,o_carballino,ourense,1.0,
23,00000,ourense,ourense,2.0,
24,00000,parque_montouto,a_coruna,1.0,
25,00000,pedrajas_de_san_esteban,valladolid,,1.0
26,00000,penaranda_de_bracamonte,salamanca,,1.0
27,00000,penarredonda,a_coruna,1.0,
28,00000,portobravo,a_coruna,,1.0
29,00000,rabade,lugo,,1.0
30,00000,renedo_de_esgueva,valladolid,,1.0
31,00000,salamanca,salamanca,,1.0
32,00000,santiago_de_compostela,a_coruna,1.0,
33,00000,silleda,pontevedra,1.0,
34,00000,soria,soria,,1.0
35,00000,toledo,toledo,1.0,
36,00000,tudela_de_duero,valladolid,,1.0
37,00000,valladolid,valladolid,,1.0
38,00000,venta_de_banos,palencia,,1.0
39,00000,verin,ourense,1.0,
40,00000,vigo,pontevedra,8.0,
41,00000,vilanova_de_arousa,pontevedra,1.0,
42,00000,villamuriel_de_cerrato,palencia,,1.0
43,00000,xove,lugo,,1.0
44,00000,zaratan,valladolid,,1.0
45,01000,vitoria_gasteiz,araba,3.0,1.0
46,01001,vitoria_gasteiz,araba,1.0,3.0
47,01002,vitoria_gasteiz,araba,3.0,11.0
48,01003,vitoria_gasteiz,araba,3.0,8.0
49,01004,vitoria_gasteiz,araba,1.0,1.0
50,01005,vitoria_gasteiz,araba,7.0,
51,01006,vitoria_gasteiz,araba,6.0,7.0
52,01007,krispina,araba,1.0,
53,01007,vitoria_gasteiz,araba,9.0,4.0
54,01008,vitoria_gasteiz,araba,5.0,4.0
55,01009,vitoria_gasteiz,araba,1.0,5.0
56,01010,vitoria_gasteiz,araba,4.0,19.0
57,01012,vitoria_gasteiz,araba,1.0,5.0
58,01013,abetxuko,araba,1.0,
59,01013,gamarra_mayor,araba,,1.0
60,01013,vitoria_gasteiz,araba,1.0,7.0
61,01015,vitoria_gasteiz,araba,4.0,7.0
62,01085,vitoria_gasteiz,araba,,1.0
63,01110,santa_cruz_de_campezo,araba,,3.0
64,01118,bernedo,araba,,1.0
65,01120,maeztu,araba,,2.0
66,01130,murgia,araba,,2.0
67,01138,gopegi,araba,,2.0
68,01139,sarria,araba,,1.0
69,01160,ibarra,araba,,2.0
70,01170,legutio,araba,,3.0
71,01190,ehari,araba,,1.0
72,01192,arkauti,araba,,1.0
73,01193,trokoniz,araba,1.0,
74,01200,agurain,araba,1.0,5.0
75,01206,ozaeta,araba,,1.0
76,01208,albeiz,araba,,1.0
77,01211,berantevilla,araba,,1.0
78,01213,rivabellosa,araba,,1.0
79,01220,manzanos,araba,1.0,
80,01230,nanclares_de_la_oca,araba,1.0,3.0
81,01240,alegria_dulantzi,araba,,3.0
82,01250,araia,araba,,2.0
83,01300,laguardia,araba,,3.0
84,01306,lapuebla_de_labarca,araba,1.0,
85,01307,banos_de_ebro,araba,1.0,
86,01307,samaniego,araba,1.0,1.0
87,01307,villabuena_de_alava,araba,1.0,
88,01308,lanciego,araba,,1.0
89,01320,oyon_oion,araba,1.0,2.0
90,01330,labastida,araba,2.0,2.0
91,01340,elciego,araba,,2.0
92,01400,laudio,araba,4.0,8.0
93,01409,irabien,araba,,2.0
94,01420,pobes,araba,,1.0
95,01426,villanueva_de_valdegovia,araba,,2.0
96,01440,izarra,araba,,3.0
97,01470,amurrio,araba,3.0,6.0
98,01474,artziniega,araba,1.0,2.0
99,01477,menagarai,araba,1.0,
100,01477,quejana,araba,,1.0
101,01477,zuaza,araba,,1.0
102,01520,durana,araba,,2.0
103,02001,albacete,albacete,6.0,7.0
104,02002,albacete,albacete,6.0,9.0
105,02003,albacete,albacete,7.0,4.0
106,02004,albacete,albacete,8.0,4.0
107,02005,albacete,albacete,10.0,9.0
108,02006,albacete,albacete,13.0,34.0
109,02007,albacete,albacete,2.0,
110,02008,albacete,albacete,,1.0
111,02049,aguas_nuevas,albacete,,4.0
112,02071,albacete,albacete,,2.0
113,02100,tarazona_de_la_mancha,albacete,,4.0
114,02110,la_gineta,albacete,,2.0
115,02120,penas_de_san_pedro,albacete,,2.0
116,02127,la_solana,albacete,,1.0
117,02130,bogarra,albacete,,1.0
118,02138,la_dehesa_del_val,albacete,,1.0
119,02140,el_salobral,albacete,,1.0
120,02141,pozohondo,albacete,,2.0
121,02142,nava_de_abajo,albacete,,1.0
122,02150,valdeganga,albacete,,2.0
123,02151,casas_de_juan_nunez,albacete,,2.0
124,02153,carcelen,albacete,,1.0
125,02155,tinajeros,albacete,,1.0
126,02156,la_felipa,albacete,,1.0
127,02160,lezuza,albacete,,3.0
128,02200,casas_ibanez,albacete,,4.0
129,02210,alcala_del_jucar,albacete,,2.0
130,02212,casas_de_ves,albacete,,1.0
131,02215,alborea,albacete,,2.0
132,02220,motilleja,albacete,,1.0
133,02230,madrigueras,albacete,,5.0
134,02240,mahora,albacete,,2.0
135,02246,navas_de_jorquera,albacete,,1.0
136,02247,cenizate,albacete,,3.0
137,02250,abengibre,albacete,,2.0
138,02253,golosalvo,albacete,,1.0
139,02260,fuentealbilla,albacete,,2.0
140,02270,villamalea,albacete,,4.0
141,02300,alcaraz,albacete,,4.0
142,02315,vianos,albacete,,1.0
143,02316,reolid,albacete,,1.0
144,02316,salobre,albacete,,1.0
145,02320,balazote,albacete,,4.0
146,02326,san_pedro,albacete,,1.0
147,02328,santa_ana,albacete,,1.0
148,02340,robledo,albacete,,1.0
149,02350,villapalacios,albacete,,1.0
150,02400,hellin,albacete,5.0,19.0
151,02410,lietor,albacete,,2.0
152,02420,isso,albacete,,2.0
153,02430,elche_de_la_sierra,albacete,2.0,4.0
154,02434,letur,albacete,,1.0
155,02435,socovos,albacete,,3.0
156,02436,ferez,albacete,,2.0
157,02437,tazona,albacete,,1.0
158,02440,molinicos,albacete,,1.0
159,02450,riopar,albacete,,3.0
160,02480,yeste,albacete,,4.0
161,02484,arguellite,albacete,,1.0
162,02485,tus,albacete,,1.0
163,02489,graya,albacete,,1.0
164,02490,agramon,albacete,,2.0
165,02500,tobarra,albacete,1.0,6.0
166,02510,pozo_canada,albacete,1.0,4.0
167,02520,chinchilla_de_monte_aragon,albacete,,4.0
168,02530,nerpio,albacete,,4.0
169,02600,villarrobledo,albacete,5.0,18.0
170,02610,el_bonillo,albacete,,4.0
171,02611,ossa_de_montiel,albacete,,4.0
172,02612,munera,albacete,,4.0
173,02620,minaya,albacete,,2.0
174,02630,la_roda,albacete,4.0,10.0
175,02636,villalgordo_del_jucar,albacete,,3.0
176,02639,barrax,albacete,,2.0
177,02640,almansa,albacete,5.0,17.0
178,02650,montealegre_del_castillo,albacete,,2.0
179,02651,fuente_alamo,albacete,,4.0
180,02652,ontur,albacete,,2.0
181,02653,albatana,albacete,,2.0
182,02660,caudete,albacete,4.0,7.0
183,02690,alpera,albacete,,4.0
184,02691,bonete,albacete,,2.0
185,02692,petrola,albacete,,1.0
186,02694,higueruela,albacete,,2.0
187,02696,hoya_gonzalo,albacete,,2.0
188,03001,alicante,alicante,1.0,2.0
189,03002,alicante,alicante,,2.0
190,03004,alicante,alicante,1.0,5.0
191,03005,alicante,alicante,19.0,12.0
192,03006,alicante,alicante,5.0,4.0
193,03007,alicante,alicante,5.0,7.0
194,03008,alicante,alicante,6.0,6.0
195,03009,alicante,alicante,1.0,5.0
196,03010,alicante,alicante,6.0,7.0
197,03011,alicante,alicante,,8.0
198,03012,alicante,alicante,8.0,2.0
199,03013,alicante,alicante,1.0,1.0
200,03014,alicante,alicante,,9.0
201,03015,alicante,alicante,6.0,6.0
202,03016,alicante,alicante,11.0,1.0
203,03100,xixona,alicante,1.0,5.0
204,03108,torremanzanas,alicante,,1.0
205,03109,tibi,alicante,,1.0
206,03110,mutxamel,alicante,5.0,8.0
207,03111,busot,alicante,,2.0
208,03112,alicante,alicante,5.0,1.0
209,03113,alicante,alicante,,1.0
210,03113,rebolledo,alicante,,1.0
211,03114,el_bacarot,alicante,,2.0
212,03130,santa_pola,alicante,5.0,11.0
213,03139,elche,alicante,1.0,
214,03139,vallverda,alicante,,1.0
215,03140,guardamar_del_segura,alicante,1.0,6.0
216,03150,dolores,alicante,2.0,6.0
217,03158,catral,alicante,3.0,5.0
218,03159,daya_nueva,alicante,1.0,2.0
219,03160,almoradi,alicante,3.0,6.0
220,03169,algorfa,alicante,1.0,2.0
221,03170,rojales,alicante,3.0,4.0
222,03177,san_fulgencio,alicante,1.0,4.0
223,03178,benijofar,alicante,,2.0
224,03179,almoradi,alicante,,1.0
225,03179,formentera_del_segura,alicante,,3.0
226,03180,torrevieja,alicante,1.0,
227,03181,torrevieja,alicante,1.0,3.0
228,03182,torrevieja,alicante,2.0,1.0
229,03183,torrevieja,alicante,2.0,12.0
230,03184,torrevieja,alicante,2.0,3.0
231,03185,torrevieja,alicante,,2.0
232,03187,los_montesinos,alicante,,5.0
233,03189,orihuela_costa,alicante,,4.0
234,03190,pilar_de_la_horadada,alicante,1.0,7.0
235,03193,san_miguel_de_salinas,alicante,4.0,5.0
236,03194,la_marina,alicante,,1.0
237,03195,el_altet,alicante,1.0,1.0
238,03201,elche,alicante,5.0,2.0
239,03202,elche,alicante,9.0,11.0
240,03203,elche,alicante,12.0,18.0
241,03204,elche,alicante,,10.0
242,03205,elche,alicante,2.0,13.0
243,03206,elche,alicante,3.0,11.0
244,03207,altabix,alicante,,1.0
245,03290,elche,alicante,1.0,
246,03292,las_bayas,alicante,,1.0
247,03293,elche,alicante,1.0,
248,03294,la_foia,alicante,,2.0
249,03295,elche,alicante,2.0,
250,03295,la_perleta,alicante,,1.0
251,03296,algoda_matola,alicante,1.0,2.0
252,03296,elche,alicante,,1.0
253,03300,orihuela,alicante,9.0,16.0
254,03310,jacarilla,alicante,1.0,1.0
255,03310,molins,alicante,,1.0
256,03311,la_aparecida,alicante,,1.0
257,03311,raiguero_de_bonanza,alicante,1.0,1.0
258,03312,arneva,alicante,,1.0
259,03312,los_desamparados,alicante,,1.0
260,03313,hurchillo,alicante,,1.0
261,03313,torremendo,alicante,,1.0
262,03314,san_bartolome,alicante,1.0,1.0
263,03315,la_murada,alicante,,2.0
264,03316,benferri,alicante,,1.0
265,03316,parroquia_de_la_matanza,alicante,,1.0
266,03320,torrellano,alicante,2.0,3.0
267,03325,la_campaneta,alicante,,1.0
268,03330,crevillent,alicante,4.0,11.0
269,03330,la_estacion,alicante,,1.0
270,03330,san_felipe_neri,alicante,,1.0
271,03339,el_realengo,alicante,,1.0
272,03340,albatera,alicante,3.0,6.0
273,03348,granja_de_rocamora,alicante,1.0,1.0
274,03349,san_isidro,alicante,2.0,2.0
275,03350,cox,alicante,2.0,4.0
276,03360,callosa_de_segura,alicante,4.0,8.0
277,03369,rafal,alicante,1.0,3.0
278,03370,redovan,alicante,2.0,3.0
279,03380,bigastro,alicante,2.0,5.0
280,03390,benejuzar,alicante,,4.0
281,03400,villena,alicante,7.0,14.0
282,03409,canada,alicante,1.0,1.0
283,03410,biar,alicante,1.0,4.0
284,03420,castalla,alicante,4.0,4.0
285,03430,onil,alicante,1.0,5.0
286,03440,ibi,alicante,4.0,11.0
287,03450,banyeres_de_mariola,alicante,3.0,5.0
288,03459,alfafara,alicante,,1.0
289,03460,beneixama,alicante,,1.0
290,03469,campo_de_mirra,alicante,1.0,1.0
291,03501,benidorm,alicante,3.0,2.0
292,03502,benidorm,alicante,4.0,14.0
293,03503,benidorm,alicante,4.0,9.0
294,03509,finestrat,alicante,2.0,3.0
295,03510,callosa_d_en_sarria,alicante,2.0,5.0
296,03516,benimantell,alicante,,1.0
297,03517,beniarda,alicante,,1.0
298,03517,benifato,alicante,,1.0
299,03517,el_castell_de_guadalest,alicante,,1.0
300,03518,bolulla,alicante,,1.0
301,03518,tarbena,alicante,,1.0
302,03520,polop,alicante,,1.0
303,03530,la_nucia,alicante,2.0,5.0
304,03540,alicante,alicante,8.0,9.0
305,03550,sant_joan_d_alacant,alicante,7.0,6.0
306,03559,santa_faz,alicante,2.0,1.0
307,03560,el_campello,alicante,6.0,7.0
308,03569,aigues,alicante,,1.0
309,03570,villajoyosa,alicante,8.0,12.0
310,03578,relleu,alicante,1.0,1.0
311,03579,orxeta,alicante,1.0,
312,03580,l_alfas_del_pi,alicante,5.0,4.0
313,03581,l_alfas_del_pi,alicante,2.0,
314,03590,altea,alicante,3.0,8.0
315,03590,altea_la_vella,alicante,,1.0
316,03590,l_olla,alicante,,1.0
317,03600,elda,alicante,10.0,20.0
318,03610,petrer,alicante,8.0,13.0
319,03630,sax,alicante,4.0,5.0
320,03640,cases_del_senyor,alicante,,1.0
321,03640,monovar,alicante,2.0,8.0
322,03650,el_pinos,alicante,1.0,5.0
323,03658,salinas,alicante,,3.0
324,03660,novelda,alicante,12.0,11.0
325,03668,alguena,alicante,1.0,1.0
326,03669,la_romana,alicante,,2.0
327,03670,monforte_del_cid,alicante,2.0,4.0
328,03680,aspe,alicante,4.0,10.0
329,03688,el_fondo_de_les_neus,alicante,1.0,1.0
330,03688,la_canalosa,alicante,,1.0
331,03689,hondon_de_los_frailes,alicante,,1.0
332,03690,san_vicente_del_raspeig,alicante,20.0,21.0
333,03698,agost,alicante,3.0,3.0
334,03699,canada_del_fenollar,alicante,,1.0
335,03699,verdegas,alicante,,1.0
336,03700,denia,alicante,13.0,13.0
337,03709,la_xara,alicante,,2.0
338,03710,calp,alicante,,9.0
339,03720,benissa,alicante,1.0,5.0
340,03724,teulada,alicante,1.0,1.0
341,03725,teulada,alicante,1.0,4.0
342,03726,benitachell,alicante,2.0,4.0
343,03727,xalo,alicante,,2.0
344,03729,lliber,alicante,1.0,1.0
345,03729,senija,alicante,,1.0
346,03730,javea,alicante,5.0,9.0
347,03740,gata_de_gorgos,alicante,2.0,4.0
348,03749,jesus_pobre,alicante,,1.0
349,03750,pedreguer,alicante,,7.0
350,03759,benidoleig,alicante,1.0,2.0
351,03760,ondara,alicante,1.0,4.0
352,03769,benimeli,alicante,,3.0
353,03770,el_verger,alicante,2.0,3.0
354,03778,beniarbeig,alicante,1.0,1.0
355,03779,setla,alicante,,1.0
356,03780,pego,alicante,2.0,6.0
357,03787,alpatro,alicante,,1.0
358,03787,beniali,alicante,,1.0
359,03789,la_vall_d_ebo,alicante,1.0,1.0
360,03790,orba,alicante,1.0,3.0
361,03791,fleix,alicante,,1.0
362,03792,murla,alicante,,1.0
363,03792,parcent,alicante,,1.0
364,03793,castell_de_castells,alicante,1.0,1.0
365,03794,benigembla,alicante,,1.0
366,03795,tormos,alicante,,1.0
367,03801,alcoy,alicante,5.0,8.0
368,03802,alcoy,alicante,3.0,4.0
369,03803,alcoy,alicante,4.0,2.0
370,03804,alcoy,alicante,6.0,4.0
371,03810,benilloba,alicante,,2.0
372,03817,confrides,alicante,,1.0
373,03820,cocentaina,alicante,3.0,5.0
374,03828,planes,alicante,,1.0
375,03830,muro_de_alcoy,alicante,3.0,3.0
376,03850,beniarres,alicante,,1.0
377,03860,lorcha,alicante,1.0,1.0
378,04000,almeria,almeria,,1.0
379,04000,nijar,almeria,,1.0
380,04001,almeria,almeria,6.0,1.0
381,04002,almeria,almeria,9.0,4.0
382,04003,almeria,almeria,6.0,2.0
383,04004,almeria,almeria,10.0,1.0
384,04005,almeria,almeria,9.0,3.0
385,04006,almeria,almeria,18.0,13.0
386,04007,almeria,almeria,19.0,12.0
387,04008,almeria,almeria,5.0,17.0
388,04009,almeria,almeria,23.0,24.0
389,04071,almeria,almeria,,1.0
390,04080,almeria,almeria,,1.0
391,04100,nijar,almeria,,3.0
392,04110,campohermoso,almeria,2.0,4.0
393,04113,el_viso,almeria,,1.0
394,04117,el_barranquete,almeria,,1.0
395,04117,pueblo_blanco,almeria,,1.0
396,04117,san_isidro_de_nijar,almeria,,6.0
397,04118,san_jose,almeria,,2.0
398,04120,almeria,almeria,,1.0
399,04120,la_canada_de_san_urbano,almeria,4.0,5.0
400,04130,el_alquian,almeria,3.0,4.0
401,04130,retamar,almeria,,1.0
402,04131,retamar,almeria,3.0,1.0
403,04140,carboneras,almeria,1.0,6.0
404,04149,el_llano_de_don_antonio,almeria,,1.0
405,04150,cabo_de_gata,almeria,,2.0
406,04151,pujaire,almeria,,1.0
407,04151,ruescas,almeria,,1.0
408,04160,cuevas_de_los_medinas,almeria,,1.0
409,04200,tabernas,almeria,,4.0
410,04210,lucainena_de_las_torres,almeria,,1.0
411,04230,huercal_de_almeria,almeria,10.0,6.0
412,04240,viator,almeria,1.0,5.0
413,04250,pechina,almeria,,4.0
414,04260,rioja,almeria,,3.0
415,04270,sorbas,almeria,,5.0
416,04271,lubrin,almeria,,3.0
417,04275,tahal,almeria,,2.0
418,04279,uleila_del_campo,almeria,,2.0
419,04280,los_gallardos,almeria,,3.0
420,04288,bedar,almeria,,1.0
421,04400,alhama_de_almeria,almeria,1.0,4.0
422,04409,alicun,almeria,,1.0
423,04410,benahadux,almeria,1.0,3.0
424,04410,campohermoso,almeria,1.0,
425,04420,santa_fe_de_mondujar,almeria,,1.0
426,04430,instincion,almeria,,1.0
427,04440,almeria,almeria,1.0,
428,04450,canjayar,almeria,,3.0
429,04459,ohanes,almeria,,2.0
430,04460,fondon,almeria,1.0,1.0
431,04470,laujar_de_andarax,almeria,,4.0
432,04479,bayarcal,almeria,,1.0
433,04479,paterna_del_rio,almeria,,1.0
434,04480,alcolea,almeria,,3.0
435,04500,finana,almeria,,5.0
436,04510,abla,almeria,,3.0
437,04520,abrucena,almeria,,1.0
438,04531,alboloduy,almeria,,2.0
439,04540,nacimiento,almeria,,2.0
440,04550,gergal,almeria,,2.0
441,04560,gador,almeria,,4.0
442,04567,alhabia,almeria,,1.0
443,04600,huercal_overa,almeria,6.0,9.0
444,04610,cuevas_del_almanzora,almeria,1.0,8.0
445,04616,villaricos,almeria,,1.0
446,04617,palomares,almeria,,2.0
447,04620,vera,almeria,2.0,8.0
448,04621,vera,almeria,1.0,
449,04628,antas,almeria,1.0,4.0
450,04630,garrucha,almeria,1.0,5.0
451,04638,mojacar,almeria,,4.0
452,04639,turre,almeria,,3.0
453,04640,el_convoy,almeria,,1.0
454,04640,pulpi,almeria,1.0,5.0
455,04647,guazamara,almeria,,1.0
456,04647,la_fuente,almeria,,1.0
457,04650,zurgena,almeria,,2.0
458,04660,arboleas,almeria,,3.0
459,04661,la_alfoquia,almeria,,2.0
460,04680,olula_del_rio,almeria,1.0,
461,04692,taberno,almeria,,1.0
462,04694,el_saltador,almeria,,1.0
463,04700,el_ejido,almeria,22.0,20.0
464,04700,matagorda,almeria,1.0,
465,04710,santa_maria_del_aguila,almeria,3.0,4.0
466,04711,ensenada_san_miguel,almeria,2.0,1.0
467,04712,balerma,almeria,,3.0
468,04713,balanegra,almeria,1.0,2.0
469,04713,tarambana,almeria,,1.0
470,04715,matagorda,almeria,,2.0
471,04715,pampanico,almeria,,2.0
472,04716,las_norias,almeria,1.0,5.0
473,04716,san_agustin,almeria,1.0,2.0
474,04720,aguadulce,almeria,10.0,8.0
475,04720,campillo_del_moro,almeria,1.0,
476,04720,el_parador_de_las_hortichuelas,almeria,,1.0
477,04721,aguadulce,almeria,,1.0
478,04721,el_parador_de_las_hortichuelas,almeria,3.0,2.0
479,04721,roquetas_de_mar,almeria,,1.0
480,04738,congo_canal,almeria,,1.0
481,04738,la_gangosa,almeria,1.0,4.0
482,04738,las_cabanuelas,almeria,2.0,1.0
483,04738,llanos_de_vicar,almeria,,2.0
484,04738,puebla_de_vicar,almeria,,4.0
485,04738,vicar,almeria,1.0,5.0
486,04739,felix,almeria,,1.0
487,04740,cortijos_de_marin,almeria,,1.0
488,04740,las_marinas,almeria,1.0,3.0
489,04740,roquetas_de_mar,almeria,17.0,14.0
490,04741,cortijos_de_marin,almeria,1.0,
491,04743,el_solanillo,almeria,,1.0
492,04745,la_mojonera,almeria,1.0,6.0
493,04746,venta_del_viso,almeria,,2.0
494,04750,dalias,almeria,,4.0
495,04760,berja,almeria,3.0,8.0
496,04770,adra,almeria,5.0,10.0
497,04770,la_curva,almeria,2.0,1.0
498,04779,la_alqueria,almeria,,1.0
499,04779,las_cuatro_higueras,almeria,,1.0
500,04779,puente_del_rio,almeria,,1.0
501,04800,albox,almeria,1.0,9.0
502,04810,oria,almeria,,3.0
503,04820,velez_rubio,almeria,,9.0
504,04825,chirivel,almeria,,3.0
505,04830,velez_blanco,almeria,,3.0
506,04838,maria,almeria,,3.0
507,04839,topares,almeria,,1.0
508,04850,cantoria,almeria,,4.0
509,04857,albanchez,almeria,,2.0
510,04860,olula_del_rio,almeria,1.0,6.0
511,04867,macael,almeria,1.0,6.0
512,04869,fines,almeria,,3.0
513,04870,purchena,almeria,,4.0
514,04878,sufli,almeria,,1.0
515,04880,tijola,almeria,,4.0
516,04887,cela,almeria,,1.0
517,04887,lucar,almeria,,1.0
518,04888,armuna_de_almanzora,almeria,,1.0
519,04889,bacares,almeria,,1.0
520,04890,seron,almeria,,4.0
521,05000,avila,avila,,2.0
522,05000,candeleda,avila,,1.0
523,05000,el_tiemblo,avila,,1.0
524,05000,piedralaves,avila,,1.0
525,05001,avila,avila,4.0,4.0
526,05002,avila,avila,4.0,5.0
527,05003,avila,avila,1.0,12.0
528,05005,avila,avila,2.0,5.0
529,05019,avila,avila,,1.0
530,05100,navaluenga,avila,,3.0
531,05110,el_barraco,avila,,1.0
532,05113,burgohondo,avila,,1.0
533,05120,navalmoral,avila,,1.0
534,05123,navalosa,avila,,1.0
535,05130,solosancho,avila,,2.0
536,05140,avila,avila,1.0,
537,05149,cillan,avila,,1.0
538,05192,la_serrada,avila,1.0,
539,05197,aldea_del_rey_nino,avila,1.0,
540,05197,el_fresno,avila,,1.0
541,05200,arevalo,avila,2.0,8.0
542,05200,sotillo_de_la_adrada,avila,,1.0
543,05216,nava_de_arevalo,avila,,1.0
544,05220,madrigal_de_las_altas_torres,avila,,1.0
545,05230,las_navas_del_marques,avila,,3.0
546,05240,navalperal_de_pinares,avila,,1.0
547,05250,el_hoyo_de_pinares,avila,,2.0
548,05260,cebreros,avila,,4.0
549,05270,el_tiemblo,avila,1.0,4.0
550,05280,mingorria,avila,,1.0
551,05290,sanchidrian,avila,,1.0
552,05298,mamblas,avila,,1.0
553,05300,crespos,avila,,1.0
554,05310,fontiveros,avila,,2.0
555,05320,cardenosa,avila,,1.0
556,05350,san_pedro_del_arroyo,avila,,1.0
557,05400,arenas_de_san_pedro,avila,1.0,6.0
558,05412,san_esteban_del_valle,avila,,1.0
559,05413,villarejo_del_valle,avila,,1.0
560,05416,el_arenal,avila,,1.0
561,05420,sotillo_de_la_adrada,avila,,3.0
562,05429,santa_maria_del_tietar,avila,,1.0
563,05430,la_adrada,avila,,3.0
564,05440,piedralaves,avila,,2.0
565,05450,casavieja,avila,,1.0
566,05461,mijares,avila,,1.0
567,05480,candeleda,avila,,2.0
568,05490,lanzahita,avila,,2.0
569,05492,poyales_del_hoyo,avila,,2.0
570,05500,piedrahita,avila,,2.0
571,05510,santa_maria_del_berrocal,avila,,2.0
572,05530,munogalindo,avila,,1.0
573,05540,munana,avila,,1.0
574,05600,el_barco_de_avila,avila,,3.0
575,05634,hoyos_del_espino,avila,,1.0
576,05695,la_horcajada,avila,,1.0
577,06000,badajoz,badajoz,3.0,2.0
578,06001,badajoz,badajoz,3.0,6.0
579,06002,badajoz,badajoz,2.0,2.0
580,06003,badajoz,badajoz,4.0,3.0
581,06003,merida,badajoz,1.0,
582,06004,badajoz,badajoz,1.0,1.0
583,06005,badajoz,badajoz,2.0,4.0
584,06006,badajoz,badajoz,6.0,5.0
585,06007,badajoz,badajoz,1.0,7.0
586,06008,badajoz,badajoz,1.0,5.0
587,06009,badajoz,badajoz,1.0,5.0
588,06010,badajoz,badajoz,6.0,6.0
589,06011,badajoz,badajoz,13.0,5.0
590,06080,badajoz,badajoz,2.0,
591,06100,olivenza,badajoz,1.0,5.0
592,06105,cheles,badajoz,,1.0
593,06109,san_francisco_de_olivenza,badajoz,,1.0
594,06110,villanueva_del_fresno,badajoz,,2.0
595,06120,oliva_de_la_frontera,badajoz,,3.0
596,06129,zahinos,badajoz,,2.0
597,06130,valverde_de_leganes,badajoz,1.0,3.0
598,06131,alconchel,badajoz,,2.0
599,06132,higuera_de_vargas,badajoz,,1.0
600,06133,taliga,badajoz,,1.0
601,06134,valencia_del_mombuey,badajoz,,1.0
602,06140,talavera_la_real,badajoz,,3.0
603,06150,santa_marta,badajoz,,2.0
604,06160,barcarrota,badajoz,,2.0
605,06170,alvarado_la_risca,badajoz,,1.0
606,06170,la_albuera,badajoz,,1.0
607,06171,almendral,badajoz,,1.0
608,06172,torre_de_miguel_sesmero,badajoz,,1.0
609,06173,nogales,badajoz,,1.0
610,06174,salvaleon,badajoz,,1.0
611,06175,salvatierra_de_los_barros,badajoz,,1.0
612,06176,la_morera,badajoz,,1.0
613,06176,la_parra,badajoz,,2.0
614,06178,valle_de_santa_ana,badajoz,,1.0
615,06180,gevora,badajoz,,2.0
616,06183,novelda_del_guadiana,badajoz,,1.0
617,06184,pueblonuevo_del_guadiana,badajoz,,2.0
618,06185,valdelacalzada,badajoz,,2.0
619,06186,guadiana_del_caudillo,badajoz,,1.0
620,06187,guadajira,badajoz,,1.0
621,06190,la_roca_de_la_sierra,badajoz,,2.0
622,06191,puebla_de_obando,badajoz,,1.0
623,06192,villar_del_rey,badajoz,,1.0
624,06194,valdebotoa,badajoz,,1.0
625,06195,balboa,badajoz,,1.0
626,06195,villafranco_del_guadiana,badajoz,,1.0
627,06196,corte_de_peleas,badajoz,,1.0
628,06200,almendralejo,badajoz,5.0,14.0
629,06207,aceuchal,badajoz,,2.0
630,06208,villalba_de_los_barros,badajoz,,2.0
631,06209,solana_de_los_barros,badajoz,,3.0
632,06210,torremejia,badajoz,,1.0
633,06220,villafranca_de_los_barros,badajoz,5.0,7.0
634,06225,ribera_del_fresno,badajoz,,3.0
635,06226,hinojosa_del_valle,badajoz,,1.0
636,06227,llera,badajoz,,1.0
637,06228,hornachos,badajoz,1.0,2.0
638,06229,puebla_del_prior,badajoz,,1.0
639,06230,los_santos_de_maimona,badajoz,1.0,6.0
640,06240,fuente_de_cantos,badajoz,1.0,3.0
641,06249,calzadilla_de_los_barros,badajoz,,1.0
642,06250,bienvenida,badajoz,,1.0
643,06260,monesterio,badajoz,,2.0
644,06270,segura_de_leon,badajoz,,2.0
645,06280,fuentes_de_leon,badajoz,,1.0
646,06290,usagre,badajoz,,1.0
647,06291,montemolin,badajoz,1.0,
648,06292,calera_de_leon,badajoz,,1.0
649,06293,cabeza_la_vaca,badajoz,,1.0
650,06300,zafra,badajoz,3.0,11.0
651,06310,puebla_de_sancho_perez,badajoz,,1.0
652,06320,medina_de_las_torres,badajoz,,1.0
653,06330,valencia_del_ventoso,badajoz,,1.0
654,06340,fregenal_de_la_sierra,badajoz,1.0,5.0
