,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original
3501,castellsera,castellsera,lleida,lleida,cataluna,cataluna,castellsera/lleida,Lleida,Castellserà
3502,cervera,cervera,lleida,lleida,cataluna,cataluna,cervera/lleida,Lleida,Cervera
3503,cervia_de_les_garrigues,cervia_de_les_garrigues,lleida,lleida,cataluna,cataluna,cervia_de_les_garrigues/lleida,Lleida,Cervià de les Garrigues
3504,ciutadilla,ciutadilla,lleida,lleida,cataluna,cataluna,ciutadilla/lleida,Lleida,Ciutadilla
3505,clariana_de_cardener,clariana_de_cardener,lleida,lleida,cataluna,cataluna,clariana_de_cardener/lleida,Lleida,Clariana de Cardener
3506,el_cogul,el_cogul,lleida,lleida,cataluna,cataluna,el_cogul/lleida,Lleida,El Cogul
3507,coll_de_nargo,coll_de_nargo,lleida,lleida,cataluna,cataluna,coll_de_nargo/lleida,Lleida,Coll de Nargó
3508,corbins,corbins,lleida,lleida,cataluna,cataluna,corbins/lleida,Lleida,Corbins
3509,l'espluga_calba,l'espluga_calba,lleida,lleida,cataluna,cataluna,l'espluga_calba/lleida,Lleida,L'Espluga Calba
3510,espot,espot,lleida,lleida,cataluna,cataluna,espot/lleida,Lleida,Espot
3511,estaras,estaras,lleida,lleida,cataluna,cataluna,estaras/lleida,Lleida,Estaràs
3512,esterri_d'aneu,esterri_d'aneu,lleida,lleida,cataluna,cataluna,esterri_d'aneu/lleida,Lleida,Esterri d'Àneu
3513,esterri_de_cardos,esterri_de_cardos,lleida,lleida,cataluna,cataluna,esterri_de_cardos/lleida,Lleida,Esterri de Cardós
3514,estamariu,estamariu,lleida,lleida,cataluna,cataluna,estamariu/lleida,Lleida,Estamariu
3515,farrera,farrera,lleida,lleida,cataluna,cataluna,farrera/lleida,Lleida,Farrera
3516,la_floresta,la_floresta,lleida,lleida,cataluna,cataluna,la_floresta/lleida,Lleida,La Floresta
3517,fondarella,fondarella,lleida,lleida,cataluna,cataluna,fondarella/lleida,Lleida,Fondarella
3518,la_fuliola,la_fuliola,lleida,lleida,cataluna,cataluna,la_fuliola/lleida,Lleida,La Fuliola
3519,fulleda,fulleda,lleida,lleida,cataluna,cataluna,fulleda/lleida,Lleida,Fulleda
3520,gavet_de_la_conca,gavet_de_la_conca,lleida,lleida,cataluna,cataluna,gavet_de_la_conca/lleida,Lleida,Gavet de la Conca
3521,golmes,golmes,lleida,lleida,cataluna,cataluna,golmes/lleida,Lleida,Golmés
3522,gosol,gosol,lleida,lleida,cataluna,cataluna,gosol/lleida,Lleida,Gósol
3523,la_granadella,la_granadella,lleida,lleida,cataluna,cataluna,la_granadella/lleida,Lleida,La Granadella
3524,la_granja_d'escarp,la_granja_d'escarp,lleida,lleida,cataluna,cataluna,la_granja_d'escarp/lleida,Lleida,La Granja d'Escarp
3525,granyena_de_les_garrigues,granyena_de_les_garrigues,lleida,lleida,cataluna,cataluna,granyena_de_les_garrigues/lleida,Lleida,Granyena de les Garrigues
3526,guissona,guissona,lleida,lleida,cataluna,cataluna,guissona/lleida,Lleida,Guissona
3527,guixers,guixers,lleida,lleida,cataluna,cataluna,guixers/lleida,Lleida,Guixers
3528,ivars_de_noguera,ivars_de_noguera,lleida,lleida,cataluna,cataluna,ivars_de_noguera/lleida,Lleida,Ivars de Noguera
3529,ivars_d'urgell,ivars_d'urgell,lleida,lleida,cataluna,cataluna,ivars_d'urgell/lleida,Lleida,Ivars d'Urgell
3530,ivorra,ivorra,lleida,lleida,cataluna,cataluna,ivorra/lleida,Lleida,Ivorra
3531,isona_i_conca_della,isona_i_conca_della,lleida,lleida,cataluna,cataluna,isona_i_conca_della/lleida,Lleida,Isona i Conca Dellà
3532,juncosa,juncosa,lleida,lleida,cataluna,cataluna,juncosa/lleida,Lleida,Juncosa
3533,juneda,juneda,lleida,lleida,cataluna,cataluna,juneda/lleida,Lleida,Juneda
3534,lleida,lleida,lleida,lleida,cataluna,cataluna,lleida/lleida,Lleida,Lleida
3535,les,les,lleida,lleida,cataluna,cataluna,les/lleida,Lleida,Les
3536,linyola,linyola,lleida,lleida,cataluna,cataluna,linyola/lleida,Lleida,Linyola
3537,lladorre,lladorre,lleida,lleida,cataluna,cataluna,lladorre/lleida,Lleida,Lladorre
3538,lladurs,lladurs,lleida,lleida,cataluna,cataluna,lladurs/lleida,Lleida,Lladurs
3539,llardecans,llardecans,lleida,lleida,cataluna,cataluna,llardecans/lleida,Lleida,Llardecans
3540,llavorsi,llavorsi,lleida,lleida,cataluna,cataluna,llavorsi/lleida,Lleida,Llavorsí
3541,lles_de_cerdanya,lles_de_cerdanya,lleida,lleida,cataluna,cataluna,lles_de_cerdanya/lleida,Lleida,Lles de Cerdanya
3542,llobera,llobera,lleida,lleida,cataluna,cataluna,llobera/lleida,Lleida,Llobera
3543,massalcoreig,massalcoreig,lleida,lleida,cataluna,cataluna,massalcoreig/lleida,Lleida,Massalcoreig
3544,massoteres,massoteres,lleida,lleida,cataluna,cataluna,massoteres/lleida,Lleida,Massoteres
3545,maials,maials,lleida,lleida,cataluna,cataluna,maials/lleida,Lleida,Maials
3546,menarguens,menarguens,lleida,lleida,cataluna,cataluna,menarguens/lleida,Lleida,Menàrguens
3547,miralcamp,miralcamp,lleida,lleida,cataluna,cataluna,miralcamp/lleida,Lleida,Miralcamp
3548,mollerussa,mollerussa,lleida,lleida,cataluna,cataluna,mollerussa/lleida,Lleida,Mollerussa
3549,montgai,montgai,lleida,lleida,cataluna,cataluna,montgai/lleida,Lleida,Montgai
3550,montella_i_martinet,montella_i_martinet,lleida,lleida,cataluna,cataluna,montella_i_martinet/lleida,Lleida,Montellà i Martinet
3551,montferrer_i_castellbo,montferrer_i_castellbo,lleida,lleida,cataluna,cataluna,montferrer_i_castellbo/lleida,Lleida,Montferrer i Castellbò
3552,montoliu_de_lleida,montoliu_de_lleida,lleida,lleida,cataluna,cataluna,montoliu_de_lleida/lleida,Lleida,Montoliu de Lleida
3553,montornes_de_segarra,montornes_de_segarra,lleida,lleida,cataluna,cataluna,montornes_de_segarra/lleida,Lleida,Montornès de Segarra
3554,oliola,oliola,lleida,lleida,cataluna,cataluna,oliola/lleida,Lleida,Oliola
3555,olius,olius,lleida,lleida,cataluna,cataluna,olius/lleida,Lleida,Olius
3556,els_omellons,els_omellons,lleida,lleida,cataluna,cataluna,els_omellons/lleida,Lleida,Els Omellons
3557,els_omells_de_na_gaia,els_omells_de_na_gaia,lleida,lleida,cataluna,cataluna,els_omells_de_na_gaia/lleida,Lleida,Els Omells de na Gaia
3558,os_de_balaguer,os_de_balaguer,lleida,lleida,cataluna,cataluna,os_de_balaguer/lleida,Lleida,Os de Balaguer
3559,el_palau_d'anglesola,el_palau_d'anglesola,lleida,lleida,cataluna,cataluna,el_palau_d'anglesola/lleida,Lleida,El Palau d'Anglesola
3560,conca_de_dalt,conca_de_dalt,lleida,lleida,cataluna,cataluna,conca_de_dalt/lleida,Lleida,Conca de Dalt
3561,la_coma_i_la_pedra,la_coma_i_la_pedra,lleida,lleida,cataluna,cataluna,la_coma_i_la_pedra/lleida,Lleida,La Coma i la Pedra
3562,penelles,penelles,lleida,lleida,cataluna,cataluna,penelles/lleida,Lleida,Penelles
3563,el_poal,el_poal,lleida,lleida,cataluna,cataluna,el_poal/lleida,Lleida,El Poal
3564,la_pobla_de_cervoles,la_pobla_de_cervoles,lleida,lleida,cataluna,cataluna,la_pobla_de_cervoles/lleida,Lleida,La Pobla de Cérvoles
3565,la_pobla_de_segur,la_pobla_de_segur,lleida,lleida,cataluna,cataluna,la_pobla_de_segur/lleida,Lleida,La Pobla de Segur
3566,ponts,ponts,lleida,lleida,cataluna,cataluna,ponts/lleida,Lleida,Ponts
3567,el_pont_de_suert,el_pont_de_suert,lleida,lleida,cataluna,cataluna,el_pont_de_suert/lleida,Lleida,El Pont de Suert
3568,la_portella,la_portella,lleida,lleida,cataluna,cataluna,la_portella/lleida,Lleida,La Portella
3569,preixana,preixana,lleida,lleida,cataluna,cataluna,preixana/lleida,Lleida,Preixana
3570,preixens,preixens,lleida,lleida,cataluna,cataluna,preixens/lleida,Lleida,Preixens
3571,prullans,prullans,lleida,lleida,cataluna,cataluna,prullans/lleida,Lleida,Prullans
3572,puiggros,puiggros,lleida,lleida,cataluna,cataluna,puiggros/lleida,Lleida,Puiggròs
3573,puigverd_de_lleida,puigverd_de_lleida,lleida,lleida,cataluna,cataluna,puigverd_de_lleida/lleida,Lleida,Puigverd de Lleida
3574,ribera_d'urgellet,ribera_d'urgellet,lleida,lleida,cataluna,cataluna,ribera_d'urgellet/lleida,Lleida,Ribera d'Urgellet
3575,rossello,rossello,lleida,lleida,cataluna,cataluna,rossello/lleida,Lleida,Rosselló
3576,salas_de_pallars,salas_de_pallars,lleida,lleida,cataluna,cataluna,salas_de_pallars/lleida,Lleida,Salàs de Pallars
3577,sant_guim_de_freixenet,sant_guim_de_freixenet,lleida,lleida,cataluna,cataluna,sant_guim_de_freixenet/lleida,Lleida,Sant Guim de Freixenet
3578,sant_llorenc_de_morunys,sant_llorenc_de_morunys,lleida,lleida,cataluna,cataluna,sant_llorenc_de_morunys/lleida,Lleida,Sant Llorenç de Morunys
3579,sant_esteve_de_la_sarga,sant_esteve_de_la_sarga,lleida,lleida,cataluna,cataluna,sant_esteve_de_la_sarga/lleida,Lleida,Sant Esteve de la Sarga
3580,sarroca_de_lleida,sarroca_de_lleida,lleida,lleida,cataluna,cataluna,sarroca_de_lleida/lleida,Lleida,Sarroca de Lleida
3581,la_seu_d'urgell,la_seu_d'urgell,lleida,lleida,cataluna,cataluna,la_seu_d'urgell/lleida,Lleida,La Seu d'Urgell
3582,seros,seros,lleida,lleida,cataluna,cataluna,seros/lleida,Lleida,Seròs
3583,sidamon,sidamon,lleida,lleida,cataluna,cataluna,sidamon/lleida,Lleida,Sidamon
3584,el_soleras,el_soleras,lleida,lleida,cataluna,cataluna,el_soleras/lleida,Lleida,El Soleràs
3585,soriguera,soriguera,lleida,lleida,cataluna,cataluna,soriguera/lleida,Lleida,Soriguera
3586,sort,sort,lleida,lleida,cataluna,cataluna,sort/lleida,Lleida,Sort
3587,soses,soses,lleida,lleida,cataluna,cataluna,soses/lleida,Lleida,Soses
3588,sudanell,sudanell,lleida,lleida,cataluna,cataluna,sudanell/lleida,Lleida,Sudanell
3589,sunyer,sunyer,lleida,lleida,cataluna,cataluna,sunyer/lleida,Lleida,Sunyer
3590,talarn,talarn,lleida,lleida,cataluna,cataluna,talarn/lleida,Lleida,Talarn
3591,tarrega,tarrega,lleida,lleida,cataluna,cataluna,tarrega/lleida,Lleida,Tàrrega
3592,tarres,tarres,lleida,lleida,cataluna,cataluna,tarres/lleida,Lleida,Tarrés
3593,tarroja_de_segarra,tarroja_de_segarra,lleida,lleida,cataluna,cataluna,tarroja_de_segarra/lleida,Lleida,Tarroja de Segarra
3594,termens,termens,lleida,lleida,cataluna,cataluna,termens/lleida,Lleida,Térmens
3595,tiurana,tiurana,lleida,lleida,cataluna,cataluna,tiurana/lleida,Lleida,Tiurana
3596,tora,tora,lleida,lleida,cataluna,cataluna,tora/lleida,Lleida,Torà
3597,els_torms,els_torms,lleida,lleida,cataluna,cataluna,els_torms/lleida,Lleida,Els Torms
3598,torrebesses,torrebesses,lleida,lleida,cataluna,cataluna,torrebesses/lleida,Lleida,Torrebesses
3599,la_torre_de_cabdella,la_torre_de_cabdella,lleida,lleida,cataluna,cataluna,la_torre_de_cabdella/lleida,Lleida,La Torre de Cabdella
3600,torrefarrera,torrefarrera,lleida,lleida,cataluna,cataluna,torrefarrera/lleida,Lleida,Torrefarrera
3601,torregrossa,torregrossa,lleida,lleida,cataluna,cataluna,torregrossa/lleida,Lleida,Torregrossa
3602,torrelameu,torrelameu,lleida,lleida,cataluna,cataluna,torrelameu/lleida,Lleida,Torrelameu
3603,torres_de_segre,torres_de_segre,lleida,lleida,cataluna,cataluna,torres_de_segre/lleida,Lleida,Torres de Segre
3604,torre_serona,torre_serona,lleida,lleida,cataluna,cataluna,torre_serona/lleida,Lleida,Torre-serona
3605,tremp,tremp,lleida,lleida,cataluna,cataluna,tremp/lleida,Lleida,Tremp
3606,vallbona_de_les_monges,vallbona_de_les_monges,lleida,lleida,cataluna,cataluna,vallbona_de_les_monges/lleida,Lleida,Vallbona de les Monges
3607,les_valls_de_valira,les_valls_de_valira,lleida,lleida,cataluna,cataluna,les_valls_de_valira/lleida,Lleida,Les Valls de Valira
3608,vallfogona_de_balaguer,vallfogona_de_balaguer,lleida,lleida,cataluna,cataluna,vallfogona_de_balaguer/lleida,Lleida,Vallfogona de Balaguer
3609,vielha_e_mijaran,vielha_e_mijaran,lleida,lleida,cataluna,cataluna,vielha_e_mijaran/lleida,Lleida,Vielha e Mijaran
3610,vilagrassa,vilagrassa,lleida,lleida,cataluna,cataluna,vilagrassa/lleida,Lleida,Vilagrassa
3611,vilaller,vilaller,lleida,lleida,cataluna,cataluna,vilaller/lleida,Lleida,Vilaller
3612,vilanova_de_bellpuig,vilanova_de_bellpuig,lleida,lleida,cataluna,cataluna,vilanova_de_bellpuig/lleida,Lleida,Vilanova de Bellpuig
3613,vilanova_de_meia,vilanova_de_meia,lleida,lleida,cataluna,cataluna,vilanova_de_meia/lleida,Lleida,Vilanova de Meià
3614,vilanova_de_segria,vilanova_de_segria,lleida,lleida,cataluna,cataluna,vilanova_de_segria/lleida,Lleida,Vilanova de Segrià
3615,vila_sana,vila_sana,lleida,lleida,cataluna,cataluna,vila_sana/lleida,Lleida,Vila-sana
3616,vilanova_de_la_barca,vilanova_de_la_barca,lleida,lleida,cataluna,cataluna,vilanova_de_la_barca/lleida,Lleida,Vilanova de la Barca
3617,vinaixa,vinaixa,lleida,lleida,cataluna,cataluna,vinaixa/lleida,Lleida,Vinaixa
3618,vall_de_cardos,vall_de_cardos,lleida,lleida,cataluna,cataluna,vall_de_cardos/lleida,Lleida,Vall de Cardós
3619,sant_marti_de_riucorb,sant_marti_de_riucorb,lleida,lleida,cataluna,cataluna,sant_marti_de_riucorb/lleida,Lleida,Sant Martí de Riucorb
3620,la_guingueta_d'aneu,la_guingueta_d'aneu,lleida,lleida,cataluna,cataluna,la_guingueta_d'aneu/lleida,Lleida,La Guingueta d'Àneu
3621,castell_de_mur,castell_de_mur,lleida,lleida,cataluna,cataluna,castell_de_mur/lleida,Lleida,Castell de Mur
3622,gimenells_i_el_pla_de_la_font,gimenells_i_el_pla_de_la_font,lleida,lleida,cataluna,cataluna,gimenells_i_el_pla_de_la_font/lleida,Lleida,Gimenells i el Pla de la Font
3623,abadin,abadin,lugo,lugo,galicia,galicia,abadin/lugo,Lugo,Abadín
3624,alfoz,alfoz,lugo,lugo,galicia,galicia,alfoz/lugo,Lugo,Alfoz
3625,antas_de_ulla,antas_de_ulla,lugo,lugo,galicia,galicia,antas_de_ulla/lugo,Lugo,Antas de Ulla
3626,baleira,baleira,lugo,lugo,galicia,galicia,baleira/lugo,Lugo,Baleira
3627,barreiros,barreiros,lugo,lugo,galicia,galicia,barreiros/lugo,Lugo,Barreiros
3628,becerrea,becerrea,lugo,lugo,galicia,galicia,becerrea/lugo,Lugo,Becerreá
3629,begonte,begonte,lugo,lugo,galicia,galicia,begonte/lugo,Lugo,Begonte
3630,boveda,boveda,lugo,lugo,galicia,galicia,boveda/lugo,Lugo,Bóveda
3631,carballedo,carballedo,lugo,lugo,galicia,galicia,carballedo/lugo,Lugo,Carballedo
3632,castro_de_rei,castro_de_rei,lugo,lugo,galicia,galicia,castro_de_rei/lugo,Lugo,Castro de Rei
3633,castroverde,castroverde,lugo,lugo,galicia,galicia,castroverde/lugo,Lugo,Castroverde
3634,cervantes,cervantes,lugo,lugo,galicia,galicia,cervantes/lugo,Lugo,Cervantes
3635,cervo,cervo,lugo,lugo,galicia,galicia,cervo/lugo,Lugo,Cervo
3636,o_corgo,o_corgo,lugo,lugo,galicia,galicia,o_corgo/lugo,Lugo,O Corgo
3637,cospeito,cospeito,lugo,lugo,galicia,galicia,cospeito/lugo,Lugo,Cospeito
3638,chantada,chantada,lugo,lugo,galicia,galicia,chantada/lugo,Lugo,Chantada
3639,folgoso_do_courel,folgoso_do_courel,lugo,lugo,galicia,galicia,folgoso_do_courel/lugo,Lugo,Folgoso do Courel
3640,a_fonsagrada,a_fonsagrada,lugo,lugo,galicia,galicia,a_fonsagrada/lugo,Lugo,A Fonsagrada
3641,foz,foz,lugo,lugo,galicia,galicia,foz/lugo,Lugo,Foz
3642,friol,friol,lugo,lugo,galicia,galicia,friol/lugo,Lugo,Friol
3643,xermade,xermade,lugo,lugo,galicia,galicia,xermade/lugo,Lugo,Xermade
3644,guitiriz,guitiriz,lugo,lugo,galicia,galicia,guitiriz/lugo,Lugo,Guitiriz
3645,guntin,guntin,lugo,lugo,galicia,galicia,guntin/lugo,Lugo,Guntín
3646,o_incio,o_incio,lugo,lugo,galicia,galicia,o_incio/lugo,Lugo,O Incio
3647,xove,xove,lugo,lugo,galicia,galicia,xove/lugo,Lugo,Xove
3648,lancara,lancara,lugo,lugo,galicia,galicia,lancara/lugo,Lugo,Láncara
3649,lourenza,lourenza,lugo,lugo,galicia,galicia,lourenza/lugo,Lugo,Lourenzá
3650,lugo,lugo,lugo,lugo,galicia,galicia,lugo/lugo,Lugo,Lugo
3651,meira,meira,lugo,lugo,galicia,galicia,meira/lugo,Lugo,Meira
3652,mondonedo,mondonedo,lugo,lugo,galicia,galicia,mondonedo/lugo,Lugo,Mondoñedo
3653,monforte_de_lemos,monforte_de_lemos,lugo,lugo,galicia,galicia,monforte_de_lemos/lugo,Lugo,Monforte de Lemos
3654,monterroso,monterroso,lugo,lugo,galicia,galicia,monterroso/lugo,Lugo,Monterroso
3655,muras,muras,lugo,lugo,galicia,galicia,muras/lugo,Lugo,Muras
3656,navia_de_suarna,navia_de_suarna,lugo,lugo,galicia,galicia,navia_de_suarna/lugo,Lugo,Navia de Suarna
3657,as_nogais,as_nogais,lugo,lugo,galicia,galicia,as_nogais/lugo,Lugo,As Nogais
3658,ourol,ourol,lugo,lugo,galicia,galicia,ourol/lugo,Lugo,Ourol
3659,outeiro_de_rei,outeiro_de_rei,lugo,lugo,galicia,galicia,outeiro_de_rei/lugo,Lugo,Outeiro de Rei
3660,palas_de_rei,palas_de_rei,lugo,lugo,galicia,galicia,palas_de_rei/lugo,Lugo,Palas de Rei
3661,panton,panton,lugo,lugo,galicia,galicia,panton/lugo,Lugo,Pantón
3662,paradela,paradela,lugo,lugo,galicia,galicia,paradela/lugo,Lugo,Paradela
3663,o_paramo,o_paramo,lugo,lugo,galicia,galicia,o_paramo/lugo,Lugo,O Páramo
3664,a_pastoriza,a_pastoriza,lugo,lugo,galicia,galicia,a_pastoriza/lugo,Lugo,A Pastoriza
3665,pedrafita_do_cebreiro,pedrafita_do_cebreiro,lugo,lugo,galicia,galicia,pedrafita_do_cebreiro/lugo,Lugo,Pedrafita do Cebreiro
3666,pol,pol,lugo,lugo,galicia,galicia,pol/lugo,Lugo,Pol
3667,a_pobra_do_brollon,a_pobra_do_brollon,lugo,lugo,galicia,galicia,a_pobra_do_brollon/lugo,Lugo,A Pobra do Brollón
3668,a_pontenova,a_pontenova,lugo,lugo,galicia,galicia,a_pontenova/lugo,Lugo,A Pontenova
3669,portomarin,portomarin,lugo,lugo,galicia,galicia,portomarin/lugo,Lugo,Portomarín
3670,quiroga,quiroga,lugo,lugo,galicia,galicia,quiroga/lugo,Lugo,Quiroga
3671,ribadeo,ribadeo,lugo,lugo,galicia,galicia,ribadeo/lugo,Lugo,Ribadeo
3672,ribas_de_sil,ribas_de_sil,lugo,lugo,galicia,galicia,ribas_de_sil/lugo,Lugo,Ribas de Sil
3673,ribeira_de_piquin,ribeira_de_piquin,lugo,lugo,galicia,galicia,ribeira_de_piquin/lugo,Lugo,Ribeira de Piquín
3674,riotorto,riotorto,lugo,lugo,galicia,galicia,riotorto/lugo,Lugo,Riotorto
3675,samos,samos,lugo,lugo,galicia,galicia,samos/lugo,Lugo,Samos
3676,sarria,sarria,lugo,lugo,galicia,galicia,sarria/lugo,Lugo,Sarria
3677,o_savinao,o_savinao,lugo,lugo,galicia,galicia,o_savinao/lugo,Lugo,O Saviñao
3678,sober,sober,lugo,lugo,galicia,galicia,sober/lugo,Lugo,Sober
3679,taboada,taboada,lugo,lugo,galicia,galicia,taboada/lugo,Lugo,Taboada
3680,trabada,trabada,lugo,lugo,galicia,galicia,trabada/lugo,Lugo,Trabada
3681,triacastela,triacastela,lugo,lugo,galicia,galicia,triacastela/lugo,Lugo,Triacastela
3682,o_valadouro,o_valadouro,lugo,lugo,galicia,galicia,o_valadouro/lugo,Lugo,O Valadouro
3683,o_vicedo,o_vicedo,lugo,lugo,galicia,galicia,o_vicedo/lugo,Lugo,O Vicedo
3684,vilalba,vilalba,lugo,lugo,galicia,galicia,vilalba/lugo,Lugo,Vilalba
3685,viveiro,viveiro,lugo,lugo,galicia,galicia,viveiro/lugo,Lugo,Viveiro
3686,baralla,baralla,lugo,lugo,galicia,galicia,baralla/lugo,Lugo,Baralla
3687,burela,burela,lugo,lugo,galicia,galicia,burela/lugo,Lugo,Burela
3688,alameda,alameda,malaga,malaga,andalucia,andalucia,alameda/malaga,Málaga,Alameda
3689,alcaucin,alcaucin,malaga,malaga,andalucia,andalucia,alcaucin/malaga,Málaga,Alcaucín
3690,alfarnate,alfarnate,malaga,malaga,andalucia,andalucia,alfarnate/malaga,Málaga,Alfarnate
3691,algarrobo,algarrobo,malaga,malaga,andalucia,andalucia,algarrobo/malaga,Málaga,Algarrobo
3692,algatocin,algatocin,malaga,malaga,andalucia,andalucia,algatocin/malaga,Málaga,Algatocín
3693,alhaurin_de_la_torre,alhaurin_de_la_torre,malaga,malaga,andalucia,andalucia,alhaurin_de_la_torre/malaga,Málaga,Alhaurín de la Torre
3694,alhaurin_el_grande,alhaurin_el_grande,malaga,malaga,andalucia,andalucia,alhaurin_el_grande/malaga,Málaga,Alhaurín el Grande
3695,almachar,almachar,malaga,malaga,andalucia,andalucia,almachar/malaga,Málaga,Almáchar
3696,almargen,almargen,malaga,malaga,andalucia,andalucia,almargen/malaga,Málaga,Almargen
3697,almogia,almogia,malaga,malaga,andalucia,andalucia,almogia/malaga,Málaga,Almogía
3698,alora,alora,malaga,malaga,andalucia,andalucia,alora/malaga,Málaga,Álora
3699,alozaina,alozaina,malaga,malaga,andalucia,andalucia,alozaina/malaga,Málaga,Alozaina
3700,alpandeire,alpandeire,malaga,malaga,andalucia,andalucia,alpandeire/malaga,Málaga,Alpandeire
3701,antequera,antequera,malaga,malaga,andalucia,andalucia,antequera/malaga,Málaga,Antequera
3702,archez,archez,malaga,malaga,andalucia,andalucia,archez/malaga,Málaga,Árchez
3703,archidona,archidona,malaga,malaga,andalucia,andalucia,archidona/malaga,Málaga,Archidona
3704,ardales,ardales,malaga,malaga,andalucia,andalucia,ardales/malaga,Málaga,Ardales
3705,arriate,arriate,malaga,malaga,andalucia,andalucia,arriate/malaga,Málaga,Arriate
3706,atajate,atajate,malaga,malaga,andalucia,andalucia,atajate/malaga,Málaga,Atajate
3707,benadalid,benadalid,malaga,malaga,andalucia,andalucia,benadalid/malaga,Málaga,Benadalid
3708,benahavis,benahavis,malaga,malaga,andalucia,andalucia,benahavis/malaga,Málaga,Benahavís
3709,benalmadena,benalmadena,malaga,malaga,andalucia,andalucia,benalmadena/malaga,Málaga,Benalmádena
3710,benamocarra,benamocarra,malaga,malaga,andalucia,andalucia,benamocarra/malaga,Málaga,Benamocarra
3711,benaojan,benaojan,malaga,malaga,andalucia,andalucia,benaojan/malaga,Málaga,Benaoján
3712,benarraba,benarraba,malaga,malaga,andalucia,andalucia,benarraba/malaga,Málaga,Benarrabá
3713,el_burgo,el_burgo,malaga,malaga,andalucia,andalucia,el_burgo/malaga,Málaga,El Burgo
3714,campillos,campillos,malaga,malaga,andalucia,andalucia,campillos/malaga,Málaga,Campillos
3715,canillas_de_aceituno,canillas_de_aceituno,malaga,malaga,andalucia,andalucia,canillas_de_aceituno/malaga,Málaga,Canillas de Aceituno
3716,canillas_de_albaida,canillas_de_albaida,malaga,malaga,andalucia,andalucia,canillas_de_albaida/malaga,Málaga,Canillas de Albaida
3717,canete_la_real,canete_la_real,malaga,malaga,andalucia,andalucia,canete_la_real/malaga,Málaga,Cañete la Real
3718,carratraca,carratraca,malaga,malaga,andalucia,andalucia,carratraca/malaga,Málaga,Carratraca
3719,cartajima,cartajima,malaga,malaga,andalucia,andalucia,cartajima/malaga,Málaga,Cartajima
3720,malaga,malaga,malaga,malaga,andalucia,andalucia,malaga/malaga,Málaga,Málaga
3721,cartama,cartama,malaga,malaga,andalucia,andalucia,cartama/malaga,Málaga,Cártama
3722,casabermeja,casabermeja,malaga,malaga,andalucia,andalucia,casabermeja/malaga,Málaga,Casabermeja
3723,casarabonela,casarabonela,malaga,malaga,andalucia,andalucia,casarabonela/malaga,Málaga,Casarabonela
3724,casares,casares,malaga,malaga,andalucia,andalucia,casares/malaga,Málaga,Casares
3725,coin,coin,malaga,malaga,andalucia,andalucia,coin/malaga,Málaga,Coín
3726,colmenar,colmenar,malaga,malaga,andalucia,andalucia,colmenar/malaga,Málaga,Colmenar
3727,comares,comares,malaga,malaga,andalucia,andalucia,comares/malaga,Málaga,Comares
3728,competa,competa,malaga,malaga,andalucia,andalucia,competa/malaga,Málaga,Cómpeta
3729,cortes_de_la_frontera,cortes_de_la_frontera,malaga,malaga,andalucia,andalucia,cortes_de_la_frontera/malaga,Málaga,Cortes de la Frontera
3730,cuevas_bajas,cuevas_bajas,malaga,malaga,andalucia,andalucia,cuevas_bajas/malaga,Málaga,Cuevas Bajas
3731,cuevas_del_becerro,cuevas_del_becerro,malaga,malaga,andalucia,andalucia,cuevas_del_becerro/malaga,Málaga,Cuevas del Becerro
3732,cuevas_de_san_marcos,cuevas_de_san_marcos,malaga,malaga,andalucia,andalucia,cuevas_de_san_marcos/malaga,Málaga,Cuevas de San Marcos
3733,estepona,estepona,malaga,malaga,andalucia,andalucia,estepona/malaga,Málaga,Estepona
3734,farajan,farajan,malaga,malaga,andalucia,andalucia,farajan/malaga,Málaga,Faraján
3735,frigiliana,frigiliana,malaga,malaga,andalucia,andalucia,frigiliana/malaga,Málaga,Frigiliana
3736,fuengirola,fuengirola,malaga,malaga,andalucia,andalucia,fuengirola/malaga,Málaga,Fuengirola
3737,fuente_de_piedra,fuente_de_piedra,malaga,malaga,andalucia,andalucia,fuente_de_piedra/malaga,Málaga,Fuente de Piedra
3738,gaucin,gaucin,malaga,malaga,andalucia,andalucia,gaucin/malaga,Málaga,Gaucín
3739,genalguacil,genalguacil,malaga,malaga,andalucia,andalucia,genalguacil/malaga,Málaga,Genalguacil
3740,guaro,guaro,malaga,malaga,andalucia,andalucia,guaro/malaga,Málaga,Guaro
3741,humilladero,humilladero,malaga,malaga,andalucia,andalucia,humilladero/malaga,Málaga,Humilladero
3742,igualeja,igualeja,malaga,malaga,andalucia,andalucia,igualeja/malaga,Málaga,Igualeja
3743,istan,istan,malaga,malaga,andalucia,andalucia,istan/malaga,Málaga,Istán
3744,iznate,iznate,malaga,malaga,andalucia,andalucia,iznate/malaga,Málaga,Iznate
3745,jimera_de_libar,jimera_de_libar,malaga,malaga,andalucia,andalucia,jimera_de_libar/malaga,Málaga,Jimera de Líbar
3746,juzcar,juzcar,malaga,malaga,andalucia,andalucia,juzcar/malaga,Málaga,Júzcar
3747,macharaviaya,macharaviaya,malaga,malaga,andalucia,andalucia,macharaviaya/malaga,Málaga,Macharaviaya
3748,manilva,manilva,malaga,malaga,andalucia,andalucia,manilva/malaga,Málaga,Manilva
