,comunidad,provincia,población,latitud,longitud,altitud,distanica_km,cuidad_mas_cercana
2388,castilla_la_mancha,guadalajara,pinilla_de_molina,40.6802,-1.8804450000000001,1218.99,73.19034165496052,Coslada
2389,castilla_la_mancha,guadalajara,pioz,40.463570000000004,-3.175737,877.6891,11.29318805574914,Guadalajara
2390,castilla_la_mancha,guadalajara,piqueras,40.66349,-1.72177,1377.2060000000001,75.70716783101675,Coslada
2391,castilla_la_mancha,guadalajara,pobo_de_duenas_,40.7777,-1.6492380000000002,1265.469,89.7990253264591,Coslada
2392,castilla_la_mancha,guadalajara,poveda_de_la_sierra,40.6428,-2.0287599999999997,1188.9489999999998,67.1899182313852,Coslada
2393,castilla_la_mancha,guadalajara,pozo_de_almoguera,40.34271,-3.029402,783.4164,7.280526293696308,Guadalajara
2394,castilla_la_mancha,guadalajara,pozo_de_guadalajara,40.495059999999995,-3.182096,890.155,14.563505721458206,Guadalajara
2395,castilla_la_mancha,guadalajara,pradena_de_atienza,41.171690000000005,-3.006566,1143.877,55.46340847114583,Zaragoza
2396,castilla_la_mancha,guadalajara,prados_redondos,40.78471,-1.7943689999999999,1158.4769999999999,84.8320089350654,Zaragoza
2397,castilla_la_mancha,guadalajara,puebla_de_belena,40.8895,-3.2195,920.8109,50.942399010884934,San_Sebastián_de_los_Reyes
2398,castilla_la_mancha,guadalajara,puebla_de_valles,40.92715,-3.3029800000000002,846.1002,50.239465757585876,San_Sebastián_de_los_Reyes
2399,castilla_la_mancha,guadalajara,quer,40.60794,-3.277798,706.5587,29.066121955400266,San_Sebastián_de_los_Reyes
2400,castilla_la_mancha,guadalajara,rebollosa_de_jadraque,41.08976,-2.8418930000000002,1028.823,49.19517293542364,Zaragoza
2401,castilla_la_mancha,guadalajara,recuenco_,40.61627,-2.3397490000000003,978.4645,67.77702853004763,Coslada
2402,castilla_la_mancha,guadalajara,renera,40.491820000000004,-3.016147,758.5328,14.321076883200407,Guadalajara
2403,castilla_la_mancha,guadalajara,retiendas,40.970909999999996,-3.275091,889.69,55.61973024404727,San_Sebastián_de_los_Reyes
2404,castilla_la_mancha,guadalajara,riba_de_saelices,40.91217,-2.297112,987.1724,53.98334824618067,Zaragoza
2405,castilla_la_mancha,guadalajara,rillo_de_gallo,40.86625,-1.9375509999999998,1056.004,70.43165137906671,Zaragoza
2406,castilla_la_mancha,guadalajara,riofrio_del_llano,41.13782,-2.824648,1018.82,44.59470540987991,Zaragoza
2407,castilla_la_mancha,guadalajara,robledillo_de_mohernando,40.854,-3.234747,885.8916,47.13026284609389,San_Sebastián_de_los_Reyes
2408,castilla_la_mancha,guadalajara,robledo_de_corpes,41.11815,-2.950481,1151.281,54.37816657616615,Zaragoza
2409,castilla_la_mancha,guadalajara,romanillos_de_atienza,41.27492,-2.895931,1105.9589999999998,42.55626253290456,Zaragoza
2410,castilla_la_mancha,guadalajara,romanones,40.570640000000004,-2.992985,750.4893,23.05714937720809,Guadalajara
2411,castilla_la_mancha,guadalajara,rueda_de_la_sierra,40.918209999999995,-1.8544919999999998,1149.894,70.13020754832755,Zaragoza
2412,castilla_la_mancha,guadalajara,sacecorbo,40.8327,-2.417238,1120.788,61.99135367152435,Zaragoza
2413,castilla_la_mancha,guadalajara,sacedon,40.48108,-2.733063,744.1919,33.03936909374654,Guadalajara
2414,castilla_la_mancha,guadalajara,saelices_de_la_sal,40.90611,-2.3241490000000002,994.9368,54.30119937772794,Zaragoza
2415,castilla_la_mancha,guadalajara,salmeron,40.54482,-2.4941240000000002,826.9052,54.45236796457907,Guadalajara
2416,castilla_la_mancha,guadalajara,san_andres_del_congosto,40.99974,-3.026757,867.291,67.44620011898968,Zaragoza
2417,castilla_la_mancha,guadalajara,san_andres_del_rey,40.63803,-2.81983,1020.2180000000001,37.217025721209104,Guadalajara
2418,castilla_la_mancha,guadalajara,santiuste,41.08461,-2.809056,917.553,47.62311288979,Zaragoza
2419,castilla_la_mancha,guadalajara,sauca,41.03068,-2.529474,1105.572,41.198478415652616,Zaragoza
2420,castilla_la_mancha,guadalajara,sayaton,40.37673,-2.8514310000000003,653.2286,21.06512906506875,Guadalajara
2421,castilla_la_mancha,guadalajara,selas,40.951229999999995,-2.103191,1213.464,55.1521318235542,Zaragoza
2422,castilla_la_mancha,guadalajara,semillas,41.059329999999996,-3.118647,1201.8210000000001,69.7671568144831,Zaragoza
2423,castilla_la_mancha,guadalajara,setiles,40.73423,-1.618372,1260.147,86.55818857067949,Coslada
2424,castilla_la_mancha,guadalajara,sienes,41.2002,-2.653532,1035.452,29.323812256788262,Zaragoza
2425,castilla_la_mancha,guadalajara,siguenza,41.0696,-2.642236,997.2746,40.589194401826894,Zaragoza
2426,castilla_la_mancha,guadalajara,solanillos_del_extremo,40.75076,-2.698229,997.0219999999999,53.41529502494182,Guadalajara
2427,castilla_la_mancha,guadalajara,somolinos,41.24626,-3.0598330000000002,1253.444,56.59212794803636,Zaragoza
2428,castilla_la_mancha,guadalajara,sotillo_,40.88125,-2.6332419999999996,1049.94,59.59838908636901,Zaragoza
2429,castilla_la_mancha,guadalajara,sotodosos,40.922909999999995,-2.391471,1138.66,51.97751046400571,Zaragoza
2430,castilla_la_mancha,guadalajara,tamajon,41.000440000000005,-3.248884,1034.312,59.56749392030707,San_Sebastián_de_los_Reyes
2431,castilla_la_mancha,guadalajara,taragudo,40.82277,-3.080854,765.4358,49.27576839299576,Guadalajara
2432,castilla_la_mancha,guadalajara,taravilla,40.69765,-1.9676900000000002,1318.905,73.76686250639546,Coslada
2433,castilla_la_mancha,guadalajara,tartanedo,40.9934,-1.9256509999999998,1189.511,59.91287395684021,Zaragoza
2434,castilla_la_mancha,guadalajara,tendilla,40.54422,-2.9589950000000003,798.4559,21.81849605914515,Guadalajara
2435,castilla_la_mancha,guadalajara,terzaga,40.6949,-1.9033209999999998,1178.228,74.36727168990176,Coslada
2436,castilla_la_mancha,guadalajara,tierzo,40.74915,-1.9305700000000001,1144.808,79.88787764310969,Coslada
2437,castilla_la_mancha,guadalajara,toba_,41.00427,-2.981962,945.3749,64.2831792489235,Zaragoza
2438,castilla_la_mancha,guadalajara,tordellego,40.72094,-1.6696419999999998,1248.8239999999998,83.34005801048492,Coslada
2439,castilla_la_mancha,guadalajara,tordelrabano,41.21893,-2.7579380000000002,1019.433,34.74607203237072,Zaragoza
2440,castilla_la_mancha,guadalajara,tordesilos,40.6705,-1.593102,1344.611,81.37240260693115,Coslada
2441,castilla_la_mancha,guadalajara,torija,40.74407,-3.030298,969.4859,40.921534372648466,Guadalajara
2442,castilla_la_mancha,guadalajara,torre_del_burgo,40.79575,-3.079441,722.6486,46.27639849350268,Guadalajara
2443,castilla_la_mancha,guadalajara,torrecuadrada_de_molina,40.749629999999996,-1.806776,1188.343,82.25541797943795,Coslada
2444,castilla_la_mancha,guadalajara,torrecuadradilla,40.852920000000005,-2.5316229999999997,1020.426,60.602303908766054,Zaragoza
2445,castilla_la_mancha,guadalajara,torrejon_del_rey,40.64526,-3.3376360000000003,720.3807,25.812633591433567,San_Sebastián_de_los_Reyes
2446,castilla_la_mancha,guadalajara,torremocha_de_jadraque,41.01921,-2.89966,934.535,58.13852746412317,Zaragoza
2447,castilla_la_mancha,guadalajara,torremocha_del_campo,40.97788,-2.61857,1087.2069999999999,49.05248417608202,Zaragoza
2448,castilla_la_mancha,guadalajara,torremocha_del_pinar,40.88856,-2.045764,1278.072,63.575098588179294,Zaragoza
2449,castilla_la_mancha,guadalajara,torremochuela,40.76517,-1.841357,1169.329,83.15465779353481,Coslada
2450,castilla_la_mancha,guadalajara,torrubia,40.96577,-1.9003330000000003,1168.836,63.61778115510237,Zaragoza
2451,castilla_la_mancha,guadalajara,tortola_de_henares,40.70661,-3.1262689999999997,723.7584,36.39656651608809,Guadalajara
2452,castilla_la_mancha,guadalajara,tortuera,40.9715,-1.7987819999999999,1112.692,69.17396403750533,Zaragoza
2453,castilla_la_mancha,guadalajara,tortuero,40.935629999999996,-3.3541879999999997,896.6824,49.00334415524997,San_Sebastián_de_los_Reyes
2454,castilla_la_mancha,guadalajara,traid,40.668440000000004,-1.809895,1391.918,73.5550995560621,Coslada
2455,castilla_la_mancha,guadalajara,trijueque,40.77686,-2.995797,997.5736,45.0118881683926,Guadalajara
2456,castilla_la_mancha,guadalajara,trillo,40.70134,-2.593588,734.2948,55.76637690184604,Guadalajara
2457,castilla_la_mancha,guadalajara,uceda,40.84321,-3.461408,778.0472,35.97903165935946,San_Sebastián_de_los_Reyes
2458,castilla_la_mancha,guadalajara,ujados,41.2352,-3.005702,1148.512,52.66320380127839,Zaragoza
2459,castilla_la_mancha,guadalajara,utande,40.84823,-2.928168,838.1349,54.064278670039826,Guadalajara
2460,castilla_la_mancha,guadalajara,valdarachas,40.51648,-3.126242,765.6512,15.342295498768316,Guadalajara
2461,castilla_la_mancha,guadalajara,valdearenas,40.80917,-2.9913950000000002,786.6619999999999,48.60981034368771,Guadalajara
2462,castilla_la_mancha,guadalajara,valdeavellano,40.665079999999996,-2.969261,967.1561,33.5809449200748,Guadalajara
2463,castilla_la_mancha,guadalajara,valdeaveruelo,40.63712,-3.315817,731.2949,27.095614702176857,San_Sebastián_de_los_Reyes
2464,castilla_la_mancha,guadalajara,valdeconcha,40.456540000000004,-2.875932,740.5092,20.79709591754669,Guadalajara
2465,castilla_la_mancha,guadalajara,valdegrudas,40.71348,-3.016062,925.311,37.76528464632346,Guadalajara
2466,castilla_la_mancha,guadalajara,valdelcubo,41.22595,-2.675309,1019.085,28.711496019054604,Zaragoza
2467,castilla_la_mancha,guadalajara,valdenuno_fernandez,40.7637,-3.3787949999999998,846.8645,31.619532444990806,San_Sebastián_de_los_Reyes
2468,castilla_la_mancha,guadalajara,valdepenas_de_la_sierra,40.90821,-3.387443,914.8377,45.048335216252454,San_Sebastián_de_los_Reyes
2469,castilla_la_mancha,guadalajara,valderrebollo,40.8103,-2.7295130000000003,875.3423,57.18317368972264,Guadalajara
2470,castilla_la_mancha,guadalajara,valdesotos,40.957440000000005,-3.328386,835.3204,52.14432267318135,San_Sebastián_de_los_Reyes
2471,castilla_la_mancha,guadalajara,valfermoso_de_tajuna,40.61958,-2.953815,958.9691,29.377129207483016,Guadalajara
2472,castilla_la_mancha,guadalajara,valhermoso,40.78606,-1.9611150000000002,1229.9189999999999,76.99832973739751,Zaragoza
2473,castilla_la_mancha,guadalajara,valtablado_del_rio,40.71436,-2.401744,842.2578,69.75737308222742,Guadalajara
2474,castilla_la_mancha,guadalajara,valverde_de_los_arroyos,41.1294,-3.2338009999999997,1258.747,72.80289682666931,San_Sebastián_de_los_Reyes
2475,castilla_la_mancha,guadalajara,viana_de_jadraque,41.02615,-2.768869,868.2767,50.395566205367864,Zaragoza
2476,castilla_la_mancha,guadalajara,villanueva_de_alcoron,40.67927,-2.252745,1267.838,72.59757595714147,Coslada
2477,castilla_la_mancha,guadalajara,villanueva_de_argecilla,40.902120000000004,-2.9146520000000002,1024.961,60.1453439190329,Guadalajara
2478,castilla_la_mancha,guadalajara,villanueva_de_la_torre,40.58433,-3.3021910000000005,694.0,25.860120795842533,Colmenar_Viejo
2479,castilla_la_mancha,guadalajara,villares_de_jadraque,41.102129999999995,-3.0256220000000003,1037.886,60.630143438540465,Zaragoza
2480,castilla_la_mancha,guadalajara,villaseca_de_henares,40.960570000000004,-2.798212,856.4547,57.77460677992882,Zaragoza
2481,castilla_la_mancha,guadalajara,villaseca_de_uceda,40.82005,-3.3521769999999997,914.4682,37.99064707381946,San_Sebastián_de_los_Reyes
2482,castilla_la_mancha,guadalajara,villel_de_mesa,41.12617,-1.989027,933.9042,45.82826250084809,Zaragoza
2483,castilla_la_mancha,guadalajara,vinuelas,40.794909999999994,-3.3440800000000004,903.8938,36.15609107884846,San_Sebastián_de_los_Reyes
2484,castilla_la_mancha,guadalajara,yebes,40.533559999999994,-3.111498,890.4029,17.10815162214982,Guadalajara
2485,castilla_la_mancha,guadalajara,yebra,40.356759999999994,-2.965323,753.6019,11.702349289396816,Guadalajara
2486,castilla_la_mancha,guadalajara,yelamos_de_abajo,40.63065,-2.856008,916.2587,34.68556501494344,Guadalajara
2487,castilla_la_mancha,guadalajara,yelamos_de_arriba,40.63964,-2.8431319999999998,947.1408,36.13736839765028,Guadalajara
2488,castilla_la_mancha,guadalajara,yunquera_de_henares,40.75522,-3.1659509999999997,695.682,42.10602729956224,Guadalajara
2489,castilla_la_mancha,guadalajara,yunta_,40.914809999999996,-1.6838950000000001,1105.882,80.57149575438315,Zaragoza
2490,castilla_la_mancha,guadalajara,zaorejas,40.76192,-2.202039,1225.005,72.00447869737162,Zaragoza
2491,castilla_la_mancha,guadalajara,zarzuela_de_jadraque,41.06753,-3.042809,1040.29,63.9440086644876,Zaragoza
2492,castilla_la_mancha,guadalajara,zorita_de_los_canes,40.33144,-2.888904,596.4229,18.690280479560087,Guadalajara
2493,castilla_la_mancha,toledo,ajofrin,39.712509999999995,-3.982614,771.9454,22.64706540096973,Toledo
2494,castilla_la_mancha,toledo,alameda_de_la_sagra,40.01226,-3.7965050000000002,595.9953,16.854320241345967,Aranjuez
2495,castilla_la_mancha,toledo,albarreal_de_tajo,39.897690000000004,-4.227978,452.7595,42.30845029511926,Talavera_de_la_Reina
2496,castilla_la_mancha,toledo,alcabon,40.00249,-4.369076000000001,529.2844,43.319274058546064,Ávila
2497,castilla_la_mancha,toledo,alcanizo,39.90467,-5.105713,373.98199999999997,63.149792525696256,Talavera_de_la_Reina
2498,castilla_la_mancha,toledo,alcaudete_de_la_jara,39.79322,-4.870331,408.8566,39.589133984626,Talavera_de_la_Reina
2499,castilla_la_mancha,toledo,alcolea_de_tajo,39.80831,-5.149076,353.2964,61.08176413653314,Talavera_de_la_Reina
2500,castilla_la_mancha,toledo,aldea_en_cabo,40.183690000000006,-4.455605,478.3156,23.145825645794748,Ávila
2501,castilla_la_mancha,toledo,aldeanueva_de_barbarroya,39.762229999999995,-5.019921,492.4827,48.911090457308426,Talavera_de_la_Reina
2502,castilla_la_mancha,toledo,aldeanueva_de_san_bartolome,39.63668,-5.111573,572.8758,52.7857133617204,Talavera_de_la_Reina
2503,castilla_la_mancha,toledo,almendral_de_la_canada,40.18548,-4.739292,625.25,35.375407508442066,Ávila
2504,castilla_la_mancha,toledo,almonacid_de_toledo,39.75468,-3.85209,715.1904,30.392097535940753,Toledo
2505,castilla_la_mancha,toledo,almorox,40.23307,-4.391364,535.3524,17.623466452852977,Ávila
2506,castilla_la_mancha,toledo,anover_de_tajo,39.98945,-3.764771,591.5134,14.744448087547743,Aranjuez
2507,castilla_la_mancha,toledo,arcicollar,40.05508,-4.117677,543.9216,34.79331786633748,Parla
2508,castilla_la_mancha,toledo,arges,39.80597,-4.057286,653.7512,33.1687811491716,Toledo
2509,castilla_la_mancha,toledo,azutan,39.785759999999996,-5.127171,337.5748,58.36130276914957,Talavera_de_la_Reina
2510,castilla_la_mancha,toledo,barcience,39.983090000000004,-4.233763,517.1357,47.447294556871604,Parla
2511,castilla_la_mancha,toledo,bargas,39.941629999999996,-4.0189699999999995,599.7254,37.034769574462295,Aranjuez
2512,castilla_la_mancha,toledo,belvis_de_la_jara,39.76008,-4.949282,451.4582,43.36891539020849,Talavera_de_la_Reina
2513,castilla_la_mancha,toledo,borox,40.069720000000004,-3.7401910000000003,582.6509,12.727913625441992,Aranjuez
2514,castilla_la_mancha,toledo,buenaventura,40.17628,-4.849428,433.1037,43.50675166689405,Ávila
2515,castilla_la_mancha,toledo,burguillos_de_toledo,39.79657,-3.9926239999999997,679.2315,31.90984791982093,Toledo
2516,castilla_la_mancha,toledo,burujon,39.90132,-4.2983839999999995,501.4543,39.68290230401518,Talavera_de_la_Reina
2517,castilla_la_mancha,toledo,cabanas_de_la_sagra,40.008109999999995,-3.9473540000000003,551.0,27.98349839661129,Parla
2518,castilla_la_mancha,toledo,cabanas_de_yepes,39.88974,-3.53536,706.7368,16.54585917665236,Aranjuez
2519,castilla_la_mancha,toledo,cabezamesada,39.81621,-3.102188,736.1016,43.69677908113923,Arganda_del_Rey
2520,castilla_la_mancha,toledo,calera_y_chozas,39.881440000000005,-4.978609,394.1816,52.91850914380207,Talavera_de_la_Reina
2521,castilla_la_mancha,toledo,caleruela,39.8748,-5.255383,374.1803,72.46330338566466,Talavera_de_la_Reina
2522,castilla_la_mancha,toledo,calzada_de_oropesa,39.89803,-5.2789589999999995,351.9175,75.43393000160944,Talavera_de_la_Reina
2523,castilla_la_mancha,toledo,camarena,40.09217,-4.1198809999999995,575.9206,32.96774636188162,Parla
2524,castilla_la_mancha,toledo,camarenilla,40.01769,-4.074731,509.2571,34.32524710656589,Parla
2525,castilla_la_mancha,toledo,campillo_de_la_jara_,39.58957,-5.054873000000001,651.1703,47.577147777690286,Talavera_de_la_Reina
2526,castilla_la_mancha,toledo,camunas,39.42896,-3.459021,672.9465,48.16099827570195,Toledo
2527,castilla_la_mancha,toledo,cardiel_de_los_montes,40.06345,-4.656812,407.2493,41.517935772243646,Ávila
2528,castilla_la_mancha,toledo,carmena,39.95778,-4.401387000000001,562.0,42.85783046580313,Talavera_de_la_Reina
2529,castilla_la_mancha,toledo,carpio_de_tajo_,39.88752,-4.45466,482.838,34.42456137472188,Talavera_de_la_Reina
2530,castilla_la_mancha,toledo,carranque,40.1697,-3.9010910000000005,660.4978,12.46418615039081,Parla
2531,castilla_la_mancha,toledo,carriches,39.96407,-4.456778,553.2783,42.879546085538905,Talavera_de_la_Reina
2532,castilla_la_mancha,toledo,casar_de_escalona_,40.046690000000005,-4.523818,466.5611,39.19113582099165,Ávila
2533,castilla_la_mancha,toledo,casarrubios_del_monte,40.18575,-4.0358,616.3093,22.899688477278083,Parla
2534,castilla_la_mancha,toledo,casasbuenas,39.76075,-4.12657,687.2794,29.624471083860588,Toledo
2535,castilla_la_mancha,toledo,castillo_de_bayuela,40.10114,-4.685131,549.2681,39.2301401176089,Ávila
2536,castilla_la_mancha,toledo,cazalegas,40.01085,-4.67746,440.9979,47.50748193464921,Ávila
2537,castilla_la_mancha,toledo,cebolla,39.9479,-4.569388,428.8371,41.349274017278795,Talavera_de_la_Reina
2538,castilla_la_mancha,toledo,cedillo_del_condado,40.1137,-3.9223779999999997,647.5012,17.537157691892208,Parla
2539,castilla_la_mancha,toledo,cerralbos_,39.9848,-4.568843,465.1712,45.40873822239258,Talavera_de_la_Reina
2540,castilla_la_mancha,toledo,cervera_de_los_montes,40.05247,-4.810708,536.5416,50.10592062056315,Ávila
2541,castilla_la_mancha,toledo,chozas_de_canales,40.099740000000004,-4.041364,544.3453,26.665653050288853,Parla
2542,castilla_la_mancha,toledo,chueca,39.7324,-3.9423779999999997,742.0029,25.40691908238453,Toledo
2543,castilla_la_mancha,toledo,ciruelos,39.93629,-3.61703,708.9604,10.523917223718467,Aranjuez
2544,castilla_la_mancha,toledo,cobeja,40.02474,-3.8569999999999998,508.5462,21.897227787448298,Aranjuez
2545,castilla_la_mancha,toledo,cobisa,39.80434,-4.024558,676.1328,32.76311528490185,Toledo
2546,castilla_la_mancha,toledo,consuegra,39.46046,-3.6067199999999997,709.5399,35.05569276555561,Toledo
2547,castilla_la_mancha,toledo,corral_de_almaguer,39.76015,-3.166829,705.971,47.6170797941362,Aranjuez
2548,castilla_la_mancha,toledo,cuerva,39.66404,-4.211058,773.9889,24.30233221573493,Toledo
2549,castilla_la_mancha,toledo,domingo_perez,39.97594,-4.505118,497.8713,44.04251320843003,Talavera_de_la_Reina
2550,castilla_la_mancha,toledo,dosbarrios,39.88408,-3.476729,709.6131,19.336427565115365,Aranjuez
2551,castilla_la_mancha,toledo,erustes,39.956579999999995,-4.497182,536.0446,41.887623466303204,Talavera_de_la_Reina
2552,castilla_la_mancha,toledo,escalona,40.1686,-4.403674,463.5558,24.665222374510414,Ávila
2553,castilla_la_mancha,toledo,escalonilla,39.92519,-4.3488430000000005,547.6719,40.512877952785686,Talavera_de_la_Reina
2554,castilla_la_mancha,toledo,espinoso_del_rey,39.65293,-4.783727,724.8951,25.62844905470582,Talavera_de_la_Reina
2555,castilla_la_mancha,toledo,esquivias,40.10413,-3.77008,611.5911,12.888202570386774,Parla
2556,castilla_la_mancha,toledo,estrella_,39.68958,-5.093503,549.2997,52.280595117629346,Talavera_de_la_Reina
2557,castilla_la_mancha,toledo,fuensalida,40.05297,-4.209178,595.3815,41.54424476211032,Ávila
2558,castilla_la_mancha,toledo,galvez,39.70341,-4.274498,709.8111,23.69573155570224,Talavera_de_la_Reina
2559,castilla_la_mancha,toledo,garciotum,40.09929,-4.6457180000000005,468.3595,37.58771326841098,Ávila
2560,castilla_la_mancha,toledo,gerindote,39.966609999999996,-4.303091,552.425,46.179943383698244,Talavera_de_la_Reina
2561,castilla_la_mancha,toledo,guadamur,39.813359999999996,-4.147479,636.7328,35.737204218646696,Toledo
2562,castilla_la_mancha,toledo,guardia_,39.78557,-3.4770730000000003,697.0734,29.14082643639741,Aranjuez
2563,castilla_la_mancha,toledo,herencias_,39.86949,-4.9202379999999994,358.7523,48.262918391028,Talavera_de_la_Reina
2564,castilla_la_mancha,toledo,herreruela_de_oropesa,39.8897,-5.2426330000000005,378.2414,72.26146413457194,Talavera_de_la_Reina
2565,castilla_la_mancha,toledo,hinojosa_de_san_vicente,40.10402,-4.724235,659.1536,40.975280369365294,Ávila
2566,castilla_la_mancha,toledo,hontanar,39.6122,-4.49834,840.3611,3.5844254413557373,Talavera_de_la_Reina
2567,castilla_la_mancha,toledo,hormigos,40.09836,-4.445142,464.7229,32.50922376582402,Ávila
2568,castilla_la_mancha,toledo,huecas,40.01184,-4.195808,552.931,42.9881575787592,Parla
2569,castilla_la_mancha,toledo,huerta_de_valdecarabanos,39.864329999999995,-3.611917,627.6873,18.45544466057393,Aranjuez
2570,castilla_la_mancha,toledo,iglesuela_,40.23342,-4.750336,516.3834,32.9899600993026,Ávila
2571,castilla_la_mancha,toledo,illan_de_vacas,39.97048,-4.556458999999999,480.7694,43.70037192211421,Talavera_de_la_Reina
2572,castilla_la_mancha,toledo,illescas,40.124159999999996,-3.8492059999999997,592.8992,12.607905932397331,Parla
2573,castilla_la_mancha,toledo,lagartera,39.90598,-5.20118,396.1818,70.07861410760039,Talavera_de_la_Reina
2574,castilla_la_mancha,toledo,layos,39.77677,-4.064173,651.8649,30.03336340175123,Toledo
2575,castilla_la_mancha,toledo,lillo,39.721309999999995,-3.3055339999999998,685.3505,42.55293307055598,Aranjuez
2576,castilla_la_mancha,toledo,lominchar,40.08976,-3.9673199999999995,646.8894,22.16429143977834,Parla
2577,castilla_la_mancha,toledo,lucillos,39.98657,-4.612792,477.0321,46.23898152650278,Talavera_de_la_Reina
2578,castilla_la_mancha,toledo,madridejos,39.466879999999996,-3.523135,688.0627,42.0676942545222,Toledo
2579,castilla_la_mancha,toledo,magan,39.95749,-3.9305839999999996,483.2254,29.30243889000081,Aranjuez
2580,castilla_la_mancha,toledo,malpica_de_tajo,39.89419,-4.546062999999999,397.5589,35.16869397109203,Talavera_de_la_Reina
2581,castilla_la_mancha,toledo,manzaneque,39.635659999999994,-3.7917110000000003,718.4171,23.358792674873385,Toledo
2582,castilla_la_mancha,toledo,maqueda,40.065940000000005,-4.369346,489.5274,36.30090874474795,Ávila
2583,castilla_la_mancha,toledo,marjaliza,39.56305,-3.935732,857.3539,8.683726340252468,Toledo
2584,castilla_la_mancha,toledo,marrupe,40.09016,-4.793577,592.5861,46.02604518459003,Ávila
2585,castilla_la_mancha,toledo,mascaraque,39.71626,-3.81166,714.0005,28.551486448185482,Toledo
2586,castilla_la_mancha,toledo,mata_,39.942679999999996,-4.43835,567.7911,40.68377603860901,Talavera_de_la_Reina
2587,castilla_la_mancha,toledo,mazarambroz,39.69421,-4.021279,778.5905,20.51243580494017,Toledo
2588,castilla_la_mancha,toledo,mejorada,40.010090000000005,-4.881894,548.898,57.667331055678424,Ávila
2589,castilla_la_mancha,toledo,menasalbas,39.64199,-4.28475,704.96,19.691517926835488,Talavera_de_la_Reina
2590,castilla_la_mancha,toledo,mentrida,40.237590000000004,-4.190963,533.4263,25.782566506341173,Ávila
2591,castilla_la_mancha,toledo,mesegar_de_tajo,39.92544,-4.502378,482.0789,38.42377170570185,Talavera_de_la_Reina
2592,castilla_la_mancha,toledo,miguel_esteban,39.52595,-3.075709,682.11,71.77710440198132,Aranjuez
2593,castilla_la_mancha,toledo,mocejon,39.93911,-3.914589,481.0487,28.65392299717004,Aranjuez
2594,castilla_la_mancha,toledo,mohedas_de_la_jara,39.60504,-5.143276,643.3585,55.207500090827416,Talavera_de_la_Reina
2595,castilla_la_mancha,toledo,montearagon,39.96447,-4.632733999999999,432.5179,44.24443065906942,Talavera_de_la_Reina
2596,castilla_la_mancha,toledo,montesclaros,40.10761,-4.938467,558.0593,54.07363417178389,Ávila
2597,castilla_la_mancha,toledo,mora,39.684259999999995,-3.7734870000000003,722.1462,28.04653299454164,Toledo
2598,castilla_la_mancha,toledo,nambroca,39.79691,-3.943745,677.4409,32.41342049614611,Toledo
2599,castilla_la_mancha,toledo,nava_de_ricomalillo_,39.65143,-4.990208,650.6389,42.748051619345055,Talavera_de_la_Reina
2600,castilla_la_mancha,toledo,navahermosa,39.635670000000005,-4.469614,735.2842,6.717383798157273,Talavera_de_la_Reina
2601,castilla_la_mancha,toledo,navalcan,40.069829999999996,-5.092264,394.0665,61.450906016103445,Sagunto
2602,castilla_la_mancha,toledo,navalmoralejo,39.73903,-5.142811,427.2085,57.81639132985871,Talavera_de_la_Reina
2603,castilla_la_mancha,toledo,navalmorales_,39.72627,-4.639593,659.6473,20.189337857450962,Talavera_de_la_Reina
2604,castilla_la_mancha,toledo,navalucillos_,39.666,-4.642211,742.7283,15.490445214687355,Talavera_de_la_Reina
2605,castilla_la_mancha,toledo,navamorcuende,40.157709999999994,-4.785211,771.2516,40.35051504601749,Ávila
2606,castilla_la_mancha,toledo,noblejas,39.98035,-3.439631,743.8586,14.73738482998708,Aranjuez
2607,castilla_la_mancha,toledo,noez,39.740520000000004,-4.184025,757.0864,29.660226703884,Toledo
2608,castilla_la_mancha,toledo,nombela,40.15645,-4.502765,492.1309,26.910531346430826,Ávila
2609,castilla_la_mancha,toledo,noves,40.04707,-4.272139,566.3942,40.158182777875396,Ávila
2610,castilla_la_mancha,toledo,numancia_de_la_sagra,40.07499,-3.8541269999999996,526.0,17.64425745213451,Parla
2611,castilla_la_mancha,toledo,nuno_gomez,40.11466,-4.620405,473.3011,35.03400205250633,Ávila
2612,castilla_la_mancha,toledo,ocana,39.96031,-3.499733,735.3221,11.536388933052375,Aranjuez
2613,castilla_la_mancha,toledo,olias_del_rey,39.94308,-3.986718,592.4843,34.34634474585706,Aranjuez
2614,castilla_la_mancha,toledo,ontigola,40.00346,-3.5722389999999997,609.2897,3.7824677468619843,Aranjuez
2615,castilla_la_mancha,toledo,orgaz,39.647529999999996,-3.874646,748.8485,19.20059670933828,Toledo
2616,castilla_la_mancha,toledo,oropesa,39.919140000000006,-5.173415,421.10400000000004,68.84401478729673,Talavera_de_la_Reina
2617,castilla_la_mancha,toledo,otero,40.000640000000004,-4.515162999999999,463.8867,44.05670357203096,Ávila
2618,castilla_la_mancha,toledo,palomeque,40.11916,-3.9632989999999997,609.2781,19.8930770949048,Parla
2619,castilla_la_mancha,toledo,pantoja,40.0439,-3.836551,523.6249,20.204126070416685,Aranjuez
2620,castilla_la_mancha,toledo,paredes_de_escalona,40.20581,-4.4288419999999995,488.917,20.501150056429307,Ávila
2621,castilla_la_mancha,toledo,parrillas,40.06106,-5.063858,397.2186,63.38258139783844,Sagunto
2622,castilla_la_mancha,toledo,pelahustan,40.17627,-4.596936,673.2676,28.117017467641467,Ávila
