población,distanica_km,cuidad_mas_cercana
santiuste,47.623112889789994,Zaragoza
sauca,41.198478415652616,Zaragoza
sayaton,21.06512906506875,Guadalajara
selas,55.1521318235542,Zaragoza
semillas,69.7671568144831,Zaragoza
setiles,86.55818857067949,Coslada
sienes,29.323812256788262,Zaragoza
siguenza,40.589194401826894,Zaragoza
solanillos_del_extremo,53.41529502494182,Guadalajara
somolinos,56.59212794803636,Zaragoza
sotillo_,59.59838908636901,Zaragoza
sotodosos,51.97751046400571,Zaragoza
tamajon,59.56749392030707,San_Sebastián_de_los_Reyes
taragudo,49.27576839299576,Guadalajara
taravilla,73.76686250639546,Coslada
tartanedo,59.91287395684021,Zaragoza
tendilla,21.81849605914515,Guadalajara
terzaga,74.36727168990176,Coslada
tierzo,79.88787764310969,Coslada
toba_,64.2831792489235,Zaragoza
tordellego,83.34005801048492,Coslada
tordelrabano,34.74607203237072,Zaragoza
tordesilos,81.37240260693115,Coslada
torija,40.921534372648466,Guadalajara
torre_del_burgo,46.27639849350268,Guadalajara
torrecuadrada_de_molina,82.25541797943795,Coslada
torrecuadradilla,60.602303908766054,Zaragoza
torrejon_del_rey,25.812633591433567,San_Sebastián_de_los_Reyes
torremocha_de_jadraque,58.13852746412317,Zaragoza
torremocha_del_campo,49.05248417608202,Zaragoza
torremocha_del_pinar,63.575098588179294,Zaragoza
torremochuela,83.15465779353481,Coslada
torrubia,63.61778115510237,Zaragoza
tortola_de_henares,36.39656651608809,Guadalajara
tortuera,69.17396403750533,Zaragoza
tortuero,49.00334415524997,San_Sebastián_de_los_Reyes
traid,73.5550995560621,Coslada
trijueque,45.0118881683926,Guadalajara
trillo,55.76637690184604,Guadalajara
uceda,35.97903165935946,San_Sebastián_de_los_Reyes
ujados,52.66320380127839,Zaragoza
utande,54.064278670039826,Guadalajara
valdarachas,15.342295498768314,Guadalajara
valdearenas,48.60981034368771,Guadalajara
valdeavellano,33.5809449200748,Guadalajara
valdeaveruelo,27.095614702176857,San_Sebastián_de_los_Reyes
valdeconcha,20.79709591754669,Guadalajara
valdegrudas,37.76528464632346,Guadalajara
valdelcubo,28.711496019054604,Zaragoza
valdenuno_fernandez,31.619532444990806,San_Sebastián_de_los_Reyes
valdepenas_de_la_sierra,45.048335216252454,San_Sebastián_de_los_Reyes
valderrebollo,57.18317368972264,Guadalajara
valdesotos,52.14432267318135,San_Sebastián_de_los_Reyes
valfermoso_de_tajuna,29.377129207483016,Guadalajara
valhermoso,76.99832973739751,Zaragoza
valtablado_del_rio,69.75737308222742,Guadalajara
valverde_de_los_arroyos,72.80289682666931,San_Sebastián_de_los_Reyes
viana_de_jadraque,50.395566205367864,Zaragoza
villanueva_de_alcoron,72.59757595714147,Coslada
villanueva_de_argecilla,60.1453439190329,Guadalajara
villanueva_de_la_torre,25.860120795842533,Colmenar_Viejo
villares_de_jadraque,60.630143438540465,Zaragoza
villaseca_de_henares,57.77460677992882,Zaragoza
villaseca_de_uceda,37.99064707381946,San_Sebastián_de_los_Reyes
villel_de_mesa,45.82826250084809,Zaragoza
vinuelas,36.15609107884846,San_Sebastián_de_los_Reyes
yebes,17.10815162214982,Guadalajara
yebra,11.702349289396816,Guadalajara
yelamos_de_abajo,34.68556501494344,Guadalajara
yelamos_de_arriba,36.13736839765028,Guadalajara
yunquera_de_henares,42.10602729956224,Guadalajara
yunta_,80.57149575438315,Zaragoza
zaorejas,72.00447869737162,Zaragoza
zarzuela_de_jadraque,63.9440086644876,Zaragoza
zorita_de_los_canes,18.690280479560087,Guadalajara
ajofrin,22.647065400969733,Toledo
alameda_de_la_sagra,16.854320241345967,Aranjuez
albarreal_de_tajo,42.30845029511926,Talavera_de_la_Reina
alcabon,43.319274058546064,Ávila
alcanizo,63.149792525696256,Talavera_de_la_Reina
alcaudete_de_la_jara,39.589133984625995,Talavera_de_la_Reina
alcolea_de_tajo,61.08176413653314,Talavera_de_la_Reina
aldea_en_cabo,23.145825645794748,Ávila
aldeanueva_de_barbarroya,48.911090457308426,Talavera_de_la_Reina
aldeanueva_de_san_bartolome,52.7857133617204,Talavera_de_la_Reina
almendral_de_la_canada,35.375407508442066,Ávila
almonacid_de_toledo,30.392097535940753,Toledo
almorox,17.623466452852977,Ávila
anover_de_tajo,14.744448087547742,Aranjuez
arcicollar,34.79331786633748,Parla
arges,33.1687811491716,Toledo
azutan,58.36130276914957,Talavera_de_la_Reina
barcience,47.447294556871604,Parla
bargas,37.034769574462295,Aranjuez
belvis_de_la_jara,43.36891539020849,Talavera_de_la_Reina
borox,12.727913625441992,Aranjuez
buenaventura,43.50675166689405,Ávila
burguillos_de_toledo,31.90984791982093,Toledo
burujon,39.68290230401518,Talavera_de_la_Reina
cabanas_de_la_sagra,27.98349839661129,Parla
cabanas_de_yepes,16.54585917665236,Aranjuez
cabezamesada,43.69677908113923,Arganda_del_Rey
calera_y_chozas,52.91850914380207,Talavera_de_la_Reina
caleruela,72.46330338566466,Talavera_de_la_Reina
calzada_de_oropesa,75.43393000160944,Talavera_de_la_Reina
camarena,32.96774636188162,Parla
camarenilla,34.32524710656589,Parla
campillo_de_la_jara_,47.577147777690286,Talavera_de_la_Reina
camunas,48.16099827570195,Toledo
cardiel_de_los_montes,41.517935772243646,Ávila
carmena,42.85783046580313,Talavera_de_la_Reina
carpio_de_tajo_,34.42456137472188,Talavera_de_la_Reina
carranque,12.46418615039081,Parla
carriches,42.879546085538905,Talavera_de_la_Reina
casar_de_escalona_,39.19113582099165,Ávila
casarrubios_del_monte,22.899688477278083,Parla
casasbuenas,29.624471083860588,Toledo
castillo_de_bayuela,39.230140117608904,Ávila
cazalegas,47.50748193464921,Ávila
cebolla,41.349274017278795,Talavera_de_la_Reina
cedillo_del_condado,17.537157691892208,Parla
cerralbos_,45.40873822239258,Talavera_de_la_Reina
cervera_de_los_montes,50.10592062056315,Ávila
chozas_de_canales,26.665653050288853,Parla
chueca,25.406919082384533,Toledo
ciruelos,10.523917223718467,Aranjuez
cobeja,21.897227787448298,Aranjuez
cobisa,32.76311528490185,Toledo
consuegra,35.05569276555561,Toledo
corral_de_almaguer,47.6170797941362,Aranjuez
cuerva,24.30233221573493,Toledo
domingo_perez,44.04251320843003,Talavera_de_la_Reina
dosbarrios,19.336427565115365,Aranjuez
erustes,41.887623466303204,Talavera_de_la_Reina
escalona,24.665222374510414,Ávila
escalonilla,40.512877952785686,Talavera_de_la_Reina
espinoso_del_rey,25.62844905470582,Talavera_de_la_Reina
esquivias,12.888202570386774,Parla
estrella_,52.28059511762935,Talavera_de_la_Reina
fuensalida,41.54424476211032,Ávila
galvez,23.69573155570224,Talavera_de_la_Reina
garciotum,37.58771326841098,Ávila
gerindote,46.179943383698244,Talavera_de_la_Reina
guadamur,35.737204218646696,Toledo
guardia_,29.14082643639741,Aranjuez
herencias_,48.262918391028,Talavera_de_la_Reina
herreruela_de_oropesa,72.26146413457194,Talavera_de_la_Reina
hinojosa_de_san_vicente,40.975280369365294,Ávila
hontanar,3.5844254413557373,Talavera_de_la_Reina
hormigos,32.50922376582402,Ávila
huecas,42.9881575787592,Parla
huerta_de_valdecarabanos,18.45544466057393,Aranjuez
iglesuela_,32.9899600993026,Ávila
illan_de_vacas,43.70037192211421,Talavera_de_la_Reina
illescas,12.607905932397331,Parla
lagartera,70.07861410760039,Talavera_de_la_Reina
layos,30.03336340175123,Toledo
lillo,42.55293307055598,Aranjuez
lominchar,22.16429143977834,Parla
lucillos,46.23898152650278,Talavera_de_la_Reina
madridejos,42.0676942545222,Toledo
magan,29.30243889000081,Aranjuez
malpica_de_tajo,35.16869397109203,Talavera_de_la_Reina
manzaneque,23.358792674873385,Toledo
maqueda,36.30090874474795,Ávila
marjaliza,8.683726340252468,Toledo
marrupe,46.02604518459003,Ávila
mascaraque,28.55148644818548,Toledo
mata_,40.68377603860901,Talavera_de_la_Reina
mazarambroz,20.51243580494017,Toledo
mejorada,57.667331055678424,Ávila
menasalbas,19.691517926835488,Talavera_de_la_Reina
mentrida,25.782566506341173,Ávila
mesegar_de_tajo,38.42377170570185,Talavera_de_la_Reina
miguel_esteban,71.77710440198132,Aranjuez
mocejon,28.65392299717004,Aranjuez
mohedas_de_la_jara,55.207500090827416,Talavera_de_la_Reina
montearagon,44.24443065906942,Talavera_de_la_Reina
montesclaros,54.07363417178389,Ávila
mora,28.04653299454164,Toledo
nambroca,32.41342049614611,Toledo
nava_de_ricomalillo_,42.748051619345055,Talavera_de_la_Reina
navahermosa,6.717383798157273,Talavera_de_la_Reina
navalcan,61.450906016103445,Sagunto
navalmoralejo,57.81639132985871,Talavera_de_la_Reina
navalmorales_,20.189337857450962,Talavera_de_la_Reina
navalucillos_,15.490445214687355,Talavera_de_la_Reina
navamorcuende,40.35051504601749,Ávila
noblejas,14.73738482998708,Aranjuez
noez,29.660226703884,Toledo
nombela,26.910531346430826,Ávila
noves,40.1581827778754,Ávila
numancia_de_la_sagra,17.64425745213451,Parla
nuno_gomez,35.03400205250633,Ávila
ocana,11.536388933052374,Aranjuez
olias_del_rey,34.34634474585706,Aranjuez
ontigola,3.782467746861984,Aranjuez
orgaz,19.20059670933828,Toledo
oropesa,68.84401478729673,Talavera_de_la_Reina
otero,44.056703572030955,Ávila
palomeque,19.8930770949048,Parla
pantoja,20.204126070416685,Aranjuez
paredes_de_escalona,20.501150056429307,Ávila
parrillas,63.38258139783844,Sagunto
pelahustan,28.117017467641467,Ávila
pepino,51.40113689334758,Ávila
polan,33.87401367028169,Toledo
portillo_de_toledo,39.72776402476975,Ávila
puebla_de_almoradiel_,63.20752581418922,Aranjuez
puebla_de_montalban_,33.869044113294265,Talavera_de_la_Reina
pueblanueva_,40.06590598105087,Talavera_de_la_Reina
puente_del_arzobispo_,62.64855256473286,Talavera_de_la_Reina
puerto_de_san_vicente,53.052193621563426,Talavera_de_la_Reina
pulgar,23.89079931426099,Toledo
quero,65.38806145962494,Aranjuez
quintanar_de_la_orden,68.21823912355903,Aranjuez
quismondo,32.69863799030046,Ávila
real_de_san_vicente_,36.31784540099617,Ávila
recas,26.47144663223159,Parla
retamoso_de_la_jara,28.436932967926907,Talavera_de_la_Reina
rielves,46.11327825641097,Parla
robledo_del_mazo,34.886882612735754,Talavera_de_la_Reina
romeral_,38.73944653585217,Aranjuez
san_bartolome_de_las_abiertas,33.56121660911568,Talavera_de_la_Reina
san_martin_de_montalban,16.56144884689839,Talavera_de_la_Reina
san_martin_de_pusa,25.414389203612533,Talavera_de_la_Reina
san_pablo_de_los_montes,15.13460641551332,Talavera_de_la_Reina
san_roman_de_los_montes,44.46016516807161,Ávila
santa_ana_de_pusa,27.524146406867818,Talavera_de_la_Reina
santa_cruz_de_la_zarza,23.863198241515608,Arganda_del_Rey
santa_cruz_del_retamar,33.73775689753005,Ávila
santa_olalla,40.687258695640494,Ávila
santo_domingo_caudilla,42.79654713735607,Ávila
sartajada,37.25971021723185,Ávila
segurilla,55.66203223682781,Ávila
sesena,9.322612964239033,Valdemoro
sevilleja_de_la_jara,39.645860463570365,Talavera_de_la_Reina
sonseca,18.74687114516784,Toledo
sotillo_de_las_palomas,46.924211110595024,Ávila
talavera_de_la_reina,51.01103066316125,Talavera_de_la_Reina
tembleque,37.80429338747846,Aranjuez
toboso_,77.36808938615728,Aranjuez
toledo,38.59218056377954,Toledo
torralba_de_oropesa,68.19737522660023,Talavera_de_la_Reina
torre_de_esteban_hambran_,29.989527314524317,Ávila
torrecilla_de_la_jara,27.050001123115464,Talavera_de_la_Reina
torrico,68.15623690239515,Talavera_de_la_Reina
torrijos,46.89895201372396,Ávila
totanes,27.561789004539232,Talavera_de_la_Reina
turleque,35.479895056703505,Toledo
ugena,11.542039054520435,Parla
urda,27.50402375653757,Toledo
valdeverdeja,68.39197118312309,Talavera_de_la_Reina
valmojado,27.311910176694628,Parla
velada,60.5297454053651,Talavera_de_la_Reina
ventas_con_pena_aguilera_,21.990169798749715,Toledo
ventas_de_retamosa_,30.097836505387093,Parla
ventas_de_san_julian_,63.068654588128844,Sagunto
villa_de_don_fadrique_,56.255767168769324,Aranjuez
villacanas,50.48834178896741,Aranjuez
villafranca_de_los_caballeros,56.636209636239926,Toledo
villaluenga_de_la_sagra,24.59274533880938,Parla
villamiel_de_toledo,40.277547019160814,Parla
villaminaya,25.401864622465073,Toledo
villamuelas,26.19849732989067,Aranjuez
villanueva_de_alcardete,61.21975605165286,Arganda_del_Rey
villanueva_de_bogas,34.36774828413628,Aranjuez
villarejo_de_montalban,21.94437712417339,Talavera_de_la_Reina
villarrubia_de_santiago,17.792937284142166,Pinto
villaseca_de_la_sagra,25.23395570571264,Aranjuez
villasequilla,20.217062429012614,Aranjuez
villatobas,27.513028969557055,Aranjuez
viso_de_san_juan_,15.423747586176756,Parla
yebenes_,14.353700260967994,Toledo
yeles,11.267519769773068,Parla
yepes,14.293875598288837,Aranjuez
yuncler,22.952690660723718,Parla
yunclillos,28.95041399565948,Parla
yuncos,17.577530845522965,Parla
adanero,51.32933190499495,Valladolid
adrada_,20.81915035442012,Ávila
albornos,52.952488122991454,Sagunto
aldeanueva_de_santa_cruz,21.002377459365487,Sagunto
aldeaseca,49.30947741619583,Valladolid
aldehuela_,53.56330177721581,Ávila
amavida,28.15080547606205,Sagunto
arenal_,43.05315071281822,Sagunto
arenas_de_san_pedro,47.95320152856974,Sagunto
arevalillo,3.144217926161869,Sagunto
arevalo,43.204881470228,Valladolid
aveinte,53.01725878456436,Sagunto
avellaneda,20.210314331571592,Sagunto
avila,37.9462909327413,Ávila
barco_de_avila_,25.884263912381677,Sagunto
barraco_,20.954913066807407,Ávila
barroman,50.670695926303495,Zamora
becedas,27.045982354582783,Sagunto
becedillas,7.311216200084593,Sagunto
bercial_de_zapardiel,49.146090148852174,Zamora
berlanas_,54.20426415140121,Ávila
bernuy_zapardiel,55.64190302544295,Zamora
berrocalejo_de_aragona,36.8964664621599,Ávila
blascomillan,36.76696412170028,Sagunto
blasconuno_de_matacabras,43.2001845371517,Zamora
blascosancho,57.23718340475227,Ávila
bohodon_,58.017230283855454,Valladolid
bohoyo,28.58149045499331,Sagunto
bonilla_de_la_sierra,12.214335980390658,Sagunto
brabos,45.357963098269636,Sagunto
bularros,48.30638800873235,Sagunto
burgohondo,31.131280292300172,Ávila
cabezas_de_alambre,60.30069175137263,Valladolid
cabezas_del_pozo,53.06438127845231,Zamora
cabezas_del_villar,22.77953616990224,Sagunto
cabizuela,62.20020550487774,Valladolid
canales,56.643203749831606,Zamora
candeleda,48.10651738051831,Sagunto
cantiveros,56.71141698572972,Zamora
cardenosa,47.81516209338312,Ávila
carrera_,27.977661720968193,Sagunto
casas_del_puerto,17.656148078237212,Sagunto
casasola,46.29936191217226,Ávila
casavieja,31.80166745194828,Ávila
casillas,14.840123546803918,Ávila
castellanos_de_zapardiel,51.13686768720582,Zamora
cebreros,8.168260065924995,Ávila
cepeda_la_mora,32.270624305291875,Sagunto
chamartin,40.066284921355354,Sagunto
cillan,38.63655494542669,Sagunto
cisla,52.297294752947124,Zamora
colilla_,40.958367859861866,Ávila
collado_de_contreras,53.144152275024936,Sagunto
collado_del_miron,4.34105445911689,Sagunto
constanzana,60.34605290482381,Sagunto
crespos,49.54365821943064,Sagunto
cuevas_del_valle,45.17073889915871,Sagunto
diego_del_carpio,11.437442861445591,Sagunto
donjimeno,58.662771570823324,Valladolid
donvidas,45.4572116481081,Valladolid
espinosa_de_los_caballeros,45.86868658955326,Valladolid
flores_de_avila,48.78813229058266,Sagunto
fontiveros,54.17149335334364,Sagunto
fresnedilla,24.559671493915648,Ávila
fresno_,37.8632387888271,Ávila
fuente_el_sauz,57.59317649800578,Zamora
fuentes_de_ano,55.92288890720739,Zamora
gallegos_de_altamiros,45.02358651140065,Sagunto
gallegos_de_sobrinos,29.26364487810929,Sagunto
garganta_del_villar,28.250513993007626,Sagunto
gavilanes,38.6354127159462,Ávila
gemuno,38.04723247316566,Ávila
gil_garcia,34.38059613813252,Sagunto
gilbuena,24.453898106160818,Sagunto
gimialcon,41.42693514453874,Sagunto
gotarrendura,55.55586371844454,Ávila
grandes_y_san_martin,42.60328133752049,Sagunto
guisando,44.58070543619921,Sagunto
gutierre_munoz,48.19970332162382,Valladolid
hernansancho,58.19456823156718,Ávila
herradon_de_pinares,22.77335177508341,Ávila
herreros_de_suso,39.95687363799815,Sagunto
higuera_de_las_duenas,22.870527447085827,Ávila
hija_de_dios_,36.95081802271107,Sagunto
horcajada_,15.782312079711328,Sagunto
horcajo_de_las_torres,39.83503100952003,Zamora
hornillo_,43.55815347616476,Sagunto
hoyo_de_pinares_,12.431537708193893,Ávila
hoyocasero,40.615400045111905,Sagunto
hoyorredondo,12.021322370445015,Sagunto
hoyos_de_miguel_munoz,34.37083539047218,Sagunto
hoyos_del_collado,28.841649846507355,Sagunto
hoyos_del_espino,30.450908178583852,Sagunto
hurtumpascual,27.80968943585761,Sagunto
junciana,22.227759882700738,Sagunto
langa,55.14399161281818,Valladolid
lanzahita,48.506150713236295,Ávila
llanos_de_tormes_,28.170286280465245,Sagunto
losar_del_barco_,23.00541519317164,Sagunto
madrigal_de_las_altas_torres,44.43955188772765,Zamora
maello,45.70818047989586,Segovia
malpartida_de_corneja,6.822950087351549,Sagunto
mamblas,48.202113871559646,Zamora
mancera_de_arriba,32.543233029416186,Sagunto
manjabalago,29.284706506367048,Sagunto
marlin,49.771582559695176,Ávila
martiherrero,43.97873790776089,Ávila
martinez,8.052600099345058,Sagunto
mediana_de_voltoya,36.63746373083828,Ávila
medinilla,23.450850479803737,Sagunto
mengamunoz,34.04907255971489,Sagunto
mesegar_de_corneja,11.191093871887105,Sagunto
mijares,36.79319905740333,Ávila
mingorria,45.16432771300679,Ávila
miron_,4.272797299200727,Sagunto
mironcillo,38.915309127649024,Ávila
miruena_de_los_infanzones,32.066318322900855,Sagunto
mombeltran,47.30085105063818,Sagunto
monsalupe,51.99874558367461,Ávila
moraleja_de_matacabras,46.47318055439796,Zamora
munana,32.60598400995728,Sagunto
munico,34.98221143652544,Sagunto
munogalindo,42.3465888795838,Sagunto
munogrande,49.048379287295774,Sagunto
munomer_del_peco,54.304452358159466,Sagunto
munopepe,43.35283150316369,Ávila
munosancho,49.729144429163064,Sagunto
munotello,30.50535987920189,Sagunto
narrillos_del_alamo,5.659443184817147,Sagunto
narrillos_del_rebollar,38.21672223389738,Sagunto
narros_de_salduena,56.145858321929744,Sagunto
narros_del_castillo,43.08077354279383,Sagunto
narros_del_puerto,34.62645358223291,Sagunto
nava_de_arevalo,53.72858613793587,Valladolid
nava_del_barco,33.06837646423369,Sagunto
navacepedilla_de_corneja,20.47746289145005,Sagunto
navadijos,31.211214919699568,Sagunto
navaescurial,15.017925190383265,Sagunto
navahondilla,9.563398243252006,Ávila
navalacruz,42.091887930987355,Sagunto
navalmoral,30.51724661674837,Ávila
navalonguilla,33.57606994505356,Sagunto
navalosa,43.34427672675511,Ávila
navalperal_de_pinares,22.76413502773169,Ávila
navalperal_de_tormes,25.574565944629146,Sagunto
navaluenga,24.47966700494596,Ávila
navaquesera,41.574534194509155,Ávila
navarredonda_de_gredos,32.27644462116312,Sagunto
navarredondilla,34.69975260994837,Ávila
navarrevisca,40.387751394374774,Ávila
navas_del_marques_,21.96473637380884,Segovia
navatalgordo,38.40380206504282,Ávila
navatejares,28.316509854850093,Sagunto
neila_de_san_miguel,26.803666084472017,Sagunto
niharra,41.86124201469556,Ávila
ojos_albos,36.13630025470805,Ávila
orbita,46.88096229167269,Valladolid
oso_,58.306359778471794,Ávila
padiernos,44.1976208944399,Ávila
pajares_de_adaja,54.52066773715696,Valladolid
palacios_de_goda,41.811702480534976,Valladolid
papatrigo,58.04029225607804,Sagunto
parral_,42.808711964199375,Sagunto
pascualcobo,14.20661256599751,Sagunto
pedro_rodriguez,58.09039819646093,Valladolid
pedro_bernardo,45.03970811472434,Ávila
peguerinos,15.148718760044042,Segovia
penalba_de_avila,50.67425034151641,Ávila
piedrahita,13.322321766091482,Sagunto
piedralaves,24.918306602611274,Ávila
poveda,27.065608158864173,Sagunto
poyales_del_hoyo,48.407646614110526,Sagunto
pozanco,50.29465375431806,Ávila
pradosegar,27.86537355455725,Sagunto
puerto_castilla,36.77449440065536,Sagunto
rasueros,44.01771288525862,Zamora
riocabado,58.05601089080522,Sagunto
riofrio,34.91620127318837,Ávila
rivilla_de_barajas,50.63720939822141,Sagunto
salobral,41.25178120893607,Ávila
salvadios,42.67536637870585,Sagunto
san_bartolome_de_bejar,28.616071885861892,Sagunto
san_bartolome_de_corneja,8.661795497282442,Sagunto
san_bartolome_de_pinares,19.75392255235286,Ávila
san_esteban_de_los_patos,43.19941680031057,Ávila
san_esteban_de_zapardiel,50.77051866590661,Valladolid
san_esteban_del_valle,48.35659075969837,Sagunto
san_garcia_de_ingelmos,32.64766057526067,Sagunto
san_juan_de_gredos,26.753233242085514,Sagunto
san_juan_de_la_encinilla,55.48107962290529,Sagunto
san_juan_de_la_nava,24.30256577646952,Ávila
san_juan_del_molinillo,34.59218355900188,Ávila
san_juan_del_olmo,30.971065179861668,Sagunto
san_lorenzo_de_tormes,23.43679925849094,Sagunto
san_martin_de_la_vega_del_alberche,25.76140492850195,Sagunto
san_martin_del_pimpollar,36.76552763341371,Sagunto
san_miguel_de_corneja,13.273620948217006,Sagunto
san_miguel_de_serrezuela,14.66106402675427,Sagunto
san_pascual,61.667393432518104,Ávila
san_pedro_del_arroyo,51.47842340658622,Sagunto
san_vicente_de_arevalo,55.8086925095871,Valladolid
sanchidrian,56.13139132997951,Segovia
sanchorreja,42.2544318780969,Sagunto
santa_cruz_de_pinares,21.625913844596248,Ávila
santa_cruz_del_valle,48.86106042126143,Sagunto
santa_maria_de_los_caballeros,20.62722104546404,Sagunto
santa_maria_del_arroyo,40.488848854097625,Sagunto
santa_maria_del_berrocal,6.745490787948621,Sagunto
santa_maria_del_cubillo,38.98845482547476,Segovia
santa_maria_del_tietar,14.957683724655599,Ávila
santiago_del_collado,15.614636308273505,Sagunto
santiago_del_tormes,22.79267579542785,Sagunto
santo_domingo_de_las_posadas,50.29914690156417,Ávila
santo_tome_de_zabarcos,47.829137449273006,Sagunto
serrada_,41.372894019609866,Ávila
serranillos,42.087233958123576,Ávila
sigeres,46.96150262225184,Sagunto
sinlabajos,47.79953609809904,Valladolid
solana_de_avila,33.76560828795923,Sagunto
solana_de_rioalmar,37.75407354683813,Sagunto
solosancho,41.77215154425525,Sagunto
sotalbo,40.04164928669508,Ávila
sotillo_de_la_adrada,17.63919246158636,Ávila
tiemblo_,7.6787822919983615,Ávila
tinosillos,56.13570138790764,Valladolid
tolbanos,42.40358291594556,Ávila
tormellas,31.023758972821284,Sagunto
tornadizos_de_avila,31.02410159670229,Ávila
torre_,36.794677326268335,Sagunto
tortoles,11.733511357086694,Sagunto
umbrias,32.317571483108246,Sagunto
vadillo_de_la_sierra,23.80358418194352,Sagunto
valdecasa,34.18752462158613,Sagunto
vega_de_santa_maria,53.02051872382565,Ávila
velayos,52.9849880065099,Ávila
villaflor,49.06972546872491,Sagunto
villafranca_de_la_sierra,16.41297137592006,Sagunto
villanueva_de_avila,34.07778971546448,Ávila
villanueva_de_gomez,60.31178044232399,Ávila
villanueva_del_aceral,51.908909131253864,Valladolid
villanueva_del_campillo,18.62109616293305,Sagunto
villar_de_corneja,10.942188042758492,Sagunto
villarejo_del_valle,46.462697935499286,Sagunto
villatoro,24.44533556065317,Sagunto
vinegra_de_morana,50.87668011545158,Sagunto
vita,42.80548829610269,Sagunto
zapardiel_de_la_canada,6.448917932801485,Sagunto
zapardiel_de_la_ribera,24.584201638744677,Sagunto
abajas,48.905863396827115,Boadilla_del_Monte
adrada_de_haza,56.29480621714095,Valladolid
aguas_candidas,57.79589441080973,Boadilla_del_Monte
aguilar_de_bureba,44.03797924686672,Boadilla_del_Monte
albillos,31.68097288671944,Boadilla_del_Monte
alcocero_de_mola,30.813921070625693,Boadilla_del_Monte
alfoz_de_bricia,35.628470316442936,Torrelavega
alfoz_de_quintanaduenas,33.091620529681435,Boadilla_del_Monte
alfoz_de_santa_gadea,27.769322853175026,Torrelavega
altable,52.96960822473035,Boadilla_del_Monte
altos_,53.786788686083895,Torrelavega
ameyugo,55.778679882428754,Vitoria
anguix,42.253052416733226,Palencia
aranda_de_duero,62.76475953528476,Boadilla_del_Monte
arandilla,51.41997352632574,Boadilla_del_Monte
arauzo_de_miel,37.898345358720434,Boadilla_del_Monte
arauzo_de_salce,42.30109586533962,Boadilla_del_Monte
arauzo_de_torre,44.656008405911386,Boadilla_del_Monte
arcos,28.545172791373087,Boadilla_del_Monte
arenillas_de_riopisuerga,40.31839318896019,Palencia
arija,23.689809678411283,Torrelavega
arlanzon,14.017122190063596,Boadilla_del_Monte
arraya_de_oca,24.023707213938337,Boadilla_del_Monte
atapuerca,20.971626373607172,Boadilla_del_Monte
ausines_,14.905444894878777,Boadilla_del_Monte
avellanosa_de_muno,40.98650174359254,Palencia
bahabon_de_esgueva,45.45605010714326,Boadilla_del_Monte
balbases_,31.985741409282628,Palencia
banos_de_valdearados,49.152796691053545,Boadilla_del_Monte
banuelos_de_bureba,35.39325634617419,Boadilla_del_Monte
barbadillo_de_herreros,22.302303715661107,Boadilla_del_Monte
barbadillo_del_mercado,18.58330170960248,Boadilla_del_Monte
barbadillo_del_pez,18.14135518272213,Boadilla_del_Monte
barrio_de_muno,32.33634086767335,Palencia
barrios_de_bureba_,49.62455091402689,Boadilla_del_Monte
barrios_de_colina,22.057528221181688,Boadilla_del_Monte
basconcillos_del_tozo,55.373443928940276,Torrelavega
bascunana,37.43820891073585,Boadilla_del_Monte
belbimbre,31.576115454210182,Palencia
belorado,30.977369171010032,Boadilla_del_Monte
berberana,48.733075348897145,Bilbao
berlangas_de_roa,50.57928834026743,Palencia
berzosa_de_bureba,49.13976201156822,Boadilla_del_Monte
bozoo,60.300649832057076,Vitoria
brazacorta,53.88380097795364,Boadilla_del_Monte
briviesca,39.76353440797856,Boadilla_del_Monte
bugedo,52.148054942779076,Vitoria
buniel,35.408161298440554,Boadilla_del_Monte
burgos,27.84994158968544,Boadilla_del_Monte
busto_de_bureba,52.66639152446403,Boadilla_del_Monte
cabanes_de_esgueva,48.06324061992418,Palencia
cabezon_de_la_sierra,32.97609938127245,Boadilla_del_Monte
caleruega,42.07073329604413,Boadilla_del_Monte
campillo_de_aranda,63.99747694182421,Valladolid
campolara,8.972686535745135,Boadilla_del_Monte
canicosa_de_la_sierra,42.84654859114401,Boadilla_del_Monte
cantabrana,59.59499546415824,Boadilla_del_Monte
carazo,26.21008431847537,Boadilla_del_Monte
carcedo_de_bureba,42.56830386449451,Boadilla_del_Monte
carcedo_de_burgos,19.266631654879184,Boadilla_del_Monte
cardenadijo,23.038178495858844,Boadilla_del_Monte
cardenajimeno,22.100499131292075,Boadilla_del_Monte
cardenuela_riopico,21.099066711205328,Boadilla_del_Monte
carrias,33.29063356593575,Boadilla_del_Monte
cascajares_de_bureba,55.35172281286269,Boadilla_del_Monte
cascajares_de_la_sierra,15.456326665200608,Boadilla_del_Monte
castellanos_de_castro,43.50572588789832,Palencia
castil_de_peones,31.62012948439641,Boadilla_del_Monte
castildelgado,38.1793109346912,Boadilla_del_Monte
castrillo_de_la_reina,28.062894464524064,Boadilla_del_Monte
castrillo_de_la_vega,59.163979061766966,Palencia
castrillo_de_riopisuerga,57.546163732120675,Palencia
castrillo_del_val,18.59056580766684,Boadilla_del_Monte
castrillo_matajudios,36.58236290931927,Palencia
castrojeriz,35.375391494563104,Palencia
cavia,36.238438026395784,Boadilla_del_Monte
cayuela,33.877416521525845,Boadilla_del_Monte
cebrecos,28.179361030911174,Boadilla_del_Monte
celada_del_camino,42.88944120398725,Boadilla_del_Monte
