,bus_based_companies_count,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original,prov_total_millones_vehiculos_km,prov_porcentaje_carreteras_ccaa_y_estado,perc_calidad_cobertura_fija_movil,ccaa_accessibility_mean,tiene_cercanias,tiene_feve,tiene_ave,nume_estaciones_tren
132,,olesa_de_bonesvalls,olesa_de_bonesvalls,barcelona,barcelona,cataluna,cataluna,olesa_de_bonesvalls/barcelona,Barcelona,Olesa de Bonesvalls,8838.35,0.8445015189486725,85.71,37.20251666,,,,
133,,olesa_de_montserrat,olesa_de_montserrat,barcelona,barcelona,cataluna,cataluna,olesa_de_montserrat/barcelona,Barcelona,Olesa de Montserrat,8838.35,0.8445015189486725,100.0,37.20251666,,,,
134,,olivella,olivella,barcelona,barcelona,cataluna,cataluna,olivella/barcelona,Barcelona,Olivella,8838.35,0.8445015189486725,62.5,37.20251666,1.0,0.0,1.0,100.0
135,,olost,olost,barcelona,barcelona,cataluna,cataluna,olost/barcelona,Barcelona,Olost,8838.35,0.8445015189486725,65.0,37.20251666,1.0,0.0,1.0,100.0
136,,oris,oris,barcelona,barcelona,cataluna,cataluna,oris/barcelona,Barcelona,Orís,8838.35,0.8445015189486725,53.0,37.20251666,1.0,0.0,1.0,100.0
137,,orista,orista,barcelona,barcelona,cataluna,cataluna,orista/barcelona,Barcelona,Oristà,8838.35,0.8445015189486725,55.83,37.20251666,1.0,0.0,1.0,100.0
138,,orrius,orrius,barcelona,barcelona,cataluna,cataluna,orrius/barcelona,Barcelona,Òrrius,8838.35,0.8445015189486725,60.0,37.20251666,1.0,0.0,1.0,100.0
139,,pacs_del_penedes,pacs_del_penedes,barcelona,barcelona,cataluna,cataluna,pacs_del_penedes/barcelona,Barcelona,Pacs del Penedès,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
140,,palafolls,palafolls,barcelona,barcelona,cataluna,cataluna,palafolls/barcelona,Barcelona,Palafolls,8838.35,0.8445015189486725,76.0,37.20251666,1.0,0.0,1.0,100.0
141,,palleja,palleja,barcelona,barcelona,cataluna,cataluna,palleja/barcelona,Barcelona,Pallejà,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
142,,el_papiol,el_papiol,barcelona,barcelona,cataluna,cataluna,el_papiol/barcelona,Barcelona,El Papiol,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
143,,parets_del_valles,parets_del_valles,barcelona,barcelona,cataluna,cataluna,parets_del_valles/barcelona,Barcelona,Parets del Vallès,8838.35,0.8445015189486725,70.91,37.20251666,1.0,0.0,0.0,1.0
144,,piera,piera,barcelona,barcelona,cataluna,cataluna,piera/barcelona,Barcelona,Piera,8838.35,0.8445015189486725,90.36,37.20251666,1.0,0.0,1.0,100.0
145,,els_hostalets_de_pierola,els_hostalets_de_pierola,barcelona,barcelona,cataluna,cataluna,els_hostalets_de_pierola/barcelona,Barcelona,Els Hostalets de Pierola,8838.35,0.8445015189486725,62.5,37.20251666,,,,
146,,pineda_de_mar,pineda_de_mar,barcelona,barcelona,cataluna,cataluna,pineda_de_mar/barcelona,Barcelona,Pineda de Mar,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
147,,el_pla_del_penedes,el_pla_del_penedes,barcelona,barcelona,cataluna,cataluna,el_pla_del_penedes/barcelona,Barcelona,El Pla del Penedès,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
148,,polinya,polinya,barcelona,barcelona,cataluna,cataluna,polinya/barcelona,Barcelona,Polinyà,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
149,,pontons,pontons,barcelona,barcelona,cataluna,cataluna,pontons/barcelona,Barcelona,Pontons,8838.35,0.8445015189486725,65.0,37.20251666,1.0,0.0,1.0,100.0
150,,el_prat_de_llobregat,el_prat_de_llobregat,barcelona,barcelona,cataluna,cataluna,el_prat_de_llobregat/barcelona,Barcelona,El Prat de Llobregat,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,4.0
151,,prats_de_llucanes,prats_de_llucanes,barcelona,barcelona,cataluna,cataluna,prats_de_llucanes/barcelona,Barcelona,Prats de Lluçanès,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
152,,premia_de_mar,premia_de_mar,barcelona,barcelona,cataluna,cataluna,premia_de_mar/barcelona,Barcelona,Premià de Mar,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
153,,puigdalber,puigdalber,barcelona,barcelona,cataluna,cataluna,puigdalber/barcelona,Barcelona,Puigdàlber,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
154,,puig_reig,puig_reig,barcelona,barcelona,cataluna,cataluna,puig_reig/barcelona,Barcelona,Puig-reig,8838.35,0.8445015189486725,73.93,37.20251666,1.0,0.0,1.0,100.0
155,,pujalt,pujalt,barcelona,barcelona,cataluna,cataluna,pujalt/barcelona,Barcelona,Pujalt,8838.35,0.8445015189486725,49.0,37.20251666,1.0,0.0,1.0,100.0
156,,rellinars,rellinars,barcelona,barcelona,cataluna,cataluna,rellinars/barcelona,Barcelona,Rellinars,8838.35,0.8445015189486725,70.0,37.20251666,1.0,0.0,1.0,100.0
157,,ripollet,ripollet,barcelona,barcelona,cataluna,cataluna,ripollet/barcelona,Barcelona,Ripollet,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
158,,la_roca_del_valles,la_roca_del_valles,barcelona,barcelona,cataluna,cataluna,la_roca_del_valles/barcelona,Barcelona,La Roca del Vallès,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
159,,el_pont_de_vilomara_i_rocafort,el_pont_de_vilomara_i_rocafort,barcelona,barcelona,cataluna,cataluna,el_pont_de_vilomara_i_rocafort/barcelona,Barcelona,El Pont de Vilomara i Rocafort,8838.35,0.8445015189486725,65.0,37.20251666,,,,
160,,rubi,rubi,barcelona,barcelona,cataluna,cataluna,rubi/barcelona,Barcelona,Rubí,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
161,,sabadell,sabadell,barcelona,barcelona,cataluna,cataluna,sabadell/barcelona,Barcelona,Sabadell,8838.35,0.8445015189486725,91.5,37.20251666,1.0,0.0,0.0,9.0
162,,saldes,saldes,barcelona,barcelona,cataluna,cataluna,saldes/barcelona,Barcelona,Saldes,8838.35,0.8445015189486725,45.0,37.20251666,1.0,0.0,1.0,100.0
163,,sallent,sallent,barcelona,barcelona,cataluna,cataluna,sallent/barcelona,Barcelona,Sallent,8838.35,0.8445015189486725,60.83,37.20251666,1.0,0.0,1.0,100.0
164,,sant_iscle_de_vallalta,sant_iscle_de_vallalta,barcelona,barcelona,cataluna,cataluna,sant_iscle_de_vallalta/barcelona,Barcelona,Sant Iscle de Vallalta,8838.35,0.8445015189486725,66.67,37.20251666,,,,
165,,sant_adria_de_besos,sant_adria_de_besos,barcelona,barcelona,cataluna,cataluna,sant_adria_de_besos/barcelona,Barcelona,Sant Adrià de Besòs,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
166,,sant_andreu_de_la_barca,sant_andreu_de_la_barca,barcelona,barcelona,cataluna,cataluna,sant_andreu_de_la_barca/barcelona,Barcelona,Sant Andreu de la Barca,8838.35,0.8445015189486725,100.0,37.20251666,,,,
167,,sant_andreu_de_llavaneres,sant_andreu_de_llavaneres,barcelona,barcelona,cataluna,cataluna,sant_andreu_de_llavaneres/barcelona,Barcelona,Sant Andreu de Llavaneres,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
168,,sant_antoni_de_vilamajor,sant_antoni_de_vilamajor,barcelona,barcelona,cataluna,cataluna,sant_antoni_de_vilamajor/barcelona,Barcelona,Sant Antoni de Vilamajor,8838.35,0.8445015189486725,83.33,37.20251666,,,,
169,,sant_celoni,sant_celoni,barcelona,barcelona,cataluna,cataluna,sant_celoni/barcelona,Barcelona,Sant Celoni,8838.35,0.8445015189486725,71.43,37.20251666,1.0,0.0,0.0,1.0
170,,sant_cebria_de_vallalta,sant_cebria_de_vallalta,barcelona,barcelona,cataluna,cataluna,sant_cebria_de_vallalta/barcelona,Barcelona,Sant Cebrià de Vallalta,8838.35,0.8445015189486725,59.64,37.20251666,,,,
171,,sant_climent_de_llobregat,sant_climent_de_llobregat,barcelona,barcelona,cataluna,cataluna,sant_climent_de_llobregat/barcelona,Barcelona,Sant Climent de Llobregat,8838.35,0.8445015189486725,100.0,37.20251666,,,,
172,,sant_cugat_del_valles,sant_cugat_del_valles,barcelona,barcelona,cataluna,cataluna,sant_cugat_del_valles/barcelona,Barcelona,Sant Cugat del Vallès,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
173,,sant_esteve_de_palautordera,sant_esteve_de_palautordera,barcelona,barcelona,cataluna,cataluna,sant_esteve_de_palautordera/barcelona,Barcelona,Sant Esteve de Palautordera,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
174,,sant_esteve_sesrovires,sant_esteve_sesrovires,barcelona,barcelona,cataluna,cataluna,sant_esteve_sesrovires/barcelona,Barcelona,Sant Esteve Sesrovires,8838.35,0.8445015189486725,94.44,37.20251666,,,,
175,,sant_fost_de_campsentelles,sant_fost_de_campsentelles,barcelona,barcelona,cataluna,cataluna,sant_fost_de_campsentelles/barcelona,Barcelona,Sant Fost de Campsentelles,8838.35,0.8445015189486725,100.0,37.20251666,,,,
176,,sant_feliu_de_codines,sant_feliu_de_codines,barcelona,barcelona,cataluna,cataluna,sant_feliu_de_codines/barcelona,Barcelona,Sant Feliu de Codines,8838.35,0.8445015189486725,100.0,37.20251666,,,,
177,,sant_feliu_de_llobregat,sant_feliu_de_llobregat,barcelona,barcelona,cataluna,cataluna,sant_feliu_de_llobregat/barcelona,Barcelona,Sant Feliu de Llobregat,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
178,,sant_feliu_sasserra,sant_feliu_sasserra,barcelona,barcelona,cataluna,cataluna,sant_feliu_sasserra/barcelona,Barcelona,Sant Feliu Sasserra,8838.35,0.8445015189486725,70.0,37.20251666,,,,
179,,sant_fruitos_de_bages,sant_fruitos_de_bages,barcelona,barcelona,cataluna,cataluna,sant_fruitos_de_bages/barcelona,Barcelona,Sant Fruitós de Bages,8838.35,0.8445015189486725,84.38,37.20251666,,,,
180,,vilassar_de_dalt,vilassar_de_dalt,barcelona,barcelona,cataluna,cataluna,vilassar_de_dalt/barcelona,Barcelona,Vilassar de Dalt,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
181,,sant_hipolit_de_voltrega,sant_hipolit_de_voltrega,barcelona,barcelona,cataluna,cataluna,sant_hipolit_de_voltrega/barcelona,Barcelona,Sant Hipòlit de Voltregà,8838.35,0.8445015189486725,100.0,37.20251666,,,,
182,,sant_joan_despi,sant_joan_despi,barcelona,barcelona,cataluna,cataluna,sant_joan_despi/barcelona,Barcelona,Sant Joan Despí,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
183,,sant_joan_de_vilatorrada,sant_joan_de_vilatorrada,barcelona,barcelona,cataluna,cataluna,sant_joan_de_vilatorrada/barcelona,Barcelona,Sant Joan de Vilatorrada,8838.35,0.8445015189486725,86.67,37.20251666,,,,
184,,vilassar_de_mar,vilassar_de_mar,barcelona,barcelona,cataluna,cataluna,vilassar_de_mar/barcelona,Barcelona,Vilassar de Mar,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,4.0
185,,sant_julia_de_vilatorta,sant_julia_de_vilatorta,barcelona,barcelona,cataluna,cataluna,sant_julia_de_vilatorta/barcelona,Barcelona,Sant Julià de Vilatorta,8838.35,0.8445015189486725,95.0,37.20251666,,,,
186,,sant_just_desvern,sant_just_desvern,barcelona,barcelona,cataluna,cataluna,sant_just_desvern/barcelona,Barcelona,Sant Just Desvern,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
187,,sant_llorenc_d'hortons,sant_llorenc_d'hortons,barcelona,barcelona,cataluna,cataluna,sant_llorenc_d'hortons/barcelona,Barcelona,Sant Llorenç d'Hortons,8838.35,0.8445015189486725,82.5,37.20251666,,,,
188,,sant_llorenc_savall,sant_llorenc_savall,barcelona,barcelona,cataluna,cataluna,sant_llorenc_savall/barcelona,Barcelona,Sant Llorenç Savall,8838.35,0.8445015189486725,70.0,37.20251666,,,,
189,,sant_marti_de_centelles,sant_marti_de_centelles,barcelona,barcelona,cataluna,cataluna,sant_marti_de_centelles/barcelona,Barcelona,Sant Martí de Centelles,8838.35,0.8445015189486725,75.0,37.20251666,1.0,0.0,0.0,1.0
190,,sant_marti_d'albars,sant_marti_d'albars,barcelona,barcelona,cataluna,cataluna,sant_marti_d'albars/barcelona,Barcelona,Sant Martí d'Albars,8838.35,0.8445015189486725,47.5,37.20251666,,,,
191,,sant_marti_de_tous,sant_marti_de_tous,barcelona,barcelona,cataluna,cataluna,sant_marti_de_tous/barcelona,Barcelona,Sant Martí de Tous,8838.35,0.8445015189486725,38.89,37.20251666,1.0,0.0,1.0,100.0
192,,sant_mateu_de_bages,sant_mateu_de_bages,barcelona,barcelona,cataluna,cataluna,sant_mateu_de_bages/barcelona,Barcelona,Sant Mateu de Bages,8838.35,0.8445015189486725,40.5,37.20251666,,,,
193,,premia_de_dalt,premia_de_dalt,barcelona,barcelona,cataluna,cataluna,premia_de_dalt/barcelona,Barcelona,Premià de Dalt,8838.35,0.8445015189486725,73.64,37.20251666,1.0,0.0,1.0,100.0
194,,sant_pere_de_ribes,sant_pere_de_ribes,barcelona,barcelona,cataluna,cataluna,sant_pere_de_ribes/barcelona,Barcelona,Sant Pere de Ribes,8838.35,0.8445015189486725,91.67,37.20251666,1.0,0.0,1.0,100.0
195,,sant_pere_de_riudebitlles,sant_pere_de_riudebitlles,barcelona,barcelona,cataluna,cataluna,sant_pere_de_riudebitlles/barcelona,Barcelona,Sant Pere de Riudebitlles,8838.35,0.8445015189486725,70.0,37.20251666,,,,
196,,sant_pere_de_torello,sant_pere_de_torello,barcelona,barcelona,cataluna,cataluna,sant_pere_de_torello/barcelona,Barcelona,Sant Pere de Torelló,8838.35,0.8445015189486725,67.5,37.20251666,1.0,0.0,0.0,1.0
197,,sant_pol_de_mar,sant_pol_de_mar,barcelona,barcelona,cataluna,cataluna,sant_pol_de_mar/barcelona,Barcelona,Sant Pol de Mar,8838.35,0.8445015189486725,60.0,37.20251666,1.0,0.0,0.0,1.0
198,,sant_quinti_de_mediona,sant_quinti_de_mediona,barcelona,barcelona,cataluna,cataluna,sant_quinti_de_mediona/barcelona,Barcelona,Sant Quintí de Mediona,8838.35,0.8445015189486725,70.0,37.20251666,,,,
199,,sant_quirze_de_besora,sant_quirze_de_besora,barcelona,barcelona,cataluna,cataluna,sant_quirze_de_besora/barcelona,Barcelona,Sant Quirze de Besora,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
200,,sant_quirze_del_valles,sant_quirze_del_valles,barcelona,barcelona,cataluna,cataluna,sant_quirze_del_valles/barcelona,Barcelona,Sant Quirze del Vallès,8838.35,0.8445015189486725,100.0,37.20251666,,,,
201,,sant_quirze_safaja,sant_quirze_safaja,barcelona,barcelona,cataluna,cataluna,sant_quirze_safaja/barcelona,Barcelona,Sant Quirze Safaja,8838.35,0.8445015189486725,35.0,37.20251666,1.0,0.0,1.0,100.0
202,,marganell,marganell,barcelona,barcelona,cataluna,cataluna,marganell/barcelona,Barcelona,Marganell,8838.35,0.8445015189486725,36.0,37.20251666,1.0,0.0,1.0,100.0
203,,santa_coloma_de_cervello,santa_coloma_de_cervello,barcelona,barcelona,cataluna,cataluna,santa_coloma_de_cervello/barcelona,Barcelona,Santa Coloma de Cervelló,8838.35,0.8445015189486725,100.0,37.20251666,,,,
204,,santa_coloma_de_gramanet,santa_coloma_de_gramanet,barcelona,barcelona,cataluna,cataluna,santa_coloma_de_gramanet/barcelona,Barcelona,Santa Coloma de Gramenet,8838.35,0.8445015189486725,100.0,37.20251666,,,,
205,,santa_eugenia_de_berga,santa_eugenia_de_berga,barcelona,barcelona,cataluna,cataluna,santa_eugenia_de_berga/barcelona,Barcelona,Santa Eugènia de Berga,8838.35,0.8445015189486725,100.0,37.20251666,,,,
206,,santa_eulalia_de_roncana,santa_eulalia_de_roncana,barcelona,barcelona,cataluna,cataluna,santa_eulalia_de_roncana/barcelona,Barcelona,Santa Eulàlia de Ronçana,8838.35,0.8445015189486725,75.71,37.20251666,,,,
207,,santa_margarida_de_montbui,santa_margarida_de_montbui,barcelona,barcelona,cataluna,cataluna,santa_margarida_de_montbui/barcelona,Barcelona,Santa Margarida de Montbui,8838.35,0.8445015189486725,46.67,37.20251666,,,,
208,,santa_margarida_i_els_monjos,santa_margarida_i_els_monjos,barcelona,barcelona,cataluna,cataluna,santa_margarida_i_els_monjos/barcelona,Barcelona,Santa Margarida i els Monjos,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
209,,barbera_del_valles,barbera_del_valles,barcelona,barcelona,cataluna,cataluna,barbera_del_valles/barcelona,Barcelona,Barberà del Vallès,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
210,,santa_maria_de_besora,santa_maria_de_besora,barcelona,barcelona,cataluna,cataluna,santa_maria_de_besora/barcelona,Barcelona,Santa Maria de Besora,8838.35,0.8445015189486725,60.0,37.20251666,1.0,0.0,0.0,1.0
211,,l'esquirol,l'esquirol,barcelona,barcelona,cataluna,cataluna,l'esquirol/barcelona,Barcelona,Barcelona,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
212,,santa_maria_de_merles,santa_maria_de_merles,barcelona,barcelona,cataluna,cataluna,santa_maria_de_merles/barcelona,Barcelona,Santa Maria de Merlès,8838.35,0.8445015189486725,41.0,37.20251666,,,,
213,,santa_maria_de_martorelles,santa_maria_de_martorelles,barcelona,barcelona,cataluna,cataluna,santa_maria_de_martorelles/barcelona,Barcelona,Santa Maria de Martorelles,8838.35,0.8445015189486725,100.0,37.20251666,,,,
214,,santa_maria_d'olo,santa_maria_d'olo,barcelona,barcelona,cataluna,cataluna,santa_maria_d'olo/barcelona,Barcelona,Santa Maria d'Oló,8838.35,0.8445015189486725,45.31,37.20251666,1.0,0.0,1.0,100.0
215,,santa_perpetua_de_mogoda,santa_perpetua_de_mogoda,barcelona,barcelona,cataluna,cataluna,santa_perpetua_de_mogoda/barcelona,Barcelona,Santa Perpètua de Mogoda,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
216,,santa_susanna,santa_susanna,barcelona,barcelona,cataluna,cataluna,santa_susanna/barcelona,Barcelona,Santa Susanna,8838.35,0.8445015189486725,78.57,37.20251666,1.0,0.0,0.0,1.0
217,,sant_vicenc_de_castellet,sant_vicenc_de_castellet,barcelona,barcelona,cataluna,cataluna,sant_vicenc_de_castellet/barcelona,Barcelona,Sant Vicenç de Castellet,8838.35,0.8445015189486725,62.5,37.20251666,1.0,0.0,0.0,1.0
218,,sant_vicenc_dels_horts,sant_vicenc_dels_horts,barcelona,barcelona,cataluna,cataluna,sant_vicenc_dels_horts/barcelona,Barcelona,Sant Vicenç dels Horts,8838.35,0.8445015189486725,100.0,37.20251666,,,,
219,,sant_vicenc_de_montalt,sant_vicenc_de_montalt,barcelona,barcelona,cataluna,cataluna,sant_vicenc_de_montalt/barcelona,Barcelona,Sant Vicenç de Montalt,8838.35,0.8445015189486725,91.0,37.20251666,,,,
220,,sant_vicenc_de_torello,sant_vicenc_de_torello,barcelona,barcelona,cataluna,cataluna,sant_vicenc_de_torello/barcelona,Barcelona,Sant Vicenç de Torelló,8838.35,0.8445015189486725,73.33,37.20251666,1.0,0.0,0.0,1.0
221,,cerdanyola_del_valles,cerdanyola_del_valles,barcelona,barcelona,cataluna,cataluna,cerdanyola_del_valles/barcelona,Barcelona,Cerdanyola del Vallès,8838.35,0.8445015189486725,75.0,37.20251666,1.0,0.0,0.0,4.0
222,,sentmenat,sentmenat,barcelona,barcelona,cataluna,cataluna,sentmenat/barcelona,Barcelona,Sentmenat,8838.35,0.8445015189486725,95.0,37.20251666,1.0,0.0,1.0,100.0
223,,seva,seva,barcelona,barcelona,cataluna,cataluna,seva/barcelona,Barcelona,Seva,8838.35,0.8445015189486725,80.0,37.20251666,1.0,0.0,0.0,1.0
224,,sitges,sitges,barcelona,barcelona,cataluna,cataluna,sitges/barcelona,Barcelona,Sitges,8838.35,0.8445015189486725,71.88,37.20251666,1.0,0.0,0.0,4.0
225,,sora,sora,barcelona,barcelona,cataluna,cataluna,sora/barcelona,Barcelona,Sora,8838.35,0.8445015189486725,59.17,37.20251666,1.0,0.0,1.0,100.0
226,,suria,suria,barcelona,barcelona,cataluna,cataluna,suria/barcelona,Barcelona,Súria,8838.35,0.8445015189486725,65.0,37.20251666,1.0,0.0,1.0,100.0
227,,tagamanent,tagamanent,barcelona,barcelona,cataluna,cataluna,tagamanent/barcelona,Barcelona,Tagamanent,8838.35,0.8445015189486725,60.0,37.20251666,1.0,0.0,1.0,100.0
228,,taradell,taradell,barcelona,barcelona,cataluna,cataluna,taradell/barcelona,Barcelona,Taradell,8838.35,0.8445015189486725,63.33,37.20251666,1.0,0.0,1.0,100.0
229,,teia,teia,barcelona,barcelona,cataluna,cataluna,teia/barcelona,Barcelona,Teià,8838.35,0.8445015189486725,93.75,37.20251666,1.0,0.0,1.0,100.0
230,,tiana,tiana,barcelona,barcelona,cataluna,cataluna,tiana/barcelona,Barcelona,Tiana,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
231,,tona,tona,barcelona,barcelona,cataluna,cataluna,tona/barcelona,Barcelona,Tona,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
232,,tordera,tordera,barcelona,barcelona,cataluna,cataluna,tordera/barcelona,Barcelona,Tordera,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
233,,torello,torello,barcelona,barcelona,cataluna,cataluna,torello/barcelona,Barcelona,Torelló,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
234,,la_torre_de_claramunt,la_torre_de_claramunt,barcelona,barcelona,cataluna,cataluna,la_torre_de_claramunt/barcelona,Barcelona,La Torre de Claramunt,8838.35,0.8445015189486725,61.11,37.20251666,,,,
235,,torrelavit,torrelavit,barcelona,barcelona,cataluna,cataluna,torrelavit/barcelona,Barcelona,Torrelavit,8838.35,0.8445015189486725,96.0,37.20251666,1.0,0.0,1.0,100.0
236,,torrelles_de_foix,torrelles_de_foix,barcelona,barcelona,cataluna,cataluna,torrelles_de_foix/barcelona,Barcelona,Torrelles de Foix,8838.35,0.8445015189486725,49.5,37.20251666,1.0,0.0,1.0,100.0
237,,torrelles_de_llobregat,torrelles_de_llobregat,barcelona,barcelona,cataluna,cataluna,torrelles_de_llobregat/barcelona,Barcelona,Torrelles de Llobregat,8838.35,0.8445015189486725,100.0,37.20251666,,,,
238,,ullastrell,ullastrell,barcelona,barcelona,cataluna,cataluna,ullastrell/barcelona,Barcelona,Ullastrell,8838.35,0.8445015189486725,70.0,37.20251666,1.0,0.0,1.0,100.0
239,,vacarisses,vacarisses,barcelona,barcelona,cataluna,cataluna,vacarisses/barcelona,Barcelona,Vacarisses,8838.35,0.8445015189486725,59.26,37.20251666,1.0,0.0,0.0,4.0
240,,vallbona_d'anoia,vallbona_d'anoia,barcelona,barcelona,cataluna,cataluna,vallbona_d'anoia/barcelona,Barcelona,Vallbona d'Anoia,8838.35,0.8445015189486725,70.0,37.20251666,1.0,0.0,1.0,100.0
241,,vallgorguina,vallgorguina,barcelona,barcelona,cataluna,cataluna,vallgorguina/barcelona,Barcelona,Vallgorguina,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
242,,vallirana,vallirana,barcelona,barcelona,cataluna,cataluna,vallirana/barcelona,Barcelona,Vallirana,8838.35,0.8445015189486725,96.74,37.20251666,1.0,0.0,1.0,100.0
243,,vallromanes,vallromanes,barcelona,barcelona,cataluna,cataluna,vallromanes/barcelona,Barcelona,Vallromanes,8838.35,0.8445015189486725,70.0,37.20251666,1.0,0.0,1.0,100.0
244,,vic,vic,barcelona,barcelona,cataluna,cataluna,vic/barcelona,Barcelona,Vic,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
245,,vilada,vilada,barcelona,barcelona,cataluna,cataluna,vilada/barcelona,Barcelona,Vilada,8838.35,0.8445015189486725,70.0,37.20251666,1.0,0.0,1.0,100.0
246,,viladecavalls,viladecavalls,barcelona,barcelona,cataluna,cataluna,viladecavalls/barcelona,Barcelona,Viladecavalls,8838.35,0.8445015189486725,92.0,37.20251666,1.0,0.0,0.0,4.0
247,,viladecans,viladecans,barcelona,barcelona,cataluna,cataluna,viladecans/barcelona,Barcelona,Viladecans,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,0.0,1.0
248,,vilanova_del_cami,vilanova_del_cami,barcelona,barcelona,cataluna,cataluna,vilanova_del_cami/barcelona,Barcelona,Vilanova del Camí,8838.35,0.8445015189486725,100.0,37.20251666,1.0,0.0,1.0,100.0
