,postal_code,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province_es,cities_es/province,cities_es/ccaa_es,cities_es/ccaa,cities/province_es,province_es/ccaa_es,province_es/ccaa,province/ccaa_es,province/ccaa
6007,30366,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6008,30367,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6009,30368,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6010,30369,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6011,30370,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6012,30380,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6013,30381,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6014,30382,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6015,30383,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6016,30384,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6017,30385,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6018,30389,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6019,30390,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6020,30391,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6021,30392,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6022,30393,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6023,30394,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6024,30395,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6025,30396,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6026,30397,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6027,30398,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6028,30399,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6029,30400,caravaca de la cruz,caravaca de la cruz,murcia,murcia,region de murcia,region de murcia,caravaca de la cruz/murcia,caravaca de la cruz/murcia,caravaca de la cruz/region de murcia,caravaca de la cruz/region de murcia,caravaca de la cruz/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6030,30410,caravaca de la cruz,caravaca de la cruz,murcia,murcia,region de murcia,region de murcia,caravaca de la cruz/murcia,caravaca de la cruz/murcia,caravaca de la cruz/region de murcia,caravaca de la cruz/region de murcia,caravaca de la cruz/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6031,30411,caravaca de la cruz,caravaca de la cruz,murcia,murcia,region de murcia,region de murcia,caravaca de la cruz/murcia,caravaca de la cruz/murcia,caravaca de la cruz/region de murcia,caravaca de la cruz/region de murcia,caravaca de la cruz/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6032,30412,caravaca de la cruz,caravaca de la cruz,murcia,murcia,region de murcia,region de murcia,caravaca de la cruz/murcia,caravaca de la cruz/murcia,caravaca de la cruz/region de murcia,caravaca de la cruz/region de murcia,caravaca de la cruz/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6033,30413,caravaca de la cruz,caravaca de la cruz,murcia,murcia,region de murcia,region de murcia,caravaca de la cruz/murcia,caravaca de la cruz/murcia,caravaca de la cruz/region de murcia,caravaca de la cruz/region de murcia,caravaca de la cruz/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6034,30420,calasparra,calasparra,murcia,murcia,region de murcia,region de murcia,calasparra/murcia,calasparra/murcia,calasparra/region de murcia,calasparra/region de murcia,calasparra/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6035,30430,cehegin,cehegin,murcia,murcia,region de murcia,region de murcia,cehegin/murcia,cehegin/murcia,cehegin/region de murcia,cehegin/region de murcia,cehegin/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6036,30438,cehegin,cehegin,murcia,murcia,region de murcia,region de murcia,cehegin/murcia,cehegin/murcia,cehegin/region de murcia,cehegin/region de murcia,cehegin/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6037,30439,cehegin,cehegin,murcia,murcia,region de murcia,region de murcia,cehegin/murcia,cehegin/murcia,cehegin/region de murcia,cehegin/region de murcia,cehegin/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6038,30440,moratalla,moratalla,murcia,murcia,region de murcia,region de murcia,moratalla/murcia,moratalla/murcia,moratalla/region de murcia,moratalla/region de murcia,moratalla/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6039,30441,moratalla,moratalla,murcia,murcia,region de murcia,region de murcia,moratalla/murcia,moratalla/murcia,moratalla/region de murcia,moratalla/region de murcia,moratalla/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6040,30442,moratalla,moratalla,murcia,murcia,region de murcia,region de murcia,moratalla/murcia,moratalla/murcia,moratalla/region de murcia,moratalla/region de murcia,moratalla/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6041,30500,molina de segura,molina de segura,murcia,murcia,region de murcia,region de murcia,molina de segura/murcia,molina de segura/murcia,molina de segura/region de murcia,molina de segura/region de murcia,molina de segura/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6042,30506,molina de segura,molina de segura,murcia,murcia,region de murcia,region de murcia,molina de segura/murcia,molina de segura/murcia,molina de segura/region de murcia,molina de segura/region de murcia,molina de segura/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6043,30507,molina de segura,molina de segura,murcia,murcia,region de murcia,region de murcia,molina de segura/murcia,molina de segura/murcia,molina de segura/region de murcia,molina de segura/region de murcia,molina de segura/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6044,30508,molina de segura,molina de segura,murcia,murcia,region de murcia,region de murcia,molina de segura/murcia,molina de segura/murcia,molina de segura/region de murcia,molina de segura/region de murcia,molina de segura/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6045,30509,molina de segura,molina de segura,murcia,murcia,region de murcia,region de murcia,molina de segura/murcia,molina de segura/murcia,molina de segura/region de murcia,molina de segura/region de murcia,molina de segura/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6046,30510,yecla,yecla,murcia,murcia,region de murcia,region de murcia,yecla/murcia,yecla/murcia,yecla/region de murcia,yecla/region de murcia,yecla/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6047,30520,jumilla,jumilla,murcia,murcia,region de murcia,region de murcia,jumilla/murcia,jumilla/murcia,jumilla/region de murcia,jumilla/region de murcia,jumilla/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6048,30528,jumilla,jumilla,murcia,murcia,region de murcia,region de murcia,jumilla/murcia,jumilla/murcia,jumilla/region de murcia,jumilla/region de murcia,jumilla/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6049,30529,jumilla,jumilla,murcia,murcia,region de murcia,region de murcia,jumilla/murcia,jumilla/murcia,jumilla/region de murcia,jumilla/region de murcia,jumilla/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6050,30530,cieza,cieza,murcia,murcia,region de murcia,region de murcia,cieza/murcia,cieza/murcia,cieza/region de murcia,cieza/region de murcia,cieza/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6051,30535,cieza,cieza,murcia,murcia,region de murcia,region de murcia,cieza/murcia,cieza/murcia,cieza/region de murcia,cieza/region de murcia,cieza/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6052,30540,blanca,blanca,murcia,murcia,region de murcia,region de murcia,blanca/murcia,blanca/murcia,blanca/region de murcia,blanca/region de murcia,blanca/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6053,30550,abaran,abaran,murcia,murcia,region de murcia,region de murcia,abaran/murcia,abaran/murcia,abaran/region de murcia,abaran/region de murcia,abaran/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6054,30559,abaran,abaran,murcia,murcia,region de murcia,region de murcia,abaran/murcia,abaran/murcia,abaran/region de murcia,abaran/region de murcia,abaran/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6055,30560,alguazas,alguazas,murcia,murcia,region de murcia,region de murcia,alguazas/murcia,alguazas/murcia,alguazas/region de murcia,alguazas/region de murcia,alguazas/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6056,30561,alguazas,alguazas,murcia,murcia,region de murcia,region de murcia,alguazas/murcia,alguazas/murcia,alguazas/region de murcia,alguazas/region de murcia,alguazas/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6057,30562,ceuti,ceuti,murcia,murcia,region de murcia,region de murcia,ceuti/murcia,ceuti/murcia,ceuti/region de murcia,ceuti/region de murcia,ceuti/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6058,30563,ceuti,ceuti,murcia,murcia,region de murcia,region de murcia,ceuti/murcia,ceuti/murcia,ceuti/region de murcia,ceuti/region de murcia,ceuti/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6059,30564,lorqui,lorqui,murcia,murcia,region de murcia,region de murcia,lorqui/murcia,lorqui/murcia,lorqui/region de murcia,lorqui/region de murcia,lorqui/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6060,30565,las torres de cotillas,las torres de cotillas,murcia,murcia,region de murcia,region de murcia,las torres de cotillas/murcia,las torres de cotillas/murcia,las torres de cotillas/region de murcia,las torres de cotillas/region de murcia,las torres de cotillas/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6061,30570,murcia,murcia,murcia,murcia,region de murcia,region de murcia,murcia/murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6062,30579,murcia,murcia,murcia,murcia,region de murcia,region de murcia,murcia/murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6063,30580,murcia,murcia,murcia,murcia,region de murcia,region de murcia,murcia/murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6064,30588,murcia,murcia,murcia,murcia,region de murcia,region de murcia,murcia/murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6065,30589,murcia,murcia,murcia,murcia,region de murcia,region de murcia,murcia/murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6066,30590,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6067,30591,torre-pacheco,torre-pacheco,murcia,murcia,region de murcia,region de murcia,torre-pacheco/murcia,torre-pacheco/murcia,torre-pacheco/region de murcia,torre-pacheco/region de murcia,torre-pacheco/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6068,30592,murcia,murcia,murcia,murcia,region de murcia,region de murcia,murcia/murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6069,30593,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6070,30594,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6071,30600,archena,archena,murcia,murcia,region de murcia,region de murcia,archena/murcia,archena/murcia,archena/region de murcia,archena/region de murcia,archena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6072,30609,archena,archena,murcia,murcia,region de murcia,region de murcia,archena/murcia,archena/murcia,archena/region de murcia,archena/region de murcia,archena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6073,30610,ricote,ricote,murcia,murcia,region de murcia,region de murcia,ricote/murcia,ricote/murcia,ricote/region de murcia,ricote/region de murcia,ricote/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6074,30611,ojos,ojos,murcia,murcia,region de murcia,region de murcia,ojos/murcia,ojos/murcia,ojos/region de murcia,ojos/region de murcia,ojos/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6075,30612,ulea,ulea,murcia,murcia,region de murcia,region de murcia,ulea/murcia,ulea/murcia,ulea/region de murcia,ulea/region de murcia,ulea/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6076,30613,villanueva del rio segura,villanueva del rio segura,murcia,murcia,region de murcia,region de murcia,villanueva del rio segura/murcia,villanueva del rio segura/murcia,villanueva del rio segura/region de murcia,villanueva del rio segura/region de murcia,villanueva del rio segura/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6077,30620,fortuna,fortuna,murcia,murcia,region de murcia,region de murcia,fortuna/murcia,fortuna/murcia,fortuna/region de murcia,fortuna/region de murcia,fortuna/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6078,30626,abanilla,abanilla,murcia,murcia,region de murcia,region de murcia,abanilla/murcia,abanilla/murcia,abanilla/region de murcia,abanilla/region de murcia,abanilla/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6079,30628,fortuna,fortuna,murcia,murcia,region de murcia,region de murcia,fortuna/murcia,fortuna/murcia,fortuna/region de murcia,fortuna/region de murcia,fortuna/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6080,30629,fortuna,fortuna,murcia,murcia,region de murcia,region de murcia,fortuna/murcia,fortuna/murcia,fortuna/region de murcia,fortuna/region de murcia,fortuna/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6081,30640,abanilla,abanilla,murcia,murcia,region de murcia,region de murcia,abanilla/murcia,abanilla/murcia,abanilla/region de murcia,abanilla/region de murcia,abanilla/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6082,30648,abanilla,abanilla,murcia,murcia,region de murcia,region de murcia,abanilla/murcia,abanilla/murcia,abanilla/region de murcia,abanilla/region de murcia,abanilla/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6083,30649,abanilla,abanilla,murcia,murcia,region de murcia,region de murcia,abanilla/murcia,abanilla/murcia,abanilla/region de murcia,abanilla/region de murcia,abanilla/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6084,30700,torre-pacheco,torre-pacheco,murcia,murcia,region de murcia,region de murcia,torre-pacheco/murcia,torre-pacheco/murcia,torre-pacheco/region de murcia,torre-pacheco/region de murcia,torre-pacheco/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6085,30708,torre-pacheco,torre-pacheco,murcia,murcia,region de murcia,region de murcia,torre-pacheco/murcia,torre-pacheco/murcia,torre-pacheco/region de murcia,torre-pacheco/region de murcia,torre-pacheco/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6086,30709,torre-pacheco,torre-pacheco,murcia,murcia,region de murcia,region de murcia,torre-pacheco/murcia,torre-pacheco/murcia,torre-pacheco/region de murcia,torre-pacheco/region de murcia,torre-pacheco/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6087,30710,torre-pacheco,torre-pacheco,murcia,murcia,region de murcia,region de murcia,torre-pacheco/murcia,torre-pacheco/murcia,torre-pacheco/region de murcia,torre-pacheco/region de murcia,torre-pacheco/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6088,30720,san javier,san javier,murcia,murcia,region de murcia,region de murcia,san javier/murcia,san javier/murcia,san javier/region de murcia,san javier/region de murcia,san javier/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6089,30729,san javier,san javier,murcia,murcia,region de murcia,region de murcia,san javier/murcia,san javier/murcia,san javier/region de murcia,san javier/region de murcia,san javier/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6090,30730,san javier,san javier,murcia,murcia,region de murcia,region de murcia,san javier/murcia,san javier/murcia,san javier/region de murcia,san javier/region de murcia,san javier/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6091,30739,san javier,san javier,murcia,murcia,region de murcia,region de murcia,san javier/murcia,san javier/murcia,san javier/region de murcia,san javier/region de murcia,san javier/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6092,30740,san pedro del pinatar,san pedro del pinatar,murcia,murcia,region de murcia,region de murcia,san pedro del pinatar/murcia,san pedro del pinatar/murcia,san pedro del pinatar/region de murcia,san pedro del pinatar/region de murcia,san pedro del pinatar/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6093,30800,lorca,lorca,murcia,murcia,region de murcia,region de murcia,lorca/murcia,lorca/murcia,lorca/region de murcia,lorca/region de murcia,lorca/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6094,30810,lorca,lorca,murcia,murcia,region de murcia,region de murcia,lorca/murcia,lorca/murcia,lorca/region de murcia,lorca/region de murcia,lorca/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6095,30811,lorca,lorca,murcia,murcia,region de murcia,region de murcia,lorca/murcia,lorca/murcia,lorca/region de murcia,lorca/region de murcia,lorca/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6096,30812,lorca,lorca,murcia,murcia,region de murcia,region de murcia,lorca/murcia,lorca/murcia,lorca/region de murcia,lorca/region de murcia,lorca/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6097,30813,lorca,lorca,murcia,murcia,region de murcia,region de murcia,lorca/murcia,lorca/murcia,lorca/region de murcia,lorca/region de murcia,lorca/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6098,30814,lorca,lorca,murcia,murcia,region de murcia,region de murcia,lorca/murcia,lorca/murcia,lorca/region de murcia,lorca/region de murcia,lorca/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6099,30815,lorca,lorca,murcia,murcia,region de murcia,region de murcia,lorca/murcia,lorca/murcia,lorca/region de murcia,lorca/region de murcia,lorca/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6100,30816,lorca,lorca,murcia,murcia,region de murcia,region de murcia,lorca/murcia,lorca/murcia,lorca/region de murcia,lorca/region de murcia,lorca/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6101,30817,lorca,lorca,murcia,murcia,region de murcia,region de murcia,lorca/murcia,lorca/murcia,lorca/region de murcia,lorca/region de murcia,lorca/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6102,30818,lorca,lorca,murcia,murcia,region de murcia,region de murcia,lorca/murcia,lorca/murcia,lorca/region de murcia,lorca/region de murcia,lorca/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6103,30820,alcantarilla,alcantarilla,murcia,murcia,region de murcia,region de murcia,alcantarilla/murcia,alcantarilla/murcia,alcantarilla/region de murcia,alcantarilla/region de murcia,alcantarilla/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6104,30830,murcia,murcia,murcia,murcia,region de murcia,region de murcia,murcia/murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6105,30831,murcia,murcia,murcia,murcia,region de murcia,region de murcia,murcia/murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6106,30832,murcia,murcia,murcia,murcia,region de murcia,region de murcia,murcia/murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6107,30833,murcia,murcia,murcia,murcia,region de murcia,region de murcia,murcia/murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6108,30834,lorca,lorca,murcia,murcia,region de murcia,region de murcia,lorca/murcia,lorca/murcia,lorca/region de murcia,lorca/region de murcia,lorca/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6109,30835,cartagena,cartagena,murcia,murcia,region de murcia,region de murcia,cartagena/murcia,cartagena/murcia,cartagena/region de murcia,cartagena/region de murcia,cartagena/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6110,30836,murcia,murcia,murcia,murcia,region de murcia,region de murcia,murcia/murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6111,30837,murcia,murcia,murcia,murcia,region de murcia,region de murcia,murcia/murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6112,30840,alhama de murcia,alhama de murcia,murcia,murcia,region de murcia,region de murcia,alhama de murcia/murcia,alhama de murcia/murcia,alhama de murcia/region de murcia,alhama de murcia/region de murcia,alhama de murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6113,30850,murcia,murcia,murcia,murcia,region de murcia,region de murcia,murcia/murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6114,30858,mazarron,mazarron,murcia,murcia,region de murcia,region de murcia,mazarron/murcia,mazarron/murcia,mazarron/region de murcia,mazarron/region de murcia,mazarron/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
6115,30859,aledo,aledo,murcia,murcia,region de murcia,region de murcia,aledo/murcia,aledo/murcia,aledo/region de murcia,aledo/region de murcia,aledo/murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia,murcia/region de murcia
