,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original,num_bibliotecas,num_hospitales,num_centros_salud,num_colegios_privados,num_colegios_publicos,num_guardia_civil,num_universidades_privadas,num_universidades_publicas,num_tit_uni_privadas,num_tit_uni_publicas,agencias_de_viajes,albergues,alojamientos_rurales,artesanos,atraque_de_cruceros_y_ferries,bares_y_cafeterías,bodegas,campings,campos_de_golf_y_campos_de_pitch&putt,comercios,convention_bureaux,empresas_de_alquiler_de_vehículos_y_embarcaciones,empresas_de_transporte_turístico,empresas_de_turismo_activo,escuelas_de_español_para_extranjeros,espacios_naturales_protegidos,estaciones_de_esquí_y_montaña,guías_turísticos,hoteles_y_apartamentos_turísticos,museos_y_centros_de_interés_turístico_visitable,opc,oficinas_de_información_turística,otros_servicios,palacios_de_congresos,playas,puertos_deportivos,restaurantes_y_empresas_turísticas_de_catering,seguridad_ciudadana,servicios_de_limpieza,servicios_turísticos_de_salud,taxis,turismo_industrial
1073,villahermosa_del_rio,villahermosa_del_rio,castellon,castellon,comunidad_valenciana,comunitat_valenciana,villahermosa_del_rio/castellon,Castellón/Castelló,Villahermosa del Río,,0.0,1.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,vilanova_d'alcolea,vilanova_d'alcolea,castellon,castellon,comunidad_valenciana,comunitat_valenciana,vilanova_d'alcolea/castellon,Castellón/Castelló,Vilanova d'Alcolea,1.0,0.0,1.0,0.0,1.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1075,vilar_de_canes,vilar_de_canes,castellon,castellon,comunidad_valenciana,comunitat_valenciana,vilar_de_canes/castellon,Castellón/Castelló,Vilar de Canes,,0.0,1.0,,,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,vila_real,vila_real,castellon,castellon,comunidad_valenciana,comunitat_valenciana,vila_real/castellon,Castellón/Castelló,Vila-real,4.0,1.0,3.0,16.0,17.0,2.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,la_vilavella,la_vilavella,castellon,castellon,comunidad_valenciana,comunitat_valenciana,la_vilavella/castellon,Castellón/Castelló,la Vilavella,1.0,0.0,1.0,1.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,vinaros,vinaros,castellon,castellon,comunidad_valenciana,comunitat_valenciana,vinaros/castellon,Castellón/Castelló,Vinaròs,1.0,1.0,1.0,5.0,11.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,viver,viver,castellon,castellon,comunidad_valenciana,comunitat_valenciana,viver/castellon,Castellón/Castelló,Viver,1.0,0.0,2.0,1.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1080,zucaina,zucaina,castellon,castellon,comunidad_valenciana,comunitat_valenciana,zucaina/castellon,Castellón/Castelló,Zucaina,1.0,0.0,1.0,0.0,1.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,les_alqueries,alquerias_del_nino_perdido,castellon,castellon,comunidad_valenciana,comunitat_valenciana,les_alqueries/castellon,,,,0.0,1.0,,,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,sant_joan_de_moro,sant_joan_de_moro,castellon,castellon,comunidad_valenciana,comunitat_valenciana,sant_joan_de_moro/castellon,Castellón/Castelló,Sant Joan de Moró,1.0,0.0,1.0,1.0,1.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,ademuz,ademuz,valencia,valencia,comunidad_valenciana,comunitat_valenciana,ademuz/valencia,Valencia/València,Ademuz,1.0,0.0,3.0,1.0,3.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,ador,ador,valencia,valencia,comunidad_valenciana,comunitat_valenciana,ador/valencia,Valencia/València,Ador,1.0,0.0,0.0,1.0,2.0,3.0,,1.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,atzeneta_d'albaida,atzeneta_d'albaida,valencia,valencia,comunidad_valenciana,comunitat_valenciana,atzeneta_d'albaida/valencia,Valencia/València,Atzeneta d'Albaida,1.0,0.0,1.0,0.0,3.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,agullent,agullent,valencia,valencia,comunidad_valenciana,comunitat_valenciana,agullent/valencia,Valencia/València,Agullent,1.0,0.0,1.0,1.0,3.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,alaquas,alaquas,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alaquas/valencia,Valencia/València,Alaquàs,1.0,0.0,1.0,11.0,9.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,albaida,albaida,valencia,valencia,comunidad_valenciana,comunitat_valenciana,albaida/valencia,Valencia/València,Albaida,1.0,0.0,1.0,2.0,6.0,1.0,1.0,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,albal,albal,valencia,valencia,comunidad_valenciana,comunitat_valenciana,albal/valencia,Valencia/València,Albal,1.0,0.0,3.0,8.0,7.0,3.0,,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,albalat_de_la_ribera,albalat_de_la_ribera,valencia,valencia,comunidad_valenciana,comunitat_valenciana,albalat_de_la_ribera/valencia,Valencia/València,Albalat de la Ribera,1.0,0.0,1.0,1.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,albalat_dels_sorells,albalat_dels_sorells,valencia,valencia,comunidad_valenciana,comunitat_valenciana,albalat_dels_sorells/valencia,Valencia/València,Albalat dels Sorells,1.0,0.0,2.0,1.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,albalat_dels_tarongers,albalat_dels_tarongers,valencia,valencia,comunidad_valenciana,comunitat_valenciana,albalat_dels_tarongers/valencia,Valencia/València,Albalat dels Tarongers,1.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,alberic,alberic,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alberic/valencia,Valencia/València,Alberic,1.0,0.0,1.0,2.0,6.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,alborache,alborache,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alborache/valencia,Valencia/València,Alborache,1.0,0.0,1.0,1.0,3.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,alboraya,alboraya,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alboraya/valencia,Valencia/València,València,1.0,0.0,3.0,351.0,152.0,3.0,,1.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,albuixech,albuixech,valencia,valencia,comunidad_valenciana,comunitat_valenciana,albuixech/valencia,Valencia/València,Albuixech,1.0,0.0,0.0,1.0,3.0,3.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,alcasser,alcasser,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alcasser/valencia,Valencia/València,Alcàsser,1.0,0.0,2.0,3.0,5.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,alcantera_de_xuquer,alcantera_de_xuquer,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alcantera_de_xuquer/valencia,Valencia/València,Alcàntera de Xúquer,1.0,0.0,2.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,alzira,alzira,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alzira/valencia,Valencia/València,Alzira,1.0,2.0,3.0,13.0,20.0,1.0,1.0,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,alcublas,alcublas,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alcublas/valencia,Valencia/València,Alcublas,1.0,0.0,1.0,1.0,1.0,3.0,1.0,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,l'alcudia,l'alcudia,valencia,valencia,comunidad_valenciana,comunitat_valenciana,l'alcudia/valencia,Valencia/València,València,1.0,0.0,1.0,351.0,152.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,l'alcudia_de_crespins,l'alcudia_de_crespins,valencia,valencia,comunidad_valenciana,comunitat_valenciana,l'alcudia_de_crespins/valencia,Valencia/València,l'Alcúdia de Crespins,1.0,0.0,1.0,1.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,aldaia,aldaia,valencia,valencia,comunidad_valenciana,comunitat_valenciana,aldaia/valencia,Valencia/València,Aldaia,1.0,0.0,2.0,6.0,15.0,1.0,1.0,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,alfafar,alfafar,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alfafar/valencia,Valencia/València,Alfafar,2.0,0.0,4.0,6.0,8.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,alfauir,alfauir,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alfauir/valencia,Valencia/València,Alfauir,2.0,0.0,2.0,351.0,152.0,3.0,1.0,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,alfara_de_la_baronia,alfara_de_la_baronia,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alfara_de_la_baronia/valencia,Valencia/València,Alfara de la Baronia,1.0,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,alfara_del_patriarca,alfara_del_patriarca,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alfara_del_patriarca/valencia,Valencia/València,Alfara del Patriarca,1.0,0.0,1.0,4.0,3.0,,1.0,,61.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,alfarp,alfarp,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alfarp/valencia,Valencia/València,Alfarp,2.0,0.0,1.0,1.0,1.0,3.0,,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,alfarrasi,alfarrasi,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alfarrasi/valencia,Valencia/València,Alfarrasí,1.0,0.0,1.0,1.0,2.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,algar_de_palancia,algar_de_palancia,valencia,valencia,comunidad_valenciana,comunitat_valenciana,algar_de_palancia/valencia,Valencia/València,Algar de Palancia,,0.0,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,algemesi,algemesi,valencia,valencia,comunidad_valenciana,comunitat_valenciana,algemesi/valencia,Valencia/València,Algemesí,1.0,0.0,2.0,15.0,11.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,algimia_de_alfara,algimia_de_alfara,valencia,valencia,comunidad_valenciana,comunitat_valenciana,algimia_de_alfara/valencia,Valencia/València,Algimia de Alfara,,0.0,3.0,1.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,alginet,alginet,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alginet/valencia,Valencia/València,Alginet,1.0,0.0,1.0,5.0,6.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,almassera,almassera,valencia,valencia,comunidad_valenciana,comunitat_valenciana,almassera/valencia,Valencia/València,Almàssera,1.0,0.0,1.0,6.0,2.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,almisera,almisera,valencia,valencia,comunidad_valenciana,comunitat_valenciana,almisera/valencia,Valencia/València,Almiserà,1.0,0.0,2.0,351.0,152.0,3.0,1.0,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,almoines,almoines,valencia,valencia,comunidad_valenciana,comunitat_valenciana,almoines/valencia,Valencia/València,Almoines,1.0,0.0,1.0,1.0,3.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,almussafes,almussafes,valencia,valencia,comunidad_valenciana,comunitat_valenciana,almussafes/valencia,Valencia/València,Almussafes,1.0,0.0,1.0,4.0,4.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,alpuente,alpuente,valencia,valencia,comunidad_valenciana,comunitat_valenciana,alpuente/valencia,Valencia/València,Alpuente,2.0,0.0,3.0,0.0,2.0,3.0,,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,l'alqueria_de_la_comtessa,l'alqueria_de_la_comtessa,valencia,valencia,comunidad_valenciana,comunitat_valenciana,l'alqueria_de_la_comtessa/valencia,Valencia/València,l'Alqueria de la Comtessa,1.0,0.0,1.0,1.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,andilla,andilla,valencia,valencia,comunidad_valenciana,comunitat_valenciana,andilla/valencia,Valencia/València,Andilla,7.0,0.0,3.0,351.0,152.0,3.0,,1.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,anna,anna,valencia,valencia,comunidad_valenciana,comunitat_valenciana,anna/valencia,Valencia/València,Anna,1.0,0.0,1.0,1.0,3.0,3.0,,1.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,antella,antella,valencia,valencia,comunidad_valenciana,comunitat_valenciana,antella/valencia,Valencia/València,Antella,2.0,0.0,1.0,1.0,3.0,3.0,,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,aras_de_los_olmos,aras_de_los_olmos,valencia,valencia,comunidad_valenciana,comunitat_valenciana,aras_de_los_olmos/valencia,Valencia/València,Aras de los Olmos,,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,aielo_de_malferit,aielo_de_malferit,valencia,valencia,comunidad_valenciana,comunitat_valenciana,aielo_de_malferit/valencia,Valencia/València,Aielo de Malferit,1.0,0.0,1.0,0.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,aielo_de_rugat,aielo_de_rugat,valencia,valencia,comunidad_valenciana,comunitat_valenciana,aielo_de_rugat/valencia,Valencia/València,Aielo de Rugat,1.0,0.0,4.0,351.0,152.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,ayora,ayora,valencia,valencia,comunidad_valenciana,comunitat_valenciana,ayora/valencia,Valencia/València,Ayora,1.0,0.0,1.0,2.0,3.0,1.0,1.0,,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,barxeta,barxeta,valencia,valencia,comunidad_valenciana,comunitat_valenciana,barxeta/valencia,Valencia/València,Barxeta,1.0,0.0,1.0,1.0,2.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,barx,barx,valencia,valencia,comunidad_valenciana,comunitat_valenciana,barx/valencia,Valencia/València,Barx,1.0,0.0,1.0,1.0,0.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,belgida,belgida,valencia,valencia,comunidad_valenciana,comunitat_valenciana,belgida/valencia,Valencia/València,Bèlgida,1.0,0.0,1.0,0.0,2.0,3.0,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,bellreguard,bellreguard,valencia,valencia,comunidad_valenciana,comunitat_valenciana,bellreguard/valencia,Valencia/València,Bellreguard,1.0,0.0,2.0,351.0,152.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,bellus,bellus,valencia,valencia,comunidad_valenciana,comunitat_valenciana,bellus/valencia,Valencia/València,Bellús,1.0,0.0,4.0,1.0,0.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
