,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original,num_bibliotecas,num_hospitales,num_centros_salud,num_colegios_privados,num_colegios_publicos,num_guardia_civil,num_universidades_privadas,num_universidades_publicas,num_tit_uni_privadas,num_tit_uni_publicas,agencias_de_viajes,albergues,alojamientos_rurales,artesanos,atraque_de_cruceros_y_ferries,bares_y_cafeterías,bodegas,campings,campos_de_golf_y_campos_de_pitch&putt,comercios,convention_bureaux,empresas_de_alquiler_de_vehículos_y_embarcaciones,empresas_de_transporte_turístico,empresas_de_turismo_activo,escuelas_de_español_para_extranjeros,espacios_naturales_protegidos,estaciones_de_esquí_y_montaña,guías_turísticos,hoteles_y_apartamentos_turísticos,museos_y_centros_de_interés_turístico_visitable,opc,oficinas_de_información_turística,otros_servicios,palacios_de_congresos,playas,puertos_deportivos,restaurantes_y_empresas_turísticas_de_catering,seguridad_ciudadana,servicios_de_limpieza,servicios_turísticos_de_salud,taxis,turismo_industrial
5693,valdelinares,valdelinares,teruel,teruel,aragon,aragon,valdelinares/teruel,Teruel,Valdelinares,,0.0,1.0,11.0,19.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5694,valdeltormo,valdeltormo,teruel,teruel,aragon,aragon,valdeltormo/teruel,Teruel,Valdeltormo,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5695,valderrobres,valderrobres,teruel,teruel,aragon,aragon,valderrobres/teruel,Teruel,Valderrobres,1.0,0.0,1.0,0.0,6.0,1.0,,,,,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5696,valjunquera,valjunquera,teruel,teruel,aragon,aragon,valjunquera/teruel,Teruel,Valjunquera,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5697,villahermosa_del_campo,villahermosa_del_campo,teruel,teruel,aragon,aragon,villahermosa_del_campo/teruel,Teruel,Villahermosa del Campo,1.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5698,villanueva_del_rebollar_de_la_sierra,villanueva_del_rebollar_de_la_sierra,teruel,teruel,aragon,aragon,villanueva_del_rebollar_de_la_sierra/teruel,Teruel,Villanueva del Rebollar de la Sierra,,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5699,villar_del_salz,villar_del_salz,teruel,teruel,aragon,aragon,villar_del_salz/teruel,Teruel,Villar del Salz,,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5700,villarquemado,villarquemado,teruel,teruel,aragon,aragon,villarquemado/teruel,Teruel,Villarquemado,1.0,0.0,1.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5701,villarroya_de_los_pinares,villarroya_de_los_pinares,teruel,teruel,aragon,aragon,villarroya_de_los_pinares/teruel,Teruel,Villarroya de los Pinares,,0.0,1.0,,,,,,,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5702,villastar,villastar,teruel,teruel,aragon,aragon,villastar/teruel,Teruel,Villastar,,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5703,villel,villel,teruel,teruel,aragon,aragon,villel/teruel,Teruel,Villel,,0.0,1.0,11.0,19.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5704,vinaceite,vinaceite,teruel,teruel,aragon,aragon,vinaceite/teruel,Teruel,Vinaceite,,0.0,2.0,11.0,19.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5705,vivel_del_rio_martin,vivel_del_rio_martin,teruel,teruel,aragon,aragon,vivel_del_rio_martin/teruel,Teruel,Vivel del Río Martín,,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5706,abaigar,abaigar,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,abaigar/navarra,Navarra,Abáigar,1.0,0.0,1.0,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5707,abarzuza,abartzuza,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,abarzuza/navarra,Navarra,Abárzuza/Abartzuza,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5708,abaurregaina,abaurrea_alta,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,abaurregaina/navarra,,,,0.0,3.0,,,1.0,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5709,aberin,aberin,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,aberin/navarra,Navarra,Aberin,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5710,ablitas,ablitas,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,ablitas/navarra,Navarra,Ablitas,1.0,0.0,2.0,0.0,3.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5711,adios,adios,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,adios/navarra,Navarra,Adiós,1.0,0.0,2.0,,,1.0,1.0,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5712,aguilar_de_codes,aguilar_de_codes,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,aguilar_de_codes/navarra,Navarra,Aguilar de Codés,,0.0,6.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5713,aibar,oibar,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,aibar/navarra,Navarra,Olaibar,1.0,0.0,2.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5714,altsasu,alsasua,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,altsasu/navarra,Navarra,Altsasu/Alsasua,1.0,1.0,1.0,5.0,6.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5715,allin,allin,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,allin/navarra,Navarra,Allín/Allin,1.0,0.0,5.0,,,1.0,1.0,1.0,94.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5716,allo,allo,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,allo/navarra,Navarra,Allo,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,94.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5717,amescoa_baja,amescoa_baja,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,amescoa_baja/navarra,Navarra,Améscoa Baja,,0.0,2.0,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5718,ancin,antzin,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,ancin/navarra,Navarra,Igantzi,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5719,andosilla,andosilla,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,andosilla/navarra,Navarra,Andosilla,1.0,0.0,1.0,0.0,2.0,1.0,1.0,,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5720,pamplona,pamplona,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,pamplona/navarra,Navarra,Pamplona/Iruña,11.0,7.0,15.0,42.0,60.0,1.0,1.0,1.0,94.0,62.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0
5721,anue,anue,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,anue/navarra,Navarra,Anue,1.0,0.0,1.0,,,1.0,,1.0,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5722,anorbe,anorbe,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,anorbe/navarra,Navarra,Añorbe,1.0,0.0,2.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5723,aoiz,agoitz,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,aoiz/navarra,Navarra,Aoiz/Agoitz,1.0,0.0,1.0,0.0,4.0,1.0,1.0,,8.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5724,araitz,araitz,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,araitz/navarra,Navarra,Araitz,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,8.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5725,aranarache,aranaratxe,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,aranarache/navarra,,,1.0,0.0,1.0,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5726,arantza,arantza,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,arantza/navarra,Navarra,Arantza,1.0,0.0,2.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5727,aranguren,aranguren,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,aranguren/navarra,Navarra,Aranguren,1.0,0.0,1.0,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5728,arano,arano,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,arano/navarra,Navarra,Arano,1.0,0.0,2.0,,,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5729,arakil,arakil,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,arakil/navarra,Navarra,Arakil,1.0,0.0,5.0,0.0,2.0,1.0,1.0,,8.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730,aras,aras,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,aras/navarra,Navarra,Aras,1.0,0.0,1.0,,,1.0,1.0,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5731,arbizu,arbizu,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,arbizu/navarra,Navarra,Arbizu,1.0,0.0,1.0,1.0,2.0,1.0,1.0,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5732,arce,artzi,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,arce/navarra,,,1.0,0.0,1.0,,,1.0,1.0,,6.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5733,los_arcos,los_arcos,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,los_arcos/navarra,Navarra,Los Arcos,1.0,0.0,2.0,0.0,2.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5734,arellano,arellano,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,arellano/navarra,Navarra,Arellano,1.0,0.0,2.0,,,1.0,1.0,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5735,areso,areso,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,areso/navarra,Navarra,Areso,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5736,arguedas,arguedas,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,arguedas/navarra,Navarra,Arguedas,1.0,0.0,1.0,0.0,2.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5737,aria,aria,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,aria/navarra,Navarra,Aria,1.0,0.0,3.0,0.0,1.0,1.0,1.0,,8.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5738,arroniz,arroniz,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,arroniz/navarra,Navarra,Arróniz,1.0,0.0,3.0,0.0,1.0,1.0,1.0,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5739,arruazu,arruazu,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,arruazu/navarra,Navarra,Arruazu,1.0,0.0,2.0,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5740,artajona,artajona,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,artajona/navarra,Navarra,Artajona,1.0,0.0,1.0,0.0,3.0,1.0,1.0,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5741,artazu,artazu,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,artazu/navarra,Navarra,Artazu,1.0,0.0,1.0,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5742,atez,atetz,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,atez/navarra,Navarra,Atez/Atetz,1.0,0.0,1.0,,,1.0,,1.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5743,ayegui,aiegi,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,ayegui/navarra,,,1.0,0.0,1.0,2.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5744,azagra,azagra,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,azagra/navarra,Navarra,Azagra,1.0,0.0,1.0,0.0,4.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5745,bakaiku,bakaiku,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,bakaiku/navarra,Navarra,Bakaiku,1.0,0.0,2.0,,,1.0,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5746,barasoain,barasoain,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,barasoain/navarra,Navarra,Barásoain,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5747,bargota,bargota,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,bargota/navarra,Navarra,Bargota,1.0,0.0,3.0,,,1.0,1.0,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5748,basaburua,basaburua,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,basaburua/navarra,Navarra,Basaburua,1.0,0.0,1.0,,,1.0,,,,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5749,baztan,baztan,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,baztan/navarra,Navarra,Baztan,1.0,1.0,8.0,,,1.0,,,,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5750,beire,beire,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,beire/navarra,Navarra,Beire,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5751,belascoain,belascoain,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,belascoain/navarra,Navarra,Belascoáin,1.0,0.0,1.0,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5752,berbinzana,berbinzana,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,berbinzana/navarra,Navarra,Berbinzana,1.0,0.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5753,bertizarana,bertizarana,navarra,navarra,comunidad_foral_de_navarra,comunidad_foral_de_navarra,bertizarana/navarra,Navarra,Bertizarana,1.0,0.0,0.0,,,1.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
