,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original
4528,ciudad_rodrigo,ciudad_rodrigo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,ciudad_rodrigo/salamanca,Salamanca,Ciudad Rodrigo
4529,coca_de_alba,coca_de_alba,salamanca,salamanca,castilla_y_leon,castilla_y_leon,coca_de_alba/salamanca,Salamanca,Coca de Alba
4530,colmenar_de_montemayor,colmenar_de_montemayor,salamanca,salamanca,castilla_y_leon,castilla_y_leon,colmenar_de_montemayor/salamanca,Salamanca,Colmenar de Montemayor
4531,cordovilla,cordovilla,salamanca,salamanca,castilla_y_leon,castilla_y_leon,cordovilla/salamanca,Salamanca,Cordovilla
4532,cristobal,cristobal,salamanca,salamanca,castilla_y_leon,castilla_y_leon,cristobal/salamanca,Salamanca,Cristóbal
4533,el_cubo_de_don_sancho,el_cubo_de_don_sancho,salamanca,salamanca,castilla_y_leon,castilla_y_leon,el_cubo_de_don_sancho/salamanca,Salamanca,El Cubo de Don Sancho
4534,chagarcia_medianero,chagarcia_medianero,salamanca,salamanca,castilla_y_leon,castilla_y_leon,chagarcia_medianero/salamanca,Salamanca,Chagarcía Medianero
4535,doninos_de_ledesma,doninos_de_ledesma,salamanca,salamanca,castilla_y_leon,castilla_y_leon,doninos_de_ledesma/salamanca,Salamanca,Doñinos de Ledesma
4536,ejeme,ejeme,salamanca,salamanca,castilla_y_leon,castilla_y_leon,ejeme/salamanca,Salamanca,Éjeme
4537,la_encina,la_encina,salamanca,salamanca,castilla_y_leon,castilla_y_leon,la_encina/salamanca,Salamanca,La Encina
4538,encina_de_san_silvestre,encina_de_san_silvestre,salamanca,salamanca,castilla_y_leon,castilla_y_leon,encina_de_san_silvestre/salamanca,Salamanca,Encina de San Silvestre
4539,encinas_de_abajo,encinas_de_abajo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,encinas_de_abajo/salamanca,Salamanca,Encinas de Abajo
4540,encinasola_de_los_comendadores,encinasola_de_los_comendadores,salamanca,salamanca,castilla_y_leon,castilla_y_leon,encinasola_de_los_comendadores/salamanca,Salamanca,Encinasola de los Comendadores
4541,endrinal,endrinal,salamanca,salamanca,castilla_y_leon,castilla_y_leon,endrinal/salamanca,Salamanca,Endrinal
4542,escurial_de_la_sierra,escurial_de_la_sierra,salamanca,salamanca,castilla_y_leon,castilla_y_leon,escurial_de_la_sierra/salamanca,Salamanca,Escurial de la Sierra
4543,espadana,espadana,salamanca,salamanca,castilla_y_leon,castilla_y_leon,espadana/salamanca,Salamanca,Espadaña
4544,espino_de_la_orbada,espino_de_la_orbada,salamanca,salamanca,castilla_y_leon,castilla_y_leon,espino_de_la_orbada/salamanca,Salamanca,Espino de la Orbada
4545,forfoleda,forfoleda,salamanca,salamanca,castilla_y_leon,castilla_y_leon,forfoleda/salamanca,Salamanca,Forfoleda
4546,la_fregeneda,la_fregeneda,salamanca,salamanca,castilla_y_leon,castilla_y_leon,la_fregeneda/salamanca,Salamanca,La Fregeneda
4547,fresnedoso,fresnedoso,salamanca,salamanca,castilla_y_leon,castilla_y_leon,fresnedoso/salamanca,Salamanca,Fresnedoso
4548,la_fuente_de_san_esteban,la_fuente_de_san_esteban,salamanca,salamanca,castilla_y_leon,castilla_y_leon,la_fuente_de_san_esteban/salamanca,Salamanca,La Fuente de San Esteban
4549,fuenteguinaldo,fuenteguinaldo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,fuenteguinaldo/salamanca,Salamanca,Fuenteguinaldo
4550,fuenterroble_de_salvatierra,fuenterroble_de_salvatierra,salamanca,salamanca,castilla_y_leon,castilla_y_leon,fuenterroble_de_salvatierra/salamanca,Salamanca,Fuenterroble de Salvatierra
4551,fuentes_de_bejar,fuentes_de_bejar,salamanca,salamanca,castilla_y_leon,castilla_y_leon,fuentes_de_bejar/salamanca,Salamanca,Fuentes de Béjar
4552,fuentes_de_onoro,fuentes_de_onoro,salamanca,salamanca,castilla_y_leon,castilla_y_leon,fuentes_de_onoro/salamanca,Salamanca,Fuentes de Oñoro
4553,gajates,gajates,salamanca,salamanca,castilla_y_leon,castilla_y_leon,gajates/salamanca,Salamanca,Gajates
4554,galinduste,galinduste,salamanca,salamanca,castilla_y_leon,castilla_y_leon,galinduste/salamanca,Salamanca,Galinduste
4555,gallegos_de_solmiron,gallegos_de_solmiron,salamanca,salamanca,castilla_y_leon,castilla_y_leon,gallegos_de_solmiron/salamanca,Salamanca,Gallegos de Solmirón
4556,garcibuey,garcibuey,salamanca,salamanca,castilla_y_leon,castilla_y_leon,garcibuey/salamanca,Salamanca,Garcibuey
4557,garcihernandez,garcihernandez,salamanca,salamanca,castilla_y_leon,castilla_y_leon,garcihernandez/salamanca,Salamanca,Garcihernández
4558,gomecello,gomecello,salamanca,salamanca,castilla_y_leon,castilla_y_leon,gomecello/salamanca,Salamanca,Gomecello
4559,guijo_de_avila,guijo_de_avila,salamanca,salamanca,castilla_y_leon,castilla_y_leon,guijo_de_avila/salamanca,Salamanca,Guijo de Ávila
4560,guijuelo,guijuelo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,guijuelo/salamanca,Salamanca,Guijuelo
4561,herguijuela_de_ciudad_rodrigo,herguijuela_de_ciudad_rodrigo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,herguijuela_de_ciudad_rodrigo/salamanca,Salamanca,Herguijuela de Ciudad Rodrigo
4562,herguijuela_de_la_sierra,herguijuela_de_la_sierra,salamanca,salamanca,castilla_y_leon,castilla_y_leon,herguijuela_de_la_sierra/salamanca,Salamanca,Herguijuela de la Sierra
4563,hinojosa_de_duero,hinojosa_de_duero,salamanca,salamanca,castilla_y_leon,castilla_y_leon,hinojosa_de_duero/salamanca,Salamanca,Hinojosa de Duero
4564,horcajo_de_montemayor,horcajo_de_montemayor,salamanca,salamanca,castilla_y_leon,castilla_y_leon,horcajo_de_montemayor/salamanca,Salamanca,Horcajo de Montemayor
4565,horcajo_medianero,horcajo_medianero,salamanca,salamanca,castilla_y_leon,castilla_y_leon,horcajo_medianero/salamanca,Salamanca,Horcajo Medianero
4566,huerta,huerta,salamanca,salamanca,castilla_y_leon,castilla_y_leon,huerta/salamanca,Salamanca,Huerta
4567,ituero_de_azaba,ituero_de_azaba,salamanca,salamanca,castilla_y_leon,castilla_y_leon,ituero_de_azaba/salamanca,Salamanca,Ituero de Azaba
4568,larrodrigo,larrodrigo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,larrodrigo/salamanca,Salamanca,Larrodrigo
4569,ledesma,ledesma,salamanca,salamanca,castilla_y_leon,castilla_y_leon,ledesma/salamanca,Salamanca,Ledesma
4570,ledrada,ledrada,salamanca,salamanca,castilla_y_leon,castilla_y_leon,ledrada/salamanca,Salamanca,Ledrada
4571,linares_de_riofrio,linares_de_riofrio,salamanca,salamanca,castilla_y_leon,castilla_y_leon,linares_de_riofrio/salamanca,Salamanca,Linares de Riofrío
4572,lumbrales,lumbrales,salamanca,salamanca,castilla_y_leon,castilla_y_leon,lumbrales/salamanca,Salamanca,Lumbrales
4573,macotera,macotera,salamanca,salamanca,castilla_y_leon,castilla_y_leon,macotera/salamanca,Salamanca,Macotera
4574,malpartida,malpartida,salamanca,salamanca,castilla_y_leon,castilla_y_leon,malpartida/salamanca,Salamanca,Malpartida
4575,mancera_de_abajo,mancera_de_abajo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,mancera_de_abajo/salamanca,Salamanca,Mancera de Abajo
4576,el_manzano,el_manzano,salamanca,salamanca,castilla_y_leon,castilla_y_leon,el_manzano/salamanca,Salamanca,El Manzano
4577,martin_de_yeltes,martin_de_yeltes,salamanca,salamanca,castilla_y_leon,castilla_y_leon,martin_de_yeltes/salamanca,Salamanca,Martín de Yeltes
4578,castellanos_de_villiquera,castellanos_de_villiquera,salamanca,salamanca,castilla_y_leon,castilla_y_leon,castellanos_de_villiquera/salamanca,Salamanca,Castellanos de Villiquera
4579,matilla_de_los_canos_del_rio,matilla_de_los_canos_del_rio,salamanca,salamanca,castilla_y_leon,castilla_y_leon,matilla_de_los_canos_del_rio/salamanca,Salamanca,Matilla de los Caños del Río
4580,la_maya,la_maya,salamanca,salamanca,castilla_y_leon,castilla_y_leon,la_maya/salamanca,Salamanca,La Maya
4581,mieza,mieza,salamanca,salamanca,castilla_y_leon,castilla_y_leon,mieza/salamanca,Salamanca,Mieza
4582,miranda_del_castanar,miranda_del_castanar,salamanca,salamanca,castilla_y_leon,castilla_y_leon,miranda_del_castanar/salamanca,Salamanca,Miranda del Castañar
4583,mogarraz,mogarraz,salamanca,salamanca,castilla_y_leon,castilla_y_leon,mogarraz/salamanca,Salamanca,Mogarraz
4584,molinillo,molinillo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,molinillo/salamanca,Salamanca,Molinillo
4585,monforte_de_la_sierra,monforte_de_la_sierra,salamanca,salamanca,castilla_y_leon,castilla_y_leon,monforte_de_la_sierra/salamanca,Salamanca,Monforte de la Sierra
4586,monsagro,monsagro,salamanca,salamanca,castilla_y_leon,castilla_y_leon,monsagro/salamanca,Salamanca,Monsagro
4587,montemayor_del_rio,montemayor_del_rio,salamanca,salamanca,castilla_y_leon,castilla_y_leon,montemayor_del_rio/salamanca,Salamanca,Montemayor del Río
4588,monterrubio_de_la_sierra,monterrubio_de_la_sierra,salamanca,salamanca,castilla_y_leon,castilla_y_leon,monterrubio_de_la_sierra/salamanca,Salamanca,Monterrubio de la Sierra
4589,moriscos,moriscos,salamanca,salamanca,castilla_y_leon,castilla_y_leon,moriscos/salamanca,Salamanca,Moriscos
4590,moronta,moronta,salamanca,salamanca,castilla_y_leon,castilla_y_leon,moronta/salamanca,Salamanca,Moronta
4591,mozarbez,mozarbez,salamanca,salamanca,castilla_y_leon,castilla_y_leon,mozarbez/salamanca,Salamanca,Mozárbez
4592,narros_de_matalayegua,narros_de_matalayegua,salamanca,salamanca,castilla_y_leon,castilla_y_leon,narros_de_matalayegua/salamanca,Salamanca,Narros de Matalayegua
4593,nava_de_bejar,nava_de_bejar,salamanca,salamanca,castilla_y_leon,castilla_y_leon,nava_de_bejar/salamanca,Salamanca,Nava de Béjar
4594,nava_de_sotrobal,nava_de_sotrobal,salamanca,salamanca,castilla_y_leon,castilla_y_leon,nava_de_sotrobal/salamanca,Salamanca,Nava de Sotrobal
4595,navales,navales,salamanca,salamanca,castilla_y_leon,castilla_y_leon,navales/salamanca,Salamanca,Navales
4596,navalmoral_de_bejar,navalmoral_de_bejar,salamanca,salamanca,castilla_y_leon,castilla_y_leon,navalmoral_de_bejar/salamanca,Salamanca,Navalmoral de Béjar
4597,navamorales,navamorales,salamanca,salamanca,castilla_y_leon,castilla_y_leon,navamorales/salamanca,Salamanca,Navamorales
4598,navasfrias,navasfrias,salamanca,salamanca,castilla_y_leon,castilla_y_leon,navasfrias/salamanca,Salamanca,Navasfrías
4599,olmedo_de_camaces,olmedo_de_camaces,salamanca,salamanca,castilla_y_leon,castilla_y_leon,olmedo_de_camaces/salamanca,Salamanca,Olmedo de Camaces
4600,la_orbada,la_orbada,salamanca,salamanca,castilla_y_leon,castilla_y_leon,la_orbada/salamanca,Salamanca,La Orbada
4601,palaciosrubios,palaciosrubios,salamanca,salamanca,castilla_y_leon,castilla_y_leon,palaciosrubios/salamanca,Salamanca,Palaciosrubios
4602,paradinas_de_san_juan,paradinas_de_san_juan,salamanca,salamanca,castilla_y_leon,castilla_y_leon,paradinas_de_san_juan/salamanca,Salamanca,Paradinas de San Juan
4603,el_payo,el_payo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,el_payo/salamanca,Salamanca,El Payo
4604,pedrosillo_de_alba,pedrosillo_de_alba,salamanca,salamanca,castilla_y_leon,castilla_y_leon,pedrosillo_de_alba/salamanca,Salamanca,Pedrosillo de Alba
4605,pedrosillo_de_los_aires,pedrosillo_de_los_aires,salamanca,salamanca,castilla_y_leon,castilla_y_leon,pedrosillo_de_los_aires/salamanca,Salamanca,Pedrosillo de los Aires
4606,el_pedroso_de_la_armuna,el_pedroso_de_la_armuna,salamanca,salamanca,castilla_y_leon,castilla_y_leon,el_pedroso_de_la_armuna/salamanca,Salamanca,El Pedroso de la Armuña
4607,pelayos,pelayos,salamanca,salamanca,castilla_y_leon,castilla_y_leon,pelayos/salamanca,Salamanca,Pelayos
4608,penaparda,penaparda,salamanca,salamanca,castilla_y_leon,castilla_y_leon,penaparda/salamanca,Salamanca,Peñaparda
4609,penaranda_de_bracamonte,penaranda_de_bracamonte,salamanca,salamanca,castilla_y_leon,castilla_y_leon,penaranda_de_bracamonte/salamanca,Salamanca,Peñaranda de Bracamonte
4610,penarandilla,penarandilla,salamanca,salamanca,castilla_y_leon,castilla_y_leon,penarandilla/salamanca,Salamanca,Peñarandilla
4611,perena_de_la_ribera,perena_de_la_ribera,salamanca,salamanca,castilla_y_leon,castilla_y_leon,perena_de_la_ribera/salamanca,Salamanca,Pereña de la Ribera
4612,peromingo,peromingo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,peromingo/salamanca,Salamanca,Peromingo
4613,puebla_de_azaba,puebla_de_azaba,salamanca,salamanca,castilla_y_leon,castilla_y_leon,puebla_de_azaba/salamanca,Salamanca,Puebla de Azaba
4614,puebla_de_yeltes,puebla_de_yeltes,salamanca,salamanca,castilla_y_leon,castilla_y_leon,puebla_de_yeltes/salamanca,Salamanca,Puebla de Yeltes
4615,puente_del_congosto,puente_del_congosto,salamanca,salamanca,castilla_y_leon,castilla_y_leon,puente_del_congosto/salamanca,Salamanca,Puente del Congosto
4616,puertas,puertas,salamanca,salamanca,castilla_y_leon,castilla_y_leon,puertas/salamanca,Salamanca,Puertas
4617,la_redonda,la_redonda,salamanca,salamanca,castilla_y_leon,castilla_y_leon,la_redonda/salamanca,Salamanca,La Redonda
4618,retortillo,retortillo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,retortillo/salamanca,Salamanca,Retortillo
4619,robleda,robleda,salamanca,salamanca,castilla_y_leon,castilla_y_leon,robleda/salamanca,Salamanca,Robleda
4620,robliza_de_cojos,robliza_de_cojos,salamanca,salamanca,castilla_y_leon,castilla_y_leon,robliza_de_cojos/salamanca,Salamanca,Robliza de Cojos
4621,rollan,rollan,salamanca,salamanca,castilla_y_leon,castilla_y_leon,rollan/salamanca,Salamanca,Rollán
4622,la_sagrada,la_sagrada,salamanca,salamanca,castilla_y_leon,castilla_y_leon,la_sagrada/salamanca,Salamanca,La Sagrada
4623,saldeana,saldeana,salamanca,salamanca,castilla_y_leon,castilla_y_leon,saldeana/salamanca,Salamanca,Saldeana
4624,salmoral,salmoral,salamanca,salamanca,castilla_y_leon,castilla_y_leon,salmoral/salamanca,Salamanca,Salmoral
4625,sancti_spiritus,sancti_spiritus,salamanca,salamanca,castilla_y_leon,castilla_y_leon,sancti_spiritus/salamanca,Salamanca,Sancti-Spíritus
4626,sando,sando,salamanca,salamanca,castilla_y_leon,castilla_y_leon,sando/salamanca,Salamanca,Sando
4627,san_esteban_de_la_sierra,san_esteban_de_la_sierra,salamanca,salamanca,castilla_y_leon,castilla_y_leon,san_esteban_de_la_sierra/salamanca,Salamanca,San Esteban de la Sierra
4628,san_felices_de_los_gallegos,san_felices_de_los_gallegos,salamanca,salamanca,castilla_y_leon,castilla_y_leon,san_felices_de_los_gallegos/salamanca,Salamanca,San Felices de los Gallegos
4629,san_miguel_de_valero,san_miguel_de_valero,salamanca,salamanca,castilla_y_leon,castilla_y_leon,san_miguel_de_valero/salamanca,Salamanca,San Miguel de Valero
4630,santa_marta_de_tormes,santa_marta_de_tormes,salamanca,salamanca,castilla_y_leon,castilla_y_leon,santa_marta_de_tormes/salamanca,Salamanca,Santa Marta de Tormes
4631,santiago_de_la_puebla,santiago_de_la_puebla,salamanca,salamanca,castilla_y_leon,castilla_y_leon,santiago_de_la_puebla/salamanca,Salamanca,Santiago de la Puebla
4632,santibanez_de_bejar,santibanez_de_bejar,salamanca,salamanca,castilla_y_leon,castilla_y_leon,santibanez_de_bejar/salamanca,Salamanca,Santibáñez de Béjar
4633,santibanez_de_la_sierra,santibanez_de_la_sierra,salamanca,salamanca,castilla_y_leon,castilla_y_leon,santibanez_de_la_sierra/salamanca,Salamanca,Santibáñez de la Sierra
4634,sardon_de_los_frailes,sardon_de_los_frailes,salamanca,salamanca,castilla_y_leon,castilla_y_leon,sardon_de_los_frailes/salamanca,Salamanca,Sardón de los Frailes
4635,saucelle,saucelle,salamanca,salamanca,castilla_y_leon,castilla_y_leon,saucelle/salamanca,Salamanca,Saucelle
4636,sequeros,sequeros,salamanca,salamanca,castilla_y_leon,castilla_y_leon,sequeros/salamanca,Salamanca,Sequeros
4637,serradilla_del_arroyo,serradilla_del_arroyo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,serradilla_del_arroyo/salamanca,Salamanca,Serradilla del Arroyo
4638,serradilla_del_llano,serradilla_del_llano,salamanca,salamanca,castilla_y_leon,castilla_y_leon,serradilla_del_llano/salamanca,Salamanca,Serradilla del Llano
4639,sobradillo,sobradillo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,sobradillo/salamanca,Salamanca,Sobradillo
4640,sotoserrano,sotoserrano,salamanca,salamanca,castilla_y_leon,castilla_y_leon,sotoserrano/salamanca,Salamanca,Sotoserrano
4641,la_tala,la_tala,salamanca,salamanca,castilla_y_leon,castilla_y_leon,la_tala/salamanca,Salamanca,La Tala
4642,tamames,tamames,salamanca,salamanca,castilla_y_leon,castilla_y_leon,tamames/salamanca,Salamanca,Tamames
4643,tarazona_de_guarena,tarazona_de_guarena,salamanca,salamanca,castilla_y_leon,castilla_y_leon,tarazona_de_guarena/salamanca,Salamanca,Tarazona de Guareña
4644,terradillos,terradillos,salamanca,salamanca,castilla_y_leon,castilla_y_leon,terradillos/salamanca,Salamanca,Terradillos
4645,tordillos,tordillos,salamanca,salamanca,castilla_y_leon,castilla_y_leon,tordillos/salamanca,Salamanca,Tordillos
4646,valdecarros,valdecarros,salamanca,salamanca,castilla_y_leon,castilla_y_leon,valdecarros/salamanca,Salamanca,Valdecarros
4647,valdefuentes_de_sangusin,valdefuentes_de_sangusin,salamanca,salamanca,castilla_y_leon,castilla_y_leon,valdefuentes_de_sangusin/salamanca,Salamanca,Valdefuentes de Sangusín
4648,valdehijaderos,valdehijaderos,salamanca,salamanca,castilla_y_leon,castilla_y_leon,valdehijaderos/salamanca,Salamanca,Valdehijaderos
4649,valero,valero,salamanca,salamanca,castilla_y_leon,castilla_y_leon,valero/salamanca,Salamanca,Valero
4650,las_veguillas,las_veguillas,salamanca,salamanca,castilla_y_leon,castilla_y_leon,las_veguillas/salamanca,Salamanca,Las Veguillas
4651,villar_de_gallimazo,villar_de_gallimazo,salamanca,salamanca,castilla_y_leon,castilla_y_leon,villar_de_gallimazo/salamanca,Salamanca,Villar de Gallimazo
4652,villar_de_peralonso,villar_de_peralonso,salamanca,salamanca,castilla_y_leon,castilla_y_leon,villar_de_peralonso/salamanca,Salamanca,Villar de Peralonso
4653,villares_de_la_reina,villares_de_la_reina,salamanca,salamanca,castilla_y_leon,castilla_y_leon,villares_de_la_reina/salamanca,Salamanca,Villares de la Reina
4654,villares_de_yeltes,villares_de_yeltes,salamanca,salamanca,castilla_y_leon,castilla_y_leon,villares_de_yeltes/salamanca,Salamanca,Villares de Yeltes
4655,villarino_de_los_aires,villarino_de_los_aires,salamanca,salamanca,castilla_y_leon,castilla_y_leon,villarino_de_los_aires/salamanca,Salamanca,Villarino de los Aires
4656,villaseco_de_los_reyes,villaseco_de_los_reyes,salamanca,salamanca,castilla_y_leon,castilla_y_leon,villaseco_de_los_reyes/salamanca,Salamanca,Villaseco de los Reyes
4657,villasrubias,villasrubias,salamanca,salamanca,castilla_y_leon,castilla_y_leon,villasrubias/salamanca,Salamanca,Villasrubias
4658,villavieja_de_yeltes,villavieja_de_yeltes,salamanca,salamanca,castilla_y_leon,castilla_y_leon,villavieja_de_yeltes/salamanca,Salamanca,Villavieja de Yeltes
4659,villoria,villoria,salamanca,salamanca,castilla_y_leon,castilla_y_leon,villoria/salamanca,Salamanca,Villoria
4660,vitigudino,vitigudino,salamanca,salamanca,castilla_y_leon,castilla_y_leon,vitigudino/salamanca,Salamanca,Vitigudino
4661,zorita_de_la_frontera,zorita_de_la_frontera,salamanca,salamanca,castilla_y_leon,castilla_y_leon,zorita_de_la_frontera/salamanca,Salamanca,Zorita de la Frontera
4662,adeje,adeje,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,adeje/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Adeje
4663,agulo,agulo,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,agulo/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Agulo
4664,alajero,alajero,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,alajero/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Alajeró
4665,arafo,arafo,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,arafo/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Arafo
4666,arico,arico,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,arico/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Arico
4667,arona,arona,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,arona/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Arona
4668,barlovento,barlovento,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,barlovento/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Barlovento
4669,brena_alta,brena_alta,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,brena_alta/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Breña Alta
4670,brena_baja,brena_baja,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,brena_baja/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Breña Baja
4671,buenavista_del_norte,buenavista_del_norte,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,buenavista_del_norte/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Buenavista del Norte
4672,candelaria,candelaria,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,candelaria/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Candelaria
4673,fasnia,fasnia,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,fasnia/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Fasnia
4674,frontera,frontera,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,frontera/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Frontera
4675,fuencaliente_de_la_palma,fuencaliente_de_la_palma,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,fuencaliente_de_la_palma/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Fuencaliente de la Palma
4676,garachico,garachico,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,garachico/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Garachico
4677,garafia,garafia,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,garafia/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Garafía
4678,granadilla_de_abona,granadilla_de_abona,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,granadilla_de_abona/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Granadilla de Abona
4679,la_guancha,la_guancha,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,la_guancha/santa_cruz_de_tenerife,Santa Cruz de Tenerife,La Guancha
4680,guia_de_isora,guia_de_isora,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,guia_de_isora/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Guía de Isora
4681,guimar,guimar,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,guimar/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Güímar
4682,hermigua,hermigua,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,hermigua/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Hermigua
4683,icod_de_los_vinos,icod_de_los_vinos,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,icod_de_los_vinos/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Icod de los Vinos
4684,san_cristobal_de_la_laguna,san_cristobal_de_la_laguna,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,san_cristobal_de_la_laguna/santa_cruz_de_tenerife,Santa Cruz de Tenerife,San Cristóbal de La Laguna
4685,los_llanos_de_aridane,los_llanos_de_aridane,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,los_llanos_de_aridane/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Los Llanos de Aridane
4686,la_matanza_de_acentejo,la_matanza_de_acentejo,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,la_matanza_de_acentejo/santa_cruz_de_tenerife,Santa Cruz de Tenerife,La Matanza de Acentejo
4687,la_orotava,la_orotava,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,la_orotava/santa_cruz_de_tenerife,Santa Cruz de Tenerife,La Orotava
4688,el_paso,el_paso,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,el_paso/santa_cruz_de_tenerife,Santa Cruz de Tenerife,El Paso
4689,puerto_de_la_cruz,puerto_de_la_cruz,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,puerto_de_la_cruz/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Puerto de la Cruz
4690,puntagorda,puntagorda,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,puntagorda/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Puntagorda
4691,puntallana,puntallana,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,puntallana/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Puntallana
4692,los_realejos,los_realejos,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,los_realejos/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Los Realejos
4693,el_rosario,el_rosario,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,el_rosario/santa_cruz_de_tenerife,Santa Cruz de Tenerife,El Rosario
4694,san_andres_y_sauces,san_andres_y_sauces,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,san_andres_y_sauces/santa_cruz_de_tenerife,Santa Cruz de Tenerife,San Andrés y Sauces
4695,san_juan_de_la_rambla,san_juan_de_la_rambla,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,san_juan_de_la_rambla/santa_cruz_de_tenerife,Santa Cruz de Tenerife,San Juan de la Rambla
4696,san_miguel_de_abona,san_miguel_de_abona,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,san_miguel_de_abona/santa_cruz_de_tenerife,Santa Cruz de Tenerife,San Miguel de Abona
4697,san_sebastian_de_la_gomera,san_sebastian_de_la_gomera,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,san_sebastian_de_la_gomera/santa_cruz_de_tenerife,Santa Cruz de Tenerife,San Sebastián de la Gomera
4698,santa_cruz_de_la_palma,santa_cruz_de_la_palma,santa_cruz_de_tenerife,santa_cruz_de_tenerife,canarias,canarias,santa_cruz_de_la_palma/santa_cruz_de_tenerife,Santa Cruz de Tenerife,Santa Cruz de la Palma
