,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original,muni_agrup,total_comercios,b_e_industria,f_construccion,comercio_transporte_y_hosteleria,j_informacion_y_comunicaciones,k_actividades_financieras_y_de_seguros,l_actividades_inmobiliarias,actividades_profesionales_y_tecnicas,educacion_sanidad_y_servicios_sociales,otros_servicios_personales,total_servicios,prov_pib
885,sant_llorenc_d'hortons,sant_llorenc_d'hortons,barcelona,barcelona,cataluna,cataluna,sant_llorenc_d'hortons/barcelona,Barcelona,Sant Llorenç d'Hortons,sant_llorenc_d'hortons/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
886,sant_llorenc_savall,sant_llorenc_savall,barcelona,barcelona,cataluna,cataluna,sant_llorenc_savall/barcelona,Barcelona,Sant Llorenç Savall,sant_llorenc_savall/cataluna,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
887,sant_marti_de_centelles,sant_marti_de_centelles,barcelona,barcelona,cataluna,cataluna,sant_marti_de_centelles/barcelona,Barcelona,Sant Martí de Centelles,sant_marti_de_centelles/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
888,sant_marti_d'albars,sant_marti_d'albars,barcelona,barcelona,cataluna,cataluna,sant_marti_d'albars/barcelona,Barcelona,Sant Martí d'Albars,sant_marti_d'albars/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
889,sant_marti_de_tous,sant_marti_de_tous,barcelona,barcelona,cataluna,cataluna,sant_marti_de_tous/barcelona,Barcelona,Sant Martí de Tous,sant_marti_de_tous/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
890,sant_mateu_de_bages,sant_mateu_de_bages,barcelona,barcelona,cataluna,cataluna,sant_mateu_de_bages/barcelona,Barcelona,Sant Mateu de Bages,sant_mateu_de_bages/cataluna,1646.0,132.0,299.0,663.0,19.0,23.0,78.0,179.0,115.0,138.0,552.0,163829876
891,premia_de_dalt,premia_de_dalt,barcelona,barcelona,cataluna,cataluna,premia_de_dalt/barcelona,Barcelona,Premià de Dalt,premia_de_dalt/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
892,sant_pere_de_ribes,sant_pere_de_ribes,barcelona,barcelona,cataluna,cataluna,sant_pere_de_ribes/barcelona,Barcelona,Sant Pere de Ribes,sant_pere_de_ribes/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
893,sant_pere_de_riudebitlles,sant_pere_de_riudebitlles,barcelona,barcelona,cataluna,cataluna,sant_pere_de_riudebitlles/barcelona,Barcelona,Sant Pere de Riudebitlles,sant_pere_de_riudebitlles/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
894,sant_pere_de_torello,sant_pere_de_torello,barcelona,barcelona,cataluna,cataluna,sant_pere_de_torello/barcelona,Barcelona,Sant Pere de Torelló,sant_pere_de_torello/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
895,sant_pol_de_mar,sant_pol_de_mar,barcelona,barcelona,cataluna,cataluna,sant_pol_de_mar/barcelona,Barcelona,Sant Pol de Mar,sant_pol_de_mar/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
896,sant_quinti_de_mediona,sant_quinti_de_mediona,barcelona,barcelona,cataluna,cataluna,sant_quinti_de_mediona/barcelona,Barcelona,Sant Quintí de Mediona,sant_quinti_de_mediona/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
897,sant_quirze_de_besora,sant_quirze_de_besora,barcelona,barcelona,cataluna,cataluna,sant_quirze_de_besora/barcelona,Barcelona,Sant Quirze de Besora,sant_quirze_de_besora/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
898,sant_quirze_del_valles,sant_quirze_del_valles,barcelona,barcelona,cataluna,cataluna,sant_quirze_del_valles/barcelona,Barcelona,Sant Quirze del Vallès,sant_quirze_del_valles/cataluna,2646.0,229.0,331.0,1209.0,33.0,35.0,156.0,283.0,121.0,249.0,877.0,163829876
899,sant_quirze_safaja,sant_quirze_safaja,barcelona,barcelona,cataluna,cataluna,sant_quirze_safaja/barcelona,Barcelona,Sant Quirze Safaja,sant_quirze_safaja/cataluna,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
900,marganell,marganell,barcelona,barcelona,cataluna,cataluna,marganell/barcelona,Barcelona,Marganell,marganell/cataluna,3930.0,311.0,434.0,1227.0,107.0,93.0,227.0,781.0,397.0,353.0,1958.0,163829876
901,santa_coloma_de_cervello,santa_coloma_de_cervello,barcelona,barcelona,cataluna,cataluna,santa_coloma_de_cervello/barcelona,Barcelona,Santa Coloma de Cervelló,santa_coloma_de_cervello/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
902,santa_coloma_de_gramanet,santa_coloma_de_gramanet,barcelona,barcelona,cataluna,cataluna,santa_coloma_de_gramanet/barcelona,Barcelona,Santa Coloma de Gramenet,santa_coloma_de_gramanet/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
903,santa_eugenia_de_berga,santa_eugenia_de_berga,barcelona,barcelona,cataluna,cataluna,santa_eugenia_de_berga/barcelona,Barcelona,Santa Eugènia de Berga,santa_eugenia_de_berga/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
904,santa_eulalia_de_roncana,santa_eulalia_de_roncana,barcelona,barcelona,cataluna,cataluna,santa_eulalia_de_roncana/barcelona,Barcelona,Santa Eulàlia de Ronçana,santa_eulalia_de_roncana/cataluna,14576.0,966.0,2098.0,5054.0,339.0,314.0,834.0,2512.0,1249.0,1210.0,6458.0,163829876
905,santa_margarida_de_montbui,santa_margarida_de_montbui,barcelona,barcelona,cataluna,cataluna,santa_margarida_de_montbui/barcelona,Barcelona,Santa Margarida de Montbui,santa_margarida_de_montbui/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
906,santa_margarida_i_els_monjos,santa_margarida_i_els_monjos,barcelona,barcelona,cataluna,cataluna,santa_margarida_i_els_monjos/barcelona,Barcelona,Santa Margarida i els Monjos,santa_margarida_i_els_monjos/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
907,barbera_del_valles,barbera_del_valles,barcelona,barcelona,cataluna,cataluna,barbera_del_valles/barcelona,Barcelona,Barberà del Vallès,barbera_del_valles/cataluna,488.0,27.0,108.0,138.0,5.0,16.0,25.0,86.0,35.0,48.0,215.0,163829876
908,santa_maria_de_besora,santa_maria_de_besora,barcelona,barcelona,cataluna,cataluna,santa_maria_de_besora/barcelona,Barcelona,Santa Maria de Besora,santa_maria_de_besora/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
909,l'esquirol,l'esquirol,barcelona,barcelona,cataluna,cataluna,l'esquirol/barcelona,Barcelona,Barcelona,l'esquirol/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
910,santa_maria_de_merles,santa_maria_de_merles,barcelona,barcelona,cataluna,cataluna,santa_maria_de_merles/barcelona,Barcelona,Santa Maria de Merlès,santa_maria_de_merles/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
911,santa_maria_de_martorelles,santa_maria_de_martorelles,barcelona,barcelona,cataluna,cataluna,santa_maria_de_martorelles/barcelona,Barcelona,Santa Maria de Martorelles,santa_maria_de_martorelles/cataluna,874.0,84.0,133.0,290.0,15.0,19.0,56.0,133.0,70.0,74.0,367.0,163829876
912,santa_maria_d'olo,santa_maria_d'olo,barcelona,barcelona,cataluna,cataluna,santa_maria_d'olo/barcelona,Barcelona,Santa Maria d'Oló,santa_maria_d'olo/cataluna,269.0,35.0,44.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,163829876
913,santa_perpetua_de_mogoda,santa_perpetua_de_mogoda,barcelona,barcelona,cataluna,cataluna,santa_perpetua_de_mogoda/barcelona,Barcelona,Santa Perpètua de Mogoda,santa_perpetua_de_mogoda/cataluna,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
914,santa_susanna,santa_susanna,barcelona,barcelona,cataluna,cataluna,santa_susanna/barcelona,Barcelona,Santa Susanna,santa_susanna/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
915,sant_vicenc_de_castellet,sant_vicenc_de_castellet,barcelona,barcelona,cataluna,cataluna,sant_vicenc_de_castellet/barcelona,Barcelona,Sant Vicenç de Castellet,sant_vicenc_de_castellet/cataluna,1126.0,79.0,191.0,440.0,21.0,12.0,61.0,143.0,76.0,103.0,416.0,163829876
916,sant_vicenc_dels_horts,sant_vicenc_dels_horts,barcelona,barcelona,cataluna,cataluna,sant_vicenc_dels_horts/barcelona,Barcelona,Sant Vicenç dels Horts,sant_vicenc_dels_horts/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
917,sant_vicenc_de_montalt,sant_vicenc_de_montalt,barcelona,barcelona,cataluna,cataluna,sant_vicenc_de_montalt/barcelona,Barcelona,Sant Vicenç de Montalt,sant_vicenc_de_montalt/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
918,sant_vicenc_de_torello,sant_vicenc_de_torello,barcelona,barcelona,cataluna,cataluna,sant_vicenc_de_torello/barcelona,Barcelona,Sant Vicenç de Torelló,sant_vicenc_de_torello/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
919,cerdanyola_del_valles,cerdanyola_del_valles,barcelona,barcelona,cataluna,cataluna,cerdanyola_del_valles/barcelona,Barcelona,Cerdanyola del Vallès,cerdanyola_del_valles/cataluna,261.0,19.0,46.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,163829876
920,sentmenat,sentmenat,barcelona,barcelona,cataluna,cataluna,sentmenat/barcelona,Barcelona,Sentmenat,sentmenat/cataluna,950.0,99.0,135.0,320.0,17.0,18.0,74.0,142.0,71.0,74.0,396.0,163829876
921,seva,seva,barcelona,barcelona,cataluna,cataluna,seva/barcelona,Barcelona,Seva,seva/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
922,sitges,sitges,barcelona,barcelona,cataluna,cataluna,sitges/barcelona,Barcelona,Sitges,sitges/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
923,sora,sora,barcelona,barcelona,cataluna,cataluna,sora/barcelona,Barcelona,Sora,sora/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
924,suria,suria,barcelona,barcelona,cataluna,cataluna,suria/barcelona,Barcelona,Súria,suria/cataluna,1985.0,255.0,244.0,924.0,19.0,25.0,84.0,225.0,88.0,121.0,562.0,163829876
925,tagamanent,tagamanent,barcelona,barcelona,cataluna,cataluna,tagamanent/barcelona,Barcelona,Tagamanent,tagamanent/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
926,taradell,taradell,barcelona,barcelona,cataluna,cataluna,taradell/barcelona,Barcelona,Taradell,taradell/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
927,terrassa,terrassa,barcelona,barcelona,cataluna,cataluna,terrassa/barcelona,Barcelona,Terrassa,terrassa/cataluna,2889.0,182.0,304.0,808.0,81.0,53.0,172.0,591.0,235.0,149.0,1581.0,163829876
928,teia,teia,barcelona,barcelona,cataluna,cataluna,teia/barcelona,Barcelona,Teià,teia/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
929,tiana,tiana,barcelona,barcelona,cataluna,cataluna,tiana/barcelona,Barcelona,Tiana,tiana/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
930,tona,tona,barcelona,barcelona,cataluna,cataluna,tona/barcelona,Barcelona,Tona,tona/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
931,tordera,tordera,barcelona,barcelona,cataluna,cataluna,tordera/barcelona,Barcelona,Tordera,tordera/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
932,torello,torello,barcelona,barcelona,cataluna,cataluna,torello/barcelona,Barcelona,Torelló,torello/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
933,la_torre_de_claramunt,la_torre_de_claramunt,barcelona,barcelona,cataluna,cataluna,la_torre_de_claramunt/barcelona,Barcelona,La Torre de Claramunt,la_torre_de_claramunt/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
934,torrelavit,torrelavit,barcelona,barcelona,cataluna,cataluna,torrelavit/barcelona,Barcelona,Torrelavit,torrelavit/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
935,torrelles_de_foix,torrelles_de_foix,barcelona,barcelona,cataluna,cataluna,torrelles_de_foix/barcelona,Barcelona,Torrelles de Foix,torrelles_de_foix/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
936,torrelles_de_llobregat,torrelles_de_llobregat,barcelona,barcelona,cataluna,cataluna,torrelles_de_llobregat/barcelona,Barcelona,Torrelles de Llobregat,torrelles_de_llobregat/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
937,ullastrell,ullastrell,barcelona,barcelona,cataluna,cataluna,ullastrell/barcelona,Barcelona,Ullastrell,ullastrell/cataluna,2314.0,91.0,397.0,688.0,42.0,48.0,136.0,469.0,247.0,196.0,1138.0,163829876
938,vacarisses,vacarisses,barcelona,barcelona,cataluna,cataluna,vacarisses/barcelona,Barcelona,Vacarisses,vacarisses/cataluna,198.0,39.0,40.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,163829876
939,vallbona_d'anoia,vallbona_d'anoia,barcelona,barcelona,cataluna,cataluna,vallbona_d'anoia/barcelona,Barcelona,Vallbona d'Anoia,vallbona_d'anoia/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
940,vallgorguina,vallgorguina,barcelona,barcelona,cataluna,cataluna,vallgorguina/barcelona,Barcelona,Vallgorguina,vallgorguina/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
941,vallirana,vallirana,barcelona,barcelona,cataluna,cataluna,vallirana/barcelona,Barcelona,Vallirana,vallirana/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
942,vallromanes,vallromanes,barcelona,barcelona,cataluna,cataluna,vallromanes/barcelona,Barcelona,Vallromanes,vallromanes/cataluna,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
943,vic,vic,barcelona,barcelona,cataluna,cataluna,vic/barcelona,Barcelona,Vic,vic/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
944,vilada,vilada,barcelona,barcelona,cataluna,cataluna,vilada/barcelona,Barcelona,Vilada,vilada/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
945,viladecavalls,viladecavalls,barcelona,barcelona,cataluna,cataluna,viladecavalls/barcelona,Barcelona,Viladecavalls,viladecavalls/cataluna,155.0,24.0,18.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,163829876
946,viladecans,viladecans,barcelona,barcelona,cataluna,cataluna,viladecans/barcelona,Barcelona,Viladecans,viladecans/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
947,vilanova_del_cami,vilanova_del_cami,barcelona,barcelona,cataluna,cataluna,vilanova_del_cami/barcelona,Barcelona,Vilanova del Camí,vilanova_del_cami/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
948,vilobi_del_penedes,vilobi_del_penedes,barcelona,barcelona,cataluna,cataluna,vilobi_del_penedes/barcelona,Barcelona,Vilobí del Penedès,vilobi_del_penedes/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
949,vilafranca_del_penedes,vilafranca_del_penedes,barcelona,barcelona,cataluna,cataluna,vilafranca_del_penedes/barcelona,Barcelona,Vilafranca del Penedès,vilafranca_del_penedes/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
950,vilalba_sasserra,vilalba_sasserra,barcelona,barcelona,cataluna,cataluna,vilalba_sasserra/barcelona,Barcelona,Vilalba Sasserra,vilalba_sasserra/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
951,vilanova_i_la_geltru,vilanova_i_la_geltru,barcelona,barcelona,cataluna,cataluna,vilanova_i_la_geltru/barcelona,Barcelona,Vilanova i la Geltrú,vilanova_i_la_geltru/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
952,viver_i_serrateix,viver_i_serrateix,barcelona,barcelona,cataluna,cataluna,viver_i_serrateix/barcelona,Barcelona,Viver i Serrateix,viver_i_serrateix/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
953,vilanova_del_valles,vilanova_del_valles,barcelona,barcelona,cataluna,cataluna,vilanova_del_valles/barcelona,Barcelona,Vilanova del Vallès,vilanova_del_valles/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
954,badia_del_valles,badia_del_valles,barcelona,barcelona,cataluna,cataluna,badia_del_valles/barcelona,Barcelona,Badia del Vallès,badia_del_valles/cataluna,1005.0,110.0,126.0,289.0,21.0,23.0,75.0,199.0,82.0,80.0,480.0,163829876
955,la_palma_de_cervello,la_palma_de_cervello,barcelona,barcelona,cataluna,cataluna,la_palma_de_cervello/barcelona,Barcelona,La Palma de Cervelló,la_palma_de_cervello/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163829876
956,bellprat,bellprat,tarragona,tarragona,cataluna,cataluna,bellprat/tarragona,Tarragona,Tarragona,bellprat/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
957,aiguamurcia,aiguamurcia,tarragona,tarragona,cataluna,cataluna,aiguamurcia/tarragona,Tarragona,Aiguamúrcia,aiguamurcia/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
958,albinyana,albinyana,tarragona,tarragona,cataluna,cataluna,albinyana/tarragona,Tarragona,Albinyana,albinyana/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
959,l'albiol,l'albiol,tarragona,tarragona,cataluna,cataluna,l'albiol/tarragona,Tarragona,Tarragona,l'albiol/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
960,alcanar,alcanar,tarragona,tarragona,cataluna,cataluna,alcanar/tarragona,Tarragona,Alcanar,alcanar/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
961,alcover,alcover,tarragona,tarragona,cataluna,cataluna,alcover/tarragona,Tarragona,Alcover,alcover/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
962,aldover,aldover,tarragona,tarragona,cataluna,cataluna,aldover/tarragona,Tarragona,Aldover,aldover/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
963,l'aleixar,l'aleixar,tarragona,tarragona,cataluna,cataluna,l'aleixar/tarragona,Tarragona,L'Aleixar,l'aleixar/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
964,alfara_de_carles,alfara_de_carles,tarragona,tarragona,cataluna,cataluna,alfara_de_carles/tarragona,Tarragona,Alfara de Carles,alfara_de_carles/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
965,alforja,alforja,tarragona,tarragona,cataluna,cataluna,alforja/tarragona,Tarragona,Alforja,alforja/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
966,alio,alio,tarragona,tarragona,cataluna,cataluna,alio/tarragona,Tarragona,Alió,alio/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
967,almoster,almoster,tarragona,tarragona,cataluna,cataluna,almoster/tarragona,Tarragona,Almoster,almoster/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
968,altafulla,altafulla,tarragona,tarragona,cataluna,cataluna,altafulla/tarragona,Tarragona,Altafulla,altafulla/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
969,l'ametlla_de_mar,l'ametlla_de_mar,tarragona,tarragona,cataluna,cataluna,l'ametlla_de_mar/tarragona,Tarragona,L'Ametlla de Mar,l'ametlla_de_mar/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
970,amposta,amposta,tarragona,tarragona,cataluna,cataluna,amposta/tarragona,Tarragona,Amposta,amposta/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
971,l'arboc,l'arboc,tarragona,tarragona,cataluna,cataluna,l'arboc/tarragona,Tarragona,Tarragona,l'arboc/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
972,l'argentera,l'argentera,tarragona,tarragona,cataluna,cataluna,l'argentera/tarragona,Tarragona,L'Argentera,l'argentera/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
973,arnes,arnes,tarragona,tarragona,cataluna,cataluna,arnes/tarragona,Tarragona,Arnes,arnes/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
974,asco,asco,tarragona,tarragona,cataluna,cataluna,asco/tarragona,Tarragona,Ascó,asco/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
975,banyeres_del_penedes,banyeres_del_penedes,tarragona,tarragona,cataluna,cataluna,banyeres_del_penedes/tarragona,Tarragona,Banyeres del Penedès,banyeres_del_penedes/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
976,barbera_de_la_conca,barbera_de_la_conca,tarragona,tarragona,cataluna,cataluna,barbera_de_la_conca/tarragona,Tarragona,Barberà de la Conca,barbera_de_la_conca/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
977,batea,batea,tarragona,tarragona,cataluna,cataluna,batea/tarragona,Tarragona,Batea,batea/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
978,bellmunt_del_priorat,bellmunt_del_priorat,tarragona,tarragona,cataluna,cataluna,bellmunt_del_priorat/tarragona,Tarragona,Bellmunt del Priorat,bellmunt_del_priorat/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
979,bellvei,bellvei,tarragona,tarragona,cataluna,cataluna,bellvei/tarragona,Tarragona,Bellvei,bellvei/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
980,benifallet,benifallet,tarragona,tarragona,cataluna,cataluna,benifallet/tarragona,Tarragona,Benifallet,benifallet/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
981,benissanet,benissanet,tarragona,tarragona,cataluna,cataluna,benissanet/tarragona,Tarragona,Benissanet,benissanet/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
982,la_bisbal_de_falset,la_bisbal_de_falset,tarragona,tarragona,cataluna,cataluna,la_bisbal_de_falset/tarragona,Tarragona,La Bisbal de Falset,la_bisbal_de_falset/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
983,la_bisbal_del_penedes,la_bisbal_del_penedes,tarragona,tarragona,cataluna,cataluna,la_bisbal_del_penedes/tarragona,Tarragona,La Bisbal del Penedès,la_bisbal_del_penedes/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
984,blancafort,blancafort,tarragona,tarragona,cataluna,cataluna,blancafort/tarragona,Tarragona,Blancafort,blancafort/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
985,bonastre,bonastre,tarragona,tarragona,cataluna,cataluna,bonastre/tarragona,Tarragona,Bonastre,bonastre/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
986,les_borges_del_camp,les_borges_del_camp,tarragona,tarragona,cataluna,cataluna,les_borges_del_camp/tarragona,Tarragona,Les Borges del Camp,les_borges_del_camp/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
987,bot,bot,tarragona,tarragona,cataluna,cataluna,bot/tarragona,Tarragona,Bot,bot/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
988,botarell,botarell,tarragona,tarragona,cataluna,cataluna,botarell/tarragona,Tarragona,Botarell,botarell/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
989,brafim,brafim,tarragona,tarragona,cataluna,cataluna,brafim/tarragona,Tarragona,Bràfim,brafim/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
990,cabaces,cabaces,tarragona,tarragona,cataluna,cataluna,cabaces/tarragona,Tarragona,Cabacés,cabaces/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
991,cabra_del_camp,cabra_del_camp,tarragona,tarragona,cataluna,cataluna,cabra_del_camp/tarragona,Tarragona,Cabra del Camp,cabra_del_camp/cataluna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23742476
