,cities_es,cities,province_es,province,ccaa_es,ccaa,cities_es/province,provincia_original,municipio_original,muni_agrup,total_comercios,b_e_industria,f_construccion,comercio_transporte_y_hosteleria,j_informacion_y_comunicaciones,k_actividades_financieras_y_de_seguros,l_actividades_inmobiliarias,actividades_profesionales_y_tecnicas,educacion_sanidad_y_servicios_sociales,otros_servicios_personales,total_servicios,prov_pib
4264,san_cibrao_das_vinas,san_cibrao_das_vinas,ourense,ourense,galicia,galicia,san_cibrao_das_vinas/ourense,Ourense,San Cibrao das Viñas,san_cibrao_das_vinas/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4265,san_cristovo_de_cea,san_cristovo_de_cea,ourense,ourense,galicia,galicia,san_cristovo_de_cea/ourense,Ourense,San Cristovo de Cea,san_cristovo_de_cea/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4266,sandias,sandias,ourense,ourense,galicia,galicia,sandias/ourense,Ourense,Sandiás,sandias/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4267,sarreaus,sarreaus,ourense,ourense,galicia,galicia,sarreaus/ourense,Ourense,Sarreaus,sarreaus/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4268,taboadela,taboadela,ourense,ourense,galicia,galicia,taboadela/ourense,Ourense,Taboadela,taboadela/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4269,a_teixeira,a_teixeira,ourense,ourense,galicia,galicia,a_teixeira/ourense,Ourense,A Teixeira,a_teixeira/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4270,trasmiras,trasmiras,ourense,ourense,galicia,galicia,trasmiras/ourense,Ourense,Trasmiras,trasmiras/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4271,a_veiga,a_veiga,ourense,ourense,galicia,galicia,a_veiga/ourense,Ourense,A Veiga,a_veiga/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4272,verea,verea,ourense,ourense,galicia,galicia,verea/ourense,Ourense,Verea,verea/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4273,verin,verin,ourense,ourense,galicia,galicia,verin/ourense,Ourense,Verín,verin/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4274,viana_do_bolo,viana_do_bolo,ourense,ourense,galicia,galicia,viana_do_bolo/ourense,Ourense,Viana do Bolo,viana_do_bolo/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4275,vilamarin,vilamarin,ourense,ourense,galicia,galicia,vilamarin/ourense,Ourense,Vilamarín,vilamarin/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4276,vilamartin_de_valdeorras,vilamartin_de_valdeorras,ourense,ourense,galicia,galicia,vilamartin_de_valdeorras/ourense,Ourense,Vilamartín de Valdeorras,vilamartin_de_valdeorras/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4277,vilar_de_santos,vilar_de_santos,ourense,ourense,galicia,galicia,vilar_de_santos/ourense,Ourense,Vilar de Santos,vilar_de_santos/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4278,vilardevos,vilardevos,ourense,ourense,galicia,galicia,vilardevos/ourense,Ourense,Vilardevós,vilardevos/galicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6441121
4279,allande,allande,asturias,asturias,principado_de_asturias,principado_de_asturias,allande/asturias,Asturias,Allande,allande/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4280,aller,aller,asturias,asturias,principado_de_asturias,principado_de_asturias,aller/asturias,Asturias,Aller,aller/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4281,amieva,amieva,asturias,asturias,principado_de_asturias,principado_de_asturias,amieva/asturias,Asturias,Amieva,amieva/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4282,aviles,aviles,asturias,asturias,principado_de_asturias,principado_de_asturias,aviles/asturias,Asturias,Avilés,aviles/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4283,belmonte_de_miranda,belmonte_de_miranda,asturias,asturias,principado_de_asturias,principado_de_asturias,belmonte_de_miranda/asturias,Asturias,Belmonte de Miranda,belmonte_de_miranda/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4284,bimenes,bimenes,asturias,asturias,principado_de_asturias,principado_de_asturias,bimenes/asturias,Asturias,Bimenes,bimenes/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4285,boal,boal,asturias,asturias,principado_de_asturias,principado_de_asturias,boal/asturias,Asturias,Boal,boal/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4286,cabrales,cabrales,asturias,asturias,principado_de_asturias,principado_de_asturias,cabrales/asturias,Asturias,Cabrales,cabrales/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4287,cabranes,cabranes,asturias,asturias,principado_de_asturias,principado_de_asturias,cabranes/asturias,Asturias,Cabranes,cabranes/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4288,candamo,candamo,asturias,asturias,principado_de_asturias,principado_de_asturias,candamo/asturias,Asturias,Candamo,candamo/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4289,cangas_del_narcea,cangas_del_narcea,asturias,asturias,principado_de_asturias,principado_de_asturias,cangas_del_narcea/asturias,Asturias,Cangas del Narcea,cangas_del_narcea/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4290,cangas_de_onis,cangas_de_onis,asturias,asturias,principado_de_asturias,principado_de_asturias,cangas_de_onis/asturias,Asturias,Cangas de Onís,cangas_de_onis/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4291,caravia,caravia,asturias,asturias,principado_de_asturias,principado_de_asturias,caravia/asturias,Asturias,Caravia,caravia/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4292,carreno,carreno,asturias,asturias,principado_de_asturias,principado_de_asturias,carreno/asturias,Asturias,Carreño,carreno/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4293,caso,caso,asturias,asturias,principado_de_asturias,principado_de_asturias,caso/asturias,Asturias,Caso,caso/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4294,castrillon,castrillon,asturias,asturias,principado_de_asturias,principado_de_asturias,castrillon/asturias,Asturias,Castrillón,castrillon/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4295,salinas,salinas,asturias,asturias,principado_de_asturias,principado_de_asturias,salinas/asturias,Asturias,Salas,salinas/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4296,castropol,castropol,asturias,asturias,principado_de_asturias,principado_de_asturias,castropol/asturias,Asturias,Castropol,castropol/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4297,coana,coana,asturias,asturias,principado_de_asturias,principado_de_asturias,coana/asturias,Asturias,Coaña,coana/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4298,colunga,colunga,asturias,asturias,principado_de_asturias,principado_de_asturias,colunga/asturias,Asturias,Colunga,colunga/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4299,corvera_de_asturias,corvera_de_asturias,asturias,asturias,principado_de_asturias,principado_de_asturias,corvera_de_asturias/asturias,Asturias,Corvera de Asturias,corvera_de_asturias/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4300,cudillero,cudillero,asturias,asturias,principado_de_asturias,principado_de_asturias,cudillero/asturias,Asturias,Cudillero,cudillero/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4301,degana,degana,asturias,asturias,principado_de_asturias,principado_de_asturias,degana/asturias,Asturias,Degaña,degana/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4302,el_franco,el_franco,asturias,asturias,principado_de_asturias,principado_de_asturias,el_franco/asturias,Asturias,El Franco,el_franco/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4303,gijon,gijon,asturias,asturias,principado_de_asturias,principado_de_asturias,gijon/asturias,Asturias,Gijón,gijon/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4304,gozon,gozon,asturias,asturias,principado_de_asturias,principado_de_asturias,gozon/asturias,Asturias,Gozón,gozon/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4305,grado,grado,asturias,asturias,principado_de_asturias,principado_de_asturias,grado/asturias,Asturias,Grado,grado/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4306,grandas_de_salime,grandas_de_salime,asturias,asturias,principado_de_asturias,principado_de_asturias,grandas_de_salime/asturias,Asturias,Grandas de Salime,grandas_de_salime/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4307,ibias,ibias,asturias,asturias,principado_de_asturias,principado_de_asturias,ibias/asturias,Asturias,Ibias,ibias/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4308,illano,illano,asturias,asturias,principado_de_asturias,principado_de_asturias,illano/asturias,Asturias,Illano,illano/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4309,illas,illas,asturias,asturias,principado_de_asturias,principado_de_asturias,illas/asturias,Asturias,Illas,illas/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4310,langreo,langreo,asturias,asturias,principado_de_asturias,principado_de_asturias,langreo/asturias,Asturias,Langreo,langreo/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4311,laviana,laviana,asturias,asturias,principado_de_asturias,principado_de_asturias,laviana/asturias,Asturias,Laviana,laviana/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4312,lena,lena,asturias,asturias,principado_de_asturias,principado_de_asturias,lena/asturias,Asturias,Lena,lena/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4313,valdes,valdes,asturias,asturias,principado_de_asturias,principado_de_asturias,valdes/asturias,Asturias,Valdés,valdes/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4314,llanera,llanera,asturias,asturias,principado_de_asturias,principado_de_asturias,llanera/asturias,Asturias,Llanera,llanera/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4315,llanes,llanes,asturias,asturias,principado_de_asturias,principado_de_asturias,llanes/asturias,Asturias,Llanes,llanes/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4316,mieres,mieres,asturias,asturias,principado_de_asturias,principado_de_asturias,mieres/asturias,Asturias,Mieres,mieres/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4317,morcin,morcin,asturias,asturias,principado_de_asturias,principado_de_asturias,morcin/asturias,Asturias,Morcín,morcin/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4318,muros_de_nalon,muros_de_nalon,asturias,asturias,principado_de_asturias,principado_de_asturias,muros_de_nalon/asturias,Asturias,Muros de Nalón,muros_de_nalon/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4319,nava,nava,asturias,asturias,principado_de_asturias,principado_de_asturias,nava/asturias,Asturias,Nava,nava/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4320,navia,navia,asturias,asturias,principado_de_asturias,principado_de_asturias,navia/asturias,Asturias,Navia,navia/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4321,norena,norena,asturias,asturias,principado_de_asturias,principado_de_asturias,norena/asturias,Asturias,Noreña,norena/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4322,oviedo,oviedo,asturias,asturias,principado_de_asturias,principado_de_asturias,oviedo/asturias,Asturias,Oviedo,oviedo/principado_de_asturias,6986.0,393.0,886.0,3017.0,70.0,115.0,298.0,841.0,458.0,631.0,2617.0,22639845
4323,parres,parres,asturias,asturias,principado_de_asturias,principado_de_asturias,parres/asturias,Asturias,Parres,parres/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4324,penamellera_alta,penamellera_alta,asturias,asturias,principado_de_asturias,principado_de_asturias,penamellera_alta/asturias,Asturias,Peñamellera Alta,penamellera_alta/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4325,penamellera_baja,penamellera_baja,asturias,asturias,principado_de_asturias,principado_de_asturias,penamellera_baja/asturias,Asturias,Peñamellera Baja,penamellera_baja/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4326,pesoz,pesoz,asturias,asturias,principado_de_asturias,principado_de_asturias,pesoz/asturias,Asturias,Pesoz,pesoz/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4327,pilona,pilona,asturias,asturias,principado_de_asturias,principado_de_asturias,pilona/asturias,Asturias,Piloña,pilona/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4328,pravia,pravia,asturias,asturias,principado_de_asturias,principado_de_asturias,pravia/asturias,Asturias,Pravia,pravia/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4329,proaza,proaza,asturias,asturias,principado_de_asturias,principado_de_asturias,proaza/asturias,Asturias,Proaza,proaza/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4330,quiros,quiros,asturias,asturias,principado_de_asturias,principado_de_asturias,quiros/asturias,Asturias,Quirós,quiros/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4331,las_regueras,las_regueras,asturias,asturias,principado_de_asturias,principado_de_asturias,las_regueras/asturias,Asturias,Las Regueras,las_regueras/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4332,ribadedeva,ribadedeva,asturias,asturias,principado_de_asturias,principado_de_asturias,ribadedeva/asturias,Asturias,Ribadedeva,ribadedeva/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4333,ribadesella,ribadesella,asturias,asturias,principado_de_asturias,principado_de_asturias,ribadesella/asturias,Asturias,Ribadesella,ribadesella/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4334,ribera_de_arriba,ribera_de_arriba,asturias,asturias,principado_de_asturias,principado_de_asturias,ribera_de_arriba/asturias,Asturias,Ribera de Arriba,ribera_de_arriba/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4335,riosa,riosa,asturias,asturias,principado_de_asturias,principado_de_asturias,riosa/asturias,Asturias,Riosa,riosa/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4336,salas,salas,asturias,asturias,principado_de_asturias,principado_de_asturias,salas/asturias,Asturias,Salas,salas/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4337,san_martin_del_rey_aurelio,san_martin_del_rey_aurelio,asturias,asturias,principado_de_asturias,principado_de_asturias,san_martin_del_rey_aurelio/asturias,Asturias,San Martín del Rey Aurelio,san_martin_del_rey_aurelio/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4338,santa_eulalia_de_oscos,santa_eulalia_de_oscos,asturias,asturias,principado_de_asturias,principado_de_asturias,santa_eulalia_de_oscos/asturias,Asturias,Santa Eulalia de Oscos,santa_eulalia_de_oscos/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4339,san_tirso_de_abres,san_tirso_de_abres,asturias,asturias,principado_de_asturias,principado_de_asturias,san_tirso_de_abres/asturias,Asturias,San Tirso de Abres,san_tirso_de_abres/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4340,sariego,sariego,asturias,asturias,principado_de_asturias,principado_de_asturias,sariego/asturias,Asturias,Sariego,sariego/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4341,siero,siero,asturias,asturias,principado_de_asturias,principado_de_asturias,siero/asturias,Asturias,Siero,siero/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4342,lugones,lugones,asturias,asturias,principado_de_asturias,principado_de_asturias,lugones/asturias,,,lugones/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4343,sobrescobio,sobrescobio,asturias,asturias,principado_de_asturias,principado_de_asturias,sobrescobio/asturias,Asturias,Sobrescobio,sobrescobio/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4344,somiedo,somiedo,asturias,asturias,principado_de_asturias,principado_de_asturias,somiedo/asturias,Asturias,Somiedo,somiedo/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4345,soto_del_barco,soto_del_barco,asturias,asturias,principado_de_asturias,principado_de_asturias,soto_del_barco/asturias,Asturias,Soto del Barco,soto_del_barco/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4346,tapia_de_casariego,tapia_de_casariego,asturias,asturias,principado_de_asturias,principado_de_asturias,tapia_de_casariego/asturias,Asturias,Tapia de Casariego,tapia_de_casariego/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4347,taramundi,taramundi,asturias,asturias,principado_de_asturias,principado_de_asturias,taramundi/asturias,Asturias,Taramundi,taramundi/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4348,teverga,teverga,asturias,asturias,principado_de_asturias,principado_de_asturias,teverga/asturias,Asturias,Teverga,teverga/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4349,tineo,tineo,asturias,asturias,principado_de_asturias,principado_de_asturias,tineo/asturias,Asturias,Tineo,tineo/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4350,vegadeo,vegadeo,asturias,asturias,principado_de_asturias,principado_de_asturias,vegadeo/asturias,Asturias,Vegadeo,vegadeo/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4351,villaviciosa,villaviciosa,asturias,asturias,principado_de_asturias,principado_de_asturias,villaviciosa/asturias,Asturias,Villaviciosa,villaviciosa/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4352,villayon,villayon,asturias,asturias,principado_de_asturias,principado_de_asturias,villayon/asturias,Asturias,Villayón,villayon/principado_de_asturias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639845
4353,agaete,agaete,las_palmas,las_palmas,canarias,canarias,agaete/las_palmas,Las Palmas,Agaete,agaete/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4354,aguimes,aguimes,las_palmas,las_palmas,canarias,canarias,aguimes/las_palmas,Las Palmas,Agüimes,aguimes/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4355,antigua,antigua,las_palmas,las_palmas,canarias,canarias,antigua/las_palmas,Las Palmas,Antigua,antigua/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4356,arrecife,arrecife,las_palmas,las_palmas,canarias,canarias,arrecife/las_palmas,Las Palmas,Arrecife,arrecife/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4357,artenara,artenara,las_palmas,las_palmas,canarias,canarias,artenara/las_palmas,Las Palmas,Artenara,artenara/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4358,arucas,arucas,las_palmas,las_palmas,canarias,canarias,arucas/las_palmas,Las Palmas,Arucas,arucas/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4359,betancuria,betancuria,las_palmas,las_palmas,canarias,canarias,betancuria/las_palmas,Las Palmas,Betancuria,betancuria/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4360,firgas,firgas,las_palmas,las_palmas,canarias,canarias,firgas/las_palmas,Las Palmas,Firgas,firgas/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4361,galdar,galdar,las_palmas,las_palmas,canarias,canarias,galdar/las_palmas,Las Palmas,Gáldar,galdar/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4362,haria,haria,las_palmas,las_palmas,canarias,canarias,haria/las_palmas,Las Palmas,Haría,haria/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4363,ingenio,ingenio,las_palmas,las_palmas,canarias,canarias,ingenio/las_palmas,Las Palmas,Ingenio,ingenio/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4364,mogan,mogan,las_palmas,las_palmas,canarias,canarias,mogan/las_palmas,Las Palmas,Mogán,mogan/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4365,moya,moya,las_palmas,las_palmas,canarias,canarias,moya/las_palmas,Las Palmas,Moya,moya/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4366,la_oliva,la_oliva,las_palmas,las_palmas,canarias,canarias,la_oliva/las_palmas,Las Palmas,La Oliva,la_oliva/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4367,pajara,pajara,las_palmas,las_palmas,canarias,canarias,pajara/las_palmas,Las Palmas,Pájara,pajara/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4368,las_palmas,las_palmas,las_palmas,las_palmas,canarias,canarias,las_palmas/las_palmas,Las Palmas,Agaete,las_palmas/canarias,58078.0,2045.0,6498.0,22257.0,1038.0,1166.0,2850.0,11817.0,4500.0,5729.0,27237.0,22686079
4369,telde,telde,las_palmas,las_palmas,canarias,canarias,telde/las_palmas,Las Palmas,Telde,telde/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4370,las_palmas_de_gran_canaria,las_palmas_de_gran_canaria,las_palmas,las_palmas,canarias,canarias,las_palmas_de_gran_canaria/las_palmas,Las Palmas,Las Palmas de Gran Canaria,las_palmas_de_gran_canaria/canarias,1195.0,19.0,127.0,549.0,16.0,11.0,61.0,181.0,72.0,159.0,500.0,22686079
4371,puerto_del_rosario,puerto_del_rosario,las_palmas,las_palmas,canarias,canarias,puerto_del_rosario/las_palmas,Las Palmas,Puerto del Rosario,puerto_del_rosario/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4372,san_bartolome,san_bartolome,las_palmas,las_palmas,canarias,canarias,san_bartolome/las_palmas,Las Palmas,San Bartolomé,san_bartolome/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4373,san_bartolome_de_tirajana,san_bartolome_de_tirajana,las_palmas,las_palmas,canarias,canarias,san_bartolome_de_tirajana/las_palmas,Las Palmas,San Bartolomé de Tirajana,san_bartolome_de_tirajana/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4374,la_aldea_de_san_nicolas,la_aldea_de_san_nicolas,las_palmas,las_palmas,canarias,canarias,la_aldea_de_san_nicolas/las_palmas,Las Palmas,La Aldea de San Nicolás,la_aldea_de_san_nicolas/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4375,santa_brigida,santa_brigida,las_palmas,las_palmas,canarias,canarias,santa_brigida/las_palmas,Las Palmas,Santa Brígida,santa_brigida/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
4376,santa_lucia_de_tirajana,santa_lucia_de_tirajana,las_palmas,las_palmas,canarias,canarias,santa_lucia_de_tirajana/las_palmas,Las Palmas,Santa Lucía de Tirajana,santa_lucia_de_tirajana/canarias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22686079
