,M190_1,M190_2,M190_3,M190_4,M190_5,M190_6,M190_7,M190_8,M190_9,M190_10,M190_11,M190_12,M190_13,M190_14,M190_15,M190_16,M190_17,M190_18,M190_19,M190_20,M190_21,CCAA,PROV,SECTOR,SEXO,EJER
8924,29853,685435836.92,25292.806109999998,668360440.9,24311.75302,17075396.02,981.05309,23486.73,22.81329,22498710.12,1748.3061100000002,130917654.01,5581.7119,250110952.6,8624.31177,177139554.28,5556.19116,102206494.4,3686.3125299999997,2538984.78,73.15935,7,47,3,1,2018
8925,9274,163895082.87,7567.5397,159523764.93,7211.00277,4371317.94,356.53693,12572.75,6.01077,5349645.9,495.84290999999996,39970954.82,2010.47102,69045467.21,2852.38873,35517515.19,1546.28899,13657036.8,625.53728,341890.2,31.0,7,47,3,2,2018
8926,16477,248046979.27,11861.09955,237072571.93,10959.105109999999,10974407.34,901.99444,54391.11,18.56297,4841487.92,522.89047,29658231.1,1703.77422,87042486.01,3916.77757,81701958.84,3679.6985200000004,42858001.8,1954.63979,1890422.49,64.75601,7,47,4,1,2018
8927,3763,41817515.16,2427.2051899999997,40804487.41,2328.0667,1013027.75,99.13849,,,743652.09,134.38745,6946139.2,462.68935999999997,16288024.33,874.3285300000001,12351639.48,665.8538599999999,4777645.03,261.64595,709944.54,27.300040000000003,7,47,4,2,2018
8928,30970,520489346.21,24363.82855,498297241.71,22585.22121,22192104.5,1778.6073399999998,63335.07,33.74098,14492851.06,1844.17554,69438903.74,4168.45466,154040685.68,7001.53142,174162061.82,7084.1365,104011144.13,3965.0211799999997,4280364.71,266.76827000000003,7,47,5,1,2018
8929,25332,289195214.94,19599.146940000002,282353287.67,18787.078390000002,6841927.27,812.06855,25000.05,35.38466,11630679.75,1825.51916,60136296.5,4417.20335,108339355.03,6925.088470000001,80969472.42,4752.03092,27144579.44,1579.55819,949831.75,64.36219,7,47,5,2,2018
8930,3986,94182643.2,3003.55304,92013988.2,2931.33689,2168655.0,72.21615,,,2789099.87,293.39744,17919430.92,797.55825,30248181.83,969.1329699999999,32493393.67,696.77224,10516646.54,242.74874,215890.37,3.9434,7,47,6,1,2018
8931,2047,36136077.96,1494.51873,35658231.08,1466.54469,477846.88,27.974040000000002,,,1142624.12,171.59373,7223221.58,374.386,13592266.4,518.1671299999999,11096692.49,327.08342000000005,3060644.25,99.28845,,,7,47,6,2,2018
8932,4463,119505019.61,2830.4580100000003,119061687.97,2788.94023,443331.64,41.51778,,,471341.66,52.76736999999999,5236215.45,211.86192000000003,33646279.01,787.78257,47908744.69,902.4893300000001,31749691.96,713.08048,492746.84,162.47634,7,47,7,1,2018
8933,4563,82276271.35,2796.4411600000003,81959375.23,2759.41806,316896.12,37.0231,,,514363.58,63.682230000000004,7736604.18,367.1322,36945106.03,1129.24976,28700437.66,794.18446,8083113.1,287.78771,296511.6,153.4048,7,47,7,2,2018
8934,26183,296525209.69,16030.683159999999,288842173.27,15273.453430000001,7683036.42,757.22973,48455.46,33.46869,12906170.95,2029.54252,54911229.58,3595.04505,100657779.09,4758.68134,89998350.58,3892.1555399999997,36318116.14,1640.2196,1685107.89,81.57042,7,47,8,1,2018
8935,29165,235781275.87,17741.46501,230500922.6,16962.76084,5280353.27,778.70417,34688.32,44.550470000000004,8487749.19,1800.9180800000001,44282469.63,3450.40524,81480951.77,5466.99694,71392126.8,4728.2853700000005,29294767.06,2165.7471,808523.1,84.56181,7,47,8,2,2018
8936,30144,655006038.93,22826.30374,647412642.99,22457.986259999998,7593395.94,368.31748,34026.18,13.2973,6945708.65,1013.8964699999999,56909743.22,2969.40269,152150550.35,5492.829970000001,217085137.33,6800.27415,208626585.02,6080.37107,13254288.18,456.23209,7,47,9,1,2018
8937,49792,887089511.2,38246.97644,876077424.06,37368.24003,11012087.14,878.73641,15709.29,19.45587,12818093.05,1746.73542,111367316.22,6111.6977799999995,227498073.22,9941.03065,293455851.42,11475.26432,235831139.35,8646.99012,6103328.65,305.80228,7,47,9,2,2018
8938,18531,114434571.88,9444.52838,106506398.73,8588.1257,7928173.15,856.40268,126067.4,124.80795,10221865.41,2211.6671100000003,23806840.57,2131.97741,28897180.07,1999.2003,30862446.28,1792.6084600000002,19509188.13,1102.1306,1010984.02,82.13655,7,47,10,1,2018
8939,23827,114732243.95,13315.90954,103772907.2,11767.96737,10959336.75,1547.94217,77853.67,114.52875,10857799.63,2655.64415,27376218.61,3113.19409,31037362.01,3113.4252899999997,29689099.17,2810.1740600000003,15162684.89,1418.09943,531225.97,90.84376999999999,7,47,10,2,2018
8940,3896,22981994.42,2225.37329,18920845.78,1611.21245,4061148.64,614.16084,3220.22,6.76623,1463204.68,282.38439,4000170.71,441.23143,6154955.25,578.97431,6957244.18,566.85363,4191408.51,330.6861,211790.87,18.4772,7,49,1,1,2018
8941,1006,3625979.64,501.10985,2718802.57,277.62741,907177.07,223.48244,10069.88,5.98421,182244.08,59.851969999999994,659636.48,114.65228,1303121.4,156.93526,824521.48,101.7751,635814.65,59.911030000000004,,,7,49,1,2,2018
8942,901,20825992.52,784.27753,20551864.34,768.48401,274128.18,15.793520000000001,,,537525.61,33.97464,2643023.68,117.64291999999999,6184707.09,223.1674,6586355.71,242.41527999999997,4710249.44,159.53801,164130.99,7.539280000000001,7,49,2,1,2018
8943,173,2889290.91,148.51027,2873563.41,145.77668,15727.5,2.73359,,,68052.7,8.53327,568215.98,35.73583,894140.6,45.09332,676113.15,35.00355,666724.46,22.5366,16044.02,1.6077,7,49,2,2,2018
8944,5585,87345944.81,4561.15894,84651860.23,4347.542820000001,2694084.58,213.61612000000002,8162.52,9.0,4738896.43,421.30080999999996,19927784.82,1134.73794,24546332.16,1223.30598,23084527.45,1055.1985,14279277.7,689.8759299999999,760963.73,27.73978,7,49,3,1,2018
8945,1988,23964198.31,1609.59377,23141979.67,1523.9014,822218.64,85.69237,2485.41,4.80817,860533.04,111.66608000000001,5310315.38,366.49822,7838125.85,488.83635,6073708.17,393.52308,3815092.62,235.65807999999998,63937.84,8.60379,7,49,3,2,2018
8946,5513,65797810.42,4020.6876700000003,61474061.82,3701.7207700000004,4323748.6,318.9669,,,1813629.89,211.37233999999998,10978123.75,727.86761,20688760.22,1157.96571,20492551.48,1192.7939800000001,11570768.62,709.37139,247738.37,18.31664,7,49,4,1,2018
8947,802,7359991.99,528.6727400000001,7133159.86,503.01257000000004,226832.13,25.66017,,,183573.64,27.98305,1687669.04,127.56713,2491270.86,160.06513,2051581.03,140.92928999999998,831439.68,62.19704,111673.06,8.9311,7,49,4,2,2018
8948,9456,124450480.56,7314.1435,119493649.22,6883.6117,4956831.34,430.5318,12122.79,5.0,4702552.14,596.54039,21836954.42,1463.01085,36631137.98,2058.27769,37833171.2,1941.00589,21944334.17,1124.34492,1490207.86,125.96376000000001,7,49,5,1,2018
8949,6202,61795478.19,4821.60433,60181132.37,4633.33651,1614345.82,188.26782,5670.87,4.070530000000001,2747427.01,467.64342999999997,15634986.67,1281.55788,22185186.92,1589.65996,14642274.0,1023.3762199999999,6392062.78,433.29630999999995,187869.94,22.0,7,49,5,2,2018
8950,580,10896946.06,434.10733,10880787.59,430.10733,16158.47,4.0,,,603811.47,66.39361,2658299.74,141.14758999999998,2430146.78,87.99745,3271457.62,82.13116,1769073.6,49.49912,164156.85,6.9384,7,49,6,1,2018
8951,310,3775048.98,231.38743,3646414.69,227.38743,128634.29,4.0,,,323279.85,35.58858,968306.69,76.48094,930577.08,53.343790000000006,1173710.01,44.54146,326245.31,16.432660000000002,52930.04,5.0,7,49,6,2,2018
8952,1422,24320244.69,810.4832299999999,24229491.5,798.0228599999999,90753.19,12.46037,,,252408.88,26.17505,2029823.38,97.31536,7204584.6,196.84329,7750913.27,209.05885,6917298.65,248.5578,165215.91,32.53288,7,49,7,1,2018
8953,1281,15373605.49,753.8813700000001,15253358.78,740.92424,120246.71,12.957130000000001,,,280275.65,34.30381,3000948.39,151.17296000000002,6510172.9,219.59847000000002,3948116.94,149.09283,1487764.15,67.15572,146327.46,132.55758,7,49,7,2,2018
8954,5104,48788343.44,3168.3926100000003,47813620.53,3044.65024,974722.91,123.74237,3808.76,2.2337700000000003,3128027.69,480.99422000000004,9934945.23,778.6856700000001,14744013.43,826.07347,13283938.21,679.30931,7216600.71,372.83556,477009.41,28.260609999999996,7,49,8,1,2018
8955,5694,36027703.18,3467.1845200000002,35321916.01,3328.31053,705787.17,138.87399,100.04,1.02244,1590215.94,345.72465,7795102.2,753.3167,10219846.3,916.9749800000001,9528605.81,867.92657,6703492.03,549.79839,190340.86,32.420790000000004,7,49,8,2,2018
8956,9829,181424520.53,7836.91099,180385077.66,7748.5905299999995,1039442.87,88.32046,14290.27,6.9961,3062040.37,418.79284,19434108.95,1100.55075,40480685.02,1683.1979399999998,57812663.68,2275.3793100000003,58852729.35,2186.27022,1768002.89,165.72383,7,49,9,1,2018
8957,16126,251196712.27,12621.81205,248596839.21,12366.99986,2599873.06,254.81219,3252.13,4.32634,4269033.96,592.21988,33209365.09,2074.11084,62284131.75,3085.05721,81301466.32,3832.3924399999996,68947823.01,2929.48575,1181640.01,104.21959,7,49,9,2,2018
8958,4913,26801033.01,2782.46494,25296887.18,2583.05732,1504145.83,199.40762,32781.87,39.0039,2723575.91,668.07163,6495795.5,725.80987,6075246.19,518.19675,6213215.19,464.85416,5084179.29,351.02101,176239.06,15.507620000000001,7,49,10,1,2018
8959,6978,33404879.75,4302.24344,30694987.12,3888.7232299999996,2709892.63,413.52021,23357.67,32.788309999999996,3541698.52,863.4852699999999,9061550.96,1152.90714,8670638.08,969.4355199999999,8034873.02,843.4393699999999,3940217.94,415.52837999999997,132543.56,24.65945,7,49,10,2,2018
8960,32729,89612246.69,10643.349409999999,61921882.32,6065.61477,27690364.37,4577.73464,235279.75,195.03742,6816562.11,1752.77197,15839491.39,2125.20136,26038180.5,2809.24431,25705582.52,2437.15081,14089816.14,1235.22793,887334.28,88.71561,8,2,1,1,2018
8961,9311,18047086.75,3284.2705899999996,9925229.46,1476.8504300000002,8121857.29,1807.4201600000001,39611.91,52.053329999999995,1765476.18,598.25097,4185513.76,772.3778599999999,6173526.08,981.43707,3987544.4,650.19042,1586133.92,210.10807000000003,309280.5,19.852870000000003,8,2,1,2,2018
8962,2285,45981817.0,1731.57785,44794284.3,1626.52783,1187532.7,105.05001999999999,8420.44,3.78975,627186.55,96.8955,5524178.48,266.53605,13736828.98,507.76227,12457403.62,513.4110900000001,13544502.23,333.37953999999996,83296.7,9.80365,8,2,2,1,2018
8963,653,8408763.95,520.48933,8121252.99,485.19998,287510.96,35.28935,487.87,0.54589,129417.84,30.23372,1362794.61,92.52637,3171678.82,160.87128,2388073.96,142.20623,1172205.79,82.82013,184105.06,11.28571,8,2,2,2,2018
8964,19398,286338823.71,15310.55056,274964159.56,14198.5524,11374664.15,1111.9981599999999,192938.09,56.97472,14613848.94,1557.00515,54515435.48,3406.03628,87025329.12,4316.01639,83862399.93,3794.3612799999996,44580001.35,2108.8194399999998,1548870.8,71.3373,8,2,3,1,2018
8965,7119,70912090.09,5662.14964,67816457.93,5234.31538,3095632.16,427.83426,69311.16,15.763029999999999,3571056.65,580.2101299999999,16094548.33,1318.27025,22847470.85,1689.5279600000001,19604425.99,1443.86695,8478389.03,597.32565,246888.08,17.185670000000002,8,2,3,2,2018
8966,14270,164448393.16,9601.8576,154499724.95,8811.43633,9948668.21,790.42127,65631.96,28.97985,6918101.79,718.7738,31058484.01,2000.86146,53659325.59,2929.1385800000003,50632728.71,2671.97612,21565677.19,1223.86685,548443.91,28.26094,8,2,4,1,2018
8967,2565,22512972.06,1673.5891,22007799.38,1601.70816,505172.68,71.88094,5784.09,8.46749,955938.56,140.41671000000002,5007126.58,389.01212999999996,7351466.54,502.38057000000003,6530791.27,426.78848,2382245.29,187.62823999999998,279619.73,18.89548,8,2,4,2,2018
8968,27733,353782786.17,19787.95564,330919005.98,17609.45035,22863780.19,2178.50529,176539.99,72.16894,16290252.09,1852.4981100000002,69467085.36,4474.67186,107054643.68,5682.45684,104461703.81,5054.8236799999995,54156995.84,2540.89754,2175565.4,110.43867,8,2,5,1,2018
8969,17192,155922080.99,12749.680479999999,148775206.81,11744.04947,7146874.18,1005.63101,53704.07,41.01623,9122994.68,1485.78064,45808372.37,3798.21009,52912581.68,3893.2769299999995,35908481.51,2594.61793,11666397.86,883.42166,449548.82,53.357,8,2,5,2,2018
8970,1829,31371323.6,1419.66012,31105475.9,1401.72713,265847.7,17.93299,694.12,11.8801,2367899.4,247.95873999999998,7895690.65,477.42970999999994,8599523.98,357.64669,9503573.55,241.63536000000002,2923678.12,80.19608000000001,80263.78,2.91344,8,2,6,1,2018
8971,834,9669370.1,618.67535,9578516.6,609.77097,90853.5,8.90438,2616.63,14.0,907426.52,112.67683999999998,3296625.88,230.4147,2484060.94,146.36077,2071053.71,77.01890999999999,888148.95,36.20413,,,8,2,6,2,2018
8972,3393,52525950.77,1681.45476,52026787.03,1624.24755,499163.74,57.207209999999996,14767.09,1.6930900000000002,525260.45,69.3053,4212883.19,210.47766000000001,17224191.54,479.96145,17038209.91,462.22145,13103520.63,397.8448,407117.96,59.95101,8,2,7,1,2018
8973,3053,37770622.55,1612.60724,37315133.51,1560.69045,455489.04,51.91679,5711.05,1.88916,576365.13,84.71500999999999,5306216.91,317.9934,17569627.78,614.8784099999999,11253724.53,383.42081,2984914.96,135.56038999999998,74062.19,74.15006,8,2,7,2,2018
8974,15760,126362641.0,8542.351429999999,117727167.02,7147.25775,8635473.98,1395.0936800000002,30551.67,24.51502,7457664.26,1287.8293099999999,28993594.99,2218.43703,38813020.84,2317.34546,34168080.92,1839.3243300000001,16132274.68,787.74932,767453.64,67.15096,8,2,8,1,2018
8975,12748,82489239.53,7930.7015200000005,79136103.51,7164.90503,3353136.02,765.7964900000001,14513.31,12.59313,4290509.63,1019.97193,18978442.15,1815.67895,24438420.24,2124.17576,22953265.22,1966.7095399999998,11582735.41,953.32439,231353.57,38.247820000000004,8,2,8,2,2018
8976,24335,512024401.23,19022.19383,507342067.93,18710.29879,4682333.3,311.89504,3716.33,4.54745,7537384.63,921.73902,62457043.87,3140.35921,139091098.75,4913.81841,160777685.2,5333.45123,138223231.36,4476.08998,3934241.09,232.18853,8,2,9,1,2018
8977,36101,622277394.18,28757.035610000003,616431058.62,28160.869960000004,5846335.56,596.16565,122687.73,11.6645,12240545.36,1603.76182,106285764.68,6046.52974,178198620.34,7994.21163,195153377.66,7928.25442,128691693.58,4966.90198,1584704.83,205.71152,8,2,9,2,2018
8978,17255,86953799.75,8483.04891,79701856.71,7802.88715,7251943.04,680.16176,129120.69,127.41366000000001,10514143.9,2339.22313,24171924.98,2309.9893399999996,20269288.6,1620.6096300000002,20607852.07,1376.64476,10683748.5,672.92851,577721.01,36.23988,8,2,10,1,2018
8979,19606,79577915.56,11387.80126,71218268.43,10175.64013,8359647.13,1212.1611300000002,106581.58,106.00723,11064044.22,2912.9823100000003,23483443.73,3050.98653,18878125.69,2362.87959,18069102.11,2078.92635,7672720.26,824.7053599999999,303897.97,51.31389,8,2,10,2,2018
8980,43229,101490269.4,15113.97789,76232007.89,9758.19834,25258261.51,5355.77955,490361.32,436.33227,9872990.87,3016.42445,20924883.43,3198.8937899999996,27068296.06,3445.4289,27397586.9,3178.92468,15028623.63,1672.75886,707527.19,165.21493999999998,8,13,1,1,2018
8981,10911,16113018.53,4122.04918,10242869.66,2140.06519,5870148.87,1981.98399,67456.95,83.42272,1821928.93,896.63456,3753988.39,1000.89206,5470073.9,1153.77289,3421490.52,735.52355,1540298.46,235.66,37781.38,16.1434,8,13,1,2,2018
8982,2139,50303299.45,1760.10303,49879359.92,1717.6004300000002,423939.53,42.5026,,,470344.3,69.10974,5192774.42,263.77081,13315414.09,446.06793,20258308.5,627.4612400000001,10901506.67,348.69331,140462.67,4.0,8,13,2,1,2018
8983,492,7642403.15,432.72899,7588486.4,424.32055,53916.75,8.408439999999999,,,142188.8,64.79828,1145510.43,67.50428000000001,2447794.33,121.68786999999999,2920765.84,125.05396999999999,979034.29,51.68459,,,8,13,2,2,2018
8984,21688,395793887.79,17593.70904,381999334.94,16624.012,13794552.85,969.69704,216951.32,51.876940000000005,18822915.55,1744.67008,86170194.55,4512.496679999999,134975575.08,5300.78195,101886251.79,3852.5442,52404562.38,2062.34534,1317437.12,68.99385,8,13,3,1,2018
8985,7504,83283573.41,6007.93682,79532771.88,5578.72449,3750801.53,429.21233,19974.96,8.826080000000001,4548430.63,592.94077,24771384.07,1790.1375,30274127.52,1876.80007,17534121.04,1283.6434199999999,5680645.01,430.76112,454890.18,24.82786,8,13,3,2,2018
8986,26013,280599234.13,17049.71669,264711247.64,15688.59766,15887986.49,1361.11903,193719.72,61.238240000000005,13970541.39,1467.19507,57615486.51,3790.52151,88621919.2,4919.694210000001,80091055.63,4510.49978,39159967.18,2252.06813,946544.5,48.49975,8,13,4,1,2018
8987,3578,29334081.79,2379.11891,28254808.7,2243.26689,1079273.09,135.85201999999998,2906.26,1.42276,1331143.27,197.02395,8457639.24,672.0699599999999,9390171.25,694.88388,6634972.65,519.10107,3327192.91,275.99897999999996,190056.21,18.61831,8,13,4,2,2018
8988,29202,380624543.89,21382.60842,361200170.07,19424.65016,19424373.82,1957.95826,210291.79,73.77299000000001,18773760.95,2229.2582,74186024.06,4949.18502,111180276.7,5978.06346,108871250.94,5205.84282,65606875.67,2827.55545,1796063.78,118.93048,8,13,5,1,2018
8989,17682,155143841.52,13345.32647,148265305.45,12249.75245,6878536.07,1095.57402,67079.68,42.784420000000004,11552330.09,1839.61257,46427786.9,4204.74325,51852122.3,3945.25168,34319755.68,2480.51051,10460209.58,779.80081,464557.29,52.62323000000001,8,13,5,2,2018
8990,2945,48180132.73,1997.6565,47721419.9,1962.93396,458712.83,34.72254,17390.28,1.55643,3480133.32,341.04272000000003,14208642.81,719.7833099999999,14024025.54,518.00128,11024818.31,273.4548,5226229.72,135.68911,198892.75,8.12885,8,13,6,1,2018
8991,1306,15559466.31,907.09954,15373985.59,890.1288300000001,185480.72,16.97071,,,1386129.53,164.57208,5053530.19,325.27431,5009928.29,242.02577999999997,2937552.28,126.62291,1108783.11,41.604459999999996,60464.61,4.0,8,13,6,2,2018
8992,4123,69508119.78,2170.37806,68793535.23,2111.6853100000003,714584.55,58.69275,1439.99,1.77015,630142.48,104.58839,5721965.25,286.30226,21795412.88,584.29923,24741314.24,632.64991,16465496.05,500.4485,152348.89,60.31961999999999,8,13,7,1,2018
8993,3426,43699708.27,1926.5432,43352261.18,1877.47162,347447.09,49.07158,,,1068789.43,139.81101,7446439.05,426.16334000000006,18348788.81,665.79017,12606776.45,400.04053,4112995.66,179.55209,114898.87,113.18606000000001,8,13,7,2,2018
8994,16162,159227013.77,9444.9295,153620743.46,8757.27866,5606270.31,687.65084,71087.9,24.91039,9715445.58,1379.29024,34415463.0,2508.8054899999997,43515005.0,2335.15356,45385290.1,2065.63697,25779253.87,1018.19652,345468.32,112.93633,8,13,8,1,2018
8995,14292,92569112.06,8855.40163,90208927.08,8404.0545,2360184.98,451.34713,10256.55,20.91191,6366462.9,1262.97251,24425909.32,2287.55917,25758917.9,2158.22845,23992159.46,2083.08724,11424729.77,982.1791,590676.16,60.46325,8,13,8,2,2018
8996,29824,556712910.08,22862.85599,548529026.92,22390.707580000002,8183883.16,472.14840999999996,75367.23,31.148159999999997,8563991.29,1382.20574,61383396.45,3634.81844,153596392.96,5871.67644,182732607.86,6528.25791,145600736.82,5126.388379999999,4760417.47,288.36092,8,13,9,1,2018
8997,45633,714286937.73,36652.470369999995,704515799.61,35619.34175,9771138.12,1033.12862,36750.23,31.75948,16760429.04,2545.215,116363005.31,7956.51826,215316813.26,10323.79385,225169902.37,9888.15724,138714536.05,5700.03598,1925501.47,206.99056000000002,8,13,9,2,2018
8998,17731,83558785.04,8618.06472,77928181.97,7864.335790000001,5630603.07,753.72893,182640.57,130.39441000000002,9716670.72,2272.21536,21512376.52,2375.4225,19900234.08,1582.83307,20980382.08,1492.72771,10867881.41,718.85641,398599.66,45.61526,8,13,10,1,2018
8999,18875,73473030.67,11049.32487,64221601.82,9553.87377,9251428.85,1495.4511,99616.19,99.87261,10637125.01,2725.41927,23545162.56,3255.13785,17913783.61,2334.76541,14901448.24,1880.2595199999998,6073731.83,714.7229,302163.23,39.14731,8,13,10,2,2018
9000,12759,49710437.08,5504.76809,35866033.93,3208.7741,13844403.15,2295.99399,129720.12,106.74128,3442011.82,736.3499400000001,9438739.78,1148.17435,12836288.54,1394.15868,14711931.2,1302.9851099999998,8806726.91,763.4798900000001,345018.71,52.878840000000004,8,16,1,1,2018
9001,3498,10457682.98,1605.5204,6201143.84,753.2547599999999,4256539.14,852.2656400000001,36402.67,27.79068,815252.1,240.59245,2644501.93,386.88079,3554519.3,487.0579,2664765.89,341.74073,678974.22,116.20308999999999,63266.87,5.25476,8,16,1,2,2018
9002,736,14261765.0,596.59173,13769874.73,555.21892,491890.27,41.37281,3205.42,1.6553799999999999,284055.75,29.285429999999998,2268108.29,96.14111,3341441.01,151.44225,4281447.12,176.93961000000002,4075538.32,140.64463999999998,7969.09,0.48331,8,16,2,1,2018
9003,115,1293911.41,88.00846,1260221.73,81.0245,33689.68,6.983960000000001,,,78028.47,9.863339999999999,327478.43,22.63371,397061.3,24.76257,311899.82,19.595570000000002,179443.39,11.15327,,,8,16,2,2,2018
9004,8454,129464818.3,6843.114590000001,112310203.44,5667.40189,17154614.86,1175.7127,111411.58,31.72826,8712505.42,824.64617,29800172.51,1713.25321,36891185.48,1818.6910100000002,34950943.37,1599.74578,18697550.9,833.7171,301049.04,21.33306,8,16,3,1,2018
9005,3467,41587189.37,2811.33761,35333273.63,2318.16638,6253915.74,493.17123,16810.26,7.06248,3294122.28,319.37015,12010826.24,789.92673,13883742.64,882.14679,9249338.86,592.0059,3058869.96,209.96712999999997,73479.13,10.85843,8,16,3,2,2018
9006,7131,73567623.27,4892.21945,64737655.56,4107.1938,8829967.71,785.02565,49943.81,22.99719,3402192.11,380.58881,15302229.79,1081.78059,21588242.27,1388.1607099999999,21878549.0,1330.3016300000002,11143004.82,669.95915,203461.47,18.43137,8,16,4,1,2018
9007,1313,8890392.1,750.68002,8263086.9,668.90493,627305.2,81.77509,2802.24,2.4586099999999997,437869.24,64.19343,2636271.85,209.03506000000002,2714035.37,197.89387,2159711.02,182.48197,904466.31,89.07568,35236.07,5.5414,8,16,4,2,2018
9008,13169,153813926.5,9731.33331,135870116.01,8024.823490000001,17943810.49,1706.50982,128813.6,52.34617,8835911.66,1092.31014,33306406.77,2285.87631,43740164.82,2595.02494,42906011.45,2398.54565,24035568.86,1261.5429800000002,861049.34,45.68712,8,16,5,1,2018
9009,8857,77002833.2,6744.92835,67022710.65,5545.53347,9980122.55,1199.39488,140431.69,50.3399,6025172.8,897.93891,21168317.56,1832.5446100000001,24096789.93,1891.1472800000001,18735626.42,1514.0285,6585590.0,536.6136799999999,250904.8,22.31547,8,16,5,2,2018
9010,759,13520121.66,559.2796900000001,13307556.55,539.5512,212565.11,19.72849,,,906066.11,100.75964,4050217.04,204.49225,2676129.52,106.12657,3512542.53,83.602,2371959.22,61.29923,,,8,16,6,1,2018
9011,339,4358706.14,250.79743,4306597.75,244.81846000000002,52108.39,5.9789699999999995,,,264217.64,47.21718,1566358.11,96.87059,944883.65,48.91323,845001.98,33.80008,737740.34,21.99635,,,8,16,6,2,2018
9012,1437,24907016.42,782.79887,24591868.3,748.78656,315148.12,34.01231,2387.95,1.21361,218590.71,35.7032,2135867.12,103.62283000000001,8733078.28,241.01781,8050416.11,203.29428000000001,5727270.73,179.90218000000002,39405.52,18.04496,8,16,7,1,2018
9013,1251,16983780.97,718.73676,16632048.88,679.16046,351732.09,39.5763,,,358947.46,51.22743,3135949.03,167.74765,7823667.78,272.60132999999996,4335475.23,144.52244,1311391.59,62.91593,18349.88,19.72198,8,16,7,2,2018
9014,5872,54483836.5,3431.37296,50357149.8,2997.33441,4126686.7,434.03855,25107.11,15.273320000000002,4354210.9,606.5994400000001,12863925.46,910.51273,16520604.46,882.0694800000001,13583664.55,678.29809,6872661.08,321.64918,263662.94,16.97072,8,16,8,1,2018
9015,6564,40342783.87,3866.536,37550942.86,3473.0862399999996,2791841.01,393.44976,15242.5,13.0,3001468.3,614.59753,9698161.63,897.6328699999999,11361857.37,922.8721699999999,10972359.28,921.81483,5176576.69,474.60231,117118.1,22.016289999999998,8,16,8,2,2018
9016,10519,204625575.0,8101.777029999999,202193242.09,7926.04181,2432332.91,175.73522,12619.45,15.77905,2807516.54,439.527,24238939.12,1268.84465,54334588.77,2059.25226,66293830.43,2271.4099899999997,55627304.44,1906.9741199999999,1310776.25,139.98996,8,16,9,1,2018
9017,16899,273462648.24,13374.023509999999,268264183.87,12804.4473,5198464.37,569.57621,3019.96,5.3070699999999995,6153996.26,841.3597,44035442.35,2695.8288199999997,76779607.37,3548.1993700000003,86469340.12,3780.93714,59310780.23,2408.5691699999998,710461.95,93.82224000000001,8,16,9,2,2018
9018,6921,38455503.38,3794.7443299999995,34197834.52,3293.87385,4257668.86,500.87048,103462.09,63.265719999999995,4698350.29,976.2302800000001,9049753.98,892.3019400000001,9089789.43,729.0563,9790958.16,684.87792,5358024.89,362.83154,365164.54,86.18063000000001,8,16,10,1,2018
9019,8527,39029578.51,5028.43143,30797348.62,3904.60355,8232229.89,1123.82788,93753.47,49.04126,4640708.15,1214.6398199999999,10875555.22,1319.89914,10373793.37,1130.4054800000001,8841268.63,889.07289,4045975.89,400.90342000000004,158523.78,24.46942,8,16,10,2,2018
9020,3257,22214803.2,1820.1409199999998,15142196.48,898.06621,7072606.72,922.07471,41139.94,10.26375,1178694.36,178.43155,4181407.78,401.76596,6172066.46,516.127,6839751.43,468.81233,3637257.36,233.74032999999997,164485.87,11.0,8,19,1,1,2018
9021,832,4723231.92,558.0264,3242973.96,248.25916,1480257.96,309.76724,,,252841.98,62.69798,905902.4,137.81887,1404831.89,164.71716,1531801.82,137.60327,532929.63,48.62856,94924.2,6.560560000000001,8,19,1,2,2018
9022,1036,29104014.73,894.45152,28434300.97,854.1565400000001,669713.76,40.294979999999995,,,600850.91,42.39302,2588543.0,109.46309,7234263.01,225.76135,9686997.79,302.6285,8630169.56,206.20556000000002,363190.46,8.0,8,19,2,1,2018
9023,246,4866865.46,204.98481,4757346.29,196.41151000000002,109519.17,8.5733,,,231705.17,18.702289999999998,705909.81,37.99838,1794109.22,60.032709999999994,1437890.31,63.22563,692644.82,23.0258,,,8,19,2,2,2018
9024,9663,224789960.71,8137.228029999999,211795627.29,7423.35117,12994333.42,713.87686,11606.78,4.5589699999999995,6323743.22,477.68215999999995,34229190.53,1494.9298,77992867.82,2812.1795,71378296.68,2233.78699,33793827.42,1088.37169,1060428.26,25.71892,8,19,3,1,2018
9025,3474,60687304.32,2867.39817,56250194.69,2563.43937,4437109.63,303.9588,12079.87,3.9952300000000003,2086385.44,197.45488999999998,12182924.1,642.17485,26367170.71,1152.50095,15300256.68,651.96085,4652538.08,210.02569,85949.44,9.28571,8,19,3,2,2018
9026,10487,148010104.66,7421.37215,124411480.87,5619.37923,23598623.79,1801.99292,52239.72,14.329220000000001,4239348.45,488.68535,21304932.37,1255.98811,50222372.27,2438.8692100000003,48552244.7,2214.47318,23069684.85,972.5908099999999,569282.3,36.43627,8,19,4,1,2018
9027,2650,29361612.18,1776.3182800000002,27355954.75,1580.49687,2005657.43,195.82141000000001,5394.37,2.5798200000000002,739847.34,104.79285,5417529.23,348.61219,11314374.69,633.74885,8647050.38,493.72424,3164093.88,181.11135,73322.29,11.74898,8,19,4,2,2018
