,M190_1,M190_2,M190_3,M190_4,M190_5,M190_6,M190_7,M190_8,M190_9,M190_10,M190_11,M190_12,M190_13,M190_14,M190_15,M190_16,M190_17,M190_18,M190_19,M190_20,M190_21,CCAA,PROV,SECTOR,SEXO,EJER
8460,67632,245749643.4,32725.44777,81833756.9,9068.00585,163915886.5,23657.441919999997,406241.86,152.8381,17363321.94,3122.91123,62278979.37,8229.17023,93651847.2,12103.477429999999,52925908.3,6706.0035100000005,18428004.93,2318.92261,695339.8,92.12465999999999,1,4,1,1,2018
8461,19358,73762042.67,11400.67915,32225624.38,4628.54007,41536418.29,6772.13908,102158.57,48.31592,6895935.46,1307.20447,20216171.78,2948.59984,25367732.39,3688.89614,15879695.33,2394.4078,5138458.04,961.4915599999999,161891.1,51.76342,1,4,1,2,2018
8462,5223,119376341.27,4572.24294,115985482.79,4364.74071,3390858.48,207.50223,,,2967323.09,218.08926,19775399.69,884.2855900000001,36472350.31,1363.91713,36674839.32,1312.27607,22989691.43,774.54837,496737.43,19.126520000000003,1,4,2,1,2018
8463,998,19258213.6,894.9186199999999,18678052.5,854.61049,580161.1,40.30813,,,474503.45,40.67287,3978849.68,200.59122,7041778.57,297.40437000000003,5413483.2,251.33813999999998,2320578.28,99.91202,29020.42,5.0,1,4,2,2,2018
8464,11128,167227645.34,8728.21163,151201587.66,7442.83247,16026057.68,1285.37916,52915.61,25.66532,7125737.78,771.2973400000001,33047239.17,2091.62099,54399019.8,2723.0686,45726073.29,2047.4011100000002,26263995.77,1029.38063,612663.92,39.777640000000005,1,4,3,1,2018
8465,3541,36341608.33,2695.15403,33654728.77,2390.07593,2686879.56,305.0781,12293.78,7.755089999999999,1687761.1,273.59631,9738410.52,772.49577,12450187.6,826.85069,8658443.85,561.43216,3737132.01,241.02401,57379.47,12.0,1,4,3,2,2018
8466,27481,233709662.85,17303.65149,190809053.95,12734.358740000001,42900608.9,4569.29275,209617.08,54.891619999999996,10151953.73,1383.54328,44339425.13,3721.3316600000003,83568481.3,5845.87865,64774593.78,4298.3800200000005,29365589.62,1922.4622100000001,1300002.21,77.16405,1,4,4,1,2018
8467,6253,45570933.27,3723.12569,38926196.25,2954.73184,6644737.02,768.39385,14962.36,10.85086,2654034.97,377.30077,9979231.16,892.96788,16425833.79,1264.18695,11631778.07,825.69245,4542778.05,327.50607,322314.87,24.62071,1,4,4,2,2018
8468,69154,734725143.44,47848.25757,607806404.54,35768.076610000004,126918738.9,12080.18096,298381.67,109.49413,39850429.21,5177.580739999999,157562870.41,11894.18692,244889307.51,15220.524609999999,196465948.48,10591.12726,90506090.09,4624.27242,5152116.07,231.07148999999998,1,4,5,1,2018
8469,63553,473701296.87,43872.837660000005,390358509.84,34005.33304,83342787.03,9867.50462,375143.43,120.37983,36608370.08,5605.24786,122974607.74,11952.91656,166346875.44,13843.187769999999,108986455.48,9072.26012,37258371.77,3156.85462,1151472.93,121.9909,1,4,5,2,2018
8470,3210,42636108.71,2055.5786399999997,40809376.92,1909.23375,1826731.79,146.34489,4012.01,8.92821,1695232.73,255.40034,10468099.56,647.9938,12251633.47,577.39994,13165713.37,400.51477,4969184.88,155.70383999999999,82232.69,9.637739999999999,1,4,6,1,2018
8471,1492,15316223.74,964.76095,14436859.55,878.0595900000001,879364.19,86.70136,1425.21,7.066669999999999,665075.35,122.37968000000001,4035057.06,294.25932,5173313.23,297.31903,4086447.65,177.41738999999998,1285434.69,55.06266,69470.55,11.2562,1,4,6,2,2018
8472,5698,97765792.61,3051.26284,95131325.25,2795.37513,2634467.36,255.88771,20013.23,4.88373,776418.89,109.07728,6232837.24,366.52837999999997,33858120.68,998.1877800000001,36843517.62,952.96513,19897611.38,568.55574,137273.57,51.0648,1,4,7,1,2018
8473,6780,77980837.6,3412.6148200000002,74947840.78,3101.10703,3032996.82,311.50779,10395.45,3.41716,1492055.89,201.42695,11325461.37,741.54991,36801352.68,1316.96345,23279168.42,799.84772,4924965.98,254.51031,147437.81,94.89931999999999,1,4,7,2,2018
8474,25801,206354135.31,13798.31148,178052936.18,10845.63198,28301199.13,2952.6795,103403.15,58.056869999999996,9869520.18,1820.32207,41513520.49,3430.76951,70555577.63,4256.20246,56619775.6,2909.13562,25828671.12,1240.8654,1863667.14,82.95955,1,4,8,1,2018
8475,23503,156816144.19,14625.779059999999,145310964.8,13074.48792,11505179.39,1551.29114,19660.82,34.493840000000006,7305120.26,1670.9878800000001,30635565.14,3261.4239,50692732.98,4188.45493,46100336.62,3730.60475,21424669.48,1649.85148,638058.89,89.96228,1,4,8,2,2018
8476,35541,654774986.98,25862.466940000002,645126475.74,24950.44788,9648511.24,912.01906,76895.26,20.78002,8166461.7,1313.84977,78020392.91,4403.69841,186784887.93,7047.29868,210279869.13,6878.72472,164513624.24,5546.27437,6932855.81,651.84097,1,4,9,1,2018
8477,49996,794244307.51,38049.73186,779202866.51,36299.29308,15041441.0,1750.4387800000002,26878.8,23.715729999999997,14318666.4,2235.93569,118343090.8,7806.840590000001,239067940.88,10596.553259999999,247487522.61,9668.494990000001,171603058.43,6962.58072,3397149.59,755.61088,1,4,9,2,2018
8478,30124,163218088.12,16715.56849,137862455.54,13486.29685,25355632.58,3229.27164,586284.52,233.46202000000002,19216322.41,4219.92861,42422913.68,4488.41442,45592923.61,3782.0447200000003,36038490.15,2658.47177,18513751.65,1266.01438,847402.1,67.23257,1,4,10,1,2018
8479,31415,137566178.63,18436.39803,107346205.18,14062.761,30219973.45,4373.63703,295328.57,197.00489,16230823.9,4026.2474399999996,37221362.92,4883.35497,39526974.71,4558.18345,30777782.47,3351.50452,13069426.62,1358.20648,444479.44,61.896280000000004,1,4,10,2,2018
8480,30254,101069017.75,12325.80748,97560017.9,11681.68651,3508999.85,644.12097,181439.65,94.00341,7165127.02,1706.6252,18418266.19,2631.94356,25219219.33,2869.13343,30930835.15,3179.40622,17777948.1,1719.64212,1376182.31,125.05353999999998,1,11,1,1,2018
8481,13611,33505923.22,7084.502979999999,32606375.97,6879.617270000001,899547.25,204.88571000000002,22559.65,15.78149,1563227.87,466.43434,5838751.53,1218.67764,11452903.21,2227.50614,10518775.69,2340.81558,3909383.9,785.80837,200321.37,29.47942,1,11,1,2,2018
8482,5185,116254157.28,4423.48076,115912110.75,4388.80876,342046.53,34.672,2946.75,0.9538700000000001,847936.32,119.90862,10306456.95,576.66063,33538243.27,1322.75072,42208219.1,1506.7015800000001,28781305.21,876.0229199999999,569049.68,20.48242,1,11,2,1,2018
8483,1262,19018302.81,999.4934199999999,18931761.74,990.81056,86541.07,8.68286,,,278401.08,49.1651,2229938.29,176.20305,6683515.36,355.7347,6781353.21,302.62795,3039640.09,111.76262,5454.78,4.0,1,11,2,2,2018
8484,37189,706413343.46,29539.42495,698587239.02,29121.6612,7826104.44,417.76375,127399.21,47.63134,17227922.48,1949.9422600000003,106656185.69,5768.94382,225595335.48,8316.12791,214371802.34,7265.59973,139263434.6,4611.22424,3171263.66,1579.95565,1,11,3,1,2018
8485,10555,113723239.06,8106.582840000001,111570627.43,7956.746840000001,2152611.63,149.836,59670.55,28.891309999999997,6072503.36,870.37084,26516843.35,2084.5980600000003,42166931.67,2387.49235,28384159.65,1596.44548,9922238.45,608.0889400000001,600892.03,530.6958599999999,1,11,3,2,2018
8486,60437,536316207.63,36376.53615,528493731.71,35713.34378,7822475.92,663.19237,206672.66,71.3617,17137504.27,2392.28816,95553711.49,7343.64732,190098561.37,11977.2117,169328484.52,10552.45815,62189948.83,3943.30252,1801324.49,96.2666,1,11,4,1,2018
8487,10446,83738923.53,7107.027770000001,82063744.09,6934.53737,1675179.44,172.4904,123803.93,24.036189999999998,2526415.71,506.02910999999995,16687389.8,1600.47541,28797480.45,2316.3451600000003,24542635.06,1896.6146399999998,10289128.33,723.43987,772070.25,40.08739,1,11,4,2,2018
8488,70442,1061956744.17,53801.04294,1038823890.05,52088.73979,23132854.12,1712.30315,234058.38,118.21988999999999,38411777.03,4916.262229999999,193164751.59,12888.61621,370268486.95,16981.73804,319250583.79,13210.586159999999,134144627.92,5419.84566,6482458.51,265.77475,1,11,5,1,2018
8489,52460,461917455.8,39899.37018,452648801.82,38854.40594,9268653.98,1044.96424,100681.99,62.81681,28115947.94,5083.20367,136677769.1,13083.612720000001,175295401.54,13308.05854,92483460.01,6430.24957,28046496.51,1835.8877100000002,1197698.71,95.54115999999999,1,11,5,2,2018
8490,4875,77706293.4,3499.32409,75794609.27,3415.4429600000003,1911684.13,83.88113,76652.73,12.7418,4088587.36,508.5587,18902797.28,1138.95356,21909676.17,910.2383699999999,23223236.86,652.5043599999999,9205723.15,262.5696,299619.85,13.7577,1,11,6,1,2018
8491,2411,26731520.38,1724.92204,26033521.28,1674.9412,697999.1,49.98084,6006.2,9.88942,1951223.42,262.03637000000003,7526797.37,548.57892,8130033.15,512.69302,6741080.46,291.07562,2220300.7,93.74863,156079.08,6.900060000000001,1,11,6,2,2018
8492,7365,132403135.86,3924.1584700000003,131908340.14,3895.28518,494795.72,28.87329,3146.29,2.75387,915060.69,139.69777,7155666.91,432.38959000000006,42771388.53,1179.97877,47659707.25,1183.0095900000001,32959875.74,848.4231,938290.45,137.90578,1,11,7,1,2018
8493,7147,95969164.41,4066.54241,95393597.89,4027.7523100000003,575566.52,38.7901,,,1017270.46,158.37148,11864566.44,796.02805,43673316.2,1475.27611,28248656.56,895.08832,10616276.08,362.82777000000004,547015.57,375.95068,1,11,7,2,2018
8494,45853,474099978.08,28849.6114,465324244.6,28067.291589999997,8775733.48,782.31981,54244.95,41.51205,17608088.08,3528.47959,86573578.94,6911.06915,152569774.5,8321.6272,147111407.25,6934.47605,67983317.87,2946.3886899999998,2199566.49,166.05867,1,11,8,1,2018
8495,41291,268521211.05,26571.85127,262863550.32,25917.52518,5657660.73,654.32609,15965.27,32.58133,11625622.55,3071.7312,56291169.08,6174.16039,89526594.96,8050.03394,79308051.83,6676.3716,30796494.2,2453.15945,957313.16,113.81336,1,11,8,2,2018
8496,76408,1489669344.62,59490.83786,1480446988.91,58888.77582,9222355.71,602.06204,92420.18,39.84469,23763290.04,3237.52207,179771728.27,10116.909029999999,416081858.36,15619.25335,463117415.67,15362.972380000001,394405484.31,13618.71712,12437147.79,1495.6192199999998,1,11,9,1,2018
8497,92695,1378816760.76,72460.61155,1367115245.3,71367.1286,11701515.46,1093.48295,124496.75,43.0779,22394649.01,3954.62169,200539320.44,14717.37779,394805444.33,19724.71029,448988184.1,19296.444030000002,305860190.62,13286.54372,6104475.51,1437.8361300000001,1,11,9,2,2018
8498,66573,394863004.09,38958.77598,373538254.68,36556.964530000005,21324749.41,2401.81145,737620.74,278.9774,37352818.42,8114.71539,94014074.56,10762.86719,111288045.9,9203.94046,104391672.73,7293.28582,45218078.58,3127.86402,1860693.16,177.1257,1,11,10,1,2018
8499,64646,291615167.99,40627.09565,277783567.34,38581.53475,13831600.65,2045.5609,205537.84,171.92553999999998,31243808.67,7998.03625,85366952.87,11940.288120000001,86118707.51,10584.1497,65000321.21,7292.2671900000005,22683040.35,2491.7328899999998,996799.54,148.69596,1,11,10,2,2018
8500,107978,158895204.92,28854.379269999998,146109319.59,25371.743919999997,12785885.33,3482.63535,493241.38,329.55357000000004,14341669.25,4429.59434,32883727.29,6191.07692,39893817.88,6176.4521,42350730.67,7050.296,27616325.54,4454.82205,1315692.91,222.58428999999998,1,14,1,1,2018
8501,46590,52172175.13,18346.1922,48482382.53,17044.287659999998,3689792.6,1301.90454,58239.28,48.14059,2409195.07,1019.61728,8797018.24,2555.5100399999997,17281691.25,5026.49644,17639743.82,6738.505859999999,5790881.16,2893.99257,195406.31,63.92941999999999,1,14,1,2,2018
8502,3800,78092678.27,2804.60415,77807082.33,2777.3916,285595.94,27.21255,5046.01,5.0473099999999995,525512.14,93.39478000000001,7048052.59,359.60326000000003,17042627.33,661.4682700000001,26061001.23,939.32201,26781417.87,723.11753,629021.1,22.65099,1,14,2,1,2018
8503,688,11015345.71,529.22954,10992038.11,520.01018,23307.6,9.21936,,,101241.12,30.20338,1504084.69,89.89650999999999,3610955.37,166.51963,3685221.82,158.07799,2057127.79,81.53203,,,1,14,2,2,2018
8504,31626,447257035.97,24844.27707,440704948.27,24367.2622,6552087.7,477.01487000000003,111889.41,47.00994,21899129.16,2251.9985899999997,94395775.33,6046.81229,142207057.8,7390.17595,127129548.1,6079.38541,59951011.32,2948.56623,1562624.85,80.32866,1,14,3,1,2018
8505,10986,101451092.9,8480.77042,99723927.66,8302.67471,1727165.24,178.09571,26517.12,14.12429,4591810.29,714.9100900000001,26415849.51,2276.4717,36687159.77,2840.0235399999997,24991013.81,1925.7192899999998,8456105.09,681.3691200000001,282637.31,28.152390000000004,1,14,3,2,2018
8506,29572,260424880.47,17992.08995,256492378.3,17630.77869,3932502.17,361.31126,70686.73,30.359809999999996,10646684.87,1394.24519,53081877.56,4057.6731299999997,83273872.25,5309.503110000001,77829548.14,4913.6510100000005,34479309.78,2223.85285,1042901.14,62.80485,1,14,4,1,2018
8507,5606,40432561.67,3546.3599200000003,39904887.34,3467.7309700000005,527674.33,78.62895,22215.02,4.70531,1822960.52,344.22202000000004,9722860.34,916.0833,14017501.37,1083.24035,10326726.0,840.0832,4240986.76,339.88831,279311.66,18.13743,1,14,4,2,2018
8508,48485,573689958.06,33991.30802,562048579.85,32618.06981,11641378.21,1373.23821,138134.63,69.11654,24697206.11,3201.44782,111706806.29,8139.117909999999,178940626.71,9647.292640000001,166457621.11,8401.50755,88747181.25,4348.93811,3002381.96,183.88745,1,14,5,1,2018
8509,32262,263081177.75,23408.37726,258281230.93,22658.92109,4799946.82,749.45617,81906.85,32.48778,17093110.22,2817.34117,83938925.94,7693.35875,91705911.86,7172.48453,51603757.66,4117.64203,18078331.46,1491.67253,579233.76,83.39047,1,14,5,2,2018
8510,3385,60070102.4,2596.73775,59476322.04,2561.3699300000003,593780.36,35.36782,525.0,3.02537,3151318.9,374.49707,15897920.19,890.61416,15815569.57,649.0817900000001,15964440.95,427.70527999999996,7966720.41,224.98203999999998,1273607.38,26.832040000000003,1,14,6,1,2018
8511,1489,18829422.44,1115.0593800000001,18638882.86,1097.92535,190539.58,17.13403,,,1098388.42,158.97849,5949189.97,423.72216,4964960.14,272.62684,4850346.86,175.19118999999998,1915897.2,79.0249,50414.85,3.5158,1,14,6,2,2018
8512,5974,117152560.45,3336.18217,116948000.08,3312.7931,204560.37,23.38907,3190.83,3.6998,967441.44,121.16838,8177122.66,420.06847999999997,38109341.3,967.4380199999999,44814627.66,1049.1620300000002,24821326.69,661.49639,259509.87,113.14907,1,14,7,1,2018
8513,5299,83370666.84,3212.1057600000004,83087175.54,3185.40985,283491.3,26.695909999999998,213.56,0.08059,849822.58,114.3794,9535790.48,560.8892599999999,37300805.58,1191.2979,27460827.36,793.45217,8018518.37,293.79806,204688.91,258.20838,1,14,7,2,2018
8514,26807,255642497.02,15744.43997,251477981.97,15225.486719999999,4164515.05,518.95325,51759.12,23.01139,11218969.67,1949.20133,51589880.54,4077.2620100000004,68646128.62,4023.50181,74245898.16,3576.0852600000003,48305799.59,1973.70825,1584061.32,121.66991999999999,1,14,8,1,2018
8515,28143,189246998.81,17575.113569999998,186763612.59,17132.64994,2483386.22,442.46362999999997,19835.44,18.7564,7839789.27,1930.13684,41404653.84,4360.84605,52804844.12,4609.17045,57855895.54,4530.615229999999,28416177.79,2048.56394,905802.81,77.02466,1,14,8,2,2018
8516,53178,866983506.56,37532.34377,862032348.88,37158.22055,4951157.68,374.12322,30504.37,32.79626,14750763.19,2400.51076,111364734.34,6656.0430799999995,223420680.55,8775.6165,261260385.56,9374.87385,244634442.22,9385.432190000001,11521996.33,907.07113,1,14,9,1,2018
8517,78008,1032776577.66,58952.1423,1025607648.11,58149.916710000005,7168929.55,802.22559,51803.06,23.72208,21024643.16,3801.29626,175768144.66,12443.24234,283380629.17,14521.01276,315871290.35,15311.539690000001,231838755.45,11718.3546,4841311.81,1132.9745699999999,1,14,9,2,2018
8518,29735,159080287.31,15594.637869999999,152239763.49,14786.88331,6840523.82,807.75456,170181.34,93.38001,16023824.87,3332.94179,41618166.14,4348.72886,38592279.74,3277.4697699999997,38811242.72,2839.01149,23318230.41,1641.08439,546362.09,62.02156,1,14,10,1,2018
8519,27779,118870457.54,16319.64972,113117112.64,15475.473590000001,5753344.9,844.1761300000001,69545.74,81.98297,14216182.14,3730.9150600000003,36637179.37,4859.979920000001,29525929.93,3503.1276299999995,25747594.51,2801.17334,12312358.56,1288.80393,361667.29,53.666869999999996,1,14,10,2,2018
8520,66590,83327597.74,20563.64129,61090485.21,15227.98707,22237112.53,5335.65422,186088.6,247.77176,8136559.01,3116.85498,19384846.06,4679.15109,24854328.4,5422.4561,20819153.73,4675.75084,9459769.15,2345.14013,486852.79,76.51639,1,18,1,1,2018
8521,23517,28593409.02,11692.18255,22649085.94,9838.58496,5944323.08,1853.5975899999999,45586.77,41.75415,1491841.81,702.2561599999999,5235574.84,1836.86291,9110037.76,3260.1813899999997,8876012.83,3901.4182299999998,3594061.81,1904.2709100000002,240293.2,45.4388,1,18,1,2,2018
8522,4870,106239892.69,4210.652239999999,105472628.66,4164.9158,767264.03,45.73644,4499.66,1.51915,1391528.07,134.48366000000001,11005052.66,562.75646,27016502.81,1071.85643,38563480.73,1430.20391,27678803.35,976.7601400000001,580025.41,33.07249,1,18,2,1,2018
8523,1224,20088157.74,992.51965,19873691.27,978.56705,214466.47,13.9526,1086.5,0.61311,238890.09,32.54894,2951368.85,172.24992,6819470.72,325.24764,6414853.71,289.02778,3602267.81,157.34487,60220.06,15.48739,1,18,2,2,2018
8524,17880,276776932.02,14461.504219999999,269204406.2,13834.730919999998,7572525.82,626.7733,84013.54,27.705890000000004,10857018.35,1322.78259,47862011.77,3245.59618,88382950.8,4354.64391,84320075.92,3650.77911,44268937.46,1812.32408,1001924.18,47.67246,1,18,3,1,2018
8525,7605,74761973.46,6007.0699,72078610.96,5732.63492,2683362.5,274.43498,5881.08,8.78417,3605089.54,628.38306,17920379.07,1530.13387,26437648.59,1911.04192,19841057.35,1425.16566,6812595.29,490.63179,139322.54,12.92943,1,18,3,2,2018
8526,31569,303907592.5,20452.93017,291472696.58,19212.97624,12434895.92,1239.9539300000001,103174.52,31.64875,10191061.85,1381.6771199999998,56155386.86,4322.0056,104481975.25,6497.29067,92480439.52,5754.68959,38497252.18,2394.76827,1998302.32,70.85016999999999,1,18,4,1,2018
8527,5923,47174258.25,3797.45806,45670868.16,3588.22745,1503390.09,209.23061,23818.31,9.00568,1619256.59,313.55244,10424591.22,950.25131,16609629.79,1211.31296,12776560.47,901.04791,5218055.82,389.6543,502346.05,22.63346,1,18,4,2,2018
8528,59093,728800209.83,43248.72949,691006166.01,39651.16275,37794043.82,3597.5667399999998,386748.68,89.44062,33093854.24,4419.6058,150183008.49,10880.512929999999,239159692.65,13077.16187,208707353.71,10218.94579,93836259.82,4334.524920000001,3433292.24,228.53756,1,18,5,1,2018
8529,40933,366738681.79,30608.302410000004,351385380.31,28721.1954,15353301.48,1887.1070100000002,141281.61,54.66871999999999,24971987.16,4062.1573299999995,104144918.98,9358.25701,134817412.86,9676.22791,78170382.41,5640.58828,23835790.68,1716.4740199999999,656908.09,99.92914,1,18,5,2,2018
8530,4435,81865826.46,3486.31196,76253349.8,3190.55775,5612476.66,295.75421,8336.28,5.0,3600951.27,416.2794,25778946.58,1367.88516,25691873.66,956.96367,18188050.97,508.59675,8490789.53,222.36157999999998,106878.17,9.2254,1,18,6,1,2018
8531,2458,32569044.0,1925.74865,27324720.0,1608.76972,5244324.0,316.97893,1896.29,2.10162,1865867.34,258.06721,13062447.3,786.95104,10582419.82,566.59868,4703592.35,212.60553,2330780.74,95.42456999999999,22040.16,4.0,1,18,6,2,2018
8532,6431,126987486.57,3715.17098,126332845.06,3657.6587700000005,654641.51,57.512209999999996,3170.21,4.24125,1054750.3,151.48064,6354341.46,382.81714,40204110.77,1117.06574,51907020.97,1152.89905,26786676.2,771.32606,677416.66,135.3411,1,18,7,1,2018
8533,6383,99849999.34,3771.08912,99296364.89,3716.5400299999997,553634.45,54.54909,4299.74,1.13991,1080965.16,155.08746000000002,9409390.33,638.748,46320626.16,1463.96841,34491105.08,982.89819,8378690.41,353.44871,164922.46,175.79844,1,18,7,2,2018
8534,27547,258079890.18,16623.161819999998,245923271.74,15464.616740000001,12156618.44,1158.54508,93649.19,66.83708,11732768.4,2309.554,53748793.09,4422.181610000001,80290953.2,4631.09894,75612997.3,3604.54164,34965901.8,1504.80017,1634827.2,84.14838,1,18,8,1,2018
8535,30122,210786911.37,18941.28475,203131447.39,17983.09987,7655463.98,958.18488,70798.68,61.50216999999999,9598995.96,2480.17237,43842982.48,4599.40442,64392078.11,5220.37917,62033112.64,4544.886979999999,29758885.92,1946.8894100000002,1090057.58,88.05023,1,18,8,2,2018
8536,63427,1169767186.12,47321.5045,1159251954.44,46431.30588,10515231.68,890.1986199999999,121957.39,33.22999,15966563.08,2466.22717,122834174.78,7426.35878,295681536.18,11571.400090000001,369468719.18,12789.51914,339362506.35,11496.1441,26331729.16,1538.62523,1,18,9,1,2018
8537,90588,1349525111.42,69861.01242,1334256310.47,68053.37312999999,15268800.95,1807.6392899999998,154786.87,32.190090000000005,21700519.75,3676.88416,196255719.34,13416.08754,359158355.66,17840.569359999998,424226784.39,18954.16444,337348257.01,14203.584319999998,10680688.4,1737.5325100000002,1,18,9,2,2018
8538,43749,278042263.73,25403.39316,252204565.09,22742.08786,25837698.64,2661.3053,372572.53,187.6055,28330018.32,5401.05459,72277027.65,7090.73497,73946960.97,5911.0625,64930829.76,4364.07418,36930397.63,2331.85059,1254456.87,117.01083,1,18,10,1,2018
8539,40238,199734584.36,24800.33256,182963370.96,22340.00746,16771213.4,2460.3251,245986.17,129.24036999999998,22361089.53,5317.89085,56486843.12,7114.0541299999995,53468458.22,5892.47252,46104823.59,4449.197029999999,20244469.13,1803.27705,822914.6,94.20061,1,18,10,2,2018
8540,49850,166865585.69,20235.691909999998,114273953.07,12564.112490000001,52591632.62,7671.57942,372035.21,137.07433999999998,14108922.2,2829.01622,37714690.6,4927.84886,54267535.85,6044.3821,42804401.62,4526.379379999999,16556211.16,1695.40887,1041789.05,75.58214,1,21,1,1,2018
8541,39860,110956966.82,20853.54512,48200234.56,8906.862790000001,62756732.26,11946.68233,135823.48,56.87866999999999,8347366.19,2004.20705,24324108.59,4668.8372,40914363.98,7262.046840000001,30732437.98,5604.45204,6275053.96,1224.29656,227812.64,32.82676,1,21,1,2,2018
8542,4144,107960125.04,3720.2446700000005,107056320.82,3674.75438,903804.22,45.49029,360.0,0.17748,1266215.96,77.93203000000001,13996256.66,556.92102,35112494.31,1200.92759,37236613.15,1219.08152,20068667.79,651.9887,279517.17,13.21633,1,21,2,1,2018
8543,697,15915216.02,611.62196,15676528.42,596.33885,238687.6,15.28311,,,237132.89,24.70909,3463806.46,145.28603999999999,6613607.79,238.43769,3716014.27,128.29924,1852406.69,68.8899,32247.92,6.0,1,21,2,2,2018
8544,13863,246447272.09,10302.61861,241004880.9,9870.8913,5442391.19,431.72731,53666.78,11.717989999999999,5779635.43,691.3937900000001,41191043.92,2187.74461,86412761.0,3207.18323,69394812.23,2513.61135,42672012.77,1528.79185,943339.96,162.17578999999998,1,21,3,1,2018
8545,4991,49176976.15,3879.5563,47245316.61,3636.3455,1931659.54,243.2108,12760.82,4.02431,1804663.7,306.66425,10923426.14,925.30021,18992963.91,1251.83392,12763680.8,950.53032,4566268.0,411.05662,113212.78,30.14667,1,21,3,2,2018
8546,23619,232773206.83,14766.756519999999,223843525.59,13977.94438,8929681.24,788.81214,66594.62,27.737759999999998,8505052.77,957.5361300000001,46978757.21,3149.32447,80179161.78,4853.715120000001,67580328.03,3978.7321899999997,28630781.59,1722.4747300000001,832530.83,77.23612,1,21,4,1,2018
8547,4992,28323210.0,2833.29811,25721142.52,2428.6010899999997,2602067.48,404.69702,8374.54,2.98735,1307591.19,244.66534,6332778.37,659.1519400000001,10832161.49,976.3706599999999,7235349.84,696.7641,2381395.33,237.951,225559.24,15.407720000000001,1,21,4,2,2018
8548,43600,446820306.8,29468.906310000002,403839175.41,24719.91777,42981131.39,4748.98854,300942.76,101.95147,22105660.91,3306.23757,90396069.62,7288.39137,151855657.98,9181.7566,125069587.46,6821.620309999999,54331261.1,2638.56226,2761126.97,130.38673,1,21,5,1,2018
8549,45473,259680744.31,31220.08154,203348265.45,21846.802509999998,56332478.86,9373.27903,141365.94,67.27574,17285705.64,3523.1945,72165038.19,8385.495009999999,95107163.88,10386.59952,60082661.94,7116.166859999999,14437274.59,1682.80951,461534.13,58.5404,1,21,5,2,2018
8550,1745,29248529.72,1319.35561,28891234.68,1294.47451,357295.04,24.8811,2033.36,11.04942,1283854.97,173.87407,6423557.86,421.0288,7984454.47,347.67577,9788842.59,257.14786000000004,3701999.31,104.57969,63787.16,4.0,1,21,6,1,2018
8551,803,8486746.8,561.52973,8413679.36,553.03193,73067.44,8.4978,1599.08,6.0,617777.02,95.02072,2459568.15,178.20174,2516157.15,162.74453,1876507.24,81.41844,966486.91,35.23088,48651.25,2.91342,1,21,6,2,2018
8552,3910,58463107.84,1781.02927,57969715.48,1723.06637,493392.36,57.9629,3787.32,0.72687,286891.08,49.98458,2978589.52,184.23772,17505831.32,514.90543,22294295.97,556.31651,15208643.1,417.50119,185069.53,57.35697,1,21,7,1,2018
8553,3979,40794515.04,1778.74578,40230427.18,1702.1552600000002,564087.86,76.59052,927.86,1.1583700000000001,420246.82,62.065290000000005,3960031.43,307.11146,19269047.47,693.58618,12978396.37,441.51714000000004,4067408.13,162.69367,98456.96,110.61367,1,21,7,2,2018
8554,23450,158188307.03,11414.77816,147220028.99,9988.30578,10968278.04,1426.4723800000002,46962.26,32.12045,7066698.43,1514.78954,35755064.45,2949.67423,53124022.33,3414.75103,43815536.44,2462.64881,17379513.47,963.46063,1000509.65,77.33346999999999,1,21,8,1,2018
8555,20861,113603752.64,11772.37009,106042307.54,10509.70416,7561445.1,1262.6659300000001,13858.01,18.71544,4666008.87,1270.00586,22496009.88,2591.84268,35238124.33,3420.32367,34153631.76,3031.98315,16650837.4,1375.15912,385282.39,64.34017,1,21,8,2,2018
8556,33389,512145822.97,22979.042230000003,508224106.0,22609.499509999998,3921716.97,369.54272000000003,44176.87,42.83576,6500657.67,1339.59045,48802989.18,3191.61244,139203765.31,5630.46831,173883248.88,6512.65276,139796886.54,5650.10192,3914098.52,611.7805900000001,1,21,9,1,2018
8557,47478,614077593.59,34437.49753,606055673.79,33405.37339,8021919.8,1032.1241400000001,83309.48,24.323620000000002,10318583.78,2122.50246,85289204.38,6750.805759999999,183801941.34,9509.02699,198371288.29,9072.6547,133675204.12,6245.894520000001,2538062.2,712.28948,1,21,9,2,2018
8558,23772,122476933.34,12719.5766,114083921.3,11685.03351,8393012.04,1034.5430900000001,169330.87,124.60846000000001,11702439.15,2800.6455899999996,31025259.53,3351.21643,35290578.52,3034.23481,30203472.57,2325.80926,13463628.58,1022.1301900000001,622224.12,60.93186,1,21,10,1,2018
8559,24149,97689427.14,13855.753840000001,88068793.24,12424.784440000001,9620633.9,1430.9694,94577.97,104.63649000000001,10013275.64,2718.9655,26923008.85,3795.96795,28776510.73,3525.02995,22329172.32,2622.21408,9281528.5,1036.0181699999998,271353.13,52.9217,1,21,10,2,2018
8560,155712,150804114.67,35003.50442,132876059.98,31334.54972,17928054.69,3668.9547,616544.26,656.99231,16307995.54,5960.16569,35260427.67,7552.751020000001,36728793.86,7350.2398299999995,38731257.04,8023.3243299999995,22419048.6,5049.41474,740047.7,410.6165,1,23,1,1,2018
