M190_1,M190_2,M190_3,M190_4,M190_5,M190_6,M190_7,M190_8,M190_9,M190_10,M190_11,M190_12,M190_13,M190_14,M190_15,M190_16,M190_17,M190_18,M190_19,M190_20,M190_21,CCAA,PROV,SECTOR,SEXO,EJER,MODELO
2921,19137535.490000,2132.731950,14606446.870000,1563.625430,4531088.620000,569.106520,79087.520000,19.603960,2862810.610000,539.774890,5248978.390000,564.762460,5012919.800000,491.247900,3719728.230000,312.333690,2139524.480000,195.009050,74486.460000,10.000000,7,42,10,2,2009,190
2811,19635458.900000,2110.650000,14836661.050000,1524.811490,4798797.850000,585.838510,57892.520000,17.586260,2829678.560000,495.660570,5521673.370000,593.661600,4979029.690000,466.239320,4040034.230000,338.747400,2104614.580000,191.754850,102535.950000,7.000000,7,42,10,2,2010,190
2826,19399095.230000,2088.133070,14685369.230000,1499.854420,4713726.000000,588.278650,77276.720000,16.423510,2529761.350000,460.097870,5567177.440000,588.284460,5099478.470000,495.111870,4146957.560000,350.012420,1869370.780000,170.202940,109072.910000,8.000000,7,42,10,2,2011,190
2778,18091097.920000,2061.066840,14217887.250000,1550.570760,3873210.670000,510.496080,48526.010000,15.000000,2131833.640000,427.162260,5076464.120000,581.554010,4779496.240000,482.749530,3913714.010000,360.504710,2001753.120000,185.096330,139310.780000,9.000000,7,42,10,2,2012,190
3043,17540065.310000,2154.478990,14430948.300000,1692.910510,3109117.010000,461.568480,46247.310000,16.143690,1852158.200000,403.035400,4980579.200000,632.160190,4763546.110000,510.976400,3999366.180000,395.242480,1778383.780000,180.920830,119784.530000,16.000000,7,42,10,2,2013,190
3355,17322041.400000,2169.263650,14498306.590000,1752.945970,2823734.810000,416.317680,32816.920000,10.000000,1907479.470000,439.829700,4786270.080000,609.599600,4752515.600000,514.455420,3757092.230000,378.587560,2032785.570000,203.272480,53081.530000,13.518890,7,42,10,2,2014,190
3494,18009722.280000,2249.295080,15134595.930000,1830.601770,2875126.350000,418.693310,15013.470000,22.393310,2080345.320000,476.067320,4915600.150000,610.841910,4925631.530000,515.576550,3966964.980000,405.477890,2055714.750000,208.758540,50452.080000,10.179560,7,42,10,2,2015,190
3873,19461787.150000,2384.801370,16471146.650000,1961.572350,2990640.500000,423.229020,14588.710000,16.166580,2246421.420000,515.385230,5209971.830000,626.685070,5245270.740000,562.605720,4500428.330000,435.704760,2084439.510000,207.254010,160666.610000,21.000000,7,42,10,2,2016,190
6158,39221703.140000,3954.319740,32357892.800000,2650.824160,6863810.340000,1303.495580,70937.120000,53.701810,2549580.910000,661.571790,8658284.030000,1052.270690,10807314.330000,911.619480,10964833.990000,813.767050,5986826.980000,446.139210,183925.780000,15.249710,7,47,1,1,2009,190
7432,43351289.620000,4727.421050,34276447.840000,2678.840160,9074841.780000,2048.580890,73082.950000,48.705050,2866704.310000,818.602300,9505229.310000,1285.065480,12227458.590000,1116.696600,12387936.710000,925.905110,6075357.130000,510.786050,215520.620000,21.660460,7,47,1,1,2010,190
7559,43798125.260000,4789.442970,34593734.040000,2664.754520,9204391.220000,2124.688450,67153.890000,46.755970,2734050.480000,790.509720,9743440.550000,1298.460680,11541805.170000,1100.179170,12735165.590000,990.127620,6704879.690000,531.714580,271629.890000,31.695230,7,47,1,1,2011,190
7997,44189141.460000,4999.584500,34672975.790000,2988.508060,9516165.670000,2011.076440,66012.580000,38.278460,2455506.530000,781.825130,9420057.650000,1309.554100,12251796.240000,1251.921180,12499365.380000,1016.543880,7217942.110000,569.461750,278460.970000,32.000000,7,47,1,1,2012,190
8606,43673444.900000,5345.717940,33869615.440000,3271.426910,9803829.460000,2074.291030,84241.660000,42.274940,2466816.350000,857.271840,8813680.870000,1365.830370,12508625.210000,1388.272310,12219329.420000,1082.821380,7221038.350000,577.240810,359713.040000,32.006290,7,47,1,1,2013,190
9205,46199014.270000,5404.454860,35671748.180000,3145.120140,10527266.090000,2259.334720,54318.200000,41.341190,2732241.530000,828.146920,8869602.370000,1327.867640,13076932.280000,1435.072320,13180082.770000,1118.402910,7987210.100000,624.279470,298627.020000,29.344410,7,47,1,1,2014,190
9130,48176820.290000,5326.775290,36258442.470000,2992.794820,11918377.820000,2333.980470,40563.800000,41.084160,2835673.160000,822.115180,9042778.620000,1217.538060,13899498.140000,1434.296600,13393441.300000,1138.665180,8698915.920000,645.115040,265949.350000,27.961070,7,47,1,1,2015,190
9778,50816543.430000,5266.238520,37269951.640000,2929.523660,13546591.790000,2336.714860,67976.610000,53.622170,3201891.870000,786.484030,9043570.270000,1126.515770,14970657.620000,1438.091950,13656210.200000,1130.626430,9582905.810000,697.938980,293331.050000,32.959190,7,47,1,1,2016,190
2318,9988261.080000,1447.955930,7633436.780000,851.163950,2354824.300000,596.791980,13539.920000,17.909500,725795.040000,275.146190,3179806.320000,435.018070,3265228.740000,404.276900,2061600.870000,233.364200,673020.820000,74.631130,69269.370000,7.609940,7,47,1,2,2009,190
2444,10521432.570000,1594.507480,7793273.970000,770.415860,2728158.600000,824.091620,19392.300000,21.339620,729585.630000,281.871900,3334234.120000,506.400500,3293004.620000,435.297490,2302575.720000,257.876360,768256.290000,82.346620,74383.890000,9.374990,7,47,1,2,2010,190
2561,10415678.980000,1627.241560,7553266.210000,785.667490,2862412.770000,841.574070,17432.380000,18.240220,669638.520000,298.043610,3343627.700000,518.543640,3302191.970000,438.475280,2371178.090000,266.020330,660060.850000,83.918480,51549.470000,4.000000,7,47,1,2,2011,190
2341,10144914.720000,1532.119920,7406521.550000,788.787840,2738393.170000,743.332080,12229.760000,9.845690,663310.300000,257.261330,2848884.660000,448.209150,3395109.880000,439.223340,2463144.000000,284.895440,707692.490000,84.783810,54543.630000,7.901160,7,47,1,2,2012,190
2541,9989492.330000,1660.813230,7194993.080000,868.474920,2794499.250000,792.338310,13814.890000,12.776940,606486.830000,271.967810,2620287.230000,459.014320,3122732.980000,492.116760,2686799.120000,310.902810,846613.560000,105.034590,92757.720000,9.000000,7,47,1,2,2013,190
2852,10035883.630000,1702.515980,7087652.160000,787.347830,2948231.470000,915.168150,17376.950000,17.209540,594056.360000,273.618700,2158909.180000,443.737050,3450659.280000,511.004510,2661998.470000,327.035380,1073827.380000,119.910800,79056.010000,10.000000,7,47,1,2,2014,190
2800,10636025.330000,1672.649970,7435134.960000,791.104640,3200890.370000,881.545330,15774.630000,15.456890,592618.490000,272.269400,2128236.720000,418.456040,3781742.030000,495.713890,2887283.830000,331.226520,1126478.680000,128.559760,103890.950000,10.967470,7,47,1,2,2015,190
3203,11776517.620000,1737.180810,8034165.370000,808.432190,3742352.250000,928.748620,16838.230000,12.915540,697153.110000,247.911350,2357979.360000,426.641760,4073773.990000,506.814660,3057210.820000,374.266460,1480694.330000,154.631040,92867.780000,14.000000,7,47,1,2,2016,190
1729,41852373.330000,1543.434480,41181813.910000,1488.169940,670559.420000,55.264540,53870.920000,2.204910,808477.540000,80.665460,7921856.180000,347.795300,13228475.930000,469.920810,12826960.960000,415.404180,6709326.050000,210.110480,303405.750000,17.333340,7,47,2,1,2009,190
1748,43195670.280000,1540.285930,42512499.970000,1485.142640,683170.310000,55.143290,61431.630000,1.750300,790786.790000,75.610370,7569816.740000,329.967340,12962108.190000,462.924270,13832963.910000,423.264530,7769885.530000,234.769120,208677.490000,12.000000,7,47,2,1,2010,190
1795,44530179.610000,1517.204840,43985584.450000,1478.990460,544595.160000,38.214380,NULL,NULL,675857.250000,60.072380,6896298.280000,294.499500,12746776.020000,447.559030,15307506.670000,452.016820,8730815.620000,254.474470,118496.280000,7.582640,7,47,2,1,2011,190
1764,46462849.120000,1617.095930,45873598.210000,1576.682000,589250.910000,40.413930,NULL,NULL,624959.040000,55.123320,6392054.580000,285.464600,12110895.260000,446.666250,16966139.190000,534.677480,10083941.990000,281.836680,228297.240000,12.327600,7,47,2,1,2012,190
1677,45511845.410000,1514.280080,45091317.260000,1478.116600,420528.150000,36.163480,61478.270000,1.936010,429798.100000,49.062050,5287948.540000,239.353970,11811119.830000,423.506840,16896821.700000,494.039900,10795545.720000,295.580420,229133.250000,10.800890,7,47,2,1,2013,190
1613,45095285.830000,1448.786960,44729268.260000,1418.901200,366017.570000,29.885760,66897.280000,2.069570,330027.370000,35.011510,4676426.570000,218.823010,11550455.280000,398.024120,16352909.110000,486.140350,11709884.820000,297.450550,408685.400000,11.267850,7,47,2,1,2014,190
1514,43109213.050000,1354.347970,42748390.620000,1329.152870,360822.430000,25.195100,NULL,NULL,298814.220000,34.229070,3394456.890000,158.931330,11443241.840000,379.752400,15666077.430000,465.346160,11836976.480000,292.553280,458820.420000,22.535730,7,47,2,1,2015,190
1611,43293232.960000,1428.862970,42965334.170000,1402.847310,327898.790000,26.015660,NULL,NULL,298246.000000,35.427960,3497713.250000,162.805120,11368045.430000,380.585830,16193693.620000,508.986390,11391488.080000,310.341030,534657.610000,29.716640,7,47,2,1,2016,190
517,8880362.830000,441.667810,8764226.950000,421.904020,116135.880000,19.763790,NULL,NULL,192000.740000,23.342720,2790181.600000,142.189010,2871621.580000,133.205170,1855824.170000,86.879030,1166541.680000,55.051880,NULL,NULL,7,47,2,2,2009,190
526,8909796.440000,437.399760,8830213.470000,420.980110,79582.970000,16.419650,NULL,NULL,204981.880000,23.689400,2469049.590000,129.441370,2992238.820000,131.788440,1980618.120000,90.520040,1203434.290000,60.960510,NULL,NULL,7,47,2,2,2010,190
544,9270406.370000,446.681660,9192893.700000,435.921120,77512.670000,10.760540,NULL,NULL,133568.890000,16.603360,2374391.360000,133.093840,3163931.130000,140.084240,2309775.200000,99.371050,1264972.620000,56.529170,NULL,NULL,7,47,2,2,2011,190
554,9664260.160000,488.132390,9607667.460000,477.802780,56592.700000,10.329610,NULL,NULL,160943.800000,18.250290,2102366.030000,117.226780,3503314.240000,160.990880,2386926.620000,116.296560,1474655.590000,73.367880,NULL,NULL,7,47,2,2,2012,190
513,9478788.380000,441.932480,9420935.080000,432.418570,57853.300000,9.513910,NULL,NULL,106422.150000,14.449010,1705910.860000,93.655230,3298101.250000,144.441070,2822181.960000,117.447740,1469723.790000,66.939430,76448.370000,5.000000,7,47,2,2,2013,190
523,9379271.590000,451.694620,9271054.210000,429.539110,108217.380000,22.155510,NULL,NULL,97011.950000,15.599900,1439636.890000,81.787920,3251730.860000,153.824780,2988567.450000,124.501670,1561807.940000,72.980350,NULL,NULL,7,47,2,2,2014,190
508,9467049.120000,448.678240,9422886.670000,445.678240,NULL,NULL,NULL,NULL,56745.280000,9.693040,1200089.290000,71.383090,3388081.110000,161.550430,3076391.240000,121.256270,1693787.590000,77.795410,51954.610000,7.000000,7,47,2,2,2015,190
538,9818621.740000,479.226660,9763910.540000,474.556660,54711.200000,4.670000,NULL,NULL,99527.400000,10.673640,1179221.070000,76.542780,3594818.170000,165.645790,3083520.060000,130.972330,1803236.330000,83.392120,57639.240000,11.000000,7,47,2,2,2016,190
30304,658424935.700000,27308.712550,646653044.500000,26351.474590,11771891.200000,957.237960,300228.010000,46.669660,23199425.060000,2070.329650,153548579.570000,7274.557130,161003259.300000,6317.976940,162390174.110000,5456.645630,156064785.870000,6067.439820,1918483.780000,75.093720,7,47,3,1,2009,190
29397,641326990.140000,26705.763740,629282445.340000,25736.833540,12044544.800000,968.930200,175552.360000,35.802870,20861949.530000,1805.421010,148209248.300000,6897.856160,170943084.570000,6556.838520,155345112.870000,5189.212320,143604257.850000,6139.351520,2187784.660000,81.281340,7,47,3,1,2010,190
29448,640610534.000000,26559.419520,628182023.980000,25639.958320,12428510.020000,919.461200,126720.400000,32.934310,21026968.130000,1746.792610,148201570.570000,6796.186560,181501398.790000,6807.996150,151071875.220000,4968.887990,136969358.950000,6127.906490,1712641.940000,78.715410,7,47,3,1,2011,190
27810,603355992.020000,25529.739430,592375815.400000,24750.820930,10980176.620000,778.918500,120517.970000,21.237350,17224800.920000,1426.245910,132231397.760000,6217.109320,185448011.940000,7023.835870,138406181.120000,4609.775170,128085231.240000,5920.792020,1839851.070000,310.743790,7,47,3,1,2012,190
26778,584907138.580000,24339.554030,574477932.170000,23644.889170,10429206.410000,694.664860,89891.270000,21.236790,14849047.080000,1251.567620,121112724.520000,5676.280630,191170427.490000,7181.149170,134297661.390000,4471.807100,121452983.410000,5645.813510,1934403.420000,91.699210,7,47,3,1,2013,190
27011,592671362.250000,24234.745970,582376548.080000,23554.704820,10294814.170000,680.041150,145316.770000,19.105440,15189649.380000,1369.432430,118382642.210000,5580.379220,204080555.910000,7559.590010,137015579.820000,4544.665440,115999967.610000,5097.410730,1857650.550000,64.162700,7,47,3,1,2014,190
29270,633007786.450000,25725.447350,621355718.330000,24985.581640,11652068.120000,739.865710,20288.660000,19.211040,22921876.190000,1946.024590,126512731.080000,5910.912620,224598597.180000,8189.197330,145268888.330000,4817.750270,111921933.990000,4749.065430,1763471.020000,93.286070,7,47,3,1,2015,190
30786,663683944.490000,26461.943260,650978806.620000,25646.725770,12705137.870000,815.217490,15364.960000,17.611070,26749610.000000,2099.647150,132038879.300000,6078.969600,239840020.410000,8678.635730,153318471.010000,5082.924890,109716851.610000,4444.966410,2004747.200000,59.188410,7,47,3,1,2016,190
8225,120997950.770000,7065.959030,117925468.010000,6686.538160,3072482.760000,379.420870,24618.150000,8.314650,5080343.990000,634.450810,45341327.420000,2700.220100,36928954.120000,2019.155810,24547442.990000,1256.739690,8691820.950000,427.513500,383443.150000,19.564470,7,47,3,2,2009,190
7553,120828557.620000,6738.974160,117812283.410000,6363.784000,3016274.210000,375.190160,22349.750000,10.622360,4313143.410000,520.752400,42360094.210000,2456.298100,39591732.980000,2060.566160,24908243.000000,1216.057370,9256373.660000,455.113300,376620.610000,19.564470,7,47,3,2,2010,190
7593,125138508.620000,6658.242320,121896388.550000,6305.811640,3242120.070000,352.430680,41357.130000,13.447460,3989209.320000,459.895850,41654303.030000,2324.120480,43804978.420000,2159.442690,25050607.570000,1182.080090,10015934.120000,494.766700,582119.030000,24.489050,7,47,3,2,2011,190
7342,124870899.970000,6546.941570,121734666.420000,6221.595760,3136233.550000,325.345810,39474.260000,8.536910,3174049.690000,370.412580,39211072.410000,2187.629330,46224738.020000,2273.630750,24554708.450000,1172.049810,11285397.490000,508.293570,381459.650000,26.388620,7,47,3,2,2012,190
7175,122084952.530000,6404.191570,119368430.840000,6123.668350,2716521.690000,280.523220,19528.880000,7.776300,2655451.590000,342.738000,36450315.260000,2048.230190,48280761.030000,2322.896450,23783845.230000,1140.035200,10600982.260000,523.515430,294068.280000,19.000000,7,47,3,2,2013,190
7428,128781990.620000,6545.722300,125963192.130000,6287.592160,2818798.490000,258.130140,15909.210000,7.063380,2685599.070000,348.618780,35857012.470000,1995.742600,53045317.580000,2497.622840,24551728.960000,1132.422690,12311682.340000,544.269660,314740.990000,19.982350,7,47,3,2,2014,190
8275,141498967.990000,7130.752400,138478436.730000,6852.265800,3020531.260000,278.486600,26751.870000,11.338310,3983779.970000,454.846110,37892460.020000,2101.503380,59595451.220000,2714.583450,26582532.300000,1239.462230,13147165.210000,587.282840,270827.400000,21.736080,7,47,3,2,2015,190
8872,150805388.860000,7582.836820,147458911.540000,7298.484480,3346477.320000,284.352340,4197.460000,6.195750,5780793.140000,567.035390,38197685.880000,2149.073280,64237311.420000,2882.666300,29284794.280000,1346.443450,13055434.010000,612.422650,245172.670000,19.000000,7,47,3,2,2016,190
26264,374792191.630000,21153.479000,349093106.180000,18698.196160,25699085.450000,2455.282840,298981.440000,49.959450,21528242.710000,2171.578510,101471477.980000,6406.993940,113463445.870000,5910.882760,90700589.090000,4372.792540,45423742.140000,2184.583490,1905712.400000,56.688310,7,47,4,1,2009,190
22415,329920397.290000,18086.229500,308428441.520000,16072.190070,21491955.770000,2014.039430,211945.240000,40.372180,14985075.450000,1446.442160,85391378.390000,5347.095270,103647892.070000,5344.705300,83744798.530000,3921.576830,39880259.950000,1931.369840,2059047.660000,54.667920,7,47,4,1,2010,190
20116,303836314.570000,16232.946620,287906088.810000,14672.770670,15930225.760000,1560.175950,222788.340000,28.874100,9993746.560000,1019.854340,73368809.660000,4449.416030,100161074.720000,5047.309360,78583116.560000,3752.576650,39314013.440000,1859.681200,2192765.290000,75.234940,7,47,4,1,2011,190
17093,252799027.320000,13971.035550,241512711.800000,12789.379640,11286315.520000,1181.655910,104799.000000,22.213550,6273480.790000,691.742410,55655748.310000,3591.169510,85909662.830000,4521.302000,67766221.770000,3361.794670,35566642.980000,1717.930960,1522471.640000,64.882450,7,47,4,1,2012,190
14691,214551907.810000,11986.853110,207394872.670000,11216.521230,7157035.140000,770.331880,54907.420000,15.000000,4171975.630000,499.920590,42264758.390000,2760.023820,76522527.610000,4057.223900,59731856.000000,3065.693870,30728366.690000,1526.873210,1077516.070000,62.117720,7,47,4,1,2013,190
14349,210052110.990000,11372.525970,203314703.470000,10668.483490,6737407.520000,704.042480,50745.010000,13.674890,4055587.520000,498.597430,37556364.060000,2415.919930,77637289.410000,3961.934550,59056294.370000,2977.632300,30245686.840000,1453.816580,1450143.780000,50.950290,7,47,4,1,2014,190
14552,210648961.000000,11242.185780,203653782.130000,10546.253670,6995178.870000,695.932110,14039.880000,8.952680,3834450.970000,482.957220,34729363.130000,2172.533070,76883331.040000,3901.975790,62523809.770000,3108.643280,30824017.780000,1502.162140,1839948.430000,64.961600,7,47,4,1,2015,190
14584,219819040.990000,11168.072890,212139186.480000,10448.349150,7679854.510000,719.723740,17526.240000,10.993900,3569030.390000,442.084110,31767304.180000,1889.227980,82332346.970000,3885.974890,66382936.390000,3284.904490,33804024.060000,1603.164190,1945872.760000,51.723330,7,47,4,1,2016,190
4067,56349424.980000,3321.086290,55191491.380000,3156.998800,1157933.600000,164.087490,41854.110000,7.761390,2762766.660000,271.225580,21488053.080000,1301.337250,18932247.110000,1046.841350,9299274.280000,481.360910,3386264.930000,194.997380,438964.810000,17.562430,7,47,4,2,2009,190
3644,51812928.210000,3015.159960,50855526.940000,2903.664840,957401.270000,111.495120,42352.350000,8.000000,2085746.580000,212.512190,18609605.580000,1124.926620,18538205.310000,989.823940,8924071.730000,472.430870,3202768.680000,190.903910,410177.980000,16.562430,7,47,4,2,2010,190
3411,50658515.600000,2855.542170,49812021.470000,2768.833810,846494.130000,86.708360,51737.830000,7.211110,1492222.350000,165.922100,15538024.320000,952.271960,20186500.910000,1024.490250,9315967.140000,482.825480,3553629.670000,201.439280,520433.380000,21.381990,7,47,4,2,2011,190
3033,43512531.710000,2522.062060,42872889.070000,2459.044010,639642.640000,63.018050,17770.180000,7.000000,870564.950000,117.363370,11605720.810000,743.510250,17828795.410000,959.714290,8699347.220000,450.471390,4010948.590000,226.029710,479384.550000,17.973050,7,47,4,2,2012,190
2662,37778209.080000,2203.987910,37271375.500000,2140.640860,506833.580000,63.347050,9196.790000,5.000000,548115.350000,90.526480,9217243.520000,604.659160,16125723.110000,859.630270,7638011.810000,414.616500,3737062.090000,207.616150,502856.410000,21.939350,7,47,4,2,2013,190
2591,36320920.720000,2095.672950,35776318.990000,2028.842180,544601.730000,66.830770,1316.370000,4.000000,459416.520000,96.182410,7911998.020000,511.679150,15155943.190000,807.203540,8480692.120000,444.981310,3771828.950000,210.626540,539725.550000,21.000000,7,47,4,2,2014,190
2795,36505785.430000,2214.836190,35876756.530000,2140.310650,629028.900000,74.525540,NULL,NULL,634027.550000,132.207870,7415445.350000,495.853070,15192754.180000,844.601910,8510327.030000,476.122250,4174245.650000,242.660280,574802.540000,20.390810,7,47,4,2,2015,190
2945,37902525.130000,2266.737940,37233794.620000,2192.978390,668730.510000,73.759550,NULL,NULL,822261.180000,147.425160,6747895.160000,458.165060,15713889.130000,842.776280,9671192.080000,536.352200,4353668.940000,254.879050,591819.630000,25.140190,7,47,4,2,2016,190
29320,502184666.220000,24895.752770,484666109.060000,23332.505300,17518557.160000,1563.247470,269722.670000,69.284640,20123568.490000,2259.026010,114201304.070000,6842.992510,161028666.810000,7495.900660,145120465.800000,5663.943730,58896088.320000,2361.349620,2544850.060000,203.255600,7,47,5,1,2009,190
28587,495325308.090000,24397.732330,477281756.550000,22731.531580,18043551.540000,1666.200750,211338.070000,36.131680,16865078.150000,1933.192250,105264611.850000,6387.454620,161571947.960000,7544.712020,149318835.560000,5859.101800,59878038.720000,2439.243420,2215457.780000,197.896540,7,47,5,1,2010,190
28044,493819957.380000,23914.345360,476138484.520000,22244.744700,17681472.860000,1669.600660,244041.760000,36.607950,13985302.990000,1694.699160,96491279.030000,5911.359990,161930740.440000,7538.247390,154838639.530000,5997.645930,63870863.280000,2530.437380,2459090.350000,205.347560,7,47,5,1,2011,190
27335,470658631.400000,23405.352300,454634763.380000,21925.646280,16023868.020000,1479.706020,195241.810000,28.148750,11508121.130000,1517.036820,85189314.930000,5468.457350,155948945.370000,7459.441660,149263569.950000,6067.751870,65817620.620000,2658.292520,2735817.590000,206.223330,7,47,5,1,2012,190
27346,458739648.220000,23134.040560,444147875.910000,21765.946670,14591772.310000,1368.093890,215155.630000,33.421310,9848342.050000,1452.822180,77766807.540000,5211.185040,151948782.610000,7352.732190,148089042.590000,6100.642970,68212209.210000,2768.668890,2659308.590000,214.567980,7,47,5,1,2013,190
27781,458060310.150000,23051.108260,443577468.270000,21752.758680,14482841.880000,1298.349580,155936.150000,24.007130,9752536.390000,1497.280360,72806777.700000,4823.428190,151206091.330000,7360.825010,150526536.740000,6239.471580,71164595.350000,2890.794640,2447836.490000,215.301350,7,47,5,1,2014,190
28465,471623983.280000,23085.945370,455570920.060000,21680.131260,16053063.220000,1405.814110,16235.540000,23.746210,10555407.640000,1489.304680,69400844.170000,4494.381500,152097163.910000,7242.313780,156948586.330000,6411.970450,79819913.110000,3177.829960,2785832.580000,246.398790,7,47,5,1,2015,190
29308,484376512.820000,23561.634930,466743707.290000,22074.500080,17632805.530000,1487.134850,37595.650000,26.063010,11211340.800000,1539.995620,68251652.640000,4350.433270,152333611.660000,7215.614320,162114803.210000,6677.524680,87416692.740000,3472.447140,3010816.120000,279.556890,7,47,5,1,2016,190
22500,230082180.150000,18055.384030,225072871.580000,17444.735060,5009308.570000,610.648970,181635.310000,49.707870,20031851.830000,2796.783450,87098476.470000,6824.827280,71955761.790000,5092.906190,38041245.500000,2494.411930,12041436.700000,755.023600,731772.550000,41.723710,7,47,5,2,2009,190
21772,233661859.530000,17837.896440,228440010.200000,17152.168000,5221849.330000,685.728440,176779.150000,45.434030,17053214.010000,2393.622930,84120220.380000,6559.591150,76182843.800000,5314.460950,41151472.750000,2634.486510,14048242.100000,835.114540,929087.340000,55.186330,7,47,5,2,2010,190
21318,237818715.100000,17639.155610,232711057.290000,16975.330610,5107657.810000,663.825000,144767.000000,34.310450,15126321.830000,2153.713580,80357214.770000,6244.504030,80656006.520000,5429.289510,44896389.730000,2802.300190,15703337.770000,918.172080,934677.480000,56.865770,7,47,5,2,2011,190
21485,232365016.110000,17545.380470,227649804.820000,16941.139460,4715211.290000,604.241010,132644.460000,28.156910,12651154.720000,1986.722100,73753108.900000,5914.035250,81322749.740000,5632.698300,47267634.780000,2955.839240,16116572.440000,969.418850,1121151.070000,58.509820,7,47,5,2,2012,190
22683,234410546.990000,17843.896860,229986299.190000,17256.946730,4424247.800000,586.950130,94432.730000,23.238110,10511390.370000,1793.990390,70285829.960000,5814.856780,85869324.160000,5985.299990,50194279.260000,3151.841790,16670180.250000,1017.539670,785110.260000,57.130130,7,47,5,2,2013,190
22968,242960538.930000,18372.096050,238709393.870000,17802.362930,4251145.060000,569.733120,72896.960000,24.123570,10146587.170000,1768.796590,66454033.770000,5551.588620,94111609.130000,6575.906430,53874562.390000,3341.979410,17536946.870000,1050.766220,763902.640000,58.935210,7,47,5,2,2014,190
23635,251655067.820000,18520.804040,246658021.090000,17854.084040,4997046.730000,666.720000,33835.280000,14.934060,9583631.220000,1649.530420,62843680.290000,5205.208650,99272136.890000,6759.793180,59252312.590000,3614.549060,19863213.680000,1203.788670,806257.870000,73.000000,7,47,5,2,2015,190
24116,260209181.910000,19019.785190,254667683.940000,18256.957000,5541497.970000,762.828190,14926.200000,23.291110,10057124.050000,1698.439850,61193209.130000,4988.360630,102090699.350000,6966.136620,65249633.070000,3962.767750,20836686.160000,1292.045060,766903.950000,88.744170,7,47,5,2,2016,190
5042,90636946.090000,3339.352220,89786519.440000,3303.742060,850426.650000,35.610160,735.300000,3.010510,2946240.230000,279.697290,29218117.430000,1331.611270,32010983.350000,923.363010,18444149.910000,455.458480,7935488.010000,245.252450,81231.860000,100.959210,7,47,6,1,2009,190
3612,86591602.280000,2977.590030,85666022.550000,2937.506150,925579.730000,40.083880,41898.640000,3.742760,2342190.450000,227.653570,26066517.680000,1202.165830,32061649.230000,914.650990,19131351.910000,435.649980,6835615.610000,184.529330,112378.760000,9.197570,7,47,6,1,2010,190
4689,94207869.570000,3246.637850,93350834.440000,3205.443850,857035.130000,41.194000,4326.170000,1.303480,2084834.910000,212.931130,25512690.620000,1240.481020,34883003.470000,1024.433640,23339517.940000,535.356250,8151487.910000,219.755900,232008.550000,12.376430,7,47,6,1,2011,190
4476,89024079.130000,3182.940550,88151099.700000,3138.125690,872979.430000,44.814860,19282.680000,1.510810,1415418.500000,175.857380,24127469.940000,1195.786640,33195494.550000,1023.662160,22243830.470000,550.466640,7756191.610000,223.863630,266391.380000,11.793290,7,47,6,1,2012,190
3547,83526200.960000,2993.356880,82860775.630000,2956.783840,665425.330000,36.573040,24011.700000,3.491280,971282.450000,141.536740,20665456.340000,1046.992820,31414087.210000,1020.425000,23363281.310000,565.879840,6883160.820000,205.281680,204921.130000,9.749520,7,47,6,1,2013,190
4328,81748607.850000,2961.788540,80807334.960000,2916.000290,941272.890000,45.788250,NULL,NULL,1072809.920000,155.528510,18302590.500000,941.233790,31144345.780000,1029.181250,24522499.460000,600.251000,6426668.690000,218.410500,278868.560000,15.183490,7,47,6,1,2014,190
3305,78779705.690000,2703.250970,77726290.890000,2658.164300,1053414.800000,45.086670,NULL,NULL,1216609.630000,159.527940,16742816.420000,851.114360,29227502.460000,930.037440,25558576.790000,574.180330,5938739.550000,179.216690,95239.500000,7.174210,7,47,6,1,2015,190
3339,80936698.930000,2729.491620,79332518.280000,2670.846250,1604180.650000,58.645370,NULL,NULL,1357313.660000,180.103250,16611836.400000,799.770310,28993110.110000,926.401100,27368600.120000,615.885910,6539801.980000,200.468060,65981.930000,5.862990,7,47,6,1,2016,190
2698,41387577.120000,2055.016930,41165726.630000,2032.298850,221850.490000,22.718080,28518.980000,5.000000,1785545.530000,210.698720,16872988.460000,906.646290,13659519.080000,568.886390,6193562.270000,232.095920,2800827.290000,126.699590,46615.510000,4.990020,7,47,6,2,2009,190
2136,38095221.810000,1766.397570,37888126.230000,1743.644830,207095.580000,22.752740,NULL,NULL,1052082.860000,126.330070,14148426.180000,757.048180,13953454.010000,542.648690,6492853.460000,223.961790,2440585.570000,113.769220,7819.730000,2.639620,7,47,6,2,2010,190
2498,43948747.900000,2054.438910,43698530.270000,2023.793610,250217.630000,30.645300,NULL,NULL,1111209.360000,152.119360,14536679.660000,801.792580,17528914.570000,701.174870,8373016.460000,283.446840,2303300.710000,107.905260,89961.010000,7.000000,7,47,6,2,2011,190
2392,40989571.390000,2017.197180,40697472.940000,1985.956000,292098.450000,31.241180,NULL,NULL,819507.620000,133.484170,12619374.690000,751.042030,17401052.580000,730.213790,8172192.100000,296.574920,1881801.680000,99.452060,73695.080000,5.430210,7,47,6,2,2012,190
2165,37012505.850000,1773.613050,36734749.410000,1745.373320,277756.440000,28.239730,7736.600000,4.522940,588825.870000,94.165390,10376088.740000,618.597620,16167213.360000,677.631410,7948374.950000,275.691450,1860917.690000,97.004240,63348.640000,6.000000,7,47,6,2,2013,190
