,municipio_limpio,provincia,superficie_urbana,uds_almacen,uds_comercial,uds_cultural,uds_hosteleria,uds_industrial,uds_deportivo,uds_oficinas,uds_religioso,uds_espectaculos
4163,anchuelo,madrid,"388,908",83,6,1,0,55,6,2,1,0
4164,aranjuez,madrid,"9,620,509","7,784","1,425",36,42,351,33,279,10,4
4165,arganda_del_rey,madrid,"8,317,281","7,355","1,351",28,43,"2,818",25,282,12,4
4166,arroyomolinos,madrid,"6,613,600","4,049",349,15,13,439,66,127,3,2
4167,atazar,madrid,"45,760",25,0,3,7,4,5,1,1,0
4168,batres,madrid,"1,560,586",14,5,2,2,16,14,1,2,0
4169,becerril_de_la_sierra,madrid,"2,737,744",437,80,2,16,124,53,26,2,0
4170,belmonte_de_tajo,madrid,"574,346",146,13,2,3,77,4,1,1,0
4171,berzosa_del_lozoya,madrid,"181,447",5,0,5,2,33,4,0,1,0
4172,berrueco,madrid,"887,557",19,2,4,5,180,14,1,1,0
4173,boadilla_del_monte,madrid,"20,916,877","7,428","1,260",22,14,314,120,129,6,1
4174,boalo,madrid,"3,723,817",671,66,6,18,132,56,13,5,0
4175,braojos,madrid,"176,027",15,2,1,8,78,1,0,2,0
4176,brea_de_tajo,madrid,"1,577,516",19,6,2,4,98,6,2,3,0
4177,brunete,madrid,"8,829,473","1,910",265,6,7,97,10,23,4,1
4178,buitrago_del_lozoya,madrid,"700,944",116,72,7,6,88,8,10,2,1
4179,bustarviejo,madrid,"1,424,166",230,34,3,4,269,13,2,3,0
4180,cabanillas_de_la_sierra,madrid,"1,092,108",13,9,3,1,81,16,0,1,0
4181,cabrera,madrid,"1,616,331",200,61,3,9,114,26,1,1,1
4182,cadalso_de_los_vidrios,madrid,"2,196,835",122,53,3,8,300,42,6,2,1
4183,camarma_de_esteruelas,madrid,"2,753,675","1,140",68,6,4,488,13,759,3,0
4184,campo_real,madrid,"1,938,303",943,96,4,8,318,12,28,4,1
4185,canencia,madrid,"349,906",24,4,2,1,201,3,0,3,0
4186,carabana,madrid,"784,986",188,9,1,8,197,9,4,3,0
4187,casarrubuelos,madrid,"1,188,521",482,44,3,4,146,6,65,2,0
4188,cenicientos,madrid,"862,889",59,18,3,5,304,9,0,2,1
4189,cercedilla,madrid,"3,102,610",863,135,13,27,213,47,24,7,0
4190,cervera_de_buitrago,madrid,"141,338",6,0,2,5,66,3,0,1,0
4191,ciempozuelos,madrid,"4,803,171","4,524",470,15,19,782,23,149,6,3
4192,cobena,madrid,"1,525,348",454,81,6,5,144,24,49,2,0
4193,colmenar_del_arroyo,madrid,"1,431,283",66,16,3,5,102,15,5,3,0
4194,colmenar_de_oreja,madrid,"4,737,333",221,35,9,11,387,45,13,6,1
4195,colmenarejo,madrid,"2,476,556",743,96,8,6,64,33,10,2,0
4196,colmenar_viejo,madrid,"8,012,939","6,945","1,056",30,20,535,79,392,10,0
4197,collado_mediano,madrid,"2,749,154",654,103,7,6,93,37,10,4,2
4198,collado_villalba,madrid,"7,375,504","14,092","1,941",48,42,748,95,429,9,5
4199,corpa,madrid,"200,845",61,3,3,1,10,4,0,3,0
4200,coslada,madrid,"7,464,815","17,396","2,641",52,23,"1,095",32,923,9,2
4201,cubas_de_la_sagra,madrid,"3,765,347",78,53,5,4,97,25,5,3,0
4202,chapineria,madrid,"1,499,371",87,15,8,5,172,11,1,2,1
4203,chinchon,madrid,"2,737,202",490,82,4,27,308,47,35,7,1
4204,daganzo_de_arriba,madrid,"1,976,668",381,159,5,11,337,18,88,2,0
4205,escorial,madrid,"8,441,337","2,000",317,18,15,155,73,25,6,1
4206,estremera,madrid,"2,286,007",203,12,2,4,36,7,1,1,0
4207,fresnedillas_de_la_oliva,madrid,"808,001",87,16,4,4,133,7,0,1,0
4208,fresno_de_torote,madrid,"3,648,095",50,8,3,3,42,18,1,1,0
4209,fuenlabrada,madrid,"13,156,113","31,489","5,160",183,95,"3,101",130,"1,047",29,11
4210,fuente_el_saz_de_jarama,madrid,"2,670,981",328,135,7,11,212,16,52,3,1
4211,fuentiduena_de_tajo,madrid,"2,174,445",136,22,5,8,113,13,3,2,0
4212,galapagar,madrid,"9,755,394","3,947",549,19,176,242,149,92,8,1
4213,garganta_de_los_montes,madrid,"452,086",19,6,1,7,176,22,1,2,1
4214,gargantilla_del_lozoya_y_pinilla_de_buitrago,madrid,"727,913",48,3,1,6,233,4,0,3,0
4215,gascones,madrid,"309,087",9,0,1,4,35,2,0,0,0
4216,getafe,madrid,"22,140,646","30,924","4,440",186,54,"1,562",82,"1,165",26,0
4217,grinon,madrid,"3,357,112","1,772",243,5,6,358,27,64,5,0
4218,guadalix_de_la_sierra,madrid,"1,743,912",529,100,5,7,271,22,7,3,0
4219,guadarrama,madrid,"6,032,308","1,394",293,20,34,242,54,75,3,0
4220,hiruela,madrid,"21,880",2,0,1,7,49,0,0,1,0
4221,horcajo_de_la_sierra_aoslos,madrid,"159,239",13,0,1,26,138,1,0,2,0
4222,horcajuelo_de_la_sierra,madrid,"69,345",5,2,2,12,60,1,0,2,0
4223,hoyo_de_manzanares,madrid,"4,827,750",255,101,6,14,74,40,7,3,0
4224,humanes_de_madrid,madrid,"3,354,248","2,341",609,14,51,"2,221",15,100,5,4
4225,leganes,madrid,"19,555,869","24,597","5,847",196,85,"1,915",128,"1,579",30,3
4226,loeches,madrid,"2,970,675","1,282",118,7,7,399,15,394,3,1
4227,lozoya,madrid,"849,208",42,12,6,9,151,7,2,2,1
4228,madarcos,madrid,"47,046",8,0,1,3,39,1,0,1,0
4229,madrid,madrid,"235,102,288","542,748","99,182","2,338","7,438","12,103","1,249","31,756",738,117
4230,majadahonda,madrid,"10,626,402","14,073","1,508",36,14,258,101,503,5,2
4231,manzanares_el_real,madrid,"3,110,679","1,384",143,6,18,113,88,17,2,2
4232,meco,madrid,"5,837,219",916,184,9,11,203,20,298,2,2
4233,mejorada_del_campo,madrid,"3,965,360","1,676",447,16,20,"1,418",15,136,3,3
4234,miraflores_de_la_sierra,madrid,"3,229,693",456,124,6,4,82,33,10,4,2
4235,molar,madrid,"2,696,637","1,764",162,7,23,395,26,22,3,1
4236,molinos,madrid,"2,733,129",314,62,13,6,108,26,11,8,0
4237,montejo_de_la_sierra,madrid,"214,245",19,2,2,11,67,2,0,2,0
4238,moraleja_de_enmedio,madrid,"6,127,828",98,107,6,9,346,17,50,2,2
4239,moralzarzal,madrid,"3,500,936",765,230,14,14,131,83,48,3,1
4240,morata_de_tajuna,madrid,"1,437,351",437,71,4,7,208,37,9,4,0
4241,mostoles,madrid,"11,860,737","38,202","5,589",158,56,"1,132",114,682,24,6
4242,navacerrada,madrid,"1,289,421",654,47,5,19,32,29,7,2,0
4243,navalafuente,madrid,"993,356",169,13,4,2,61,20,1,1,0
4244,navalagamella,madrid,"1,164,279",155,22,4,6,39,8,1,3,0
4245,navalcarnero,madrid,"6,945,470","4,303",561,22,30,322,43,44,8,2
4246,navarredonda_y_san_mames,madrid,"158,017",39,0,2,3,110,5,1,1,0
4247,navas_del_rey,madrid,"1,267,420",65,49,4,6,126,14,9,2,0
4248,nuevo_baztan,madrid,"5,752,556",50,96,22,13,94,54,1,1,0
4249,olmeda_de_las_fuentes,madrid,"142,519",5,2,1,2,15,4,2,2,0
4250,orusco_de_tajuna,madrid,"393,086",130,9,4,2,7,8,0,1,0
4251,paracuellos_de_jarama,madrid,"5,440,045","2,705",163,12,21,617,26,15,6,0
4252,parla,madrid,"8,471,509","15,207","2,898",79,38,601,51,321,16,3
4253,patones,madrid,"360,761",19,5,1,17,123,6,0,3,0
4254,pedrezuela,madrid,"1,907,561","1,496",72,6,8,179,18,6,2,0
4255,pelayos_de_la_presa,madrid,"2,209,249",221,92,0,11,109,25,6,2,0
4256,perales_de_tajuna,madrid,"4,454,528",314,40,1,3,230,16,8,3,0
4257,pezuela_de_las_torres,madrid,"549,177",40,3,0,6,75,12,1,3,0
4258,pinilla_del_valle,madrid,"146,013",20,0,1,3,94,3,0,3,0
4259,pinto,madrid,"10,854,032","8,800","1,336",29,127,987,32,386,10,5
4260,pinuecar_gandullas,madrid,"218,143",15,1,2,18,142,4,0,2,0
4261,pozuelo_de_alarcon,madrid,"31,542,802","14,814","1,697",80,26,219,399,560,16,5
4262,pozuelo_del_rey,madrid,"236,242",122,15,1,0,51,0,3,1,0
4263,pradena_del_rincon,madrid,"84,879",6,1,1,4,53,3,0,2,0
4264,puebla_de_la_sierra,madrid,"122,304",12,2,1,6,70,3,0,2,0
4265,quijorna,madrid,"1,497,367",289,58,2,2,21,9,8,1,0
4266,rascafria,madrid,"1,114,076",336,37,2,28,142,6,4,4,0
4267,reduena,madrid,"183,021",6,3,4,2,48,5,1,3,0
4268,ribatejada,madrid,"1,116,244",22,7,4,1,75,7,0,2,1
4269,rivas_vaciamadrid,madrid,"15,281,891","9,874","1,234",42,11,"1,068",74,891,8,3
4270,robledillo_de_la_jara,madrid,"138,447",9,1,2,5,44,2,0,3,0
4271,robledo_de_chavela,madrid,"4,547,790",124,91,4,14,268,59,5,4,0
4272,robregordo,madrid,"166,863",8,1,1,2,60,1,0,1,0
4273,rozas_de_madrid,madrid,"24,065,564","20,338","1,884",62,155,485,124,"1,709",9,2
4274,rozas_de_puerto_real,madrid,"538,344",26,0,2,1,84,8,0,1,0
4275,san_agustin_del_guadalix,madrid,"2,916,508","1,502",236,8,11,274,46,38,2,1
4276,san_fernando_de_henares,madrid,"7,647,310","5,767","1,008",43,22,936,15,672,4,1
4277,san_lorenzo_de_el_escorial,madrid,"5,435,125","2,536",494,21,34,111,52,124,13,3
4278,san_martin_de_la_vega,madrid,"8,766,035","1,776",435,14,12,493,27,137,6,2
4279,san_martin_de_valdeiglesias,madrid,"4,907,804",412,209,9,22,459,44,40,11,3
4280,san_sebastian_de_los_reyes,madrid,"12,389,062","19,694","2,057",54,153,784,54,"3,060",14,3
4281,santa_maria_de_la_alameda,madrid,"1,685,782",81,8,4,20,401,18,0,5,0
4282,santorcaz,madrid,"478,440",102,4,2,2,98,5,0,6,0
4283,santos_de_la_humosa,madrid,"614,439",176,17,3,5,111,12,3,2,0
4284,serna_del_monte,madrid,"120,681",7,2,1,6,38,2,0,2,0
4285,serranillos_del_valle,madrid,"971,515",335,45,7,4,134,2,2,1,0
4286,sevilla_la_nueva,madrid,"2,787,137","1,837",230,11,2,138,9,13,1,0
4287,somosierra,madrid,"77,565",13,1,1,2,27,3,0,3,0
4288,soto_del_real,madrid,"3,664,626",192,148,6,20,73,52,16,1,1
4289,talamanca_de_jarama,madrid,"1,393,481",432,31,6,5,156,20,11,4,0
4290,tielmes,madrid,"631,203",450,50,4,5,125,8,3,3,1
4291,titulcia,madrid,"521,965",70,8,1,2,55,3,2,0,1
4292,torrejon_de_ardoz,madrid,"11,895,551","23,325","3,815",72,73,"1,364",61,402,18,7
4293,torrejon_de_la_calzada,madrid,"1,831,316",615,234,10,6,230,10,46,2,0
4294,torrejon_de_velasco,madrid,"1,098,655",194,21,4,5,185,10,7,3,1
4295,torrelaguna,madrid,"2,974,972",594,75,10,10,243,18,19,3,0
4296,torrelodones,madrid,"8,457,249","2,435",453,24,20,91,171,76,5,1
4297,torremocha_de_jarama,madrid,"1,499,868",13,8,7,0,75,8,17,2,1
4298,torres_de_la_alameda,madrid,"2,207,056",726,119,12,8,515,39,68,3,0
4299,valdaracete,madrid,"222,033",13,5,2,0,101,3,0,3,0
4300,valdeavero,madrid,"1,339,384",123,5,1,0,168,11,24,4,0
4301,valdelaguna,madrid,"418,747",65,7,1,5,142,7,3,1,0
4302,valdemanco,madrid,"545,541",10,2,1,1,110,6,0,1,0
4303,valdemaqueda,madrid,"815,375",49,13,2,3,71,10,1,2,1
4304,valdemorillo,madrid,"10,044,160",793,142,7,20,285,78,49,3,0
4305,valdemoro,madrid,"12,020,982","12,072","1,425",42,34,"1,878",47,504,10,1
4306,valdeolmos_alalpardo,madrid,"2,067,552",250,20,8,4,97,9,3,5,1
4307,valdepielagos,madrid,"353,090",31,9,3,2,42,5,0,2,0
4308,valdetorres_de_jarama,madrid,"3,105,423",329,42,6,1,265,28,4,3,0
4309,valdilecha,madrid,"678,432",406,45,2,1,54,16,2,2,1
4310,valverde_de_alcala,madrid,"170,576",14,0,1,1,6,10,0,1,0
4311,velilla_de_san_antonio,madrid,"2,122,106",924,258,13,9,274,19,68,1,0
4312,vellon,madrid,"530,513",181,13,4,2,172,6,1,3,0
4313,venturada,madrid,"1,646,048",167,17,4,1,87,29,91,1,0
4314,villaconejos,madrid,"665,662",166,35,7,5,257,9,11,2,3
4315,villa_del_prado,madrid,"4,661,241",293,49,10,9,245,36,5,5,4
4316,villalbilla,madrid,"6,394,954",914,70,8,10,317,59,36,5,0
4317,villamanrique_de_tajo,madrid,"341,702",16,2,1,3,84,15,1,3,1
4318,villamanta,madrid,"708,421",130,32,3,1,67,8,3,2,1
4319,villamantilla,madrid,"613,719",32,8,5,2,65,8,5,2,0
4320,villanueva_de_la_canada,madrid,"9,720,809","2,395",378,20,12,197,55,54,6,0
4321,villanueva_del_pardillo,madrid,"2,708,394","2,394",450,13,40,128,27,283,3,0
4322,villanueva_de_perales,madrid,"458,430",47,32,5,1,60,3,2,1,0
4323,villar_del_olmo,madrid,"2,054,553",28,6,1,2,84,22,4,1,1
4324,villarejo_de_salvanes,madrid,"2,028,498",733,147,8,15,484,24,18,4,4
4325,villaviciosa_de_odon,madrid,"11,464,684","2,351",833,29,70,331,81,214,6,3
4326,villavieja_del_lozoya,madrid,"805,834",19,0,1,2,130,4,0,1,1
4327,zarzalejo,madrid,"696,801",48,9,5,5,147,14,2,1,1
4328,lozoyuela_navas_sieteiglesias,madrid,"1,181,681",41,12,6,47,268,6,3,4,2
4329,puentes_viejas,madrid,"771,893",34,1,2,8,274,6,6,5,0
4330,tres_cantos,madrid,"13,690,531","8,573","1,238",35,9,163,52,978,3,0
4331,alameda,malaga,"1,206,701",179,102,4,3,255,11,2,2,1
4332,alcaucin,malaga,"901,247",346,38,4,9,72,19,11,3,1
4333,alfarnate,malaga,"238,037",52,5,1,1,80,1,5,4,0
4334,alfarnatejo,malaga,"969,577",18,0,0,1,34,5,0,1,0
4335,algarrobo,malaga,"772,289","1,269",313,7,4,146,16,7,5,0
4336,algatocin,malaga,"59,414",30,12,4,1,28,0,0,2,0
4337,alhaurin_de_la_torre,malaga,"13,061,734","2,324",772,24,24,665,65,101,8,6
4338,alhaurin_el_grande,malaga,"7,853,511","2,796",675,14,40,413,132,52,7,3
4339,almachar,malaga,"150,653",53,12,5,3,64,1,2,2,0
4340,almargen,malaga,"463,905",77,12,1,6,267,3,2,3,0
4341,almogia,malaga,"1,605,347",142,23,7,4,176,27,0,3,0
4342,alora,malaga,"1,980,343","1,710",336,13,19,283,134,23,7,1
4343,alozaina,malaga,"354,557",130,23,5,6,90,3,3,1,2
4344,alpandeire,malaga,"36,244",7,1,1,3,31,2,0,1,0
4345,antequera,malaga,"7,886,496","7,780","1,268",43,23,774,41,306,38,3
4346,archez,malaga,"24,429",15,1,3,0,7,2,1,1,0
4347,archidona,malaga,"3,055,076","1,304",292,12,9,334,96,8,12,1
4348,ardales,malaga,"400,015",70,14,3,4,73,5,2,3,1
4349,arenas,malaga,"118,047",49,8,1,3,63,1,3,3,0
4350,arriate,malaga,"489,933",262,50,3,7,53,9,5,5,1
4351,atajate,malaga,"25,947",55,3,1,2,12,2,0,1,0
4352,benadalid,malaga,"44,548",8,1,0,5,25,2,1,1,0
4353,benahavis,malaga,"29,339,883","3,914",83,3,383,56,68,14,0,1
4354,benalauria,malaga,"84,712",56,5,1,11,45,2,0,1,0
4355,benalmadena,malaga,"12,571,385","23,173","3,153",28,470,240,54,204,9,3
4356,benamargosa,malaga,"160,906",30,17,1,1,30,2,1,2,1
4357,benamocarra,malaga,"461,195",162,31,7,4,64,9,0,4,0
4358,benaojan,malaga,"188,517",69,14,2,4,65,8,4,1,0
4359,benarraba,malaga,"97,155",92,2,1,2,14,3,0,2,0
4360,borge,malaga,"105,933",12,2,6,3,59,1,3,2,1
4361,burgo,malaga,"198,669",36,22,4,3,83,1,1,2,1
4362,campillos,malaga,"1,567,220",713,295,9,5,473,14,6,6,2
4363,canillas_de_aceituno,malaga,"257,365",83,34,5,2,168,5,1,4,1
4364,canillas_de_albaida,malaga,"88,165",20,8,2,4,37,3,1,2,0
4365,canete_la_real,malaga,"449,746",29,12,5,3,125,4,5,1,0
4366,carratraca,malaga,"119,315",12,2,3,3,25,1,0,2,0
4367,cartajima,malaga,"51,784",15,3,2,11,17,2,0,1,0
4368,cartama,malaga,"3,293,458","2,446",582,16,14,353,258,33,6,1
4369,casabermeja,malaga,"1,101,127",331,42,4,13,141,16,35,3,1
4370,casarabonela,malaga,"231,440",208,49,3,2,64,3,6,2,0
4371,casares,malaga,"7,570,138","2,904",86,5,125,222,31,10,6,1
4372,coin,malaga,"6,473,735","3,708",797,19,13,643,186,151,7,1
4373,colmenar,malaga,"1,189,014",79,10,4,4,148,4,1,2,1
4374,comares,malaga,"133,238",12,6,3,3,28,2,1,2,0
4375,competa,malaga,"351,616",317,75,5,13,134,7,13,3,0
4376,cortes_de_la_frontera,malaga,"766,236",42,36,11,11,141,10,3,2,2
4377,cuevas_bajas,malaga,"279,132",100,35,3,2,79,7,1,1,1
4378,cuevas_del_becerro,malaga,"329,472",68,18,1,3,159,6,2,1,0
4379,cuevas_de_san_marcos,malaga,"467,541",165,65,6,1,137,4,4,3,0
4380,cutar,malaga,"65,828",17,0,2,0,22,1,0,3,0
4381,estepona,malaga,"21,097,397","22,814","3,518",32,636,"1,068",155,300,24,7
4382,farajan,malaga,"25,488",14,2,2,0,15,2,1,1,0
4383,frigiliana,malaga,"1,032,836",755,119,7,17,116,59,5,2,1
4384,fuengirola,malaga,"7,039,199","23,013","5,375",25,932,625,56,509,7,2
4385,fuente_de_piedra,malaga,"1,111,396",171,25,2,5,87,24,4,1,0
4386,gaucin,malaga,"769,392",82,12,2,6,78,2,1,3,0
4387,genalguacil,malaga,"35,819",49,5,3,1,18,2,0,1,0
4388,guaro,malaga,"358,219",159,24,2,5,78,26,2,2,0
4389,humilladero,malaga,"1,396,991",116,30,4,6,191,6,4,1,1
4390,igualeja,malaga,"54,644",138,3,2,4,16,2,1,3,0
4391,istan,malaga,"890,408",162,19,4,4,91,9,3,2,1
4392,iznate,malaga,"133,851",18,6,1,0,66,5,3,2,1
4393,jimera_de_libar,malaga,"109,610",33,4,1,7,11,2,0,2,0
4394,jubrique,malaga,"55,348",30,9,5,12,47,0,1,2,2
4395,juzcar,malaga,"30,466",13,2,1,10,4,2,0,1,0
4396,macharaviaya,malaga,"81,422",5,2,4,1,10,1,0,3,0
4397,malaga,malaga,"52,567,628","105,600","23,998",426,509,"5,186",288,"5,136",132,24
4398,manilva,malaga,"8,862,846","8,187",531,11,394,163,338,107,6,0
4399,marbella,malaga,"43,012,930","57,502","9,144",65,"1,217","1,582","1,814","1,425",33,6
4400,mijas,malaga,"33,117,467","20,274","2,730",29,279,918,321,204,19,8
4401,moclinejo,malaga,"270,148",23,1,1,0,59,3,1,2,0
4402,mollina,malaga,"2,312,626",425,85,4,5,311,9,9,2,0
4403,monda,malaga,"430,640",333,40,4,2,193,15,3,2,2
4404,montejaque,malaga,"204,736",100,14,1,18,51,4,1,5,0
4405,nerja,malaga,"3,258,818","3,689","1,014",18,187,938,70,89,10,1
4406,ojen,malaga,"2,685,550",690,47,6,4,37,11,3,1,0
4407,parauta,malaga,"36,134",21,1,1,1,8,1,0,2,0
4408,periana,malaga,"1,042,508",176,42,4,4,124,33,3,1,0
4409,pizarra,malaga,"1,183,197",303,107,8,7,143,15,36,3,1
4410,pujerra,malaga,"28,040",24,4,3,1,14,1,0,1,0
4411,rincon_de_la_victoria,malaga,"9,140,131","10,941",979,20,23,584,91,48,13,0
4412,riogordo,malaga,"545,154",88,6,3,3,50,3,1,4,2
4413,ronda,malaga,"3,342,665","6,719","1,593",37,112,353,20,103,27,2
4414,salares,malaga,"22,144",5,1,1,0,46,0,1,1,0
4415,sayalonga,malaga,"79,431",36,13,1,2,73,1,5,2,0
4416,sedella,malaga,"83,995",8,2,3,1,56,2,0,1,0
4417,sierra_de_yeguas,malaga,"804,902",126,39,7,2,204,5,4,7,1
4418,teba,malaga,"1,064,393",259,89,6,8,137,12,5,3,1
4419,tolox,malaga,"271,804",154,14,3,5,200,4,7,2,0
4420,torrox,malaga,"5,881,261","8,701",914,18,35,103,32,44,4,2
4421,totalan,malaga,"39,555",14,2,0,0,9,2,0,1,0
4422,valle_de_abdalajis,malaga,"286,545",74,20,6,3,42,2,4,2,1
4423,velez_malaga,malaga,"13,413,165","13,214","4,867",47,49,773,88,323,27,8
4424,villanueva_de_algaidas,malaga,"1,238,751",520,77,7,4,107,13,6,4,2
4425,villanueva_del_rosario,malaga,"2,327,373",138,64,3,2,103,5,4,2,1
4426,villanueva_del_trabuco,malaga,"941,924",122,59,4,0,142,7,6,1,0
4427,villanueva_de_tapia,malaga,"267,299",132,31,0,2,32,9,4,1,0
4428,vinuela,malaga,"886,594",21,4,5,6,112,10,7,2,0
4429,yunquera,malaga,"608,615",118,43,6,17,196,15,8,1,0
4430,torremolinos,malaga,"7,533,493","17,427","4,791",30,"2,735","1,639",46,491,6,5
4431,villanueva_de_la_concepcion,malaga,"800,092",138,28,4,4,96,14,1,1,1
4432,montecorto,malaga,"75,779",16,6,2,6,24,2,1,1,0
4433,serrato,malaga,"69,540",46,3,2,0,15,0,1,1,0
4434,abanilla,murcia,"2,708,915",608,50,13,15,916,26,18,8,3
4435,abaran,murcia,"2,721,150","2,142",280,18,14,557,130,33,8,3
4436,aguilas,murcia,"11,837,460","11,906",974,28,33,248,40,128,8,3
4437,albudeite,murcia,"455,453",39,14,1,2,178,4,0,1,0
4438,alcantarilla,murcia,"4,102,367","10,021","1,198",41,14,"1,016",16,230,12,0
4439,aledo,murcia,"1,801,319",32,4,2,1,39,4,1,2,1
4440,alguazas,murcia,"2,014,619",884,98,9,6,391,22,19,8,1
4441,alhama_de_murcia,murcia,"19,762,100","4,237",589,36,30,703,37,141,13,2
4442,archena,murcia,"2,971,016","2,620",312,19,29,619,15,46,7,1
4443,beniel,murcia,"1,562,945","1,427",336,8,3,112,12,36,4,1
4444,blanca,murcia,"4,955,789",631,84,19,68,688,23,5,4,1
4445,bullas,murcia,"2,150,096","1,688",207,18,15,373,14,41,5,0
4446,calasparra,murcia,"3,861,001","1,420",268,12,18,"1,009",60,23,7,4
4447,campos_del_rio,murcia,"1,035,472",86,27,2,4,137,7,4,4,0
4448,caravaca_de_la_cruz,murcia,"16,229,144","5,352",849,35,26,"1,219",28,88,27,5
4449,cartagena,murcia,"56,198,446","42,881","8,043",219,444,"7,324",853,"1,185",117,29
4450,cehegin,murcia,"2,570,408","1,952",390,23,18,570,19,41,9,1
4451,ceuti,murcia,"2,907,700","2,206",209,13,18,296,16,156,4,0
4452,cieza,murcia,"5,037,469","5,214",925,26,18,"1,520",249,77,12,2
4453,fortuna,murcia,"4,083,569",921,138,11,18,178,22,7,5,1
4454,fuente_alamo_de_murcia,murcia,"8,331,408","2,406",306,16,20,634,47,70,20,1
4455,jumilla,murcia,"7,792,330","4,484",690,38,27,"1,456",107,100,23,2
4456,librilla,murcia,"2,853,252",896,129,11,6,364,73,31,3,1
4457,lorca,murcia,"30,599,285","17,289","1,758",81,88,"4,140",180,500,57,5
4458,lorqui,murcia,"3,261,456","1,100",156,5,11,"1,102",23,96,2,0
4459,mazarron,murcia,"12,009,370","8,448","1,402",21,59,295,31,96,10,4
4460,molina_de_segura,murcia,"27,431,257","11,675","1,409",66,52,"2,507",242,437,29,4
4461,moratalla,murcia,"1,439,655","1,385",170,17,9,481,9,18,6,2
4462,mula,murcia,"2,592,087","2,887",560,22,28,867,25,39,11,3
4463,murcia,murcia,"118,714,442","112,899","14,246",411,306,"7,425",323,"3,291",203,29
4464,ojos,murcia,"91,001",17,1,2,1,31,0,2,0,0
4465,pliego,murcia,"849,845",365,64,5,31,179,7,11,2,0
4466,puerto_lumbreras,murcia,"1,786,550","2,908",189,14,15,187,11,43,3,1
4467,ricote,murcia,"472,878",108,11,4,2,49,4,1,4,0
4468,san_javier,murcia,"12,742,014","17,569","1,537",27,50,758,"1,218",150,24,2
4469,san_pedro_del_pinatar,murcia,"4,698,978","7,488",874,23,187,358,38,105,10,2
4470,torre_pacheco,murcia,"14,706,360","4,385",929,42,29,"2,216",136,102,20,2
4471,torres_de_cotillas,murcia,"7,596,210","1,623",275,22,25,690,58,59,13,0
4472,totana,murcia,"9,103,336","4,690",819,36,34,939,113,103,20,7
4473,ulea,murcia,"5,514,057",62,9,2,2,105,1,2,1,0
4474,union,murcia,"2,906,559","4,554",413,26,27,886,15,51,10,2
4475,villanueva_del_rio_segura,murcia,"645,869",236,8,2,3,64,5,2,4,1
4476,yecla,murcia,"10,425,901","9,363","1,330",32,32,"1,870",400,204,16,5
4477,santomera,murcia,"3,795,528","2,252",598,16,9,618,31,40,10,0
4478,alcazares,murcia,"5,051,934","6,977",573,12,193,237,23,67,6,1
4479,allariz,ourense,"7,625,924","2,046",317,23,20,369,34,22,35,1
4480,amoeiro,ourense,"4,694,496",355,7,5,4,36,24,0,19,0
4481,arnoia,ourense,"927,005",547,9,3,14,130,10,0,6,0
4482,avion,ourense,"520,689",305,20,5,3,941,16,1,22,4
4483,baltar,ourense,"198,059",182,28,6,5,157,3,3,18,1
4484,bande,ourense,"511,367",425,86,5,5,466,3,8,37,1
4485,banos_de_molgas,ourense,"507,783",216,32,7,14,46,11,5,38,0
4486,barbadas,ourense,"4,250,380","4,746",207,15,9,130,33,28,13,2
4487,barco_de_valdeorras,ourense,"2,337,519","7,037",864,26,27,448,75,154,37,2
4488,beade,ourense,"322,158",53,8,3,1,54,3,1,4,0
4489,beariz,ourense,"252,804",198,29,4,3,213,7,2,11,0
4490,blancos,ourense,"185,090",421,7,2,2,137,6,4,13,0
4491,boboras,ourense,"508,901",384,29,2,9,253,21,3,32,0
4492,bola,ourense,"265,195",210,5,3,0,193,8,2,19,0
4493,bolo,ourense,"260,614",336,6,12,1,25,13,1,57,0
4494,calvos_de_randin,ourense,"342,316",679,26,8,3,165,2,3,21,0
4495,carballeda_de_valdeorras,ourense,"1,153,062",263,53,4,4,232,15,10,34,0
4496,carballeda_de_avia,ourense,"284,796",312,16,5,3,229,16,2,17,0
4497,carballino,ourense,"2,597,221","6,486",779,25,91,"1,192",54,132,33,3
4498,cartelle,ourense,"590,272",298,63,5,8,273,3,4,27,0
4499,castrelo_do_val,ourense,"1,655,940",67,1,8,9,44,8,0,18,0
4500,castrelo_de_mino,ourense,"510,842",260,22,1,6,179,9,5,25,0
4501,castro_caldelas,ourense,"558,013",502,112,4,10,108,11,8,30,2
4502,celanova,ourense,"1,665,079","1,769",391,8,19,455,19,32,39,1
4503,cenlle,ourense,"1,849,232",160,6,9,4,53,9,1,13,0
4504,coles,ourense,"547,602",30,6,2,2,27,2,4,2,1
4505,cortegada,ourense,"976,370",194,44,4,2,233,4,2,8,0
4506,cualedro,ourense,"346,329",463,45,6,8,278,9,7,18,2
4507,chandrexa_de_queixa,ourense,"135,490",126,6,3,11,10,4,1,32,0
4508,entrimo,ourense,"1,309,652",706,21,10,9,21,7,0,15,1
4509,esgos,ourense,"244,525",155,6,5,1,55,19,2,13,0
4510,xinzo_de_limia,ourense,"6,854,538","5,030",620,22,35,384,120,59,30,10
4511,gomesende,ourense,"247,582",251,16,5,0,85,6,2,17,0
4512,gudina,ourense,"1,127,413",198,53,7,15,94,5,8,18,1
4513,irixo,ourense,"348,019",433,33,5,2,351,8,1,21,0
4514,xunqueira_de_ambia,ourense,"308,169",384,35,7,3,350,7,0,22,0
