,codigo_postal,municipio_limpio,ccaa,agencias_de_viajes,albergues,alojamientos_rurales,artesanos,atraque_de_cruceros_y_ferries,bares_y_cafeterías,bodegas,campings,campos_de_golf_y_campos_de_pitch&putt,comercios,convention_bureaux,empresas_de_alquiler_de_vehículos_y_embarcaciones,empresas_de_transporte_turístico,empresas_de_turismo_activo,escuelas_de_español_para_extranjeros,espacios_naturales_protegidos,estaciones_de_esquí_y_montaña,guías_turísticos,hoteles_y_apartamentos_turísticos,museos_y_centros_de_interés_turístico_visitable,opc,oficinas_de_información_turística,otros_servicios,palacios_de_congresos,playas,puertos_deportivos,restaurantes_y_empresas_turísticas_de_catering,seguridad_ciudadana,servicios_de_limpieza,servicios_turísticos_de_salud,taxis,turismo_industrial
2005,48891,karrantza_harana,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
2006,48930,getxo,euskadi_pais_vasco,,,,,,3.0,,,,,,,,2.0,,,,,,1.0,,,,,,,1.0,,,,,
2007,48940,leioa,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2008,48950,erandio,euskadi_pais_vasco,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2009,48960,bermeo,euskadi_pais_vasco,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,48960,galdakao,euskadi_pais_vasco,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
2011,48960,gernika_lumo,euskadi_pais_vasco,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,48960,mundaka,euskadi_pais_vasco,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,48960,usansolo,euskadi_pais_vasco,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,48980,santurtzi,euskadi_pais_vasco,,,,,,3.0,,,,,,,,,,,,,5.0,2.0,,1.0,,,,,7.0,,,,,
2015,48990,getxo,euskadi_pais_vasco,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2016,48991,getxo,euskadi_pais_vasco,,,,,,2.0,,,,,,,,1.0,,,,,,,,1.0,,,,,2.0,,,,2.0,
2017,48992,getxo,euskadi_pais_vasco,,,,,,1.0,,,,,,,,2.0,,,,,4.0,1.0,,,,,,,2.0,,,,1.0,
2018,48993,getxo,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2019,49001,zamora,castilla_y_leon,,,,,,2.0,,,,1.0,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,
2020,49002,zamora,castilla_y_leon,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
2021,49003,zamora,castilla_y_leon,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
2022,49004,zamora,castilla_y_leon,1.0,,,,,1.0,,,,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
2023,49005,zamora,castilla_y_leon,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
2024,49006,zamora,castilla_y_leon,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2025,49008,zamora,castilla_y_leon,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2026,49009,zamora,castilla_y_leon,2.0,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
2027,49010,zamora,castilla_y_leon,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2028,49011,zamora,castilla_y_leon,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
2029,49012,zamora,castilla_y_leon,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2030,49014,zamora,castilla_y_leon,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,
2031,49015,zamora,castilla_y_leon,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
2032,49020,zamora,castilla_y_leon,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2033,49023,zamora,castilla_y_leon,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2034,49025,zamora,castilla_y_leon,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2035,49026,zamora,castilla_y_leon,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2036,49028,zamora,castilla_y_leon,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2037,49030,zamora,castilla_y_leon,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2038,49049,zamora,castilla_y_leon,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2039,49516,zamora,castilla_y_leon,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2040,49600,benavente,castilla_y_leon,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,,1.0,,,,,2.0,,,,,
2041,49800,toro,castilla_y_leon,,,,,,5.0,,,,7.0,,,,,,,,,2.0,1.0,,1.0,,,,,3.0,,,,,4.0
2042,50010,zaragoza,aragon,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2043,50500,tarazona,aragon,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,
2044,50500,vera_de_moncayo,aragon,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2045,50510,novallas,aragon,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2046,50511,malon,aragon,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,50513,anon_de_moncayo,aragon,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,50513,grisel,aragon,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,50513,los_fayos,aragon,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,50513,santa_cruz_de_moncayo,aragon,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2051,50513,santa_cruz_del_moncayo,aragon,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,50513,torrellas,aragon,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,50580,vera_de_moncayo,aragon,,,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2054,50581,lituenigo,aragon,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,50582,litago,aragon,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,50583,trasmoz,aragon,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,50584,san_martin_de_la_virgen_del_moncayo,aragon,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,50591,alcala_de_moncayo,aragon,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,50591,anon_de_moncayo,aragon,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,51001,ceuta,ciudad_autonoma_de_ceuta,4.0,,,,2.0,13.0,,,,15.0,,,,1.0,,,,2.0,4.0,1.0,,1.0,,,,,7.0,,,,3.0,1.0
2061,51002,ceuta,ciudad_autonoma_de_ceuta,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,11.0,
2062,51004,ceuta,ciudad_autonoma_de_ceuta,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
