,codigo_postal,municipio_limpio,ccaa,agencias_de_viajes,albergues,alojamientos_rurales,artesanos,atraque_de_cruceros_y_ferries,bares_y_cafeterías,bodegas,campings,campos_de_golf_y_campos_de_pitch&putt,comercios,convention_bureaux,empresas_de_alquiler_de_vehículos_y_embarcaciones,empresas_de_transporte_turístico,empresas_de_turismo_activo,escuelas_de_español_para_extranjeros,espacios_naturales_protegidos,estaciones_de_esquí_y_montaña,guías_turísticos,hoteles_y_apartamentos_turísticos,museos_y_centros_de_interés_turístico_visitable,opc,oficinas_de_información_turística,otros_servicios,palacios_de_congresos,playas,puertos_deportivos,restaurantes_y_empresas_turísticas_de_catering,seguridad_ciudadana,servicios_de_limpieza,servicios_turísticos_de_salud,taxis,turismo_industrial
0,00000,aldea_de_cuenca_hinojares,andalucia,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1,00000,arroyo_frio_la_iruela,andalucia,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
2,00000,cazorla,andalucia,,,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
3,00000,la_iruela,andalucia,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
4,00000,pozo_alcon,andalucia,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,00720,es_castell,illes_balears,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
6,00760,ciutadella,illes_balears,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,01001,vitoria_gasteiz,euskadi_pais_vasco,1.0,1.0,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,2.0,,,,,
8,01002,vitoria_gasteiz,euskadi_pais_vasco,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
9,01003,vitoria_gasteiz,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10,01007,vitoria_gasteiz,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11,01008,vitoria_gasteiz,euskadi_pais_vasco,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,
12,01009,vitoria_gasteiz,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
13,01010,vitoria_gasteiz,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
14,01013,vitoria_gasteiz,euskadi_pais_vasco,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
15,01110,santa_cruz_de_campezo,euskadi_pais_vasco,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
16,01117,orbiso,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,01117,san_vicente_arana,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
18,01118,bernedo,euskadi_pais_vasco,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,01118,lagran,euskadi_pais_vasco,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
20,01118,urturi,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
21,01119,bernedo,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,01119,urturi,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,01120,arraia_maeztu,euskadi_pais_vasco,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,01120,maeztu,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
25,01129,sabando,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,01129,virgala_mayor,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
27,01130,murgia,euskadi_pais_vasco,,,,,,1.0,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,
28,01138,murua,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
29,01139,altube,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
30,01139,lukiano,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
31,01139,sarria,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
32,01165,oleta,euskadi_pais_vasco,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,01169,aramaio,euskadi_pais_vasco,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,01169,aramaiona,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,01169,barrio_arraga_2_ibarra_de_aramaio,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
36,01170,ollerias_elosu,euskadi_pais_vasco,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,01191,hueto_arriba,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,01191,trespuentes,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
39,01192,argomaniz_elburgo,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
40,01193,arkaia,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,01195,arinez,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,01200,agurain,euskadi_pais_vasco,,,1.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,1.0
43,01206,marieta,euskadi_pais_vasco,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44,01206,maturana,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,01207,san_roman_de_san_millan,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
46,01208,albeniz_asparrena,euskadi_pais_vasco,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
47,01208,galarreta,euskadi_pais_vasco,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
48,01208,larrea,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
49,01208,zalduondo,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,01212,portilla,euskadi_pais_vasco,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,01230,iruna_de_oca,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,01250,araia,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,
53,01260,araia,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
54,01260,asparrena,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,01260,eguino,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,
56,01300,laguardia,euskadi_pais_vasco,,,3.0,,,2.0,8.0,,,,,,1.0,,,,,,2.0,,,,,,,,2.0,,,1.0,,
57,01300,laserna_laguardia,euskadi_pais_vasco,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58,01306,lapuebla_de_labarca,euskadi_pais_vasco,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
59,01307,samaniego,euskadi_pais_vasco,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
60,01307,villabuena_de_alava,euskadi_pais_vasco,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
61,01309,laguardia,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
62,01309,leza,euskadi_pais_vasco,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
63,01309,paganos_laguardia,euskadi_pais_vasco,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
64,01320,oion,euskadi_pais_vasco,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
65,01320,oyon,euskadi_pais_vasco,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
66,01321,laserna,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,01322,moreda,euskadi_pais_vasco,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
68,01330,labastida,euskadi_pais_vasco,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
69,01340,elciego,euskadi_pais_vasco,,,2.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,
70,01400,laudio_llodio,euskadi_pais_vasco,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
71,01400,llodio,euskadi_pais_vasco,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,
72,01409,okondo,euskadi_pais_vasco,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
73,01420,pobes,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,01423,salinas_de_anana,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
75,01423,sobron,euskadi_pais_vasco,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
76,01423,villanueva_de_valdegovia,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
77,01426,salinas_de_anana,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,01426,salinas_de_anana_gesaltza_anana,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
79,01426,villanane,euskadi_pais_vasco,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
80,01426,villanueva_de_valdegovia,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
81,01427,boveda,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,01427,lalastra,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
83,01428,lasierra,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,01428,tuyo,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,01440,izarra,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
86,01449,oiardo,euskadi_pais_vasco,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
87,01468,artomana_amurrio,euskadi_pais_vasco,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
88,01468,delika,euskadi_pais_vasco,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
89,01470,amurrio,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,
90,01474,artziniega,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
91,01477,menagarai_ayala,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
92,01477,quejana_ayala,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
93,01478,llanteno,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,01479,izoria,euskadi_pais_vasco,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,01479,murga,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
96,01510,minano,euskadi_pais_vasco,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
97,01520,amarita,euskadi_pais_vasco,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,03001,alicante,comunitat_valenciana,,,,,,,,,,6.0,,1.0,,1.0,1.0,,,,2.0,2.0,,,,,,,4.0,,,,,
99,03002,alicante,comunitat_valenciana,,,,,,4.0,,,,3.0,1.0,,,,,,,,4.0,3.0,,1.0,2.0,,7.0,,6.0,1.0,,,,
100,03003,alicante,comunitat_valenciana,1.0,,,,,1.0,,,,1.0,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,
101,03004,alicante,comunitat_valenciana,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,
102,03005,alicante,comunitat_valenciana,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,
103,03006,alicante,comunitat_valenciana,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
104,03007,alicante,comunitat_valenciana,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,03013,alicante,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,
106,03015,alicante,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
107,03016,alicante,comunitat_valenciana,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,
108,03113,alicante,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
109,03139,elche,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
110,03139,elx_elche,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
111,03140,guadamar_del_segura,comunitat_valenciana,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
112,03140,guardamar_del_segura,comunitat_valenciana,,,,,,2.0,,1.0,,3.0,,1.0,,1.0,,,,,6.0,1.0,,1.0,,,,1.0,3.0,,1.0,,,
113,03181,torrevieja,comunitat_valenciana,,,,,,1.0,,,,8.0,,,,2.0,,,,1.0,2.0,1.0,,1.0,3.0,,3.0,3.0,6.0,,,,,
114,03182,torrevieja,comunitat_valenciana,,,,,,1.0,,,,2.0,,,1.0,,,,,,1.0,,,,,,,,4.0,,,,1.0,
115,03183,orihuela_costa,comunitat_valenciana,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
116,03183,torrevieja,comunitat_valenciana,,,,,,,,,,2.0,,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,
117,03184,torrevieja,comunitat_valenciana,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,
118,03185,torrevieja,comunitat_valenciana,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,1.0,,2.0,,,,,
119,03186,torrevieja,comunitat_valenciana,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
120,03188,torrevieja,comunitat_valenciana,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,1.0,,,,,,,
121,03189,orihuela,comunitat_valenciana,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,10.0,,4.0,,,,,
122,03189,orihuela_costa,comunitat_valenciana,,,,,,14.0,,,,6.0,,,,,,,,,1.0,,,1.0,1.0,,,1.0,5.0,,,,,
123,03194,elche,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,
124,03194,elx_elche,comunitat_valenciana,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
125,03195,elche,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,1.0,,,,,
126,03195,elx_elche,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
127,03195,l_altet_elx_elche,comunitat_valenciana,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
128,03201,elche,comunitat_valenciana,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
129,03201,elx_elche,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,
130,03202,elche,comunitat_valenciana,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,
131,03202,elx_elche,comunitat_valenciana,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,
132,03203,elche,comunitat_valenciana,,,,,,1.0,,,,,,,2.0,1.0,,,,,1.0,2.0,2.0,,,1.0,,,2.0,,,,,1.0
133,03203,elx_elche,comunitat_valenciana,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,2.0,,,,1.0,
134,03204,elche,comunitat_valenciana,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
135,03204,elx_elche,comunitat_valenciana,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
136,03205,elche,comunitat_valenciana,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
137,03205,elx_elche,comunitat_valenciana,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
138,03206,elx_elche,comunitat_valenciana,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
139,03290,elche,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0
140,03291,elx_elche,comunitat_valenciana,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
141,03293,elche,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
142,03294,elche,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
143,03295,elche,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
144,03296,elche,comunitat_valenciana,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
145,03296,elx_elche,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
146,03300,orihuela,comunitat_valenciana,,,,,,2.0,,,,3.0,,,1.0,,,,,,2.0,8.0,,1.0,1.0,,1.0,,6.0,2.0,,,9.0,
147,03311,la_aparecida,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
148,03311,orihuela,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
149,03315,orihuela,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
150,03316,la_matanza,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
151,03318,orihuela,comunitat_valenciana,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
152,03400,alicante,comunitat_valenciana,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
153,03400,villena,comunitat_valenciana,1.0,,,,,4.0,4.0,,,2.0,,,,,,,,,3.0,5.0,1.0,3.0,,,,,14.0,,,,,
154,03500,benidorm,comunitat_valenciana,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
155,03501,benidorm,comunitat_valenciana,,,,,,,,,,1.0,,,1.0,2.0,,,,,15.0,,,1.0,1.0,,3.0,,4.0,,,,1.0,
156,03502,benidorm,comunitat_valenciana,,,,,,,,,,1.0,,,1.0,,,,,,8.0,,,,1.0,,,,,,,,,
157,03503,benidorm,comunitat_valenciana,2.0,,,,,,,4.0,,1.0,,,1.0,3.0,,,,,6.0,,,1.0,2.0,,,,,,,,,
158,03509,benidotm,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
159,03509,finestrat,comunitat_valenciana,,,2.0,,,1.0,,,,,,,,,,,,,3.0,1.0,,2.0,,,,,3.0,1.0,,,1.0,
160,03540,alicante,comunitat_valenciana,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,
161,03559,alicante,comunitat_valenciana,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
162,03700,denia,comunitat_valenciana,1.0,,,,,1.0,,,,7.0,,,,5.0,1.0,,,,8.0,4.0,,2.0,5.0,,5.0,2.0,16.0,1.0,1.0,,,
163,03800,alcoi,comunitat_valenciana,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
164,03800,alcoy,comunitat_valenciana,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
165,03801,alcoi,comunitat_valenciana,1.0,,,,,2.0,,,,2.0,,,,1.0,,,,,,4.0,,1.0,1.0,,,,1.0,,,,1.0,
166,03801,alcoy,comunitat_valenciana,,,,,,4.0,,,,3.0,,,,,,,,,1.0,,,,,,,,5.0,,,,,
167,03802,alcoi,comunitat_valenciana,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,
168,03802,alcoy,comunitat_valenciana,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,
169,03803,alcoy,comunitat_valenciana,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
170,03804,alcoi,comunitat_valenciana,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,
171,03804,alcoy,comunitat_valenciana,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,
172,04001,almeria,andalucia,,,,,,3.0,,,,1.0,,,,,,,,,4.0,,,,,,,,2.0,,,,,
173,04002,almeria,andalucia,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
174,04003,almeria,andalucia,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,4.0,,1.0,,1.0,,,,,
175,04004,almeria,andalucia,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,
176,04005,almeria,andalucia,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
177,04006,almeria,andalucia,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,
178,04007,almeria,andalucia,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
179,04009,almeria,andalucia,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,
180,04116,las_negras,andalucia,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
181,04120,almeria,andalucia,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
182,04130,el_alquian,andalucia,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
183,04131,almeria,andalucia,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
184,04131,retamar_almeria,andalucia,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
185,04140,carboneras,andalucia,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,,4.0,,,,,,,
186,04271,lubrin,andalucia,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
187,04600,guercal_overa,andalucia,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
188,04600,huercal_overa,andalucia,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,1.0
189,04600,mojacar,andalucia,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
190,04610,cuevas_del_almanzora,andalucia,,,,,,,,,,,,,,,,,,,,8.0,,1.0,,,1.0,1.0,,,,,,
191,04616,cuevas_del_almanzora,andalucia,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
192,04617,palomares,andalucia,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
193,04618,cuevas_de_almanzora,andalucia,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
194,04620,vera,andalucia,1.0,,,,,3.0,,,,8.0,,,,1.0,,,,,1.0,,,1.0,2.0,,,,3.0,,,1.0,,
195,04621,vera,andalucia,,,,,,2.0,,,,2.0,,,,,,,,,1.0,,,,,,,,4.0,,,,,
196,04621,vera_playa,andalucia,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
197,04628,antas,andalucia,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
198,04630,garrucha,andalucia,1.0,,,,,5.0,,,,5.0,,,,,,,,,2.0,,,1.0,1.0,,,,9.0,,,,,
199,04638,mojaca,andalucia,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
200,04638,mojacar,andalucia,,,2.0,,,,,1.0,,,,,,1.0,,,,,7.0,,,1.0,,,4.0,,2.0,,,,,
201,04639,turre,andalucia,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
202,04640,pulpi,andalucia,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,1.0
203,04692,taberno,andalucia,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
204,04700,el_ejido,andalucia,,,,,,9.0,,,,,,,,,,,,,2.0,,,1.0,1.0,,4.0,,5.0,,,,,1.0
205,04700,santo_domingo,andalucia,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,
206,04710,el_ejido,andalucia,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,
207,04710,santa_maria_del_aguila,andalucia,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,
208,04711,almerimar,andalucia,,,,,,7.0,,,1.0,1.0,,,,1.0,,,,,4.0,,,,,,,,6.0,,,,,
209,04712,balerma,andalucia,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
210,04720,aguadulce,andalucia,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
211,04770,adra,andalucia,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
212,04820,velez_rubio,andalucia,1.0,,5.0,,,,,,,,,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,
213,04829,velez_rubio,andalucia,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
214,04830,velez_blanco,andalucia,,,1.0,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,
215,05100,navaluenga,castilla_y_leon,,1.0,4.0,,,,1.0,,1.0,,,,,2.0,,,,,5.0,,,1.0,,,,,,,,,,
216,05110,el_barraco,castilla_y_leon,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
217,05132,san_martin_del_pimpollar,castilla_y_leon,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
218,05270,el_tiemblo,castilla_y_leon,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
219,05278,el_barraco_las_cruceras,castilla_y_leon,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
220,05400,arenas_de_san_pedro,castilla_y_leon,1.0,,3.0,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
221,05400,arenas_san_pedro,castilla_y_leon,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
222,05412,san_esteban_del_valle,castilla_y_leon,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,05413,villarejo_del_valle,castilla_y_leon,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
224,05416,el_arenal,castilla_y_leon,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
225,05417,guisando,castilla_y_leon,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
