,PC1_e,PC2_e,cities_es/province,PC1_c,PC2_c,PC3_c,PC4_c,PC1_d,PC2_d,PC1_g,PC2_g,PC3_g,PC1_r,PC2_r,PC3_r,PC1_tr,PC2_tr,PC1_t,PC2_t
0,-0.16076498351750393,-0.3371486448714455,alegria_dulantzi/araba,0.6470784949357109,-1.4860677135623084,0.7272901901274309,0.23240428963333845,24.93075236787239,-0.6918657450648463,-0.12841628993625587,-0.3380915700433427,-0.5068051330833325,-0.4038479547515717,-0.6168507316153451,-0.7572266869413286,-1.7326426306791862,-0.7965432931638001,-0.3450043494920497,-0.09993377490810908
1,-0.16076498351751614,-0.3371486448715447,amurrio/araba,0.6470784949356713,-1.4860677135620783,0.7272901901276559,0.23240428963306237,0.6086827318586862,-0.026036966532871533,0.4760175233861494,-0.5062847486676859,-0.5831553015327461,-0.3888766506045216,-0.5497360848848988,-0.7328981387189623,-1.5617826269488984,-1.5475143894406647,1.3191645990836334,-1.7523178517705424
2,-0.16076498351751614,-0.3371486448715343,aramaio/araba,0.6470784949356709,-1.4860677135621796,0.7272901901276803,0.23240428963328857,-0.9764188916091611,0.05300901376800813,0.7087338621539887,-0.4168394617619932,-1.0941879971141408,-0.4342975157401295,-0.6770471696644441,-0.7233990861256903,-2.0408726916490454,1.7402332991532858,1.4264615489228902,-0.0874768892694984
3,-0.16076498351751614,-0.3371486448715343,artziniega/araba,0.6470784949356709,-1.4860677135622034,0.7272901901275837,0.2324042896332776,-0.6459265839440127,0.02692640934968837,0.6439436408256488,-0.47753573256991566,-0.7451110028485393,-0.41249598660610454,-0.6200766875119011,-0.7324259487847486,-2.0408726916490454,1.7402332991532856,0.6602430055913996,0.04385605157434672
4,-0.16076498351751614,-0.3371486448715343,arminon/araba,0.6470784949356709,-1.4860677135621836,0.7272901901276233,0.2324042896332526,-0.6633761848636364,0.048319701349461536,-0.17212108253465397,-0.3455372535428989,-0.28166509665630346,-0.7971643435320981,-0.5641529214168406,-1.002423676623284,-2.0408726916490454,1.7402332991532856,-0.4772412930823284,0.16034402471671944
5,-0.16076498351751614,-0.3371486448715343,arratzua_ubarrundia/araba,0.6470784949356709,-1.486067713562175,0.727290190127645,0.23240428963325402,24.859833896136415,-0.6245416957614094,0.04628471760297193,-0.32888538423132285,-0.6329697915560671,-0.43017869398449965,-0.6775177080759544,-0.7373169668741522,-2.0408726916490454,1.7402332991532856,0.8036429412846572,1.8284044305790468
6,-0.16076498351751614,-0.3371486448715343,asparrena/araba,0.6470784949356709,-1.4860677135621843,0.7272901901276275,0.23240428963325444,-0.7783885143843359,0.06723158416107508,-0.24530400107246175,-0.3339704224544444,-0.5116146893354814,-0.4489037575962274,-0.6753785376505208,-0.6740432401099885,-2.0408726916490454,1.7402332991532856,2.4579033544443285,-0.46554431572717275
7,-0.16076498351751614,-0.3371486448715343,ayala/araba,0.6470784949356709,-1.4860677135621814,0.7272901901276324,0.23240428963325366,-0.8290134512255983,0.03619549326656568,0.39365394646149454,-0.41524694158423625,-0.6654420340756482,-0.3318421397208669,-0.6949810388424391,-0.5665657502002603,-1.5617826269488984,-1.5475143894406738,1.4977387318548185,-0.8869235068409439
8,-0.16076498351751614,-0.3371486448715343,banos_de_ebro/araba,0.6470784949356709,-1.4860677135621816,0.727290190127632,0.23240428963325382,-1.0237404793548803,0.09255309662941254,0.4156101707943694,-0.3440823010754381,-0.7639124518528679,-0.43122240946268614,-0.645092938986723,-0.6985420504835704,-2.0408726916490454,1.7402332991532856,1.1519984499789566,-1.9415209354511556
9,-0.16076498351751614,-0.3371486448715343,barrundia/araba,0.6470784949356709,-1.4860677135621816,0.7272901901276317,0.23240428963325388,-0.9969546484308408,0.027532475109794296,0.056907644516623467,-0.33033424019565966,-0.7038332012681896,-0.4530918032469097,-0.6749000910304148,-0.6598914453993344,-2.0408726916490454,1.7402332991532856,-0.04628924843158832,-0.28866891012878276
