ccaa_prov,municipio,total_bib
Castilla-La Mancha - Ciudad Real,Pozuelo de Calatrava,1
Castilla-La Mancha - Ciudad Real,Puebla de Don Rodrigo,1
Castilla-La Mancha - Ciudad Real,Puerto Lápice,1
Castilla-La Mancha - Ciudad Real,Puertollano,2
Castilla-La Mancha - Ciudad Real,Retuerta del Bullaque,1
Castilla-La Mancha - Ciudad Real,Ruidera,1
Castilla-La Mancha - Ciudad Real,Saceruela,1
Castilla-La Mancha - Ciudad Real,San Carlos del Valle,1
Castilla-La Mancha - Ciudad Real,Santa Cruz de Mudela,1
Castilla-La Mancha - Ciudad Real,Socuéllamos,1
Castilla-La Mancha - Ciudad Real,Tomelloso,1
Castilla-La Mancha - Ciudad Real,Torralba de Calatrava,1
Castilla-La Mancha - Ciudad Real,Torre de Juan Abad,1
Castilla-La Mancha - Ciudad Real,Torrenueva,1
Castilla-La Mancha - Ciudad Real,Valdepeñas,1
Castilla-La Mancha - Ciudad Real,Valenzuela de Calatrava,1
Castilla-La Mancha - Ciudad Real,Villahermosa,1
Castilla-La Mancha - Ciudad Real,Villamanrique,1
Castilla-La Mancha - Ciudad Real,Villamayor de Calatrava,1
Castilla-La Mancha - Ciudad Real,Villanueva de la Fuente,1
Castilla-La Mancha - Ciudad Real,Villanueva de los Infantes,1
Castilla-La Mancha - Ciudad Real,Villarrubia de los Ojos,1
Castilla-La Mancha - Ciudad Real,Villarta de San Juan,1
Castilla-La Mancha - Ciudad Real,Viso del Marqués,1
Cataluña - Girona,Anglès,1
Cataluña - Girona,Arbúcies,1
Cataluña - Girona,Banyoles,1
Cataluña - Girona,Begur,1
Cataluña - Girona,Besalú,1
Cataluña - Girona,Bescanó,1
Cataluña - Girona,Blanes,1
Cataluña - Girona,Breda,1
Cataluña - Girona,Caldes de Malavella,1
Cataluña - Girona,Calonge,2
Cataluña - Girona,Campdevànol,1
Cataluña - Girona,Cassà de la Selva,1
Cataluña - Girona,Castellfollit de la Roca,1
Cataluña - Girona,Castelló d'Empúries,1
Andalucía - Córdoba,Adamuz,1
Andalucía - Córdoba,Aguilar de la Frontera,1
Andalucía - Córdoba,Alcaracejos,1
Andalucía - Córdoba,Almedinilla,1
Andalucía - Córdoba,Almodóvar del Río,1
Andalucía - Córdoba,Añora,1
Andalucía - Córdoba,Baena,1
Andalucía - Córdoba,Belmez,2
Andalucía - Córdoba,Benamejí,1
Andalucía - Córdoba,Bujalance,1
Andalucía - Córdoba,Cabra,2
Andalucía - Córdoba,Cañete de las Torres,1
Andalucía - Córdoba,Carcabuey,1
Castilla-La Mancha - Cuenca,Alarcón,1
Castilla-La Mancha - Cuenca,Albalate de las Nogueras,1
Castilla-La Mancha - Cuenca,Albendea,1
Castilla-La Mancha - Cuenca,Aliaguilla,1
Castilla-La Mancha - Cuenca,Almodóvar del Pinar,1
Castilla-La Mancha - Cuenca,Almonacid del Marquesado,1
Castilla-La Mancha - Cuenca,Arcas,1
Castilla-La Mancha - Cuenca,Barajas de Melo,1
Castilla-La Mancha - Cuenca,Belmonte,1
Castilla-La Mancha - Cuenca,Beteta,1
Castilla-La Mancha - Cuenca,Buenache de Alarcón,1
Castilla-La Mancha - Cuenca,Buendía,1
Castilla-La Mancha - Cuenca,Campillo de Altobuey,1
Castilla-La Mancha - Cuenca,Campos del Paraíso,1
Castilla-La Mancha - Cuenca,Cañamares,1
Cataluña - Girona,Castell-Platja d'Aro,1
Cataluña - Girona,Celrà,1
Cataluña - Girona,Figueres,1
Cataluña - Girona,Garriguella,1
Cataluña - Girona,Girona,5
Cataluña - Girona,Hostalric,1
Cataluña - Girona,L' Escala,1
Cataluña - Girona,La Bisbal d'Empordà,1
Cataluña - Girona,La Jonquera,1
Cataluña - Girona,Llagostera,1
Cataluña - Girona,Llançà,1
Cataluña - Girona,Lloret de Mar,1
Cataluña - Girona,Maçanet de la Selva,1
Cataluña - Girona,Olot,1
Cataluña - Girona,Palafrugell,1
Cataluña - Girona,Palamós,1
Cataluña - Girona,Porqueres,1
Cataluña - Girona,Puigcerdà,1
Cataluña - Girona,Quart,1
Cataluña - Girona,Ribes de Freser,1
Cataluña - Girona,Ripoll,1
Cataluña - Girona,Roses,1
Cataluña - Girona,Salt,2
Andalucía - Córdoba,Cardeña,1
Andalucía - Córdoba,Castro del Río,1
Andalucía - Córdoba,Conquista,1
Andalucía - Córdoba,Córdoba,14
Andalucía - Córdoba,Doña Mencía,1
Andalucía - Córdoba,Dos Torres,1
Andalucía - Córdoba,El Carpio,1
Andalucía - Córdoba,El Guijo,1
Andalucía - Córdoba,El Viso,1
Andalucía - Córdoba,Encinas Reales,1
Andalucía - Córdoba,Espejo,1
Andalucía - Córdoba,Espiel,1
Andalucía - Córdoba,Fernán-Núñez,1
Andalucía - Córdoba,Fuente Obejuna,1
Andalucía - Córdoba,Fuente Palmera,3
Andalucía - Córdoba,Fuente-Tójar,1
Andalucía - Córdoba,Guadalcázar,1
Andalucía - Córdoba,Hinojosa del Duque,1
Andalucía - Córdoba,Hornachuelos,1
Andalucía - Córdoba,Iznájar,1
Castilla-La Mancha - Cuenca,Cañete,1
Castilla-La Mancha - Cuenca,Cañizares,2
Castilla-La Mancha - Cuenca,Carboneras de Guadazaón,1
Castilla-La Mancha - Cuenca,Cardenete,1
Castilla-La Mancha - Cuenca,Casas de Benítez,1
Castilla-La Mancha - Cuenca,Casas de Fernando Alonso,1
Castilla-La Mancha - Cuenca,Casas de Haro,1
Castilla-La Mancha - Cuenca,Casas de los Pinos,1
Castilla-La Mancha - Cuenca,Casasimarro,1
Castilla-La Mancha - Cuenca,Chillarón de Cuenca,1
Castilla-La Mancha - Cuenca,Cuenca,6
Castilla-La Mancha - Cuenca,El Herrumblar,1
Castilla-La Mancha - Cuenca,El Pedernoso,1
Castilla-La Mancha - Cuenca,El Peral,1
Castilla-La Mancha - Cuenca,El Picazo,1
Castilla-La Mancha - Cuenca,El Provencio,1
Castilla-La Mancha - Cuenca,Fuente de Pedro Naharro,1
Castilla-La Mancha - Cuenca,Fuentes,1
Castilla-La Mancha - Cuenca,Graja de Iniesta,1
Castilla-La Mancha - Cuenca,Honrubia,1
Castilla-La Mancha - Cuenca,Horcajo de Santiago,1
Cataluña - Girona,Sant Feliu de Guíxols,1
Cataluña - Girona,Sant Feliu de Pallerols,1
Cataluña - Girona,Sant Gregori,1
Cataluña - Girona,Sant Hilari Sacalm,1
Cataluña - Girona,Sant Joan de les Abadesses,1
Cataluña - Girona,Sant Joan les Fonts,1
Cataluña - Girona,Santa Coloma de Farners,1
Cataluña - Girona,Santa Cristina d'Aro,1
Cataluña - Girona,Sarrià de Ter,1
Cataluña - Girona,Sils,1
Cataluña - Girona,Torroella de Montgrí,2
Cataluña - Girona,Tossa de Mar,1
Cataluña - Girona,Vidreres,1
Cataluña - Girona,Vilajuïga,1
Cataluña - Girona,Vilobí d'Onyar,1
Andalucía - Córdoba,La Carlota,1
Andalucía - Córdoba,La Rambla,1
Andalucía - Córdoba,La Victoria,1
Andalucía - Córdoba,Lucena,1
Andalucía - Córdoba,Luque,1
Andalucía - Córdoba,Montalbán de Córdoba,1
Andalucía - Córdoba,Montemayor,1
Andalucía - Córdoba,Montilla,1
Andalucía - Córdoba,Montoro,1
Andalucía - Córdoba,Monturque,1
Andalucía - Córdoba,Moriles,1
Andalucía - Córdoba,Nueva Carteya,1
Andalucía - Córdoba,Obejo,2
Andalucía - Córdoba,Palenciana,1
Andalucía - Córdoba,Palma del Río,1
Andalucía - Córdoba,Pedro Abad,1
Andalucía - Córdoba,Pedroche,1
Andalucía - Córdoba,Peñarroya-Pueblonuevo,1
Andalucía - Córdoba,Posadas,1
Andalucía - Córdoba,Pozoblanco,1
Castilla-La Mancha - Cuenca,Huete,1
Castilla-La Mancha - Cuenca,Iniesta,1
Castilla-La Mancha - Cuenca,La Alberca de Záncara,1
Castilla-La Mancha - Cuenca,La Frontera,1
Castilla-La Mancha - Cuenca,Landete,1
Castilla-La Mancha - Cuenca,Las Majadas,1
Castilla-La Mancha - Cuenca,Las Mesas,1
Castilla-La Mancha - Cuenca,Las Pedroñeras,1
Castilla-La Mancha - Cuenca,Las Valeras,1
Castilla-La Mancha - Cuenca,Ledaña,1
Castilla-La Mancha - Cuenca,Los Hinojosos,1
Castilla-La Mancha - Cuenca,Minglanilla,1
Castilla-La Mancha - Cuenca,Mira,1
Castilla-La Mancha - Cuenca,Montalbo,1
Castilla-La Mancha - Cuenca,Mota del Cuervo,1
Castilla-La Mancha - Cuenca,Motilla del Palancar,1
Castilla-La Mancha - Cuenca,Osa de la Vega,1
Castilla-La Mancha - Cuenca,Palomares del Campo,1
Castilla-La Mancha - Cuenca,Pozorrubielos de la Mancha,1
Castilla-La Mancha - Cuenca,Pozorrubio de Santiago,1
Andalucía - Córdoba,Priego de Córdoba,1
Andalucía - Córdoba,Puente Genil,2
Andalucía - Córdoba,Rute,2
Andalucía - Córdoba,San Sebastián de los Ballesteros,1
Andalucía - Córdoba,Santaella,2
Andalucía - Córdoba,Torrecampo,1
Andalucía - Córdoba,Valenzuela,1
Andalucía - Córdoba,Valsequillo,1
Andalucía - Córdoba,Villa del Río,1
Andalucía - Córdoba,Villafranca de Córdoba,1
Andalucía - Córdoba,Villaharta,1
Andalucía - Córdoba,Villanueva de Córdoba,1
Andalucía - Córdoba,Villanueva del Duque,1
Andalucía - Córdoba,Villanueva del Rey,1
Andalucía - Córdoba,Villaralto,1
Andalucía - Córdoba,Villaviciosa de Córdoba,1
Castilla-La Mancha - Cuenca,Priego,1
Castilla-La Mancha - Cuenca,Puebla de Almenara,1
Castilla-La Mancha - Cuenca,Quintanar del Rey,1
Castilla-La Mancha - Cuenca,Saelices,1
Castilla-La Mancha - Cuenca,San Clemente,1
Castilla-La Mancha - Cuenca,San Lorenzo de la Parrilla,1
Castilla-La Mancha - Cuenca,Santa Cruz de Moya,1
Castilla-La Mancha - Cuenca,Santa María de los Llanos,1
Castilla-La Mancha - Cuenca,Santa María del Campo Rus,1
Castilla-La Mancha - Cuenca,Sisante,1
Castilla-La Mancha - Cuenca,Sotorribas,2
Castilla-La Mancha - Cuenca,Talayuelas,1
Castilla-La Mancha - Cuenca,Tarancón,1
Castilla-La Mancha - Cuenca,Tébar,1
Castilla-La Mancha - Cuenca,Torrubia del Campo,1
Castilla-La Mancha - Cuenca,Tragacete,1
Castilla-La Mancha - Cuenca,Uclés,1
Castilla-La Mancha - Cuenca,Vara de Rey,1
Castilla-La Mancha - Cuenca,Villaconejos de Trabaque,1
Castilla-La Mancha - Cuenca,Villaescusa de Haro,1
Castilla-La Mancha - Cuenca,Villagarcía del Llano,1
Castilla-La Mancha - Cuenca,Villalba de la Sierra,1
Castilla-La Mancha - Cuenca,Villalpardo,1
Castilla-La Mancha - Cuenca,Villamayor de Santiago,1
Castilla-La Mancha - Cuenca,Villanueva de la Jara,1
Castilla-La Mancha - Cuenca,Villar de Olalla,1
Castilla-La Mancha - Cuenca,Villarejo de Fuentes,1
Castilla-La Mancha - Cuenca,Villarejo-Periesteban,1
Castilla-La Mancha - Cuenca,Villares del Saz,1
Castilla-La Mancha - Cuenca,Villarta,1
Comunidad Valenciana - Castellón/Castelló,Aín,1
Comunidad Valenciana - Castellón/Castelló,Alcalà de Xivert,2
Comunidad Valenciana - Castellón/Castelló,Alcudia de Veo,1
Comunidad Valenciana - Castellón/Castelló,Algimia de Almonacid,1
Comunidad Valenciana - Castellón/Castelló,Almassora,1
Comunidad Valenciana - Castellón/Castelló,Almenara,1
Comunidad Valenciana - Castellón/Castelló,Altura,1
Comunidad Valenciana - Castellón/Castelló,Argelita,1
Comunidad Valenciana - Castellón/Castelló,Artana,1
Comunidad Valenciana - Castellón/Castelló,Bejís,1
Comunidad Valenciana - Castellón/Castelló,Benicarló,1
Comunidad Valenciana - Castellón/Castelló,Benicasim/Benicàssim,2
Comunidad Valenciana - Castellón/Castelló,Betxí,1
Comunidad Valenciana - Castellón/Castelló,Borriana/Burriana,1
Comunidad Valenciana - Castellón/Castelló,Borriol,1
Comunidad Valenciana - Castellón/Castelló,Cabanes,1
Comunidad Valenciana - Castellón/Castelló,Castellnovo,1
Comunidad Valenciana - Castellón/Castelló,Castellón de la Plana/Castelló de la Plana,11
Comunidad Valenciana - Castellón/Castelló,Caudiel,1
Comunidad Valenciana - Castellón/Castelló,Chilches/Xilxes,1
Comunidad Valenciana - Castellón/Castelló,Costur,1
Comunidad Valenciana - Castellón/Castelló,Eslida,1
Comunidad Valenciana - Castellón/Castelló,Figueroles,1
Comunidad Valenciana - Castellón/Castelló,Forcall,1
Comunidad Valenciana - Castellón/Castelló,Fuentes de Ayódar,1
Comunidad Valenciana - Castellón/Castelló,Geldo,1
Comunidad Valenciana - Castellón/Castelló,Jérica,1
Comunidad Valenciana - Castellón/Castelló,L' Alcora,1
Comunidad Valenciana - Castellón/Castelló,La Llosa,1
Comunidad Valenciana - Castellón/Castelló,La Pobla Tornesa,1
Comunidad Valenciana - Castellón/Castelló,La Vall d'Uixó,2
Comunidad Valenciana - Castellón/Castelló,La Vilavella,1
Comunidad Valenciana - Castellón/Castelló,Les Alqueries/Alquerías del Niño Perdido,1
Comunidad Valenciana - Castellón/Castelló,Les Coves de Vinromà,1
Comunidad Valenciana - Castellón/Castelló,Llucena/Lucena del Cid,1
Comunidad Valenciana - Castellón/Castelló,Moncofa,1
Comunidad Valenciana - Castellón/Castelló,Nules,1
Comunidad Valenciana - Castellón/Castelló,Onda,1
Comunidad Valenciana - Castellón/Castelló,Oropesa del Mar/Orpesa,1
Comunidad Valenciana - Castellón/Castelló,Peníscola/Peñíscola,1
Comunidad Valenciana - Castellón/Castelló,Ribesalbes,1
Comunidad Valenciana - Castellón/Castelló,Rossell,1
Comunidad Valenciana - Castellón/Castelló,Sant Joan de Moró,1
Comunidad Valenciana - Castellón/Castelló,Sant Mateu,1
Comunidad Valenciana - Castellón/Castelló,Santa Magdalena de Pulpis,1
Comunidad Valenciana - Castellón/Castelló,Segorbe,2
Comunidad Valenciana - Castellón/Castelló,Sot de Ferrer,1
Comunidad Valenciana - Castellón/Castelló,Tales,1
Comunidad Valenciana - Castellón/Castelló,Torreblanca,1
Comunidad Valenciana - Castellón/Castelló,Vilafamés,1
Comunidad Valenciana - Castellón/Castelló,Vilanova d'Alcolea,1
Comunidad Valenciana - Castellón/Castelló,Vila-real,4
Comunidad Valenciana - Castellón/Castelló,Villafranca del Cid/Vilafranca,1
Comunidad Valenciana - Castellón/Castelló,Vinaròs,1
Comunidad Valenciana - Castellón/Castelló,Viver,1
