Curso/Cohorte;"Comunidad autónoma";Universidad;"Tipo de universidad";"Presencialidad  de la universidad";"Modalidad  de la unidad";"Tipo de unidad";"Código unidad";Unidad;"Municipio  de la unidad";"Número de titulaciones (Ciclo, Grado,  Máster y Doctorado)";Estudiantes Matriculados (Ciclo, Grado, Máster y Doctorado);Estudiantes Egresados (Ciclo, Grado y Máster)
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Propios;Público;43007373;Escuela Técnica Superior de Ingeniería;TARRAGONA;12;1,053;134
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Propios;Público;43018012;Facultad de Economía y Empresa;REUS;10;1,334;236
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Propios;Público;43018024;Escuela Técnica Superior de Ingeniería Química;TARRAGONA;12;835;224
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Propios;Público;43018061;Facultad de Enología;TARRAGONA;5;386;107
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Propios;Público;43018115;Facultad de Turismo y Geografía;VILA-SECA;5;379;80
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Propios;Público;43018139;Escuela Técnica Superior de Arquitectura (ETSA);REUS;1;314;..
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Adscritos;Público;43018152;Centro de Estudios Superiores de la Aviación (CESDA);REUS;1;96;..
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Centros Adscritos;Privado;43018164;Escuela Universitaria de la Salud y el Deporte Terres de l'Ebre (EUSES-TE);TORTOSA;3;316;44
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002110;Historia y Historia del Arte;TARRAGONA;2;78;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002112;Filologies romàniques;TARRAGONA;1;134;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002114;Pedagogía;TARRAGONA;1;35;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002115;Psicología;TARRAGONA;2;57;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002117;Ingeniería Química;TARRAGONA;1;116;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002118;Bioquímica y Biotecnología;TARRAGONA;2;59;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002119;Ciencias Médicas Básicas;REUS;1;..;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002120;Medicina y Cirugía;REUS;1;117;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002121;Enfermería;TARRAGONA;1;42;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002124;Ingeniería  Electrónica, Eléctrica y Automática;TARRAGONA;1;54;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002125;Ingeniería Informática y Matemáticas;TARRAGONA;1;56;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002126;Ingeniería Mecánica;TARRAGONA;2;..;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002127;Filología Catalana;TARRAGONA;1;..;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002128;Química Analítica y Química Orgánica;TARRAGONA;1;164;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002129;Gestión de Empresas;REUS;1;50;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002130;Dret privat,processal i financer;TARRAGONA;1;70;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002132;Geografía;VILA-SECA;2;55;
2017-2018;Cataluña;Rovira i Virgili;Pública;Presencial;Departamento;Público;55002134;Estudios de Comunicación;TARRAGONA;1;82;
2017-2018;Cataluña;Vic-Central de Catalunya;Privada;Presencial;Centros Propios;Privado;08070155;Facultad de Ciencias y Tecnología;VIC;16;821;153
2017-2018;Cataluña;Vic-Central de Catalunya;Privada;Presencial;Centros Propios;Privado;08070179;Facultad de Empresa y Comunicación;VIC;7;665;126
2017-2018;Cataluña;Vic-Central de Catalunya;Privada;Presencial;Centros Propios;Privado;08070192;Facultad de Ciencias de la Salud y el Bienestar;VIC;10;1,395;298
2017-2018;Cataluña;Vic-Central de Catalunya;Privada;Presencial;Centros Adscritos;Privado;08071238;BAU. Centro Universitario de Diseño;BARCELONA;2;653;98
2017-2018;Cataluña;Vic-Central de Catalunya;Privada;Presencial;Centros Adscritos;Privado;08071275;EADA. Escuela de Alta Dirección y Administración;BARCELONA;1;250;236
2017-2018;Cataluña;Vic-Central de Catalunya;Privada;Presencial;Centros Propios;Privado;08072097;Facultad de Educación, Traducción y Ciencias Humanas;VIC;16;2,412;397
2017-2018;Cataluña;Vic-Central de Catalunya;Privada;Presencial;Centros Propios;Privado;08072176;Escuela de Doctorado de la Universidad de Vic;VIC;6;196;
2017-2018;Cataluña;Vic-Central de Catalunya;Privada;Presencial;Centros Adscritos;Privado;08072267;ESERP, The Barcelona School of Business and Social Science;BARCELONA;3;376;34
2017-2018;Cataluña;Vic-Central de Catalunya;Privada;Presencial;Centros Propios;Privado;08072531;Facultad de Ciencias de la Salud de Manresa;MANRESA;6;1,062;..
2017-2018;Cataluña;Vic-Central de Catalunya;Privada;Presencial;Centros Propios;Privado;08072541;Facultad de Ciencias Sociales de Manresa;MANRESA;2;155;.
2017-2018;Cataluña;Vic-Central de Catalunya;Privada;Presencial;Centros Propios;Privado;08072954;Facultad de Medicina;VIC;1;84;.
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Centros Propios;Público;03009464;Facultad de Educación;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;5;3,901;1,136
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Centros Propios;Público;03009579;Facultad de Filosofía y Letras;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;23;3,763;680
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Centros Propios;Público;03009580;Facultad de Ciencias;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;19;2,027;330
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Centros Propios;Público;03010533;Facultad de Derecho;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;12;4,462;694
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Centros Propios;Público;03010545;Facultad de Ciencias Económicas y Empresariales;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;14;4,879;761
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Centros Propios;Público;03011409;Facultad de Ciencias de la Salud;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;9;1,408;328
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Centros Adscritos;Público;03012840;Escuela Universitaria de Relaciones Laborales;ELDA;1;61;..
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Centros Propios;Público;03013273;Escuela Politécnica Superior;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;23;3,702;580
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Instituto universitario de investigación;Público;03023254;Instituto Universitario de Investigación Informática;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;118;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Instituto universitario de investigación;Público;03023266;Instituto Universitario de Investigaciones Turísticas;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;55;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Instituto universitario de investigación;Público;03060123;Instituto Universitario de Electroquímica;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;..;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Instituto universitario de investigación;Público;03060147;Instituto Universitario de Síntesis Orgánica;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;26;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Instituto universitario de investigación;Público;03060159;Instituto Universitario de Materiales;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;69;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Instituto universitario de investigación;Público;03060160;Instituto Universitario de Ingeniería de Procesos Químicos;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;..;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Instituto universitario de investigación;Público;03060172;Instituto Universitario Centro Iberoamericano de la Biodiversidad (CIBIO);SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;..;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Instituto universitario de investigación;Público;03060184;Instituto Universitario del Agua y de las Ciencias Ambientales;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;49;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Instituto universitario de investigación;Público;03060196;Instituto Universitario de Física Aplicada a las Ciencias y las Tecnologías (IUFACyT);SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;..;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Instituto universitario de investigación;Público;03060275;Instituto Universitario de Investigación de Estudios de Género;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;..;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Departamento;Público;55003035;Derecho civil;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;..;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Departamento;Público;55003045;Física aplicada;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;..;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Departamento;Público;55003046;Fundamentos del análisis económico;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;..;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Departamento;Público;55003048;Humanidades contemporáneas;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;..;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Departamento;Público;55003055;Análisis económico aplicado;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;43;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Departamento;Público;55003060;Ingeniería civil;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;40;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Departamento;Público;55003069;Ecología;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;29;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Departamento;Público;55003074;Fisiología, genética y microbiología;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;27;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Departamento;Público;55003076;Matemática aplicada;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;..;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Departamento;Público;55003079;Enfermería comunitaria medicina preventiva y salud pública e historia de la ciencia;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;..;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Departamento;Público;55003080;Ciencias del mar y biología aplicada;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;..;
2017-2018;Comunitat Valenciana;Alicante;Pública;Presencial;Departamento;Público;55003086;Psicología evolutiva y didáctica;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;1;125;
2017-2018;Comunitat Valenciana;Cardenal Herrera-CEU ;Privada;Presencial;Centros Propios;Privado;03023151;Facultad de Ciencias de la Salud-Centro de Elche;ELCHE/ELX;4;782;161
2017-2018;Comunitat Valenciana;Cardenal Herrera-CEU ;Privada;Presencial;Centros Propios;Privado;03023229;Facultad de Derecho, Empresa y Ciencias Políticas-Centro de Elche;ELCHE/ELX;8;308;84
2017-2018;Comunitat Valenciana;Cardenal Herrera-CEU ;Privada;Presencial;Centros Propios;Privado;03023230;Facultad de Humanidades y Ciencias de la Comunicación-Centro de Elche;ELCHE/ELX;5;418;151
2017-2018;Comunitat Valenciana;Cardenal Herrera-CEU ;Privada;Presencial;Centros Propios;Privado;12015112;Facultad de Ciencias de la Salud-Centro de Castellón;CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA;2;704;125
2017-2018;Comunitat Valenciana;Cardenal Herrera-CEU ;Privada;Presencial;Centros Propios;Privado;12015124;Facultad de Humanidades y Ciencias de la Comunicación-Centro de Castellón;CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA;5;190;57
2017-2018;Comunitat Valenciana;Cardenal Herrera-CEU ;Privada;Presencial;Centros Propios;Privado;12060041;Facultad de Derecho, Empresa y Ciencias Políticas-Centro de Castellón;CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA;1;85;.
2017-2018;Comunitat Valenciana;Cardenal Herrera-CEU ;Privada;Presencial;Hospital;Privado;28053629;CEU Escuela Internacional de Doctorado (CEINDO);ALCOBENDAS;6;107;
2017-2018;Comunitat Valenciana;Cardenal Herrera-CEU ;Privada;Presencial;Centros Propios;Privado;46035112;Escuela Superior de Enseñanzas Técnicas;ALFARA DEL PATRIARCA;12;372;97
2017-2018;Comunitat Valenciana;Cardenal Herrera-CEU ;Privada;Presencial;Centros Propios;Privado;46035628;Escuela Superior de Negocios;VALENCIA;1;62;31
2017-2018;Comunitat Valenciana;Cardenal Herrera-CEU ;Privada;Presencial;Centros Propios;Privado;46035665;Facultad de Humanidades y Ciencias de la Comunicación;ALFARA DEL PATRIARCA;19;1,059;371
2017-2018;Comunitat Valenciana;Cardenal Herrera-CEU ;Privada;Presencial;Centros Propios;Privado;46035677;Facultad de Derecho, Empresa y Ciencias Políticas;ALFARA DEL PATRIARCA;14;470;82
2017-2018;Comunitat Valenciana;Cardenal Herrera-CEU ;Privada;Presencial;Centros Propios;Privado;46035689;Facultad de Veterinaria;ALFARA DEL PATRIARCA;2;1,327;155
2017-2018;Comunitat Valenciana;Cardenal Herrera-CEU ;Privada;Presencial;Centros Propios;Privado;46035690;Facultad de Ciencias de la Salud;ALFARA DEL PATRIARCA;14;2,409;400
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035550;Facultad de Psicología, Magisterio y Ciencias de la Educación;ALZIRA;6;364;93
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035550;Facultad de Psicología, Magisterio y Ciencias de la Educación;BURJASSOT;10;956;590
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035550;Facultad de Psicología, Magisterio y Ciencias de la Educación;GODELLA;14;924;194
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035550;Facultad de Psicología, Magisterio y Ciencias de la Educación;TORRENT;1;78;..
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035550;Facultad de Psicología, Magisterio y Ciencias de la Educación;VALENCIA;15;1,593;389
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035550;Facultad de Psicología, Magisterio y Ciencias de la Educación;XÀTIVA;3;84;33
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035562;Facultad de Ciencias de la Actividad Física y del Deporte;TORRENT;5;987;217
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035562;Facultad de Ciencias de la Actividad Física y del Deporte;XÀTIVA;1;84;.
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035574;Facultad de Filosofía, Antropología y Trabajo Social;VALENCIA;3;100;32
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035586;Facultad de Veterinaria y Ciencias Experimentales;VALENCIA;8;856;91
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035598;Facultad de Ciencias Económicas y Empesariales;VALENCIA;10;599;149
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035604;Facultad de Enfermería Nuestra Señora de los Desamparados;ALZIRA;3;315;91
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035604;Facultad de Enfermería Nuestra Señora de los Desamparados;VALENCIA;4;1,015;218
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035616;Facultad de Medicina y Odontología;VALENCIA;8;1,329;225
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46035707;Facultad de Derecho;VALENCIA;10;888;239
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46061822;Facultad de Derecho Canónico San Vicente Mártir;VALENCIA;2;54;..
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Centros Propios;Privado;46061834;Facultad de Fisioterapia y Podología;TORRENT;8;537;171
2017-2018;Comunitat Valenciana;Católica de Valencia San Vicente Mártir;Privada;Presencial;Escuela de doctorado;Privado;46061871;Escuela de Doctorado de la Universidad Católica de Valencia San Vicente Mártir;VALENCIA;3;225;
2017-2018;Comunitat Valenciana;Europea de Valencia;Privada;Presencial;Centros Propios;Privado;46061721;Facultad de Ciencias Sociales;VALENCIA;17;625;210
2017-2018;Comunitat Valenciana;Europea de Valencia;Privada;Presencial;Centros Propios;Privado;46061731;Facultad de Ciencias de la Salud;VALENCIA;8;1,100;146
2017-2018;Comunitat Valenciana;Europea de Valencia;Privada;Presencial;Centros Propios;Privado;46061743;Escuela de Arquitectura y Politécnica;VALENCIA;4;51;..
2017-2018;Comunitat Valenciana;Internacional Valenciana;Privada;No Presencial;Centros Propios;Privado;12015045;Universitat Internacional Valenciana;VALENCIA;27;6,490;4,009
