UNIDAD;COMUNIDAD AUTONOMA;PROVINCIA;LOCALIDAD;DOMICILIO;CODIGO POSTAL;TELEFONO;OBSERVACIONES
 U.H.E.L.- 71 OFICINAS EN LA ZONA;GALICIA;A CORU—A;A CORU—A;R⁄A M…DICO DEVESA N⁄—EZ, 3;15008;981167800;SE SUPRIMI”  EL PUESTO  EL 23.11.2015, ACTUALMENTE SOLO PABELLONES
 ZONA GALICIA;GALICIA;A CORU—A;A CORU—A;R⁄A M…DICO DEVESA N⁄—EZ, 3;15008;981167800;SE SUPRIMI” EL PUESTO EL 18.02.2014, @DG. ESTADOMAYOR-PERSONALYORGANIZACI”N.PERSONAL28.03.2014, N∫ 5820, CUARTEL CERRADO POR  RUINA MOTIVO TERREMOTO FECHA 22 MAYO 1997
DESTACAMENTO SEGURIDAD AEROPUERTO DE ALVEDRO;GALICIA;A CORU—A;CULLEREDO- RUTIS;RUTIS-VILABOA;15180;981187216;
UNIDAD SEGURIDAD CENTRO PENITENCIARIO TEIXEIRO;GALICIA;A CORU—A;CURTIS;ESTRADA DE PARADELA, S/N;15310;981779530;
PATRULLA SEPRONA A CORU—A;GALICIA;A CORU—A;A CORU—A;R⁄A M…DICO DEVESA N⁄—EZ, 3;15008;981167800;
PATRULLA SEPRONA ARTEIXO;GALICIA;A CORU—A;ARTEIXO;AVENIDA DE FINISTERRE, S/N;15142;981633002;
PATRULLA SEPRONA PONTEDEUME;GALICIA;A CORU—A;PONTEDEUME;CHAO DE VILAR, 9;15600;981430031;
PATRULLA SEPRONA SANTIAGO DE COMPOSTELA;GALICIA;A CORU—A;SANTIAGO DE COMPOSTELA;R⁄A DO DOIRO, 25;15704;981581611;
PATRULLA SEPRONA NOIA;GALICIA;A CORU—A;NOIA;R⁄A DEVESA DO MARQU…S, 14 (A RASA);15200;981820515;
PATRULLA SEPRONA CORCUBI”N;GALICIA;A CORU—A;CORCUBI”N;R⁄A SAN ANTONIO, 10;15130;981745424;
 C.O.S.;GALICIA;LUGO;LUGO; PZA. BRETA¥A, S/N;27002;982284855;
 CMDA. LUGO;GALICIA;LUGO;LUGO; PZA. BRETA¥A, S/N;27002;982221311;
 COMPA—IA DE BURELA;GALICIA;LUGO;BURELA; C/ VILLAESTROFE, 33;27880;982585705-982586014;
 COMPA—IA DE LUGO;GALICIA;LUGO;LUGO; PZA. BRETA¥A, S/N;27002;982284870;
 COMPA—IA DE MONFORTE DE LEMOS;GALICIA;LUGO;MONFORTE DE LEMOS; C/ DR. LOPEZ SUAREZ, S/n;27400;982402239;
 COMPA—IA DE VILALBA;GALICIA;LUGO;VILALBA;TRAVESIA DO CUARTEL, S/N;27800;982510307;
 DESTO. BARALLA;GALICIA;LUGO;BARALLA; CAMPO DE LA FERIA, S/n;27680;982363362;
 DESTO. BURELA;GALICIA;LUGO;BURELA; C/VILLAESTROFE, 33;27880;982586004;
 DESTO. LUGO;GALICIA;LUGO;LUGO; PZA. BRETA¥A, S/N;27002;982251770;
 DESTO. MONFORTE DE LEMOS;GALICIA;LUGO;MONFORTE DE LEMOS; C/ DR. LOPEZ SUAREZ, S/N;27400;982402017;
 DESTO. VILLALBA;GALICIA;LUGO;VILLALBA;TRAVESIA DO CUARTEL, S/N;27800;982510172;
 PUESTO AUXILIAR DE ANTAS DE ULLA;GALICIA;LUGO;ANTAS DE ULLA; AVDA. GENERAL PORTOME¥E, 73;27570;982379916;
 PUESTO AUXILIAR DE AS NOGAIS;GALICIA;LUGO;AS NOGAIS; C/ CARRETERA DE NULLAN, S/N;27677;982364048;
 PUESTO AUXILIAR DE INCIO;GALICIA;LUGO;INCIO; C/ RODEIRO, 3;27346;982420468;
 PUESTO AUXILIAR DE PUEBLA DE BROLLON;GALICIA;LUGO;PUEBLA DE BROLLON; C/ JOSE ANTONIO, 95;27330;982430002;
 PUESTO AUXILIAR DE SOBER;GALICIA;LUGO;SOBER; AVDA. CUARTEL, 1;27460;982460003;
 PUESTO DE ABADIN;GALICIA;LUGO;ABADIN; CARRETERA DE FANOY, 4;27730;982508011;
 PUESTO DE BAHAMONDE;GALICIA;LUGO;BAHAMONDE; C/ DANEIL CHAVER, 2;27371;982398008;
 PUESTO DE BARALLA;GALICIA;LUGO;BARALLA; C/ FABEIRO S/n;27680;982363302;
 PUESTO DE BARREIROS;GALICIA;LUGO;BARREIROS; C/ NUEVA, 1;27229;982124194;
 PUESTO DE BECERREA;GALICIA;LUGO;BECERREA; C/ AVDA. QUIROGA, 15;27640;982360006;
 PUESTO DE BOVEDA;GALICIA;LUGO;BOVEDA; C/ AS PONTES, 7;27340;982426018;
 PUESTO DE BURELA;GALICIA;LUGO;BURELA; C/ VILLAESTROFE, 33;27880;982585705;
 PUESTO DE CARBALLEDO;GALICIA;LUGO;CARBALLEDO; AVDA.DE LOS PERALES, 40;27520;982466202;
 PUESTO DE CASTRO DE REI;GALICIA;LUGO;CASTRO DE REI; C/EMILIO SINDE NIETO, 48;27250;982314002;
 PUESTO DE CASTROVERDE;GALICIA;LUGO;CASTROVERDE;TRAVESIA DE RODINSO, 48;27120;982312002;
 PUESTO DE CHANTADA;GALICIA;LUGO;CHANTADA; C/ SANTA MARINA, 4;27500;982440003;
 PUESTO DE COSPEITO;GALICIA;LUGO;A FEIRA DO MONTE;C/TROVADOR RUI LOPEZ DE AGUIAR, S/N;27377;982520017;
 PUESTO DE ESCAIRON;GALICIA;LUGO;ESCAIRON; C/ MONDAVIDE S/n;27540;982452050;
 PUESTO DE FERREIRA VALLE ORO;GALICIA;LUGO;FERREIRA; C/ FEIRA NOVA, 9;27770;982574030;
 PUESTO DE FONSAGRADA;GALICIA;LUGO;FONSAGRADA(A); C/CHAOS, S/N;27100;982340004;
 PUESTO DE FOZ;GALICIA;LUGO;FOZ; C/ FONDOS-VILAXUANE, 1;27780;982140444;
 PUESTO DE FRIOL;GALICIA;LUGO;FRIOL; C/ SANTA ISABEL, 15;27220;982375002;
 PUESTO DE XERMADE;GALICIA;LUGO;XERMADE; AVDA. VILALBA, S/N;27839;982501018;
 PUESTO DE GUITIRIZ;GALICIA;LUGO;GUITIRIZ; C/ RUA DO CONCELLO, 97;27300;982370001;
 PUESTO DE GUNTIN;GALICIA;LUGO;GUNTIN; CTRA. SANTIAGO, S/n;27211;982320007;
 PUESTO DE JOVE;GALICIA;LUGO;XOVE; C/ ACCESO CUARTEL, 3;27870;982592053;
 PUESTO DE LUGO;GALICIA;LUGO;LUGO; PZA. BRETA¥A, S/N;27002;982284836;
 PUESTO DE MEIRA;GALICIA;LUGO;MEIRA; C/ A PENA, 39;27240;982330004;
 PUESTO DE MONDO—EDO;GALICIA;LUGO;MONDO—EDO;C/AVDA. VI—AS DA VEIGA, N∫55;27740;982521905;
 PUESTO DE MONFORTE DE LEMOS;GALICIA;LUGO;MONFORTE DE LEMOS; C/ DR. LOPEZ SUAREZ, S/N;27400;982402239;
 PUESTO DE MONTERROSO;GALICIA;LUGO;MONTERROSO; C/CORONEL QUIROGA, N∫1;27560;982377003;
 PUESTO DE MURAS;GALICIA;LUGO;MURAS; C/ JOSE FERRO RODEIRO, 1;27836;982500020;
 PUESTO DE NAVIA DE SUARNA;GALICIA;LUGO;NAVIA DE SUARNA; AVDA. ANCARES, S/N;27650;982365002;
 PUESTO DE PALAS DE REY;GALICIA;LUGO;PALAS DE REY; C/MOLINO S/N;27200;982380002;
 PUESTO DE PANTON;GALICIA;LUGO;PANTON;C/ALCALDE RAMON PARDO ARIAS, S/N;27430;982456053;
 PUESTO DE PASTORIZA;GALICIA;LUGO;PASTORIZA; AVDA.DOCTOR CABANEIRO, S/N;27287;982332224;
 PUESTO DE PIEDRAFITA;GALICIA;LUGO;PIEDRAFITA; C/ OBSERVATORIO, S/N;27670;982367110;
 PUESTO DE PUEBLA SAN JULIAN;GALICIA;LUGO;PUEBLA DE SAN JULIAN; PZA. DE LA CONSTITUCION, S/N;27360;982543147;
 PUESTO DE A PONTENOVA;GALICIA;LUGO;A PONTENOVA; AVDA. TARAMUNDI, S/N;27720;982342222;
 PUESTO DE PUERTOMARIN;GALICIA;LUGO;PORTOMARIN; PZA. AVIACION ESPA¥OLA, S/N;27170;982545002;
 PUESTO DE QUIROGA;GALICIA;LUGO;QUIROGA; C/ GRAL. FRANCO, 92;27320;982428150;SUPRIMIDO
 PUESTO DE RABADE;GALICIA;LUGO;RABADE; C/ CANTALARRANA, 27;27370;982390005;
 PUESTO DE RIBADEO;GALICIA;LUGO;RIBADEO; C/ JOS… COUSO, N∫ 11;27700;982128048;SUPRIMIDO
 PUESTO DE SAMOS;GALICIA;LUGO;SAMOS; C/ AVDA. COMPOSTELA, N∫ 25;27620;982546008;
 PUESTO DE SAN ROMAN DE CERVANTES;GALICIA;LUGO;SAN ROMAN DE CERVANTES; C/ DIPUTACION, S/N;27664;982364565;
 PUESTO DE SARRIA;GALICIA;LUGO;SARRIA; C/ CASTELAO, S/N;27600;982530474;
 PUESTO DE SEOANE DE CAUREL;GALICIA;LUGO;SEOANE DE CAUREL; C/ TESIN, 32;27324;982433083;
 PUESTO DE TABOADA;GALICIA;LUGO;TABOADA; C/ INSUAS, S/N;27550;982465473;
 PUESTO DE VICEDO;GALICIA;LUGO;VICEDO;AVDA. AREALONGA, 9;27860;982590181;
 PUESTO DE VILALBA;GALICIA;LUGO;VILALBA;TRAVESIA DO CUARTEL, S/N;27800;982510307;
 PUESTO DE VIVEIRO;GALICIA;LUGO;VIVEIRO; C/ MISERICORDIA, 52;27850;982561039;
 SUBSECTOR TRAF. LUGO;GALICIA;LUGO;LUGO; PZA. BRETA¥A, S/N;27002;982251770;
 C.O.S.;GALICIA;ORENSE;ORENSE; C/ BIEITO AMADO, 17;32005;988221100;
 CMDA. ORENSE;GALICIA;ORENSE;ORENSE; C/ BIEITO AMADO, 17;32005;988235353;
 COMPA—IA DE A RUA;GALICIA;ORENSE;A RUA; C/ FERRO COUSELO,16;32350;988336040;
 COMPA—IA DE CELANOVA;GALICIA;ORENSE;CELANOVA; AVDA. LOPEZ BLANCO, 69;32800;988431480;
 COMPA—IA DE ORENSE;GALICIA;ORENSE;ORENSE; C/ BIEITO AMADO, 17;32005;988235353;
 COMPA—IA DE VERIN;GALICIA;ORENSE;VERIN; C/ SAN GREGORIO - BARRIO SAN LAZARO, S/N;32600;988410005;
 DESTO. O BARCO DE VALDEORRAS;GALICIA;ORENSE;O BARCO DE VALDEORRAS; AVDA. DE LA DIPUTACION, 65;32300;988321035;
 DESTO. ORENSE;GALICIA;ORENSE;ORENSE; C/ BIEITO AMADO, 15;32971;988222881;
 DESTO. VERIN;GALICIA;ORENSE;VERIN; C/ SAN GREGORIO - BARRIO SAN LAZARO S/N;32600;988410659;
 PUESTO AUXILIAR DE A MEZQUITA;GALICIA;ORENSE;A MEZQUITA; C/ GRUPO ESCOLAR S/N;32549;988425539;
 PUESTO AUXILIAR DE BALTAR;GALICIA;ORENSE;BALTAR; C/ SARGENTO SEOANE, 5;32633;988466522;
 PUESTO AUXILIAR DE ENTRIMO;GALICIA;ORENSE;ENTRIMO; C/ CAMINO DO ARRIEIRO, S/N;32860;988434667;
 PUESTO DE A GUDI—A;GALICIA;ORENSE;A GUDI¥A; POLIGONO MOURE, 10;32420;988421004;
 PUESTO DE A RUA;GALICIA;ORENSE;A RUA; C/ FERRO COUSELO, 16;32350;988336040;
 PUESTO DE A VEIGA;GALICIA;ORENSE;A VEIGA; RUA NOVA, 4;32360;988350052;
 PUESTO DE ALLARIZ;GALICIA;ORENSE;ALLARIZ; C/ EMILIA PARDO BAZAN,52;32660;988440031;
 PUESTO DE BANDE;GALICIA;ORENSE;BANDE; C/ OUTEIRO DO REI, 1-2;32840;988444480;
 PUESTO DE BEARIZ;GALICIA;ORENSE;BEARIZ; C/ BENITO TABOAS, 15;32373;988284055;
 PUESTO DE CALVOS DE RANDIN;GALICIA;ORENSE;CALVOS DE RANDIN; C/ TRAVESIA DE CALVOS, S/N;32500;988434028;
 PUESTO DE CASTRO CALDELAS;GALICIA;ORENSE;CASTROCALDELAS; AVDA. DE OURENSE, 34;32760;988203003;
 PUESTO DE CEA;GALICIA;ORENSE;SAN CRISTOVO DE CEA; PZA. MAYOR, S/N;32130;988282229;
 PUESTO DE CELANOVA;GALICIA;ORENSE;CELANOVA; AVDA. LOPEZ BLANCO, 69;32800;988431480;
 PUESTO DE CORTEGADA;GALICIA;ORENSE;CORTEGADA; C/ DR. HERMINIO OJEA, 12;32200;988483000;
 PUESTO DE CUALEDRO;GALICIA;ORENSE;CUALEDRO;PLAZA DE LA MARINA CUQUEJO, 10;32689;988424071;
 PUESTO DE ESGOS;GALICIA;ORENSE;ESGOS; BARRIO SARAMAGAL, 16;32720;988290012;
 PUESTO DE FREAS DE EIRAS;GALICIA;ORENSE;FREAS DE EIRAS; C/ ESTRADA AMEDOS, 35 PICOUTO;32810;988491525;
 PUESTO DE LEIRO;GALICIA;ORENSE;LEIRO;CALLE PORTALEIRA, 15;32420;988488023;
 PUESTO DE LOBEIRA;GALICIA;ORENSE;LOBEIRA;TRAVESÕA TOURAL, 23;32850;988458510;
 PUESTO DE LOBIOS;GALICIA;ORENSE;LOBIOS; C/ CARRETERA PORTUGAL, 11;32870;988448031;
 PUESTO DE LUINTRA;GALICIA;ORENSE;LUINTRA;CARRETERA DE SAN ESTEBAN, 23;32160;988201042;
 PUESTO DE MACEDA;GALICIA;ORENSE;MACEDA; C/ RUA DO TOURAL, 23;32700;988463084;
 PUESTO DE O BARCO DE VALDEORRAS;GALICIA;ORENSE;O BARCO DE VALDEORRAS; AVDA. DE LA DIPUTACION, 65;32300;988320381;
 PUESTO DE ORENSE;GALICIA;ORENSE;ORENSE; C/ BIEITO AMADO, 17;32971;988235353;
 PUESTO DE POBLA DE TRIVES;GALICIA;ORENSE;PUEBLA DE TRIVES; AVDA. DE LA DIPUTACION, 26;32780;988337019;
 PUESTO DE PONTE BARXAS;GALICIA;ORENSE;PUENTE BARJAS-PADRENDA; AVDA. ADRIANO MARQUES DE MAGALLANES, 67;32220;988494420;
 PUESTO DE RIBADAVIA;GALICIA;ORENSE;RIBADAVIA; C/ ALVARO CUNQUEIRO, 2;32400;988470027;
 PUESTO DE RIOS;GALICIA;ORENSE;RIOS;" CTRA. ROMARIZ, 56 - ""A TELLEIRA""";32611;988425001;
 PUESTO DE TAMALLANCOS;GALICIA;ORENSE;TAMALLANCOS;CARRETERA AMOEIRO, 21;32102;988281054;
 PUESTO DE TRASMIRAS;GALICIA;ORENSE;TRASMIRAS; C/ OTERO PEDRAYO, 166;32695;988445029;
 PUESTO DE VERIN;GALICIA;ORENSE;VERIN; C/ SAN GREGORIO - BARRIO SAN LAZARO S/N;32600;988410005;
 PUESTO DE VIANA DO BOLO;GALICIA;ORENSE;VIANA DO BOLO;R⁄A DA SA⁄DE, 1;32550;988340004;
 PUESTO DE VILAR DE BARRIO;GALICIA;ORENSE;VILAR DE BARRIO; PZA. DO TOURAL, 9;32702;988449000;
 PUESTO DE XINZO DE LIMIA;GALICIA;ORENSE;XINZO DE LIMIA; C/ LADEIRA, 8;32630;988462361;
 PUESTO P. DE CARBALLINO;GALICIA;ORENSE;CARBALLINO; CTRA. DE IRIXO, 64-66;32500;988270092;
 SUBSECTOR TRAF. ORENSE;GALICIA;ORENSE;ORENSE; C/ BIEITO AMADO, 15;32005;988222881;
 C.O.S.;GALICIA;PONTEVEDRA;PONTEVEDRA- POIO; C/ DOMINGO DE FONTAN, 6;36005;986807900;
 CCPA TUI-VALENCIA DO MINHO;GALICIA;PONTEVEDRA;TUI; AVDA.  DE PORTUGAL, S/N;36700;986607531;
 CMDA. PONTEVEDRA;GALICIA;PONTEVEDRA;PONTEVEDRA- POIO; C/ DOMINGO DE FONTAN, 6;36005;986807900;
 COMPA¥IA DE LALIN;GALICIA;PONTEVEDRA;LALIN; C/ CALZADA, 41;36500;986787418;
 COMPA¥IA DE PONTEVEDRA;GALICIA;PONTEVEDRA;PONTEVEDRA- POIO; C/ DOMINGO DE FONTAN, 6;36005;986866919;
 COMPA¥IA DE TUI;GALICIA;PONTEVEDRA;TUI; PSO. CALVO SOTELO, 41;36700;986600221;
 COMPA¥IA DE VIGO;GALICIA;PONTEVEDRA;VIGO; C/ SEVILLA, 8;36203;986425150;
 COMPA¥IA DE VILAGARCIA;GALICIA;PONTEVEDRA;VILAGARCIA DE AROUSA; RUA DO PINO NéM. 4- MARXION S/n;36600;986565262;
 DESTO. AEROPUERTO DE VIGO (Desto.-Fiscal.-Seguridad);GALICIA;PONTEVEDRA;VIGO; AVDA. DEL AEROPUERTO, S/N;36318;986268293-986268231-986268246;
 DESTO. LALIN;GALICIA;PONTEVEDRA;LALIN;C/ GUARDIA CIVIL, 43;36500;986780203;
 DESTO. PONTEVEDRA;GALICIA;PONTEVEDRA;PONTEVEDRA- POIO; C/ DOMINGO DE FONTAN, 6;36004;986852587;
 DESTO. PORRI¥O;GALICIA;PONTEVEDRA;PORRI¥O; C/ TORNEIROS - RELVA, 1;36410;986330135;
 DESTO. VILABOA;GALICIA;PONTEVEDRA;VILABOA; C/ TOURAL, S/n;36141;986708066;
 G. R. S. 7;GALICIA;PONTEVEDRA;PONTEVEDRA; CASTROSENIN- MOURENETE;36164;986866640;
 PUESTO DE A CA¥IZA;GALICIA;PONTEVEDRA;A CA¥IZA;ALVARO CUNQUIERO S/N;36885;986651002;
 PUESTO DE A ESTRADA;GALICIA;PONTEVEDRA;A ESTRADA; AVDA. PONTEVEDRA, 4;36680;986590911;
 PUESTO DE A GUARDA;GALICIA;PONTEVEDRA;A GUARDA; AVDA. DE PORTUGAL, 25;36780;986610452;
 PUESTO DE ARBO;GALICIA;PONTEVEDRA;ARBO; BARRIO LA CHAN, 53;36430;986665084;
 PUESTO DE BAIONA;GALICIA;PONTEVEDRA;BAIONA; BARRIO DE LA ANUNCIADA, 73;36300;986355027;
 PUESTO DE CALDAS DE REIS;GALICIA;PONTEVEDRA;CALDAS DE REIS; C/ HERRERIA, 70;36650;986540008;
 PUESTO DE CERDEDO;GALICIA;PONTEVEDRA;CERDEDO; C/ RUA DAS LONGAS, 21;36130;986753016;
 PUESTO DE COVELO;GALICIA;PONTEVEDRA;O COVELO; TRAVESIA DE VIGO, 16;36872;986650003;
 PUESTO DE CRUCES;GALICIA;PONTEVEDRA;CRUCES; C/ CUARTEL, 24;36590;986582072;
 PUESTO DE CUNTIS;GALICIA;PONTEVEDRA;CUNTIS; C/ LA PALMA, 32;36670;986548046;
 PUESTO DE FORCAREY;GALICIA;PONTEVEDRA;FORCAREI; C/ CAMPO DA FERIA, 10;36559;986754031;
 PUESTO DE FORNELOS DE MONTES;GALICIA;PONTEVEDRA;FORNELOS DE MONTES; C/ RIAL, 12;36847;986768517;
 PUESTO DE GONDOMAR;GALICIA;PONTEVEDRA;GONDOMAR; AMEIXEIRA, 8;36380;986360040;
 PUESTO DE LALIN;GALICIA;PONTEVEDRA;LALIN;C/ GUARDIA CIVIL, 41;36500;986787119;
 PUESTO DE MARIN (FISCAL);GALICIA;PONTEVEDRA;MARIN; ESTDA FIGUEIRIDO 3 BAJO;36900;986838183;
 PUESTO DE MOA¥A;GALICIA;PONTEVEDRA;MOA¥A; C/ LA JUNQUERA, 9;36950;986310067;
 PUESTO DE MOS;GALICIA;PONTEVEDRA;MOS; TAMEIGA-CASAL, 95;36416;986331223;
 PUESTO DE O GROVE;GALICIA;PONTEVEDRA;O GROVE;C/ CUARTEL, 10;36989;986735936;
 PUESTO DE PONTEVEDRA-EXTERIOR;GALICIA;PONTEVEDRA;PONTEVEDRA- POIO; C/ DOMINGO DE FONTAN, 6;36005;986807900;
 PUESTO DE PUENTE CALDELAS;GALICIA;PONTEVEDRA;PONTE-CALDELAS; AVDA. GALICIA, 11;36820;986750117;
 PUESTO DE RODEIRO;GALICIA;PONTEVEDRA;RODEIRO;" C/ ""A"", 37";36530;986790002;
 PUESTO DE SALVATIERRA DE MI—O;GALICIA;PONTEVEDRA;SALVATIERRA DE MI¥O; CHAN DA PONTE, 12;36459;986658156;
 PUESTO DE SILLEDA;GALICIA;PONTEVEDRA;SILLEDA; AVDA. DEL PARQUE, 69;36540;986580071;
 PUESTO DE SOUTOMAIOR;GALICIA;PONTEVEDRA;ARCADE- SOTOMAIOR; AVDA. ALFONSO RODRIGUEZ CASTELAO, 138;36690;986670262;
 PUESTO DE TOMI—O;GALICIA;PONTEVEDRA;TOMI¥O; C/ REPUBLICA ARGENTINA, 1;36740;986622207;
 PUESTO DE TUI;GALICIA;PONTEVEDRA;TUI; AVDA. CALVO SOTELO, 41;36700;986600221;
 PUESTO DE VALGA;GALICIA;PONTEVEDRA;VALGA; C/ BA—O, 11;36645;986559447;
 PUESTO DE VILAGARCIA;GALICIA;PONTEVEDRA;VILAGARCIA DE AROUSA; RUA DO PINO NéM. 4- MARXION S/n;36600;986565262;
 PUESTO DE VILAGARCIA (FISCAL);GALICIA;PONTEVEDRA;VILAGARCIA DE AROUSA; RUA DO PINO NéM. 4- MARXION S/n;36600;986565262;
 PUESTO P. DE CAMBADOS;GALICIA;PONTEVEDRA;CAMBADOS; C/ VALLE INCLAN, 9;36630;986526934;
 PUESTO P. DE CANGAS DEL MORRAZO;GALICIA;PONTEVEDRA;CANGAS; AVDA. OURENSE, 72;36940;986300142;
 PUESTO P. DE PONTEAREAS;GALICIA;PONTEVEDRA;PONTEAREAS; AVDA. SARMIENTO RIVERA, 11;36860;986644086;
 PUESTO P. DE PORRI—O;GALICIA;PONTEVEDRA;PORRI¥O; C/ TORNEIROS - RELVA, 1;36410;986331331;
 PUESTO P. DE SANXENXO;GALICIA;PONTEVEDRA;SANXENXO; C/ RICARDO SANTOS, 12;36960;986720252;
 PUESTO P. DE LALIN;GALICIA;PONTEVEDRA;LALIN;C/ GUARDIA CIVIL, 41;36500;986787119;
 S. M. P. PONTEVEDRA;GALICIA;PONTEVEDRA;MARIN; CTRA. FEGUERIDO, 3;36004;986891966;
 SECCION FISCAL DEL PUERTO-VIGO;GALICIA;PONTEVEDRA;VIGO; C/ CONCEPCION ARENAL S/n;36201;986431742;
 SUBSECTOR TRAF. PONTEVEDRA;GALICIA;PONTEVEDRA;PONTEVEDRA- POIO; C/ DOMINGO DE FONTAN, 6;36004;986852587;
 AEROPUERTO DE GRAN CANARIA;CANARIAS;LAS PALMAS;OJOS DE GARZA GANDO (TELDE); C/ AEROPUERTO DE GRAN CANARIA;;928578993;
 C.O.S.;CANARIAS;LAS PALMAS;LAS PALMAS DE GRAN CANARIA; C/ ALICANTE, 9;35016;928251101;
 CCRC LAS PALMAS;CANARIAS;LAS PALMAS;LAS PALMAS DE GRAN CANARIA; C/ ALICANTE, 22;35016;928431766;
 CMDA. PALMAS DE GRAN CANARIA, LAS;CANARIAS;LAS PALMAS;LAS PALMAS DE GRAN CANARIA; C/ ALICANTE, 9;35016;928320400;
 COMPA¥IA DE COSTA TEGUISE;CANARIAS;LAS PALMAS;COSTA TEGUISE (LANZAROTE); C/ SORONDONGO, 12;35509;928592100;
 COMPA¥IA DE SANTA MARIA DE GUIA;CANARIAS;LAS PALMAS;SANTA MARIA DE GUIA (GRAN CANARIA); C/ GUARDIA CIVIL, 1;35450;928896565;
 COMPA¥IA DE VECINDARIO;CANARIAS;LAS PALMAS;SANTA LUCIA (GRAN CANARIA); C/ AVENIDA DEL ATLANTICO S/N;35110;928793800;SUPRIMIDO
 COMPA¥IA PUERTO DEL ROSARIO;CANARIAS;LAS PALMAS;PUERTO DEL ROSARIO (FUERTEVENTURA); C/ INDALECIO PRIETO, 4;35600;928851100- 928850503;
 DESTO. ARRECIFE;CANARIAS;LAS PALMAS;ARRECIFE (LANZAROTE); C/ APOLO, 3;35500;928811886;NUEVO
 DESTO. GRAN TARAJAL;CANARIAS;LAS PALMAS;GRAN TARAJAL (FUERTEVENTURA); AVDA. CONSTITUCION, 2;35620;928870884;
 DESTO. LAS PALMAS;CANARIAS;LAS PALMAS;LAS PALMAS DE GRAN CANARIA; C/ ALICANTE, 5;35016;928315578-75;
 DESTO. MASPALOMAS;CANARIAS;LAS PALMAS;MASPALOMAS (GRAN CANARIA); AVDA. TUNTE, 4;35100;928761275;
 DESTO. PUERTO DEL ROSARIO;CANARIAS;LAS PALMAS;PUERTO DEL ROSARIO (FUERTEVENTURA); C/ CUCHILLETE, 5;35600;928851551;
 DESTO. SANTA MARIA DE GUIA;CANARIAS;LAS PALMAS;SANTA MARIA DE GUIA (GRAN CANARIA); C/ GUARDIA CIVIL, 1;35450;928882090;
 ECO- LAS PALMAS;CANARIAS;LAS PALMAS;LAS PALMAS DE GRAN CANARIA; C/ ALICANTE, 7 Y 9;35016;928335602-928335459-928320400. EXT 284-285;
 PUESTO DE AGAETE;CANARIAS;LAS PALMAS;AGAETE (GRAN CANARIA); C/ SERRA ALGARRA, 2;35480;928898006;
 PUESTO DE COSTA TEGUISE;CANARIAS;LAS PALMAS;COSTA TEGUISE (LANZAROTE); C/ SORONDONGO, 12;35509;928592400;
 PUESTO DE GRAN TARAJAL;CANARIAS;LAS PALMAS;GRAN TARAJAL- TUINEJE (FUERTEVENTURA); CTRA. GC-620, KM. 0,500;35620;928162766;
 PUESTO DE MORRO JABLE;CANARIAS;LAS PALMAS;PAJARA (FUERTEVENTURA); AVDA. DE JANDIA S/N;35625;928541107;
 PUESTO DE PUERTO DEL ROSARIO;CANARIAS;LAS PALMAS;PUERTO DEL ROSARIO (FUERTEVENTURA); C/ INDALECIO PRIETO, 4;35600;928851100- 928850503;
 PUESTO DE SAN BARTOLOME DE LANZAROTE;CANARIAS;LAS PALMAS;SAN BARTOLOME DE LANZAROTE; C/ JOSE MARIA GIL, 23;35550;928520711;
 PUESTO DE SAN MATEO;CANARIAS;LAS PALMAS;VEGA DE SAN MATEO (GRAN CANARIA); AVDA. TINAMAR, 1;35328;928661372;
 PUESTO DE SAN NICOLAS TOLENTINO;CANARIAS;LAS PALMAS;SAN NICOLAS DE TOLENTINO (GRAN CANARIA); C/ GOMERA, 3;35470;928890004;
 PUESTO DE TEJEDA;CANARIAS;LAS PALMAS;TEJEDA (GRAN CANARIA); C/ GALINDO DE TEJEDA S/N;35360;928666027;
 PUESTO DE TEROR;CANARIAS;LAS PALMAS;TEROR (GRAN CANARIA); AVDA. CABILDO INSULAR, 125;35330;928630084;
 PUESTO DE YAIZA;CANARIAS;LAS PALMAS;YAIZA (LANZAROTE); C/ GARCIA ESCAMEZ, 4;35570;928830117;
 PUESTO P. DE AGUIMES;CANARIAS;LAS PALMAS;AGUIMES (GRAN CANARIA); C/ BALOS, 1;35260;928781825;
 PUESTO P. DE ARGUINEGUIN;CANARIAS;LAS PALMAS;ARGUINEGUIN- MOGAN (GRAN CANARIA); C/ DE LA MARA¥UELAS S/N;35120;928152720;
 PUESTO P. DE ARUCAS;CANARIAS;LAS PALMAS;ARUCAS (GRAN CANARIA); C/ MEDICO JOSE OJEDA GUERRA, 1;35400;928624930;
 PUESTO P. DE PUERTO RICO - MOGAN ;CANARIAS;LAS PALMAS;PUERTO RICO; C/L…RIDA N∫ 2;35130;928152720;
 PUESTO P. DE CORRALEJO;CANARIAS;LAS PALMAS;CORRALEJO OLIVA LA (FUERTEVENTURA); PSO. ATLANTICO, 3;35660;928867267;
 PUESTO P. DE SANTA MARIA DE GUIA;CANARIAS;LAS PALMAS;SANTA MARIA DE GUIA (GRAN CANARIA); C/ GUARDIA CIVIL, 1;35450;928896565;
 PUESTO P. DE TIAS;CANARIAS;LAS PALMAS;TIAS (LANZAROTE); C/ MANGUIA, 4;35510;928516111;
 PUESTO P. DE VECINDARIO;CANARIAS;LAS PALMAS;SANTA LUCIA (GRAN CANARIA); C/ AVENIDA DEL ATLANTICO S/N;35110;928793800;
