AREF;C_INE;C_COMUNI;CODI;CCAA_C_COMUNI;NOM_COMUNI;C_PROVIN;PROVINCIA;CODIGOYNOMBREPROV;C_TIPOFICH;MUNINENOMBRE;ULT_REVISION;UURBANAS;V_CATASTRAL;V_CONSTRUCCION;V_SUELO;SUPERF_URB;PARCELAS_URB;UU_ALMACEN;V_CAT_ALMACEN;UU_COMERCIAL;V_CAT_COMERCIAL;UU_CULTURAL;V_CAT_CULTURAL;UU_HOSTELERIA;V_CAT_HOSTELERIA;UU_INDUSTRIAL;V_CAT_INDUSTRIAL;UU_DEPORTIVO;V_CAT_DEPORTIVO;UU_SOLAR;V_CAT_SOLAR;UU_OFICINAS;V_CAT_OFICINAS;UU_SINGULAR;V_CAT_SINGULAR;UU_RELIGIOSO;V_CAT_RELIGIOSO;UU_ESPECTACULOS;V_CAT_ESPECTACULOS;UU_RES;V_CAT_RES;UU_SANIDAD;V_CAT_SANIDAD
2019;03106;15;032106;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Planes;1,995;1,306;22,869,029;14,990,175;7,878,854;617,241;1,236;29;472,082;2;87,672;3;446,513;3;151,988;168;1,858,270;10;470,574;471;4,301,591;2;90,531;1;82,479;5;122,011;1;169,565;608;14,218,962;2;394,603
2019;03107;15;032107;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Polop;2,000;5,101;275,938,534;145,763,969;130,174,565;2,733,872;1,961;876;7,336,104;82;6,009,268;2;697,228;56;4,472,966;348;14,287,838;26;3,591,788;446;60,189,372;9;1,041,162;5;1,336,798;5;163,404;1;47,797;3,242;176,580,081;3;184,728
2019;03109;15;032109;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Rafal;1,996;3,326;130,026,368;111,944,966;18,081,402;454,082;1,213;525;3,621,801;295;11,455,161;3;4,999,339;6;338,247;202;5,775,818;7;3,589,326;255;5,447,145;3;248,076;1;37,338;1;104,251;2;644,962;2,024;93,026,209;2;738,696
2019;03110;15;032110;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Ràfol d'Almúnia (El);1,990;955;39,424,971;23,650,869;15,774,101;903,479;901;7;157,526;1;62,134;2;111,291;1;30,471;80;451,725;5;117,163;192;4,513,805;2;54,527;0;0;1;40,552;0;0;664;33,885,776;0;0
2019;03111;15;032111;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Redován;2,005;5,172;231,399,006;142,153,339;89,245,667;2,045,501;2,468;754;5,987,371;239;14,655,644;13;6,599,095;5;780,755;303;26,126,785;24;2,525,993;399;20,277,009;15;2,526,248;4;887,100;2;194,636;2;101,078;3,409;147,068,815;3;3,668,476
2019;03112;15;032112;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Relleu;2,002;1,632;72,494,371;59,648,297;12,846,074;462,318;1,380;74;1,202,076;11;489,120;4;646,272;9;738,176;93;2,293,313;5;1,933,830;148;3,252,137;5;569,691;1;444,927;3;287,185;0;0;1,278;60,479,071;1;158,573
2019;03113;15;032113;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Rojales;1,990;18,050;754,736,097;455,939,057;298,797,040;9,559,623;7,917;817;5,694,839;482;31,860,665;9;4,854,909;43;7,551,750;442;21,830,699;41;10,826,037;956;95,571,194;46;2,729,494;10;2,302,176;1;419,760;1;294,018;15,195;569,682,860;7;1,117,696
2019;03114;15;032114;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Romana (la);2,001;3,010;86,138,217;61,189,210;24,949,007;1,634,432;2,524;216;2,296,174;26;1,776,685;2;161,516;33;1,767,141;334;11,773,165;23;1,421,353;577;9,193,027;7;1,122,295;2;193,835;2;123,832;0;0;1,787;55,939,868;1;369,327
2019;03115;15;032115;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Sagra;2,008;525;24,191,663;10,053,460;14,138,203;255,661;455;62;1,173,532;1;28,855;1;71,420;1;75,573;11;334,951;3;446,024;147;4,198,506;2;121,172;1;121,971;1;96,131;0;0;294;17,429,293;0;0
2019;03116;15;032116;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Salinas;1,995;1,856;57,554,026;47,970,247;9,583,780;635,132;1,558;122;785,705;31;807,587;3;822,773;3;743,421;266;14,021,095;11;1,248,055;308;2,240,061;3;281,854;1;67,193;3;75,352;0;0;1,102;36,289,539;3;171,391
2019;03117;15;032117;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Sanet y Negrals;1,990;699;16,515,132;13,200,115;3,315,017;232,296;633;11;144,430;1;10,087;1;17,660;3;113,238;83;558,745;2;91,738;47;497,634;0;0;1;46,133;1;35,838;0;0;548;14,981,514;1;18,116
2019;03118;15;032118;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;San Fulgencio;1,995;12,073;499,373,469;415,865,583;83,507,886;3,423,249;8,363;671;5,016,006;421;31,914,028;2;1,759,315;40;2,266,547;134;9,663,312;9;2,199,435;492;12,874,183;26;1,564,483;2;557,824;1;161,490;2;242,097;10,271;430,967,931;2;186,818
2019;03119;15;032119;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Sant Joan d'Alacant;2,003;20,233;1,107,582,936;706,850,808;400,732,129;4,712,079;3,298;6,869;43,985,320;663;88,917,025;16;33,925,084;32;12,728,427;572;35,440,062;42;11,137,248;561;56,027,765;81;21,380,746;5;3,189,013;3;1,019,592;1;5,426,566;11,368;700,487,783;20;93,918,306
2019;03120;15;032120;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;San Miguel de Salinas;2,014;7,536;339,122,743;246,923,108;92,199,635;2,254,984;2,969;1,287;22,990,351;170;12,705,429;7;9,983,935;84;3,474,903;125;7,999,144;21;4,203,251;343;20,146,572;11;719,229;4;2,603,518;2;246,372;1;187,433;5,477;253,307,681;4;554,923
2019;03121;15;032121;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Santa Pola;1,999;56,840;1,931,727,719;1,030,013,448;901,714,271;8,588,951;7,983;10,270;72,643,448;1,467;95,848,534;16;15,404,543;64;21,373,268;881;46,621,623;32;20,333,264;676;79,846,056;110;11,183,556;8;10,951,780;5;1,437,561;4;1,353,393;43,264;1,542,133,316;43;12,597,376
2019;03122;15;032122;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;San Vicente del Raspeig/Sant Vicent del Raspeig;1,998;46,236;1,907,217,164;1,315,248,097;591,969,067;12,342,153;9,772;14,412;78,321,315;1,691;144,579,063;547;75,053,309;219;13,031,419;1,836;143,922,559;77;55,779,990;942;42,133,265;148;13,741,401;15;9,859,269;5;635,099;29;1,196,054;26,293;1,317,059,143;22;11,905,279
2019;03123;15;032123;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Sax;2,003;9,005;385,765,120;308,078,129;77,686,991;2,506,276;4,339;1,893;27,001,264;356;22,564,627;8;3,847,451;27;2,212,241;261;47,169,616;477;17,477,929;311;15,503,205;73;9,815,942;4;949,853;5;875,082;4;824,219;5,578;234,612,225;8;2,911,465
2019;03124;15;032124;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Sella;2,007;607;23,459,467;14,128,994;9,330,473;154,655;501;61;1,079,723;3;57,756;1;272,939;0;0;3;47,518;1;141,788;69;1,820,267;0;0;1;236,542;1;145,939;0;0;463;19,326,824;4;330,171
2019;03125;15;032125;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Senija;1,985;587;20,540,327;18,762,384;1,777,942;141,731;566;1;5,388;1;35,062;1;70,144;0;0;68;1,455,387;1;134,856;54;510,301;3;584,732;2;36,274;2;284,254;0;0;454;17,423,928;0;0
2019;03127;15;032127;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Tàrbena;1,989;923;19,568,442;18,027,431;1,541,010;140,697;874;70;460,598;6;204,665;1;104,226;5;637,638;87;719,869;2;35,697;57;432,795;2;56,000;2;207,112;1;74,761;0;0;690;16,635,081;0;0
2019;03128;15;032128;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Teulada;1,996;16,537;1,216,773,461;885,553,791;331,219,671;8,446,827;10,071;2,257;22,381,298;733;68,384,026;6;8,538,945;92;20,578,921;276;16,490,050;62;5,936,177;1,164;41,870,300;76;8,154,415;1;37,550;7;645,945;2;3,868,588;11,855;1,012,949,561;6;6,937,687
2019;03129;15;032129;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Tibi;2,005;2,383;105,461,030;70,139,624;35,321,407;1,230,902;2,058;243;2,173,067;17;616,431;5;805,944;3;1,714,459;168;5,541,508;10;1,752,979;226;10,539,612;1;37,684;1;44,033;3;168,465;0;0;1,704;81,621,763;2;445,085
2019;03130;15;032130;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Tollos;1,990;91;2,016,174;1,783,453;232,720;12,004;88;2;15,701;0;0;1;35,751;1;10,834;12;43,697;2;115,950;3;7,074;1;19,579;1;29,003;1;25,146;0;0;66;1,596,031;1;117,406
2019;03131;15;032131;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Tormos;2,008;517;33,065,438;7,369,911;25,695,527;644,479;500;4;186,554;0;0;1;121,191;0;0;34;1,721,688;10;561,582;215;12,967,613;1;68,899;2;306,175;1;15,698;0;0;248;17,051,911;1;64,128
2019;03132;15;032132;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Torremanzanas/Torre de les Maçanes (la);2,003;1,103;39,728,883;32,102,300;7,626,583;269,824;845;234;2,655,147;7;323,456;1;71,914;4;553,877;19;620,420;5;513,489;74;1,649,906;0;0;3;986,500;1;99,005;0;0;755;32,255,171;0;0
2019;03133;15;032133;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Torrevieja;2,004;170,507;9,019,476,392;3,901,935,177;5,117,541,215;16,557,201;19,352;38,811;306,779,156;3,382;582,617,982;32;119,053,637;332;94,157,180;3,726;227,535,033;81;131,180,171;1,943;649,782,089;339;79,831,335;18;25,493,529;14;15,725,110;8;8,202,556;121,781;6,693,911,769;40;85,206,845
2019;03134;15;032134;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Vall d'Alcalà (la);2,010;222;9,858,361;5,835,977;4,022,383;39,308;220;14;192,535;0;0;1;94,646;2;452,483;13;235,839;1;293,449;18;343,726;0;0;1;112,198;3;105,629;0;0;168;7,993,918;1;33,937
2019;03135;15;032135;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Vall d'Ebo (la);2,011;445;18,698,057;10,984,274;7,713,783;121,538;424;31;987,364;2;58,711;3;482,229;1;338,479;50;645,559;1;252,715;119;2,338,722;0;0;1;77,032;1;79,429;0;0;235;13,365,522;1;72,295
2019;03136;15;032136;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Vall de Gallinera;2,014;853;37,536,443;28,878,570;8,657,873;162,700;823;59;732,126;3;123,301;3;290,552;2;137,834;37;1,237,145;3;21,644;104;1,253,503;1;60,444;1;522,521;7;283,279;0;0;629;32,592,658;4;281,436
2019;03137;15;032137;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Vall de Laguar (la);2,008;648;30,512,379;10,800,007;19,712,372;170,566;640;70;2,490,229;1;78,169;6;1,040,208;2;226,764;6;159,589;1;214,889;98;4,373,310;3;120,700;1;47,617;2;97,776;0;0;458;21,663,128;0;0
2019;03138;15;032138;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Verger (el);1,986;5,928;223,084,684;184,649,933;38,434,750;1,603,045;1,860;1,060;6,388,772;137;14,419,137;3;1,313,125;8;1,461,978;381;23,949,479;5;6,033,431;500;15,841,161;28;1,009,622;1;503,116;2;127,550;0;0;3,794;148,632,343;7;3,402,727
2019;03139;15;032139;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Villajoyosa/Vila Joiosa (la);2,006;43,284;2,920,811,311;1,010,172,081;1,910,639,230;8,554,974;5,905;13,327;138,314,313;1,176;132,017,989;29;34,810,970;849;51,699,616;1,024;88,502,230;80;21,848,623;1,616;438,104,077;125;12,500,942;10;12,236,920;11;4,534,709;6;7,353,015;25,020;1,946,255,096;11;32,632,810
2019;03140;15;032140;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Villena;1,996;30,690;1,317,457,028;1,082,825,972;234,631,056;4,528,369;9,086;7,803;56,503,594;1,641;116,657,468;30;35,832,883;50;11,783,361;1,475;153,612,041;64;16,696,261;772;21,957,378;107;19,048,895;12;46,673,685;14;4,891,943;5;12,242,949;18,492;800,852,564;225;20,704,006
2019;03901;15;032126;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Poblets (els);1,996;3,486;194,141,533;133,893,443;60,248,090;1,494,990;2,652;79;850,884;78;4,165,965;5;1,126,701;7;1,516,721;104;2,384,913;24;4,031,248;293;6,394,839;8;328,393;1;395,222;0;0;0;0;2,886;172,702,534;1;244,114
2019;03902;15;032142;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Pilar de la Horadada;2,004;32,677;2,386,744,029;970,079,042;1,416,664,987;8,744,372;8,046;6,418;59,221,014;743;85,182,008;9;18,069,686;23;9,074,967;665;84,982,895;30;40,169,741;1,199;398,488,614;65;5,910,428;3;3,994,148;7;997,547;2;208,074;23,500;1,671,891,680;13;8,553,228
2019;03903;15;032141;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;Montesinos (Los);1,995;5,359;200,449,240;156,636,513;43,812,726;1,282,265;1,581;1,306;10,640,694;219;17,301,636;5;3,583,270;16;1,738,779;209;14,793,941;19;4,400,147;230;8,535,434;15;1,733,250;1;969,867;3;261,832;1;421,858;3,333;135,493,352;2;575,180
2019;03904;15;032143;10;Comunidad Valenciana;03;Alicante;03 Alicante;0;San Isidro;1,997;2,018;104,524,760;87,374,169;17,150,591;1,262,061;835;516;2,836,330;20;1,025,260;2;742,560;7;2,062,017;149;47,435,969;7;2,025,166;152;3,870,333;10;1,749,199;2;332,513;1;234,167;0;0;1,151;41,928,652;1;282,592
2019;04001;01;042001;01;Andalucía;04;Almería;04 Almería;0;Abla;2,005;1,528;56,919,786;31,079,926;25,839,860;370,581;1,303;68;567,868;14;1,242,018;1;354,406;3;713,414;219;4,305,890;11;1,708,977;164;8,848,634;4;219,628;1;49,206;7;509,567;0;0;1,032;37,126,274;4;1,273,903
2019;04002;01;042002;01;Andalucía;04;Almería;04 Almería;0;Abrucena;2,005;1,214;35,505,868;22,800,859;12,705,009;307,459;1,152;13;220,715;2;216,272;1;189,088;2;216,444;175;2,693,619;2;9,303;123;3,062,560;3;208,277;2;84,038;4;233,715;0;0;886;28,320,338;1;51,499
2019;04003;01;042003;01;Andalucía;04;Almería;04 Almería;0;Adra;2,013;18,031;859,316,671;530,070,105;329,246,567;2,630,053;6,842;3,480;38,861,803;790;51,250,367;16;16,735,403;13;13,289,592;694;44,780,997;15;4,949,230;1,306;83,555,060;134;7,720,028;8;7,526,353;12;1,151,971;1;217,905;11,554;586,170,648;8;3,107,314
2019;04004;01;042004;01;Andalucía;04;Almería;04 Almería;0;Albánchez;2,007;543;17,376,533;9,915,417;7,461,116;174,856;517;15;211,755;3;64,681;0;0;1;178,695;49;1,012,254;3;224,137;102;3,096,818;0;0;2;228,821;2;100,524;0;0;365;12,150,505;1;108,342
2019;04005;01;042005;01;Andalucía;04;Almería;04 Almería;0;Alboloduy;2,012;788;17,922,169;13,095,725;4,826,444;89,331;717;193;940,405;6;214,190;2;410,608;0;0;12;157,368;4;295,819;71;1,192,270;1;41,557;1;146,764;2;308,043;0;0;495;14,179,431;1;35,715
2019;04006;01;042006;01;Andalucía;04;Almería;04 Almería;0;Albox;2,002;10,339;342,634,229;230,133,734;112,500,495;2,130,021;5,231;2,380;21,196,445;346;18,440,838;11;6,017,818;9;734,688;436;33,777,476;19;3,880,984;340;16,638,770;36;3,441,402;5;1,269,309;9;1,226,974;2;215,310;6,739;233,662,120;7;2,132,096
2019;04007;01;042007;01;Andalucía;04;Almería;04 Almería;0;Alcolea;2,009;1,113;32,536,907;14,261,536;18,275,371;200,810;925;113;625,216;4;93,930;2;581,955;2;484,379;76;1,537,078;2;183,939;283;8,610,283;3;45,080;6;180,704;6;287,359;0;0;615;19,823,536;1;83,449
2019;04008;01;042008;01;Andalucía;04;Almería;04 Almería;0;Alcóntar;2,006;550;16,241,645;7,003,364;9,238,281;204,979;547;9;119,148;1;127,663;3;189,582;1;43,183;98;1,588,514;1;87,736;103;4,108,841;0;0;2;59,884;3;116,394;0;0;329;9,800,700;0;0
2019;04009;01;042009;01;Andalucía;04;Almería;04 Almería;0;Alcudia de Monteagud;2,011;239;5,646,458;3,100,050;2,546,408;55,549;236;58;612,027;2;38,703;1;28,818;1;161,194;2;40,097;1;62,360;23;447,719;0;0;1;31,763;1;42,323;0;0;147;4,101,199;2;80,256
2019;04010;01;042010;01;Andalucía;04;Almería;04 Almería;0;Alhabia;2,012;510;18,678,058;13,207,796;5,470,262;116,638;399;45;504,541;9;259,285;1;325,362;0;0;23;1,867,892;2;478,905;45;1,459,134;2;35,476;4;120,481;1;53,889;0;0;376;13,536,105;2;36,988
2019;04011;01;042011;01;Andalucía;04;Almería;04 Almería;0;Alhama de Almería;2,004;3,584;109,594,009;82,418,498;27,175,511;706,830;2,171;693;4,835,057;82;3,545,264;5;2,562,113;5;2,160,186;189;10,862,326;13;623,320;264;5,671,610;17;954,322;0;0;6;172,759;0;0;2,305;73,980,525;5;4,226,527
2019;04012;01;042012;01;Andalucía;04;Almería;04 Almería;0;Alicún;2,012;164;5,102,995;3,958,692;1,144,303;23,756;159;10;65,202;1;28,582;0;0;0;0;6;108,697;0;0;19;173,972;0;0;2;74,785;1;112,015;1;54,279;123;4,388,058;1;97,405
2019;04013;01;042900;01;Andalucía;04;Almería;04 Almería;0;Almería;2,008;164,444;10,607,328,879;4,097,750,500;6,509,578,378;18,298,994;29,029;50,052;552,685,340;7,972;686,824,555;186;317,737,786;137;171,224,638;3,864;280,275,467;111;188,954,980;3,252;615,376,860;1,684;341,830,484;84;194,066,123;79;33,229,275;3;1,504,704;96,883;7,007,117,201;137;216,501,467
2019;04014;01;042014;01;Andalucía;04;Almería;04 Almería;0;Almócita;2,012;200;5,794,034;4,060,422;1,733,612;47,437;193;6;39,852;1;16,245;0;0;2;216,958;8;188,672;0;0;56;629,357;0;0;1;50,744;1;24,685;0;0;123;4,591,666;1;28,181
2019;04015;01;042015;01;Andalucía;04;Almería;04 Almería;0;Alsodux;2,012;156;3,612,514;2,620,885;991,629;19,210;144;17;64,322;1;30,449;0;0;2;202,722;7;23,778;1;69,245;28;257,041;0;0;1;101,517;1;85,855;0;0;97;2,768,199;1;9,386
2019;04016;01;042016;01;Andalucía;04;Almería;04 Almería;0;Antas;2,008;2,405;120,462,851;53,098,181;67,364,670;1,384,867;1,595;314;3,044,190;77;3,610,267;5;2,024,849;2;400,445;229;22,070,245;4;1,211,629;426;18,018,974;11;514,050;4;388,225;4;286,583;0;0;1,326;68,121,545;3;771,850
2019;04017;01;042017;01;Andalucía;04;Almería;04 Almería;0;Arboleas;2,004;4,079;191,321,262;114,022,263;77,298,999;3,628,564;3,822;106;1,197,253;37;1,948,090;9;3,055,618;5;1,365,846;150;10,797,664;14;249,431;1,168;16,415,031;11;746,718;2;240,189;3;154,649;0;0;2,573;155,073,592;1;77,179
2019;04018;01;042018;01;Andalucía;04;Almería;04 Almería;0;Armuña de Almanzora;2,006;381;17,862,716;12,551,977;5,310,739;84,222;298;11;109,036;1;24,125;1;48,297;2;1,706,597;30;1,437,947;6;886,493;21;874,655;0;0;3;235,862;1;41,453;0;0;304;12,009,487;1;488,764
2019;04019;01;042019;01;Andalucía;04;Almería;04 Almería;0;Bacares;2,006;548;15,519,286;9,566,927;5,952,359;91,887;512;21;211,160;1;82,874;2;72,997;7;892,137;98;746,283;2;67,871;91;2,465,611;2;156,678;1;47,107;2;107,769;0;0;320;10,116,877;1;551,923
2019;04020;01;042020;01;Andalucía;04;Almería;04 Almería;0;Bayárcal;2,010;322;11,754,550;8,105,667;3,648,884;100,124;316;7;124,901;0;0;2;247,138;1;181,537;22;463,797;1;58,542;87;623,415;1;8,538;2;88,662;1;103,606;0;0;197;9,827,128;1;27,289
2019;04021;01;042021;01;Andalucía;04;Almería;04 Almería;0;Bayarque;2,006;284;8,183,697;5,177,357;3,006,339;68,779;255;5;90,266;2;28,974;1;30,679;1;68,604;40;534,087;1;415,877;28;597,285;1;29,923;1;47,221;1;92,943;0;0;202;6,241,196;1;6,642
2019;04022;01;042022;01;Andalucía;04;Almería;04 Almería;0;Bédar;2,007;964;84,311,909;16,181,372;68,130,537;1,622,379;798;35;534,804;18;712,504;2;61,197;2;208,740;66;1,070,586;5;344,260;218;50,172,398;2;96,239;2;415,177;2;85,113;0;0;611;30,582,508;1;28,381
2019;04023;01;042023;01;Andalucía;04;Almería;04 Almería;0;Beires;2,012;226;5,560,107;3,930,028;1,630,079;32,692;222;6;66,400;0;0;1;21,100;0;0;12;101,131;0;0;59;505,613;0;0;0;0;1;73,023;0;0;146;4,731,519;1;61,322
2019;04024;01;042024;01;Andalucía;04;Almería;04 Almería;0;Benahadux;2,005;3,532;160,922,112;83,987,121;76,934,992;807,929;1,675;755;6,406,531;102;8,807,055;8;4,146,668;9;1,010,921;346;24,717,210;15;2,480,614;175;18,595,764;26;1,783,671;1;154,763;3;251,863;1;10,357;2,084;91,806,161;7;750,534
2019;04026;01;042026;01;Andalucía;04;Almería;04 Almería;0;Benitagla;2,011;182;4,581,245;2,561,077;2,020,168;40,177;182;27;234,029;0;0;0;0;0;0;3;63,489;0;0;38;576,485;0;0;2;164,758;1;34,935;0;0;110;3,488,145;1;19,404
2019;04027;01;042027;01;Andalucía;04;Almería;04 Almería;0;Benizalón;2,011;218;6,135,767;3,713,332;2,422,435;50,324;216;52;437,918;1;34,581;1;20,157;0;0;2;56,945;1;13,739;22;394,761;1;14,392;1;30,637;1;70,071;0;0;134;4,681,049;2;381,517
2019;04028;01;042028;01;Andalucía;04;Almería;04 Almería;0;Bentarique;2,010;238;6,139,372;4,327,314;1,812,058;32,702;208;16;117,765;2;241,263;1;31,270;2;131,105;9;62,768;0;0;20;250,814;1;12,697;1;94,025;2;99,745;0;0;182;4,856,998;2;240,923
2019;04029;01;042029;01;Andalucía;04;Almería;04 Almería;0;Berja;2,010;8,923;398,218,364;197,328,650;200,889,714;2,343,087;5,312;1,429;15,898,918;242;16,681,725;14;6,685,999;7;1,188,911;416;15,930,352;28;4,249,069;1,199;46,631,790;20;1,629,234;5;2,380,395;7;1,038,946;3;2,130,293;5,548;279,324,123;5;4,448,610
2019;04030;01;042030;01;Andalucía;04;Almería;04 Almería;0;Canjáyar;2,008;1,267;38,531,689;21,035,139;17,496,550;287,690;1,067;84;894,246;12;436,600;3;1,711,359;3;487,472;156;2,305,525;1;30,622;120;3,431,506;0;0;3;597,073;3;25,688;0;0;881;27,881,847;1;729,752
2019;04031;01;042031;01;Andalucía;04;Almería;04 Almería;0;Cantoria;2,006;3,009;167,658,767;99,449,356;68,209,411;1,638,761;2,523;145;1,953,386;33;1,553,351;9;2,192,101;4;774,541;179;49,662,048;14;1,111,878;212;11,173,920;9;396,540;6;1,388,463;4;406,569;1;55,680;2,391;96,738,387;2;251,902
2019;04032;01;042032;01;Andalucía;04;Almería;04 Almería;0;Carboneras;2,002;9,242;380,441,664;228,148,639;152,293,025;2,589,961;4,002;1,761;13,278,949;210;29,984,489;5;3,040,954;48;10,262,490;415;43,935,113;6;1,838,486;725;30,986,455;25;1,747,679;11;4,486,723;4;522,231;0;0;6,025;239,776,964;5;578,792
2019;04033;01;042033;01;Andalucía;04;Almería;04 Almería;0;Castro de Filabres;2,009;228;4,506,620;2,304,719;2,201,901;33,585;225;4;10,061;0;0;0;0;3;159,900;40;354,876;0;0;42;806,699;0;0;3;61,626;1;22,098;0;0;134;3,074,894;1;16,465
2019;04034;01;042034;01;Andalucía;04;Almería;04 Almería;0;Cóbdar;2,007;272;6,611,137;4,081,113;2,530,024;54,725;268;2;6,390;0;0;0;0;0;0;31;246,767;2;108,745;50;1,013,494;0;0;1;86,760;1;57,732;0;0;185;5,091,249;0;0
2019;04035;01;042035;01;Andalucía;04;Almería;04 Almería;0;Cuevas del Almanzora;1,999;16,737;522,321,831;372,252,989;150,068,842;8,023,752;7,707;3,561;25,539,646;227;15,618,022;22;4,795,701;57;7,244,111;1,406;40,945,685;43;13,245,777;1,342;46,304,870;30;1,661,576;4;781,265;16;3,236,642;2;215,437;10,015;359,015,689;12;3,717,410
2019;04036;01;042036;01;Andalucía;04;Almería;04 Almería;0;Chercos;2,007;376;9,861,660;5,247,586;4,614,074;113,324;372;6;55,551;1;20,398;2;102,258;2;67,248;43;670,506;1;36,355;116;2,584,481;1;5,047;1;37,435;2;50,140;1;224,503;199;5,994,190;1;13,548
2019;04037;01;042037;01;Andalucía;04;Almería;04 Almería;0;Chirivel;2,007;1,915;82,749,117;47,452,647;35,296,470;798,758;1,805;93;2,495,725;7;560,354;6;1,048,988;9;1,444,372;231;8,518,336;2;467,585;485;12,293,115;2;81,469;2;326,006;2;267,234;0;0;1,073;53,931,232;3;1,314,702
2019;04038;01;042038;01;Andalucía;04;Almería;04 Almería;0;Dalías;2,010;3,233;116,826,576;61,574,083;55,252,492;976,933;2,271;393;3,704,168;25;854,660;6;1,981,006;6;531,083;185;4,355,116;16;1,524,446;516;22,136,248;0;0;3;250,099;3;637,520;1;374,833;2,076;80,121,271;2;348,849
2019;04041;01;042041;01;Andalucía;04;Almería;04 Almería;0;Enix;2,009;793;24,019,929;14,060,835;9,959,094;120,936;388;36;155,226;1;22,107;1;84,529;1;100,266;42;1,244,104;0;0;83;3,547,807;1;6,806;6;267,960;2;113,569;0;0;618;18,385,957;2;91,600
2019;04043;01;042043;01;Andalucía;04;Almería;04 Almería;0;Felix;2,001;1,005;22,973,394;17,607,118;5,366,276;195,263;934;50;557,362;2;57,230;1;95,222;5;401,634;172;1,412,062;4;171,961;68;931,239;0;0;1;76,964;1;61,744;0;0;701;19,207,975;0;0
2019;04044;01;042044;01;Andalucía;04;Almería;04 Almería;0;Fines;2,003;1,974;84,462,196;61,310,057;23,152,139;638,911;1,201;366;2,319,236;28;2,221,208;4;2,446,603;1;549,733;228;21,576,461;7;1,120,513;167;4,352,030;3;178,896;5;723,158;1;65,481;1;283,047;1,160;48,039,802;3;586,028
2019;04045;01;042045;01;Andalucía;04;Almería;04 Almería;0;Fiñana;2,005;2,204;79,927,623;40,619,221;39,308,401;507,319;2,008;318;5,463,420;14;821,012;5;1,254,764;4;493,242;45;2,148,041;4;76,493;274;10,128,903;1;56,426;4;531,110;10;363,999;0;0;1,522;57,665,513;3;924,699
2019;04046;01;042046;01;Andalucía;04;Almería;04 Almería;0;Fondón;2,001;2,134;49,921,891;36,658,068;13,263,824;510,011;1,160;332;1,580,129;9;309,592;2;488,188;7;753,111;99;2,062,755;14;745,770;238;3,852,811;3;124,354;3;242,525;6;231,182;0;0;1,419;39,114,602;2;416,871
2019;04047;01;042047;01;Andalucía;04;Almería;04 Almería;0;Gádor;2,005;2,319;99,778,630;62,070,821;37,707,808;991,385;1,276;368;2,961,539;60;1,570,221;5;2,644,813;3;70,285;157;23,511,167;28;2,714,385;81;6,106,437;2;235,186;4;1,628,032;2;591,763;2;238,101;1,604;56,194,781;3;1,311,920
2019;04048;01;042048;01;Andalucía;04;Almería;04 Almería;0;Gallardos (Los);2,007;1,938;97,159,805;51,684,350;45,475,455;1,055,113;1,151;143;2,198,862;20;832,011;1;1,410,245;6;517,118;87;2,959,190;8;1,419,530;285;16,884,024;4;381,654;2;574,843;1;86,630;0;0;1,380;69,815,329;1;80,369
