CP,Municipio,Total Comercios,B_E Industria,F Construcción,"Comercio, transporte y hostelería",J Información y comunicaciones,K Actividades financieras y de seguros,L Actividades inmobiliarias,Actividades profesionales y técnicas,"Educación, sanidad y servicios sociales",Otros servicios personales,Total servicios
 47059,Curiel de Duero,10, , , , , , , , , , 
 47060,Encinas de Esgueva,6, , , , , , , , , , 
 47061,Esguevillas de Esgueva,16, , , , , , , , , , 
 47062,Fombellida,., , , , , , , , , , 
 47063,Fompedraza,7, , , , , , , , , , 
 47064,Fontihoyuelo,., , , , , , , , , , 
 47065,Fresno el Viejo,37, , , , , , , , , , 
 47066,Fuensaldaña,118,7,15,43, , , , , , ,53
 47067,Fuente el Sol,4, , , , , , , , , , 
 47068,Fuente-Olmedo,., , , , , , , , , , 
 47069,Gallegos de Hornija,7, , , , , , , , , , 
 47070,Gatón de Campos,., , , , , , , , , , 
 47071,Geria,26, , , , , , , , , , 
 47073,Herrín de Campos,5, , , , , , , , , , 
 47074,Hornillos de Eresma,10, , , , , , , , , , 
 47075,Íscar,471,93,60,200,.,.,11,47,18,29,118
 47076,Laguna de Duero,"1,198",58,174,497,19,33,31,182,79,125,469
 47077,Langayo,13, , , , , , , , , , 
 47078,Lomoviejo,5, , , , , , , , , , 
 47079,Llano de Olmedo,., , , , , , , , , , 
 47080,Manzanillo,., , , , , , , , , , 
 47081,Marzales,., , , , , , , , , , 
 47082,Matapozuelos,65,6,15,36, , , , , , ,8
 47083,Matilla de los Caños,8, , , , , , , , , , 
 47084,Mayorga,129,11,28,57, , , , , , ,33
 47085,Medina del Campo,"1,288",96,148,591,10,30,49,135,92,137,453
 47086,Medina de Rioseco,378,33,51,178, , , , , , ,116
 47087,Megeces,23, , , , , , , , , , 
 47088,Melgar de Abajo,6, , , , , , , , , , 
 47089,Melgar de Arriba,11, , , , , , , , , , 
 47090,Mojados,200,14,37,93, , , , , , ,56
 47091,Monasterio de Vega,4, , , , , , , , , , 
 47092,Montealegre de Campos,., , , , , , , , , , 
 47093,Montemayor de Pililla,42, , , , , , , , , , 
 47094,Moral de la Reina,6, , , , , , , , , , 
 47095,Moraleja de las Panaderas,., , , , , , , , , , 
 47096,Morales de Campos,6, , , , , , , , , , 
 47097,Mota del Marqués,34, , , , , , , , , , 
 47098,Mucientes,51, , , , , , , , , , 
 47099,"Mudarra, La",14, , , , , , , , , , 
 47100,Muriel,., , , , , , , , , , 
 47101,Nava del Rey,130,10,35,58, , , , , , ,27
 47102,Nueva Villa de las Torres,8, , , , , , , , , , 
 47103,Olivares de Duero,24, , , , , , , , , , 
 47104,Olmedo,220,21,24,103, , , , , , ,72
 47105,Olmos de Esgueva,11, , , , , , , , , , 
 47106,Olmos de Peñafiel,., , , , , , , , , , 
 47109,Palazuelo de Vedija,7, , , , , , , , , , 
 47110,"Parrilla, La",21, , , , , , , , , , 
 47111,"Pedraja de Portillo, La",60,6,20,21, , , , , , ,13
 47112,Pedrajas de San Esteban,242,47,46,115, , , , , , ,34
 47113,Pedrosa del Rey,11, , , , , , , , , , 
 47114,Peñafiel,441,59,62,216,.,.,7,37,20,33,104
 47115,Peñaflor de Hornija,18, , , , , , , , , , 
 47116,Pesquera de Duero,60, , , , , , , , , , 
 47117,Piña de Esgueva,16, , , , , , , , , , 
 47118,Piñel de Abajo,5, , , , , , , , , , 
 47119,Piñel de Arriba,., , , , , , , , , , 
 47121,Pollos,21, , , , , , , , , , 
 47122,Portillo,157,27,29,64, , , , , , ,37
 47123,Pozal de Gallinas,23, , , , , , , , , , 
 47124,Pozaldez,23, , , , , , , , , , 
 47125,Pozuelo de la Orden,., , , , , , , , , , 
 47126,Puras,., , , , , , , , , , 
 47127,Quintanilla de Arriba,12, , , , , , , , , , 
 47128,Quintanilla del Molar,., , , , , , , , , , 
 47129,Quintanilla de Onésimo,67,10,6,41, , , , , , ,10
 47130,Quintanilla de Trigueros,., , , , , , , , , , 
 47131,Rábano,8, , , , , , , , , , 
 47132,Ramiro,., , , , , , , , , , 
 47133,Renedo de Esgueva,246,11,51,100, , , , , , ,84
 47134,Roales de Campos,5, , , , , , , , , , 
 47135,Robladillo,., , , , , , , , , , 
 47137,Roturas,., , , , , , , , , , 
 47138,Rubí de Bracamonte,7, , , , , , , , , , 
 47139,Rueda,84,17,23,30, , , , , , ,14
 47140,Saelices de Mayorga,4, , , , , , , , , , 
 47141,Salvador de Zapardiel,4, , , , , , , , , , 
 47142,San Cebrián de Mazote,., , , , , , , , , , 
 47143,San Llorente,., , , , , , , , , , 
 47144,San Martín de Valvení,., , , , , , , , , , 
 47145,San Miguel del Arroyo,43, , , , , , , , , , 
 47146,San Miguel del Pino,24, , , , , , , , , , 
 47147,San Pablo de la Moraleja,., , , , , , , , , , 
 47148,San Pedro de Latarce,24, , , , , , , , , , 
 47149,San Pelayo,., , , , , , , , , , 
 47150,San Román de Hornija,21, , , , , , , , , , 
 47151,San Salvador,., , , , , , , , , , 
 47152,Santa Eufemia del Arroyo,., , , , , , , , , , 
 47153,Santervás de Campos,4, , , , , , , , , , 
 47154,Santibáñez de Valcorba,9, , , , , , , , , , 
 47155,Santovenia de Pisuerga,407,61,73,163, , , , , , ,110
 47156,San Vicente del Palacio,8, , , , , , , , , , 
 47157,Sardón de Duero,30, , , , , , , , , , 
 47158,"Seca, La",63,15,15,23, , , , , , ,10
 47159,Serrada,62,10,12,23, , , , , , ,17
 47160,Siete Iglesias de Trabancos,22, , , , , , , , , , 
 47161,Simancas,468,17,33,134,9,24,25,126,58,42,284
 47162,Tamariz de Campos,., , , , , , , , , , 
 47163,Tiedra,22, , , , , , , , , , 
 47164,Tordehumos,26, , , , , , , , , , 
 47165,Tordesillas,635,55,105,277,.,.,15,77,38,53,198
 47166,Torrecilla de la Abadesa,7, , , , , , , , , , 
 47167,Torrecilla de la Orden,6, , , , , , , , , , 
 47168,Torrecilla de la Torre,., , , , , , , , , , 
 47169,Torre de Esgueva,., , , , , , , , , , 
 47170,Torre de Peñafiel,., , , , , , , , , , 
 47171,Torrelobatón,31, , , , , , , , , , 
 47172,Torrescárcela,10, , , , , , , , , , 
 47173,Traspinedo,82,7,17,30, , , , , , ,28
 47174,Trigueros del Valle,22, , , , , , , , , , 
 47175,Tudela de Duero,567,36,96,233,.,.,21,76,35,58,202
 47176,"Unión de Campos, La",11, , , , , , , , , , 
 47177,Urones de Castroponce,4, , , , , , , , , , 
 47178,Urueña,31, , , , , , , , , , 
 47179,Valbuena de Duero,28, , , , , , , , , , 
 47180,Valdearcos de la Vega,., , , , , , , , , , 
 47181,Valdenebro de los Valles,., , , , , , , , , , 
 47182,Valdestillas,86,11,23,30, , , , , , ,22
 47183,Valdunquillo,., , , , , , , , , , 
 47184,Valoria la Buena,42, , , , , , , , , , 
 47185,Valverde de Campos,., , , , , , , , , , 
 47186,Valladolid,"19,884",860,"1,998","6,883",331,508,"1,084","4,257","1,963","2,000","10,143"
 47187,Vega de Ruiponce,6, , , , , , , , , , 
 47188,Vega de Valdetronco,4, , , , , , , , , , 
 47189,Velascálvaro,7, , , , , , , , , , 
 47190,Velilla,4, , , , , , , , , , 
 47191,Velliza,., , , , , , , , , , 
 47192,Ventosa de la Cuesta,4, , , , , , , , , , 
 47193,Viana de Cega,160,12,23,56, , , , , , ,69
 47194,Viloria,24, , , , , , , , , , 
 47195,Villabáñez,21, , , , , , , , , , 
 47196,Villabaruz de Campos,., , , , , , , , , , 
 47197,Villabrágima,62,6,11,31, , , , , , ,14
 47198,Villacarralón,., , , , , , , , , , 
 47199,Villacid de Campos,., , , , , , , , , , 
 47200,Villaco,., , , , , , , , , , 
 47203,Villafrades de Campos,., , , , , , , , , , 
 47204,Villafranca de Duero,12, , , , , , , , , , 
 47205,Villafrechós,26, , , , , , , , , , 
 47206,Villafuerte,., , , , , , , , , , 
 47207,Villagarcía de Campos,12, , , , , , , , , , 
 47208,Villagómez la Nueva,4, , , , , , , , , , 
 47209,Villalán de Campos,., , , , , , , , , , 
 47210,Villalar de los Comuneros,17, , , , , , , , , , 
 47211,Villalba de la Loma,., , , , , , , , , , 
 47212,Villalba de los Alcores,16, , , , , , , , , , 
 47213,Villalbarba,., , , , , , , , , , 
 47214,Villalón de Campos,145,10,32,80, , , , , , ,23
 47215,Villamuriel de Campos,., , , , , , , , , , 
 47216,Villán de Tordesillas,6, , , , , , , , , , 
 47217,Villanubla,182,14,32,72, , , , , , ,64
 47218,Villanueva de Duero,58,6,15,18, , , , , , ,19
 47219,Villanueva de la Condesa,., , , , , , , , , , 
 47220,Villanueva de los Caballeros,14, , , , , , , , , , 
 47221,Villanueva de los Infantes,4, , , , , , , , , , 
 47222,Villanueva de San Mancio,9, , , , , , , , , , 
 47223,Villardefrades,14, , , , , , , , , , 
 47224,Villarmentero de Esgueva,5, , , , , , , , , , 
 47225,Villasexmir,., , , , , , , , , , 
 47226,Villavaquerín,7, , , , , , , , , , 
 47227,Villavellid,., , , , , , , , , , 
 47228,Villaverde de Medina,27, , , , , , , , , , 
 47229,Villavicencio de los Caballeros,6, , , , , , , , , , 
 47230,Wamba,7, , , , , , , , , , 
 47231,Zaratán,437,18,49,194,5,10,18,61,35,47,176
 47232,"Zarza, La",5, , , , , , , , , , 
 48 Bi,kaia,"74,741","4,722","10,283","28,819","1,636","1,378","1,490","13,054","6,994","6,365","30,917"
 48001,Abadiño,452,84,72,165,6,4,8,54,22,37,131
 48002,Abanto y Ciérvana-Abanto Zierbena,594,74,112,243,4,13,4,57,35,52,165
 48003,Amorebieta-Etxano,"1,276",110,265,486,20,19,17,172,78,109,415
 48004,Amoroto,16, , , , , , , , , , 
 48005,Arakaldo,16, , , , , , , , , , 
 48006,Arantzazu,24, , , , , , , , , , 
 48007,Munitibar-Arbatzegi Gerrikaitz,23, , , , , , , , , , 
 48008,Artzentales,46, , , , , , , , , , 
 48009,Arrankudiaga,96, , , , , , , , , , 
 48010,Arrieta,30, , , , , , , , , , 
 48011,Arrigorriaga,755,98,127,307,10,8,14,89,40,62,223
 48012,Bakio,184,8,20,76, , , , , , ,80
 48013,Barakaldo,"4,872",201,954,"2,032",107,73,71,612,342,480,"1,685"
 48014,Barrika,121,4,15,40, , , , , , ,62
 48015,Basauri,"2,277",143,439,"1,093",25,32,41,194,116,194,602
 48016,Berango,403,18,44,141,9,7,5,92,53,34,200
 48017,Bermeo,905,66,187,358,8,14,12,101,62,97,294
 48018,Berriatua,83,23,8,32, , , , , , ,20
 48019,Berriz,294,72,36,107, , , , , , ,79
 48020,Bilbao,"26,474","1,060","3,074","9,218",760,571,671,"5,883","2,891","2,346","13,122"
 48021,Busturia,82,5,12,34, , , , , , ,31
 48022,Karrantza Harana/Valle de Carranza,151,13,23,80, , , , , , ,35
 48023,Artea,58, , , , , , , , , , 
 48024,Zeanuri,70,5,9,36, , , , , , ,20
 48025,Zeberio,77,10,9,32, , , , , , ,26
 48026,Dima,82,7,15,38, , , , , , ,22
 48027,Durango,"1,600",76,167,621,33,27,22,281,200,173,736
 48028,Ea,61, , , , , , , , , , 
 48029,Etxebarri,663,35,117,324,8,5,13,60,47,54,187
 48030,Etxebarria,49, , , , , , , , , , 
 48031,Elantxobe,10, , , , , , , , , , 
 48032,Elorrio,359,52,35,140,5,5,4,46,32,40,132
 48033,Ereño,13, , , , , , , , , , 
 48034,Ermua,764,85,123,334,11,13,7,77,38,76,222
 48035,Fruiz,35, , , , , , , , , , 
 48036,Galdakao,"1,870",127,283,841,24,31,39,217,141,167,619
 48037,Galdames,50, , , , , , , , , , 
 48038,Gamiz-Fika,96,8,10,22, , , , , , ,56
 48039,Garai,24, , , , , , , , , , 
 48040,Gatika,119,25,14,37, , , , , , ,43
 48041,Gautegiz Arteaga,65, , , , , , , , , , 
 48042,Gordexola,146,12,16,67, , , , , , ,51
 48043,Gorliz,371,8,52,128,14,13,9,77,47,23,183
 48044,Getxo,"5,742",206,456,"1,737",162,135,145,"1,589",878,434,"3,343"
 48045,Güeñes,373,16,56,190,5,7,4,39,27,29,111
 48046,Gernika-Lumo,"1,063",94,179,391,18,21,14,147,98,101,399
 48047,Gizaburuaga,27, , , , , , , , , , 
 48048,Ibarrangelu,42, , , , , , , , , , 
 48049,Ispaster,32, , , , , , , , , , 
 48050,Izurtza,27, , , , , , , , , , 
 48051,Lanestosa,11, , , , , , , , , , 
 48052,Larrabetzu,132,10,16,56, , , , , , ,50
 48053,Laukiz,95,.,.,32, , , , , , ,52
 48054,Leioa,"2,055",95,279,803,50,47,47,388,204,142,878
 48055,Lemoa,239,37,43,102, , , , , , ,57
 48056,Lemoiz,60,.,.,29, , , , , , ,23
 48057,Lekeitio,358,18,49,175,.,7,.,30,39,35,116
 48058,Mallabia,161,60,11,57, , , , , , ,33
 48059,Mañaria,44, , , , , , , , , , 
 48060,Markina-Xemein,290,35,37,117, , , , , , ,101
 48061,Maruri-Jatabe,62, , , , , , , , , , 
 48062,Mendata,15, , , , , , , , , , 
 48063,Mendexa,35, , , , , , , , , , 
 48064,Meñaka,42, , , , , , , , , , 
 48065,Ugao-Miraballes,232,12,43,117, , , , , , ,60
 48066,Morga,22, , , , , , , , , , 
 48067,Muxika,97,10,19,28, , , , , , ,40
 48068,Mundaka,112,5,9,49, , , , , , ,49
 48069,Mungia,"1,328",136,136,476,22,24,29,241,159,105,580
 48070,Aulesti,26, , , , , , , , , , 
 48071,Muskiz,392,29,63,179,8,7,5,39,35,27,121
 48072,Otxandio,54,11,4,25, , , , , , ,14
 48073,Ondarroa,427,36,45,224,4,8,5,27,35,43,122
 48074,Urduña/Orduña,206,18,24,105, , , , , , ,59
 48075,Orozko,136,22,15,60, , , , , , ,39
 48076,Sukarrieta,20, , , , , , , , , , 
 48077,Plentzia,304,8,32,117, , , , , , ,147
 48078,Portugalete,"2,201",76,341,960,39,46,29,306,209,195,824
 48079,Errigoiti,27, , , , , , , , , , 
 48080,Valle de Trápaga-Trapagaran,898,104,168,419,5,11,14,70,42,65,207
 48081,Lezama,180,21,24,85, , , , , , ,50
 48082,Santurtzi,"2,057",67,368,940,33,37,28,228,166,190,682
 48083,Ortuella,505,53,98,215,8,9,11,36,31,44,139
 48084,Sestao,"1,094",40,236,507,14,14,9,108,61,105,311
 48085,Sopela,828,29,81,308,20,9,20,176,110,75,410
 48086,Sopuerta,155,12,24,71, , , , , , ,48
 48087,Trucios-Turtzioz,25, , , , , , , , , , 
 48088,Ubide,7, , , , , , , , , , 
 48089,Urduliz,295,32,45,93, , , , , , ,125
 48090,Balmaseda,429,40,71,196,.,6,.,49,26,33,122
 48091,Atxondo,80,15,7,41, , , , , , ,17
 48092,Bedia,97,22,10,38, , , , , , ,27
 48093,Areatza,64,.,.,27, , , , , , ,22
 48094,Igorre,274,29,40,126, , , , , , ,79
 48095,Zaldibar,182,59,17,56, , , , , , ,50
 48096,Zalla,533,33,95,240,4,15,10,55,37,44,165
 48097,Zaratamo,159,32,22,71, , , , , , ,34
 48901,Derio,681,76,103,230,25,9,13,144,41,40,272
 48902,Erandio,"1,770",144,327,763,30,22,38,238,92,116,536
 48903,Loiu,363,49,42,135, , , , , , ,137
 48904,Sondika,473,86,65,198, , , , , , ,124
 48905,Zamudio,635,152,55,258, , , , , , ,170
 48906,Forua,57, , , , , , , , , , 
 48907,Kortezubi,21, , , , , , , , , , 
 48908,Murueta,16, , , , , , , , , , 
 48909,Nabarniz,12, , , , , , , , , , 
 48910,Iurreta,266,67,31,102, , , , , , ,66
 48911,Ajangiz,23, , , , , , , , , , 
 48912,Alonsotegi,175,37,27,71, , , , , , ,40
 48913,Zierbena,112,7,14,61, , , , , , ,30
 48914,Arratzu,16, , , , , , , , , , 
 48915,Ziortza-Bolibar,14, , , , , , , , , , 
 49 Za,ora,"11,548","1,029","2,034","4,868",82,260,239,"1,418",674,944,"3,617"
 49002,Abezames,4, , , , , , , , , , 
 49003,Alcañices,84,8,5,55, , , , , , ,16
 49004,Alcubilla de Nogales,., , , , , , , , , , 
 49005,Alfaraz de Sayago,., , , , , , , , , , 
 49006,Algodre,9, , , , , , , , , , 
 49007,Almaraz de Duero,15, , , , , , , , , , 
 49008,Almeida de Sayago,24, , , , , , , , , , 
 49009,Andavías,10, , , , , , , , , , 
 49010,Arcenillas,39, , , , , , , , , , 
 49011,Arcos de la Polvorosa,14, , , , , , , , , , 
 49012,Argañín,., , , , , , , , , , 
 49013,Argujillo,10, , , , , , , , , , 
 49014,Arquillinos,4, , , , , , , , , , 
 49015,Arrabalde,4, , , , , , , , , , 
 49016,Aspariegos,9, , , , , , , , , , 
 49017,Asturianos,10, , , , , , , , , , 
 49018,Ayoó de Vidriales,11, , , , , , , , , , 
 49019,Barcial del Barco,8, , , , , , , , , , 
 49020,Belver de los Montes,18, , , , , , , , , , 
 49021,Benavente,"1,380",101,185,639,15,50,26,164,87,113,455
 49022,Benegiles,10, , , , , , , , , , 
 49023,Bermillo de Sayago,68,12,10,27, , , , , , ,19
 49024,"Bóveda de Toro, La",49, , , , , , , , , , 
 49025,Bretó,., , , , , , , , , , 
 49026,Bretocino,5, , , , , , , , , , 
 49027,Brime de Sog,4, , , , , , , , , , 
 49028,Brime de Urz,6, , , , , , , , , , 
 49029,Burganes de Valverde,19, , , , , , , , , , 
 49030,Bustillo del Oro,., , , , , , , , , , 
 49031,Cabañas de Sayago,5, , , , , , , , , , 
 49032,Calzadilla de Tera,9, , , , , , , , , , 
 49033,Camarzana de Tera,55, , , , , , , , , , 
 49034,Cañizal,39, , , , , , , , , , 
 49035,Cañizo,9, , , , , , , , , , 
 49036,Carbajales de Alba,25, , , , , , , , , , 
 49037,Carbellino,6, , , , , , , , , , 
 49038,Casaseca de Campeán,6, , , , , , , , , , 
 49039,Casaseca de las Chanas,25, , , , , , , , , , 
 49040,Castrillo de la Guareña,9, , , , , , , , , , 
 49041,Castrogonzalo,34, , , , , , , , , , 
 49042,Castronuevo,6, , , , , , , , , , 
 49043,Castroverde de Campos,11, , , , , , , , , , 
 49044,Cazurra,., , , , , , , , , , 
 49046,Cerecinos de Campos,11, , , , , , , , , , 
 49047,Cerecinos del Carrizal,., , , , , , , , , , 
 49048,Cernadilla,10, , , , , , , , , , 
 49050,Cobreros,41, , , , , , , , , , 
 49052,Coomonte,9, , , , , , , , , , 
 49053,Coreses,125,25,35,46, , , , , , ,19
 49054,Corrales del Vino,55, , , , , , , , , , 
 49055,Cotanes del Monte,., , , , , , , , , , 
 49056,Cubillos,12, , , , , , , , , , 
 49057,Cubo de Benavente,8, , , , , , , , , , 
 49058,"Cubo de Tierra del Vino, El",20, , , , , , , , , , 
 49059,Cuelgamures,., , , , , , , , , , 
 49061,Entrala,13, , , , , , , , , , 
 49062,Espadañedo,7, , , , , , , , , , 
 49063,Faramontanos de Tábara,15, , , , , , , , , , 
 49064,Fariza,30, , , , , , , , , , 
 49065,Fermoselle,92,18,24,33, , , , , , ,17
 49066,Ferreras de Abajo,35, , , , , , , , , , 
 49067,Ferreras de Arriba,31, , , , , , , , , , 
 49068,Ferreruela,21, , , , , , , , , , 
 49069,Figueruela de Arriba,10, , , , , , , , , , 
 49071,Fonfría,34, , , , , , , , , , 
 49075,Fresno de la Polvorosa,5, , , , , , , , , , 
 49076,Fresno de la Ribera,16, , , , , , , , , , 
 49077,Fresno de Sayago,5, , , , , , , , , , 
 49078,Friera de Valverde,6, , , , , , , , , , 
 49079,Fuente Encalada,., , , , , , , , , , 
 49080,Fuentelapeña,41, , , , , , , , , , 
 49081,Fuentesaúco,111,13,21,48, , , , , , ,29
 49082,Fuentes de Ropel,16, , , , , , , , , , 
 49083,Fuentesecas,., , , , , , , , , , 
 49084,Fuentespreadas,14, , , , , , , , , , 
 49085,Galende,103,.,24,65, , , , , , ,.
 49086,Gallegos del Pan,., , , , , , , , , , 
 49087,Gallegos del Río,7, , , , , , , , , , 
 49088,Gamones,7, , , , , , , , , , 
 49090,Gema,9, , , , , , , , , , 
 49091,Granja de Moreruela,9, , , , , , , , , , 
 49092,Granucillo,., , , , , , , , , , 
 49093,Guarrate,16, , , , , , , , , , 
 49094,Hermisende,10, , , , , , , , , , 
 49095,"Hiniesta, La",19, , , , , , , , , , 
 49096,Jambrina,5, , , , , , , , , , 
 49097,Justel,., , , , , , , , , , 
 49098,Losacino,5, , , , , , , , , , 
 49099,Losacio,., , , , , , , , , , 
 49100,Lubián,11, , , , , , , , , , 
 49101,Luelmo,6, , , , , , , , , , 
 49102,"Maderal, El",8, , , , , , , , , , 
 49103,Madridanos,23, , , , , , , , , , 
 49104,Mahide,14, , , , , , , , , , 
 49105,Maire de Castroponce,4, , , , , , , , , , 
 49107,Malva,4, , , , , , , , , , 
 49108,Manganeses de la Lampreana,24, , , , , , , , , , 
 49109,Manganeses de la Polvorosa,22, , , , , , , , , , 
 49110,Manzanal de Arriba,24, , , , , , , , , , 
 49111,Manzanal del Barco,7, , , , , , , , , , 
 49112,Manzanal de los Infantes,., , , , , , , , , , 
 49113,Matilla de Arzón,4, , , , , , , , , , 
 49114,Matilla la Seca,., , , , , , , , , , 
 49115,Mayalde,9, , , , , , , , , , 
 49116,Melgar de Tera,9, , , , , , , , , , 
 49117,Micereces de Tera,17, , , , , , , , , , 
 49118,Milles de la Polvorosa,4, , , , , , , , , , 
 49119,Molacillos,6, , , , , , , , , , 
 49120,Molezuelas de la Carballeda,., , , , , , , , , , 
 49121,Mombuey,43, , , , , , , , , , 
 49122,Monfarracinos,70, , , , , , , , , , 
 49123,Montamarta,23, , , , , , , , , , 
 49124,Moral de Sayago,13, , , , , , , , , , 
 49125,Moraleja del Vino,105,8,24,48, , , , , , ,25
 49126,Moraleja de Sayago,12, , , , , , , , , , 
 49127,Morales del Vino,219,25,35,76, , , , , , ,83
 49128,Morales de Rey,27, , , , , , , , , , 
 49129,Morales de Toro,72,9,8,43, , , , , , ,12
 49130,Morales de Valverde,., , , , , , , , , , 
 49131,Moralina,26, , , , , , , , , , 
 49132,Moreruela de los Infanzones,7, , , , , , , , , , 
 49133,Moreruela de Tábara,8, , , , , , , , , , 
 49134,Muelas de los Caballeros,8, , , , , , , , , , 
 49135,Muelas del Pan,23, , , , , , , , , , 
 49136,Muga de Sayago,28, , , , , , , , , , 
 49137,Navianos de Valverde,5, , , , , , , , , , 
 49138,Olmillos de Castro,6, , , , , , , , , , 
 49139,Otero de Bodas,8, , , , , , , , , , 
 49141,Pajares de la Lampreana,10, , , , , , , , , , 
 49142,Palacios del Pan,9, , , , , , , , , , 
 49143,Palacios de Sanabria,13, , , , , , , , , , 
 49145,Pedralba de la Pradería,8, , , , , , , , , , 
 49146,"Pego, El",11, , , , , , , , , , 
 49147,Peleagonzalo,13, , , , , , , , , , 
 49148,Peleas de Abajo,8, , , , , , , , , , 
 49149,Peñausende,15, , , , , , , , , , 
 49150,Peque,4, , , , , , , , , , 
 49151,"Perdigón, El",53, , , , , , , , , , 
 49152,Pereruela,32, , , , , , , , , , 
 49153,Perilla de Castro,5, , , , , , , , , , 
 49154,Pías,., , , , , , , , , , 
 49155,Piedrahita de Castro,., , , , , , , , , , 
 49156,Pinilla de Toro,8, , , , , , , , , , 
 49157,Pino del Oro,5, , , , , , , , , , 
 49158,"Piñero, El",4, , , , , , , , , , 
 49159,Pobladura del Valle,19, , , , , , , , , , 
 49160,Pobladura de Valderaduey,., , , , , , , , , , 
 49162,Porto,5, , , , , , , , , , 
 49163,Pozoantiguo,11, , , , , , , , , , 
 49164,Pozuelo de Tábara,5, , , , , , , , , , 
 49165,Prado,., , , , , , , , , , 
 49166,Puebla de Sanabria,134,12,21,72, , , , , , ,29
 49167,Pueblica de Valverde,6, , , , , , , , , , 
 49168,Quintanilla del Monte,., , , , , , , , , , 
 49169,Quintanilla del Olmo,., , , , , , , , , , 
 49170,Quintanilla de Urz,., , , , , , , , , , 
 49171,Quiruelas de Vidriales,31, , , , , , , , , , 
 49172,Rabanales,32, , , , , , , , , , 
 49173,Rábano de Aliste,12, , , , , , , , , , 
 49174,Requejo,9, , , , , , , , , , 
 49175,Revellinos,7, , , , , , , , , , 
 49176,Riofrío de Aliste,26, , , , , , , , , , 
 49177,Rionegro del Puente,18, , , , , , , , , , 
 49178,Roales,89, , , , , , , , , , 
 49179,Robleda-Cervantes,24, , , , , , , , , , 
 49180,Roelos de Sayago,., , , , , , , , , , 
 49181,Rosinos de la Requejada,17, , , , , , , , , , 
 49183,Salce,6, , , , , , , , , , 
 49184,Samir de los Caños,5, , , , , , , , , , 
 49185,San Agustín del Pozo,8, , , , , , , , , , 
 49186,San Cebrián de Castro,7, , , , , , , , , , 
 49187,San Cristóbal de Entreviñas,89,14,16,45, , , , , , ,14
 49188,San Esteban del Molar,7, , , , , , , , , , 
 49189,San Justo,13, , , , , , , , , , 
 49190,San Martín de Valderaduey,., , , , , , , , , , 
 49191,San Miguel de la Ribera,8, , , , , , , , , , 
 49192,San Miguel del Valle,6, , , , , , , , , , 
 49193,San Pedro de Ceque,31, , , , , , , , , , 
