,Comunidad Autónoma,Provincia,Municipio,Cod ESP,Cobertura Media
4620,"navarra, comunidad foral de",navarra,altsasu/alsasua,31010000100,100.0
4621,"navarra, comunidad foral de",navarra,allin/allin,31011000100,80.0
4622,"navarra, comunidad foral de",navarra,allo,31012000100,90.0
4623,"navarra, comunidad foral de",navarra,amescoa baja,31013000100,66.25
4624,"navarra, comunidad foral de",navarra,ancin/antzin,31014000100,90.0
4625,"navarra, comunidad foral de",navarra,andosilla,31015000100,100.0
4626,"navarra, comunidad foral de",navarra,ansoain/antsoain,31016000200,100.0
4627,"navarra, comunidad foral de",navarra,anue,31017000100,62.19
4628,"navarra, comunidad foral de",navarra,anorbe,31018000100,77.5
4629,"navarra, comunidad foral de",navarra,aoiz/agoitz,31019000100,80.0
4630,"navarra, comunidad foral de",navarra,araitz,31020000300,77.08
4631,"navarra, comunidad foral de",navarra,aranarache/aranaratxe,31021000100,57.5
4632,"navarra, comunidad foral de",navarra,arantza,31022000100,68.0
4633,"navarra, comunidad foral de",navarra,aranguren,31023000100,80.94
4634,"navarra, comunidad foral de",navarra,arano,31024000100,21.25
4635,"navarra, comunidad foral de",navarra,arakil,31025000100,78.57
4636,"navarra, comunidad foral de",navarra,aras,31026000100,90.0
4637,"navarra, comunidad foral de",navarra,arbizu,31027000100,100.0
4638,"navarra, comunidad foral de",navarra,arce/artzi,31028000100,4.9
4639,"navarra, comunidad foral de",navarra,arcos ,31029000100,90.0
4640,"navarra, comunidad foral de",navarra,arellano,31030000100,90.0
4641,"navarra, comunidad foral de",navarra,areso,31031000100,60.0
4642,"navarra, comunidad foral de",navarra,arguedas,31032000100,100.0
4643,"navarra, comunidad foral de",navarra,aria,31033000100,47.5
4644,"navarra, comunidad foral de",navarra,aribe,31034000100,47.5
4645,"navarra, comunidad foral de",navarra,armananzas,31035000100,90.0
4646,"navarra, comunidad foral de",navarra,arroniz,31036000100,60.0
4647,"navarra, comunidad foral de",navarra,arruazu,31037000100,90.0
4648,"navarra, comunidad foral de",navarra,artajona,31038000100,80.0
4649,"navarra, comunidad foral de",navarra,artazu,31039000100,90.0
4650,"navarra, comunidad foral de",navarra,atez/atetz,31040000100,50.45
4651,"navarra, comunidad foral de",navarra,ayegui/aiegi,31041000100,100.0
4652,"navarra, comunidad foral de",navarra,azagra,31042000100,100.0
4653,"navarra, comunidad foral de",navarra,azuelo,31043000100,77.5
4654,"navarra, comunidad foral de",navarra,bakaiku,31044000100,100.0
4655,"navarra, comunidad foral de",navarra,barasoain,31045000100,90.0
4656,"navarra, comunidad foral de",navarra,barbarin,31046000100,80.0
4657,"navarra, comunidad foral de",navarra,bargota,31047000100,77.5
4658,"navarra, comunidad foral de",navarra,barillas,31048000100,90.0
4659,"navarra, comunidad foral de",navarra,basaburua,31049000100,64.42
4660,"navarra, comunidad foral de",navarra,baztan,31050000300,65.63
4661,"navarra, comunidad foral de",navarra,beire,31051000100,80.0
4662,"navarra, comunidad foral de",navarra,belascoain,31052000100,52.5
4663,"navarra, comunidad foral de",navarra,berbinzana,31053000100,80.0
4664,"navarra, comunidad foral de",navarra,bertizarana,31054010100,55.36
4665,"navarra, comunidad foral de",navarra,betelu,31055000100,90.0
4666,"navarra, comunidad foral de",navarra,biurrun-olcoz,31056000100,55.0
4667,"navarra, comunidad foral de",navarra,bunuel,31057000100,100.0
4668,"navarra, comunidad foral de",navarra,auritz/burguete,31058000100,80.0
4669,"navarra, comunidad foral de",navarra,burgui/burgi,31059000100,42.5
4670,"navarra, comunidad foral de",navarra,burlada/burlata,31060000100,100.0
4671,"navarra, comunidad foral de",navarra,busto ,31061000100,90.0
4672,"navarra, comunidad foral de",navarra,cabanillas,31062000100,100.0
4673,"navarra, comunidad foral de",navarra,cabredo,31063000100,77.5
4674,"navarra, comunidad foral de",navarra,cadreita,31064000100,100.0
4675,"navarra, comunidad foral de",navarra,caparroso,31065000100,95.0
4676,"navarra, comunidad foral de",navarra,carcar,31066000100,90.0
4677,"navarra, comunidad foral de",navarra,carcastillo,31067000100,66.67
4678,"navarra, comunidad foral de",navarra,cascante,31068000100,100.0
4679,"navarra, comunidad foral de",navarra,caseda,31069000100,63.75
4680,"navarra, comunidad foral de",navarra,castejon,16067000100,90.0
4681,"navarra, comunidad foral de",navarra,castillonuevo,31071000100,22.5
4682,"navarra, comunidad foral de",navarra,cintruenigo,31072000100,100.0
4683,"navarra, comunidad foral de",navarra,ziordia,31073000100,100.0
4684,"navarra, comunidad foral de",navarra,cirauqui/zirauki,31074000100,80.0
4685,"navarra, comunidad foral de",navarra,ciriza/ziritza,31075000100,45.0
4686,"navarra, comunidad foral de",navarra,cizur,31076000100,80.0
4687,"navarra, comunidad foral de",navarra,corella,31077000100,100.0
4688,"navarra, comunidad foral de",navarra,cortes,31078000100,90.0
4689,"navarra, comunidad foral de",navarra,desojo,31079000100,90.0
4690,"navarra, comunidad foral de",navarra,dicastillo,31080000100,90.0
4691,"navarra, comunidad foral de",navarra,donamaria,31081000300,55.0
4692,"navarra, comunidad foral de",navarra,etxalar,31082000100,70.36
4693,"navarra, comunidad foral de",navarra,echarri,31083000100,52.5
4694,"navarra, comunidad foral de",navarra,etxarri aranatz,31084000100,100.0
4695,"navarra, comunidad foral de",navarra,etxauri,31085000100,90.0
4696,"navarra, comunidad foral de",navarra,valle de egues/eguesibar,31086000100,74.06
4697,"navarra, comunidad foral de",navarra,elgorriaga,31087000100,70.0
4698,"navarra, comunidad foral de",navarra,noain ,31088000100,83.64
4699,"navarra, comunidad foral de",navarra,eneriz/eneritz,31089000100,80.0
4700,"navarra, comunidad foral de",navarra,eratsun,31090000100,30.0
4701,"navarra, comunidad foral de",navarra,ergoiena,31091000100,46.67
4702,"navarra, comunidad foral de",navarra,erro,31092000100,39.71
4703,"navarra, comunidad foral de",navarra,ezcaroz/ezkaroze,31093000100,57.5
4704,"navarra, comunidad foral de",navarra,eslava,31094000100,77.5
4705,"navarra, comunidad foral de",navarra,esparza de salazar/espartza zaraitzu,31095000100,22.5
4706,"navarra, comunidad foral de",navarra,espronceda,31096000100,77.5
4707,"navarra, comunidad foral de",navarra,estella-lizarra,31097000100,100.0
4708,"navarra, comunidad foral de",navarra,esteribar,31098000100,61.43
4709,"navarra, comunidad foral de",navarra,etayo,31099000100,90.0
4710,"navarra, comunidad foral de",navarra,eulate,31100000100,57.5
4711,"navarra, comunidad foral de",navarra,ezcabarte,31101000100,85.77
4712,"navarra, comunidad foral de",navarra,ezkurra,31102000100,60.0
4713,"navarra, comunidad foral de",navarra,ezprogui,31103000100,65.0
4714,"navarra, comunidad foral de",navarra,falces,31104000100,100.0
4715,"navarra, comunidad foral de",navarra,fitero,31105000100,100.0
4716,"navarra, comunidad foral de",navarra,fontellas,31106000100,95.0
4717,"navarra, comunidad foral de",navarra,funes,31107000100,100.0
4718,"navarra, comunidad foral de",navarra,fustinana,31108000100,33.33
4719,"navarra, comunidad foral de",navarra,galar,31109000100,88.89
4720,"navarra, comunidad foral de",navarra,gallipienzo/galipentzu,31110000100,90.0
4721,"navarra, comunidad foral de",navarra,gallues/galoze,31111000100,14.38
4722,"navarra, comunidad foral de",navarra,garaioa,31112000100,47.5
4723,"navarra, comunidad foral de",navarra,garde,31113000100,30.0
4724,"navarra, comunidad foral de",navarra,garinoain,31114000100,90.0
4725,"navarra, comunidad foral de",navarra,garralda,31115000100,47.5
4726,"navarra, comunidad foral de",navarra,genevilla,31116000100,77.5
4727,"navarra, comunidad foral de",navarra,goizueta,31117000100,59.64
4728,"navarra, comunidad foral de",navarra,goni,31118000100,37.0
4729,"navarra, comunidad foral de",navarra,guesa/gorza,31119000100,22.5
4730,"navarra, comunidad foral de",navarra,guesalaz/gesalatz,31120000100,79.5
4731,"navarra, comunidad foral de",navarra,guirguillano,31121000100,65.83
4732,"navarra, comunidad foral de",navarra,huarte/uharte,31122000100,100.0
4733,"navarra, comunidad foral de",navarra,uharte arakil,31123000100,57.5
4734,"navarra, comunidad foral de",navarra,ibargoiti,31124000100,73.61
4735,"navarra, comunidad foral de",navarra,iguzquiza,31125000100,85.0
4736,"navarra, comunidad foral de",navarra,imotz,31126000100,52.5
4737,"navarra, comunidad foral de",navarra,iraneta,31127000100,90.0
4738,"navarra, comunidad foral de",navarra,isaba/izaba,31128000100,45.0
4739,"navarra, comunidad foral de",navarra,ituren,31129000100,57.5
4740,"navarra, comunidad foral de",navarra,iturmendi,31130000100,100.0
4741,"navarra, comunidad foral de",navarra,iza/itza,31131000100,67.34
4742,"navarra, comunidad foral de",navarra,izagaondoa,31132000100,45.19
4743,"navarra, comunidad foral de",navarra,izalzu/itzaltzu,31133000100,60.0
4744,"navarra, comunidad foral de",navarra,jaurrieta,31134000100,22.5
4745,"navarra, comunidad foral de",navarra,javier,31135000100,71.25
4746,"navarra, comunidad foral de",navarra,juslapena,31136000100,51.25
4747,"navarra, comunidad foral de",navarra,beintza-labaien,31137000100,60.0
4748,"navarra, comunidad foral de",navarra,lakuntza,31138000100,100.0
4749,"navarra, comunidad foral de",navarra,lana,31139000100,46.5
4750,"navarra, comunidad foral de",navarra,lantz,31140000100,47.5
4751,"navarra, comunidad foral de",navarra,lapoblacion,31141000100,90.0
4752,"navarra, comunidad foral de",navarra,larraga,31142000100,80.0
4753,"navarra, comunidad foral de",navarra,larraona,31143000100,47.5
4754,"navarra, comunidad foral de",navarra,larraun,31144000100,74.71
4755,"navarra, comunidad foral de",navarra,lazagurria,31145000100,60.0
4756,"navarra, comunidad foral de",navarra,leache/leatxe,31146000100,77.5
4757,"navarra, comunidad foral de",navarra,legarda,31147000100,78.75
4758,"navarra, comunidad foral de",navarra,legaria,31148000100,90.0
4759,"navarra, comunidad foral de",navarra,leitza,31149000100,55.0
4760,"navarra, comunidad foral de",navarra,leoz/leotz,31150000100,39.42
4761,"navarra, comunidad foral de",navarra,lerga,31151000100,77.5
4762,"navarra, comunidad foral de",navarra,lerin,31152000100,90.0
4763,"navarra, comunidad foral de",navarra,lesaka,31153000100,73.27
4764,"navarra, comunidad foral de",navarra,lezaun,31154000100,40.0
4765,"navarra, comunidad foral de",navarra,liedena,31155000100,60.0
4766,"navarra, comunidad foral de",navarra,lizoain-arriasgoiti,31156000100,42.5
4767,"navarra, comunidad foral de",navarra,lodosa,31157000300,100.0
4768,"navarra, comunidad foral de",navarra,longuida/longida,31158000100,39.9
4769,"navarra, comunidad foral de",navarra,lumbier,31159000100,90.0
4770,"navarra, comunidad foral de",navarra,luquin,31160000100,42.5
4771,"navarra, comunidad foral de",navarra,maneru,31161000100,70.0
4772,"navarra, comunidad foral de",navarra,maranon,31162000100,77.5
4773,"navarra, comunidad foral de",navarra,marcilla,31163000100,74.0
4774,"navarra, comunidad foral de",navarra,melida,31164000100,80.0
4775,"navarra, comunidad foral de",navarra,mendavia,31165000100,50.0
4776,"navarra, comunidad foral de",navarra,mendaza,31166000100,75.0
4777,"navarra, comunidad foral de",navarra,mendigorria,31167000100,56.67
4778,"navarra, comunidad foral de",navarra,metauten,31168000100,90.0
4779,"navarra, comunidad foral de",navarra,milagro,31169000300,100.0
4780,"navarra, comunidad foral de",navarra,mirafuentes,31170000100,90.0
4781,"navarra, comunidad foral de",navarra,miranda de arga,31171000100,80.0
4782,"navarra, comunidad foral de",navarra,monreal/elo,31172000100,90.0
4783,"navarra, comunidad foral de",navarra,monteagudo,31173000100,90.0
4784,"navarra, comunidad foral de",navarra,morentin,31174000100,90.0
4785,"navarra, comunidad foral de",navarra,mues,31175000100,75.0
4786,"navarra, comunidad foral de",navarra,murchante,31176000100,100.0
4787,"navarra, comunidad foral de",navarra,murieta,31177000100,90.0
4788,"navarra, comunidad foral de",navarra,murillo el cuende,31178000100,86.67
4789,"navarra, comunidad foral de",navarra,murillo el fruto,31179000100,80.0
4790,"navarra, comunidad foral de",navarra,muruzabal,31180000100,90.0
4791,"navarra, comunidad foral de",navarra,navascues/nabaskoze,31181000100,16.25
4792,"navarra, comunidad foral de",navarra,nazar,31182000100,60.0
4793,"navarra, comunidad foral de",navarra,obanos,31183000100,90.0
4794,"navarra, comunidad foral de",navarra,oco,31184000100,60.0
4795,"navarra, comunidad foral de",navarra,ochagavia/otsagabia,31185000100,11.67
4796,"navarra, comunidad foral de",navarra,odieta,31186000100,68.44
4797,"navarra, comunidad foral de",navarra,oiz,31187000100,60.0
4798,"navarra, comunidad foral de",navarra,olaibar,31188000100,54.64
4799,"navarra, comunidad foral de",navarra,olazti/olazagutia,31189000100,100.0
4800,"navarra, comunidad foral de",navarra,olejua,31190000100,90.0
4801,"navarra, comunidad foral de",navarra,olite/erriberri,31191000100,100.0
4802,"navarra, comunidad foral de",navarra,oloriz/oloritz,31192000100,67.86
4803,"navarra, comunidad foral de",navarra,cendea de olza/oltza zendea,31193000100,90.0
4804,"navarra, comunidad foral de",navarra,ollo,31194000100,51.11
4805,"navarra, comunidad foral de",navarra,orbaizeta,31195000100,17.5
4806,"navarra, comunidad foral de",navarra,orbara,31196000100,47.5
4807,"navarra, comunidad foral de",navarra,orisoain,31197000100,47.5
4808,"navarra, comunidad foral de",navarra,oronz/orontze,31198000100,32.5
4809,"navarra, comunidad foral de",navarra,oroz-betelu/orotz-betelu,31199000100,11.25
4810,"navarra, comunidad foral de",navarra,oteiza,31200000100,90.0
4811,"navarra, comunidad foral de",navarra,pamplona/iruna,31201000200,100.0
4812,"navarra, comunidad foral de",navarra,peralta/azkoien,31202000300,100.0
4813,"navarra, comunidad foral de",navarra,petilla de aragon,31203000100,25.0
4814,"navarra, comunidad foral de",navarra,piedramillera,31204000100,90.0
4815,"navarra, comunidad foral de",navarra,pitillas,31205000100,90.0
4816,"navarra, comunidad foral de",navarra,puente la reina/gares,31206000100,26.67
4817,"navarra, comunidad foral de",navarra,pueyo,31207000100,100.0
4818,"navarra, comunidad foral de",navarra,ribaforada,31208000100,100.0
4819,"navarra, comunidad foral de",navarra,romanzado,31209000100,52.75
4820,"navarra, comunidad foral de",navarra,roncal/erronkari,31210000100,25.0
4821,"navarra, comunidad foral de",navarra,orreaga/roncesvalles,31211000100,60.0
4822,"navarra, comunidad foral de",navarra,sada,15075010100,70.33
4823,"navarra, comunidad foral de",navarra,saldias,31213000100,30.0
4824,"navarra, comunidad foral de",navarra,salinas de oro/jaitz,31214000100,80.0
4825,"navarra, comunidad foral de",navarra,san adrian,31215000100,100.0
4826,"navarra, comunidad foral de",navarra,sanguesa/zangoza,31216000100,93.33
4827,"navarra, comunidad foral de",navarra,san martin de unx,31217000100,90.0
4828,"navarra, comunidad foral de",navarra,sansol,31219000100,77.5
4829,"navarra, comunidad foral de",navarra,santacara,31220000100,80.0
4830,"navarra, comunidad foral de",navarra,doneztebe/santesteban,31221000100,70.0
4831,"navarra, comunidad foral de",navarra,sarries/sartze,31222000100,22.5
4832,"navarra, comunidad foral de",navarra,sartaguda,31223000100,90.0
4833,"navarra, comunidad foral de",navarra,sesma,31224000100,80.0
4834,"navarra, comunidad foral de",navarra,sorlada,31225000100,90.0
4835,"navarra, comunidad foral de",navarra,sunbilla,31226000100,46.56
4836,"navarra, comunidad foral de",navarra,tafalla,31227000100,100.0
4837,"navarra, comunidad foral de",navarra,tiebas-muruarte de reta,31228000100,76.67
4838,"navarra, comunidad foral de",navarra,tirapu,31229000100,70.0
4839,"navarra, comunidad foral de",navarra,torralba del rio,31230000100,63.33
4840,"navarra, comunidad foral de",navarra,torres del rio,31231000100,77.5
4841,"navarra, comunidad foral de",navarra,tudela,31232000100,100.0
4842,"navarra, comunidad foral de",navarra,tulebras,31233000100,90.0
4843,"navarra, comunidad foral de",navarra,ucar,31234000100,80.0
4844,"navarra, comunidad foral de",navarra,ujue,31235000100,77.5
4845,"navarra, comunidad foral de",navarra,ultzama,31236000100,90.0
4846,"navarra, comunidad foral de",navarra,unciti,31237000100,66.25
4847,"navarra, comunidad foral de",navarra,unzue/untzue,31238000100,77.5
4848,"navarra, comunidad foral de",navarra,urdazubi/urdax,31239000100,76.67
4849,"navarra, comunidad foral de",navarra,urdiain,31240000100,80.0
4850,"navarra, comunidad foral de",navarra,urraul alto,31241000100,22.08
4851,"navarra, comunidad foral de",navarra,urraul bajo,31242000100,83.06
4852,"navarra, comunidad foral de",navarra,urroz-villa,31243000100,90.0
4853,"navarra, comunidad foral de",navarra,urroz,31244000100,47.5
4854,"navarra, comunidad foral de",navarra,urzainqui/urzainki,31245000100,22.5
4855,"navarra, comunidad foral de",navarra,uterga,31246000100,90.0
4856,"navarra, comunidad foral de",navarra,uztarroz/uztarroze,31247000100,70.0
4857,"navarra, comunidad foral de",navarra,luzaide/valcarlos,31248000100,40.0
4858,"navarra, comunidad foral de",navarra,valtierra,31249000100,100.0
4859,"navarra, comunidad foral de",navarra,bera,31250000100,88.89
4860,"navarra, comunidad foral de",navarra,viana,31251000100,32.5
4861,"navarra, comunidad foral de",navarra,vidangoz/bidankoze,31252000100,22.5
4862,"navarra, comunidad foral de",navarra,bidaurreta,31253000100,100.0
4863,"navarra, comunidad foral de",navarra,villafranca,31254000100,100.0
4864,"navarra, comunidad foral de",navarra,villamayor de monjardin,31255000100,90.0
4865,"navarra, comunidad foral de",navarra,hiriberri/villanueva de aezkoa,31256000100,47.5
4866,"navarra, comunidad foral de",navarra,villatuerta,31257000100,95.0
4867,"navarra, comunidad foral de",navarra,villava/atarrabia,31258000100,100.0
4868,"navarra, comunidad foral de",navarra,igantzi,31259000100,82.5
4869,"navarra, comunidad foral de",navarra,valle de yerri/deierri,31260000100,73.91
4870,"navarra, comunidad foral de",navarra,yesa,31261000100,55.63
4871,"navarra, comunidad foral de",navarra,zabalza/zabaltza,31262000100,82.5
4872,"navarra, comunidad foral de",navarra,zubieta,31263000100,54.17
4873,"navarra, comunidad foral de",navarra,zugarramurdi,31264000100,72.0
4874,"navarra, comunidad foral de",navarra,zuniga,31265000100,90.0
4875,"navarra, comunidad foral de",navarra,baranain,31901000100,100.0
4876,"navarra, comunidad foral de",navarra,berrioplano/berriobeiti,31902000100,93.0
4877,"navarra, comunidad foral de",navarra,berriozar,31903000100,100.0
4878,"navarra, comunidad foral de",navarra,irurtzun,31904000100,100.0
4879,"navarra, comunidad foral de",navarra,beriain,31905000100,100.0
4880,"navarra, comunidad foral de",navarra,orkoien,31906000100,100.0
4881,"navarra, comunidad foral de",navarra,zizur mayor/zizur nagusia,31907000100,100.0
4882,"navarra, comunidad foral de",navarra,lekunberri,31908000100,100.0
4883,galicia,ourense,allariz,32001000100,58.02
4884,galicia,ourense,amoeiro,32002010100,60.88
4885,galicia,ourense,arnoia ,32003010100,79.5
4886,galicia,ourense,avion,32004010100,57.64
4887,galicia,ourense,baltar,32005010100,56.33
4888,galicia,ourense,bande,32006010100,51.49
4889,galicia,ourense,banos de molgas,32007000100,58.3
4890,galicia,ourense,barbadas,32008010100,83.6
4891,galicia,ourense,barco de valdeorras ,32009000100,55.53
4892,galicia,ourense,beade,32010010100,80.0
4893,galicia,ourense,beariz,32011010100,59.17
4894,galicia,ourense,blancos ,32012010100,57.75
4895,galicia,ourense,boboras,32013010100,56.2
4896,galicia,ourense,bola ,32014010100,56.34
4897,galicia,ourense,bolo ,32015000100,56.34
4898,galicia,ourense,calvos de randin,32016010100,53.47
4899,galicia,ourense,carballeda de valdeorras,32017010100,55.48
4900,galicia,ourense,carballeda de avia,32018010100,59.05
4901,galicia,ourense,carballino ,32019010100,56.91
4902,galicia,ourense,cartelle,32020010300,54.29
4903,galicia,ourense,castrelo do val,32021010100,45.94
4904,galicia,ourense,castrelo de mino,32022010100,59.3
4905,galicia,ourense,castro caldelas,32023010100,50.39
4906,galicia,ourense,celanova,32024010100,52.48
4907,galicia,ourense,cenlle,32025010100,75.74
4908,galicia,ourense,coles,32026010100,55.06
4909,galicia,ourense,cortegada,32027010100,73.35
4910,galicia,ourense,cualedro,32028010100,60.0
4911,galicia,ourense,chandrexa de queixa,32029010100,47.5
4912,galicia,ourense,entrimo,32030010100,54.69
4913,galicia,ourense,esgos,32031010100,55.0
4914,galicia,ourense,xinzo de limia,32032010100,61.32
4915,galicia,ourense,gomesende,32033010100,54.04
4916,galicia,ourense,gudina ,32034010100,51.25
4917,galicia,ourense,irixo ,32035010100,54.83
4918,galicia,ourense,xunqueira de ambia,32036010100,61.73
4919,galicia,ourense,xunqueira de espadanedo,32037010400,64.5
4920,galicia,ourense,larouco,32038010100,62.0
4921,galicia,ourense,laza,32039010100,52.39
4922,galicia,ourense,leiro,32040010100,70.54
4923,galicia,ourense,lobeira,32041010100,56.15
4924,galicia,ourense,lobios,32042010100,51.96
4925,galicia,ourense,maceda,32043010200,54.7
4926,galicia,ourense,manzaneda,32044010100,54.3
4927,galicia,ourense,maside,32045010100,61.74
4928,galicia,ourense,melon,32046010100,61.6
4929,galicia,ourense,merca ,32047010100,54.5
4930,galicia,ourense,mezquita ,32048010100,60.75
4931,galicia,ourense,montederramo,32049010100,53.84
4932,galicia,ourense,monterrei,32050010100,62.35
4933,galicia,ourense,muinos,32051010100,49.92
4934,galicia,ourense,nogueira de ramuin,32052010100,51.83
4935,galicia,ourense,oimbra,32053010100,60.68
4936,galicia,ourense,ourense,32054000100,75.5
4937,galicia,ourense,paderne de allariz,32055010300,60.91
4938,galicia,ourense,padrenda,32056010200,61.04
4939,galicia,ourense,parada de sil,32057000100,59.6
4940,galicia,ourense,pereiro de aguiar ,32058010500,64.46
4941,galicia,ourense,peroxa ,32059010100,54.22
4942,galicia,ourense,petin,32060010100,53.08
4943,galicia,ourense,pinor,32061010100,60.0
4944,galicia,ourense,porqueira,32062010100,52.33
4945,galicia,ourense,pobra de trives ,32063010100,55.71
4946,galicia,ourense,pontedeva,32064010100,58.33
4947,galicia,ourense,punxin,32065010100,59.0
4948,galicia,ourense,quintela de leirado,32066010100,64.0
4949,galicia,ourense,rairiz de veiga,32067010100,57.67
4950,galicia,ourense,ramiras,32068010100,55.42
4951,galicia,ourense,ribadavia,32069010100,76.25
4952,galicia,ourense,san xoan de rio,32070010100,50.51
4953,galicia,ourense,rios,32071010100,59.0
4954,galicia,ourense,rua ,32072010100,72.5
4955,galicia,ourense,rubia,32073010100,60.56
4956,galicia,ourense,san amaro,32074010100,56.06
4957,galicia,ourense,san cibrao das vinas,32075010200,69.63
4958,galicia,ourense,san cristovo de cea,32076010100,58.31
4959,galicia,ourense,sandias,32077010100,62.22
4960,galicia,ourense,sarreaus,32078010100,59.89
4961,galicia,ourense,taboadela,32079010100,58.78
4962,galicia,ourense,teixeira ,32080010100,59.2
4963,galicia,ourense,toen,32081010400,60.0
4964,galicia,ourense,trasmiras,32082010100,60.5
4965,galicia,ourense,veiga ,32083010100,54.0
4966,galicia,ourense,verea,32084010100,55.25
4967,galicia,ourense,verin,32085010100,65.0
4968,galicia,ourense,viana do bolo,32086010100,56.3
4969,galicia,ourense,vilamarin,32087010100,55.56
4970,galicia,ourense,vilamartin de valdeorras,32088010100,58.5
4971,galicia,ourense,vilar de barrio,32089010100,50.74
4972,galicia,ourense,vilar de santos,32090010100,58.33
4973,galicia,ourense,vilardevos,32091010100,52.93
4974,galicia,ourense,vilarino de conso,32092010100,47.94
4975,"asturias, principado de",asturias,allande,33001010100,33.09
4976,"asturias, principado de",asturias,aller,33002010100,42.91
4977,"asturias, principado de",asturias,amieva,33003010100,35.47
4978,"asturias, principado de",asturias,aviles,33004010100,77.46
4979,"asturias, principado de",asturias,belmonte de miranda,33005010100,32.96
4980,"asturias, principado de",asturias,bimenes,33006010100,50.31
4981,"asturias, principado de",asturias,boal,33007010100,47.2
4982,"asturias, principado de",asturias,cabrales,33008010100,40.26
4983,"asturias, principado de",asturias,cabranes,33009010100,56.04
4984,"asturias, principado de",asturias,candamo,33010010700,51.3
4985,"asturias, principado de",asturias,cangas del narcea,33011010100,46.05
4986,"asturias, principado de",asturias,cangas de onis,33012010100,53.37
4987,"asturias, principado de",asturias,caravia,33013010100,61.82
4988,"asturias, principado de",asturias,carreno,33014010100,53.8
4989,"asturias, principado de",asturias,caso,33015010100,44.67
4990,"asturias, principado de",asturias,castrillon,33016000100,53.53
4991,"asturias, principado de",asturias,castropol,33017010100,54.11
4992,"asturias, principado de",asturias,coana,33018010100,53.05
4993,"asturias, principado de",asturias,colunga,33019010100,60.93
4994,"asturias, principado de",asturias,corvera de asturias,33020010100,69.08
4995,"asturias, principado de",asturias,cudillero,33021010100,52.13
4996,"asturias, principado de",asturias,degana,33022010100,56.67
4997,"asturias, principado de",asturias,franco ,33023010100,56.94
4998,"asturias, principado de",asturias,gijon,33024010100,65.72
4999,"asturias, principado de",asturias,gozon,33025010100,61.09
5000,"asturias, principado de",asturias,grado,33026010100,46.89
5001,"asturias, principado de",asturias,grandas de salime,33027010100,37.27
5002,"asturias, principado de",asturias,ibias,33028010100,46.62
5003,"asturias, principado de",asturias,illano,33029010100,36.64
5004,"asturias, principado de",asturias,illas,33030010100,60.8
5005,"asturias, principado de",asturias,langreo,33031000100,50.08
5006,"asturias, principado de",asturias,laviana,33032010100,43.9
5007,"asturias, principado de",asturias,lena,33033010100,37.54
5008,"asturias, principado de",asturias,valdes,33034010100,46.29
5009,"asturias, principado de",asturias,llanera,33035010100,62.89
5010,"asturias, principado de",asturias,llanes,33036010100,55.46
5011,"asturias, principado de",asturias,mieres,17105000100,41.49
5012,"asturias, principado de",asturias,morcin,33038010100,51.48
5013,"asturias, principado de",asturias,muros de nalon,33039010100,83.33
5014,"asturias, principado de",asturias,nava,33040010100,60.79
5015,"asturias, principado de",asturias,navia,33041010100,60.05
5016,"asturias, principado de",asturias,norena,33042010100,45.83
5017,"asturias, principado de",asturias,onis,33043010100,45.54
5018,"asturias, principado de",asturias,oviedo,33044010100,58.83
5019,"asturias, principado de",asturias,parres,33045010100,51.05
5020,"asturias, principado de",asturias,penamellera alta,33046010100,56.25
5021,"asturias, principado de",asturias,penamellera baja,33047010100,56.71
5022,"asturias, principado de",asturias,pesoz,33048010100,33.61
5023,"asturias, principado de",asturias,pilona,33049010100,44.21
5024,"asturias, principado de",asturias,ponga,33050010100,17.38
5025,"asturias, principado de",asturias,pravia,33051010100,54.31
5026,"asturias, principado de",asturias,proaza,33052010100,34.13
5027,"asturias, principado de",asturias,quiros,33053010100,45.48
5028,"asturias, principado de",asturias,regueras ,33054010100,56.06
5029,"asturias, principado de",asturias,ribadedeva,33055010200,58.0
5030,"asturias, principado de",asturias,ribadesella,33056010100,56.28
5031,"asturias, principado de",asturias,ribera de arriba,33057010300,61.98
5032,"asturias, principado de",asturias,riosa,33058010100,41.27
5033,"asturias, principado de",asturias,salas,33059010100,47.93
5034,"asturias, principado de",asturias,san martin del rey aurelio,33060010100,47.32
5035,"asturias, principado de",asturias,san martin de oscos,33061010100,30.78
5036,"asturias, principado de",asturias,santa eulalia de oscos,33062010100,28.68
5037,"asturias, principado de",asturias,san tirso de abres,33063010100,52.2
5038,"asturias, principado de",asturias,santo adriano,33064010100,35.42
5039,"asturias, principado de",asturias,sariego,33065010100,56.67
5040,"asturias, principado de",asturias,siero,33066010100,57.4
5041,"asturias, principado de",asturias,sobrescobio,33067010200,40.0
5042,"asturias, principado de",asturias,somiedo,33068010100,13.01
5043,"asturias, principado de",asturias,soto del barco,33069010100,59.15
5044,"asturias, principado de",asturias,tapia de casariego,33070010800,54.59
5045,"asturias, principado de",asturias,taramundi,33071010100,41.79
5046,"asturias, principado de",asturias,teverga,33072010100,26.22
5047,"asturias, principado de",asturias,tineo,33073010100,41.91
5048,"asturias, principado de",asturias,vegadeo,33074010400,50.08
5049,"asturias, principado de",asturias,villanueva de oscos,33075010100,32.5
5050,"asturias, principado de",asturias,villaviciosa,33076010100,48.85
5051,"asturias, principado de",asturias,villayon,33077010100,37.75
5052,"asturias, principado de",asturias,yernes y tameza,33078010100,30.0
