,Comunidad Autónoma,Provincia,Municipio,Cod ESP,Cobertura Media
0,pais vasco,araba/alava,alegria-dulantzi,1001000100,65.0
1,pais vasco,araba/alava,amurrio,1002000100,62.75
2,pais vasco,araba/alava,aramaio,1003000100,62.22
3,pais vasco,araba/alava,artziniega,1004000100,62.86
4,pais vasco,araba/alava,arminon,1006000100,66.67
5,pais vasco,araba/alava,arratzua-ubarrundia,1008000100,63.41
6,pais vasco,araba/alava,asparrena,1009000100,58.0
7,pais vasco,araba/alava,ayala/aiara,1010000100,59.9
8,pais vasco,araba/alava,banos de ebro/manueta,1011000100,60.0
9,pais vasco,araba/alava,barrundia,1013000100,56.79
10,pais vasco,araba/alava,berantevilla,1014000100,55.31
11,pais vasco,araba/alava,bernedo,1016000100,52.88
12,pais vasco,araba/alava,campezo/kanpezu,1017000100,57.0
13,pais vasco,araba/alava,zigoitia,1018000100,60.56
14,pais vasco,araba/alava,kripan,1019000100,60.0
15,pais vasco,araba/alava,kuartango,1020000100,56.75
16,pais vasco,araba/alava,elburgo/burgelu,1021000100,65.0
17,pais vasco,araba/alava,elciego,1022000100,70.0
18,pais vasco,araba/alava,elvillar/bilar,1023000100,80.0
19,pais vasco,araba/alava,iruraiz-gauna,1027000100,60.0
20,pais vasco,araba/alava,labastida/bastida,1028000100,90.0
21,pais vasco,araba/alava,lagran,1030000100,18.33
22,pais vasco,araba/alava,laguardia,1031000100,90.0
23,pais vasco,araba/alava,lanciego/lantziego,1032000100,85.83
24,pais vasco,araba/alava,lapuebla de labarca,1033000100,90.0
25,pais vasco,araba/alava,leza,1034000100,90.0
26,pais vasco,araba/alava,laudio/llodio,1036000100,100.0
27,pais vasco,araba/alava,arraia-maeztu,1037000200,56.72
28,pais vasco,araba/alava,moreda de alava/moreda araba,1039000100,47.5
29,pais vasco,araba/alava,navaridas,1041000100,90.0
30,pais vasco,araba/alava,okondo,1042000100,75.83
31,pais vasco,araba/alava,oyon-oion,1043000100,80.83
32,pais vasco,araba/alava,penacerrada-urizaharra,1044000100,22.5
33,pais vasco,araba/alava,erriberagoitia/ribera alta,1046000100,60.5
34,pais vasco,araba/alava,ribera baja/erribera beitia,1047000100,65.0
35,pais vasco,araba/alava,anana,1049000100,42.5
36,pais vasco,araba/alava,salvatierra/agurain,1051000100,62.0
37,pais vasco,araba/alava,samaniego,1052000100,60.0
38,pais vasco,araba/alava,san millan/donemiliaga,1053000100,59.17
39,pais vasco,araba/alava,urkabustaiz,1054000100,63.0
40,pais vasco,araba/alava,valdegovia/gaubea,1055000100,51.5
41,pais vasco,araba/alava,harana/valle de arana,1056000100,47.5
42,pais vasco,araba/alava,villabuena de alava/eskuernaga,1057000100,80.0
43,pais vasco,araba/alava,legutio,1058000100,68.0
44,pais vasco,araba/alava,vitoria-gasteiz,1059000100,73.35
45,pais vasco,araba/alava,yecora/iekora,1060000100,60.0
46,pais vasco,araba/alava,zalduondo,1061000100,60.0
47,pais vasco,araba/alava,zambrana,1062000100,46.88
48,pais vasco,araba/alava,zuia,1063000100,56.15
49,pais vasco,araba/alava,iruna oka/iruna de oca,1901000100,66.0
50,pais vasco,araba/alava,lantaron,1902000100,56.88
51,castilla-la mancha,albacete,abengibre,2001000100,70.0
52,castilla-la mancha,albacete,alatoz,2002000100,20.0
53,castilla-la mancha,albacete,albacete,2003000100,59.31
54,castilla-la mancha,albacete,albatana,2004000100,47.5
55,castilla-la mancha,albacete,alborea,2005000100,87.5
56,castilla-la mancha,albacete,alcadozo,2006000100,32.14
57,castilla-la mancha,albacete,alcala del jucar,2007000100,46.79
58,castilla-la mancha,albacete,alcaraz,2008000100,37.5
59,castilla-la mancha,albacete,almansa,2009000100,100.0
60,castilla-la mancha,albacete,alpera,2010000100,100.0
61,castilla-la mancha,albacete,ayna,2011000100,37.73
62,castilla-la mancha,albacete,balazote,2012000100,100.0
63,castilla-la mancha,albacete,balsa de ves,2013000100,50.63
64,castilla-la mancha,albacete,ballestero ,2014000100,55.0
65,castilla-la mancha,albacete,barrax,2015000100,70.0
66,castilla-la mancha,albacete,bienservida,2016000100,57.5
67,castilla-la mancha,albacete,bogarra,2017000100,43.61
68,castilla-la mancha,albacete,bonete,2018000100,100.0
69,castilla-la mancha,albacete,bonillo ,2019000100,35.0
70,castilla-la mancha,albacete,carcelen,2020000100,35.0
71,castilla-la mancha,albacete,casas de juan nunez,2021000100,70.0
72,castilla-la mancha,albacete,casas de lazaro,2022000100,33.33
73,castilla-la mancha,albacete,casas de ves,2023000100,70.0
74,castilla-la mancha,albacete,casas-ibanez,2024000100,100.0
75,castilla-la mancha,albacete,caudete,2025000100,100.0
76,castilla-la mancha,albacete,cenizate,2026000100,70.0
77,castilla-la mancha,albacete,corral-rubio,2027000100,22.5
78,castilla-la mancha,albacete,cotillas,2028000100,49.17
79,castilla-la mancha,albacete,chinchilla de monte-aragon,2029000100,80.56
80,castilla-la mancha,albacete,elche de la sierra,2030000100,37.5
81,castilla-la mancha,albacete,ferez,2031000100,35.0
82,castilla-la mancha,albacete,fuensanta,2032000100,45.0
83,castilla-la mancha,albacete,fuente-alamo,2033000100,70.0
84,castilla-la mancha,albacete,fuentealbilla,2034000100,63.33
85,castilla-la mancha,albacete,gineta ,2035000100,47.5
86,castilla-la mancha,albacete,golosalvo,2036000100,70.0
87,castilla-la mancha,albacete,hellin,2037000100,54.42
88,castilla-la mancha,albacete,herrera ,2038000200,30.0
89,castilla-la mancha,albacete,higueruela,2039000200,65.0
90,castilla-la mancha,albacete,hoya-gonzalo,2040000100,45.0
91,castilla-la mancha,albacete,jorquera,2041000100,36.0
92,castilla-la mancha,albacete,letur,2042000100,37.5
93,castilla-la mancha,albacete,lezuza,2043000100,42.0
94,castilla-la mancha,albacete,lietor,2044000100,39.29
95,castilla-la mancha,albacete,madrigueras,2045000100,100.0
96,castilla-la mancha,albacete,mahora,2046000100,70.0
97,castilla-la mancha,albacete,masegoso,2047000100,17.5
98,castilla-la mancha,albacete,minaya,2048000100,70.0
99,castilla-la mancha,albacete,molinicos,2049000100,35.31
100,castilla-la mancha,albacete,montalvos,2050000100,60.0
101,castilla-la mancha,albacete,montealegre del castillo,2051000100,100.0
102,castilla-la mancha,albacete,motilleja,2052000100,35.0
103,castilla-la mancha,albacete,munera,2053000100,70.0
104,castilla-la mancha,albacete,navas de jorquera,2054000100,57.5
105,castilla-la mancha,albacete,nerpio,2055000100,34.17
106,castilla-la mancha,albacete,ontur,2056000100,100.0
107,castilla-la mancha,albacete,ossa de montiel,2057000100,70.0
108,castilla-la mancha,albacete,paterna del madera,2058000100,37.86
109,castilla-la mancha,albacete,penascosa,2059000100,11.07
110,castilla-la mancha,albacete,penas de san pedro,2060000200,47.0
111,castilla-la mancha,albacete,petrola,2061000100,27.5
112,castilla-la mancha,albacete,povedilla,2062000100,67.5
113,castilla-la mancha,albacete,pozohondo,2063000100,62.0
114,castilla-la mancha,albacete,pozo-lorente,2064000100,60.0
115,castilla-la mancha,albacete,pozuelo,2065000200,27.5
116,castilla-la mancha,albacete,recueja ,2066000100,60.0
117,castilla-la mancha,albacete,riopar,2067000100,61.59
118,castilla-la mancha,albacete,robledo,2068000100,63.33
119,castilla-la mancha,albacete,roda ,2069000100,67.5
120,castilla-la mancha,albacete,salobre,2070000100,70.0
121,castilla-la mancha,albacete,san pedro,2071000100,57.5
122,castilla-la mancha,albacete,socovos,2072000100,62.0
123,castilla-la mancha,albacete,tarazona de la mancha,2073000100,100.0
124,castilla-la mancha,albacete,tobarra,2074000100,55.0
125,castilla-la mancha,albacete,valdeganga,2075000100,100.0
126,castilla-la mancha,albacete,vianos,2076000100,35.0
127,castilla-la mancha,albacete,villa de ves,2077000100,23.75
128,castilla-la mancha,albacete,villalgordo del jucar,2078000100,70.0
129,castilla-la mancha,albacete,villamalea,2079000100,100.0
130,castilla-la mancha,albacete,villapalacios,2080000100,70.0
131,castilla-la mancha,albacete,villarrobledo,2081000100,53.33
132,castilla-la mancha,albacete,villatoya,2082000100,22.5
133,castilla-la mancha,albacete,villavaliente,2083000100,47.5
134,castilla-la mancha,albacete,villaverde de guadalimar,2084000100,53.0
135,castilla-la mancha,albacete,viveros,2085000100,60.0
136,castilla-la mancha,albacete,yeste,2086000100,32.68
137,castilla-la mancha,albacete,pozo canada,2901000100,70.0
138,comunitat valenciana,alicante/alacant,"atzubia, l'",3001000100,47.5
139,comunitat valenciana,alicante/alacant,agost,3002000100,100.0
140,comunitat valenciana,alicante/alacant,agres,3003000100,55.0
141,comunitat valenciana,alicante/alacant,aigues,3004000100,90.0
142,comunitat valenciana,alicante/alacant,albatera,3005000100,100.0
143,comunitat valenciana,alicante/alacant,alcalali,3006000100,65.0
144,comunitat valenciana,alicante/alacant,alcocer de planes,3007000100,70.0
145,comunitat valenciana,alicante/alacant,alcoleja,3008000100,75.0
146,comunitat valenciana,alicante/alacant,alcoy/alcoi,3009000100,100.0
147,comunitat valenciana,alicante/alacant,alfafara,3010000100,87.5
148,comunitat valenciana,alicante/alacant,alfas del pi ,3011000100,70.0
149,comunitat valenciana,alicante/alacant,algorfa,3012000100,70.0
150,comunitat valenciana,alicante/alacant,alguena,3013000100,80.0
151,comunitat valenciana,alicante/alacant,alicante/alacant,3014000100,83.33
152,comunitat valenciana,alicante/alacant,almoradi,3015000100,100.0
153,comunitat valenciana,alicante/alacant,almudaina,3016000100,60.0
154,comunitat valenciana,alicante/alacant,alqueria d'asnar ,3017000100,100.0
155,comunitat valenciana,alicante/alacant,altea,3018000100,90.0
156,comunitat valenciana,alicante/alacant,aspe,3019000100,100.0
157,comunitat valenciana,alicante/alacant,balones,3020000100,57.5
158,comunitat valenciana,alicante/alacant,banyeres de mariola,3021000100,70.0
159,comunitat valenciana,alicante/alacant,benasau,3022000200,60.0
160,comunitat valenciana,alicante/alacant,beneixama,3023000100,75.0
161,comunitat valenciana,alicante/alacant,benejuzar,3024000100,100.0
162,comunitat valenciana,alicante/alacant,benferri,3025000100,100.0
163,comunitat valenciana,alicante/alacant,beniarbeig,3026000100,100.0
164,comunitat valenciana,alicante/alacant,beniarda,3027000100,100.0
165,comunitat valenciana,alicante/alacant,beniarres,3028000100,80.0
166,comunitat valenciana,alicante/alacant,benigembla,3029000100,75.0
167,comunitat valenciana,alicante/alacant,benidoleig,3030000100,70.0
168,comunitat valenciana,alicante/alacant,benidorm,3031000100,100.0
169,comunitat valenciana,alicante/alacant,benifallim,3032000100,70.0
170,comunitat valenciana,alicante/alacant,benifato,3033000100,75.0
171,comunitat valenciana,alicante/alacant,benijofar,3034000100,100.0
172,comunitat valenciana,alicante/alacant,benilloba,3035000100,80.0
173,comunitat valenciana,alicante/alacant,benillup,3036000100,60.0
174,comunitat valenciana,alicante/alacant,benimantell,3037000100,100.0
175,comunitat valenciana,alicante/alacant,benimarfull,3038000100,100.0
176,comunitat valenciana,alicante/alacant,benimassot,3039000100,87.5
177,comunitat valenciana,alicante/alacant,benimeli,3040000100,60.0
178,comunitat valenciana,alicante/alacant,benissa,3041000100,80.0
179,comunitat valenciana,alicante/alacant,benitachell/poble nou de benitatxell ,3042000100,80.0
180,comunitat valenciana,alicante/alacant,biar,3043000100,70.0
181,comunitat valenciana,alicante/alacant,bigastro,3044000100,100.0
182,comunitat valenciana,alicante/alacant,bolulla,3045000100,75.0
183,comunitat valenciana,alicante/alacant,busot,3046000100,90.0
184,comunitat valenciana,alicante/alacant,calp,3047000100,60.0
185,comunitat valenciana,alicante/alacant,callosa d'en sarria,3048000100,70.0
186,comunitat valenciana,alicante/alacant,callosa de segura,3049000100,100.0
187,comunitat valenciana,alicante/alacant,campello ,3050000100,80.0
188,comunitat valenciana,alicante/alacant,campo de mirra/camp de mirra ,3051000100,100.0
189,comunitat valenciana,alicante/alacant,canada,3052000100,70.0
190,comunitat valenciana,alicante/alacant,castalla,3053000100,100.0
191,comunitat valenciana,alicante/alacant,castell de castells,3054000100,75.0
192,comunitat valenciana,alicante/alacant,catral,3055000100,100.0
193,comunitat valenciana,alicante/alacant,cocentaina,3056000100,80.0
194,comunitat valenciana,alicante/alacant,confrides,3057000100,62.5
195,comunitat valenciana,alicante/alacant,cox,3058000100,66.67
196,comunitat valenciana,alicante/alacant,crevillent,3059000100,96.67
197,comunitat valenciana,alicante/alacant,quatretondeta,3060000100,47.5
198,comunitat valenciana,alicante/alacant,daya nueva,3061000100,100.0
199,comunitat valenciana,alicante/alacant,daya vieja,3062000100,100.0
200,comunitat valenciana,alicante/alacant,denia,3063000100,85.0
201,comunitat valenciana,alicante/alacant,dolores,3064000100,100.0
202,comunitat valenciana,alicante/alacant,elche/elx,3065000100,88.1
203,comunitat valenciana,alicante/alacant,elda,3066000100,80.0
204,comunitat valenciana,alicante/alacant,facheca,3067000100,87.5
205,comunitat valenciana,alicante/alacant,famorca,3068000100,62.5
206,comunitat valenciana,alicante/alacant,finestrat,3069000200,70.0
207,comunitat valenciana,alicante/alacant,formentera del segura,3070000100,100.0
208,comunitat valenciana,alicante/alacant,gata de gorgos,3071000100,80.0
209,comunitat valenciana,alicante/alacant,gaianes,3072000100,80.0
210,comunitat valenciana,alicante/alacant,gorga,3073000100,70.0
211,comunitat valenciana,alicante/alacant,granja de rocamora,3074000100,100.0
212,comunitat valenciana,alicante/alacant,castell de guadalest ,3075000100,70.0
213,comunitat valenciana,alicante/alacant,guardamar del segura,3076000100,100.0
214,comunitat valenciana,alicante/alacant,fondo de les neus /hondon de las nieves,3077000100,73.33
215,comunitat valenciana,alicante/alacant,hondon de los frailes,3078000100,77.5
216,comunitat valenciana,alicante/alacant,ibi,3079000100,100.0
217,comunitat valenciana,alicante/alacant,jacarilla,3080000100,100.0
218,comunitat valenciana,alicante/alacant,xalo,3081000100,70.0
219,comunitat valenciana,alicante/alacant,javea/xabia,3082000200,80.0
220,comunitat valenciana,alicante/alacant,jijona/xixona,3083000100,100.0
221,comunitat valenciana,alicante/alacant,lorcha/orxa ,3084000100,80.0
222,comunitat valenciana,alicante/alacant,lliber,3085000100,25.0
223,comunitat valenciana,alicante/alacant,millena,3086000100,60.0
224,comunitat valenciana,alicante/alacant,monforte del cid,3088000300,88.75
225,comunitat valenciana,alicante/alacant,monovar/monover,3089000100,60.0
226,comunitat valenciana,alicante/alacant,mutxamel,3090000100,100.0
227,comunitat valenciana,alicante/alacant,murla,3091000100,100.0
228,comunitat valenciana,alicante/alacant,muro de alcoy,3092000100,94.0
229,comunitat valenciana,alicante/alacant,novelda,3093000100,100.0
230,comunitat valenciana,alicante/alacant,nucia ,3094000100,100.0
231,comunitat valenciana,alicante/alacant,ondara,3095000100,100.0
232,comunitat valenciana,alicante/alacant,onil,3096000100,100.0
233,comunitat valenciana,alicante/alacant,orba,3097000300,100.0
234,comunitat valenciana,alicante/alacant,orxeta,3098000100,70.0
235,comunitat valenciana,alicante/alacant,orihuela,3099000100,67.71
236,comunitat valenciana,alicante/alacant,parcent,3100000100,100.0
237,comunitat valenciana,alicante/alacant,pedreguer,3101000100,100.0
238,comunitat valenciana,alicante/alacant,pego,3102000100,70.0
239,comunitat valenciana,alicante/alacant,penaguila,3103000100,100.0
240,comunitat valenciana,alicante/alacant,petrer,3104000100,100.0
241,comunitat valenciana,alicante/alacant,pinos /pinoso,3105000100,60.0
242,comunitat valenciana,alicante/alacant,planes,3106000100,70.0
243,comunitat valenciana,alicante/alacant,polop,3107000100,75.0
244,comunitat valenciana,alicante/alacant,rafal,3109000100,100.0
245,comunitat valenciana,alicante/alacant,"rafol d'almunia, el",3110000100,70.0
246,comunitat valenciana,alicante/alacant,redovan,3111000100,100.0
247,comunitat valenciana,alicante/alacant,relleu,3112000100,20.0
248,comunitat valenciana,alicante/alacant,rojales,3113000100,80.0
249,comunitat valenciana,alicante/alacant,romana ,3114000100,70.0
250,comunitat valenciana,alicante/alacant,sagra,3115000100,70.0
251,comunitat valenciana,alicante/alacant,salinas,3116000100,70.0
252,comunitat valenciana,alicante/alacant,sanet y negrals,3117000100,70.0
253,comunitat valenciana,alicante/alacant,san fulgencio,3118000100,90.0
254,comunitat valenciana,alicante/alacant,sant joan d'alacant,3119000100,100.0
255,comunitat valenciana,alicante/alacant,san miguel de salinas,3120000100,80.0
256,comunitat valenciana,alicante/alacant,santa pola,3121000100,70.0
257,comunitat valenciana,alicante/alacant,san vicente del raspeig/sant vicent del raspeig,3122000100,100.0
258,comunitat valenciana,alicante/alacant,sax,3123000100,80.0
259,comunitat valenciana,alicante/alacant,sella,3124000100,45.0
260,comunitat valenciana,alicante/alacant,senija,3125000100,100.0
261,comunitat valenciana,alicante/alacant,tarbena,3127000100,75.0
262,comunitat valenciana,alicante/alacant,teulada,3128000200,60.0
263,comunitat valenciana,alicante/alacant,tibi,3129000100,70.0
264,comunitat valenciana,alicante/alacant,tollos,3130000100,62.5
265,comunitat valenciana,alicante/alacant,tormos,3131000100,70.0
266,comunitat valenciana,alicante/alacant,torremanzanas/torre de les macanes ,3132000100,70.0
267,comunitat valenciana,alicante/alacant,torrevieja,3133000100,100.0
268,comunitat valenciana,alicante/alacant,vall d'alcala ,3134000100,12.5
269,comunitat valenciana,alicante/alacant,vall d'ebo ,3135000100,25.0
270,comunitat valenciana,alicante/alacant,vall de gallinera,3136000100,39.69
271,comunitat valenciana,alicante/alacant,vall de laguar ,3137000100,52.5
272,comunitat valenciana,alicante/alacant,verger ,3138000100,100.0
273,comunitat valenciana,alicante/alacant,villajoyosa/vila joiosa ,3139000100,83.75
274,comunitat valenciana,alicante/alacant,villena,3140000100,57.14
275,comunitat valenciana,alicante/alacant,poblets ,3901000100,100.0
276,comunitat valenciana,alicante/alacant,pilar de la horadada,3902000100,100.0
277,comunitat valenciana,alicante/alacant,montesinos ,3903000100,100.0
278,comunitat valenciana,alicante/alacant,san isidro,3904000100,100.0
279,andalucia,almeria,abla,4001000100,58.57
280,andalucia,almeria,abrucena,4002000100,53.75
281,andalucia,almeria,adra,4003000100,55.45
282,andalucia,almeria,albanchez,4004000100,39.42
283,andalucia,almeria,alboloduy,4005000100,70.0
284,andalucia,almeria,albox,4006000100,76.67
285,andalucia,almeria,alcolea,4007000100,59.17
286,andalucia,almeria,alcontar,4008000100,48.44
287,andalucia,almeria,alcudia de monteagud,4009000100,60.0
288,andalucia,almeria,alhabia,4010000100,80.0
289,andalucia,almeria,alhama de almeria,4011000100,65.0
290,andalucia,almeria,alicun,4012000100,60.0
291,andalucia,almeria,almeria,4013000100,82.5
292,andalucia,almeria,almocita,4014000100,60.0
293,andalucia,almeria,alsodux,4015000100,60.0
294,andalucia,almeria,antas,4016000100,80.36
295,andalucia,almeria,arboleas,4017000100,41.19
296,andalucia,almeria,armuna de almanzora,4018000100,90.0
297,andalucia,almeria,bacares,4019000100,47.5
298,andalucia,almeria,bayarcal,4020000100,90.0
299,andalucia,almeria,bayarque,4021000100,80.0
300,andalucia,almeria,bedar,4022000100,77.5
301,andalucia,almeria,beires,4023000100,47.5
302,andalucia,almeria,benahadux,4024000100,85.0
303,andalucia,almeria,benitagla,4026000100,60.0
304,andalucia,almeria,benizalon,4027000100,45.83
305,andalucia,almeria,bentarique,4028000100,60.0
306,andalucia,almeria,berja,4029000400,63.33
307,andalucia,almeria,canjayar,4030000100,65.0
308,andalucia,almeria,cantoria,4031000100,58.33
309,andalucia,almeria,carboneras,4032000100,42.22
310,andalucia,almeria,castro de filabres,4033000100,60.0
311,andalucia,almeria,cobdar,4034000100,35.0
312,andalucia,almeria,cuevas del almanzora,4035010100,75.4
313,andalucia,almeria,chercos,4036000100,41.25
314,andalucia,almeria,chirivel,4037000100,50.56
315,andalucia,almeria,dalias,4038000300,70.0
316,andalucia,almeria,enix,4041000100,53.33
317,andalucia,almeria,felix,4043000200,100.0
318,andalucia,almeria,fines,4044000100,85.0
319,andalucia,almeria,finana,4045000100,59.5
320,andalucia,almeria,fondon,4046000100,63.33
321,andalucia,almeria,gador,4047000100,69.5
322,andalucia,almeria,gallardos ,4048000100,77.5
323,andalucia,almeria,garrucha,4049000100,100.0
324,andalucia,almeria,gergal,4050000100,27.92
325,andalucia,almeria,huecija,4051000100,60.0
326,andalucia,almeria,huercal de almeria,4052000400,88.0
327,andalucia,almeria,huercal-overa,4053010100,54.93
328,andalucia,almeria,illar,4054000100,90.0
329,andalucia,almeria,instincion,4055000100,90.0
330,andalucia,almeria,laroya,4056000100,25.0
331,andalucia,almeria,laujar de andarax,4057000100,70.0
332,andalucia,almeria,lijar,4058000100,45.0
333,andalucia,almeria,lubrin,4059000100,37.78
334,andalucia,almeria,lucainena de las torres,4060000100,50.5
335,andalucia,almeria,lucar,4061000300,90.0
336,andalucia,almeria,macael,4062000100,75.0
337,andalucia,almeria,maria,4063000100,30.0
338,andalucia,almeria,mojacar,4064000100,65.83
339,andalucia,almeria,nacimiento,4065000100,44.64
340,andalucia,almeria,nijar,4066000100,74.3
341,andalucia,almeria,ohanes,4067000100,52.5
342,andalucia,almeria,olula de castro,4068000100,37.5
343,andalucia,almeria,olula del rio,4069000200,91.88
344,andalucia,almeria,oria,4070000100,46.67
345,andalucia,almeria,padules,4071000100,60.0
346,andalucia,almeria,partaloa,4072000100,66.25
347,andalucia,almeria,paterna del rio,4073000100,90.0
348,andalucia,almeria,pechina,4074000100,75.0
349,andalucia,almeria,pulpi,4075010100,79.31
350,andalucia,almeria,purchena,4076000100,77.5
351,andalucia,almeria,ragol,4077000100,90.0
352,andalucia,almeria,rioja,4078000100,70.0
353,andalucia,almeria,roquetas de mar,4079000100,100.0
354,andalucia,almeria,santa cruz de marchena,4080000200,80.0
355,andalucia,almeria,santa fe de mondujar,4081000100,60.0
356,andalucia,almeria,senes,4082000100,52.5
357,andalucia,almeria,seron,4083010300,58.75
358,andalucia,almeria,sierro,4084000100,65.0
359,andalucia,almeria,somontin,4085000100,90.0
360,andalucia,almeria,sorbas,4086010100,43.75
361,andalucia,almeria,sufli,4087000100,90.0
362,andalucia,almeria,tabernas,4088000200,80.91
363,andalucia,almeria,taberno,4089000100,65.42
364,andalucia,almeria,tahal,4090000100,48.0
365,andalucia,almeria,terque,4091000100,60.0
366,andalucia,almeria,tijola,4092000100,82.14
367,andalucia,almeria,turre,4093000300,63.33
368,andalucia,almeria,turrillas,4094000100,50.0
369,andalucia,almeria,uleila del campo,4095000100,59.55
370,andalucia,almeria,urracal,4096000100,90.0
371,andalucia,almeria,velefique,4097000100,50.0
372,andalucia,almeria,velez-blanco,4098000100,48.68
373,andalucia,almeria,velez-rubio,4099000100,44.2
374,andalucia,almeria,vera,4100000300,100.0
375,andalucia,almeria,viator,4101000100,90.0
376,andalucia,almeria,vicar,4102000100,94.29
377,andalucia,almeria,zurgena,4103000100,70.56
378,andalucia,almeria,tres villas ,4901000100,42.5
379,andalucia,almeria,ejido ,4902000100,87.0
380,andalucia,almeria,mojonera ,4903000100,86.67
381,andalucia,almeria,balanegra,4904000100,55.0
382,castilla y leon,avila,adanero,5001000100,40.0
383,castilla y leon,avila,adrada ,5002000100,70.0
384,castilla y leon,avila,albornos,5005000100,47.5
385,castilla y leon,avila,aldeanueva de santa cruz,5007000100,60.0
386,castilla y leon,avila,aldeaseca,5008000100,80.0
387,castilla y leon,avila,aldehuela ,5010000100,22.08
388,castilla y leon,avila,amavida,5012000100,45.0
389,castilla y leon,avila,arenal ,5013000100,70.0
390,castilla y leon,avila,arenas de san pedro,5014000100,70.0
391,castilla y leon,avila,arevalillo,5015000100,0.0
392,castilla y leon,avila,arevalo,5016000100,87.5
393,castilla y leon,avila,aveinte,5017000100,60.0
394,castilla y leon,avila,avellaneda,5018000100,22.5
395,castilla y leon,avila,avila,5019000100,72.5
396,castilla y leon,avila,barco de avila ,5021000100,70.0
397,castilla y leon,avila,barraco ,5022000100,63.33
398,castilla y leon,avila,barroman,5023000100,67.5
399,castilla y leon,avila,becedas,5024000100,57.5
400,castilla y leon,avila,becedillas,5025000100,53.75
401,castilla y leon,avila,bercial de zapardiel,5026000100,60.0
402,castilla y leon,avila,berlanas ,5027000100,70.0
403,castilla y leon,avila,bernuy-zapardiel,5029000100,35.0
404,castilla y leon,avila,berrocalejo de aragona,5030000100,60.0
405,castilla y leon,avila,blascomillan,5033000100,23.33
406,castilla y leon,avila,blasconuno de matacabras,5034000100,60.0
407,castilla y leon,avila,blascosancho,5035000100,60.0
408,castilla y leon,avila,bohodon ,5036000100,60.0
409,castilla y leon,avila,bohoyo,5037000100,60.0
410,castilla y leon,avila,bonilla de la sierra,5038000100,57.5
411,castilla y leon,avila,brabos,5039000100,42.5
412,castilla y leon,avila,bularros,5040000100,48.33
413,castilla y leon,avila,burgohondo,5041000100,65.0
414,castilla y leon,avila,cabezas de alambre,5042000100,47.5
415,castilla y leon,avila,cabezas del pozo,5043000100,55.0
416,castilla y leon,avila,cabezas del villar,5044000100,15.0
417,castilla y leon,avila,cabizuela,5045000100,47.5
418,castilla y leon,avila,canales,5046000100,70.0
419,castilla y leon,avila,candeleda,5047000100,60.0
420,castilla y leon,avila,cantiveros,5048000100,60.0
421,castilla y leon,avila,cardenosa,5049000100,70.0
422,castilla y leon,avila,carrera ,5051000100,60.0
423,castilla y leon,avila,casas del puerto,5052000100,60.0
424,castilla y leon,avila,casasola,5053000100,60.0
425,castilla y leon,avila,casavieja,5054000100,70.0
426,castilla y leon,avila,casillas,5055000100,70.0
427,castilla y leon,avila,castellanos de zapardiel,5056000100,47.5
428,castilla y leon,avila,cebreros,5057000100,55.0
429,castilla y leon,avila,cepeda la mora,5058000100,47.5
430,castilla y leon,avila,cillan,5059000100,10.0
431,castilla y leon,avila,cisla,5060000100,10.0
432,castilla y leon,avila,colilla ,5061000100,80.0
433,castilla y leon,avila,collado de contreras,5062000100,60.0
434,castilla y leon,avila,collado del miron,5063000100,47.5
435,castilla y leon,avila,constanzana,5064000100,47.5
436,castilla y leon,avila,crespos,5065000100,66.67
437,castilla y leon,avila,cuevas del valle,5066000100,57.5
438,castilla y leon,avila,chamartin,5067000100,22.5
439,castilla y leon,avila,donjimeno,5069000100,47.5
440,castilla y leon,avila,donvidas,5070000100,47.5
441,castilla y leon,avila,espinosa de los caballeros,5072000100,57.5
442,castilla y leon,avila,flores de avila,5073000100,53.75
443,castilla y leon,avila,fontiveros,5074000100,70.0
444,castilla y leon,avila,fresnedilla,5075000100,60.0
445,castilla y leon,avila,fresno ,5076000100,30.0
446,castilla y leon,avila,fuente el sauz,5077000100,35.0
447,castilla y leon,avila,fuentes de ano,5078000100,60.0
448,castilla y leon,avila,gallegos de altamiros,5079000100,42.5
449,castilla y leon,avila,gallegos de sobrinos,5080000100,10.0
450,castilla y leon,avila,garganta del villar,5081000100,47.5
451,castilla y leon,avila,gavilanes,5082000100,80.0
452,castilla y leon,avila,gemuno,5083000100,60.0
453,castilla y leon,avila,gilbuena,5084000100,70.0
454,castilla y leon,avila,gil garcia,5085000100,60.0
455,castilla y leon,avila,gimialcon,5086000100,70.0
456,castilla y leon,avila,gotarrendura,5087000100,70.0
457,castilla y leon,avila,grandes y san martin,5088000100,35.0
458,castilla y leon,avila,guisando,5089000100,67.5
459,castilla y leon,avila,gutierre-munoz,5090000100,70.0
460,castilla y leon,avila,hernansancho,5092000100,80.0
461,castilla y leon,avila,herradon de pinares,5093000100,63.33
462,castilla y leon,avila,herreros de suso,5094000100,35.0
463,castilla y leon,avila,higuera de las duenas,5095000100,70.0
464,castilla y leon,avila,hija de dios ,5096000100,60.0
465,castilla y leon,avila,horcajada ,5097000100,47.5
466,castilla y leon,avila,horcajo de las torres,5099000100,80.0
467,castilla y leon,avila,hornillo ,5100000100,80.0
468,castilla y leon,avila,hoyocasero,5101000100,70.0
469,castilla y leon,avila,hoyo de pinares ,5102000100,70.0
470,castilla y leon,avila,hoyorredondo,5103000100,57.92
