CÓDIGO,DESCRIPCION,LATITUD,LONGITUD,C.P.,POBLACION,PROVINCIA,PAIS,CERCANIAS,FEVE,tiempo de antelacion,Punto de Encuentro,Aparcamiento,Andén,Aseos,Vestíbulo
5739,CABAÑAS DE VIRTUS,42.996396999999995,-3.8584660000000004,9572.0,valle de valdebezana,burgos,espana,NO,SI,,,,,,
37311,CABEZA DEL BUEY,38.723812,-5.2270033,6600.0,cabeza del buey,badajoz,espana,NO,NO,,,,,,
5637,CABEZON DE LA SAL,43.307907,-4.231905,39500.0,cabezon de la sal,cantabria,espana,NO,SI,,,,,,
10602,CABEZON DEL PISUERGA,41.7372984,-4.6513243,47260.0,cabezon de pisuerga,valladolid,espana,NO,NO,,,,,,
5377,CABORANA,43.176120000000004,-5.75485,33684.0,aller,asturias,espana,NO,SI,,,,,,
56009,CABRA DEL SANTO CRISTO Y ALICUN,37.6567026,-3.2625925,23590.0,cabra del santo cristo,jaen,espana,NO,NO,,,,,,
79412,CABRERA DE MAR-VILASSAR DE MAR,41.506864,2.4013432999999997,8349.0,vilassar de mar,barcelona,espana,SI,NO,,,,,,
35400,CACERES,39.461161,-6.385651,10005.0,caceres,caceres,espana,NO,NO,30 m.,Venta de Billetes,Si,Si,Si,Si
5727,CADAGUA,43.068078,-3.3474730000000004,9589.0,valle de mena,burgos,espana,NO,SI,,,,,,
5267,CADAVEDO,43.542952,-6.391612,33788.0,valdes,asturias,espana,NO,SI,,,,,,
51405,CADIZ,36.52968,-6.288858,11006.0,cadiz,cadiz,espana,SI,NO,30 m.,Atención al Cliente,Si,Si,Si,Si
78503,CALAF,41.7302307,1.5151424,8280.0,calaf,barcelona,espana,NO,NO,,,,,,
71601,CALAFELL,41.189599799999996,1.5745238000000001,43820.0,calafell,tarragona,espana,SI,NO,,,,,,
81108,CALAHORRA,42.310613700000005,-1.9579206999999998,26500.0,calahorra,"rioja, la",espana,NO,NO,12 H.,Venta de Billetes,Si,No,Si,Si
67021,CALAMOCHA,40.9034355,-1.3004167,44200.0,calamocha,teruel,espana,NO,NO,,,,,,
40002,CALAMONTE,38.887492200000004,-6.382688099999999,6810.0,calamonte,badajoz,espana,NO,NO,,,,,,
42015,CALAÑAS,37.651964,-6.876461999999999,21300.0,calanas,huelva,espana,NO,NO,,,,,,
61009,CALASPARRA,38.269299700000005,-1.6799747,30420.0,calasparra,murcia,espana,NO,NO,,,,,,
70600,CALATAYUD,41.34666729999999,-1.6387414,50300.0,calatayud,zaragoza,espana,NO,NO,30 m.,Venta de Billetes,Si,Si,Si,Si
70701,CALATORAO,41.5286384,-1.3607504,50280.0,calatorao,zaragoza,espana,NO,NO,,,,,,
74209,CALDEARENAS-AQUILUE,42.3979073,-0.499468,22624.0,caldearenas,huesca,espana,NO,NO,,,,,,
22110,CALDELAS,42.055788899999996,-8.566391000000001,36729.0,tui,pontevedra,espana,NO,NO,,,,,,
79203,CALDES DE MALAVELLA,41.8411429,2.8007209,17455.0,caldes de malavella,girona,espana,NO,NO,,,,,,
79502,CALDES D'ESTRAC,41.5685224,2.5271529,8393.0,caldes d'estrac,barcelona,espana,SI,NO,,,,,,
79603,CALELLA,41.614738700000004,2.6656214,8370.0,calella,barcelona,espana,SI,NO,,,,,,
62003,CALLOSA DE SEGURA,38.1232945,-0.873864,3360.0,callosa de segura,alicante/alacant,espana,SI,NO,,,,,,
15401,CALZADA DE ASTURIAS,43.5354196,-5.7020946,33211.0,gijon,asturias,espana,SI,NO,,,,,,
79305,CAMALLERA,42.1223201,2.9653807,17465.0,"saus, camallera i llampaies",girona,espana,NO,NO,,,,,,
5555,CAMANGO,43.448346,-5.0190269999999995,33568.0,ribadesella,asturias,espana,NO,SI,,,,,,
65403,CAMARLES-DELTEBRE,40.774744,0.671661,43894.0,camarles,tarragona,espana,NO,NO,,,,,,
43002,CAMAS,37.4177,-6.040853,41900.0,camas,sevilla,espana,SI,NO,,,,,,
20403,CAMBRE,43.2904881,-8.3520983,15660.0,cambre,"coruna, a",espana,NO,NO,,,,,,
65409,CAMBRILS,41.069347,1.0529506000000002,43850.0,cambrils,tarragona,espana,NO,NO,,,,,,
67100,CAMINREAL-FUENTES CLARAS,40.8504763,-1.3380703999999999,44350.0,caminreal,teruel,espana,NO,NO,,,,,,
4104,CAMP DE TARRAGONA,41.1921826,1.273878,43765.0,tarragona,tarragona,espana,NO,NO,30 m.,Centro Servicios Cliente,Si,Si,Si,Si
37404,CAMPANARIO,38.8534031,-5.6414458,6460.0,campanario,badajoz,espana,NO,NO,,,,,,
54410,CAMPANILLAS,36.705011,-4.545516,29196.0,malaga,malaga,espana,SI,NO,,,,,,
77301,CAMPDEVANOL,42.2216131,2.1657572,17530.0,campdevanol,girona,espana,SI,NO,,,,,,
32001,CAMPILLO,41.259589,-5.017825900000001,47460.0,"campillo, el",valladolid,espana,NO,NO,,,,,,
55001,CAMPILLOS,37.0321901,-4.863510400000001,29320.0,campillos,malaga,espana,NO,NO,,,,,,
60402,CAMPO DE CRIPTANA,39.394412,-3.1176765,13610.0,campo de criptana,ciudad real,espana,NO,NO,,,,,,
5789,CAMPOHERMOSO,42.855940999999994,-5.428719999999999,24849.0,"vecilla, la",leon,espana,NO,SI,,,,,,
15120,CAMPOMANES,43.109795,-5.816311,33620.0,lena,asturias,espana,SI,NO,,,,,,
66112,CAMPORROBLES,39.6448311,-1.40283,46330.0,camporrobles,valencia/valencia,espana,NO,NO,,,,,,
65401,CAMP-REDO,40.7591771,0.5558199,43897.0,tortosa,tarragona,espana,NO,NO,,,,,,
50417,CAMPUS UNIVERSITARIO DE RABANALES,37.9128153,-4.720937,14014.0,cordoba,cordoba,espana,NO,NO,12 H.,Venta de Billetes,No,Si,Si,No
22001,CANABAL,42.4826865,-7.587663799999999,27440.0,sober,lugo,espana,NO,NO,,,,,,
16302,CANCIENES,43.507328,-5.869244,33470.0,corvera de asturias,asturias,espana,SI,NO,,,,,,
5211,CANDAS,43.584718,-5.772722,33430.0,carreno,asturias,espana,NO,SI,,,,,,
5210,CANDAS-APEADERO,43.586487,-5.767938,33430.0,carreno,asturias,espana,NO,SI,,,,,,
5271,CANERO,43.541913,-6.4458779999999996,33787.0,valdes,asturias,espana,NO,SI,,,,,,
79601,CANET DE MAR,41.586560799999994,2.5811047,8360.0,canet de mar,barcelona,espana,SI,NO,,,,,,
74217,CANFRANC,42.751389700000004,-0.5141525,22880.0,canfranc,huesca,espana,NO,NO,,,,,,
5173,CANGAS DE FOZ,43.626106,-7.333309,27892.0,foz,lugo,espana,NO,SI,,,,,,
51112,CANTAELGALLO,37.278453999999996,-5.9107400000000005,41702.0,dos hermanas,sevilla,espana,SI,NO,,,,,,
32004,CANTALAPIEDRA,41.1333609,-5.1829996,37400.0,cantalapiedra,salamanca,espana,NO,NO,,,,,,
50701,CANTILLANA,37.574909999999996,-5.803297,41320.0,cantillana,sevilla,espana,SI,NO,,,,,,
66103,CAÑADA DEL HOYO,39.953874400000004,-1.8896023999999998,16340.0,canada del hoyo,cuenca,espana,NO,NO,,,,,,
35303,CAÑAVERAL,39.7889614,-6.3745314,10820.0,canaveral,caceres,espana,NO,NO,,,,,,
71302,CAPÇANES,41.1020781,0.780339,43776.0,capcanes,tarragona,espana,NO,NO,,,,,,
5529,CARANCOS,43.355585999999995,-5.434425,33520.0,nava,asturias,espana,NO,SI,,,,,,
31104,CARBAJALES DE ALBA,41.6815622,-5.9720564000000005,49160.0,carbajales de alba,zamora,espana,NO,NO,,,,,,
5417,CARBAYIN,43.350753999999995,-5.634353,33936.0,siero,asturias,espana,NO,SI,,,,,,
66104,CARBONERAS DE GUADAZAON,39.9005164,-1.8076325,16350.0,carboneras de guadazaon,cuenca,espana,NO,NO,,,,,,
64103,CARCAIXENT,39.1182487,-0.4547076,46740.0,carcaixent,valencia/valencia,espana,SI,NO,,,,,,
79101,CARDEDEU,41.6356234,2.3589648999999997,8440.0,cardedeu,barcelona,espana,SI,NO,,,,,,
34002,CARDEÑOSA DE AVILA,40.7391956,-4.7507526,5320.0,cardenosa,avila,espana,NO,NO,,,,,,
67010,CARIÑENA,41.335486700000004,-1.2285589,50400.0,carinena,zaragoza,espana,NO,NO,,,,,,
70208,CARRASCOSA DE HENARES,40.905884,-3.013691,19247.0,espinosa de henares,guadalajara,espana,NO,NO,,,,,,
43008,CARRION DE LOS CESPEDES,37.36902,-6.335012,41820.0,carrion de los cespedes,sevilla,espana,NO,NO,,,,,,
5435,CARROCERA,43.28774,-5.62637,33945.0,san martin del rey aurelio,asturias,espana,NO,SI,,,,,,
61307,CARTAGENA,37.605021799999996,-0.9749996999999999,30203.0,cartagena,murcia,espana,NO,NO,30 m.,Atención al Cliente,Si,Si,Si,Si
5951,CARTAGENA-PLAZA BASTARRECHE,37.603575,-0.977029,30202.0,cartagena,murcia,espana,NO,SI,,,,,,
54408,CARTAMA,36.7334013,-4.6093394,29580.0,cartama,malaga,espana,SI,NO,,,,,,
5289,CARTAVIO,43.550714,-6.7896220000000005,33719.0,coana,asturias,espana,NO,SI,,,,,,
51050,CARTUJA,37.407502,-6.010021,41092.0,sevilla,sevilla,espana,SI,NO,,,,,,
54513,CARVAJAL,36.570308000000004,-4.594023,29640.0,fuengirola,malaga,espana,SI,NO,,,,,,
5631,CASAR DE PERIEDO,43.338983,-4.174643,39591.0,cabezon de la sal,cantabria,espana,NO,SI,,,,,,
35302,CASAS DE MILLAN,39.8121045,-6.325677099999999,10592.0,casas de millan,caceres,espana,NO,NO,,,,,,
35207,CASATEJADA,39.891922799999996,-5.6776116,10520.0,casatejada,caceres,espana,NO,NO,,,,,,
4040,ZARAGOZA-DELICIAS,41.6587744,-0.9112734,50011.0,zaragoza,zaragoza,espana,SI,NO,30 m.,Centro Servicios Cliente,Si,Si,Si,Si
71204,CASPE,41.239866,-0.042750199999999995,50700.0,caspe,zaragoza,espana,NO,NO,,,,,,
81200,CASTEJON DE EBRO,42.172847600000004,-1.6924327000000001,31590.0,castejon,navarra,espana,NO,NO,12 H.,Venta de Billetes,Si,No,Si,Si
78605,CASTELLBELL I EL VILAR-MONISTROL DE MONTSERRAT,41.628645,1.8681931,8296.0,castellbell i el vilar,barcelona,espana,SI,NO,,,,,,
72210,CASTELLBISBAL,41.473257700000005,1.9679072,8755.0,castellbisbal,barcelona,espana,SI,NO,,,,,,
71705,CASTELLDEFELS,41.278758399999994,1.9786172999999998,8860.0,castelldefels,barcelona,espana,SI,NO,,,,,,
78405,CASTELLNOU DE SEANA,41.637477600000004,0.9677288000000001,25265.0,castellnou de seana,lleida,espana,NO,NO,,,,,,
65300,CASTELLO DE LA PLANA,39.988259,-0.052266,12006.0,castellon de la plana/castello de la plana,castellon/castello,espana,SI,NO,30 m.,Atención al Cliente,Si,Si,Si,Si
74214,CASTIELLO-PUEBLO,42.627358799999996,-0.5451882,22710.0,castiello de jaca,huesca,espana,NO,NO,,,,,,
66013,CASTILLEJO DEL ROMERAL,40.1371299,-2.5068957999999997,16541.0,huete,cuenca,espana,NO,NO,,,,,,
60202,CASTILLEJO-AÑOVER,39.9495877,-3.7384557000000003,28300.0,aranjuez,madrid,espana,NO,NO,,,,,,
5750,CASTREJON DE LA PEÑA,42.811992,-4.601608000000001,34850.0,castrejon de la pena,palencia,espana,NO,SI,,,,,,
5299,CASTROPOL,43.508889,-7.013841,33769.0,castropol,asturias,espana,NO,SI,,,,,,
37402,CASTUERA,38.7349783,-5.5417825999999994,6420.0,castuera,badajoz,espana,NO,NO,,,,,,
64201,CATARROJA,39.399465899999996,-0.39945990000000003,46470.0,catarroja,valencia/valencia,espana,SI,NO,,,,,,
23009,CATOIRA,42.672220200000005,-8.7253854,36612.0,catoira,pontevedra,espana,NO,NO,,,,,,
5371,CAUDALIA,43.228221000000005,-5.782781,33619.0,mieres,asturias,espana,NO,SI,,,,,,
60901,CAUDETE,38.7161493,-0.9597129000000001,2660.0,caudete,albacete,espana,NO,NO,,,,,,
67211,CAUDIEL,39.94733,-0.5720270000000001,12440.0,caudiel,castellon/castello,espana,SI,NO,,,,,,
40113,CAZALLA-CONSTANTINA,37.932844,-5.704388,41370.0,cazalla de la sierra,sevilla,espana,SI,NO,,,,,,
5603,CAZOÑA,43.455249,-3.8414910000000004,39011.0,santander,cantabria,espana,NO,SI,,,,,,
20402,CECEBRE,43.2879239,-8.3077339,15650.0,cambre,"coruna, a",espana,NO,NO,,,,,,
5527,CECEDA,43.356227000000004,-5.451121,33582.0,nava,asturias,espana,NO,SI,,,,,,
5667,CECEÑAS,43.376478000000006,-3.718128,39724.0,medio cudeyo,cantabria,espana,NO,SI,,,,,,
67107,CELLA,40.4552778,-1.2447801,44370.0,cella,teruel,espana,NO,NO,,,,,,
5567,CELORIO,43.424827,-4.811344999999999,33595.0,llanes,asturias,espana,NO,SI,,,,,,
79301,CELRA,42.0271891,2.8749347999999997,17460.0,celra,girona,espana,NO,NO,,,,,,
77105,CENTELLES,41.799454600000004,2.2226633999999996,8540.0,centelles,barcelona,espana,SI,NO,,,,,,
5204,CENTRO DE TRANSPORTES,43.531240000000004,-5.706780999999999,33211.0,gijon,asturias,espana,NO,SI,,,,,,
31416,CERCEDA-MEIRAMA,43.2076859,-8.4466314,15188.0,cerceda,"coruna, a",espana,NO,NO,,,,,,
12006,CERCEDILLA,40.737516,-4.066481,28470.0,cercedilla,madrid,espana,SI,NO,,,,,,
78706,CERDANYOLA DEL VALLES,41.493190399999996,2.146393,8290.0,cerdanyola del valles,barcelona,espana,SI,NO,,,,,,
72503,CERDANYOLA UNIVERSITAT,41.4960945,2.1150336,8290.0,cerdanyola del valles,barcelona,espana,SI,NO,,,,,,
5127,CERDIDO,43.58716,-7.934617,15563.0,cerdido,"coruna, a",espana,NO,SI,,,,,,
5799,CEREZAL DE LA GUZPEÑA,42.779787,-5.0055760000000005,24893.0,prado de la guzpena,leon,espana,NO,SI,,,,,,
78500,CERVERA,41.673669700000005,1.2747541,25200.0,cervera,lleida,espana,NO,NO,,,,,,
23001,CESANTES,42.3101953,-8.616461900000001,36693.0,redondela,pontevedra,espana,NO,NO,,,,,,
20319,CESURAS,43.1730347,-8.2005033,15391.0,oza-cesuras,"coruna, a",espana,NO,NO,,,,,,
70501,CETINA,41.2959001,-1.9598887999999999,50292.0,cetina,zaragoza,espana,NO,NO,,,,,,
66208,CHESTE,39.4902567,-0.6876734,46380.0,cheste,valencia/valencia,espana,SI,NO,,,,,,
65204,CHILCHES,39.7812077,-0.1917555,12592.0,chilches/xilxes,castellon/castello,espana,SI,NO,,,,,,
66016,CHILLARON,40.102932,-2.2209689999999997,16190.0,chillaron de cuenca,cuenca,espana,NO,NO,,,,,,
66207,CHIVA,39.4706442,-0.7232841,46370.0,chiva,valencia/valencia,espana,SI,NO,,,,,,
16010,CIAÑO,43.289446999999996,-5.668314,33900.0,langreo,asturias,espana,SI,NO,,,,,,
5431,CIAÑO-ESCOBIO,43.290721000000005,-5.667903,33900.0,langreo,asturias,espana,NO,SI,,,,,,
5681,CICERO,43.417163,-3.490532,39790.0,barcena de cicero,cantabria,espana,NO,SI,,,,,,
60105,CIEMPOZUELOS,40.1590641,-3.610221,28350.0,ciempozuelos,madrid,espana,SI,NO,,,,,,
61012,CIEZA,38.2468104,-1.4220446000000002,30530.0,cieza,murcia,espana,NO,NO,,,,,,
5747,CILLAMAYOR,42.857789000000004,-4.279065,34829.0,barruelo de santullan,palencia,espana,NO,SI,,,,,,
50002,CINCO CASAS,39.1693086,-3.2373701,13720.0,alcazar de san juan,ciudad real,espana,NO,NO,,,,,,
66210,CIRCUIT RICARDO TORMO,39.495419,-0.624782,46380.0,bunol,valencia/valencia,espana,SI,NO,,,,,,
15006,CISNEROS,42.1910681,-4.8502057999999995,34320.0,cisneros,palencia,espana,NO,NO,,,,,,
5761,CISTIERNA,42.803325,-5.130783,24800.0,cistierna,leon,espana,NO,SI,,,,,,
37200,CIUDAD REAL,38.98525789999999,-3.9134245,13005.0,ciudad real,ciudad real,espana,NO,NO,30 m.,Atención al Cliente,Si,Si,Si,Si
33013,CIUDAD RODRIGO,40.6087348,-6.530465,37500.0,ciudad rodrigo,salamanca,espana,NO,NO,,,,,,
69010,COCENTAINA,38.7407086,-0.4470622,3820.0,cocentaina,alicante/alacant,espana,NO,NO,,,,,,
5477,COLEGIO,43.210877,-3.138681,48860.0,guenes,bizkaia,espana,NO,SI,,,,,,
79314,COLERA,42.406791600000005,3.154506,17496.0,colera,girona,espana,NO,NO,,,,,,
12004,COLLADO MEDIANO,40.692757,-4.035894,28450.0,collado mediano,madrid,espana,SI,NO,,,,,,
5389,COLLANZO,43.124085,-5.56619,33680.0,aller,asturias,espana,NO,SI,,,,,,
5505,COLLOTO,43.379495,-5.792366,33010.0,siero,asturias,espana,NO,SI,,,,,,
17005,COLMENAR VIEJO,40.645210999999996,-3.776617,28770.0,colmenar viejo,madrid,espana,SI,NO,,,,,,
5579,COLOMBRES,43.38283,-4.55693,33590.0,ribadedeva,asturias,espana,NO,SI,,,,,,
10603,CORCOS-AGUILAREJO,41.7663972,-4.6233663,47281.0,corcos,valladolid,espana,NO,NO,,,,,,
50500,CORDOBA,37.8884864,-4.7895764000000005,14011.0,cordoba,cordoba,espana,NO,NO,30 m.,Puesto Atendo. Venta de billetes,Si,Si,Si,Si
5382,CORIGOS,43.164305999999996,-5.676593,33686.0,aller,asturias,espana,NO,SI,,,,,,
72303,CORNELLA,41.3580326,2.0694776000000004,8940.0,cornella de llobregat,barcelona,espana,SI,NO,,,,,,
51407,CORTADURA,36.486436,-6.264546,11011.0,cadiz,cadiz,espana,SI,NO,,,,,,
55012,CORTES DE LA FRONTERA,36.597358899999996,-5.3327945,29391.0,cortes de la frontera,malaga,espana,NO,NO,,,,,,
81205,CORTES DE NAVARRA,41.9148345,-1.4203255,31530.0,cortes,navarra,espana,NO,NO,12 H.,Venta de Billetes,Si,No,Si,Si
70108,COSLADA,40.4241947,-3.5602358999999995,21820.0,coslada,madrid,espana,SI,NO,,,,,,
20207,COVAS,42.475285,-6.830882000000001,32141.0,rubia,ourense,espana,NO,NO,,,,,,
5153,COVAS DE VIVEIRO,43.670275,-7.614613,27861.0,viveiro,lugo,espana,NO,SI,,,,,,
34007,CRESPOS,40.8700754,-4.967992400000001,5300.0,crespos,avila,espana,NO,NO,,,,,,
62101,CREVILLENTE,38.224344099999996,-0.7813095999999999,3330.0,crevillent,alicante/alacant,espana,SI,NO,,,,,,
5220,CRISTALERIA,43.575551000000004,-5.929532,33401.0,aviles,asturias,espana,NO,SI,,,,,,
35603,CUATRO VIENTOS,40.377714000000005,-3.7915739999999998,28024.0,madrid,madrid,espana,SI,NO,,,,,,
71604,CUBELLES,41.2043089,1.6759281000000004,8880.0,cubelles,barcelona,espana,SI,NO,,,,,,
10604,CUBILLAS DE SANTA MARTA,41.8089815,-4.5796171999999995,47290.0,cubillas de santa marta,valladolid,espana,NO,NO,,,,,,
5245,CUDILLERO,43.550925,-6.151968,33159.0,cudillero,asturias,espana,NO,SI,,,,,,
66100,CUENCA,40.067362200000005,-2.1364895,16004.0,cuenca,cuenca,espana,NO,NO,12 H.,Venta de Billetes,Si,No,No,Si
3208,CUENCA FERNANDO ZOBEL,40.035281899999994,-2.1441377999999998,16004.0,cuenca,cuenca,espana,NO,NO,30 m.,Atención al Cliente,Si,Si,Si,Si
67018,CUENCABUENA,41.009394799999995,-1.2546971000000002,44495.0,calamocha,teruel,espana,NO,NO,,,,,,
5549,CUEVAS,43.431233,-5.073446,33500.0,ribadesella,asturias,espana,NO,SI,,,,,,
66014,CUEVAS DE VELASCO,40.1554631,-2.408532,16542.0,villar y velasco,cuenca,espana,NO,NO,,,,,,
69104,CULLERA,39.177862,-0.263263,46400.0,cullera,valencia/valencia,espana,SI,NO,12 H.,Venta de Billetes,Si,Si,Si,Si
42006,CUMBRES MAYORES,38.0532442,-6.631065700000001,21380.0,cumbres mayores,huelva,espana,NO,NO,,,,,,
71603,CUNIT,41.19498660000001,1.631522,43881.0,cunit,tarragona,espana,SI,NO,,,,,,
20317,CURTIS,43.12721320000001,-8.1432035,15310.0,curtis,"coruna, a",espana,NO,NO,,,,,,
5420,CURUXONA,43.339403000000004,-5.630809999999999,33936.0,siero,asturias,espana,NO,SI,,,,,,
94002,DAIMIEL,39.061517200000004,-3.6040492,13250.0,daimiel,ciudad real,espana,NO,NO,12 H.,Venta de Billetes,Si,No,Si,Si
18004,DELICIAS,40.400381,-3.692712,28045.0,madrid,madrid,espana,SI,NO,,,,,,
13400,DESERTU-BARAKALDO,43.3000166,-2.983836,48901.0,barakaldo,bizkaia,espana,SI,NO,,,,,,
35702,DOCE DE OCTUBRE,40.379224,-3.698976,28026.0,madrid,madrid,espana,SI,NO,,,,,,
37407,DON BENITO,38.9669797,-5.8628364,6400.0,don benito,badajoz,espana,NO,NO,,,,,,
51103,DOS HERMANAS,37.287163,-5.923556,41701.0,dos hermanas,sevilla,espana,SI,NO,,,,,,
5736,DOSANTE CIDAD,43.009436,-3.740331,9574.0,merindad de valdeporres,burgos,espana,NO,SI,,,,,,
10605,DUEÑAS,41.871267200000005,-4.5407883,34210.0,duenas,palencia,espana,NO,NO,,,,,,
71305,DUESAIGÜES-L'ARGENTERA,41.1436386,0.9208351,43773.0,"argentera, l'",tarragona,espana,NO,NO,,,,,,
5644,EL BARCENAL,43.340346999999994,-4.383335,39549.0,san vicente de la barquera,cantabria,espana,NO,SI,,,,,,
10010,EL BARRIAL-CENTRO COMERCIAL-POZUELO,40.465299,-3.8078279999999998,28224.0,pozuelo de alarcon,madrid,espana,SI,NO,,,,,,
5509,EL BERRON,43.382921,-5.702906,33186.0,siero,asturias,espana,NO,SI,,,,,,
15012,EL BURGO RANERO,42.4257649,-5.2084815,24343.0,"burgo ranero, el",leon,espana,NO,NO,,,,,,
15210,EL CALEYO,43.329339000000004,-5.872649,33171.0,oviedo,asturias,espana,SI,NO,,,,,,
50704,EL CAÑAMO,37.486352000000004,-5.93312,41300.0,"rinconada, la",sevilla,espana,SI,NO,,,,,,
32002,EL CARPIO,41.2154451,-5.114406,47470.0,carpio,valladolid,espana,NO,NO,,,,,,
14117,EL CARRION,42.116362,-4.496319000000001,34410.0,monzon de campos,palencia,espana,NO,NO,,,,,,
60109,EL CASAR,40.318402899999995,-3.7092335,28903.0,getafe,madrid,espana,SI,NO,,,,,,
54403,EL CHORRO-CAMINITO DEL REY,36.9073169,-4.7592403,29552.0,alora,malaga,espana,NO,NO,,,,,,
42018,EL COBUJON,37.51651,-6.953432,21300.0,calanas,huelva,espana,NO,NO,,,,,,
16011,EL ENTREGO,43.287207,-5.644622,33948.0,san martin del rey aurelio,asturias,espana,SI,NO,,,,,,
5433,EL ENTREGO-LA OSCURA,43.28953,-5.640808,33946.0,san martin del rey aurelio,asturias,espana,NO,SI,,,,,,
10203,EL ESCORIAL,40.585279,-4.132418,28280.0,"escorial, el",madrid,espana,SI,NO,,,,,,
12010,EL ESPINAR,40.7408315,-4.1895156,40400.0,"espinar, el",segovia,espana,NO,NO,,,,,,
5971,EL ESTRECHO,37.627603,-0.829591,30381.0,cartagena,murcia,espana,NO,SI,,,,,,
17003,EL GOLOSO,40.558808,-3.7139660000000005,28049.0,madrid,madrid,espana,SI,NO,,,,,,
79407,EL MASNOU,41.477027,2.310429,8320.0,"masnou, el",barcelona,espana,SI,NO,,,,,,
72211,EL PAPIOL,41.4354,2.002539,8754.0,"papiol, el",barcelona,espana,SI,NO,,,,,,
5232,EL PARADOR,43.535247999999996,-6.070541,33126.0,soto del barco,asturias,espana,NO,SI,,,,,,
32006,EL PEDROSO DE LA ARMUÑA,41.079887400000004,-5.406095400000001,37410.0,"pedroso de la armuna, el",salamanca,espana,NO,NO,,,,,,
10209,EL PIMPOLLAR,40.5677042,-4.2831457,28296.0,santa maria de la alameda,madrid,espana,NO,NO,,,,,,
54510,EL PINILLO,36.6101783,-4.514620799999999,29620.0,torremolinos,malaga,espana,SI,NO,,,,,,
5244,EL PITO PIÑERA,43.546893,-6.1433349999999995,33159.0,cudillero,asturias,espana,NO,SI,,,,,,
70003,EL POZO,40.3765168,-3.6564132000000007,28031.0,madrid,madrid,espana,SI,NO,,,,,,
71707,EL PRAT DE LLOBREGAT,41.3314058,2.0906231,8820.0,"prat de llobregat, el",barcelona,espana,SI,NO,,,,,,
65007,EL PUIG,39.5873418,-0.31176020000000004,46540.0,"puig de santa maria, el",valencia/valencia,espana,SI,NO,,,,,,
66203,EL REBOLLAR,39.4774601,-1.0111341999999999,46340.0,requena,valencia/valencia,espana,SI,NO,,,,,,
5521,EL REMEDIO,43.375076,-5.546238,33529.0,siero,asturias,espana,NO,SI,,,,,,
69101,EL ROMANI,39.300873100000004,-0.3929023,46439.0,sollana,valencia/valencia,espana,SI,NO,,,,,,
60207,EL ROMERAL,39.694013700000006,-3.4300227999999997,45770.0,"romeral, el",toledo,espana,NO,NO,,,,,,
42013,EL TAMUJOSO,37.720329799999995,-6.9005379,21320.0,"cerro de andevalo, el",huelva,espana,NO,NO,,,,,,
72201,EL VENDRELL,41.21825870000001,1.5359795,43700.0,"vendrell, el",tarragona,espana,SI,NO,,,,,,
60905,ELDA-PETRER,38.484919,-0.8010553,3600.0,elda,alicante/alacant,espana,NO,NO,12 H.,Venta de Billetes,Si,Si,Si,Si
71301,ELS GUIAMETS,41.095923,0.7476965,43777.0,"guiamets, els",tarragona,espana,NO,NO,,,,,,
72203,ELS MONJOS,41.314674600000004,1.6599427,8730.0,santa margarida i els monjos,barcelona,espana,SI,NO,,,,,,
20410,ELVIÑA-UNIVERSIDADE,43.3352145,-8.413011599999999,15190.0,"coruna, a","coruna, a",espana,NO,NO,,,,,,
62102,ELX-CARRUS,38.2685601,-0.7081489000000001,3201.0,elche/elx,alicante/alacant,espana,SI,NO,,,,,,
62103,ELX-PARC,38.2726,-0.6918605999999999,3202.0,elche/elx,alicante/alacant,espana,SI,NO,,,,,,
35609,EMBAJADORES,40.404609,-3.7025919999999997,28012.0,madrid,madrid,espana,SI,NO,,,,,,
70602,EMBID DE JALON,41.4214023,-1.5931741000000001,50336.0,calatayud,zaragoza,espana,NO,NO,,,,,,
67011,ENCINACORBA,41.288698100000005,-1.2786678999999999,50470.0,encinacorba,zaragoza,espana,NO,NO,,,,,,
5125,ENTRAMBARRIAS,43.577059999999996,-7.954257000000001,15564.0,moeche,"coruna, a",espana,NO,SI,,,,,,
70703,EPILA,41.609653,-1.3009674,50290.0,epila,zaragoza,espana,NO,NO,,,,,,
35107,ERUSTES,39.9495218,-4.4875523,45540.0,erustes,toledo,espana,NO,NO,,,,,,
43009,ESCACENA,37.397858,-6.391999,21870.0,escacena del campo,huelva,espana,NO,NO,,,,,,
5141,ESPASANTE,43.70888,-7.804897,15339.0,ortigueira,"coruna, a",espana,NO,SI,,,,,,
50400,ESPELUY,38.010141299999994,-3.832274,23628.0,espeluy,jaen,espana,NO,NO,12 H.,Venta de Billetes,Si,No,Si,Si
70207,ESPINOSA DE HENARES,40.909718,-3.0731338,19292.0,espinosa de henares,guadalajara,espana,NO,NO,,,,,,
5732,ESPINOSA DE LOS MONTEROS,43.074412,-3.537296,9560.0,espinosa de los monteros,burgos,espana,NO,SI,,,,,,
14108,ESPINOSA DE VILLAGONZALO,42.478955,-4.374475,34491.0,espinosa de villagonzalo,palencia,espana,NO,NO,,,,,,
51409,ESTADIO,36.506772600000005,-6.265297,11010.0,cadiz,cadiz,espana,SI,NO,,,,,,
51051,ESTADIO OLIMPICO,37.417316,-6.007502,41970.0,sevilla,sevilla,espana,SI,NO,,,,,,
5187,ESTEIRO,43.551697,-7.146099,27795.0,ribadeo,lugo,espana,NO,SI,,,,,,
