CÓDIGO,DESCRIPCION,LATITUD,LONGITUD,C.P.,POBLACION,PROVINCIA,PAIS,CERCANIAS,FEVE,tiempo de antelacion,Punto de Encuentro,Aparcamiento,Andén,Aseos,Vestíbulo
67221,ESTIVELLA-ALBALAT DELS TARONGERS,39.7063846,-0.3482865,46590.0,estivella,valencia/valencia,espana,SI,NO,,,,,,
80003,ETXARRI-ARANATZ,42.911108299999995,-2.0712153000000004,31820.0,etxarri aranatz,navarra,espana,NO,NO,,,,,,
71206,FABARA,41.234438,0.14330199999999998,50793.0,fabara,zaragoza,espana,NO,NO,,,,,,
71208,FAIO-LA POBLA DE MASSALUCA,41.2250145,0.3510729,43783.0,"pobla de massaluca, la",tarragona,espana,NO,NO,,,,,,
35601,FANJUL,40.38367,-3.768496,28044.0,madrid,madrid,espana,SI,NO,,,,,,
5177,FAZOURO,43.600457,-7.299842999999999,27789.0,foz,lugo,espana,NO,SI,,,,,,
81106,FECULAS-NAVARRA,42.4111028,-2.0981947999999995,31580.0,lodosa,navarra,espana,NO,NO,,,,,,
5109,FERRERIAS,43.527976,-8.150454,15570.0,naron,"coruna, a",espana,NO,SI,,,,,,
67017,FERRERUELA,41.0634645,-1.2379394,44490.0,ferreruela de huerva,teruel,espana,NO,NO,,,,,,
31106,FERRERUELA DE TABARA,41.764136,-6.0738829,49550.0,ferreruela,zamora,espana,NO,NO,,,,,,
21010,FERROL,43.4880277,-8.231066499999999,15407.0,ferrol,"coruna, a",espana,NO,SI,12 H.,Venta de Billetes,Si,Si,Si,Si
16301,FERROÑES,43.476033,-5.861619,33470.0,llanera,asturias,espana,SI,NO,,,,,,
5373,FIGAREDO,43.213827,-5.783955000000001,33683.0,mieres,asturias,espana,NO,SI,,,,,,
77103,FIGARO,41.724218,2.2716195,8530.0,figaro-montmany,barcelona,espana,SI,NO,,,,,,
79309,FIGUERES,42.26508079999999,2.968814,17600.0,figueres,girona,espana,NO,NO,12 H.,Atención al Cliente,Si,Si,Si,Si
4307,FIGUERES-VILAFANT,42.257569700000005,2.94513,17740.0,figueres,girona,espana,NO,NO,30 m.,Atención al Cliente,Si,Si,Si,Si
22103,FILGUEIRA,42.219956599999996,-8.1848025,36420.0,crecente,pontevedra,espana,NO,NO,,,,,,
56301,FIÑANA,37.1847081,-2.8396470000000003,4500.0,finana,almeria,espana,NO,NO,,,,,,
79303,FLAÇA,42.0474159,2.9574089,17463.0,flaca,girona,espana,NO,NO,12 H.,Venta de Billetes,Si,Si,Si,Si
71210,FLIX,41.229399,0.5400743,43750.0,flix,tarragona,espana,NO,NO,,,,,,
5151,FOLGUEIRO,43.692766,-7.635047999999999,27860.0,"vicedo, o",lugo,espana,NO,SI,,,,,,
5508,FONCIELLO,43.381782,-5.729723,33199.0,siero,asturias,espana,NO,SI,,,,,,
79205,FORNELLS DE LA SELVA,41.9350259,2.8097539,17458.0,fornells de la selva,girona,espana,NO,NO,,,,,,
5181,FOZ,43.560885999999996,-7.272235,27788.0,foz,lugo,espana,NO,SI,,,,,,
42005,FREGENAL DE LA SIERRA,38.1677017,-6.6378417,6340.0,fregenal de la sierra,badajoz,espana,NO,NO,,,,,,
32003,FRESNO EL VIEJO,41.190136200000005,-5.1379807,47480.0,fresno el viejo,valladolid,espana,NO,NO,,,,,,
22104,FRIEIRA,42.154971999999994,-8.2001702,36428.0,crecente,pontevedra,espana,NO,NO,,,,,,
14104,FROMISTA,42.264858000000004,-4.402451999999999,34440.0,fromista,palencia,espana,NO,NO,,,,,,
17001,FUENCARRAL,40.5024656,-3.6817502999999996,28034.0,madrid,madrid,espana,SI,NO,,,,,,
54516,FUENGIROLA,36.546263,-4.6203322,29640.0,fuengirola,malaga,espana,SI,NO,,,,,,
35002,FUENLABRADA,40.283134999999994,-3.7995650000000003,28944.0,fuenlabrada,madrid,espana,SI,NO,,,,,,
98003,FUENTE DE LA MORA,40.484728999999994,-3.662833,28050.0,madrid,madrid,espana,SI,NO,,,,,,
40107,FUENTE DEL ARCO,38.163560100000005,-5.900518099999999,6980.0,fuente del arco,badajoz,espana,NO,NO,,,,,,
5525,FUENTE SANTA DE NAVA,43.355582,-5.478512,33529.0,nava,asturias,espana,NO,SI,,,,,,
5545,FUENTES,43.401443,-5.143117,33586.0,parres,asturias,espana,NO,SI,,,,,,
71103,FUENTES DE EBRO,41.5151657,-0.618599,50740.0,fuentes de ebro,zaragoza,espana,NO,NO,,,,,,
33016,FUENTES DE OÑORO,40.5985473,-6.824549900000001,37481.0,fuentes de onoro,salamanca,espana,NO,NO,,,,,,
56308,GADOR,36.9515917,-2.4874696,4560.0,gador,almeria,espana,NO,NO,,,,,,
10104,GALAPAGAR-LA NAVATA,40.600159000000005,-3.9819129999999996,28420.0,galapagar,madrid,espana,SI,NO,,,,,,
13501,GALINDO,43.304116,-3.010176,48910.0,sestao,bizkaia,espana,SI,NO,,,,,,
13508,GALLARTA,43.319311,-3.067437,48530.0,abanto y ciervana-abanto zierbena,bizkaia,espana,SI,NO,,,,,,
81206,GALLUR,41.86718079999999,-1.3212745000000001,50650.0,gallur,zaragoza,espana,NO,NO,,,,,,
5679,GAMA,43.423096,-3.524948,39790.0,barcena de cicero,cantabria,espana,NO,SI,,,,,,
69110,GANDIA,38.9703239,-0.17990970000000003,46700.0,gandia,valencia/valencia,espana,SI,NO,12 H.,Venta de Billetes,Si,Si,Si,Si
5622,GANZO,43.356546,-4.070291,39300.0,torrelavega,cantabria,espana,NO,SI,,,,,,
71703,GARRAF,41.2545489,1.9023463,8871.0,sitges,barcelona,espana,SI,NO,,,,,,
5774,GARRAFE,42.734502,-5.52421,24891.0,garrafe de torio,leon,espana,NO,SI,,,,,,
37611,GARROVILLA-LAS VEGAS,38.9153576,-6.4770663,6870.0,"garrovilla, la",badajoz,espana,NO,NO,,,,,,
55013,GAUCIN,36.540399900000004,-5.3863848,29490.0,gaucin,malaga,espana,NO,NO,,,,,,
71706,GAVA,41.3032321,2.0098046000000003,8850.0,gava,barcelona,espana,SI,NO,,,,,,
72208,GELIDA,41.4482158,1.8647788,8790.0,gelida,barcelona,espana,SI,NO,,,,,,
69001,GENOVES,38.9741833,-0.48514009999999996,46894.0,genoves,valencia/valencia,espana,NO,NO,,,,,,
56305,GERGAL,37.1088805,-2.5915216,4458.0,gergal,almeria,espana,NO,NO,,,,,,
37002,GETAFE-CENTRO,40.309974,-3.733989,28902.0,getafe,madrid,espana,SI,NO,,,,,,
60102,GETAFE-INDUSTRIAL,40.3055338,-3.7073714,28903.0,getafe,madrid,espana,SI,NO,,,,,,
37011,GETAFE-SECTOR 3,40.288252,-3.737529,28901.0,getafe,madrid,espana,SI,NO,,,,,,
5691,GIBAJA,43.282221,-3.4383739999999996,39809.0,ramales de la victoria,cantabria,espana,NO,SI,,,,,,
42020,GIBRALEON,37.367897,-6.9622850000000005,21500.0,gibraleon,huelva,espana,NO,NO,,,,,,
15410,GIJON-SANZ CRESPO,43.5377426,-5.6759040999999995,33207.0,gijon,asturias,espana,SI,SI,30 m.,Venta de Billetes,Si,Si,Si,Si
67223,GILET,39.6793275,-0.3202243,46149.0,gilet,valencia/valencia,espana,SI,NO,,,,,,
79300,GIRONA,41.9793402,2.8168292999999998,17002.0,girona,girona,espana,NO,NO,30 m.,Atención al Cliente,Si,Si,Si,Si
5629,GOLBARDO,43.340837,-4.155632,39590.0,reocin,cantabria,espana,NO,SI,,,,,,
78404,GOLMES,41.635909600000005,0.9308368,25241.0,golmes,lleida,espana,NO,NO,,,,,,
32008,GOMECELLO,41.041831099999996,-5.541549900000001,37420.0,gomecello,salamanca,espana,NO,NO,,,,,,
5613,GORNAZO,43.409638,-3.988686,39318.0,miengo,cantabria,espana,NO,SI,,,,,,
5317,GRADO,43.394451000000004,-6.0637360000000005,33828.0,grado,asturias,espana,NO,SI,,,,,,
15008,GRAJAL,42.323196200000005,-5.013374099999999,24340.0,grajal de campos,leon,espana,NO,NO,,,,,,
5000,GRANADA,37.1840355,-3.6090357,18014.0,granada,granada,espana,NO,NO,30 m.,Atención al Cliente,Si,No,Si,Si
77006,GRANOLLERS-CANOVELLES,41.6113434,2.2772799,8400.0,granollers,barcelona,espana,SI,NO,,,,,,
79100,GRANOLLERS-CENTRE,41.599740999999995,2.2912470000000003,8400.0,granollers,barcelona,espana,SI,NO,,,,,,
78201,GRAÑEN,41.937983700000004,-0.3692811,22260.0,granen,huesca,espana,NO,NO,,,,,,
15001,GRIJOTA,42.0499031,-4.5847811,34192.0,grijota,palencia,espana,NO,NO,,,,,,
70706,GRISEN,41.745180299999994,-1.1659036,50297.0,grisen,zaragoza,espana,NO,NO,,,,,,
11512,GROS,43.321736,-1.9740919999999997,20001.0,donostia/san sebastian,gipuzkoa,espana,SI,NO,,,,,,
50602,GUADAJOZ,37.581398,-5.669961,41339.0,carmona,sevilla,espana,SI,NO,,,,,,
70200,GUADALAJARA,40.534667999999996,-3.2985719,19004.0,guadalajara,guadalajara,espana,SI,NO,,,,,,
4007,GUADALAJARA-YEBES,40.5879523,-3.1249541,19000.0,guadalajara,guadalajara,espana,NO,NO,30 m.,Venta de Billetes,Si,Si,Si,Si
40108,GUADALCANAL,38.0903071,-5.8034699,41390.0,guadalcanal,sevilla,espana,NO,NO,,,,,,
54503,GUADALHORCE,36.6921154,-4.4831263,29004.0,malaga,malaga,espana,SI,NO,,,,,,
37308,GUADALMEZ-LOS PEDROCHES,38.699233899999996,-4.9295366,13490.0,guadalmez,ciudad real,espana,NO,NO,,,,,,
37604,GUADIANA,38.9220809,-6.6899875,6186.0,guadiana del caudillo,badajoz,espana,NO,NO,,,,,,
56200,GUADIX,37.3168311,-3.1271704,18500.0,guadix,granada,espana,NO,NO,,,,,,
79105,GUALBA,41.718193299999996,2.5387372000000004,8470.0,gualba,barcelona,espana,SI,NO,,,,,,
5754,GUARDO,42.791057,-4.852362,34880.0,guardo,palencia,espana,NO,SI,,,,,,
5753,GUARDO-APEADERO,42.787702,-4.845112,34880.0,guardo,palencia,espana,NO,SI,,,,,,
37410,GUAREÑA,38.8968311,-6.1289519,6470.0,guarena,badajoz,espana,NO,NO,,,,,,
14218,GUARNIZO,43.391504,-3.859458,39611.0,"astillero, el",cantabria,espana,SI,NO,,,,,,
12008,GUDILLOS,40.7169045,-4.157703,40400.0,"espinar, el",segovia,espana,NO,NO,,,,,,
5216,GUDIN LAMINACION,43.552295,-5.865382,33460.0,corvera de asturias,asturias,espana,NO,SI,,,,,,
5471,GÜEÑES,43.20908,-3.095381,48840.0,guenes,bizkaia,espana,NO,SI,,,,,,
22200,GUILLAREI,42.0656748,-8.6225614,36720.0,tui,pontevedra,espana,NO,NO,,,,,,
10302,GUIMORCONDO,40.6490138,-4.6150234,5004.0,tornadizos de avila,avila,espana,NO,NO,,,,,,
20314,GUITIRIZ,43.1790747,-7.8950709,27300.0,guitiriz,lugo,espana,NO,NO,,,,,,
81002,HARO,42.58364520000001,-2.8492747000000005,26200.0,haro,"rioja, la",espana,NO,NO,,,,,,
61005,HELLIN,38.5088565,-1.6885720000000002,2400.0,hellin,albacete,espana,NO,NO,,,,,,
5661,HERAS,43.401139,-3.7663050000000005,39792.0,medio cudeyo,cantabria,espana,NO,SI,,,,,,
11508,HERNANI,43.272525,-1.963748,20120.0,hernani,gipuzkoa,espana,SI,NO,,,,,,
11507,HERNANI-CENTRO,43.265648999999996,-1.9733880000000001,20120.0,hernani,gipuzkoa,espana,SI,NO,,,,,,
10300,HERRADON-LA CAÑADA,40.599334000000006,-4.4950318,5294.0,herradon de pinares,avila,espana,NO,NO,,,,,,
11514,HERRERA,43.319364,-1.937041,20017.0,donostia/san sebastian,gipuzkoa,espana,SI,NO,,,,,,
14111,HERRERA DEL PISUERGA,42.5986861,-4.3165333,34400.0,herrera de pisuerga,palencia,espana,NO,NO,,,,,,
5952,HOSPITAL,37.605212,-0.960726,30202.0,cartagena,murcia,espana,NO,SI,,,,,,
5784,HOSPITALES,42.61262,-5.56985,24008.0,leon,leon,espana,NO,SI,,,,,,
79107,HOSTALRIC,41.7479722,2.6315023999999996,17450.0,hostalric,girona,espana,SI,NO,,,,,,
5675,HOZ DE ANERO,43.404885,-3.6668830000000003,39794.0,ribamontan al monte,cantabria,espana,NO,SI,,,,,,
43019,HUELVA-TERMINO,37.252635,-6.944905,21003.0,huelva,huelva,espana,NO,NO,30 m.,Atención al Cliente,Si,No,Si,Si
74200,HUESCA,42.1333507,-0.4097769,22005.0,huesca,huesca,espana,NO,NO,30 m.,Venta de Billetes,Si,Si,Si,Si
66011,HUETE,40.147094,-2.6816134,16500.0,huete,cuenca,espana,NO,NO,,,,,,
35012,HUMANES,40.255565000000004,-3.8283339999999995,28970.0,humanes de madrid,madrid,espana,SI,NO,,,,,,
70204,HUMANES DE MOHERNANDO,40.8311845,-3.1389515,19229.0,humanes,guadalajara,espana,NO,NO,,,,,,
5479,IBARRA,43.2039,-3.144819,48860.0,zalla,bizkaia,espana,NO,SI,,,,,,
11408,IKAZTEGIETA,43.094043,-2.125586,20267.0,ikaztegieta,gipuzkoa,espana,SI,NO,,,,,,
35005,ILLESCAS,40.1208723,-3.8423354,45200.0,illescas,toledo,espana,NO,NO,,,,,,
5533,INFIESTO,43.351777,-5.36921,33530.0,pilona,asturias,espana,NO,SI,,,,,,
5534,INFIESTO-APEADERO,43.344046999999996,-5.360648,33530.0,pilona,asturias,espana,NO,SI,,,,,,
13200,INTERMODAL ABANDO INDALECIO PRIETO,43.260724200000006,-2.9273929,48008.0,bilbao,bizkaia,espana,SI,NO,30 m.,Atención al Cliente,Si,Si,Si,Si
11522,INTXAURRONDO,43.320025,-1.9517970000000002,20015.0,donostia/san sebastian,gipuzkoa,espana,SI,NO,,,,,,
13116,IÑARRATXU,43.035792,-3.003896,1470.0,amurrio,araba/alava,espana,SI,NO,,,,,,
5461,IRAUREGI,43.248317,-2.9900889999999998,48810.0,alonsotegi,bizkaia,espana,NO,SI,,,,,,
11600,IRUN,43.33949570000001,-1.8012734000000001,20301.0,irun,gipuzkoa,espana,SI,NO,30 m.,Venta de Billetes,Si,Si,Si,Si
11406,ITSASONDO,43.068438,-2.162583,20249.0,itsasondo,gipuzkoa,espana,SI,NO,,,,,,
57003,IZNALLOZ,37.3958908,-3.5278435,18550.0,iznalloz,granada,espana,NO,NO,,,,,,
42008,JABUGO-GALAROZA,37.9279893,-6.773043799999999,21360.0,jabugo,huelva,espana,NO,NO,,,,,,
74213,JACA,42.5776167,-0.5386996000000001,22700.0,jaca,huesca,espana,NO,NO,,,,,,
70209,JADRAQUE,40.930006,-2.9357849999999996,19240.0,jadraque,guadalajara,espana,NO,NO,,,,,,
3100,JAEN,37.7800495,-3.7908847000000003,23007.0,jaen,jaen,espana,NO,NO,30 m.,Venta de Billetes,Si,Si,Si,Si
7003,JARAVIA,37.392451,-1.6930580000000002,4648.0,pulpi,almeria,espana,SI,NO,,,,,,
51113,JARDINES DE HERCULES,37.332921999999996,-5.964090000000001,41014.0,sevilla,sevilla,espana,SI,NO,,,,,,
51300,JEREZ DE LA FRONTERA,36.680069,-6.1267629999999995,11401.0,jerez de la frontera,cadiz,espana,SI,NO,30 m.,Atención al Cliente,Si,Si,Si,Si
67212,JERICA-VIVER,39.9151971,-0.5693862,12450.0,jerica,castellon/castello,espana,SI,NO,,,,,,
55015,JIMENA DE LA FRONTERA,36.4242754,-5.4342443,11339.0,jimena de la frontera,cadiz,espana,NO,NO,,,,,,
55011,JIMERA DE LIBAR,36.660713200000004,-5.2814788,29392.0,jimera de libar,malaga,espana,NO,NO,,,,,,
56004,JODAR-UBEDA,37.9133419,-3.3502021,23400.0,jodar,jaen,espana,NO,NO,,,,,,
73002,JUNEDA,41.5439419,0.8255155999999999,25430.0,juneda,lleida,espana,NO,NO,,,,,,
5497,KARRANTZA,43.238853999999996,-3.357827,48890.0,karrantza harana/valle de carranza,bizkaia,espana,NO,SI,,,,,,
5460,KASTREXANA,43.255429,-2.972028,48013.0,bilbao,bizkaia,espana,NO,SI,,,,,,
5301,LA ARGAÑOSA-LAVAPIES,43.365832,-5.870018,33013.0,oviedo,asturias,espana,NO,SI,,,,,,
5803,LA ASUNCION UNIVERSIDAD,42.615821000000004,-5.566379,24003.0,leon,leon,espana,NO,SI,,,,,,
5485,LA CALZADA,43.190141,-3.1973700000000003,48800.0,balmaseda,bizkaia,espana,NO,SI,,,,,,
5658,LA CANTABRICA,43.397277,-3.814936,39610.0,"astillero, el",cantabria,espana,NO,SI,,,,,,
5291,LA CARIDAD,43.547074,-6.827541,33746.0,"franco, el",asturias,espana,NO,SI,,,,,,
5511,LA CARRERA DE SIERO,43.386909,-5.675275,33519.0,siero,asturias,espana,NO,SI,,,,,,
5669,LA CAVADA,43.350671999999996,-3.707074,39720.0,riotuerto,cantabria,espana,NO,SI,,,,,,
15121,LA COBERTORIA,43.130103000000005,-5.815789,33630.0,lena,asturias,espana,SI,NO,,,,,,
54508,LA COLINA,36.6401889,-4.4952547,29620.0,torremolinos,malaga,espana,SI,NO,,,,,,
15217,LA CORREDORIA,43.387845,-5.826901,33011.0,oviedo,asturias,espana,SI,SI,,,,,,
5798,LA DEVESA,42.820147999999996,-5.302187,24860.0,vegaquemada,leon,espana,NO,SI,,,,,,
60900,LA ENCINA,38.7653779,-0.9542828999999999,3408.0,villena,alicante/alacant,espana,NO,NO,,,,,,
5763,LA ERCINA,42.808842,-5.213908999999999,24870.0,"ercina, la",leon,espana,NO,SI,,,,,,
5961,LA ESPERANZA,37.613793,-0.891342,30369.0,"union, la",murcia,espana,NO,SI,,,,,,
5756,LA ESPINA,42.787317,-4.9051849999999995,24889.0,valderrueda,leon,espana,NO,SI,,,,,,
77114,LA FARGA DE BEBIE,42.1300831,2.2039106,17532.0,"llosses, les",girona,espana,SI,NO,,,,,,
16008,LA FELGUERA,43.3048,-5.692769999999999,33930.0,langreo,asturias,espana,SI,NO,,,,,,
5425,LA FELGUERA-VEGA,43.310493,-5.685638,33930.0,langreo,asturias,espana,NO,SI,,,,,,
73004,LA FLORESTA,41.5041749,0.9243914000000001,25413.0,"floresta, la",lleida,espana,NO,NO,,,,,,
5411,LA FLORIDA,43.434794000000004,-5.709944999999999,33189.0,siero,asturias,espana,NO,SI,,,,,,
15119,LA FRECHA,43.096144,-5.798524,33629.0,lena,asturias,espana,SI,NO,,,,,,
70111,LA GARENA,40.4807624,-3.3919677000000004,28806.0,alcala de henares,madrid,espana,SI,NO,,,,,,
77102,LA GARRIGA,41.686099,2.2888386,8530.0,"garriga, la",barcelona,espana,SI,NO,,,,,,
60507,LA GINETA,39.1117194,-2.000316,2110.0,"gineta, la",albacete,espana,NO,NO,,,,,,
72205,LA GRANADA,41.3639003,1.7341398000000001,8792.0,"granada, la",barcelona,espana,SI,NO,,,,,,
20106,LA GRANJA,42.606840999999996,-6.2949660000000005,24378.0,torre del bierzo,leon,espana,NO,NO,,,,,,
5481,LA HERRERA,43.203409,-3.170557,48860.0,zalla,bizkaia,espana,NO,SI,,,,,,
6004,LA HOYA,37.703913,-1.595604,30816.0,lorca,murcia,espana,SI,NO,,,,,,
13402,LA IBERIA,43.312743,-3.004712,48910.0,sestao,bizkaia,espana,SI,NO,,,,,,
79011,LA LLAGOSTA,41.5103531,2.1994129,8120.0,"llagosta, la",barcelona,espana,SI,NO,,,,,,
5755,LA LLAMA DE LA GUZPEÑA,42.77215,-5.03891,24893.0,prado de la guzpena,leon,espana,NO,SI,,,,,,
65203,LA LLOSA,39.765923799999996,-0.2045537,12591.0,"llosa, la",castellon/castello,espana,SI,NO,,,,,,
5765,LA LOSILLA,42.838561,-5.318151,24860.0,vegaquemada,leon,espana,NO,SI,,,,,,
5249,LA MAGDALENA,43.559309000000006,-6.184922,33155.0,cudillero,asturias,espana,NO,SI,,,,,,
5793,LA MATA DE LA RIBA,42.858578,-5.339745,24852.0,vegaquemada,leon,espana,NO,SI,,,,,,
77306,LA MOLINA,42.3445934,1.9559514,17537.0,alp,girona,espana,SI,NO,,,,,,
43011,LA PALMA DEL CONDADO,37.390653799999995,-6.5544227,21700.0,"palma del condado, la",huelva,espana,NO,NO,12 H.,Venta de Billetes,No,No,Si,Si
13119,LA PEÑA DE BILBAO,43.24018,-2.924057,48003.0,bilbao,bizkaia,espana,SI,NO,,,,,,
15206,LA PEREDA-RIOSA,43.277052000000005,-5.812251,33682.0,mieres,asturias,espana,SI,SI,,,,,,
73100,LA PLANA-PICAMOIXONS,41.3060974,1.1949549,43491.0,valls,tarragona,espana,NO,NO,,,,,,
69003,LA POBLA DEL DUC,38.915335999999996,-0.44548420000000005,46840.0,"pobla del duc, la",valencia/valencia,espana,NO,NO,,,,,,
64102,LA POBLA LLARGA,39.0468553,-0.4919616,46670.0,"pobla llarga, la",valencia/valencia,espana,SI,NO,,,,,,
15108,LA POLA DE GORDON,42.854015000000004,-5.674606,24600.0,"pola de gordon, la",leon,espana,NO,NO,,,,,,
11204,LA PUEBLA DE ARGANZON,42.765243700000006,-2.8303429,9294.0,condado de trevino,burgos,espana,NO,NO,,,,,,
71200,LA PUEBLA DE HIJAR,41.224432,-0.438385,44510.0,"puebla de hijar, la",teruel,espana,NO,NO,,,,,,
5465,LA QUADRA,43.222836,-3.024927,48820.0,guenes,bizkaia,espana,NO,SI,,,,,,
5794,LA RAYA,42.638109,-5.556996,24193.0,villaquilambre,leon,espana,NO,SI,,,,,,
73010,LA RIBA,41.3184699,1.1812863,43450.0,"riba, la",tarragona,espana,NO,NO,,,,,,
50703,LA RINCONADA,37.480071,-5.940087999999999,41300.0,"rinconada, la",sevilla,espana,SI,NO,,,,,,
15106,LA ROBLA,42.8039955,-5.626392500000001,24640.0,"robla, la",leon,espana,NO,NO,,,,,,
16402,LA ROCICA,43.547083,-5.904691000000001,33403.0,aviles,asturias,espana,SI,NO,,,,,,
60505,LA RODA DE ALBACETE,39.199397,-2.1628952999999997,2630.0,"roda, la",albacete,espana,NO,NO,,,,,,
78806,LA SAGRERA-MERIDIANA,41.424371,2.188854,8027.0,barcelona,barcelona,espana,SI,NO,,,,,,
73102,LA SELVA DEL CAMP,41.2112675,1.1439237,43470.0,"selva del camp, la",tarragona,espana,NO,NO,,,,,,
35010,LA SERNA-FUENLABRADA,40.296725,-3.792477,28945.0,fuenlabrada,madrid,espana,SI,NO,,,,,,
5965,LA UNION,37.615673,-0.875217,30360.0,"union, la",murcia,espana,NO,SI,,,,,,
5963,LA UNION VIEJA,37.615486,-0.881663,30360.0,"union, la",murcia,espana,NO,SI,,,,,,
5769,LA VALCUEVA,42.84966,-5.486957,24839.0,matallana de torio,leon,espana,NO,SI,,,,,,
5767,LA VECILLA,42.855095,-5.412162,24840.0,"vecilla, la",leon,espana,NO,SI,,,,,,
71108,LA ZAIDA-SASTAGO,41.3204871,-0.427001,50784.0,"zaida, la",zaragoza,espana,NO,NO,,,,,,
5123,LABACENGOS,43.56528,-7.980225,15564.0,moeche,"coruna, a",espana,NO,SI,,,,,,
5163,LAGO,43.687108,-7.481942,27878.0,xove,lugo,espana,NO,SI,,,,,,
35608,LAGUNA,40.399006,-3.744225,28047.0,madrid,madrid,espana,SI,NO,,,,,,
64006,L'ALCUDIA,38.9692953,-0.5866583000000001,46690.0,"alcudia de crespins, l'",valencia/valencia,espana,SI,NO,,,,,,
65402,L'ALDEA-AMPOSTA-TORTOSA,40.7535546,0.6142432,43896.0,"aldea, l'",tarragona,espana,NO,NO,12 H.,Venta de Billetes,Si,Si,No,Si
31308,LALIN,42.632535100000005,-8.142642599999999,36519.0,lalin,pontevedra,espana,NO,NO,,,,,,
5117,LAMAS,43.54732,-8.048051,15562.0,san sadurnino,"coruna, a",espana,NO,SI,,,,,,
5470,LAMBARRI,43.205985,-3.08262,48840.0,guenes,bizkaia,espana,NO,SI,,,,,,
65405,L'AMETLLA DE MAR,40.8861982,0.8004373,43860.0,"ametlla de mar, l'",tarragona,espana,NO,NO,,,,,,
65404,L'AMPOLLA-PERELLO-DELTEBRE,40.812000700000006,0.7082488,43895.0,"ampolla, l'",tarragona,espana,NO,NO,,,,,,
14203,LANTUENO-SANTIURDE,43.05833,-4.084054,39490.0,santiurde de reinosa,cantabria,espana,SI,NO,,,,,,
72202,L'ARBOÇ,41.2738229,1.6001033000000002,43702.0,"arboc, l'",tarragona,espana,SI,NO,,,,,,
35602,LAS AGUILAS,40.381009000000006,-3.780187,28044.0,madrid,madrid,espana,SI,NO,,,,,,
51415,LAS ALETAS,36.544106,-6.198661,11510.0,puerto real,cadiz,espana,SI,NO,,,,,,
51202,LAS CABEZAS DE SAN JUAN,37.0185186,-5.9454387,41730.0,"cabezas de san juan, las",sevilla,espana,SI,NO,,,,,,
14211,LAS CALDAS DE BESAYA,43.298604,-4.073236,39460.0,"corrales de buelna, los",cantabria,espana,SI,NO,,,,,,
5302,LAS CAMPAS,43.363877,-5.883383,33012.0,castropol,asturias,espana,NO,SI,,,,,,
5297,LAS CAMPAS DE CASTROPOL,43.5149531,-7.0044,33768.0,castropol,asturias,espana,NO,SI,,,,,,
66113,LAS CUEVAS,39.6194064,-1.2841208999999998,46313.0,utiel,valencia/valencia,espana,NO,NO,,,,,,
14209,LAS FRAGUAS,43.1930555,-4.0539379,39450.0,arenas de iguna,cantabria,espana,SI,NO,,,,,,
37010,LAS MARGARITAS,40.323040999999996,-3.727278,28903.0,getafe,madrid,espana,SI,NO,,,,,,
10101,LAS MATAS,40.552415,-3.8967910000000003,28290.0,"rozas de madrid, las",madrid,espana,SI,NO,,,,,,
5303,LAS MAZAS,43.358665,-5.897636,,oviedo,asturias,espana,NO,SI,,,,,,
54404,LAS MELLIZAS,36.8732968,-4.7194626,29593.0,alora,malaga,espana,NO,NO,,,,,,
10207,LAS NAVAS DEL MARQUES,40.589257200000006,-4.3614434,5230.0,"navas del marques, las",avila,espana,NO,NO,,,,,,
35610,LAS RETAMAS,40.341869,-3.842311,28922.0,alcorcon,madrid,espana,SI,NO,,,,,,
10005,LAS ROZAS,40.494215000000004,-3.868181,28230.0,"rozas de madrid, las",madrid,espana,SI,NO,,,,,,
5742,LAS ROZAS DE VALDEARROYO,42.973609,-4.029832,39213.0,"rozas de valdearroyo, las",cantabria,espana,NO,SI,,,,,,
15209,LAS SEGADAS,43.313263,-5.869354,33171.0,ribera de arriba,asturias,espana,SI,NO,,,,,,
10202,LAS ZORRERAS-NAVALQUEJIGO,40.609265,-4.046336,28292.0,"escorial, el",madrid,espana,SI,NO,,,,,,
72206,LAVERN-SUBIRATS,41.3957338,1.7694788000000001,8739.0,subirats,barcelona,espana,SI,NO,,,,,,
5443,LAVIANA,43.250796,-5.564669,33989.0,laviana,asturias,espana,NO,SI,,,,,,
51203,LEBRIJA,36.91159520000001,-6.0949055,41740.0,lebrija,sevilla,espana,SI,NO,12 H.,Venta de Billetes,Si,Si,Si,Si
67019,LECHAGO,40.957655700000004,-1.2690956,44495.0,calamocha,teruel,espana,NO,NO,,,,,,
35001,LEGANES,40.328633,-3.7711620000000003,28911.0,leganes,madrid,espana,SI,NO,,,,,,
11306,LEGAZPI,43.051058000000005,-2.330552,20320.0,legazpi,gipuzkoa,espana,SI,NO,,,,,,
11407,LEGORRETA,43.085738,-2.1408669999999996,20250.0,legorreta,gipuzkoa,espana,SI,NO,,,,,,
64007,L'ENOVA-MANUEL,39.046208,-0.491565,46660.0,manuel,valencia/valencia,espana,SI,NO,,,,,,
15100,LEON,42.595994,-5.582616099999999,24009.0,leon,leon,espana,NO,NO,30 m.,Venta de Billetes,Si,Si,Si,Si
5778,"LEÓN, PADRE ISLA",42.60232,-5.57504,24002.0,leon,leon,espana,NO,SI,,,,,,
73003,LES BORGES BLANQUES,41.5217222,0.8772656999999999,25400.0,"borges blanques, les",lleida,espana,NO,NO,,,,,,
